"Player","Date","G","School","Loc","Opponent","WL","Tackle Solo","Tackle Assist","Tackle Tot","Tackle For Loss","Sack","unique_id"
"Zach Abercrumbia","2017-08-26",1,"Rice","N","Stanford","L",1,2,3,1,1,"zach-abercrumbia-1"
"Devin Abraham","2017-08-26",1,"South Florida","@","San Jose State","W",2,1,3,0,0,"devin-abraham-1"
"Myles Adams","2017-08-26",1,"Rice","N","Stanford","L",0,2,2,0,0,"myles-adams-1"
"Jarrell Addo","2017-08-26",1,"Massachusetts",,"Hawaii","L",3,0,3,0,0,"jarrell-addo-1"
"Ethan Aguayo","2017-08-26",1,"San Jose State",,"South Florida","L",8,6,14,0,0,"ethan-aguayo-1"
"Chaz Ah You","2017-08-26",1,"Brigham Young",,"Portland State","W",1,1,2,1,0,"chaz-ah-you-1"
"Kesi Ah-Hoy","2017-08-26",1,"Oregon State","@","Colorado State","L",1,1,2,0,0,"kesi-ah-hoy-1"
"Samiuela Akoteu","2017-08-26",1,"Hawaii","@","Massachusetts","W",0,1,1,0,0,"samiuela-akoteu-1"
"Terrence Alexander","2017-08-26",1,"Stanford","N","Rice","W",2,0,2,1,0,"terrence-alexander-1"
"Joey Alfieri","2017-08-26",1,"Stanford","N","Rice","W",1,0,1,0,0,"joey-alfieri-1"
"Ali Ali-Musa","2017-08-26",1,"Massachusetts",,"Hawaii","L",1,2,3,0.5,0.5,"ali-ali-musa-1"
"Dejon Allen","2017-08-26",1,"Hawaii","@","Massachusetts","W",0,1,1,0,0,"dejon-allen-1"
"Zayne Anderson","2017-08-26",1,"Brigham Young",,"Portland State","W",3,1,4,0,0,"zayne-anderson-1"
"Malik Antoine","2017-08-26",1,"Stanford","N","Rice","W",2,2,4,0,0,"malik-antoine-1"
"Brandon Arnold","2017-08-26",1,"Oregon State","@","Colorado State","L",3,4,7,0,0,"brandon-arnold-1"
"Joe Ballard","2017-08-26",1,"Rice","N","Stanford","L",0,2,2,0,0,"joe-ballard-3"
"V.J. Banks","2017-08-26",1,"Rice","N","Stanford","L",3,3,6,0,0,"vj-banks-1"
"Ammon Barker","2017-08-26",1,"Hawaii","@","Massachusetts","W",1,0,1,0,0,"ammon-barker-1"
"Bryton Barr","2017-08-26",1,"Massachusetts",,"Hawaii","L",7,6,13,1.5,1,"bryton-barr-1"
"Sean Barton","2017-08-26",1,"Stanford","N","Rice","W",3,2,5,0,0,"sean-barton-1"
"Jimmy Bayes","2017-08-26",1,"South Florida","@","San Jose State","W",1,2,3,0,0,"jimmy-bayes-1"
"Ryan Beecher","2017-08-26",1,"Stanford","N","Rice","W",1,0,1,0,0,"ryan-beecher-1"
"Justin Bickham","2017-08-26",1,"Rice","N","Stanford","L",5,0,5,0,0,"justin-bickham-1"
"Trevon Bierria","2017-08-26",1,"San Jose State",,"South Florida","L",4,1,5,1,0,"trevon-bierria-1"
"Josh Black","2017-08-26",1,"South Florida","@","San Jose State","W",1,0,1,1,0,"josh-black-1"
"Mustafa Branch","2017-08-26",1,"Stanford","N","Rice","W",0,3,3,0,0,"mustafa-branch-1"
"Bryson Bridges","2017-08-26",1,"San Jose State",,"South Florida","L",1,4,5,0,0,"bryson-bridges-1"
"Juwuan Brown","2017-08-26",1,"South Florida","@","San Jose State","W",1,0,1,1,0,"juwuan-brown-1"
"Frank Buncom","2017-08-26",1,"Stanford","N","Rice","W",0,2,2,0,0,"frank-buncom-2"
"Cycoby Burch","2017-08-26",1,"Massachusetts",,"Hawaii","L",1,0,1,0,0,"cycoby-burch-1"
"Lewis Burik","2017-08-26",1,"Stanford","N","Rice","W",0,1,1,0,0,"lewis-burik-1"
"Jakob Buys","2017-08-26",1,"Colorado State",,"Oregon State","W",0,2,2,0.5,0,"jakob-buys-1"
"Jake Byczko","2017-08-26",1,"Massachusetts",,"Hawaii","L",0,1,1,0,0,"jake-byczko-1"
"Colbert Calhoun","2017-08-26",1,"Massachusetts",,"Hawaii","L",0,2,2,0.5,0.5,"colbert-calhoun-1"
"Darius Campbell","2017-08-26",1,"Colorado State",,"Oregon State","W",0,1,1,0,0,"darius-campbell-1"
"Steve Casali","2017-08-26",1,"Massachusetts",,"Hawaii","L",2,4,6,0,0,"steve-casali-1"
"Andre Chachere","2017-08-26",1,"San Jose State",,"South Florida","L",3,2,5,0,0,"andre-chachere-1"
"Zeno Choi","2017-08-26",1,"Hawaii","@","Massachusetts","W",1,1,2,0,0,"zeno-choi-1"
"Detrich Clark","2017-08-26",1,"Colorado State",,"Oregon State","W",0,1,1,0,0,"detrich-clark-1"
"Jorian Clark","2017-08-26",1,"Rice","N","Stanford","L",1,3,4,0,0,"jorian-clark-1"
"Thomas Cole","2017-08-26",1,"Rice","N","Stanford","L",2,0,2,0,0,"thomas-cole-3"
"Evan Colorito","2017-08-26",1,"Colorado State",,"Oregon State","W",1,4,5,1.5,0,"evan-colorito-1"
"Eric Cotton","2017-08-26",1,"Stanford","N","Rice","W",1,0,1,1,0,"eric-cotton-1"
"Xavier Crawford","2017-08-26",1,"Oregon State","@","Colorado State","L",5,2,7,0,0,"xavier-crawford-2"
"Elkanah Dillon","2017-08-26",1,"South Florida","@","San Jose State","W",1,0,1,0,0,"elkanah-dillon-1"
"Brandon Douglas","2017-08-26",1,"Rice","N","Stanford","L",1,0,1,0,0,"brandon-douglas-3"
"Da'Sean Downey","2017-08-26",1,"Massachusetts",,"Hawaii","L",3,4,7,1.5,0.5,"dasean-downey-1"
"Zeke Edmonds","2017-08-26",1,"Massachusetts",,"Hawaii","L",0,1,1,0,0,"zeke-edmonds-1"
"Ben Edwards","2017-08-26",1,"Stanford","N","Rice","W",0,1,1,0,0,"ben-edwards-1"
"Tevarua Eldridge","2017-08-26",1,"Hawaii","@","Massachusetts","W",0,1,1,0,0,"tevarua-eldridge-1"
"Nashon Ellerbe","2017-08-26",1,"Rice","N","Stanford","L",1,0,1,0,0,"nashon-ellerbe-1"
"Emmanuel Ellerbee","2017-08-26",1,"Rice","N","Stanford","L",4,6,10,0.5,0,"emmanuel-ellerbee-1"
"Penitito Faalologo","2017-08-26",1,"Hawaii","@","Massachusetts","W",0,3,3,0,0,"penitito-faalologo-1"
"Titus Failauga","2017-08-26",1,"Oregon State","@","Colorado State","L",4,0,4,1,0,"titus-failauga-1"
"Rojesterman Farris II","2017-08-26",1,"Hawaii","@","Massachusetts","W",2,2,4,0,0,"rojesterman-farris-ii-1"
"Nate Ferguson","2017-08-26",1,"South Florida","@","San Jose State","W",5,0,5,0,0,"nate-ferguson-1"
"Leon Flanagan Jr.","2017-08-26",1,"Massachusetts",,"Hawaii","L",0,1,1,0,0,"leon-flanagan-jr-1"
"Jordan Fogal","2017-08-26",1,"Colorado State",,"Oregon State","W",2,2,4,0,0,"jordan-fogal-1"
"Colton Foster","2017-08-26",1,"Colorado State",,"Oregon State","W",1,2,3,0,0,"colton-foster-1"
"Jordan Fox","2017-08-26",1,"Stanford","N","Rice","W",3,0,3,1,0,"jordan-fox-1"
"Denzel Franklin","2017-08-26",1,"Stanford","N","Rice","W",1,0,1,0,0,"denzel-franklin-1"
"Jake Froehlich","2017-08-26",1,"Massachusetts",,"Hawaii","L",0,1,1,0,0,"jake-froehlich-1"
"Tajee Fullwood","2017-08-26",1,"South Florida","@","San Jose State","W",4,0,4,0,0,"tajee-fullwood-1"
"Elijah Garcia","2017-08-26",1,"Rice","N","Stanford","L",0,1,1,0,0,"elijah-garcia-1"
"Dayan Ghanwoloku","2017-08-26",1,"Brigham Young",,"Portland State","W",1,0,1,0,0,"dayan-ghanwoloku-1"
"Frank Ginda","2017-08-26",1,"San Jose State",,"South Florida","L",9,4,13,2,0,"frank-ginda-1"
"Bakhari Goodson","2017-08-26",1,"Massachusetts",,"Hawaii","L",1,1,2,0,0,"bakhari-goodson-1"
"Preston Gordon","2017-08-26",1,"Rice","N","Stanford","L",1,0,1,0,0,"preston-gordon-1"
"D.J. Green","2017-08-26",1,"Rice","N","Stanford","L",2,2,4,0.5,0,"dj-green-2"
"Matt Hadley","2017-08-26",1,"Brigham Young",,"Portland State","W",4,2,6,1,0,"matt-hadley-1"
"Mike Hampton","2017-08-26",1,"South Florida","@","San Jose State","W",2,1,3,0,0,"mike-hampton-2"
"Micah Hannemann","2017-08-26",1,"Brigham Young",,"Portland State","W",1,0,1,0,0,"micah-hannemann-1"
"Parker Hanusa","2017-08-26",1,"Rice","N","Stanford","L",2,0,2,0,0,"parker-hanusa-1"
"D'Shan Harley","2017-08-26",1,"Massachusetts",,"Hawaii","L",0,1,1,0,0,"dshan-harley-1"
"Anthony Hawkins","2017-08-26",1,"Colorado State",,"Oregon State","W",2,0,2,0,0,"anthony-hawkins-1"
"Chandler Hawkins","2017-08-26",1,"San Jose State",,"South Florida","L",2,2,4,0,0,"chandler-hawkins-1"
"Malik Hayes","2017-08-26",1,"San Jose State",,"South Florida","L",1,1,2,0,0,"malik-hayes-1"
"Tyler Hayes","2017-08-26",1,"Massachusetts",,"Hawaii","L",4,3,7,0,0,"tyler-hayes-2"
"Bruce Hector","2017-08-26",1,"South Florida","@","San Jose State","W",4,1,5,1,0,"bruce-hector-1"
"Trayvon Henderson","2017-08-26",1,"Hawaii","@","Massachusetts","W",4,1,5,0,0,"trayvon-henderson-1"
"Timmy Hernandez","2017-08-26",1,"Oregon State","@","Colorado State","L",1,0,1,0,0,"timmy-hernandez-1"
"Jamal Hicks","2017-08-26",1,"Colorado State",,"Oregon State","W",4,2,6,0,0,"jamal-hicks-1"
"Kalen Hicks","2017-08-26",1,"Hawaii","@","Massachusetts","W",2,2,4,0.5,0,"kalen-hicks-1"
"Omar Hicks-Onu","2017-08-26",1,"Oregon State","@","Colorado State","L",1,1,2,1,0,"omar-hicks-onu-1"
"Marvin Hifo","2017-08-26",1,"Brigham Young",,"Portland State","W",1,0,1,0,0,"marvin-hifo-1"
"Ronnie Hoggins","2017-08-26",1,"South Florida","@","San Jose State","W",8,0,8,0,0,"ronnie-hoggins-1"
"Alijah Holder","2017-08-26",1,"Stanford","N","Rice","W",0,1,1,0,0,"alijah-holder-1"
"Ellison Hubbard","2017-08-26",1,"Colorado State",,"Oregon State","W",1,1,2,0,0,"ellison-hubbard-1"
"Austin Hudson","2017-08-26",1,"Oregon State","@","Colorado State","L",0,1,1,0,0,"austin-hudson-2"
"Manu Hudson-Rasmussen","2017-08-26",1,"Hawaii","@","Massachusetts","W",2,5,7,0,0,"manu-hudson-rasmussen-1"
"Andrzej Hughes-Murray","2017-08-26",1,"Oregon State","@","Colorado State","L",3,4,7,0,0,"andrzej-hughes-murray-1"
"Manase Hungalu","2017-08-26",1,"Oregon State","@","Colorado State","L",3,2,5,0,0,"manase-hungalu-2"
"J.T. Ibe","2017-08-26",1,"Rice","N","Stanford","L",4,1,5,0,0,"jt-ibe-1"
"Jay Irvine","2017-08-26",1,"Oregon State","@","Colorado State","L",1,1,2,0,0,"jay-irvine-1"
"Andy Isabella","2017-08-26",1,"Massachusetts",,"Hawaii","L",1,0,1,0,0,"andy-isabella-1"
"Tanner Jacobson","2017-08-26",1,"Brigham Young",,"Portland State","W",1,2,3,0,0,"tanner-jacobson-1"
"Keirston Johnson","2017-08-26",1,"South Florida","@","San Jose State","W",0,1,1,0,0,"keirston-johnson-1"
"Roderick Jones Jr.","2017-08-26",1,"Massachusetts",,"Hawaii","L",0,2,2,0.5,0,
"Emmanuel Jones","2017-08-26",1,"Colorado State",,"Oregon State","W",1,0,1,0,0,"emmanuel-jones-2"
"Peter Kalambayi","2017-08-26",1,"Stanford","N","Rice","W",5,0,5,1,1,"peter-kalambayi-1"
"Corbin Kaufusi","2017-08-26",1,"Brigham Young",,"Portland State","W",1,2,3,0,0,"corbin-kaufusi-1"
"Isaiah Kaufusi","2017-08-26",1,"Brigham Young",,"Portland State","W",1,0,1,0,0,"isaiah-kaufusi-1"
"Jeremy Kelly","2017-08-26",1,"San Jose State",,"South Florida","L",0,1,1,0,0,"jeremy-kelly-1"
"Jermaine Kelly","2017-08-26",1,"San Jose State",,"South Florida","L",3,0,3,1,0,"jermaine-kelly-1"
"Richard King","2017-08-26",1,"Colorado State",,"Oregon State","W",0,2,2,0,0,"richard-king-3"
"Meffy Koloamatangi","2017-08-26",1,"Hawaii","@","Massachusetts","W",1,4,5,1,1,"meffy-koloamatangi-1"
"Sailosi Latu","2017-08-26",1,"San Jose State",,"South Florida","L",1,1,2,1,0,"sailosi-latu-1"
"Tyris Lebeau","2017-08-26",1,"Massachusetts",,"Hawaii","L",0,1,1,0,0,"tyris-lebeau-1"
"Jonathan Lenard Jr.","2017-08-26",1,"San Jose State",,"South Florida","L",2,1,3,0,0,"jonathan-lenard-jr-1"
"Ricky Leung-Wai","2017-08-26",1,"San Jose State",,"South Florida","L",0,1,1,0,0,"ricky-leung-wai-1"
"Daniel Lewis Jr.","2017-08-26",1,"Hawaii","@","Massachusetts","W",4,4,8,0.5,0,"daniel-lewis-jr-2"
"Kirk Livingstone","2017-08-26",1,"South Florida","@","San Jose State","W",2,0,2,1,1,"kirk-livingstone-1"
"Mike Love","2017-08-26",1,"South Florida","@","San Jose State","W",1,1,2,0,0,"mike-love-3"
"Tedrick Lowery","2017-08-26",1,"Massachusetts",,"Hawaii","L",0,3,3,0,0,"tedrick-lowery-1"
"Solomon Matautia","2017-08-26",1,"Hawaii","@","Massachusetts","W",3,8,11,0,0,"solomon-matautia-1"
"Toby McBride","2017-08-26",1,"Colorado State",,"Oregon State","W",0,1,1,0,0,"toby-mcbride-1"
"Max McDonald","2017-08-26",1,"Colorado State",,"Oregon State","W",0,1,1,0.5,0.5,"max-mcdonald-1"
"Maurice McKnight","2017-08-26",1,"San Jose State",,"South Florida","L",4,2,6,0.5,0,"maurice-mcknight-1"
"Viane Moala","2017-08-26",1,"Hawaii","@","Massachusetts","W",0,4,4,0.5,0,"viane-moala-1"
"Dakari Monroe","2017-08-26",1,"San Jose State",,"South Florida","L",1,2,3,0.5,0,"dakari-monroe-1"
"Jesse Monteiro","2017-08-26",1,"Massachusetts",,"Hawaii","L",1,5,6,0.5,0.5,"jesse-monteiro-1"
"Patrick Moody","2017-08-26",1,"Colorado State",,"Oregon State","W",1,1,2,0.5,0,"patrick-moody-1"
"Jalen Moore","2017-08-26",1,"Oregon State","@","Colorado State","L",4,5,9,0,0,"jalen-moore-1"
"David Morris","2017-08-26",1,"Oregon State","@","Colorado State","L",2,0,2,0,0,"david-morris-4"
"Lee Moses","2017-08-26",1,"Massachusetts",,"Hawaii","L",5,3,8,0,0,"lee-moses-1"
"Dany Mulanga","2017-08-26",1,"Hawaii","@","Massachusetts","W",2,0,2,0,0,"dany-mulanga-1"
"Ryan Nall","2017-08-26",1,"Oregon State","@","Colorado State","L",1,0,1,0,0,"ryan-nail-1"
"Phillip Napoleon","2017-08-26",1,"Oregon State","@","Colorado State","L",0,3,3,0,0,"phillip-napoleon-1"
"Deatrick Nichols","2017-08-26",1,"South Florida","@","San Jose State","W",5,1,6,0,0,"deatrick-nichols-1"
"Va'A Niumatalolo","2017-08-26",1,"Brigham Young",,"Portland State","W",2,0,2,0,0,"vaa-niumatalolo-1"
"Kevin Nutt Jr.","2017-08-26",1,"Colorado State",,"Oregon State","W",4,1,5,0,0,"kevin-nutt-jr-1"
"Martin Nwakamma","2017-08-26",1,"Rice","N","Stanford","L",3,0,3,0,0,"martin-nwakamma-1"
"William Ossai","2017-08-26",1,"San Jose State",,"South Florida","L",8,1,9,2,1,"william-ossai-1"
"Kaimana Padello","2017-08-26",1,"Hawaii","@","Massachusetts","W",1,1,2,0,0,"kaimana-padello-1"
"Blain Padgett","2017-08-26",1,"Rice","N","Stanford","L",0,1,1,0,0,"blain-padgett-1"
"Landry Payne","2017-08-26",1,"Oregon State","@","Colorado State","L",2,0,2,0,0,"landry-payne-1"
"Wesley Payne","2017-08-26",1,"Oregon State","@","Colorado State","L",1,0,1,0,0,"wesley-payne-1"
"Jordan Perez","2017-08-26",1,"Stanford","N","Rice","W",2,1,3,0,0,"jordan-perez-1"
"Harrison Phillips","2017-08-26",1,"Stanford","N","Rice","W",3,2,5,0,0,"harrison-phillips-1"
"Trajan Pili","2017-08-26",1,"Brigham Young",,"Portland State","W",3,0,3,2,1,"trajan-pili-2"
"Kelvin Pinkney JR.","2017-08-26",1,"South Florida","@","San Jose State","W",2,4,6,0,0,"kelvin-pinkney-jr-1"
"Andre Polk Jr.","2017-08-26",1,"South Florida","@","San Jose State","W",0,5,5,0,0,"andre-polk-jr-27"
"Joe Previte","2017-08-26",1,"Massachusetts",,"Hawaii","L",0,4,4,0,0,"joe-previte-1"
"Baker Pritchard","2017-08-26",1,"Oregon State","@","Colorado State","L",1,1,2,0,0,"baker-pritchard-1"
"Jeremiah Pritchard","2017-08-26",1,"Hawaii","@","Massachusetts","W",4,2,6,2,1,"jeremiah-pritchard-1"
"Adam Pulsipher","2017-08-26",1,"Brigham Young",,"Portland State","W",5,2,7,0,0,"adam-pulsipher-1"
"Hamilcar Rashed Jr","2017-08-26",1,"Oregon State","@","Colorado State","L",1,0,1,0,0,"hamilcar-rashed-jr-1"
"Greg Reaves","2017-08-26",1,"South Florida","@","San Jose State","W",1,0,1,1,0,"greg-reaves-1"
"Justin Reid","2017-08-26",1,"Stanford","N","Rice","W",2,1,3,1,0,"justin-reid-1"
"Malik Roberson","2017-08-26",1,"San Jose State",,"South Florida","L",1,0,1,0,0,"malik-roberson-1"
"Owen Roberts","2017-08-26",1,"San Jose State",,"South Florida","L",2,1,3,1,1,"owen-roberts-1"
"Curtis Robinson","2017-08-26",1,"Stanford","N","Rice","W",0,1,1,0,0,"curtis-robinson-1"
"Kiel Robinson","2017-08-26",1,"Colorado State",,"Oregon State","W",2,4,6,0,0,"kiel-robinson-1"
"Isaiah Rodgers","2017-08-26",1,"Massachusetts",,"Hawaii","L",3,3,6,0,0,"isaiah-rodgers-1"
"Jeremy Rodriguez","2017-08-26",1,"Massachusetts",,"Hawaii","L",0,1,1,0,0,"jeremy-rodriguez-1"
"Diocemy Saint Juste","2017-08-26",1,"Hawaii","@","Massachusetts","W",0,1,1,0,0,"diocemy-saint-juste-1"
"Auggie Sanchez","2017-08-26",1,"South Florida","@","San Jose State","W",2,2,4,0,0,"auggie-sanchez-1"
"Rhett Sandlin","2017-08-26",1,"Brigham Young",,"Portland State","W",0,1,1,0,0,"rhett-sandlin-1"
"Keala Santiago","2017-08-26",1,"Hawaii","@","Massachusetts","W",0,1,1,0,0,"keala-santiago-1"
"Paisa Savea","2017-08-26",1,"Oregon State","@","Colorado State","L",2,1,3,0,0,"paisa-savea-1"
"Nico Sawtelle","2017-08-26",1,"South Florida","@","San Jose State","W",4,2,6,0,0,"nico-sawtelle-1"
"Jake Schlager","2017-08-26",1,"Colorado State",,"Oregon State","W",5,3,8,0.5,0,"jake-schlager-1"
"Jamal Scott","2017-08-26",1,"San Jose State",,"South Florida","L",6,2,8,2,1,"jamal-scott-1"
"Deadrin Senat","2017-08-26",1,"South Florida","@","San Jose State","W",0,1,1,0,0,"deadrin-senat-1"
"Brandon Simmons","2017-08-26",1,"Stanford","N","Rice","W",1,0,1,0,0,"brandon-simmons-2"
"Caleb Smith","2017-08-26",1,"Colorado State",,"Oregon State","W",1,0,1,0,0,"caleb-smith-3"
"Shemar Smith","2017-08-26",1,"Oregon State","@","Colorado State","L",0,1,1,0,0,"shemar-smith-1"
"Jovan Swann","2017-08-26",1,"Stanford","N","Rice","W",2,1,3,1,0,"jovan-swann-1"
"Justin Sweet","2017-08-26",1,"Colorado State",,"Oregon State","W",4,0,4,0,0,"justin-sweet-1"
"Sione Takitaki","2017-08-26",1,"Brigham Young",,"Portland State","W",6,1,7,3,2,"sione-takitaki-1"
"Merrill Taliauli","2017-08-26",1,"Brigham Young",,"Portland State","W",0,1,1,0,0,"merrill-taliauli-1"
"Johnny Tapusoa","2017-08-26",1,"Brigham Young",,"Portland State","W",1,0,1,0,0,"johnny-tapusoa-1"
"Kesni Tausinga","2017-08-26",1,"Brigham Young",,"Portland State","W",1,0,1,0,0,"kesni-tausinga-1"
"Jahlani Tavai","2017-08-26",1,"Hawaii","@","Massachusetts","W",6,7,13,2,2,"jahlani-tavai-1"
"Jaymon Thomas","2017-08-26",1,"South Florida","@","San Jose State","W",4,2,6,0,0,"jaymon-thomas-1"
"Tre Thomas","2017-08-26",1,"Colorado State",,"Oregon State","W",3,4,7,1,0.5,"tre-thomas-2"
"Darnell Thompson","2017-08-26",1,"Colorado State",,"Oregon State","W",0,3,3,1,0,"darnell-thompson-1"
"Darius Tice","2017-08-26",1,"South Florida","@","San Jose State","W",1,0,1,0,0,"darius-tice-1"
"Khyiris Tonga","2017-08-26",1,"Brigham Young",,"Portland State","W",0,1,1,0,0,"khyiris-tonga-1"
"Casey Toohill","2017-08-26",1,"Stanford","N","Rice","W",1,2,3,0,0,"casey-toohill-1"
"Anthony Trinh","2017-08-26",1,"Stanford","N","Rice","W",2,1,3,0,0,"anthony-trinh-1"
"Langi Tuifua","2017-08-26",1,"Brigham Young",,"Portland State","W",1,0,1,0,0,"langi-tuifua-1"
"Jackson Tyner","2017-08-26",1,"Rice","N","Stanford","L",1,0,1,0,0,"jackson-tyner-1"
"Bright Ugwoegbu","2017-08-26",1,"Oregon State","@","Colorado State","L",3,3,6,0,0,"bright-ugwoegbu-1"
"Nick Uretsky","2017-08-26",1,"Rice","N","Stanford","L",2,1,3,0,0,"nick-uretsky-1"
"Kalani Vakameilalo","2017-08-26",1,"Oregon State","@","Colorado State","L",1,3,4,0,0,"kalani-vakameilalo-1"
"Lane Veach","2017-08-26",1,"Stanford","N","Rice","W",0,1,1,0,0,"lane-veach-1"
"Jadon Walker","2017-08-26",1,"Colorado State",,"Oregon State","W",1,0,1,0,0,"jadon-walker-1"
"Fred Warner","2017-08-26",1,"Brigham Young",,"Portland State","W",7,3,10,1,0,"fred-warner-1"
"Troy Warner","2017-08-26",1,"Brigham Young",,"Portland State","W",2,0,2,0,0,"troy-warner-1"
"Josh Watson","2017-08-26",1,"Colorado State",,"Oregon State","W",4,5,9,0.5,0,"josh-watson-2"
"Tre Webb","2017-08-26",1,"San Jose State",,"South Florida","L",3,1,4,0,0,"tre-webb-1"
"Kyle White","2017-08-26",1,"Oregon State","@","Colorado State","L",2,1,3,0,0,"kyle-white-4"
"Mazzi Wilkins","2017-08-26",1,"South Florida","@","San Jose State","W",2,0,2,0,0,"mazzi-wilkins-1"
"Roe Wilkins","2017-08-26",1,"Rice","N","Stanford","L",2,0,2,0,0,"roe-wilkins-1"
"Russell Williams Jr.","2017-08-26",1,"Hawaii","@","Massachusetts","W",1,3,4,0.5,0,"russell-williams-jr-1"
"Dwayne Williams","2017-08-26",1,"Oregon State","@","Colorado State","L",1,1,2,0,0,"dwayne-williams-3"
"Jonathan Willis","2017-08-26",1,"Oregon State","@","Colorado State","L",2,3,5,0,0,"jonathan-willis-1"
"Solomone Wolfgramm","2017-08-26",1,"Brigham Young",,"Portland State","W",0,1,1,0,0,"solomone-wolfgramm-1"
"Brian Womac","2017-08-26",1,"Rice","N","Stanford","L",3,0,3,1,1,"brian-womac-1"
"Cameron Woodard","2017-08-26",1,"San Jose State",,"South Florida","L",3,3,6,0,0,"cameron-woodard-1"
"Chad Adams","2017-08-31",1,"Arizona State",,"New Mexico State","W",8,0,8,0,0,"chad-adams-1"
"Olasunkanmi Adeniyi","2017-08-31",1,"Toledo",,"Elon","W",2,3,5,1,0,"olasunkanmi-adeniyi-1"
"Josh Aganon","2017-08-31",1,"New Mexico State","@","Arizona State","L",1,0,1,0,0,"josh-aganon-1"
"McTelvin Agim","2017-08-31",1,"Arkansas","N","Florida A&M","W",3,1,4,1,0,"mctelvin-agim-1"
"Charles Akanno","2017-08-31",1,"Idaho",,"Sacramento State","W",0,1,1,0,0,"charles-akanno-1"
"Curtis Akins","2017-08-31",1,"Memphis",,"Louisiana-Monroe","W",9,0,9,1,0,"curtis-atkins-1"
"Antreal Allen","2017-08-31",1,"Georgia State",,"Tennessee State","L",1,0,1,0,0,"antreal-allen-1"
"Marterious Allen","2017-08-31",1,"Georgia State",,"Tennessee State","L",1,2,3,0,0,"marterious-allen-1"
"Bradlee Anae","2017-08-31",1,"Utah",,"North Dakota","W",1,0,1,1,0,"bradlee-anae-1"
"Arie Anderson","2017-08-31",1,"Idaho",,"Sacramento State","W",3,1,4,1,1,"arie-anderson-1"
"Khai Anderson","2017-08-31",1,"Georgia State",,"Tennessee State","L",1,0,1,0,0,"khai-anderson-1"
"Tycen Anderson","2017-08-31",1,"Toledo",,"Elon","W",1,0,1,0,0,"tycen-anderson-1"
"DeAndre Applin","2017-08-31",1,"Georgia State",,"Tennessee State","L",6,3,9,0,0,"deandre-applin-1"
"Hunter Arbit","2017-08-31",1,"Florida International","@","Central Florida","L",0,1,1,0,0,"hunter-arbit-1"
"Damon Arnette","2017-08-31",1,"Ohio State","@","Indiana","W",6,0,6,1,0,"damon-arnette-1"
"Nehemiah Augustus","2017-08-31",1,"Memphis",,"Louisiana-Monroe","W",1,0,1,0,0,"nehemiah-augustus-1"
"Genard Avery","2017-08-31",1,"Memphis",,"Louisiana-Monroe","W",2,1,3,0,0,"genard-avery-1"
"Adekunle Ayinde","2017-08-31",1,"Minnesota",,"Buffalo","W",4,1,5,0,0,"adekunle-ayinde-1"
"Ben Bach","2017-08-31",1,"Indiana",,"Ohio State","L",1,0,1,0,0,"ben-bach-1"
"Alex Bachman","2017-08-31",1,"Wake Forest",,"Presbyterian","W",1,0,1,0,0,"alex-bachman-1"
"Dedrion Bacote","2017-08-31",1,"Central Florida",,"Florida International","W",1,0,1,0,0,"dedrion-bacote-1"
"Taaj Bakari","2017-08-31",1,"Oklahoma State",,"Tulsa","W",1,0,1,0,0,"taaj-bakari-1"
"Jerome Baker","2017-08-31",1,"Ohio State","@","Indiana","W",3,0,3,0,0,"jerome-baker-1"
"Roy Baker","2017-08-31",1,"Buffalo","@","Minnesota","L",1,0,1,0,0,"roy-baker-1"
"Marcelino Ball","2017-08-31",1,"Indiana",,"Ohio State","L",8,3,11,0.5,0,"marcelino-ball-1"
"Corrion Ballard","2017-08-31",1,"Utah",,"North Dakota","W",2,1,3,0,0,"corrion-ballard-1"
"Bryce Balous","2017-08-31",1,"Oklahoma State",,"Tulsa","W",1,0,1,0,0,"bryce-balous-1"
"Thomas Barber","2017-08-31",1,"Minnesota",,"Buffalo","W",3,1,4,1,0,"thomas-barber-1"
"Qendarrion Barnett","2017-08-31",1,"Idaho",,"Sacramento State","W",1,0,1,0,0,"qendarrion-barnett-1"
"Cody Barton","2017-08-31",1,"Utah",,"North Dakota","W",1,6,7,0,0,"cody-barton-1"
"Mike Barwick Jr.","2017-08-31",1,"Indiana",,"Ohio State","L",2,1,3,0,0,"mike-barwick-jr-2"
"Carlos Basham Jr.","2017-08-31",1,"Wake Forest",,"Presbyterian","W",5,0,5,0,0,"carlos-basham-jr-1"
"Essang Bassey","2017-08-31",1,"Wake Forest",,"Presbyterian","W",1,0,1,1,0,"essang-bassey-1"
"Jessie Bates","2017-08-31",1,"Wake Forest",,"Presbyterian","W",5,0,5,0,0,"jessie-bates-1"
"Darrian Beavers","2017-08-31",1,"Connecticut",,"Holy Cross","W",0,1,1,0,0,"darrian-beavers-1"
"Tre Bell","2017-08-31",1,"Connecticut",,"Holy Cross","W",1,3,4,0,0,"tre-bell-1"
"Julian Blackmon","2017-08-31",1,"Utah",,"North Dakota","W",1,0,1,0,0,"julian-blackmon-1"
"Marquise Blair","2017-08-31",1,"Utah",,"North Dakota","W",3,1,4,0,0,"marquise-blair-1"
"DeDarallo Blue","2017-08-31",1,"Toledo",,"Elon","W",0,1,1,0,0,"dedarallo-blue-1"
