Player,Date,G,School,Loc,Opponent,WL,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD,unique_id
Savon Scarver,2019-08-30,1,Utah State,@,Wake Forest,L,1,18,18.0,0,savon-scarver-1
Keylon Stokes,2019-08-30,1,Tulsa,@,Michigan State,L,2,48,24.0,0,keylon-stokes-1
Austin Trammell,2019-08-30,1,Rice,@,Army,L,2,33,16.5,0,austin-trammell-1
Kenneth Walker III,2019-08-30,1,Wake Forest,,Utah State,W,1,23,23.0,0,kenneth-walker-iii-1
Brandon Walters,2019-08-30,1,Army,,Rice,W,1,14,14.0,0,brandon-walters-1
Jaylond Adams,2019-08-31,1,Southern Mississippi,,Alcorn State,W,1,89,89.0,1,jaylond-adams-1
Darius Anderson,2019-08-31,1,Texas Christian,,Arkansas-Pine Bluff,W,1,22,22.0,0,darius-anderson-1
Deangleo Antoine,2019-08-31,1,Florida Atlantic,@,Ohio State,L,1,20,20.0,0,deangleo-antoine-1
Dee Baker,2019-08-31,1,Southern Mississippi,,Alcorn State,W,2,17,8.5,0,dee-baker-1
Brandius Batiste,2019-08-31,1,Louisiana-Monroe,,Grambling State,W,1,24,24.0,0,brandius-batiste-1
Lynn Bowden Jr.,2019-08-31,1,Kentucky,,Toledo,W,2,42,21.0,0,lynn-bowden-jr-1
Ja'Marcus Bradley,2019-08-31,1,Louisiana,N,Mississippi State,L,2,38,19.0,0,jamarcus-bradley-1
Monquavion Brinson,2019-08-31,1,Georgia Southern,@,Louisiana State,L,1,13,13.0,0,monquavion-brinson-1
Phillip Brooks,2019-08-31,1,Kansas State,,Nicholls State,W,2,43,21.5,0,phillip-brooks-1
Raymond Calais,2019-08-31,1,Louisiana,N,Mississippi State,L,1,19,19.0,0,raymond-calais-1
Stephen Carr,2019-08-31,1,Southern California,,Fresno State,W,1,7,7.0,0,stephen-carr-2
Michael Carter,2019-08-31,1,North Carolina,N,South Carolina,W,1,13,13.0,0,michael-carter-5
Ty Chandler,2019-08-31,1,Tennessee,,Georgia State,L,3,72,24.0,0,ty-chandler-1
Brian Cole II,2019-08-31,1,Mississippi State,N,Louisiana,W,1,18,18.0,0,brian-cole-ii-1
James Cook,2019-08-31,1,Georgia,@,Vanderbilt,W,2,41,20.5,0,james-cook-2
Isiah Cox,2019-08-31,1,Ohio,,Rhode Island,W,1,15,15.0,0,isiah-cox-1
Ashtyn Davis,2019-08-31,1,California,,California-Davis,W,2,44,22.0,0,ashtyn-davis-1
Daewood Davis,2019-08-31,1,Oregon,N,Auburn,L,1,33,33.0,0,daewood-davis-1
Jay Dineen,2019-08-31,1,Kansas,,Indiana State,W,1,8,8.0,0,jay-dineen-1
Meiko Dotson,2019-08-31,1,Florida Atlantic,@,Ohio State,L,1,10,10.0,0,meiko-dotson-1
Q' Drennan,2019-08-31,1,New Mexico,,Sam Houston State,W,2,53,26.5,0,q-drennan-1
Malik Dunner,2019-08-31,1,Ball State,N,Indiana,L,1,23,23.0,0,malik-dunner-1
Devin Duvernay,2019-08-31,1,Texas,,Louisiana Tech,W,1,36,36.0,0,devin-duvernay-1
Travis Dye,2019-08-31,1,Oregon,N,Auburn,L,1,24,24.0,0,travis-dye-1
Jerrion Ealy,2019-08-31,1,Mississippi,@,Memphis,L,1,25,25.0,0,jerrion-ealy-1
David Ellis,2019-08-31,1,Indiana,N,Ball State,W,4,104,26.0,0,david-ellis-2
Sheldon Evans,2019-08-31,1,Marshall,,Virginia Military Institute,W,2,50,25.0,0,sheldon-evans-1
Maurice Ffrench,2019-08-31,1,Pittsburgh,,Virginia,L,1,26,26.0,0,maurice-ffrench-1
Tre'Shown Fields,2019-08-31,1,Eastern Michigan,@,Coastal Carolina,W,1,2,2.0,0,treshown-fields-1
Josh Fleeks,2019-08-31,1,Baylor,,Stephen F. Austin,W,1,16,16.0,0,josh-fleeks-1
Jabir Frye,2019-08-31,1,Troy,,Campbell,W,1,29,29.0,0,jabir-frye-1
Jake Funk,2019-08-31,1,Maryland,,Howard,W,1,22,22.0,0,jake-funk-1
Kaylon Geiger,2019-08-31,1,Troy,,Campbell,W,1,12,12.0,0,kaylon-geiger-1
Cole Gest,2019-08-31,1,Indiana,N,Ball State,W,1,21,21.0,0,cole-gest-1
Antonio Gibson,2019-08-31,1,Memphis,,Mississippi,W,2,32,16.0,0,antonio-gibson-2
Derrion Grim,2019-08-31,1,Fresno State,@,Southern California,L,2,39,19.5,0,derrion-grim-1
Deion Hair-Griffin,2019-08-31,1,North Texas,,Abilene Christian,W,2,157,78.5,1,deion-hair-griffin-1
Smoke Harris,2019-08-31,1,Louisiana Tech,@,Texas,L,3,38,12.7,0,smoke-harris-1
Keyshawn Helton,2019-08-31,1,Florida State,,Boise State,L,1,17,17.0,0,keyshawn-helton-1
Ta'Zhawn Henry,2019-08-31,1,Texas Tech,,Montana State,W,1,19,19.0,0,tazhawn-henry-1
John Hightower,2019-08-31,1,Boise State,@,Florida State,W,1,20,20.0,0,john-hightower-1
Kyleb Howell,2019-08-31,1,North Texas,,Abilene Christian,W,2,32,16.0,0,kyleb-howell-1
Markice Hurt Jr.,2019-08-31,1,Ball State,N,Indiana,L,1,12,12.0,0,markice-hurt-jr-1
Noah Igbinoghene,2019-08-31,1,Auburn,N,Oregon,W,1,20,20.0,0,noah-igbinoghene-1
Giles Jackson,2019-08-31,1,Michigan,,Middle Tennessee State,W,3,76,25.3,0,giles-jackson-1
Tyree Jackson,2019-08-31,1,Nevada-Las Vegas,,Southern Utah,W,2,14,7.0,0,tyree-jackson-3
Sam James,2019-08-31,1,West Virginia,,James Madison,W,3,54,18.0,0,sam-james-1
D'Shawn Jamison,2019-08-31,1,Texas,,Louisiana Tech,W,1,17,17.0,0,dshawn-jamison-1
Willie Johnson,2019-08-31,1,Marshall,,Virginia Military Institute,W,2,37,18.5,0,willie-johnson-5
Velus Jones Jr.,2019-08-31,1,Southern California,,Fresno State,W,4,161,40.3,1,velus-jones-jr-1
Marcus Jones,2019-08-31,1,Northern Illinois,,Illinois State,W,2,42,21.0,0,marcus-jones-9
Ronnie Jones,2019-08-31,1,Toledo,@,Kentucky,L,1,37,37.0,0,ronnie-jones-2
Jamie King,2019-08-31,1,North Texas,,Abilene Christian,W,1,11,11.0,0,jamie-king-1
Jeremiah Knight,2019-08-31,1,Akron,@,Illinois,L,2,43,21.5,0,jeremiah-knight-1
D.L. Knock,2019-08-31,1,Ohio,,Rhode Island,W,1,15,15.0,0,dl-knock-1
Malik Knowles,2019-08-31,1,Kansas State,,Nicholls State,W,1,27,27.0,0,malik-knowles-1
Tyler Lavine,2019-08-31,1,Southern Methodist,@,Arkansas State,W,1,13,13.0,0,tyler-lavine-1
Riley Lees,2019-08-31,1,Northwestern,@,Stanford,L,1,28,28.0,0,riley-lees-1
Travis Levy,2019-08-31,1,Boston College,,Virginia Tech,W,3,55,18.3,0,travis-levy-1
Kenny Logan Jr.,2019-08-31,1,Kansas,,Indiana State,W,1,16,16.0,0,kenny-logan-jr-1
Shedro Louis,2019-08-31,1,Liberty,,Syracuse,L,3,48,16.0,0,shedro-louis-1
John Lovett,2019-08-31,1,Baylor,,Stephen F. Austin,W,1,19,19.0,0,john-lovett-1
Devin Maddox,2019-08-31,1,Toledo,@,Kentucky,L,1,22,22.0,0,devin-maddox-1
Brent Matiscik,2019-08-31,1,Texas Christian,,Arkansas-Pine Bluff,W,1,1,1.0,0,brent-matiscik-1
Demario McCall,2019-08-31,1,Ohio State,,Florida Atlantic,W,2,52,26.0,0,demario-mccall-1
Deshawn McClease,2019-08-31,1,Virginia Tech,@,Boston College,L,1,18,18.0,0,deshawn-mcclease-1
Markis McCray,2019-08-31,1,Louisiana-Monroe,,Grambling State,W,1,25,25.0,0,markis-mccray-1
Jack McCrory,2019-08-31,1,Ohio,,Rhode Island,W,1,8,8.0,0,jack-mccrory-1
Sean McGrew,2019-08-31,1,Washington,,Eastern Washington,W,2,39,19.5,0,sean-mcgrew-1
Donte Miller,2019-08-31,1,New Mexico,,Sam Houston State,W,1,26,26.0,0,donte-miller-1
Tra Minter,2019-08-31,1,South Alabama,@,Nebraska,L,5,74,14.8,0,tra-minter-1
Keith Mixon,2019-08-31,1,Western Michigan,,Monmouth,W,3,143,47.7,0,keith-mixon-1
Marcel Murray,2019-08-31,1,Arkansas State,,Southern Methodist,L,5,109,21.8,0,marcel-murray-1
Kene Nwangwu,2019-08-31,1,Iowa State,,Northern Iowa,W,1,23,23.0,0,kene-nwangwu-1
Chris Olave,2019-08-31,1,Ohio State,,Florida Atlantic,W,1,15,15.0,0,chris-olave-1
Griffin Palmer,2019-08-31,1,Illinois,,Akron,W,1,10,10.0,0,griffin-palmer-1
Joe Reed,2019-08-31,1,Virginia,@,Pittsburgh,W,2,48,24.0,0,joe-reed-4
Courtney Reese,2019-08-31,1,Nevada-Las Vegas,,Southern Utah,W,1,18,18.0,0,courtney-reese-1
Tayvion Robinson,2019-08-31,1,Virginia Tech,@,Boston College,L,2,45,22.5,0,tayvion-robinson-1
Wan'Dale Robinson,2019-08-31,1,Nebraska,,South Alabama,W,3,77,25.7,0,wandale-robinson-1
Christopher Rodriguez Jr.,2019-08-31,1,Kentucky,,Toledo,W,1,20,20.0,0,christopher-rodriguez-jr-1
Henry Ruggs III,2019-08-31,1,Alabama,N,Duke,W,1,22,22.0,0,henry-ruggs-iii-1
CJ Sanders,2019-08-31,1,Southern Methodist,@,Arkansas State,W,3,133,44.3,1,cj-sanders-2
Chris Smith,2019-08-31,1,Louisiana,N,Mississippi State,L,3,68,22.7,0,chris-smith-22
Nick Smith,2019-08-31,1,North Texas,,Abilene Christian,W,1,14,14.0,0,nick-smith-5
Shi Smith,2019-08-31,1,South Carolina,N,North Carolina,L,3,100,33.3,0,shi-smith-1
Ihmir Smith-Marsette,2019-08-31,1,Iowa,,Miami (OH),W,1,19,19.0,0,ihmir-smith-marsette-1
Tyler Snead,2019-08-31,1,East Carolina,@,North Carolina State,L,3,72,24.0,0,tyler-snead-1
Anthony Switzer,2019-08-31,1,Arkansas State,,Southern Methodist,L,1,12,12.0,0,anthony-switzer-1
Maurice Thomas,2019-08-31,1,Miami (OH),@,Iowa,L,2,36,18.0,0,maurice-thomas-2
Reginald Todd,2019-08-31,1,Troy,,Campbell,W,1,15,15.0,0,reginald-todd-1
DJ Turner,2019-08-31,1,Maryland,,Howard,W,1,22,22.0,0,dj-turner-1
Ky'Jon Tyler,2019-08-31,1,Coastal Carolina,,Eastern Michigan,L,1,16,16.0,0,kyjon-tyler-1
Jaylen Veasley,2019-08-31,1,Louisiana-Monroe,,Grambling State,W,1,11,11.0,0,jaylen-veasley-1
Jamauri Wakefield,2019-08-31,1,Vanderbilt,,Georgia,L,2,35,17.5,0,jamauri-wakefield-1
De'Vion Warren,2019-08-31,1,Arkansas,,Portland State,W,1,16,16.0,0,devion-warren-1
Blake Watson,2019-08-31,1,Old Dominion,,Norfolk State,W,3,56,18.7,0,blake-watson-3
Connor Wedington,2019-08-31,1,Stanford,,Northwestern,W,1,25,25.0,0,connor-wedington-1
Keric Wheatfall,2019-08-31,1,Fresno State,@,Southern California,L,1,35,35.0,0,keric-wheatfall-1
John Williams,2019-08-31,1,Memphis,,Mississippi,W,1,19,19.0,0,john-williams-16
Michael Wilson,2019-08-31,1,Stanford,,Northwestern,W,1,16,16.0,0,michael-wilson-3
Isaiah Wright,2019-08-31,1,Temple,,Bucknell,W,4,80,20.0,0,isaiah-wright-1
Isaiah Zuber,2019-08-31,1,Mississippi State,N,Louisiana,W,2,36,18.0,0,isaiah-zuber-1
Tre Brown,2019-09-01,1,Oklahoma,,Houston,W,2,37,18.5,0,tre-brown-2
Jeremy Singleton,2019-09-01,1,Houston,@,Oklahoma,L,3,34,11.3,0,jeremy-singleton-1
Bryson Smith,2019-09-01,1,Houston,@,Oklahoma,L,1,27,27.0,0,bryson-smith-1
Hassan Hall,2019-09-02,1,Louisville,,Notre Dame,L,3,59,19.7,0,hassan-hall-1
Kyren Williams,2019-09-02,1,Notre Dame,@,Louisville,W,1,16,16.0,0,kyren-williams-1
Tanner Cowley,2019-09-06,2,Virginia,,William & Mary,W,2,23,11.5,0,tanner-cowley-1
John Hightower,2019-09-06,2,Boise State,,Marshall,W,2,66,33.0,0,john-hightower-1
Willie Johnson,2019-09-06,2,Marshall,@,Boise State,L,1,24,24.0,0,willie-johnson-5
Tavares Kelly,2019-09-06,2,Virginia,,William & Mary,W,1,28,28.0,0,tavares-kelly-1
Armani Levias,2019-09-06,2,Marshall,@,Boise State,L,1,5,5.0,0,armani-levias-1
Joe Reed,2019-09-06,2,Virginia,,William & Mary,W,1,100,100.0,1,joe-reed-4
Austin Trammell,2019-09-06,2,Rice,,Wake Forest,L,2,44,22.0,0,austin-trammell-1
Jaylond Adams,2019-09-07,2,Southern Mississippi,@,Mississippi State,L,1,12,12.0,0,jaylond-adams-1
Otis Anderson,2019-09-07,2,Central Florida,@,Florida Atlantic,W,1,21,21.0,0,otis-anderson-1
Deangleo Antoine,2019-09-07,2,Florida Atlantic,,Central Florida,L,1,25,25.0,0,deangleo-antoine-1
Justice Augafa,2019-09-07,2,Hawaii,,Oregon State,W,1,22,22.0,0,justice-augafa-1
Terrion Avery,2019-09-07,2,South Alabama,,Jackson State,W,1,11,11.0,0,terrion-avery-1
Tre Avery,2019-09-07,2,Rutgers,@,Iowa,L,1,14,14.0,0,tre-avery-1
Isaiah Azubuike,2019-09-07,2,Arkansas State,@,Nevada-Las Vegas,W,1,18,18.0,0,isaiah-azubuike-1
Dee Baker,2019-09-07,2,Southern Mississippi,@,Mississippi State,L,1,26,26.0,0,dee-baker-1
Julian Barnett,2019-09-07,2,Michigan State,,Western Michigan,W,1,7,7.0,0,julian-barnett-1
Gary Brightwell,2019-09-07,2,Arizona,,Northern Arizona,W,3,39,13.0,0,gary-brightwell-1
Monquavion Brinson,2019-09-07,2,Georgia Southern,,Maine,W,2,44,22.0,0,monquavion-brinson-1
Phillip Brooks,2019-09-07,2,Kansas State,,Bowling Green State,W,1,44,44.0,0,phillip-brooks-1
Keith Brown Jr.,2019-09-07,2,Memphis,,Southern,W,2,22,11.0,0,keith-brown-jr-1
Dre Brown,2019-09-07,2,Illinois,@,Connecticut,W,5,163,32.6,0,dre-brown-1
Journey Brown,2019-09-07,2,Penn State,,Buffalo,W,2,19,9.5,0,journey-brown-1
LaTrell Bumphus,2019-09-07,2,Tennessee,,Brigham Young,L,1,2,2.0,0,latrell-bumphus-1
Mitchell Burton,2019-09-07,2,Miami (OH),,Tennessee Tech,W,2,32,16.0,0,mitchell-burton-1
Michael Carter II,2019-09-07,2,Duke,,North Carolina A&T,W,3,67,22.3,0,michael-carter-ii-1
Ty Chandler,2019-09-07,2,Tennessee,,Brigham Young,L,1,18,18.0,0,ty-chandler-1
Tyrie Cleveland,2019-09-07,2,Florida,,Tennessee-Martin,W,1,34,34.0,0,tyrie-cleveland-1
Britain Covey,2019-09-07,2,Utah,,Northern Illinois,W,2,37,18.5,0,britain-covey-1
Tayvian Cunningham,2019-09-07,2,Arizona,,Northern Arizona,W,1,23,23.0,0,tayvian-cunningham-1
Logan Darby,2019-09-07,2,Massachusetts,,Southern Illinois,L,1,0,0.0,0,logan-darby-1
Ashtyn Davis,2019-09-07,2,California,@,Washington,W,1,22,22.0,0,ashtyn-davis-1
Hugh Davis,2019-09-07,2,Boston College,,Richmond,W,1,0,0.0,0,hugh-davis-1
Walter Dawn,2019-09-07,2,Texas-El Paso,@,Texas Tech,L,2,40,20.0,0,walter-dawn-1
Bryson Denley,2019-09-07,2,Bowling Green State,@,Kansas State,L,4,64,16.0,0,bryson-denley-1
Malik Dunner,2019-09-07,2,Ball State,,Fordham,W,1,18,18.0,0,malik-dunner-1
Travis Dye,2019-09-07,2,Oregon,,Nevada,W,2,46,23.0,0,travis-dye-1
Jerrion Ealy,2019-09-07,2,Mississippi,,Arkansas,W,1,25,25.0,0,jerrion-ealy-1
Micaleous Elder,2019-09-07,2,UNC Charlotte,@,Appalachian State,L,3,55,18.3,0,micaleous-elder-1
DJ England-Chisolm,2019-09-07,2,Middle Tennessee State,,Tennessee State,W,1,18,18.0,0,dj-england-chisolm-1
Darrynton Evans,2019-09-07,2,Appalachian State,,UNC Charlotte,W,2,64,32.0,1,darrynton-evans-1
Ishod Finger,2019-09-07,2,UNC Charlotte,@,Appalachian State,L,1,17,17.0,0,ishod-finger-1
Rodrick Fisher,2019-09-07,2,Washington State,,Northern Colorado,W,1,19,19.0,0,rodrick-fisher-1
Josh Fleeks,2019-09-07,2,Baylor,,Texas-San Antonio,W,1,25,25.0,0,josh-fleeks-1
Champ Flemings,2019-09-07,2,Oregon State,@,Hawaii,L,2,61,30.5,0,champ-flemings-1
Ruben Garnett,2019-09-07,2,Middle Tennessee State,,Tennessee State,W,1,32,32.0,0,ruben-garnett-1
Devin Gentry,2019-09-07,2,Georgia State,,Furman,W,1,18,18.0,0,devin-gentry-1
Antonio Gibson,2019-09-07,2,Memphis,,Southern,W,1,18,18.0,0,antonio-gibson-2
Derrion Grim,2019-09-07,2,Fresno State,,Minnesota,L,2,29,14.5,0,derrion-grim-1
Aaron Hackett,2019-09-07,2,Syracuse,@,Maryland,L,1,12,12.0,0,aaron-hackett-1
Jonathan Haden,2019-09-07,2,Alabama-Birmingham,@,Akron,W,1,14,14.0,0,jonathan-haden-1
Deion Hair-Griffin,2019-09-07,2,North Texas,@,Southern Methodist,L,1,8,8.0,0,deion-hair-griffin-1
Justin Hall,2019-09-07,2,Ball State,,Fordham,W,1,23,23.0,0,justin-hall-3
Tyler Hall,2019-09-07,2,Wyoming,@,Texas State,W,2,72,36.0,0,tyler-hall-2
Isaiah Hamilton,2019-09-07,2,San Jose State,,Tulsa,L,1,20,20.0,0,isaiah-hamilton-2
Smoke Harris,2019-09-07,2,Louisiana Tech,,Grambling State,W,2,75,37.5,0,smoke-harris-1
Jsi Hatfield,2019-09-07,2,East Carolina,,Gardner-Webb,W,2,23,11.5,0,jsi-hatfield-1
Anthony Hawkins,2019-09-07,2,Colorado State,,Western Illinois,W,1,19,19.0,0,anthony-hawkins-1
Chase Hayden,2019-09-07,2,Arkansas,@,Mississippi,L,1,4,4.0,0,chase-hayden-1
Keyshawn Helton,2019-09-07,2,Florida State,,Louisiana-Monroe,W,5,135,27.0,0,keyshawn-helton-1
Daiyan Henley,2019-09-07,2,Nevada,@,Oregon,L,1,12,12.0,0,daiyan-henley-1
Ta'Zhawn Henry,2019-09-07,2,Texas Tech,,Texas-El Paso,W,1,28,28.0,0,tazhawn-henry-1
Brian Herrien,2019-09-07,2,Georgia,,Murray State,W,2,37,18.5,0,brian-herrien-1
Kyle Horn,2019-09-07,2,Massachusetts,,Southern Illinois,L,1,10,10.0,0,kyle-horn-1
Jamahl Horne,2019-09-07,2,Kansas,,Coastal Carolina,L,1,25,25.0,0,jamahl-horne-1
Terrence Horne,2019-09-07,2,South Florida,@,Georgia Tech,L,1,21,21.0,0,terrence-horne-1
Giles Jackson,2019-09-07,2,Michigan,,Army,W,3,70,23.3,0,giles-jackson-1
Javon Jackson,2019-09-07,2,Duke,,North Carolina A&T,W,1,6,6.0,0,javon-jackson-2
Davion Johnson,2019-09-07,2,Miami (OH),,Tennessee Tech,W,1,23,23.0,0,davion-johnson-2
Evan Johnson,2019-09-07,2,North Texas,@,Southern Methodist,L,4,43,10.8,0,evan-johnson-1
Velus Jones Jr.,2019-09-07,2,Southern California,,Stanford,W,4,79,19.8,0,velus-jones-jr-1
Shannon Junior,2019-09-07,2,Massachusetts,,Southern Illinois,L,2,8,4.0,0,shannon-junior-1
Jeremiah Knight,2019-09-07,2,Akron,,Alabama-Birmingham,L,2,14,7.0,0,jeremiah-knight-1
Javon Leake,2019-09-07,2,Maryland,,Syracuse,W,1,20,20.0,0,javon-leake-1
Travis Levy,2019-09-07,2,Boston College,,Richmond,W,1,28,28.0,0,travis-levy-1
Kobe Lewis,2019-09-07,2,Central Michigan,@,Wisconsin,L,2,40,20.0,0,kobe-lewis-1
Ahrod Lloyd,2019-09-07,2,Indiana,,Eastern Illinois,W,1,14,14.0,0,ahrod-lloyd-1
Shedro Louis,2019-09-07,2,Liberty,@,Louisiana,L,2,16,8.0,0,shedro-louis-1
John Lovett,2019-09-07,2,Baylor,,Texas-San Antonio,W,1,26,26.0,0,john-lovett-1
Jesse Luketa,2019-09-07,2,Penn State,,Buffalo,W,1,10,10.0,0,jesse-luketa-1
Matt Lynch,2019-09-07,2,UCLA,,San Diego State,L,1,9,9.0,0,matt-lynch-1
Taysir Mack,2019-09-07,2,Pittsburgh,,Ohio,W,1,20,20.0,0,taysir-mack-1
Joey Magnifico,2019-09-07,2,Memphis,,Southern,W,1,10,10.0,0,joey-magnifico-1
Kyle Markway,2019-09-07,2,South Carolina,,Charleston Southern,W,2,11,5.5,0,kyle-markway-1
Isaac Martin,2019-09-07,2,Louisville,,Eastern Kentucky,W,1,0,0.0,0,isaac-martin-1
Napoleon Maxwell,2019-09-07,2,Florida International,,Western Kentucky,L,1,12,12.0,0,napoleon-maxwell-1
Aaron McAllister,2019-09-07,2,UNC Charlotte,@,Appalachian State,L,1,17,17.0,0,aaron-mcallister-1
Demario McCall,2019-09-07,2,Ohio State,,Cincinnati,W,1,25,25.0,0,demario-mccall-1
Cornelius McCoy,2019-09-07,2,Georgia State,,Furman,W,1,14,14.0,0,cornelius-mccoy-1
Markis McCray,2019-09-07,2,Louisiana-Monroe,@,Florida State,L,2,30,15.0,0,markis-mccray-1
Sean McGrew,2019-09-07,2,Washington,,California,L,1,42,42.0,0,sean-mcgrew-1
Adam Mehelic,2019-09-07,2,Miami (OH),,Tennessee Tech,W,1,18,18.0,0,adam-mehelic-1
Ben Miles,2019-09-07,2,Kansas,,Coastal Carolina,L,1,12,12.0,0,ben-miles-1
