Player,Date,G,School,Loc,Opponent,WL,Rec,Rec Yards,Rec Avg,Rec TD,unique_id
Da'Ron Brown,2011-10-15,7,Northern Illinois,,Western Michigan,W,1,24,24.0,0,daron-brown-1
Dominique Brown,2011-10-15,6,Louisville,@,Cincinnati,L,1,0,0.0,0,dominique-brown-1
Jaron Brown,2011-10-15,7,Clemson,@,Maryland,W,4,35,8.8,1,jaron-brown-1
Joe Brown,2011-10-15,6,Colorado State,,Boise State,L,1,27,27.0,1,joe-brown-1
Justin Brown,2011-10-15,7,Penn State,,Purdue,W,4,86,21.5,0,justin-brown-1
Marlon Brown,2011-10-15,7,Georgia,@,Vanderbilt,W,4,121,30.3,2,marlon-brown-1
Ryan Broyles,2011-10-15,6,Oklahoma,@,Kansas,W,13,217,16.7,2,ryan-broyles-1
Spencer Bruce,2011-10-15,6,Wyoming,,Nevada-Las Vegas,W,1,15,15.0,1,spencer-bruce-1
Kendrick Bruton,2011-10-15,6,Miami (OH),@,Kent State,W,1,21,21.0,0,kendrick-bruton-1
Martavis Bryant,2011-10-15,7,Clemson,@,Maryland,W,1,16,16.0,0,martavis-bryant-1
Chad Bumphis,2011-10-15,7,Mississippi State,,South Carolina,L,2,26,13.0,0,chad-bumphis-1
Kris Burd,2011-10-15,6,Virginia,,Georgia Tech,W,1,30,30.0,0,kris-burd-1
Aaron Burks,2011-10-15,6,Boise State,@,Colorado State,W,1,8,8.0,0,aaron-burks-1
Bryan Burnham,2011-10-15,6,Tulsa,,Alabama-Birmingham,W,5,35,7.0,0,bryan-burnham-1
Mitch Burroughs,2011-10-15,6,Boise State,@,Colorado State,W,5,64,12.8,0,mitch-burroughs-1
Isaiah Burse,2011-10-15,7,Fresno State,,Utah State,W,4,45,11.3,1,isaiah-burse-1
Trey Burton,2011-10-15,7,Florida,@,Auburn,L,4,23,5.8,0,trey-burton-1
Bakari Bussey,2011-10-15,7,Ohio,,Ball State,L,2,12,6.0,0,bakari-bussey-1
Chris Bynes,2011-10-15,7,North Texas,@,Louisiana,L,1,11,11.0,0,chris-bynes-1
Curtis Byrd,2011-10-15,7,North Carolina,,Miami (FL),L,1,6,6.0,0,curtis-byrd-1
Jesse Callier,2011-10-15,6,Washington,,Colorado,W,1,9,9.0,0,jesse-callier-1
Michael Campanaro,2011-10-15,6,Wake Forest,,Virginia Tech,L,5,37,7.4,0,michael-campanaro-1
Keenan Canty,2011-10-15,7,Colorado,@,Washington,L,5,45,9.0,0,keenan-canty-1
Larry Caper,2011-10-15,6,Michigan State,,Michigan,W,1,3,3.0,0,larry-caper-1
Quindarius Carr,2011-10-15,7,Auburn,,Florida,W,1,42,42.0,0,quindarius-carr-1
Paul Carrezola,2011-10-15,6,Rutgers,,Navy,W,2,16,8.0,0,paul-carrezola-1
Drew Carswell,2011-10-15,7,Pittsburgh,,Utah,L,1,15,15.0,0,drew-carswell-1
Willie Carter,2011-10-15,6,Tulsa,,Alabama-Birmingham,W,8,85,10.6,1,willie-carter-1
Kyle Cefalo,2011-10-15,7,Colorado,@,Washington,L,2,18,9.0,1,kyle-cefalo-1
Brelan Chancellor,2011-10-15,7,North Texas,@,Louisiana,L,3,29,9.7,0,brelan-chancellor-1
Orson Charles,2011-10-15,7,Georgia,@,Vanderbilt,W,5,33,6.6,0,orson-charles-1
Jamonne Chester,2011-10-15,7,Indiana,@,Wisconsin,L,2,18,9.0,0,jamonne-chester-1
Josh Chichester,2011-10-15,6,Louisville,@,Cincinnati,L,3,27,9.0,0,josh-chichester-1
Alex Chisum,2011-10-15,6,Cincinnati,,Louisville,W,4,40,10.0,0,alex-chisum-1
Arceto Clark,2011-10-15,7,Mississippi State,,South Carolina,L,4,54,13.5,0,arceto-clark-1
Willie Clark,2011-10-15,7,Northern Illinois,,Western Michigan,W,1,6,6.0,0,willie-clark-1
Toney Clemons,2011-10-15,7,Colorado,@,Washington,L,2,18,9.0,0,toney-clemons-1
Danny Coale,2011-10-15,7,Virginia Tech,@,Wake Forest,W,4,30,7.5,0,danny-coale-1
Thomas Coffman,2011-10-15,6,Colorado State,,Boise State,L,1,46,46.0,0,thomas-coffman-1
Marcus Coker,2011-10-15,6,Iowa,,Northwestern,W,1,15,15.0,0,marcus-coker-1
D.J. Coles,2011-10-15,7,Virginia Tech,@,Wake Forest,W,1,13,13.0,0,dj-coles-1
Kain Colter,2011-10-15,6,Northwestern,@,Iowa,L,6,71,11.8,0,kain-colter-1
Brandin Cooks,2011-10-15,6,Oregon State,,Brigham Young,L,3,90,30.0,1,brandin-cooks-1
Eugene Cooper,2011-10-15,7,Bowling Green State,,Toledo,L,7,50,7.1,0,eugene-cooper-1
Josh Cooper,2011-10-15,6,Oklahoma State,@,Texas,W,6,57,9.5,0,josh-cooper-2
Sam Cooper,2011-10-15,7,Clemson,@,Maryland,W,1,18,18.0,0,sam-cooper-1
Tim Cornett,2011-10-15,6,Nevada-Las Vegas,@,Wyoming,L,1,19,19.0,0,tim-cornett-1
Aaron Crawford,2011-10-15,6,Texas Tech,,Kansas State,L,4,33,8.3,0,aaron-crawford-1
Jamison Crowder,2011-10-15,6,Duke,,Florida State,L,1,-1,-1.0,0,jamison-crowder-1
Andy Cruse,2011-10-15,6,Miami (OH),@,Kent State,W,2,20,10.0,0,andy-cruse-1
B.J. Cunningham,2011-10-15,6,Michigan State,,Michigan,W,4,39,9.8,0,bj-cunningham-1
Justice Cunningham,2011-10-15,7,South Carolina,@,Mississippi State,W,2,10,5.0,0,justice-cunningham-1
Akeem Daniels,2011-10-15,7,Northern Illinois,,Western Michigan,W,2,49,24.5,0,akeem-daniels-1
Darius Darks,2011-10-15,6,Iowa State,@,Missouri,L,2,45,22.5,0,darius-darks-1
Orleans Darkwa,2011-10-15,7,Tulane,,Texas-El Paso,L,4,32,8.0,0,orleans-darkwa-1
Davis,2011-10-15,6,Louisville,@,Cincinnati,L,1,5,5.0,0,davis-6
Jay Davis,2011-10-15,6,Alabama-Birmingham,@,Tulsa,L,2,-1,-0.5,0,jay-davis-2
Jon Davis,2011-10-15,7,Illinois,,Ohio State,L,3,37,12.3,0,jon-davis-3
Keenan Davis,2011-10-15,6,Iowa,,Northwestern,W,5,109,21.8,1,keenan-davis-1
Marcus Davis,2011-10-15,7,Virginia Tech,@,Wake Forest,W,2,39,19.5,1,marcus-davis-1
Mike Davis,2011-10-15,6,Texas,,Oklahoma State,L,10,80,8.0,0,mike-davis-2
Terence Davis,2011-10-15,6,Wake Forest,,Virginia Tech,L,2,23,11.5,0,terence-davis-1
Titus Davis,2011-10-15,7,Central Michigan,,Eastern Michigan,L,7,79,11.3,1,titus-davis-1
Andre Debose,2011-10-15,7,Florida,@,Auburn,L,1,14,14.0,0,andre-debose-1
Ivan Delgado,2011-10-15,7,North Texas,@,Louisiana,L,3,30,10.0,0,ivan-delgado-1
Danny Dembry,2011-10-15,6,Wake Forest,,Virginia Tech,L,3,41,13.7,0,danny-dembry-1
Greg Dent,2011-10-15,6,Florida State,@,Duke,W,2,48,24.0,0,greg-dent-1
J.J. Di Luigi,2011-10-15,7,Brigham Young,@,Oregon State,W,1,3,3.0,0,jj-di-luigi-1
Aaron Dobson,2011-10-15,7,Marshall,,Rice,W,1,4,4.0,0,aaron-dobson-1
Michael Dobson,2011-10-15,6,East Carolina,@,Memphis,W,4,61,15.3,0,michael-dobson-1
Josh Doctson,2011-10-15,6,Wyoming,,Nevada-Las Vegas,W,3,11,3.7,0,josh-doctson-1
Kenzel Doe,2011-10-15,6,Wisconsin,,Indiana,W,1,1,1.0,0,kenzel-doe-1
Centarius Donald,2011-10-15,6,Louisiana-Monroe,@,Troy,W,1,9,9.0,0,centarius-donald-1
Phillip Dorsett,2011-10-15,6,Miami (FL),@,North Carolina,W,1,8,8.0,0,phillip-dorsett-1
Kevin Dorsey,2011-10-15,6,Maryland,,Clemson,L,1,9,9.0,0,kevin-dorsey-1
Nexon Dorvilus,2011-10-15,6,Florida Atlantic,,Western Kentucky,L,1,16,16.0,0,nexon-dorvilus-1
Cornelius Douglas,2011-10-15,6,Texas Tech,,Kansas State,L,5,99,19.8,1,cornelius-douglas-1
Ja'Terian Douglas,2011-10-15,6,Tulsa,,Alabama-Birmingham,W,2,8,4.0,0,jaterian-douglas-1
Jack Doyle,2011-10-15,6,Western Kentucky,@,Florida Atlantic,W,4,36,9.0,0,jack-doyle-1
Chris Drager,2011-10-15,7,Virginia Tech,@,Wake Forest,W,2,37,18.5,0,chris-drager-1
Jeff Duckworth,2011-10-15,6,Wisconsin,,Indiana,W,3,31,10.3,0,jeff-duckworth-1
William Dukes,2011-10-15,6,Florida Atlantic,,Western Kentucky,L,2,13,6.5,0,william-dukes-1
Lance Dunbar,2011-10-15,7,North Texas,@,Louisiana,L,1,6,6.0,0,lance-dunbar-1
Riley Dunlop,2011-10-15,7,Ohio,,Ball State,L,4,59,14.8,0,riley-dunlop-1
Reggie Dunn,2011-10-15,6,Utah,@,Pittsburgh,W,1,26,26.0,0,reggie-dunn-1
Drake Dunsmore,2011-10-15,6,Northwestern,@,Iowa,L,3,29,9.7,1,drake-dunsmore-1
Chrishawn Dupuy,2011-10-15,6,Miami (OH),@,Kent State,W,2,5,2.5,0,chrishawn-dupuy-1
Henry Eaddy,2011-10-15,6,Washington State,,Stanford,L,1,3,3.0,0,henry-eaddy-1
Andrew East,2011-10-15,6,Vanderbilt,,Georgia,L,1,35,35.0,0,andrew-east-1
Jeremy Ebert,2011-10-15,6,Northwestern,@,Iowa,L,13,107,8.2,1,jeremy-ebert-1
Eric Ebron,2011-10-15,7,North Carolina,,Miami (FL),L,1,7,7.0,0,eric-ebron-1
Antavian Edison,2011-10-15,6,Purdue,@,Penn State,L,3,46,15.3,0,antavian-edison-1
Jyruss Edwards,2011-10-15,6,Louisiana-Monroe,@,Troy,W,3,9,3.0,0,jyruss-edwards-1
Mike Edwards,2011-10-15,6,Texas-El Paso,@,Tulane,W,3,28,9.3,0,mike-edwards-4
Kyle Efaw,2011-10-15,6,Boise State,@,Colorado State,W,4,43,10.8,0,kyle-efaw-1
Michael Egnew,2011-10-15,6,Missouri,,Iowa State,W,6,105,17.5,1,michael-egnew-1
Bruce Ellington,2011-10-15,7,South Carolina,@,Mississippi State,W,4,32,8.0,0,bruce-ellington-1
Gavin Ellis,2011-10-15,6,Troy,,Louisiana-Monroe,L,1,2,2.0,0,gavin-ellis-1
Tim Erjavec,2011-10-15,7,Kent State,,Miami (OH),L,1,9,9.0,0,tim-erjavec-1
Zach Ertz,2011-10-15,6,Stanford,@,Washington State,W,5,52,10.4,0,zach-ertz-1
Demetrius Evans,2011-10-15,7,Marshall,,Rice,W,4,22,5.5,0,demetrius-evans-1
Rashad Evans,2011-10-15,7,Fresno State,,Utah State,W,3,33,11.0,0,rashad-evans-1
Bradie Ewing,2011-10-15,6,Wisconsin,,Indiana,W,1,11,11.0,0,bradie-ewing-1
J.D. Falslev,2011-10-15,7,Brigham Young,@,Oregon State,W,3,18,6.0,1,jd-falslev-1
Brandon Felder,2011-10-15,7,Penn State,,Purdue,W,2,40,20.0,0,brandon-felder-1
Adam Fenton,2011-10-15,7,Central Michigan,,Eastern Michigan,L,1,5,5.0,0,adam-fenton-1
Brian Fields,2011-10-15,7,Western Michigan,@,Northern Illinois,L,2,6,3.0,0,brian-fields-1
Demetrius Fields,2011-10-15,6,Northwestern,@,Iowa,L,3,40,13.3,0,demetrius-fields-1
Aaron Fisher,2011-10-15,6,Texas Tech,,Kansas State,L,1,17,17.0,0,aaron-fisher-1
Coby Fleener,2011-10-15,6,Stanford,@,Washington State,W,4,128,32.0,1,coby-fleener-1
Dontravius Floyd,2011-10-15,6,Central Florida,@,Southern Methodist,L,5,41,8.2,0,dontravius-floyd-1
Cameron Ford,2011-10-15,6,Wake Forest,,Virginia Tech,L,1,4,4.0,1,cameron-ford-1
Reuben Frank,2011-10-15,7,Connecticut,,South Florida,W,1,0,0.0,0,reuben-frank-1
Austin Franklin,2011-10-15,6,New Mexico State,,Idaho,W,2,60,30.0,0,austin-franklin-1
Paul Freedman,2011-10-15,6,Virginia,,Georgia Tech,W,1,3,3.0,0,paul-freedman-1
Devonta Freeman,2011-10-15,6,Florida State,@,Duke,W,1,10,10.0,0,devonta-freeman-1
Kaneakua Friel,2011-10-15,7,Brigham Young,@,Oregon State,W,1,8,8.0,1,kaneakua-friel-1
Jeff Fuller,2011-10-15,6,Texas A&M,,Baylor,W,5,71,14.2,0,jeff-fuller-1
Matt Furstenberg,2011-10-15,6,Maryland,,Clemson,L,5,104,20.8,2,matt-furstenberg-1
Jeremy Gallon,2011-10-15,7,Michigan,@,Michigan State,L,3,43,14.3,0,jeremy-gallon-1
Rickey Galvin,2011-10-15,6,Washington State,,Stanford,L,1,10,10.0,0,rickey-galvin-1
Terrance Ganaway,2011-10-15,6,Baylor,@,Texas A&M,L,1,11,11.0,0,terrance-ganaway-1
Andre Gautreaux,2011-10-15,6,Rice,@,Marshall,L,1,4,4.0,0,andre-gautreaux-1
Brandon Gibson,2011-10-15,7,Alabama,@,Mississippi,W,1,10,10.0,1,brandon-gibson-2
Torieal Gibson,2011-10-15,7,Ball State,@,Ohio,W,2,25,12.5,0,torieal-gibson-1
Chris Gilbert,2011-10-15,7,Kent State,,Miami (OH),L,6,56,9.3,0,chris-gilbert-2
Crockett Gillmore,2011-10-15,6,Colorado State,,Boise State,L,3,34,11.3,0,crockett-gillmore-1
Billy Giovanetti,2011-10-15,6,Central Florida,@,Southern Methodist,L,1,12,12.0,0,billy-giovanetti-1
Chris Givens,2011-10-15,6,Wake Forest,,Virginia Tech,L,7,140,20.0,1,chris-givens-2
Chris Givens,2011-10-15,6,Miami (OH),@,Kent State,W,3,47,15.7,1,chris-givens-1
Anthony Gonzalez,2011-10-15,7,Pittsburgh,,Utah,L,1,0,0.0,0,anthony-gonzalez-2
Ross Goodlett,2011-10-15,7,Louisiana,,North Texas,W,2,17,8.5,0,ross-goodlett-1
Marquise Goodwin,2011-10-15,6,Texas,,Oklahoma State,L,3,23,7.7,0,marquise-goodwin-1
Hubie Graham,2011-10-15,7,Pittsburgh,,Utah,L,2,9,4.5,0,hubie-graham-1
Ray Graham,2011-10-15,7,Pittsburgh,,Utah,L,3,10,3.3,0,ray-graham-1
Waynelle Gravesande,2011-10-15,6,Purdue,@,Penn State,L,2,26,13.0,0,waynelle-gravesande-1
Cyrus Gray,2011-10-15,6,Texas A&M,,Baylor,W,2,17,8.5,0,cyrus-gray-1
Logan Gray,2011-10-15,7,Colorado,@,Washington,L,3,47,15.7,0,logan-gray-1
Christian Green,2011-10-15,6,Florida State,@,Duke,W,1,59,59.0,0,christian-green-1
Ladarius Green,2011-10-15,7,Louisiana,,North Texas,W,2,31,15.5,2,ladarius-green-1
Treyvon Green,2011-10-15,6,Northwestern,@,Iowa,L,2,1,0.5,0,treyvon-green-1
Gee Gee Greene,2011-10-15,6,Navy,@,Rutgers,L,1,27,27.0,0,gee-gee-greene-1
Ryan Griffin,2011-10-15,7,Connecticut,,South Florida,W,3,38,12.7,0,ryan-griffin-1
Sterling Griffin,2011-10-15,6,South Florida,@,Connecticut,L,5,63,12.6,0,sterling-griffin-1
A.J. Guyton,2011-10-15,6,Central Florida,@,Southern Methodist,L,2,53,26.5,0,aj-guyton-1
Joe Halahuni,2011-10-15,6,Oregon State,,Brigham Young,L,3,21,7.0,0,joe-halahuni-1
Nick Hale,2011-10-15,6,Nevada,,New Mexico,W,1,7,7.0,0,nick-hale-1
James Hamilton,2011-10-15,7,North Texas,@,Louisiana,L,1,1,1.0,0,james-hamilton-1
Je'Ron Hamm,2011-10-15,6,Louisiana-Monroe,@,Troy,W,2,32,16.0,0,jeron-hamm-1
Kurt Hammerschmidt,2011-10-15,6,Iowa State,@,Missouri,L,2,24,12.0,0,kurt-hammerschmidt-1
Frankie Hammond Jr.,2011-10-15,7,Florida,@,Auburn,L,4,40,10.0,0,frankie-hammond-jr-1
Jamie Hampton,2011-10-15,6,Troy,,Louisiana-Monroe,L,1,11,11.0,0,jamie-hampton-1
Darius Hanks,2011-10-15,7,Alabama,@,Mississippi,W,4,63,15.8,0,darius-hanks-1
James Hanna,2011-10-15,6,Oklahoma,@,Kansas,W,2,15,7.5,0,james-hanna-1
Donte Harden,2011-10-15,7,Ohio,,Ball State,L,3,24,8.0,1,donte-harden-1
Justin Hardy,2011-10-15,6,East Carolina,@,Memphis,W,5,85,17.0,1,justin-hardy-1
Chris Harper,2011-10-15,6,Kansas State,@,Texas Tech,W,2,25,12.5,1,chris-harper-2
Colby Harper,2011-10-15,6,Louisiana-Monroe,@,Troy,W,1,13,13.0,1,colby-harper-1
Josh Harper,2011-10-15,7,Fresno State,,Utah State,W,5,61,12.2,0,josh-harper-1
Austin Harrington,2011-10-15,6,Nevada-Las Vegas,@,Wyoming,L,1,3,3.0,0,austin-harrington-1
Alonzo Harris,2011-10-15,7,Louisiana,,North Texas,W,1,12,12.0,0,alonzo-harris-2
Derrick Harris,2011-10-15,6,East Carolina,@,Memphis,W,3,25,8.3,1,derrick-harris-2
Jerry Harris,2011-10-15,7,Central Michigan,,Eastern Michigan,L,3,28,9.3,1,jerry-harris-1
Michaelee Harris,2011-10-15,6,Louisville,@,Cincinnati,L,4,39,9.8,0,michaelee-harris-1
Spencer Harris,2011-10-15,7,Illinois,,Ohio State,L,1,5,5.0,0,spencer-harris-1
Mark Harrison,2011-10-15,6,Rutgers,,Navy,W,2,44,22.0,0,mark-harrison-1
Brynn Harvey,2011-10-15,6,Central Florida,@,Southern Methodist,L,4,29,7.3,0,brynn-harvey-1
Nick Harwell,2011-10-15,6,Miami (OH),@,Kent State,W,3,1,0.3,0,nick-harwell-1
Jon Hays,2011-10-15,6,Utah,@,Pittsburgh,W,1,4,4.0,0,jon-hays-1
Cooper Helfet,2011-10-15,6,Duke,,Florida State,L,6,50,8.3,1,cooper-helfet-1
Junior Hemingway,2011-10-15,7,Michigan,@,Michigan State,L,3,43,14.3,0,junior-hemingway-1
Robert Herron,2011-10-15,6,Wyoming,,Nevada-Las Vegas,W,2,20,10.0,0,robert-herron-1
Erik Highsmith,2011-10-15,7,North Carolina,,Miami (FL),L,5,74,14.8,0,erik-highsmith-1
Kenny Hilliard,2011-10-15,7,Louisiana State,@,Tennessee,W,1,1,1.0,0,kenny-hilliard-1
Adrian Hodges,2011-10-15,7,Bowling Green State,,Toledo,L,2,27,13.5,0,adrian-hodges-1
Cody Hoffman,2011-10-15,7,Brigham Young,@,Oregon State,W,9,162,18.0,1,cody-hoffman-1
Justin Hoffman,2011-10-15,6,Oregon,,Arizona State,W,3,33,11.0,0,justin-hoffman-1
Blair Holliday,2011-10-15,6,Duke,,Florida State,L,1,9,9.0,0,blair-holliday-1
Jay Hollingsworth,2011-10-15,6,Duke,,Florida State,L,3,18,6.0,0,jay-hollingsworth-1
Austin Holt,2011-10-15,7,Brigham Young,@,Oregon State,W,1,17,17.0,0,austin-holt-1
Deandre Hopkins,2011-10-15,7,Clemson,@,Maryland,W,4,22,5.5,1,deandre-hopkins-1
Aaron Horne,2011-10-15,6,Iowa State,@,Missouri,L,3,20,6.7,0,aaron-horne-2
Garrett Hoskins,2011-10-15,7,Eastern Michigan,@,Central Michigan,W,4,43,10.8,0,garrett-hoskins-1
Gator Hoskins,2011-10-15,7,Marshall,,Rice,W,1,3,3.0,0,gator-hoskins-1
John Howell,2011-10-15,6,Navy,@,Rutgers,L,1,40,40.0,0,john-howell-3
John Hubert,2011-10-15,6,Kansas State,@,Texas Tech,W,3,26,8.7,0,john-hubert-1
Josh Huff,2011-10-15,6,Oregon,,Arizona State,W,2,72,36.0,0,josh-huff-1
Kofi Hughes,2011-10-15,7,Indiana,@,Wisconsin,L,1,13,13.0,0,kofi-hughes-1
Mario Hull,2011-10-15,6,Rice,@,Marshall,L,2,44,22.0,0,mario-hull-1
Adam Humphries,2011-10-15,7,Clemson,@,Maryland,W,2,20,10.0,0,adam-humphries-1
Torrance Hunt,2011-10-15,6,East Carolina,@,Memphis,W,1,2,2.0,0,torrance-hunt-1
Trey Hunter,2011-10-15,7,Eastern Michigan,@,Central Michigan,W,2,33,16.5,0,trey-hunter-1
Matthew Hurdle,2011-10-15,7,Kent State,,Miami (OH),L,1,13,13.0,0,matthew-hurdle-1
Allen Hurns,2011-10-15,6,Miami (FL),@,North Carolina,W,2,47,23.5,0,allen-hurns-1
Nelson Hurst,2011-10-15,7,North Carolina,,Miami (FL),L,1,3,3.0,0,nelson-hurst-2
Dontavius Jackson,2011-10-15,6,Alabama-Birmingham,@,Tulsa,L,1,5,5.0,0,dontavius-jackson-2
Marquis Jackson,2011-10-15,6,Kansas,,Oklahoma,L,1,14,14.0,0,marquis-jackson-1
Tyler Jackson,2011-10-15,6,Boise State,@,Colorado State,W,1,10,10.0,0,tyler-jackson-1
Chuck Jacobs,2011-10-15,6,Utah State,@,Fresno State,L,2,7,3.5,0,chuck-jacobs-1
Adam James,2011-10-15,6,Texas Tech,,Kansas State,L,3,34,11.3,0,adam-james-1
Jordan James,2011-10-15,6,Tulsa,,Alabama-Birmingham,W,3,87,29.0,0,jordan-james-1
Mike James,2011-10-15,6,Miami (FL),@,North Carolina,W,1,4,4.0,1,mike-james-1
Jawan Jamison,2011-10-15,6,Rutgers,,Navy,W,2,15,7.5,0,jawan-jamison-1
D.C. Jefferson,2011-10-15,6,Rutgers,,Navy,W,1,5,5.0,0,dc-jefferson-1
Stefphon Jefferson,2011-10-15,6,Nevada,,New Mexico,W,1,7,7.0,0,stefphon-jefferson-1
Alshon Jeffery,2011-10-15,7,South Carolina,@,Mississippi State,W,5,24,4.8,1,alshon-jeffery-1
A.J. Jenkins,2011-10-15,7,Illinois,,Ohio State,L,8,80,10.0,0,aj-jenkins-1
Jordan Jenkins,2011-10-15,6,Oregon State,,Brigham Young,L,3,14,4.7,0,jordan-jenkins-1
A.J. Johnson,2011-10-15,7,Fresno State,,Utah State,W,1,7,7.0,0,aj-johnson-2
Armauni Johnson,2011-10-15,7,Idaho,@,New Mexico State,L,3,16,5.3,0,armauni-johnson-1
Breece Johnson,2011-10-15,7,North Texas,@,Louisiana,L,2,13,6.5,0,breece-johnson-1
Corey Johnson,2011-10-15,6,Troy,,Louisiana-Monroe,L,2,6,3.0,0,corey-johnson-3
Curtis Johnson,2011-10-15,7,Memphis,,East Carolina,L,3,81,27.0,0,curtis-johnson-1
Darius Johnson,2011-10-15,6,Southern Methodist,,Central Florida,W,4,73,18.3,0,darius-johnson-2
James Johnson,2011-10-15,6,Washington,,Colorado,W,5,61,12.2,0,james-johnson-7
Malcolm Johnson,2011-10-15,7,Mississippi State,,South Carolina,L,2,51,25.5,0,malcolm-johnson-2
Michael Johnson,2011-10-15,6,Nevada-Las Vegas,@,Wyoming,L,2,23,11.5,0,michael-johnson-8
Christian Jones,2011-10-15,6,Northwestern,@,Iowa,L,2,16,8.0,0,christian-jones-2
Dwight Jones,2011-10-15,7,North Carolina,,Miami (FL),L,9,82,9.1,1,dwight-jones-1
Joe Jones,2011-10-15,7,Temple,,Buffalo,W,3,15,5.0,0,joe-jones-1
Nick Jones,2011-10-15,7,South Carolina,@,Mississippi State,W,4,45,11.3,0,nick-jones-2
Perry Jones,2011-10-15,6,Virginia,,Georgia Tech,W,3,37,12.3,0,perry-jones-1
Ronald Jones,2011-10-15,7,Pittsburgh,,Utah,L,2,16,8.0,0,ronald-jones-3
Tony Jones,2011-10-15,7,Colorado,@,Washington,L,7,49,7.0,0,tony-jones-7
Kamar Jorden,2011-10-15,7,Bowling Green State,,Toledo,L,7,106,15.1,1,kamar-jorden-1
Henry Josey,2011-10-15,6,Missouri,,Iowa State,W,1,6,6.0,0,henry-josey-1
Jared Karstetter,2011-10-15,6,Washington State,,Stanford,L,3,26,8.7,0,jared-karstetter-1
Jermaine Kearse,2011-10-15,6,Washington,,Colorado,W,5,84,16.8,1,jermaine-kearse-1
Travis Kelce,2011-10-15,6,Cincinnati,,Louisville,W,2,10,5.0,0,travis-kelce-1
Robert Kelley,2011-10-15,7,Tulane,,Texas-El Paso,L,1,6,6.0,0,robert-kelley-1
Jermaine Kelson,2011-10-15,7,Marshall,,Rice,W,3,18,6.0,0,jermaine-kelson-1
Joe Kemp,2011-10-15,7,Tulane,,Texas-El Paso,L,1,6,6.0,0,joe-kemp-1
Wes Kemp,2011-10-15,6,Missouri,,Iowa State,W,2,12,6.0,1,wes-kemp-1
Marcus Kennard,2011-10-15,6,Texas Tech,,Kansas State,L,3,25,8.3,0,marcus-kennard-1
Malcome Kennedy,2011-10-15,6,Texas A&M,,Baylor,W,1,19,19.0,0,malcome-kennedy-1
Tavarres King,2011-10-15,7,Georgia,@,Vanderbilt,W,5,57,11.4,1,tavarres-king-1
Ty Kirk,2011-10-15,6,New Mexico,@,Nevada,L,6,42,7.0,0,ty-kirk-1
Sam Kirkland,2011-10-15,7,Kent State,,Miami (OH),L,4,59,14.8,0,sam-kirkland-1
Kevin Koger,2011-10-15,7,Michigan,@,Michigan State,L,2,16,8.0,0,kevin-koger-1
Jack Konopka,2011-10-15,6,Northwestern,@,Iowa,L,1,6,6.0,0,jack-konopka-1
Colby Kratch,2011-10-15,7,Toledo,@,Bowling Green State,W,1,40,40.0,0,colby-kratch-1
Jonathan Krause,2011-10-15,6,Vanderbilt,,Georgia,L,3,20,6.7,0,jonathan-krause-1
Michael Lagrone,2011-10-15,7,Idaho,@,New Mexico State,L,2,13,6.5,0,michael-lagrone-1
Ryan Lankford,2011-10-15,7,Illinois,,Ohio State,L,3,27,9.0,0,ryan-lankford-1
Latimer,2011-10-15,7,Indiana,@,Wisconsin,L,2,10,5.0,0,latimer-1
Marcus Lattimore,2011-10-15,7,South Carolina,@,Mississippi State,W,3,29,9.7,0,marcus-lattimore-1
Marquise Law,2011-10-15,6,Colorado State,,Boise State,L,1,0,0.0,0,marquise-law-1
Kendial Lawrence,2011-10-15,6,Missouri,,Iowa State,W,2,12,6.0,0,kendial-lawrence-1
Rashad Lawrence,2011-10-15,6,Northwestern,@,Iowa,L,1,35,35.0,1,rashad-lawrence-1
Javone Lawson,2011-10-15,7,Louisiana,,North Texas,W,4,40,10.0,1,javone-lawson-1
Marcus Leak,2011-10-15,6,Maryland,,Clemson,L,2,10,5.0,0,marcus-leak-1
Fred Lee,2011-10-15,7,Buffalo,@,Temple,L,1,0,0.0,0,fred-lee-1
Todd Lee,2011-10-15,6,New Mexico State,,Idaho,W,1,5,5.0,0,todd-lee-1
Josh Lenz,2011-10-15,6,Iowa State,@,Missouri,L,4,22,5.5,0,josh-lenz-1
Brent Leonard,2011-10-15,6,Louisiana-Monroe,@,Troy,W,5,27,5.4,0,brent-leonard-1
Lance Lewis,2011-10-15,6,East Carolina,@,Memphis,W,6,48,8.0,1,lance-lewis-1
Rell Lewis,2011-10-15,6,Kansas,,Oklahoma,L,1,26,26.0,0,rell-lewis-1
Gabe Linehan,2011-10-15,6,Boise State,@,Colorado State,W,1,3,3.0,1,gabe-linehan-1
Brian Linthicum,2011-10-15,6,Michigan State,,Michigan,W,2,22,11.0,0,brian-linthicum-1
Tyler Lockett,2011-10-15,6,Kansas State,@,Texas Tech,W,3,30,10.0,0,tyler-lockett-1
Tony Logan,2011-10-15,6,Maryland,,Clemson,L,1,-2,-2.0,0,tony-logan-1
Deon Long,2011-10-15,6,New Mexico,@,Nevada,L,1,12,12.0,0,deon-long-1
Corbin Louks,2011-10-15,6,Nevada,,New Mexico,W,3,28,9.3,0,corbin-louks-2
A.J. Love,2011-10-15,6,South Florida,@,Connecticut,L,1,7,7.0,0,aj-love-1
Marcus Lucas,2011-10-15,6,Missouri,,Iowa State,W,1,20,20.0,0,marcus-lucas-1
