Player,Date,G,School,Loc,Opponent,WL,Punt Ret,Punt Ret Yds,Punt Ret Avg,Punt Ret TD,unique_id
Shaquelle Evans,2013-08-31,1,UCLA,,Nevada,W,2,52,26.0,0,shaquelle-evans-1
Spiffy Evans,2013-08-31,1,Boston College,,Villanova,W,2,25,12.5,0,spiffy-evans-1
J.D. Falslev,2013-08-31,1,Brigham Young,@,Virginia,L,5,34,6.8,0,jd-falslev-1
Jalen Fitzpatrick,2013-08-31,1,Temple,@,Notre Dame,L,2,4,2.0,0,jalen-fitzpatrick-1
R.J. Fleming,2013-08-31,1,Arkansas State,,Arkansas-Pine Bluff,W,2,8,4.0,0,rj-fleming-1
Tim Foley,2013-08-31,1,New Mexico,,Texas-San Antonio,L,2,3,1.5,0,tim-foley-2
Kendall Fuller,2013-08-31,1,Virginia Tech,N,Alabama,L,2,-1,-0.5,0,kendall-fuller-1
Sam Gagliano,2013-08-31,1,Air Force,,Colgate,W,1,8,8.0,0,sam-gagliano-1
Jeremy Gallon,2013-08-31,1,Michigan,,Central Michigan,W,1,2,2.0,0,jeremy-gallon-1
Randall Goforth,2013-08-31,1,UCLA,,Nevada,W,1,7,7.0,0,randall-goforth-1
Jamal Golden,2013-08-31,1,Georgia Tech,,Elon,W,2,1,0.5,0,jamal-golden-1
Justin Hardy,2013-08-31,1,East Carolina,,Old Dominion,W,2,35,17.5,0,justin-hardy-1
Anthony Harris,2013-08-31,1,Virginia,,Brigham Young,W,1,18,18.0,0,anthony-harris-4
Kenny Harrison,2013-08-31,1,Texas-San Antonio,@,New Mexico,W,1,-2,-2.0,0,kenny-harrison-3
Dee Hart,2013-08-31,1,Alabama,N,Virginia Tech,W,2,18,9.0,0,dee-hart-1
Kyshoen Jarrett,2013-08-31,1,Virginia Tech,N,Alabama,L,2,42,21.0,0,kyshoen-jarrett-1
Daje Johnson,2013-08-31,1,Texas,,New Mexico State,W,1,10,10.0,0,daje-johnson-1
C.J. Jones,2013-08-31,1,Clemson,,Georgia,W,1,9,9.0,0,cj-jones-5
Christion Jones,2013-08-31,1,Alabama,N,Virginia Tech,W,4,100,25.0,1,christion-jones-1
T.J. Jones,2013-08-31,1,Notre Dame,,Temple,W,3,23,7.7,0,tj-jones-2
Jameon Lewis,2013-08-31,1,Mississippi State,N,Oklahoma State,L,2,1,0.5,0,jameon-lewis-1
William Likely,2013-08-31,1,Maryland,,Florida International,W,1,0,0.0,0,william-likely-1
Kevonte Martin-Manley,2013-08-31,1,Iowa,,Northern Illinois,L,2,24,12.0,0,kevonte-martin-manley-1
Max McCaffrey,2013-08-31,1,Duke,,North Carolina Central,W,2,0,0.0,0,max-mccaffrey-1
Anthony McClung,2013-08-31,1,Cincinnati,,Purdue,W,3,-2,-0.7,0,anthony-mcclung-1
Fred McRae,2013-08-31,1,Miami (OH),@,Marshall,L,1,14,14.0,0,fred-mcrae-1
Sam Miller,2013-08-31,1,Florida International,@,Maryland,L,2,15,7.5,0,sam-miller-2
Marcus Murphy,2013-08-31,1,Missouri,,Murray State,W,5,15,3.0,0,marcus-murphy-1
Rueben Mwehla,2013-08-31,1,Idaho,@,North Texas,L,1,-1,-1.0,0,rueben-mwehla-1
Dennis Norfleet,2013-08-31,1,Michigan,,Central Michigan,W,2,-1,-0.5,0,dennis-norfleet-1
Levi Norwood,2013-08-31,1,Baylor,,Wofford,W,2,13,6.5,0,levi-norwood-1
Kenny Orjioke,2013-08-31,1,UCLA,,Nevada,W,1,14,14.0,0,kenny-orjioke-1
Miles Osei,2013-08-31,1,Illinois,,Southern Illinois,W,1,18,18.0,0,miles-osei-1
Demarius Reed,2013-08-31,1,Eastern Michigan,,Howard,W,2,9,4.5,0,demarius-reed-1
Rashaad Reynolds,2013-08-31,1,Oregon State,,Eastern Washington,L,1,11,11.0,0,rashaad-reynolds-1
Jalen Richard,2013-08-31,1,Southern Mississippi,,Texas State,L,2,52,26.0,0,jalen-richard-1
Marcus Roberson,2013-08-31,1,Florida,,Toledo,W,4,72,18.0,0,marcus-roberson-1
Demarco Robinson,2013-08-31,1,Kentucky,N,Western Kentucky,L,2,54,27.0,0,demarco-robinson-1
Jalen Saunders,2013-08-31,1,Oklahoma,,Louisiana-Monroe,W,4,55,13.8,0,jalen-saunders-1
Dawan Scott,2013-08-31,1,Miami (OH),@,Marshall,L,1,5,5.0,0,dawan-scott-1
Angelo Sebastiano,2013-08-31,1,Northern Illinois,@,Iowa,W,3,6,2.0,0,angelo-sebastiano-1
Devon Smith,2013-08-31,1,Marshall,,Miami (OH),W,7,70,10.0,0,devon-smith-1
Rashard Smith,2013-08-31,1,North Carolina State,,Louisiana Tech,W,3,10,3.3,0,rashard-smith-1
Cal Spangler,2013-08-31,1,Baylor,,Wofford,W,2,10,5.0,0,cal-spangler-1
Josh Stewart,2013-08-31,1,Oklahoma State,N,Mississippi State,W,2,7,3.5,0,josh-stewart-1
Darryl Surgent,2013-08-31,1,Louisiana,@,Arkansas,L,1,-2,-2.0,0,darryl-surgent-1
Damian Swann,2013-08-31,1,Georgia,@,Clemson,L,1,4,4.0,0,damian-swann-1
Dominique Terrell,2013-08-31,1,Virginia,,Brigham Young,W,3,45,15.0,0,dominique-terrell-1
Earnest Thomas III,2013-08-31,1,Illinois,,Southern Illinois,W,1,-4,-4.0,0,earnest-thomas-iii-1
Dymonte Thomas,2013-08-31,1,Michigan,,Central Michigan,W,1,9,9.0,0,dymonte-thomas-1
Jordan Thompson,2013-08-31,1,West Virginia,,William & Mary,W,1,1,1.0,0,jordan-thompson-2
Bryce Treggs,2013-08-31,1,California,,Northwestern,L,2,0,0.0,0,bryce-treggs-1
Wilson Van Hooser,2013-08-31,1,Troy,,Alabama-Birmingham,W,1,0,0.0,0,wilson-van-hooser-2
Tim Vizzi,2013-08-31,1,San Diego State,,Eastern Illinois,L,1,3,3.0,0,tim-vizzi-1
Sammy Watkins,2013-08-31,1,Clemson,,Georgia,W,1,0,0.0,0,sammy-watkins-1
Jarvis West,2013-08-31,1,Iowa State,,Northern Iowa,L,1,4,4.0,0,jarvis-west-1
Devrin Young,2013-08-31,1,Tennessee,,Austin Peay,W,2,21,10.5,0,devrin-young-1
Kai De La Cruz,2013-09-01,1,Louisville,,Ohio,W,2,2,1.0,0,kai-de-la-cruz-1
Ian Dixon,2013-09-01,1,Ohio,@,Louisville,L,1,10,10.0,0,ian-dixon-1
Joe Hansley,2013-09-01,1,Colorado State,N,Colorado,L,3,92,30.7,1,joe-hansley-1
Eli Rogers,2013-09-01,1,Louisville,,Ohio,W,1,29,29.0,0,eli-rogers-1
Robert Ruiz,2013-09-01,1,Colorado State,N,Colorado,L,1,0,0.0,0,robert-ruiz-1
Nelson Spruce,2013-09-01,1,Colorado,N,Colorado State,W,4,34,8.5,0,nelson-spruce-1
Kenny Shaw,2013-09-02,1,Florida State,@,Pittsburgh,W,1,26,26.0,0,kenny-shaw-1
Robert Lohnes,2013-09-05,2,Florida Atlantic,@,East Carolina,L,4,34,8.5,0,robert-lohnes-1
Robert Nelson,2013-09-05,1,Arizona State,,Sacramento State,W,3,25,8.3,0,robert-nelson-1
Richard Smith,2013-09-05,1,Arizona State,,Sacramento State,W,1,9,9.0,0,richard-smith-4
Michael Campanaro,2013-09-06,2,Wake Forest,@,Boston College,L,4,7,1.8,0,michael-campanaro-1
Spiffy Evans,2013-09-06,2,Boston College,,Wake Forest,W,1,6,6.0,0,spiffy-evans-1
Sam Miller,2013-09-06,2,Florida International,,Central Florida,L,1,-2,-2.0,0,sam-miller-2
Nikita Whitlock,2013-09-06,2,Wake Forest,@,Boston College,L,1,25,25.0,0,nikita-whitlock-1
J.J. Worton,2013-09-06,2,Central Florida,@,Florida International,W,1,16,16.0,0,jj-worton-1
Jared Abbrederis,2013-09-07,1,Wisconsin,,Tennessee Tech,W,1,0,0.0,0,jared-abbrederis-1
Bralon Addison,2013-09-07,2,Oregon,@,Virginia,W,1,21,21.0,0,bralon-addison-1
Mario Alford,2013-09-07,2,West Virginia,@,Oklahoma,L,1,-2,-2.0,0,mario-alford-1
D.J. Banks,2013-09-07,1,Louisiana Tech,,Lamar,W,2,-4,-2.0,0,dj-banks-1
Odell Beckham Jr.,2013-09-07,2,Louisiana State,,Alabama-Birmingham,W,3,59,19.7,0,odell-beckham-jr-1
V'Angelo Bentley,2013-09-07,2,Illinois,,Cincinnati,W,2,29,14.5,0,vangelo-bentley-1
Javess Blue,2013-09-07,2,Kentucky,,Miami (OH),W,5,22,4.4,0,javess-blue-1
Devin Boutte,2013-09-07,2,Tulane,,South Alabama,L,1,3,3.0,0,devin-boutte-1
Leon Brooks,2013-09-07,2,Washington State,@,Southern California,W,2,5,2.5,0,leon-brooks-1
Philly Brown,2013-09-07,2,Ohio State,,San Diego State,W,1,10,10.0,0,
Ryan Burbrink,2013-09-07,2,Bowling Green State,@,Kent State,W,2,5,2.5,0,ryan-burbrink-1
Isaiah Burse,2013-09-07,1,Fresno State,,Cal Poly,W,3,130,43.3,2,isaiah-burse-1
Trey Caldwell,2013-09-07,1,Louisiana-Monroe,,Grambling State,W,1,-2,-2.0,0,trey-caldwell-1
Travis Carrie,2013-09-07,2,Ohio,,North Texas,W,3,36,12.0,0,travis-carrie-1
Brandon Carter,2013-09-07,1,Texas Christian,,Southeastern Louisiana,W,1,22,22.0,0,brandon-carter-3
Jacob Carter,2013-09-07,2,Tennessee,,Western Kentucky,W,2,20,10.0,0,jacob-carter-1
Rashon Ceaser,2013-09-07,1,Louisiana-Monroe,,Grambling State,W,4,24,6.0,0,rashon-ceaser-1
Darevon Chance,2013-09-07,1,Western Michigan,,Nicholls State,L,1,2,2.0,0,darevon-chance-1
Brelan Chancellor,2013-09-07,2,North Texas,@,Ohio,L,1,27,27.0,0,brelan-chancellor-1
Jalen Claiborne,2013-09-07,2,Wyoming,,Idaho,W,3,4,1.3,0,jalen-claiborne-1
Daryl Collins,2013-09-07,2,Kentucky,,Miami (OH),W,3,11,3.7,0,daryl-collins-1
Brandin Cooks,2013-09-07,2,Oregon State,,Hawaii,W,5,15,3.0,0,brandin-cooks-1
Jamison Crowder,2013-09-07,2,Duke,@,Memphis,W,4,16,4.0,0,jamison-crowder-1
Chris Davis,2013-09-07,2,Auburn,,Arkansas State,W,1,2,2.0,0,chris-davis-6
Imani Davis,2013-09-07,1,Akron,,James Madison,W,2,28,14.0,0,imani-davis-1
Titus Davis,2013-09-07,1,Central Michigan,,New Hampshire,W,4,5,1.3,0,titus-davis-1
Kai De La Cruz,2013-09-07,1,Louisville,,Eastern Kentucky,W,3,13,4.3,0,kai-de-la-cruz-1
Jesse Della Valle,2013-09-07,2,Penn State,,Eastern Michigan,W,2,21,10.5,0,jesse-della-valle-1
Joey Demartino,2013-09-07,2,Utah State,@,Air Force,W,1,-5,-5.0,0,joey-demartino-1
Ritchy Desir,2013-09-07,2,Syracuse,@,Northwestern,L,2,2,1.0,0,ritchy-desir-1
Quandre Diggs,2013-09-07,2,Texas,@,Brigham Young,L,2,28,14.0,0,quandre-diggs-1
Kenzel Doe,2013-09-07,1,Wisconsin,,Tennessee Tech,W,4,50,12.5,0,kenzel-doe-1
Phillip Dorsett,2013-09-07,2,Miami (FL),,Florida,W,2,15,7.5,0,phillip-dorsett-1
Trey Dudley-Giles,2013-09-07,1,Massachusetts,,Maine,L,3,20,6.7,0,trey-dudley-giles-1
Kenneth Durden,2013-09-07,2,South Florida,@,Michigan State,L,3,20,6.7,0,kenneth-durden-1
Connor Embree,2013-09-07,1,Kansas,,South Dakota,W,4,92,23.0,0,connor-embree-1
Dezmon Epps,2013-09-07,2,Idaho,@,Wyoming,L,2,-11,-5.5,0,dezmon-epps-1
Andy Erickson,2013-09-07,1,Texas State,,Prairie View A&M,W,2,26,13.0,0,andy-erickson-1
J.D. Falslev,2013-09-07,2,Brigham Young,,Texas,W,2,10,5.0,0,jd-falslev-1
Jalen Fitzpatrick,2013-09-07,2,Temple,,Houston,L,1,2,2.0,0,jalen-fitzpatrick-1
Conner Floyd,2013-09-07,2,Tulsa,,Colorado State,W,1,7,7.0,0,conner-floyd-1
Quadarius Ford,2013-09-07,2,South Alabama,@,Tulane,W,1,0,0.0,0,quadarius-ford-1
Sadale Foster,2013-09-07,1,Texas Tech,,Stephen F. Austin,W,2,10,5.0,0,sadale-foster-1
Kendall Fuller,2013-09-07,1,Virginia Tech,,Western Carolina,W,1,0,0.0,0,kendall-fuller-1
David Glidden,2013-09-07,2,Oklahoma State,@,Texas-San Antonio,W,1,-5,-5.0,0,david-glidden-1
T.J. Glover,2013-09-07,2,South Alabama,@,Tulane,W,4,41,10.3,0,tj-glover-1
Janarion Grant,2013-09-07,1,Rutgers,,Norfolk State,W,5,30,6.0,0,janarion-grant-1
Kyle Griswould,2013-09-07,2,Middle Tennessee State,@,North Carolina,L,2,-2,-1.0,0,kyle-griswould-1
Kenny Harrison,2013-09-07,2,Texas-San Antonio,,Oklahoma State,L,1,62,62.0,0,kenny-harrison-3
Javontee Herndon,2013-09-07,1,Arkansas,N,Samford,W,1,20,20.0,0,javontee-herndon-1
Tyler Higbee,2013-09-07,2,Western Kentucky,@,Tennessee,L,1,16,16.0,0,tyler-higbee-1
Bryan Holmes,2013-09-07,1,Troy,,Savannah State,W,1,0,0.0,0,bryan-holmes-1
Sabian Holmes,2013-09-07,1,Texas A&M,,Sam Houston State,W,1,10,10.0,0,sabian-holmes-1
Joseph Huber,2013-09-07,1,Nevada,,California-Davis,W,2,-2,-1.0,0,joseph-huber-1
Josh Huff,2013-09-07,2,Oregon,@,Virginia,W,1,0,0.0,0,josh-huff-1
Johnny Jackson,2013-09-07,2,Arizona,@,Nevada-Las Vegas,W,5,59,11.8,0,johnny-jackson-3
Kenzee Jackson,2013-09-07,1,Louisiana-Monroe,,Grambling State,W,1,-10,-10.0,0,kenzee-jackson-1
Kyshoen Jarrett,2013-09-07,1,Virginia Tech,,Western Carolina,W,5,21,4.2,0,kyshoen-jarrett-1
Marcus Jones,2013-09-07,2,Minnesota,@,New Mexico State,W,2,67,33.5,1,marcus-jones-8
T.J. Jones,2013-09-07,2,Notre Dame,@,Michigan,L,1,18,18.0,0,tj-jones-2
B.J. Knauf,2013-09-07,1,Purdue,,Indiana State,W,1,2,2.0,0,bj-knauf-1
Jonathan Krause,2013-09-07,1,Vanderbilt,,Austin Peay,W,5,32,6.4,0,jonathan-krause-1
Travis Labhart,2013-09-07,1,Texas A&M,,Sam Houston State,W,2,30,15.0,0,travis-labhart-1
Marqise Lee,2013-09-07,2,Southern California,,Washington State,L,3,15,5.0,0,marqise-lee-1
Jameon Lewis,2013-09-07,1,Mississippi State,,Alcorn State,W,1,-5,-5.0,0,jameon-lewis-1
William Likely,2013-09-07,1,Maryland,,Old Dominion,W,1,27,27.0,0,william-likely-1
Najee Lovett,2013-09-07,2,Idaho,@,Wyoming,L,1,-2,-2.0,0,najee-lovett-1
Keiwone Malone,2013-09-07,1,Memphis,,Duke,L,2,13,6.5,0,keiwone-malone-1
Kevonte Martin-Manley,2013-09-07,1,Iowa,,Missouri State,W,1,10,10.0,0,kevonte-martin-manley-1
Joseph Matthews,2013-09-07,2,New Mexico State,,Minnesota,L,1,2,2.0,0,joseph-matthews-1
Anthony McClung,2013-09-07,2,Cincinnati,@,Illinois,L,2,20,10.0,0,anthony-mcclung-1
Fred McRae,2013-09-07,2,Miami (OH),@,Kentucky,L,3,52,17.3,0,fred-mcrae-1
Darion Monroe,2013-09-07,2,Tulane,,South Alabama,L,1,6,6.0,0,darion-monroe-1
Richard Montgomery,2013-09-07,2,Idaho,@,Wyoming,L,1,0,0.0,0,richard-montgomery-1
Marcus Murphy,2013-09-07,2,Missouri,,Toledo,W,2,22,11.0,0,marcus-murphy-1
J.J. Nelson,2013-09-07,2,Alabama-Birmingham,@,Louisiana State,L,1,2,2.0,0,jamarcus-nelson-1
Donavin Newsom,2013-09-07,2,Missouri,,Toledo,W,1,0,0.0,0,donavin-newsom-1
Jalen Noble,2013-09-07,2,Army,@,Ball State,L,1,3,3.0,0,jalen-noble-1
Dennis Norfleet,2013-09-07,2,Michigan,,Notre Dame,W,1,0,0.0,0,dennis-norfleet-1
Geoffrey Norwood,2013-09-07,1,Utah,,Weber State,W,2,44,22.0,0,geoffrey-norwood-1
Levi Norwood,2013-09-07,2,Baylor,,Buffalo,W,4,50,12.5,0,levi-norwood-1
Danny Nwosu,2013-09-07,2,Colorado State,@,Tulsa,L,1,14,14.0,0,danny-nwosu-1
Miles Osei,2013-09-07,2,Illinois,,Cincinnati,W,3,37,12.3,0,miles-osei-1
Damian Payne,2013-09-07,2,Houston,@,Temple,W,2,6,3.0,0,damian-payne-1
James Poole,2013-09-07,1,Utah,,Weber State,W,4,82,20.5,0,james-poole-1
Quron Pratt,2013-09-07,1,Rutgers,,Norfolk State,W,1,21,21.0,0,quron-pratt-1
Trent Pruitt,2013-09-07,1,Vanderbilt,,Austin Peay,W,2,8,4.0,0,trent-pruitt-1
Loucheiz Purifoy,2013-09-07,2,Florida,@,Miami (FL),L,1,18,18.0,0,loucheiz-purifoy-1
Deandre Reaves,2013-09-07,1,Marshall,,Gardner-Webb,W,1,13,13.0,0,deandre-reaves-1
Demarius Reed,2013-09-07,2,Eastern Michigan,@,Penn State,L,2,20,10.0,0,demarius-reed-1
Bernard Reedy,2013-09-07,2,Toledo,@,Missouri,L,1,29,29.0,0,bernard-reedy-1
Jalen Richard,2013-09-07,2,Southern Mississippi,@,Nebraska,L,1,5,5.0,0,jalen-richard-1
Marcus Roberson,2013-09-07,2,Florida,@,Miami (FL),L,2,15,7.5,0,marcus-roberson-1
Eli Rogers,2013-09-07,1,Louisville,,Eastern Kentucky,W,1,1,1.0,0,eli-rogers-1
Jalen Saunders,2013-09-07,2,Oklahoma,,West Virginia,W,3,25,8.3,0,jalen-saunders-1
Jeff Scott,2013-09-07,1,Mississippi,,Southeast Missouri State,W,1,5,5.0,0,jeff-scott-2
Tyree Simmons,2013-09-07,2,Colorado State,@,Tulsa,L,3,31,10.3,0,tyree-simmons-1
Andre Sims Jr.,2013-09-07,2,Michigan State,,South Florida,W,5,19,3.8,0,andre-sims-jr-1
Devon Smith,2013-09-07,1,Marshall,,Gardner-Webb,W,2,6,3.0,0,devon-smith-1
Jamill Smith,2013-09-07,2,Ball State,,Army,W,1,3,3.0,0,jamill-smith-1
Rashard Smith,2013-09-07,1,North Carolina State,,Richmond,W,2,17,8.5,0,rashard-smith-1
Josh Stewart,2013-09-07,2,Oklahoma State,@,Texas-San Antonio,W,1,7,7.0,0,josh-stewart-1
Taylor Stewart,2013-09-07,1,Fresno State,,Cal Poly,W,1,0,0.0,0,taylor-stewart-1
Damian Swann,2013-09-07,2,Georgia,,South Carolina,W,1,3,3.0,0,damian-swann-1
Ryan Switzer,2013-09-07,2,North Carolina,,Middle Tennessee State,W,1,9,9.0,0,ryan-switzer-1
Jabryce Taylor,2013-09-07,1,Southern Methodist,,Montana State,W,1,55,55.0,1,jabryce-taylor-1
Dominique Terrell,2013-09-07,2,Virginia,,Oregon,L,2,12,6.0,0,dominique-terrell-1
Carlos Thompson,2013-09-07,1,Texas Tech,,Stephen F. Austin,W,2,47,23.5,0,carlos-thompson-3
Tramaine Thompson,2013-09-07,2,Kansas State,,Louisiana,W,2,94,47.0,0,tramaine-thompson-1
T.J. Thorpe,2013-09-07,2,North Carolina,,Middle Tennessee State,W,3,21,7.0,0,tj-thorpe-1
Bryce Treggs,2013-09-07,1,California,,Portland State,W,4,22,5.5,0,bryce-treggs-1
Jamal Turner,2013-09-07,2,Nebraska,,Southern Mississippi,W,2,6,3.0,0,jamal-turner-1
Von Walker,2013-09-07,2,Penn State,,Eastern Michigan,W,1,22,22.0,0,von-walker-1
Shaq Washington,2013-09-07,2,Cincinnati,@,Illinois,L,1,6,6.0,0,shaq-washington-1
Trey Watts,2013-09-07,2,Tulsa,,Colorado State,W,5,22,4.4,0,trey-watts-1
Frankie Williams,2013-09-07,1,Purdue,,Indiana State,W,1,14,14.0,0,frankie-williams-1
Shane Williams-Rhodes,2013-09-07,1,Boise State,,Tennessee-Martin,W,3,71,23.7,0,shane-williams-rhodes-1
Devin Boutte,2013-09-12,3,Tulane,@,Louisiana Tech,W,2,13,6.5,0,devin-boutte-1
Brandon Carter,2013-09-12,3,Texas Christian,@,Texas Tech,L,3,39,13.0,0,brandon-carter-3
Andrew Guillot,2013-09-12,3,Louisiana Tech,,Tulane,L,4,21,5.3,0,andrew-guillot-1
J.D. McKissic,2013-09-12,3,Arkansas State,,Troy,W,3,26,8.7,0,jd-mckissic-1
Wilson Van Hooser,2013-09-12,3,Troy,@,Arkansas State,L,2,19,9.5,0,wilson-van-hooser-2
Bralon Addison,2013-09-14,3,Oregon,,Tennessee,W,1,40,40.0,0,bralon-addison-1
Nelson Agholor,2013-09-14,3,Southern California,,Boston College,W,2,16,8.0,0,nelson-agholor-1
Ryan Alderman,2013-09-14,2,Temple,,Fordham,L,1,3,3.0,0,ryan-alderman-1
Antonio Andrews,2013-09-14,3,Western Kentucky,@,South Alabama,L,1,-1,-1.0,0,antonio-andrews-1
Odell Beckham Jr.,2013-09-14,3,Louisiana State,,Kent State,W,2,9,4.5,0,odell-beckham-jr-1
V'Angelo Bentley,2013-09-14,3,Illinois,N,Washington,L,1,2,2.0,0,vangelo-bentley-1
Javess Blue,2013-09-14,3,Kentucky,,Louisville,L,1,-1,-1.0,0,javess-blue-1
