Player,Date,G,School,Loc,Opponent,WL,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD,unique_id
Michael Adams,2005-09-03,1,Louisiana,@,Texas,L,2,50,25.0,0,michael-adams-3
Justin Amaral,2005-09-03,1,San Diego State,,UCLA,L,1,12,12.0,0,justin-amaral-1
Derek Ambrose,2005-09-03,1,Mississippi State,,Murray State,W,1,28,28.0,0,derek-ambrose-1
Sanchez Anderson,2005-09-03,1,Florida International,@,Kansas State,L,3,55,18.3,0,sanchez-anderson-1
Willie Andrews,2005-09-03,1,Baylor,@,Southern Methodist,W,2,34,17.0,0,willie-andrews-1
Devin Aromashodu,2005-09-03,1,Auburn,,Georgia Tech,L,3,87,29.0,0,devin-aromashodu-1
Adrian Arrington,2005-09-03,1,Michigan,,Northern Illinois,W,1,15,15.0,0,adrian-arrington-1
Collin Ashton,2005-09-03,1,Southern California,@,Hawaii,W,1,17,17.0,0,collin-ashton-1
Ryan Baum,2005-09-03,1,Iowa State,,Illinois State,W,1,12,12.0,0,ryan-baum-1
Pierre Bell,2005-09-03,1,East Carolina,,Duke,W,1,4,4.0,0,pierre-bell-1
Matt Bernstein,2005-09-03,1,Wisconsin,,Bowling Green State,W,1,5,5.0,0,matt-bernstein-1
Will Blackmon,2005-09-03,1,Boston College,@,Brigham Young,W,1,16,16.0,0,will-blackmon-1
Jovon Bouknight,2005-09-03,1,Wyoming,@,Florida,L,3,109,36.3,0,jovon-bouknight-1
Jemeel Brady,2005-09-03,1,Pittsburgh,,Notre Dame,L,1,0,0.0,0,jemeel-brady-1
Steve Breaston,2005-09-03,1,Michigan,,Northern Illinois,W,1,17,17.0,0,steve-breaston-1
John Broussard,2005-09-03,1,San Jose State,,Eastern Washington,W,1,25,25.0,0,john-broussard-1
Tarell Brown,2005-09-03,1,Texas,,Louisiana,W,1,34,34.0,0,tarell-brown-1
Reggie Bush,2005-09-03,1,Southern California,@,Hawaii,W,1,14,14.0,0,reggie-bush-1
Andre Caldwell,2005-09-03,1,Florida,,Wyoming,W,1,47,47.0,0,andre-caldwell-1
Reggie Campbell,2005-09-03,1,Navy,N,Maryland,L,1,17,17.0,0,reggie-campbell-1
Jason Carter,2005-09-03,1,Texas A&M,@,Clemson,L,4,95,23.8,0,jason-carter-2
Jackie Chambers,2005-09-03,1,South Florida,@,Penn State,L,2,38,19.0,0,jackie-chambers-1
Jason Chery,2005-09-03,1,Louisiana,@,Texas,L,2,25,12.5,0,jason-chery-1
Cole Clasen,2005-09-03,1,Boise State,@,Georgia,L,1,24,24.0,0,cole-clasen-1
Dave Cody,2005-09-03,1,Ohio,@,Northwestern,L,1,12,12.0,0,dave-cody-1
Drew Coleman,2005-09-03,1,Texas Christian,@,Oklahoma,W,2,29,14.5,0,drew-coleman-1
Duane Coleman,2005-09-03,1,Clemson,,Texas A&M,W,3,63,21.0,0,duane-coleman-1
Brett Cooper,2005-09-03,1,Brigham Young,,Boston College,L,2,17,8.5,0,brett-cooper-1
Joe Cylc,2005-09-03,1,Navy,N,Maryland,L,1,9,9.0,0,joe-cylc-1
Owen Daniels,2005-09-03,1,Wisconsin,,Bowling Green State,W,1,10,10.0,0,owen-daniels-1
Adrian Davis,2005-09-03,1,Northern Illinois,@,Michigan,L,1,7,7.0,0,adrian-davis-3
Chris Davis,2005-09-03,1,Duke,@,East Carolina,L,1,12,12.0,0,chris-davis-1
Tommy Devereaux,2005-09-03,1,Oklahoma State,,Montana State,W,1,14,14.0,0,tommy-devereaux-1
Mike Dowling,2005-09-03,1,Duke,@,East Carolina,L,1,0,0.0,0,mike-dowling-1
Jon Drager,2005-09-03,1,Kent State,@,Michigan State,L,2,47,23.5,0,jon-drager-1
Nate Draughon,2005-09-03,1,Texas-El Paso,@,New Mexico State,W,1,13,13.0,0,nate-draughon-1
Norris Drinkard,2005-09-03,1,Alabama-Birmingham,@,Tennessee,L,2,36,18.0,0,norris-drinkard-1
Ronnie Drummer,2005-09-03,1,Duke,@,East Carolina,L,3,100,33.3,1,ronnie-drummer-1
Derek Dubois,2005-09-03,1,New Mexico State,,Texas-El Paso,L,4,70,17.5,0,derek-dubois-1
Tyler Ebell,2005-09-03,1,Texas-El Paso,@,New Mexico State,W,1,23,23.0,0,tyler-ebell-1
Jason Ferguson,2005-09-03,1,Hawaii,,Southern California,L,1,19,19.0,0,jason-ferguson-1
Thomas Flowers,2005-09-03,1,Georgia,,Boise State,W,1,11,11.0,0,thomas-flowers-1
Austin Flynn,2005-09-03,1,Iowa State,,Illinois State,W,1,16,16.0,0,austin-flynn-1
Justin Forsett,2005-09-03,1,California,,Sacramento State,W,2,27,13.5,0,justin-forsett-1
Willie Foster,2005-09-03,1,Rutgers,@,Illinois,L,1,24,24.0,0,willie-foster-1
Michael Franklin,2005-09-03,1,San Diego State,,UCLA,L,3,43,14.3,0,michael-franklin-1
Marcus Furman,2005-09-03,1,Pittsburgh,,Notre Dame,L,4,80,20.0,0,marcus-furman-1
Trestin George,2005-09-03,1,San Jose State,,Eastern Washington,W,2,47,23.5,0,trestin-george-1
Adrian Ghent,2005-09-03,1,Troy,,Cal Poly,W,1,8,8.0,0,adrian-ghent-1
Ted Ginn Jr.,2005-09-03,1,Ohio State,,Miami (OH),W,1,14,14.0,0,ted-ginn-jr-1
Earl Goldsmith,2005-09-03,1,Missouri,,Arkansas State,W,1,25,25.0,0,earl-goldsmith-1
Clark Green,2005-09-03,1,Kansas,,Florida Atlantic,W,2,42,21.0,0,clark-green-1
Tierre Green,2005-09-03,1,Nebraska,,Maine,W,1,43,43.0,0,tierre-green-1
Quentin Groves,2005-09-03,1,Auburn,,Georgia Tech,L,1,13,13.0,0,quentin-groves-1
Brian Grzelakowski,2005-09-03,1,Illinois,,Rutgers,W,1,21,21.0,0,brian-grzelakowski-1
Gerard Hamlett,2005-09-03,1,Northwestern,,Ohio,W,2,25,12.5,0,gerard-hamlett-1
Zach Hampton,2005-09-03,1,Wisconsin,,Bowling Green State,W,3,35,11.7,0,zach-hampton-1
Stevelan Harper,2005-09-03,1,New Mexico State,,Texas-El Paso,L,2,68,34.0,0,stevelan-harper-1
A.J. Harris,2005-09-03,1,Northern Illinois,@,Michigan,L,1,25,25.0,0,aj-harris-2
Brandon Harris,2005-09-03,1,Notre Dame,@,Pittsburgh,W,1,11,11.0,0,brandon-harris-2
Jessie Henderson,2005-09-03,1,Southern Methodist,,Baylor,L,3,66,22.0,0,jessie-henderson-1
Chris Henry,2005-09-03,1,Middle Tennessee State,@,Alabama,L,1,22,22.0,0,chris-henry-2
Robert Herbert,2005-09-03,1,Colorado State,@,Colorado,L,2,58,29.0,0,robert-herbert-1
B.J. Hill,2005-09-03,1,Ball State,@,Iowa,L,2,32,16.0,0,bj-hill-2
George Hill,2005-09-03,1,Colorado State,@,Colorado,L,2,46,23.0,0,george-hill-1
Peyton Hillis,2005-09-03,1,Arkansas,,Missouri State,W,1,22,22.0,0,peyton-hillis-1
Lendy Holmes,2005-09-03,1,Oklahoma,,Texas Christian,L,1,3,3.0,0,lendy-holmes-1
Justin Hoskins,2005-09-03,1,Notre Dame,@,Pittsburgh,W,1,24,24.0,0,justin-hoskins-1
Willie Hughley,2005-09-03,1,Florida Atlantic,@,Kansas,L,2,34,17.0,0,willie-hughley-1
Darrell Hunter,2005-09-03,1,Miami (OH),@,Ohio State,L,1,12,12.0,0,darrell-hunter-1
Deandre Jackson,2005-09-03,1,Iowa State,,Illinois State,W,1,12,12.0,0,deandre-jackson-1
Ruben Jackson,2005-09-03,1,Oregon State,,Portland State,W,3,45,15.0,0,ruben-jackson-1
Booker Jenkins,2005-09-03,1,Louisiana,@,Texas,L,1,16,16.0,0,booker-jenkins-1
Malcolm Jenkins,2005-09-03,1,Ohio State,,Miami (OH),W,1,34,34.0,0,malcolm-jenkins-1
Inquoris Johnson,2005-09-03,1,Tennessee,,Alabama-Birmingham,W,2,34,17.0,0,inquoris-johnson-1
James Johnson,2005-09-03,1,Arkansas State,@,Missouri,L,2,51,25.5,0,james-johnson-2
Felix Jones,2005-09-03,1,Arkansas,,Missouri State,W,2,43,21.5,0,felix-jones-1
Quinton Jones,2005-09-03,1,Boise State,@,Georgia,L,2,39,19.5,0,quinton-jones-1
Mikhail Kafentzis,2005-09-03,1,Hawaii,,Southern California,L,5,88,17.6,0,mikhail-kafentzis-1
Greg Kirkwood,2005-09-03,1,Air Force,@,Washington,W,2,37,18.5,0,greg-kirkwood-1
B.J. Lane,2005-09-03,1,Bowling Green State,@,Wisconsin,L,3,45,15.0,0,bj-lane-1
Shawn Lewis,2005-09-03,1,Kent State,@,Michigan State,L,3,50,16.7,0,shawn-lewis-1
Reggie Lindsey,2005-09-03,1,Alabama-Birmingham,@,Tennessee,L,2,46,23.0,0,reggie-lindsey-1
Dante Love,2005-09-03,1,Ball State,@,Iowa,L,2,13,6.5,0,dante-love-1
Bryce Mahuika,2005-09-03,1,Brigham Young,,Boston College,L,1,15,15.0,0,bryce-mahuika-1
Chris Markey,2005-09-03,1,UCLA,@,San Diego State,W,2,91,45.5,0,chris-markey-1
Lee Marks,2005-09-03,1,Boise State,@,Georgia,L,4,91,22.8,0,lee-marks-1
Hoost Marsh,2005-09-03,1,Wyoming,@,Florida,L,1,10,10.0,0,hoost-marsh-1
Grant Mason,2005-09-03,1,Michigan,,Northern Illinois,W,1,16,16.0,0,grant-mason-1
Scott Mayle,2005-09-03,1,Ohio,@,Northwestern,L,4,97,24.3,0,scott-mayle-1
Bryan McClendon,2005-09-03,1,Georgia,,Boise State,W,2,40,20.0,0,bryan-mcclendon-1
Jeremy McGown,2005-09-03,1,Navy,N,Maryland,L,2,29,14.5,0,jeremy-mcgown-1
Leodis McKelvin,2005-09-03,1,Troy,,Cal Poly,W,1,42,42.0,0,leodis-mckelvin-1
Daniel McLemore,2005-09-03,1,Oklahoma State,,Montana State,W,1,13,13.0,0,daniel-mclemore-1
Markeith McQueen,2005-09-03,1,East Carolina,,Duke,W,1,45,45.0,0,markeith-mcqueen-1
Sean McVay,2005-09-03,1,Miami (OH),@,Ohio State,L,1,12,12.0,0,sean-mcvay-1
Robert Meachem,2005-09-03,1,Tennessee,,Alabama-Birmingham,W,1,15,15.0,0,robert-meachem-1
Devin Moore,2005-09-03,1,Wyoming,@,Florida,L,2,26,13.0,0,devin-moore-1
Terry Moss,2005-09-03,1,Ball State,@,Iowa,L,4,62,15.5,0,terry-moss-1
Danny Nelson,2005-09-03,1,UCLA,@,San Diego State,W,1,6,6.0,0,danny-nelson-1
Jim Ollis,2005-09-03,1,Air Force,@,Washington,W,1,17,17.0,0,jim-ollis-1
Cedric Peerman,2005-09-03,1,Virginia,,Western Michigan,W,3,101,33.7,0,cedric-peerman-1
Derek Pegues,2005-09-03,1,Mississippi State,,Murray State,W,1,19,19.0,0,derek-pegues-1
Vinny Perretta,2005-09-03,1,Boise State,@,Georgia,L,1,28,28.0,0,vinny-perretta-1
Patrick Perry,2005-09-03,1,San Jose State,,Eastern Washington,W,1,14,14.0,0,patrick-perry-1
P.J. Pope,2005-09-03,1,Bowling Green State,@,Wisconsin,L,1,21,21.0,0,pj-pope-1
Tyrone Prothro,2005-09-03,1,Alabama,,Middle Tennessee State,W,3,59,19.7,0,tyrone-prothro-1
Louis Rankin,2005-09-03,1,Washington,,Air Force,L,1,0,0.0,0,louis-rankin-1
Ryan Redd,2005-09-03,1,Miami (OH),@,Ohio State,L,1,20,20.0,0,ryan-redd-1
Desmond Reed,2005-09-03,1,Southern California,@,Hawaii,W,1,33,33.0,0,desmond-reed-1
Stephone Robinson,2005-09-03,1,Colorado,,Colorado State,W,1,30,30.0,0,stephone-robinson-1
Shaun Rochon,2005-09-03,1,Baylor,@,Southern Methodist,W,1,20,20.0,0,shaun-rochon-1
Anthony Russo,2005-09-03,1,Washington,,Air Force,L,1,20,20.0,0,anthony-russo-1
Cleannord Saintil,2005-09-03,1,Middle Tennessee State,@,Alabama,L,2,34,17.0,0,cleannord-saintil-1
Orlando Scandrick,2005-09-03,1,Boise State,@,Georgia,L,1,19,19.0,0,orlando-scandrick-1
Jerramy Scott,2005-09-03,1,Michigan State,,Kent State,W,1,11,11.0,0,jerramy-scott-1
Jamarko Simmons,2005-09-03,1,Western Michigan,@,Virginia,L,3,62,20.7,0,jamarko-simmons-1
Damian Sims,2005-09-03,1,Iowa,,Ball State,W,1,36,36.0,0,damian-sims-1
Jake Slaughter,2005-09-03,1,Auburn,,Georgia Tech,L,1,17,17.0,0,jake-slaughter-1
Zack Sledge,2005-09-03,1,Southern Methodist,,Baylor,L,1,16,16.0,0,zack-sledge-1
Brandon Snow,2005-09-03,1,Penn State,,South Florida,W,1,20,20.0,0,brandon-snow-1
McKinson Souverain,2005-09-03,1,Florida Atlantic,@,Kansas,L,1,12,12.0,0,mckinson-souverain-1
R.J. Sumrall,2005-09-03,1,Iowa State,,Illinois State,W,1,27,27.0,0,rj-sumrall-1
Andre Taylor,2005-09-03,1,Hawaii,,Southern California,L,2,61,30.5,0,andre-taylor-1
Tony Temple,2005-09-03,1,Missouri,,Arkansas State,W,1,23,23.0,0,tony-temple-1
Pierre Thomas,2005-09-03,1,Illinois,,Rutgers,W,1,11,11.0,0,pierre-thomas-1
Kenneth Thompson,2005-09-03,1,Kansas,,Florida Atlantic,W,2,63,31.5,0,kenneth-thompson-1
Darren Toney,2005-09-03,1,Arkansas State,@,Missouri,L,2,24,12.0,0,darren-toney-1
Jo Jo Walker,2005-09-03,1,Maryland,N,Navy,W,4,86,21.5,0,jo-jo-walker-1
Brandon Williams,2005-09-03,1,Wisconsin,,Bowling Green State,W,1,85,85.0,0,brandon-williams-6
Demond Williams,2005-09-03,1,Michigan State,,Kent State,W,1,14,14.0,0,demond-williams-1
Derrick Williams,2005-09-03,1,Penn State,,South Florida,W,1,14,14.0,0,derrick-williams-2
Trae Williams,2005-09-03,1,South Florida,@,Penn State,L,1,22,22.0,0,trae-williams-1
Travis Wilson,2005-09-03,1,Oklahoma,,Texas Christian,L,2,44,22.0,0,travis-wilson-2
Chris Woods,2005-09-03,1,Georgia Tech,@,Auburn,W,2,36,18.0,0,chris-woods-1
Dominique Zeigler,2005-09-03,1,Baylor,@,Southern Methodist,W,1,0,0.0,0,dominique-zeigler-1
Josh Zidenberg,2005-09-03,1,Virginia,,Western Michigan,W,1,0,0.0,0,josh-zidenberg-1
Toney Baker,2005-09-04,1,North Carolina State,,Virginia Tech,L,1,26,26.0,0,toney-baker-1
Darrell Blackman,2005-09-04,1,North Carolina State,,Virginia Tech,L,1,38,38.0,0,darrell-blackman-1
Keenan Burton,2005-09-04,1,Kentucky,,Louisville,L,3,67,22.3,0,keenan-burton-1
Broderick Clark,2005-09-04,1,Louisville,@,Kentucky,W,5,77,15.4,0,broderick-clark-1
Draak Davis,2005-09-04,1,Kentucky,,Louisville,L,2,35,17.5,0,draak-davis-1
Steve Gregory,2005-09-04,1,Syracuse,,West Virginia,L,2,43,21.5,0,steve-gregory-1
Mike Imoh,2005-09-04,1,Virginia Tech,@,North Carolina State,W,1,20,20.0,0,mike-imoh-1
Kareem Jones,2005-09-04,1,Syracuse,,West Virginia,L,2,38,19.0,0,kareem-jones-1
Antonio Lewis,2005-09-04,1,West Virginia,@,Syracuse,W,1,21,21.0,0,antonio-lewis-1
Vaughn Rivers,2005-09-04,1,West Virginia,@,Syracuse,W,1,41,41.0,0,vaughn-rivers-1
James Bryant,2005-09-05,1,Miami (FL),@,Florida State,L,1,13,13.0,0,james-bryant-2
Mike Espy,2005-09-05,1,Mississippi,@,Memphis,W,1,27,27.0,0,mike-espy-1
Juamar Hall,2005-09-05,1,New Mexico,,Nevada-Las Vegas,W,1,14,14.0,0,juamar-hall-1
Devin Hester,2005-09-05,1,Miami (FL),@,Florida State,L,2,31,15.5,0,devin-hester-1
Erick Jackson,2005-09-05,1,Nevada-Las Vegas,@,New Mexico,L,2,35,17.5,0,erick-jackson-1
Marcus Smith,2005-09-05,1,New Mexico,,Nevada-Las Vegas,W,1,19,19.0,0,marcus-smith-4
Diivory Edgecomb,2005-09-08,2,Florida Atlantic,,Oklahoma State,L,1,21,21.0,0,diivory-edgecomb-1
Willie Hughley,2005-09-08,2,Florida Atlantic,,Oklahoma State,L,2,39,19.5,0,willie-hughley-1
Daniel McLemore,2005-09-08,2,Oklahoma State,@,Florida Atlantic,W,2,67,33.5,0,daniel-mclemore-1
McKinson Souverain,2005-09-08,2,Florida Atlantic,,Oklahoma State,L,1,15,15.0,0,mckinson-souverain-1
Lorenzo Bursey Jr.,2005-09-09,2,Washington State,@,Nevada,W,3,68,22.7,0,lorenzo-bursey-jr-1
Dion Byrum,2005-09-09,2,Ohio,,Pittsburgh,W,2,43,21.5,0,dion-byrum-1
Jed Collins,2005-09-09,2,Washington State,@,Nevada,W,1,12,12.0,0,jed-collins-1
Robert Hubbard,2005-09-09,1,Nevada,,Washington State,L,1,21,21.0,0,robert-hubbard-1
Brandon Mason,2005-09-09,2,Pittsburgh,@,Ohio,L,1,9,9.0,0,brandon-mason-1
LaRod Stephens-Howling,2005-09-09,2,Pittsburgh,@,Ohio,L,1,95,95.0,1,larod-stephens-howling-1
Deangelo Wilson,2005-09-09,1,Nevada,,Washington State,L,4,69,17.3,0,deangelo-wilson-1
Michael Adams,2005-09-10,2,Louisiana,@,Eastern Michigan,L,2,17,8.5,0,michael-adams-3
Justin Amaral,2005-09-10,2,San Diego State,@,Air Force,L,1,5,5.0,0,justin-amaral-1
Sanchez Anderson,2005-09-10,2,Florida International,@,Texas Tech,L,1,12,12.0,0,sanchez-anderson-1
Willie Andrews,2005-09-10,2,Baylor,,Samford,W,1,27,27.0,0,willie-andrews-1
Chris Barclay,2005-09-10,2,Wake Forest,@,Nebraska,L,5,66,13.2,0,chris-barclay-1
Dan Bates,2005-09-10,2,Brigham Young,,Eastern Illinois,W,1,2,2.0,0,dan-bates-1
Lance Bennett,2005-09-10,2,Indiana,,Nicholls State,W,2,65,32.5,0,lance-bennett-1
Michael Billops,2005-09-10,2,Temple,@,Wisconsin,L,6,117,19.5,0,michael-billops-1
Will Blackmon,2005-09-10,2,Boston College,,Army,W,1,16,16.0,0,will-blackmon-1
Steve Breaston,2005-09-10,2,Michigan,,Notre Dame,L,2,30,15.0,0,steve-breaston-1
Curtis Brinkley,2005-09-10,2,Syracuse,,Buffalo,W,1,18,18.0,0,curtis-brinkley-1
John Broussard,2005-09-10,2,San Jose State,@,Illinois,L,4,61,15.3,0,john-broussard-1
Quinton Broussard,2005-09-10,2,Toledo,,Western Michigan,W,1,22,22.0,0,quinton-broussard-1
Andiel Brown,2005-09-10,2,Oregon,,Montana,W,1,53,53.0,0,andiel-brown-1
Tarell Brown,2005-09-10,2,Texas,@,Ohio State,W,3,56,18.7,0,tarell-brown-1
Dorien Bryant,2005-09-10,1,Purdue,,Akron,W,2,41,20.5,0,dorien-bryant-1
Keenan Burton,2005-09-10,2,Kentucky,,Idaho State,W,2,116,58.0,0,keenan-burton-1
Andre Caldwell,2005-09-10,2,Florida,,Louisiana Tech,W,2,56,28.0,0,andre-caldwell-1
Reggie Campbell,2005-09-10,2,Navy,,Stanford,L,3,41,13.7,0,reggie-campbell-1
Donnie Carter,2005-09-10,2,Florida State,,Citadel,W,1,7,7.0,0,donnie-carter-1
Nick Cavallo,2005-09-10,1,Purdue,,Akron,W,1,25,25.0,0,nick-cavallo-1
Jason Chery,2005-09-10,2,Louisiana,@,Eastern Michigan,L,2,22,11.0,0,jason-chery-1
Cole Clasen,2005-09-10,2,Boise State,@,Oregon State,L,1,12,12.0,0,cole-clasen-1
Daniel Coats,2005-09-10,2,Brigham Young,,Eastern Illinois,W,1,18,18.0,0,daniel-coats-1
Patrick Cobbs,2005-09-10,1,North Texas,@,Middle Tennessee State,W,2,56,28.0,0,patrick-cobbs-1
Duane Coleman,2005-09-10,2,Clemson,@,Maryland,W,3,55,18.3,0,duane-coleman-1
Omar Conteh,2005-09-10,2,Northwestern,,Northern Illinois,W,1,5,5.0,0,omar-conteh-1
Mike Daniels,2005-09-10,2,Cincinnati,@,Penn State,L,1,14,14.0,0,mike-daniels-1
Larry Davenport,2005-09-10,2,Louisiana-Monroe,@,Wyoming,L,1,9,9.0,0,larry-davenport-1
Chris Davis,2005-09-10,2,Duke,,Virginia Tech,L,3,70,23.3,0,chris-davis-1
Draak Davis,2005-09-10,2,Kentucky,,Idaho State,W,2,72,36.0,0,draak-davis-1
Richard Davis,2005-09-10,2,Toledo,,Western Michigan,W,2,46,23.0,0,richard-davis-1
Vernon Davis,2005-09-10,2,Maryland,,Clemson,L,1,31,31.0,0,vernon-davis-1
Dave Dawson,2005-09-10,2,Buffalo,@,Syracuse,L,1,52,52.0,0,dave-dawson-1
Trinity Dawson,2005-09-10,2,Toledo,,Western Michigan,W,1,20,20.0,0,trinity-dawson-1
Davin Dennis,2005-09-10,2,Kansas State,@,Marshall,W,1,12,12.0,0,davin-dennis-1
Mike Dowling,2005-09-10,2,Duke,,Virginia Tech,L,1,6,6.0,0,mike-dowling-1
Andray Downs,2005-09-10,1,Rice,@,UCLA,L,2,43,21.5,0,andray-downs-1
Jon Drager,2005-09-10,2,Kent State,,Southeast Missouri State,W,2,40,20.0,0,jon-drager-1
Norris Drinkard,2005-09-10,2,Alabama-Birmingham,@,Troy,W,2,44,22.0,0,norris-drinkard-1
Derek Dubois,2005-09-10,2,New Mexico State,@,Colorado,L,1,14,14.0,0,derek-dubois-1
Julius Eppinger,2005-09-10,2,Florida International,@,Texas Tech,L,2,32,16.0,0,julius-eppinger-1
John Eubanks,2005-09-10,1,Southern Mississippi,@,Alabama,L,3,55,18.3,0,john-eubanks-1
Markis Facyson,2005-09-10,2,Rutgers,,Villanova,W,1,14,14.0,0,markis-facyson-1
Yamon Figurs,2005-09-10,2,Kansas State,@,Marshall,W,1,11,11.0,0,yamon-figurs-1
Justin Forsett,2005-09-10,2,California,@,Washington,W,2,43,21.5,0,justin-forsett-1
Willie Foster,2005-09-10,2,Rutgers,,Villanova,W,1,93,93.0,1,willie-foster-1
Michael Franklin,2005-09-10,2,San Diego State,@,Air Force,L,2,34,17.0,0,michael-franklin-1
C.J. Gaddis,2005-09-10,2,Clemson,@,Maryland,W,2,27,13.5,0,cj-gaddis-1
Trestin George,2005-09-10,2,San Jose State,@,Illinois,L,2,110,55.0,1,trestin-george-1
Adrian Ghent,2005-09-10,2,Troy,,Alabama-Birmingham,L,1,15,15.0,0,adrian-ghent-1
Ted Ginn Jr.,2005-09-10,2,Ohio State,,Texas,L,3,82,27.3,0,ted-ginn-jr-1
