Player,Date,G,School,Loc,Opponent,WL,XP Made,XP Att,XP %,FG Made,FG Att,FG %,Pts,unique_id
Jeff Carr,2003-08-23,1,San Jose State,,Grambling State,W,2,2,100.0,3,4,75.0,11,jeff-carr-1
Joe Rheem,2003-08-23,1,Kansas State,,California,W,4,4,100.0,2,2,100.0,10,joe-rheem-1
Steve Azar,2003-08-28,1,Northern Illinois,,Maryland,W,2,2,100.0,2,3,66.7,8,steve-azar-1
Bryan Borreson,2003-08-28,1,Utah,,Utah State,W,4,5,80.0,2,2,100.0,10,bryan-borreson-1
Dan Burnett,2003-08-28,1,Georgia Tech,@,Brigham Young,L,1,1,100.0,2,2,100.0,7,dan-burnett-1
Greg Dimarino,2003-08-28,1,Ohio,,Southeast Missouri State,W,2,2,100.0,1,1,100.0,5,greg-dimarino-1
Justin Hamblin,2003-08-28,1,Utah State,@,Utah,L,1,1,100.0,1,1,100.0,4,justin-hamblin-1
Brian Jackson,2003-08-28,1,Ball State,,Indiana State,W,0,0,,1,1,100.0,3,brian-jackson-2
Brian Kelly,2003-08-28,1,Middle Tennessee State,,Florida Atlantic,L,1,2,50.0,2,2,100.0,7,brian-kelly-1
Mike Langford,2003-08-28,1,Ball State,,Indiana State,W,1,2,50.0,3,4,75.0,10,mike-langford-1
Travis Mayle,2003-08-28,1,Kent State,@,Akron,W,5,5,100.0,2,2,100.0,11,travis-mayle-1
Nick Novak,2003-08-28,1,Maryland,@,Northern Illinois,L,1,1,100.0,2,2,100.0,7,nick-novak-1
Matt Payne,2003-08-28,1,Brigham Young,,Georgia Tech,W,3,3,100.0,1,2,50.0,6,matt-payne-1
Jon Peattie,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,5,5,100.0,2,3,66.7,11,jon-peattie-1
Josh Scobee,2003-08-28,1,Louisiana Tech,,Miami (FL),L,0,0,,3,3,100.0,9,josh-scobee-1
Shaun Suisham,2003-08-28,1,Bowling Green State,,Eastern Kentucky,W,9,9,100.0,0,1,0.0,9,shaun-suisham-1
Billy Sullivan,2003-08-28,1,Akron,,Kent State,L,5,5,100.0,1,1,100.0,8,billy-sullivan-1
Kirk Yliniemi,2003-08-28,1,Oregon State,,Sacramento State,W,4,5,80.0,2,2,100.0,10,kirk-yliniemi-1
Jason Robbins,2003-08-29,1,Toledo,@,Nevada-Las Vegas,L,0,1,0.0,0,1,0.0,0,jason-robbins-1
Justin Ayat,2003-08-30,1,Hawaii,,Appalachian State,W,4,5,80.0,2,2,100.0,10,justin-ayat-1
Jeff Babcock,2003-08-30,1,Colorado State,N,Colorado,L,5,5,100.0,0,2,0.0,5,jeff-babcock-1
Michael Baker,2003-08-30,1,Buffalo,@,Rutgers,L,1,1,100.0,1,2,50.0,4,michael-baker-1
Aaron Barret,2003-08-30,1,New Mexico,,Texas State,W,1,1,100.0,1,1,100.0,4,aaron-barret-1
Nick Bazaldua,2003-08-30,1,North Texas,@,Oklahoma,L,0,0,,1,1,100.0,3,nick-bazaldua-1
Johnny Beck,2003-08-30,1,Kansas,,Northwestern,L,2,3,66.7,0,1,0.0,2,johnny-beck-1
Xavier Beitia,2003-08-30,1,Florida State,@,North Carolina,W,4,5,80.0,1,2,50.0,7,xavier-beitia-1
Dustin Bell,2003-08-30,1,Houston,,Rice,W,6,6,100.0,2,3,66.7,12,dustin-bell-1
Adam Benike,2003-08-30,1,Iowa State,,Northern Iowa,W,2,2,100.0,1,1,100.0,5,adam-benike-1
Billy Bennett,2003-08-30,1,Georgia,@,Clemson,W,3,3,100.0,3,3,100.0,12,billy-bennett-1
Geoffrey Blumenfeld,2003-08-30,1,Navy,,Virginia Military Institute,W,4,5,80.0,1,2,50.0,7,geoffrey-blumenfeld-1
Brian Bostick,2003-08-30,1,Alabama,,South Florida,W,4,5,80.0,2,3,66.7,10,brian-bostick-1
Josh Brown,2003-08-30,1,South Carolina,,Louisiana,W,2,2,100.0,0,2,0.0,2,josh-brown-3
Scott Campbell,2003-08-30,1,Wisconsin,@,West Virginia,W,3,3,100.0,1,3,33.3,6,scott-campbell-1
Jeff Carr,2003-08-30,2,San Jose State,@,Florida,L,0,0,,1,1,100.0,3,jeff-carr-1
Sean Comiskey,2003-08-30,1,Louisiana,@,South Carolina,L,1,1,100.0,0,1,0.0,1,sean-comiskey-1
Brad Cooper,2003-08-30,1,West Virginia,,Wisconsin,L,2,2,100.0,1,1,100.0,5,brad-cooper-1
Michael Cortese,2003-08-30,1,Rutgers,,Buffalo,W,0,0,,0,1,0.0,0,michael-cortese-1
Jared Davis,2003-08-30,1,Temple,@,Penn State,L,1,1,100.0,1,3,33.3,4,jared-davis-1
Sandro Deangelis,2003-08-30,1,Nebraska,,Oklahoma State,W,2,2,100.0,1,3,33.3,5,sandro-deangelis-1
Brad Devault,2003-08-30,1,Tulsa,@,Minnesota,L,1,1,100.0,1,2,50.0,4,brad-devault-1
Trey Dicarlo,2003-08-30,1,Oklahoma,,North Texas,W,4,4,100.0,3,3,100.0,13,trey-dicarlo-1
Drew Dunning,2003-08-30,1,Washington State,N,Idaho,W,1,1,100.0,4,4,100.0,13,drew-dunning-1
Tolga Ertugrul,2003-08-30,1,Vanderbilt,,Mississippi,L,3,3,100.0,0,1,0.0,3,tolga-ertugrul-1
