Player,Date,G,School,Loc,Opponent,WL,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Rudy Burgess,2005-09-01,1,Arizona State,,Temple,W,10,60,6.0,1,rudy-burgess-1
Terry Caulley,2005-09-01,1,Connecticut,,Buffalo,W,14,100,7.1,1,terry-caulley-1
Kellen Clemens,2005-09-01,1,Oregon,@,Houston,W,12,72,6.0,0,kellen-clemens-1
Clint Cochran,2005-09-01,1,Toledo,,Western Illinois,W,1,3,3.0,0,clint-cochran-1
Cameron Colvin,2005-09-01,1,Oregon,@,Houston,W,3,3,1.0,0,cameron-colvin-1
Tim Conner,2005-09-01,1,Eastern Michigan,@,Cincinnati,L,11,48,4.4,2,tim-conner-1
Bryan Cupito,2005-09-01,1,Minnesota,@,Tulsa,W,3,-17,-5.7,0,bryan-cupito-1
Jay Cutler,2005-09-01,1,Vanderbilt,@,Wake Forest,W,10,89,8.9,0,jay-cutler-1
Mike Daniels,2005-09-01,1,Cincinnati,,Eastern Michigan,W,10,50,5.0,0,mike-daniels-1
Larry Davenport,2005-09-01,1,Louisiana-Monroe,,Northwestern State,L,1,-1,-1.0,0,larry-davenport-1
Ashlan Davis,2005-09-01,1,Tulsa,,Minnesota,L,2,7,3.5,0,ashlan-davis-1
Mike Davis,2005-09-01,1,South Carolina,,Central Florida,W,11,14,1.3,0,mike-davis-1
Richard Davis,2005-09-01,1,Toledo,,Western Illinois,W,13,111,8.5,1,richard-davis-1
Calvin Dawson,2005-09-01,1,Louisiana-Monroe,,Northwestern State,L,7,60,8.6,1,calvin-dawson-1
Trinity Dawson,2005-09-01,1,Toledo,,Western Illinois,W,9,44,4.9,0,trinity-dawson-1
Mason Denham,2005-09-01,1,Louisiana-Monroe,,Northwestern State,L,2,12,6.0,0,mason-denham-1
Dennis Dixon,2005-09-01,1,Oregon,@,Houston,W,4,23,5.8,1,dennis-dixon-1
Anthony Evans,2005-09-01,1,Houston,,Oregon,L,3,10,3.3,1,anthony-evans-1
Umar Ferguson,2005-09-01,1,Temple,@,Arizona State,L,16,42,2.6,0,umar-ferguson-1
Tracy Ford,2005-09-01,1,Idaho,@,Washington State,L,2,15,7.5,0,tracy-ford-1
Ryan Gilbert,2005-09-01,1,Houston,,Oregon,L,4,8,2.0,0,ryan-gilbert-1
Bradley Glatthaar,2005-09-01,1,Cincinnati,,Eastern Michigan,W,14,75,5.4,1,bradley-glatthaar-1
Bruce Gradkowski,2005-09-01,1,Toledo,,Western Illinois,W,3,15,5.0,1,bruce-gradkowski-1
Dustin Grutza,2005-09-01,1,Cincinnati,,Eastern Michigan,W,7,49,7.0,1,dustin-grutza-1
Michael Harrington,2005-09-01,1,Idaho,@,Washington State,L,1,-4,-4.0,0,michael-harrington-1
Dwayne Harrison,2005-09-01,1,Eastern Michigan,@,Cincinnati,L,4,24,6.0,0,dwayne-harrison-1
Jerome Harrison,2005-09-01,1,Washington State,,Idaho,W,24,165,6.9,2,jerome-harrison-1
Andrew Hawkins,2005-09-01,1,Toledo,,Western Illinois,W,1,-2,-2.0,0,andrew-hawkins-1
Antonio Heffner,2005-09-01,1,South Carolina,,Central Florida,W,4,7,1.8,0,antonio-heffner-1
D.J. Hernandez,2005-09-01,1,Connecticut,,Buffalo,W,5,30,6.0,0,dj-hernandez-1
Keegan Herring,2005-09-01,1,Arizona State,,Temple,W,12,134,11.2,1,keegan-herring-1
Randy Hill,2005-09-01,1,Arizona State,,Temple,W,3,10,3.3,0,randy-hill-1
Erroll Hogan,2005-09-01,1,Louisiana-Monroe,,Northwestern State,L,1,3,3.0,0,erroll-hogan-1
Cauvey Jackson,2005-09-01,1,Tulsa,,Minnesota,L,7,17,2.4,0,cauvey-jackson-1
Terrell Jackson,2005-09-01,1,Oregon,@,Houston,W,3,26,8.7,0,terrell-jackson-1
Cassen Jackson-Garrison,2005-09-01,1,Vanderbilt,@,Wake Forest,W,7,10,1.4,0,cassen-jackson-garrison-1
Jeff Jennings,2005-09-01,1,Vanderbilt,@,Wake Forest,W,8,43,5.4,2,jeff-jennings-1
David Johnson,2005-09-01,1,Tulsa,,Minnesota,L,3,10,3.3,0,david-johnson-3
Doug Jones,2005-09-01,1,Cincinnati,,Eastern Michigan,W,3,7,2.3,0,doug-jones-1
Preston Jones,2005-09-01,1,Arizona State,,Temple,W,10,73,7.3,1,preston-jones-1
Tyler Jones,2005-09-01,1,Eastern Michigan,@,Cincinnati,L,1,2,2.0,0,tyler-jones-1
Steven Jyles,2005-09-01,1,Louisiana-Monroe,,Northwestern State,L,20,51,2.6,0,steven-jyles-1
Sam Keller,2005-09-01,1,Arizona State,,Temple,W,1,-8,-8.0,0,sam-keller-1
Steven King,2005-09-01,1,Buffalo,@,Connecticut,L,11,56,5.1,0,steven-king-1
Kevin Kolb,2005-09-01,1,Houston,,Oregon,L,7,15,2.1,0,kevin-kolb-1
Kinsmon Lancaster,2005-09-01,1,Louisiana-Monroe,,Northwestern State,L,3,3,1.0,0,kinsmon-lancaster-1
Rolly Lumbala,2005-09-01,1,Idaho,@,Washington State,L,10,35,3.5,0,rolly-lumbala-1
Laurence Maroney,2005-09-01,1,Minnesota,@,Tulsa,W,21,203,9.7,2,laurence-maroney-1
Vincent Marshall,2005-09-01,1,Houston,,Oregon,L,2,31,15.5,0,vincent-marshall-1
Ben Mauk,2005-09-01,1,Wake Forest,,Vanderbilt,L,13,15,1.2,1,ben-mauk-1
Mike McGann,2005-09-01,1,Temple,@,Arizona State,L,5,8,1.6,0,mike-mcgann-1
Blake Mitchell,2005-09-01,1,South Carolina,,Central Florida,W,6,-6,-1.0,0,blake-mitchell-1
Steven Moffett,2005-09-01,1,Central Florida,@,South Carolina,L,13,-12,-0.9,0,steven-moffett-1
Greg Moore,2005-09-01,1,Cincinnati,,Eastern Michigan,W,7,50,7.1,0,greg-moore-1
Bernard Morris,2005-09-01,1,Marshall,,William & Mary,W,7,23,3.3,0,bernard-morris-1
Matt Morris,2005-09-01,1,Marshall,,William & Mary,W,1,6,6.0,0,matt-morris-1
Syvelle Newton,2005-09-01,1,South Carolina,,Central Florida,W,1,20,20.0,0,syvelle-newton-1
Chris Nickson,2005-09-01,1,Vanderbilt,@,Wake Forest,W,2,4,2.0,0,chris-nickson-1
Tony Paoli,2005-09-01,1,Buffalo,@,Connecticut,L,1,1,1.0,0,tony-paoli-1
Jalen Parmele,2005-09-01,1,Toledo,,Western Illinois,W,2,4,2.0,0,jalen-parmele-1
Uril Parrish,2005-09-01,1,Tulsa,,Minnesota,L,12,84,7.0,0,uril-parrish-1
Jared Patterson,2005-09-01,1,Buffalo,@,Connecticut,L,9,39,4.3,0,jared-patterson-1
Kevin Payne,2005-09-01,1,Louisiana-Monroe,,Northwestern State,L,2,0,0.0,0,kevin-payne-1
Jason Peters,2005-09-01,1,Central Florida,@,South Carolina,L,13,41,3.2,0,jason-peters-1
Amir Pinnix,2005-09-01,1,Minnesota,@,Tulsa,W,11,46,4.2,0,amir-pinnix-1
Gary Russell,2005-09-01,1,Minnesota,@,Tulsa,W,6,67,11.2,2,gary-russell-1
Stewart Sampsel,2005-09-01,1,Buffalo,@,Connecticut,L,7,-31,-4.4,0,stewart-sampsel-1
Antone Saulsberry,2005-09-01,1,Arizona State,,Temple,W,8,31,3.9,1,antone-saulsberry-1
Antwaun Sherman,2005-09-01,1,Idaho,@,Washington State,L,1,-2,-2.0,0,antwaun-sherman-1
Chubb Small,2005-09-01,1,Marshall,,William & Mary,W,5,9,1.8,0,chubb-small-1
Daniel Smith,2005-09-01,1,Idaho,@,Washington State,L,1,-3,-3.0,0,daniel-smith-1
Kevin Smith,2005-09-01,1,Central Florida,@,South Carolina,L,13,47,3.6,0,kevin-smith-1
Paul Smith,2005-09-01,1,Tulsa,,Minnesota,L,4,-10,-2.5,0,paul-smith-2
Jonathan Stewart,2005-09-01,1,Oregon,@,Houston,W,5,47,9.4,0,jonathan-stewart-1
Harold Taylor,2005-09-01,1,Houston,,Oregon,L,2,0,0.0,0,harold-taylor-1
Justin Valentine,2005-09-01,1,Minnesota,@,Tulsa,W,2,8,4.0,0,justin-valentine-1
Pierre Walker,2005-09-01,1,Eastern Michigan,@,Cincinnati,L,3,7,2.3,0,pierre-walker-1
Bobby Wallace,2005-09-01,1,South Carolina,,Central Florida,W,5,5,1.0,0,bobby-wallace-1
Jakari Wallace,2005-09-01,1,Minnesota,@,Tulsa,W,1,-6,-6.0,0,jakari-wallace-1
Terrence Whitehead,2005-09-01,1,Oregon,@,Houston,W,8,31,3.9,0,terrence-whitehead-1
Steven Wichman,2005-09-01,1,Idaho,@,Washington State,L,2,-12,-6.0,0,steven-wichman-1
Dontavius Wilcox,2005-09-01,1,Central Florida,@,South Carolina,L,2,7,3.5,0,dontavius-wilcox-1
Demetrius Williams,2005-09-01,1,Oregon,@,Houston,W,1,4,4.0,0,demetrius-williams-1
Jason Williams,2005-09-01,1,Connecticut,,Buffalo,W,1,28,28.0,0,jason-williams-1
Demaundray Woolridge,2005-09-01,1,Washington State,,Idaho,W,4,17,4.3,0,demaundray-woolridge-1
Adam Austin,2005-09-02,1,Arizona,@,Utah,L,2,-15,-7.5,0,adam-austin-1
Mike Bell,2005-09-02,1,Arizona,@,Utah,L,18,99,5.5,0,mike-bell-1
Brent Casteel,2005-09-02,1,Utah,,Arizona,W,4,74,18.5,1,brent-casteel-1
Quinton Ganther,2005-09-02,1,Utah,,Arizona,W,24,127,5.3,0,quinton-ganther-1
Justin Harper,2005-09-02,1,Central Michigan,,Indiana,L,1,3,3.0,0,justin-harper-1
Gilbert Harris,2005-09-02,1,Arizona,@,Utah,L,4,3,0.8,1,gilbert-harris-1
Jemmy Jasmin,2005-09-02,1,Central Michigan,,Indiana,L,2,24,12.0,0,jemmy-jasmin-1
Brian Johnson,2005-09-02,1,Utah,,Arizona,W,5,18,3.6,0,brian-johnson-2
Richard Kovalcheck,2005-09-02,1,Arizona,@,Utah,L,3,23,7.7,0,richard-kovalcheck-1
Spencer Lewis,2005-09-02,1,Central Michigan,,Indiana,L,7,6,0.9,0,spencer-lewis-1
Darrell Mack,2005-09-02,1,Utah,,Arizona,W,2,9,4.5,0,darrell-mack-1
Blake Powers,2005-09-02,1,Indiana,@,Central Michigan,W,6,-26,-4.3,0,blake-powers-1
Kent Smith,2005-09-02,1,Central Michigan,,Indiana,L,8,-14,-1.8,0,kent-smith-1
Ontario Sneed,2005-09-02,1,Central Michigan,,Indiana,L,14,148,10.6,1,ontario-sneed-1
Syndric Steptoe,2005-09-02,1,Arizona,@,Utah,L,1,2,2.0,0,syndric-steptoe-1
Fano Tagovailoa,2005-09-02,1,Utah,,Arizona,W,1,0,0.0,0,fano-tagovailoa-1
Chris Taylor,2005-09-02,1,Indiana,@,Central Michigan,W,17,30,1.8,0,chris-taylor-1
Mike Thomas,2005-09-02,1,Arizona,@,Utah,L,1,2,2.0,0,mike-thomas-9
Justin Walker,2005-09-02,1,Utah,,Arizona,W,1,-1,-1.0,0,justin-walker-1
Yamar Washington,2005-09-02,1,Indiana,@,Central Michigan,W,20,108,5.4,0,yamar-washington-1
Deon Adams,2005-09-03,1,Duke,@,East Carolina,L,1,22,22.0,0,deon-adams-1
Chris Alexander,2005-09-03,1,Texas A&M,@,Clemson,L,3,43,14.3,0,chris-alexander-1
Muammar Ali,2005-09-03,1,New Mexico State,,Texas-El Paso,L,7,22,3.1,0,muammar-ali-1
Derek Ambrose,2005-09-03,1,Mississippi State,,Murray State,W,9,49,5.4,0,derek-ambrose-1
Cory Anderson,2005-09-03,1,Tennessee,,Alabama-Birmingham,W,1,0,0.0,0,cory-anderson-1
Matt Austin,2005-09-03,1,Texas-El Paso,@,New Mexico State,W,10,44,4.4,0,matt-austin-1
Joe Ayoob,2005-09-03,1,California,,Sacramento State,W,1,1,1.0,0,joe-ayoob-1
Jerry Babb,2005-09-03,1,Louisiana,@,Texas,L,3,-5,-1.7,0,jerry-babb-1
Ryan Babb,2005-09-03,1,Troy,,Cal Poly,W,2,20,10.0,0,ryan-babb-1
C.J. Bacher,2005-09-03,1,Northwestern,,Ohio,W,2,14,7.0,0,cj-bacher-1
Lance Ball,2005-09-03,1,Maryland,N,Navy,W,5,39,7.8,0,lance-ball-1
Reggie Ball,2005-09-03,1,Georgia Tech,@,Auburn,W,9,18,2.0,0,reggie-ball-1
Scott Ballew,2005-09-03,1,Texas,,Louisiana,W,3,14,4.7,0,scott-ballew-1
Adam Barmann,2005-09-03,1,Kansas,,Florida Atlantic,W,5,19,3.8,1,adam-barmann-1
Brett Basanez,2005-09-03,1,Northwestern,,Ohio,W,8,13,1.6,1,brett-basanez-1
John Beck,2005-09-03,1,Brigham Young,,Boston College,L,6,-19,-3.2,0,john-beck-1
Kahlil Bell,2005-09-03,1,UCLA,@,San Diego State,W,6,17,2.8,0,kahlil-bell-1
Kyle Bell,2005-09-03,1,Colorado State,@,Colorado,L,14,66,4.7,0,kyle-bell-1
Shawn Bell,2005-09-03,1,Baylor,@,Southern Methodist,W,2,-7,-3.5,0,shawn-bell-1
Yvenson Bernard,2005-09-03,1,Oregon State,,Portland State,W,14,56,4.0,1,yvenson-bernard-1
Matt Bernstein,2005-09-03,1,Wisconsin,,Bowling Green State,W,4,15,3.8,1,matt-bernstein-1
Josh Betts,2005-09-03,1,Miami (OH),@,Ohio State,L,8,-28,-3.5,0,josh-betts-1
Rhett Bomar,2005-09-03,1,Oklahoma,,Texas Christian,L,2,13,6.5,0,rhett-bomar-1
Mark Bonds,2005-09-03,1,Western Michigan,@,Virginia,L,30,119,4.0,0,mark-bonds-1
John David Booty,2005-09-03,1,Southern California,@,Hawaii,W,1,-3,-3.0,0,john-david-booty-1
Brandon Bornes,2005-09-03,1,San Diego State,,UCLA,L,4,21,5.3,0,brandon-bornes-1
Larry Bostic,2005-09-03,1,Ball State,@,Iowa,L,7,17,2.4,0,larry-bostic-1
Jovon Bouknight,2005-09-03,1,Wyoming,@,Florida,L,1,31,31.0,0,jovon-bouknight-1
Justin Boyle,2005-09-03,1,Duke,@,East Carolina,L,19,53,2.8,2,justin-boyle-1
Chad Bozzo,2005-09-03,1,San Jose State,,Eastern Washington,W,1,6,6.0,0,chad-bozzo-1
Alijah Bradley,2005-09-03,1,Michigan,,Northern Illinois,W,2,14,7.0,0,alijah-bradley-1
Corey Bramlet,2005-09-03,1,Wyoming,@,Florida,L,6,-12,-2.0,1,corey-bramlet-1
Tim Brasic,2005-09-03,1,Illinois,,Rutgers,W,18,77,4.3,0,tim-brasic-1
Steve Breaston,2005-09-03,1,Michigan,,Northern Illinois,W,1,7,7.0,0,steve-breaston-1
Brandon Breazell,2005-09-03,1,UCLA,@,San Diego State,W,1,25,25.0,0,brandon-breazell-1
Colt Brennan,2005-09-03,1,Hawaii,,Southern California,L,6,-9,-1.5,0,colt-brennan-1
John Broussard,2005-09-03,1,San Jose State,,Eastern Washington,W,1,4,4.0,0,john-broussard-1
Curtis Brown,2005-09-03,1,Brigham Young,,Boston College,L,8,33,4.1,0,curtis-brown-3
Jon Brown,2005-09-03,1,Kent State,@,Michigan State,L,1,-11,-11.0,0,jon-brown-1
Thomas Brown,2005-09-03,1,Georgia,,Boise State,W,8,42,5.3,0,thomas-brown-1
Kyle Browning,2005-09-03,1,Clemson,,Texas A&M,W,7,20,2.9,0,kyle-browning-1
Tyson Browning,2005-09-03,1,Georgia,,Boise State,W,4,5,1.3,0,tyson-browning-1
Sam Brownlee,2005-09-03,1,Iowa,,Ball State,W,6,24,4.0,2,sam-brownlee-1
Chris Burgett,2005-09-03,1,Georgia,,Boise State,W,1,2,2.0,0,chris-burgett-1
Dan Burks,2005-09-03,1,Alabama-Birmingham,@,Tennessee,L,6,12,2.0,0,dan-burks-1
Tom Busch,2005-09-03,1,Iowa,,Ball State,W,1,5,5.0,0,tom-busch-1
Reggie Bush,2005-09-03,1,Southern California,@,Hawaii,W,12,86,7.2,2,reggie-bush-1
Andre Caldwell,2005-09-03,1,Florida,,Wyoming,W,3,20,6.7,0,andre-caldwell-1
Brian Calhoun,2005-09-03,1,Wisconsin,,Bowling Green State,W,43,258,6.0,5,brian-calhoun-1
Jimmy Calhoun,2005-09-03,1,Miami (OH),@,Ohio State,L,6,14,2.3,1,jimmy-calhoun-1
Andre Callender,2005-09-03,1,Boston College,@,Brigham Young,W,9,47,5.2,0,andre-callender-1
J.T. Callier,2005-09-03,1,San Jose State,,Eastern Washington,W,6,28,4.7,0,jt-callier-1
Reggie Campbell,2005-09-03,1,Navy,N,Maryland,L,3,25,8.3,0,reggie-campbell-1
Shaun Carney,2005-09-03,1,Air Force,@,Washington,W,20,69,3.5,1,shaun-carney-1
Jeff Carpenter,2005-09-03,1,Boise State,@,Georgia,L,3,17,5.7,0,jeff-carpenter-1
Antwaun Carter,2005-09-03,1,Boise State,@,Georgia,L,7,47,6.7,1,antwaun-carter-1
Jason Carter,2005-09-03,1,Texas A&M,@,Clemson,L,4,27,6.8,0,jason-carter-2
Tim Castille,2005-09-03,1,Alabama,,Middle Tennessee State,W,5,7,1.4,2,tim-castille-1
Kenny Cattouse,2005-09-03,1,Troy,,Cal Poly,W,10,23,2.3,1,kenny-cattouse-1
Jehuu Caulcrick,2005-09-03,1,Michigan State,,Kent State,W,14,140,10.0,3,jehuu-caulcrick-1
Trey Chaney,2005-09-03,1,Alabama-Birmingham,@,Tennessee,L,2,-2,-1.0,0,trey-chaney-1
Hugh Charles,2005-09-03,1,Colorado,,Colorado State,W,15,101,6.7,2,hugh-charles-1
Jamaal Charles,2005-09-03,1,Texas,,Louisiana,W,14,135,9.6,1,jamaal-charles-1
Tashard Choice,2005-09-03,1,Georgia Tech,@,Auburn,W,4,15,3.8,0,tashard-choice-1
Cole Clasen,2005-09-03,1,Boise State,@,Georgia,L,1,2,2.0,0,cole-clasen-1
Rick Clausen,2005-09-03,1,Tennessee,,Alabama-Birmingham,W,2,4,2.0,0,rick-clausen-1
Thomas Clayton,2005-09-03,1,Kansas State,,Florida International,W,17,177,10.4,2,thomas-clayton-1
Glen Coffee,2005-09-03,1,Alabama,,Middle Tennessee State,W,7,11,1.6,0,glen-coffee-1
Duane Coleman,2005-09-03,1,Clemson,,Texas A&M,W,10,21,2.1,0,duane-coleman-1
Omarr Conner,2005-09-03,1,Mississippi State,,Murray State,W,3,21,7.0,0,omarr-conner-1
Omar Conteh,2005-09-03,1,Northwestern,,Ohio,W,5,21,4.2,0,omar-conteh-1
Jon Cornish,2005-09-03,1,Kansas,,Florida Atlantic,W,4,45,11.3,1,jon-cornish-1
Brandon Cox,2005-09-03,1,Auburn,,Georgia Tech,L,4,-35,-8.8,0,brandon-cox-1
Julius Crosslin,2005-09-03,1,Oklahoma State,,Montana State,W,12,49,4.1,0,julius-crosslin-1
Brodie Croyle,2005-09-03,1,Alabama,,Middle Tennessee State,W,1,2,2.0,0,brodie-croyle-1
Orlando Cruz,2005-09-03,1,Texas-El Paso,@,New Mexico State,W,2,-8,-4.0,0,orlando-cruz-1
Chase Daniel,2005-09-03,1,Missouri,,Arkansas State,W,6,22,3.7,0,chase-daniel-1
P.J. Daniels,2005-09-03,1,Georgia Tech,@,Auburn,W,23,111,4.8,1,pj-daniels-1
Kenneth Darby,2005-09-03,1,Alabama,,Middle Tennessee State,W,17,90,5.3,0,kenneth-darby-1
Cedric Dargan,2005-09-03,1,Duke,@,East Carolina,L,13,49,3.8,0,cedric-dargan-1
Bryson Davis,2005-09-03,1,Mississippi State,,Murray State,W,1,3,3.0,0,bryson-davis-1
James Davis,2005-09-03,1,Clemson,,Texas A&M,W,19,101,5.3,0,james-davis-1
Jason Davis,2005-09-03,1,Illinois,,Rutgers,W,3,14,4.7,0,jason-davis-2
Yonus Davis,2005-09-03,1,San Jose State,,Eastern Washington,W,13,94,7.2,0,yonus-davis-1
Sean Dawkins,2005-09-03,1,Troy,,Cal Poly,W,4,3,0.8,0,sean-dawkins-1
Jovens Degage,2005-09-03,1,Ball State,@,Iowa,L,9,22,2.4,0,jovens-degage-1
Courtney Denson,2005-09-03,1,South Florida,@,Penn State,L,2,2,1.0,0,courtney-denson-1
Michael Desormeaux,2005-09-03,1,Louisiana,@,Texas,L,7,4,0.6,0,michael-desormeaux-1
Kyle Dickerson,2005-09-03,1,Arkansas,,Missouri State,W,3,20,6.7,0,kyle-dickerson-1
Larry Dockery,2005-09-03,1,Troy,,Cal Poly,W,1,0,0.0,0,larry-dockery-1
Paul Dombrowski,2005-09-03,1,New Mexico State,,Texas-El Paso,L,1,8,8.0,0,paul-dombrowski-1
Cedrick Dorsey,2005-09-03,1,Southern Methodist,,Baylor,L,10,28,2.8,0,cedrick-dorsey-1
Maurice Drew,2005-09-03,1,UCLA,@,San Diego State,W,11,114,10.4,2,maurice-drew-1
Norris Drinkard,2005-09-03,1,Alabama-Birmingham,@,Tennessee,L,1,0,0.0,0,norris-drinkard-1
Ronnie Drummer,2005-09-03,1,Duke,@,East Carolina,L,1,18,18.0,0,ronnie-drummer-1
Curt Dukes,2005-09-03,1,Duke,@,East Carolina,L,2,23,11.5,0,curt-dukes-1
Tyler Ebell,2005-09-03,1,Texas-El Paso,@,New Mexico State,W,19,63,3.3,0,tyler-ebell-1
Tony Eckert,2005-09-03,1,Southern Methodist,,Baylor,L,1,-9,-9.0,0,tony-eckert-1
Diivory Edgecomb,2005-09-03,1,Florida Atlantic,@,Kansas,L,8,17,2.1,0,diivory-edgecomb-1
Byron Ellis,2005-09-03,1,Colorado,,Colorado State,W,3,1,0.3,0,byron-ellis-1
Danny Embick,2005-09-03,1,Florida Atlantic,@,Kansas,L,13,16,1.2,0,danny-embick-1
Austen Everson,2005-09-03,1,Ohio,@,Northwestern,L,10,11,1.1,1,austen-everson-1
David Farmer,2005-09-03,1,Hawaii,,Southern California,L,3,16,5.3,0,david-farmer-1
Tyrell Fenroy,2005-09-03,1,Louisiana,@,Texas,L,7,25,3.6,0,tyrell-fenroy-1
Jonathan Fields,2005-09-03,1,Northwestern,,Ohio,W,1,4,4.0,0,jonathan-fields-1
Parrish Fisher,2005-09-03,1,Kansas State,,Florida International,W,14,74,5.3,0,parrish-fisher-1
Adam Fitch,2005-09-03,1,Air Force,@,Washington,W,2,21,10.5,0,adam-fitch-1
Jerry Flowers,2005-09-03,1,Kent State,@,Michigan State,L,1,6,6.0,0,jerry-flowers-1
Justin Forsett,2005-09-03,1,California,,Sacramento State,W,4,12,3.0,0,justin-forsett-1
Arian Foster,2005-09-03,1,Tennessee,,Alabama-Birmingham,W,5,23,4.6,0,arian-foster-1
Brandon Fractious,2005-09-03,1,East Carolina,,Duke,W,3,11,3.7,0,brandon-fractious-1
Nate Fry,2005-09-03,1,Bowling Green State,@,Wisconsin,L,1,16,16.0,0,nate-fry-1
Patrick Fuller,2005-09-03,1,Oregon State,,Portland State,W,3,4,1.3,0,patrick-fuller-1
Royal Gill,2005-09-03,1,New Mexico State,,Texas-El Paso,L,10,-63,-6.3,0,royal-gill-1
Ted Ginn Jr.,2005-09-03,1,Ohio State,,Miami (OH),W,3,11,3.7,0,ted-ginn-jr-1
Terrell Golden,2005-09-03,1,Penn State,,South Florida,W,1,15,15.0,0,terrell-golden-2
Earl Goldsmith,2005-09-03,1,Missouri,,Arkansas State,W,4,25,6.3,0,earl-goldsmith-1
Anthony Gonzalez,2005-09-03,1,Ohio State,,Miami (OH),W,1,8,8.0,0,anthony-gonzalez-1
Adam Gorman,2005-09-03,1,Florida International,@,Kansas State,L,9,18,2.0,1,adam-gorman-1
Kevin Grady,2005-09-03,1,Michigan,,Northern Illinois,W,9,42,4.7,1,kevin-grady-1
Tyler Graunke,2005-09-03,1,Hawaii,,Southern California,L,7,43,6.1,0,tyler-graunke-1
Clark Green,2005-09-03,1,Kansas,,Florida Atlantic,W,20,107,5.4,0,clark-green-1
Gary Green,2005-09-03,1,Kansas,,Florida Atlantic,W,1,1,1.0,0,gary-green-1
Jimmy Green,2005-09-03,1,Colorado State,@,Colorado,L,11,30,2.7,1,jimmy-green-1
Shonn Greene,2005-09-03,1,Iowa,,Ball State,W,18,116,6.4,1,shonn-greene-1
Eugene Gross,2005-09-03,1,Middle Tennessee State,@,Alabama,L,12,37,3.1,0,eugene-gross-1
Al Guidry,2005-09-03,1,San Jose State,,Eastern Washington,W,11,54,4.9,0,al-guidry-1
Tye Gunn,2005-09-03,1,Texas Christian,@,Oklahoma,W,3,2,0.7,0,tye-gunn-1
Jacob Gutierrez,2005-09-03,1,Oklahoma,,Texas Christian,L,1,11,11.0,0,jacob-gutierrez-1
Matt Gutierrez,2005-09-03,1,Michigan,,Northern Illinois,W,1,2,2.0,0,matt-gutierrez-1
Robbie Haas,2005-09-03,1,Western Michigan,@,Virginia,L,6,-20,-3.3,0,robbie-haas-1
Anthony Hackett,2005-09-03,1,Ohio,@,Northwestern,L,1,4,4.0,0,anthony-hackett-1
Darrell Hackney,2005-09-03,1,Alabama-Birmingham,@,Tennessee,L,4,10,2.5,0,darrell-hackney-1
Marques Hagans,2005-09-03,1,Virginia,,Western Michigan,W,7,-11,-1.6,1,marques-hagans-1
Andre Hall,2005-09-03,1,South Florida,@,Penn State,L,22,72,3.3,0,andre-hall-1
Chad Hall,2005-09-03,1,Air Force,@,Washington,W,7,25,3.6,0,chad-hall-1
Matt Hall,2005-09-03,1,Navy,N,Maryland,L,17,68,4.0,2,matt-hall-1
