Player,Date,G,School,Loc,Opponent,WL,Tackle Solo,Tackle Assist,Tackle Tot,Tackle For Loss,Sack,unique_id
Adam Butler,2016-09-01,1,Vanderbilt,,South Carolina,L,1,0,1,1.0,0.0,adam-butler-1
Anthony Butler,2016-09-01,1,UNC Charlotte,@,Louisville,L,1,0,1,0.0,0.0,anthony-butler-2
Kenny Bynum,2016-09-01,1,Tennessee,,Appalachian State,W,1,1,2,0.0,0.0,kenny-bynum-1
Chris Calhoun,2016-09-01,1,Wake Forest,,Tulane,W,3,0,3,0.0,0.0,chris-calhoun-2
Zykiesis Cannon,2016-09-01,1,Louisville,,UNC Charlotte,W,3,2,5,0.0,0.0,zykiesis-cannon-1
Brock Carmen,2016-09-01,1,Utah State,,Weber State,W,4,1,5,1.0,1.0,brock-carmen-1
Luke Carrezola,2016-09-01,1,Connecticut,,Maine,W,0,2,2,0.0,0.0,luke-carrezola-1
Nick Carroll,2016-09-01,1,UNC Charlotte,@,Louisville,L,2,1,3,0.0,0.0,nick-carroll-1
Quinlan Carroll,2016-09-01,1,Tulane,@,Wake Forest,L,1,1,2,0.0,0.0,quinlan-carroll-1
Kimmie Carson,2016-09-01,1,New Mexico,,South Dakota,W,1,3,4,1.0,0.0,kimmie-carson-1
Blake Cashman,2016-09-01,1,Minnesota,,Oregon State,W,2,0,2,0.0,0.0,blake-cashman-1
Jonathan Celestin,2016-09-01,1,Minnesota,,Oregon State,W,6,1,7,0.0,0.0,jonathan-celestin-1
Devin Centers,2016-09-01,1,Utah State,,Weber State,W,2,3,5,0.0,0.0,devin-centers-1
Winslow Chapman,2016-09-01,1,Central Michigan,,Presbyterian,W,4,0,4,0.0,0.0,winslow-chapman-1
Devin Chappell,2016-09-01,1,Oregon State,@,Minnesota,L,5,2,7,1.0,0.0,devin-chappell-1
Marques Cheeks,2016-09-01,1,Florida International,,Indiana,L,2,0,2,0.0,0.0,marques-cheeks-1
Chase Christiansen,2016-09-01,1,Utah State,,Weber State,W,2,3,5,0.0,0.0,chase-christiansen-1
Bradley Chubb,2016-09-01,1,North Carolina State,,William & Mary,W,1,3,4,0.0,0.0,bradley-chubb-1
Carlos Clark,2016-09-01,1,Central Michigan,,Presbyterian,W,1,0,1,1.0,0.0,carlos-clark-1
Niles Clark,2016-09-01,1,North Carolina State,,William & Mary,W,0,2,2,0.5,0.0,niles-clark-1
Steven Claude,2016-09-01,1,Wake Forest,,Tulane,W,0,1,1,0.0,0.0,steven-claude-1
Devin Clegg,2016-09-01,1,UNC Charlotte,@,Louisville,L,0,1,1,0.0,0.0,devin-clegg-1
Hayden Clegg,2016-09-01,1,Utah,,Southern Utah,W,0,1,1,0.0,0.0,hayden-clegg-1
Aikeem Coleman,2016-09-01,1,Idaho,,Montana State,W,3,1,4,1.0,0.0,aikeem-coleman-1
Amari Coleman,2016-09-01,1,Central Michigan,,Presbyterian,W,3,0,3,1.0,0.0,amari-coleman-1
Grant Coleman,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,1,1,2,0.0,0.0,grant-coleman-1
Davison Colimon,2016-09-01,1,Florida International,,Indiana,L,3,1,4,0.0,0.0,davison-colimon-1
Bryan Coney,2016-09-01,1,Connecticut,,Maine,W,0,1,1,0.0,0.0,bryan-coney-1
Jameel Cook Jr.,2016-09-01,1,Indiana,@,Florida International,W,1,1,2,0.0,0.0,jameel-cook-jr-1
Nick Cook,2016-09-01,1,UNC Charlotte,@,Louisville,L,3,4,7,0.0,0.0,nick-cook-1
Marquise Copeland,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,1,4,5,0.5,0.0,marquise-copeland-1
Ford Corbett,2016-09-01,1,Rice,@,Western Kentucky,L,1,0,1,0.0,0.0,ford-corbett-1
Anthony Covington,2016-09-01,1,UNC Charlotte,@,Louisville,L,2,1,3,0.0,0.0,anthony-covington-1
Chris Covington,2016-09-01,1,Indiana,@,Florida International,W,2,1,3,0.0,0.0,chris-covington-1
Dakota Cox,2016-09-01,1,New Mexico,,South Dakota,W,9,15,24,2.0,1.0,dakota-cox-1
Josh Cox,2016-09-01,1,Central Michigan,,Presbyterian,W,3,0,3,0.0,0.0,josh-cox-1
Jonathan Crawford,2016-09-01,1,Indiana,@,Florida International,W,5,2,7,0.0,0.0,jonathan-crawford-1
Xavier Crawford,2016-09-01,1,Oregon State,@,Minnesota,L,8,0,8,0.0,0.0,xavier-crawford-2
Lee Crosby,2016-09-01,1,New Mexico,,South Dakota,W,4,2,6,0.0,0.0,lee-crosby-1
Zach Cunningham,2016-09-01,1,Vanderbilt,,South Carolina,L,6,6,12,3.0,0.0,zach-cunningham-1
Nik D'Avanzo,2016-09-01,1,New Mexico,,South Dakota,W,3,2,5,0.0,0.0,nik-davanzo-1
Trevor Daniel,2016-09-01,1,Tennessee,,Appalachian State,W,1,0,1,0.0,0.0,trevor-daniel-1
Mike Danna,2016-09-01,1,Central Michigan,,Presbyterian,W,2,0,2,2.0,1.0,mike-danna-1
Drew Davis,2016-09-01,1,Western Kentucky,,Rice,W,1,2,3,0.0,0.0,drew-davis-3
Jalen Davis,2016-09-01,1,Utah State,,Weber State,W,0,1,1,0.0,0.0,jalen-davis-1
Kedrick Davis,2016-09-01,1,UNC Charlotte,@,Louisville,L,3,1,4,0.0,0.0,kedrick-davis-1
Grant Dawson,2016-09-01,1,Wake Forest,,Tulane,W,1,3,4,0.0,0.0,grant-dawson-1
Matt Dayes,2016-09-01,1,North Carolina State,,William & Mary,W,1,0,1,0.0,0.0,matt-dayes-1
Treston Decoud,2016-09-01,1,Oregon State,@,Minnesota,L,3,4,7,0.0,0.0,treston-decoud-1
Nick Dehdashtian,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,0,3,3,0.0,0.0,nick-dehdashtian-1
Winston DeLattiboudere,2016-09-01,1,Minnesota,,Oregon State,W,0,1,1,0.0,0.0,winston-delattiboudere-1
Ben DeLuca,2016-09-01,1,UNC Charlotte,@,Louisville,L,0,2,2,0.0,0.0,ben-deluca-1
Tai'yon Devers,2016-09-01,1,Minnesota,,Oregon State,W,2,0,2,2.0,2.0,taiyon-devers-1
Jordan Diggs,2016-09-01,1,South Carolina,@,Vanderbilt,W,1,1,2,0.0,0.0,jordan-diggs-1
Vontae Diggs,2016-09-01,1,Connecticut,,Maine,W,6,3,9,2.0,0.0,vontae-diggs-1
D'Andre Dill,2016-09-01,1,Central Michigan,,Presbyterian,W,1,0,1,1.0,0.0,dandre-dill-1
Darik Dillard,2016-09-01,1,Rice,@,Western Kentucky,L,0,1,1,0.0,0.0,darik-dillard-1
Hunter Dimick,2016-09-01,1,Utah,,Southern Utah,W,2,1,3,2.0,1.0,hunter-dimick-1
Chase Dominguez,2016-09-01,1,Utah,,Southern Utah,W,1,0,1,0.0,0.0,chase-dominguez-1
Brandon Douglas,2016-09-01,1,Rice,@,Western Kentucky,L,1,0,1,0.0,0.0,brandon-douglas-3
Clifton Duck,2016-09-01,1,Appalachian State,@,Tennessee,L,4,3,7,0.0,0.0,clifton-duck-1
Devante Duclos,2016-09-01,1,Western Kentucky,,Rice,W,2,1,3,0.0,0.0,devante-duclos-1
Alex Duncan,2016-09-01,1,UNC Charlotte,@,Louisville,L,2,0,2,0.0,0.0,alex-duncan-1
Garrison Duncan,2016-09-01,1,UNC Charlotte,@,Louisville,L,3,1,4,0.0,0.0,garrison-duncan-1
Zach Duncan,2016-09-01,1,UNC Charlotte,@,Louisville,L,1,0,1,0.0,0.0,zach-duncan-1
Wendell Dunn,2016-09-01,1,Wake Forest,,Tulane,W,6,1,7,1.0,0.0,wendell-dunn-1
Zach Edwards,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,5,7,12,0.0,0.0,zach-edwards-1
Evan Eggiman,2016-09-01,1,Utah,,Southern Utah,W,0,1,1,0.0,0.0,evan-eggiman-1
Duke Ejiofor,2016-09-01,1,Wake Forest,,Tulane,W,2,2,4,1.5,0.5,duke-ejiofor-1
Hendrick Ekpe,2016-09-01,1,Minnesota,,Oregon State,W,2,1,3,1.0,0.0,hendrick-ekpe-1
Scott Ekpe,2016-09-01,1,Minnesota,,Oregon State,W,1,1,2,1.0,0.0,scott-ekpe-1
Chaz Elder,2016-09-01,1,South Carolina,@,Vanderbilt,W,6,1,7,0.0,0.0,chaz-elder-1
Chazz Eldridge,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,1,1,2,1.0,0.0,chazz-eldridge-1
Nashon Ellerbe,2016-09-01,1,Rice,@,Western Kentucky,L,2,6,8,0.0,0.0,nashon-ellerbe-1
D Angelo Ellis,2016-09-01,1,Rice,@,Western Kentucky,L,2,0,2,0.0,0.0,d-angelo-ellis-1
Marquan Ellison,2016-09-01,1,Utah State,,Weber State,W,1,0,1,0.0,0.0,marquan-ellison-1
Kaden Elliss,2016-09-01,1,Idaho,,Montana State,W,4,3,7,0.0,0.0,kadem-elliss-1
Gaelin Elmore,2016-09-01,1,Minnesota,,Oregon State,W,1,0,1,0.0,0.0,gaelin-elmore-1
Darius English,2016-09-01,1,South Carolina,@,Vanderbilt,W,2,2,4,0.5,0.5,darius-english-1
Titus Failauga,2016-09-01,1,Oregon State,@,Minnesota,L,3,2,5,0.0,0.0,titus-failauga-1
Edmund Faimalo,2016-09-01,1,Utah State,,Weber State,W,0,2,2,0.0,0.0,edmund-faimalo-1
Tyler Fain,2016-09-01,1,UNC Charlotte,@,Louisville,L,0,1,1,0.0,0.0,tyler-fain-1
Henry Famurewa,2016-09-01,1,Louisville,,UNC Charlotte,W,0,1,1,0.0,0.0,henry-famurewa-1
Rashard Fant,2016-09-01,1,Indiana,@,Florida International,W,1,0,1,0.0,0.0,rashard-fant-1
Jason Fao,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,2,2,4,1.0,0.0,jason-fao-1
DeAndre Farris,2016-09-01,1,Western Kentucky,,Rice,W,0,1,1,0.0,0.0,deandre-farris-1
Folorunso Fatukasi,2016-09-01,1,Connecticut,,Maine,W,1,1,2,0.0,0.0,folorunso-fatukasi-1
Rashad Fenton,2016-09-01,1,South Carolina,@,Vanderbilt,W,1,0,1,0.0,0.0,rashad-fenton-1
Gaje Ferguson,2016-09-01,1,Utah State,,Weber State,W,0,3,3,0.0,0.0,gaje-ferguson-1
Taurean Ferguson,2016-09-01,1,Vanderbilt,,South Carolina,L,2,0,2,0.0,0.0,taurean-ferguson-1
Jerod Fernandez,2016-09-01,1,North Carolina State,,William & Mary,W,2,5,7,0.5,0.0,jerod-fernandez-1
Devonte Fields,2016-09-01,1,Louisville,,UNC Charlotte,W,2,3,5,1.0,1.0,devonte-fields-1
Tony Fields,2016-09-01,1,Indiana,@,Florida International,W,1,0,1,0.0,0.0,tony-fields-2
Kylie Fitts,2016-09-01,1,Utah,,Southern Utah,W,2,2,4,3.0,1.5,kylie-fitts-1
Kimoni Fitz,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,2,2,4,1.5,1.0,kimoni-fitz-1
Tanner Fleming,2016-09-01,1,UNC Charlotte,@,Louisville,L,1,0,1,0.0,0.0,tanner-fleming-2
Dawson Fletcher,2016-09-01,1,Indiana,@,Florida International,W,1,0,1,0.0,0.0,dawson-fletcher-1
Malik Foreman,2016-09-01,1,Tennessee,,Appalachian State,W,1,2,3,0.5,0.0,malik-foreman-1
Malik Fountain,2016-09-01,1,Central Michigan,,Presbyterian,W,2,1,3,1.0,0.0,malik-fountain-1
Desmond Franklin,2016-09-01,1,Appalachian State,@,Tennessee,L,1,0,1,0.0,0.0,desmond-franklin-1
Jarrod Franklin,2016-09-01,1,Tulane,@,Wake Forest,L,3,4,7,0.0,0.0,jarrod-franklin-1
Kyle Fulks,2016-09-01,1,Utah,,Southern Utah,W,1,0,1,0.0,0.0,kyle-fulks-1
Caleb Fuller,2016-09-01,1,Appalachian State,@,Tennessee,L,4,0,4,2.0,1.0,caleb-fuller-1
Rashaan Gaulden,2016-09-01,1,Tennessee,,Appalachian State,W,1,0,1,0.0,0.0,rashaan-gaulden-1
Jeff Gemmell,2016-09-01,1,UNC Charlotte,@,Louisville,L,1,2,3,0.0,0.0,jeff-gemmell-1
Jerry Gibson,2016-09-01,1,Minnesota,,Oregon State,W,1,0,1,0.0,0.0,jerry-gibson-1
Tyrell Gilbert,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,3,6,9,0.0,0.0,tyrell-gilbert-1
Kennan Gilchrist,2016-09-01,1,Appalachian State,@,Tennessee,L,5,4,9,0.0,0.0,kennan-gilchrist-1
Jacob Girgle,2016-09-01,1,New Mexico,,South Dakota,W,1,0,1,0.0,0.0,jacob-girgle-1
Cameron Glenn,2016-09-01,1,Wake Forest,,Tulane,W,4,2,6,0.0,0.0,cameron-glenn-2
Andre Godfrey,2016-09-01,1,Utah,,Southern Utah,W,2,0,2,0.0,0.0,andre-godfrey-1
Okon Godwin,2016-09-01,1,Appalachian State,@,Tennessee,L,0,1,1,0.0,0.0,okon-godwin-1
Niko Gonzalez,2016-09-01,1,Florida International,,Indiana,L,9,1,10,0.0,0.0,niko-gonzalez-1
Greg Gooch,2016-09-01,1,Indiana,@,Florida International,W,0,1,1,0.0,0.0,greg-gooch-1
Ty Graham,2016-09-01,1,Idaho,,Montana State,W,1,0,1,1.0,0.0,ty-graham-1
Alex Gray,2016-09-01,1,Appalachian State,@,Tennessee,L,2,1,3,0.0,0.0,alex-gray-1
Daniel Gray,2016-09-01,1,Utah State,,Weber State,W,1,5,6,0.0,0.0,daniel-gray-2
Jonathan Greenard,2016-09-01,1,Louisville,,UNC Charlotte,W,1,4,5,1.5,1.0,jonathan-greenard-1
Jordan Griffin,2016-09-01,1,Vanderbilt,,South Carolina,L,1,0,1,0.0,0.0,jordan-griffin-1
Kelsey Griffin,2016-09-01,1,South Carolina,@,Vanderbilt,W,3,2,5,0.0,0.0,kelsey-griffin-1
Ed Hall,2016-09-01,1,Idaho,,Montana State,W,2,1,3,0.0,0.0,ed-hall-2
D.J. Hampton,2016-09-01,1,Idaho,,Montana State,W,1,0,1,0.0,0.0,dj-hampton-1
Chase Hansen,2016-09-01,1,Utah,,Southern Utah,W,1,1,2,0.0,0.0,chase-hansen-1
KiAnte Hardin,2016-09-01,1,Minnesota,,Oregon State,W,3,3,6,0.0,0.0,kiante-hardin-1
Will Harper,2016-09-01,1,Tulane,@,Wake Forest,L,1,1,2,0.0,0.0,will-harper-1
Tyriq Harris,2016-09-01,1,UNC Charlotte,@,Louisville,L,2,1,3,0.0,0.0,tyriq-harris-1
Alex Hart,2016-09-01,1,New Mexico,,South Dakota,W,1,1,2,0.0,0.0,alex-hart-2
Josh Harvey-Clemons,2016-09-01,1,Louisville,,UNC Charlotte,W,1,4,5,0.0,0.0,josh-harvey-clemons-1
Armond Hawkins,2016-09-01,1,Idaho,,Montana State,W,0,1,1,0.0,0.0,armond-hawkins-1
Troy Hawthorne,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,4,1,5,1.0,0.0,troy-hawthorne-1
Jahray Hayes,2016-09-01,1,Central Michigan,,Presbyterian,W,1,0,1,0.0,0.0,jahray-hayes-1
James Hearns,2016-09-01,1,Louisville,,UNC Charlotte,W,3,1,4,1.0,1.0,james-hearns-1
