Player,Date,G,School,Loc,Opponent,WL,unique_id,Int Ret,Int Ret Yds,Int TD,Pass Broken Up
Cameron Walker,2016-08-26,1,California,N,Hawaii,W,cameron-walker-1,1.0,3.0,0.0,0.0
Ben Bach,2016-09-01,1,Indiana,@,Florida International,W,ben-bach-1,1.0,0.0,0.0,0.0
Winslow Chapman,2016-09-01,1,Central Michigan,,Presbyterian,W,winslow-chapman-1,1.0,0.0,0.0,0.0
Amari Coleman,2016-09-01,1,Central Michigan,,Presbyterian,W,amari-coleman-1,1.0,27.0,1.0,0.0
Dakota Cox,2016-09-01,1,New Mexico,,South Dakota,W,dakota-cox-1,1.0,0.0,0.0,0.0
Kedrick Davis,2016-09-01,1,UNC Charlotte,@,Louisville,L,kedrick-davis-1,1.0,5.0,0.0,0.0
Rashard Fant,2016-09-01,1,Indiana,@,Florida International,W,rashard-fant-1,1.0,34.0,1.0,1.0
Jerod Fernandez,2016-09-01,1,North Carolina State,,William & Mary,W,jerod-fernandez-1,1.0,11.0,0.0,0.0
Tyrell Gilbert,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,tyrell-gilbert-1,1.0,58.0,1.0,1.0
Troy Hawthorne,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,troy-hawthorne-1,1.0,0.0,0.0,0.0
AJ Jackson,2016-09-01,1,Western Kentucky,,Rice,W,aj-jackson-1,1.0,0.0,0.0,1.0
Josh Jones,2016-09-01,1,North Carolina State,,William & Mary,W,josh-jones-3,1.0,9.0,0.0,0.0
Dallin Leavitt,2016-09-01,1,Utah State,,Weber State,W,dallin-leavitt-1,1.0,0.0,0.0,0.0
Tegray Scales,2016-09-01,1,Indiana,@,Florida International,W,tegray-scales-1,1.0,16.0,1.0,0.0
Russell Siavii,2016-09-01,1,Idaho,,Montana State,W,russell-siavii-1,1.0,30.0,0.0,3.0
De'Andre Simmons,2016-09-01,1,Western Kentucky,,Rice,W,deandre-simmons-1,1.0,0.0,0.0,1.0
Johnny Stanton,2016-09-01,1,Nevada-Las Vegas,,Jackson State,W,johnny-stanton-1,1.0,0.0,0.0,2.0
Linden Stephens,2016-09-01,1,Cincinnati,,Tennessee-Martin,W,linden-stephens-1,1.0,-7.0,0.0,0.0
Cameron Sutton,2016-09-01,1,Tennessee,,Appalachian State,W,cameron-sutton-1,1.0,0.0,0.0,0.0
Marcus Williams,2016-09-01,1,Utah,,Southern Utah,W,marcus-williams-9,1.0,0.0,0.0,1.0
Chidobe Awuzie,2016-09-02,1,Colorado,N,Colorado State,W,chidobe-awuzie-1,1.0,14.0,0.0,1.0
Kenneth Brinson,2016-09-02,1,Army,@,Temple,W,kenneth-brinson-1,1.0,0.0,0.0,0.0
Andrew Dowell,2016-09-02,1,Michigan State,,Furman,W,andrew-dowell-1,1.0,0.0,0.0,0.0
Corey Hall,2016-09-02,1,Ball State,@,Georgia State,W,corey-hall-2,1.0,11.0,0.0,0.0
Marcus Hyatt,2016-09-02,1,Army,@,Temple,W,marcus-hyatt-1,1.0,26.0,0.0,0.0
Dallas Lloyd,2016-09-02,1,Stanford,,Kansas State,W,dallas-lloyd-1,1.0,26.0,0.0,1.0
Quenton Meeks,2016-09-02,1,Stanford,,Kansas State,W,quenton-meeks-1,1.0,0.0,0.0,1.0
Mike Reynolds,2016-09-02,1,Army,@,Temple,W,mike-reynolds-3,1.0,3.0,0.0,0.0
Jerome Smith,2016-09-02,1,Georgia State,,Ball State,L,jerome-smith-2,2.0,50.0,1.0,0.0
Tedric Thompson,2016-09-02,1,Colorado,N,Colorado State,W,tedric-thompson-1,1.0,20.0,0.0,1.0
Taylor Barton,2016-09-03,1,Illinois,,Murray State,W,taylor-barton-3,1.0,0.0,0.0,0.0
Bazie Bates IV,2016-09-03,1,Kansas,,Rhode Island,W,bazie-bates-iv-1,1.0,0.0,0.0,1.0
Brandon Beaver,2016-09-03,1,Washington,,Rutgers,W,brandon-beaver-1,1.0,46.0,0.0,0.0
Brandon Bell,2016-09-03,1,Penn State,,Kent State,W,brandon-bell-2,1.0,0.0,0.0,0.0
Francis Bernard,2016-09-03,1,Brigham Young,N,Arizona,W,francis-bernard-1,1.0,0.0,0.0,0.0
Breon Borders,2016-09-03,1,Duke,,North Carolina Central,W,breon-borders-1,1.0,0.0,0.0,1.0
Ben Boulware,2016-09-03,1,Clemson,@,Auburn,W,ben-boulware-1,1.0,0.0,0.0,0.0
Robert Brice,2016-09-03,1,Georgia Southern,,Savannah State,W,robert-brice-1,1.0,0.0,0.0,0.0
Jesse Brubaker,2016-09-03,1,Tulsa,,San Jose State,W,jesse-brubaker-1,1.0,24.0,1.0,0.0
Rodjay Burns,2016-09-03,1,Ohio State,,Bowling Green State,W,rodjay-burns-1,1.0,75.0,1.0,0.0
Anthony Cioffi,2016-09-03,1,Rutgers,@,Washington,L,anthony-cioffi-1,1.0,0.0,0.0,1.0
Leroy Clark,2016-09-03,1,Purdue,,Eastern Kentucky,W,leroy-clark-2,1.0,17.0,0.0,0.0
Adrian Colbert,2016-09-03,1,Miami (FL),,Florida A&M,W,adrian-colbert-1,1.0,46.0,0.0,0.0
Trae Collins,2016-09-03,1,Southern Mississippi,@,Kentucky,W,trae-collins-1,1.0,0.0,0.0,0.0
Chad Davis,2016-09-03,1,North Texas,,Southern Methodist,L,chad-davis-3,1.0,37.0,0.0,1.0
D'Cota Dixon,2016-09-03,1,Wisconsin,N,Louisiana State,W,dcota-dixon-1,1.0,0.0,0.0,0.0
Terrell Edmunds,2016-09-03,1,Virginia Tech,,Liberty,W,terrell-edmunds-1,1.0,15.0,0.0,0.0
Corn Elder,2016-09-03,1,Miami (FL),,Florida A&M,W,corn-elder-1,1.0,2.0,0.0,0.0
