Player,Date,G,School,Loc,Opponent,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,unique_id
Max Browne,2014-08-30,1,Southern California,,Fresno State,W,3,4,75.0,30,0,0,138.0,max-browne-1
Kameron Bryant,2014-08-30,1,Appalachian State,@,Michigan,L,8,19,42.1,58,1,0,85.1,kameron-bryant-1
Ryan Burns,2014-08-30,1,Stanford,,California-Davis,W,1,1,100.0,13,0,0,209.2,ryan-burns-1
Brian Burrell,2014-08-30,1,Fresno State,@,Southern California,L,11,19,57.9,92,0,1,88.0,brian-burrell-1
Shane Carden,2014-08-30,1,East Carolina,,North Carolina Central,W,26,37,70.3,283,3,0,161.3,shane-carden-1
Rakeem Cato,2014-08-30,1,Marshall,@,Miami (OH),W,20,32,62.5,261,3,0,162.0,rakeem-cato-1
Cody Clements,2014-08-30,1,Alabama-Birmingham,,Troy,W,13,19,68.4,152,2,1,159.8,cody-clements-1
Brandon Connette,2014-08-30,1,Fresno State,@,Southern California,L,7,17,41.2,68,0,3,39.5,brandon-connette-1
Evan Crower,2014-08-30,1,Stanford,,California-Davis,W,8,13,61.5,95,1,0,148.3,evan-crower-1
Pete Dinovo,2014-08-30,1,Central Florida,N,Penn State,L,3,8,37.5,18,0,0,56.4,pete-dinovo-1
Cameron Echols-Luper,2014-08-30,1,Texas Christian,,Samford,W,0,1,0.0,0,0,0,0.0,cameron-echols-luper-1
Kevin Ellison,2014-08-30,1,Georgia Southern,@,North Carolina State,L,9,16,56.3,184,1,0,173.5,kevin-ellison-3
Phillip Ely,2014-08-30,1,Toledo,,New Hampshire,W,24,34,70.6,337,4,0,192.7,phillip-ely-1
Danny Etling,2014-08-30,1,Purdue,,Western Michigan,W,19,38,50.0,181,2,0,107.4,danny-etling-1
Cody Fajardo,2014-08-30,1,Nevada,,Southern Utah,W,30,41,73.2,303,1,1,138.4,cody-fajardo-1
Blake Frohnapfel,2014-08-30,1,Massachusetts,,Boston College,L,9,22,40.9,147,1,1,102.9,blake-frohnapfel-1
Ryker Fyfe,2014-08-30,1,Nebraska,,Florida Atlantic,W,1,4,25.0,9,0,0,43.9,ryker-fyfe-1
Devin Gardner,2014-08-30,1,Michigan,,Appalachian State,W,13,14,92.9,173,3,0,267.4,devin-gardner-1
Cole Gautsche,2014-08-30,1,New Mexico,,Texas-El Paso,L,3,5,60.0,36,0,0,120.5,cole-gautsche-1
Jared Goff,2014-08-30,1,California,@,Northwestern,W,21,34,61.8,281,3,1,154.4,jared-goff-1
Everett Golson,2014-08-30,1,Notre Dame,,Rice,W,14,22,63.6,295,2,0,206.3,everett-golson-1
Austin Grammer,2014-08-30,1,Middle Tennessee State,,Savannah State,W,15,17,88.2,250,1,0,231.2,austin-grammer-1
Josh Greer,2014-08-30,1,North Texas,@,Texas,L,2,11,18.2,8,0,2,-12.1,josh-greer-1
Brooks Haack,2014-08-30,1,Louisiana,,Southern,W,4,4,100.0,27,1,0,239.2,brooks-haack-1
Christian Hackenberg,2014-08-30,1,Penn State,N,Central Florida,W,32,47,68.1,454,1,2,147.7,christian-hackenberg-1
Greg Hankerson,2014-08-30,1,Florida Atlantic,@,Nebraska,L,5,18,27.8,34,0,0,43.6,greg-hankerson-1
Justin Hardy,2014-08-30,1,East Carolina,,North Carolina Central,W,1,1,100.0,41,1,0,774.4,justin-hardy-1
Taylor Heinicke,2014-08-30,1,Old Dominion,,Hampton,W,29,40,72.5,281,3,2,146.3,taylor-heinicke-1
Andrew Hendrix,2014-08-30,1,Miami (OH),,Marshall,L,24,49,49.0,318,3,1,119.6,andrew-hendrix-1
E.J. Hilliard,2014-08-30,1,Florida International,,Bethune-Cookman,L,3,6,50.0,26,0,0,86.4,ej-hilliard-1
Kevin Hogan,2014-08-30,1,Stanford,,California-Davis,W,12,16,75.0,204,3,1,231.5,kevin-hogan-2
Justin Holman,2014-08-30,1,Central Florida,N,Penn State,L,9,14,64.3,204,1,0,210.3,justin-holman-1
Tres Houston,2014-08-30,1,Arkansas State,,Montana State,W,1,1,100.0,45,0,0,478.0,tres-houston-1
Joe Hubener,2014-08-30,1,Kansas State,,Stephen F. Austin,W,1,2,50.0,15,1,0,278.0,joe-hubener-1
Brett Hundley,2014-08-30,1,UCLA,@,Virginia,W,20,33,60.6,242,0,0,122.2,brett-hundley-1
Driphus Jackson,2014-08-30,1,Rice,@,Notre Dame,L,13,24,54.2,163,1,1,116.6,driphus-jackson-1
Anthony Jennings,2014-08-30,1,Louisiana State,N,Wisconsin,W,9,21,42.9,239,2,0,169.9,anthony-jennings-1
Matt Joeckel,2014-08-30,1,Texas Christian,,Samford,W,4,8,50.0,35,1,1,103.0,matt-joeckel-1
Matt Johns,2014-08-30,1,Virginia,,UCLA,L,13,22,59.1,154,2,0,147.9,matt-johns-1
Jaquez Johnson,2014-08-30,1,Florida Atlantic,@,Nebraska,L,6,12,50.0,61,1,0,120.2,jaquez-johnson-1
Jeremy Johnson,2014-08-30,1,Auburn,,Arkansas,W,12,16,75.0,243,2,0,243.8,jeremy-johnson-5
Tyler Jones,2014-08-30,1,Texas State,,Arkansas-Pine Bluff,W,21,25,84.0,278,4,0,230.2,tyler-jones-4
Michael Julian,2014-08-30,1,Toledo,,New Hampshire,W,1,1,100.0,23,0,0,293.2,michael-julian-1
Quinn Kaehler,2014-08-30,1,San Diego State,,Northern Arizona,W,18,29,62.1,205,1,1,125.9,quinn-kaehler-1
Marcus Kemp,2014-08-30,1,Hawaii,,Washington,L,0,1,0.0,0,0,0,0.0,marcus-kemp-1
Cody Kessler,2014-08-30,1,Southern California,,Fresno State,W,25,37,67.6,394,4,0,192.7,cody-kessler-1
Colby Kirkegaard,2014-08-30,1,Wyoming,,Montana,W,13,21,61.9,92,0,1,89.2,colby-kirkegaard-1
Trevor Knight,2014-08-30,1,Oklahoma,,Louisiana Tech,W,19,34,55.9,253,1,1,122.2,trevor-knight-1
Fredi Knighten,2014-08-30,1,Arkansas State,,Montana State,W,19,29,65.5,219,1,0,140.3,fredi-knighten-1
Taylor Lamb,2014-08-30,1,Appalachian State,@,Michigan,L,9,14,64.3,69,0,0,105.7,taylor-lamb-1
Greyson Lambert,2014-08-30,1,Virginia,,UCLA,L,16,23,69.6,112,0,2,93.1,greyson-lambert-1
Mark Leal,2014-08-30,1,Virginia Tech,,William & Mary,W,1,1,100.0,15,0,0,226.0,mark-leal-1
Joe Licata,2014-08-30,1,Buffalo,,Duquesne,W,25,36,69.4,298,3,1,160.9,joe-licata-1
Jeff Lindquist,2014-08-30,1,Washington,@,Hawaii,W,10,26,38.5,162,1,0,103.5,jeff-lindquist-1
Jeff Lockie,2014-08-30,1,Oregon,,South Dakota,W,11,12,91.7,113,1,0,198.3,jeff-lockie-1
Wes Lunt,2014-08-30,1,Illinois,,Youngstown State,W,24,38,63.2,285,4,0,160.9,wes-lunt-1
Paxton Lynch,2014-08-30,1,Memphis,,Austin Peay,W,20,27,74.1,242,2,1,166.4,paxton-lynch-1
Ozzie Mann,2014-08-30,1,Ball State,,Colgate,W,20,32,62.5,203,2,1,130.2,ozzie-mann-1
Sean Mannion,2014-08-30,1,Oregon State,,Portland State,W,26,45,57.8,328,1,0,126.3,sean-mannion-1
Marcus Mariota,2014-08-30,1,Oregon,,South Dakota,W,14,20,70.0,267,3,0,231.6,marcus-mariota-1
Nick Marshall,2014-08-30,1,Auburn,,Arkansas,W,4,6,66.7,50,0,0,136.7,nick-marshall-2
Hutson Mason,2014-08-30,1,Georgia,,Clemson,W,18,26,69.2,131,0,0,111.6,hutson-mason-1
Maty Mauk,2014-08-30,1,Missouri,,South Dakota State,W,13,21,61.9,178,3,0,180.2,maty-mauk-1
Tanner McEvoy,2014-08-30,1,Wisconsin,N,Louisiana State,L,8,24,33.3,50,0,2,34.2,tanner-mcevoy-1
Alex McGough,2014-08-30,1,Florida International,,Bethune-Cookman,L,13,27,48.1,117,1,0,96.8,alex-mcgough-1
Andrew McNulty,2014-08-30,1,North Texas,@,Texas,L,1,6,16.7,7,0,2,-40.2,andrew-mcnulty-1
Clayton Mitchem,2014-08-30,1,New Mexico,,Texas-El Paso,L,2,4,50.0,31,0,1,65.1,clayton-mitchem-1
Shane Morris,2014-08-30,1,Michigan,,Appalachian State,W,3,5,60.0,37,0,1,82.2,shane-morris-1
Nick Mullens,2014-08-30,1,Southern Mississippi,@,Mississippi State,L,20,42,47.6,212,0,2,80.5,nick-mullens-1
Tyler Murphy,2014-08-30,1,Boston College,@,Massachusetts,W,17,24,70.8,173,1,1,136.8,tyler-murphy-1
Kale Pearson,2014-08-30,1,Air Force,,Nicholls State,W,3,6,50.0,19,0,0,76.6,kale-pearson-1
Reese Phillips,2014-08-30,1,Kentucky,,Tennessee-Martin,W,2,4,50.0,45,0,0,144.5,reese-phillips-1
Dak Prescott,2014-08-30,1,Mississippi State,,Southern Mississippi,W,18,26,69.2,284,4,1,204.1,dak-prescott-1
Dontreal Pruitt,2014-08-30,1,Troy,@,Alabama-Birmingham,L,4,6,66.7,39,0,0,121.3,dontreal-pruitt-1
Colin Reardon,2014-08-30,1,Kent State,,Ohio,L,30,41,73.2,264,2,0,143.4,colin-reardon-1
Keenan Reynolds,2014-08-30,1,Navy,N,Ohio State,L,2,4,50.0,20,0,0,92.0,keenan-reynolds-1
Sam B. Richardson,2014-08-30,1,Iowa State,,North Dakota State,L,20,31,64.5,151,0,2,92.5,sam-b-richardson-1
Brogan Roback,2014-08-30,1,Eastern Michigan,,Morgan State,W,7,14,50.0,40,0,0,74.0,brogan-roback-1
Caleb Rowe,2014-08-30,1,Maryland,,James Madison,W,7,11,63.6,75,1,1,132.7,caleb-rowe-1
Luke Rubenzer,2014-08-30,1,California,@,Northwestern,W,2,5,40.0,19,0,1,31.9,luke-rubenzer-1
Jake Rudock,2014-08-30,1,Iowa,,Northern Iowa,W,31,41,75.6,250,2,0,142.9,jake-rudock-1
Jameill Showers,2014-08-30,1,Texas-El Paso,@,New Mexico,W,11,22,50.0,116,1,0,109.3,jameill-showers-1
Trevor Siemian,2014-08-30,1,Northwestern,,California,L,23,44,52.3,229,1,2,94.4,trevor-siemian-1
Brandon Silvers,2014-08-30,1,Troy,@,Alabama-Birmingham,L,17,24,70.8,162,0,0,127.5,brandon-silvers-2
Blake Sims,2014-08-30,1,Alabama,N,West Virginia,W,24,33,72.7,250,0,1,130.3,blake-sims-2
Thomas Sirk,2014-08-30,1,Duke,,Elon,W,5,7,71.4,40,0,0,119.4,thomas-sirk-1
Cody Sokol,2014-08-30,1,Louisiana Tech,@,Oklahoma,L,22,36,61.1,191,2,1,118.5,cody-sokol-1
Johnny Stanton,2014-08-30,1,Nebraska,,Florida Atlantic,W,1,1,100.0,6,0,0,150.4,johnny-stanton-1
Tyler Stehling,2014-08-30,1,Rice,@,Notre Dame,L,2,2,100.0,63,1,0,529.6,tyler-stehling-1
Brent Stockstill,2014-08-30,1,Middle Tennessee State,,Savannah State,W,2,3,66.7,41,0,1,114.8,brent-stockstill-1
Cole Stoudt,2014-08-30,1,Clemson,@,Georgia,L,16,29,55.2,144,0,1,90.0,cole-stoudt-1
Nate Sudfeld,2014-08-30,1,Indiana,,Indiana State,W,11,18,61.1,111,0,1,101.8,nate-sudfeld-1
Jayme Taylor,2014-08-30,1,Northwestern,,California,L,1,1,100.0,17,1,0,572.8,jayme-taylor-1
Zach Terrell,2014-08-30,1,Western Michigan,@,Purdue,L,23,41,56.1,243,2,1,117.1,zach-terrell-1
Justin Thomas,2014-08-30,1,Georgia Tech,,Wofford,W,11,15,73.3,282,2,0,275.3,justin-thomas-3
Patrick Towles,2014-08-30,1,Kentucky,,Tennessee-Martin,W,20,29,69.0,377,1,0,189.5,patrick-towles-1
Clint Trickett,2014-08-30,1,West Virginia,N,Alabama,L,29,45,64.4,365,1,0,139.9,clint-trickett-2
Mitch Trubisky,2014-08-30,1,North Carolina,,Liberty,W,10,16,62.5,66,1,1,105.3,mitch-trubisky-1
Favian Upshaw,2014-08-30,1,Georgia Southern,@,North Carolina State,L,1,1,100.0,8,0,0,167.2,favian-upshaw-1
Derrius Vick,2014-08-30,1,Ohio,@,Kent State,W,18,24,75.0,262,2,0,194.2,derrius-vick-1
Chad Voytik,2014-08-30,1,Pittsburgh,,Delaware,W,10,13,76.9,84,2,0,182.0,chad-voytik-1
J.W. Walsh,2014-08-30,1,Oklahoma State,N,Florida State,L,15,27,55.6,203,1,1,123.5,jw-walsh-1
Jake Waters,2014-08-30,1,Kansas State,,Stephen F. Austin,W,19,28,67.9,223,2,1,151.2,jake-waters-1
Deshaun Watson,2014-08-30,1,Clemson,@,Georgia,L,2,4,50.0,59,1,0,256.4,deshaun-watson-1
Davis Webb,2014-08-30,1,Texas Tech,,Central Arkansas,W,39,52,75.0,452,4,2,165.7,davis-webb-1
Connor White,2014-08-30,1,Texas State,,Arkansas-Pine Bluff,W,4,5,80.0,41,0,0,148.9,connor-white-1
Mike White,2014-08-30,1,South Florida,,Western Carolina,W,9,26,34.6,181,0,1,85.4,mike-white-6
Damian Williams,2014-08-30,1,Mississippi State,,Southern Mississippi,W,5,8,62.5,65,1,0,172.0,damian-williams-3
Marquise Williams,2014-08-30,1,North Carolina,,Liberty,W,19,29,65.5,169,2,2,123.4,marquise-williams-1
Jameis Winston,2014-08-30,1,Florida State,N,Oklahoma State,W,25,40,62.5,370,1,2,138.5,jameis-winston-1
Ikaika Woolsey,2014-08-30,1,Hawaii,,Washington,L,23,42,54.8,207,0,0,96.2,ikaika-woolsey-1
Neal Burcham,2014-08-31,1,Southern Methodist,@,Baylor,L,15,26,57.7,59,0,0,76.8,neal-burcham-1
Kolney Cassel,2014-08-31,1,Southern Methodist,@,Baylor,L,3,8,37.5,20,0,0,58.5,kolney-cassel-1
Matt Davis,2014-08-31,1,Southern Methodist,@,Baylor,L,3,6,50.0,12,0,1,33.5,matt-davis-4
Pig Howard,2014-08-31,1,Tennessee,,Utah State,W,0,1,0.0,0,0,0,0.0,pig-howard-1
Chris Johnson,2014-08-31,1,Baylor,,Southern Methodist,W,1,1,100.0,28,0,0,335.2,chris-johnson-13
Chuckie Keeton,2014-08-31,1,Utah State,@,Tennessee,L,18,35,51.4,144,1,2,84.0,chuckie-keeton-1
Nathan Peterman,2014-08-31,1,Tennessee,,Utah State,W,1,1,100.0,0,0,0,100.0,nathan-peterman-1
Bryce Petty,2014-08-31,1,Baylor,,Southern Methodist,W,13,23,56.5,161,2,0,144.0,bryce-petty-1
Seth Russell,2014-08-31,1,Baylor,,Southern Methodist,W,13,23,56.5,124,1,1,107.5,seth-russell-1
Justin Worley,2014-08-31,1,Tennessee,,Utah State,W,27,38,71.1,273,3,0,157.5,justin-worley-1
Will Gardner,2014-09-01,1,Louisville,,Miami (FL),W,20,28,71.4,206,2,0,156.8,will-gardner-1
Brad Kaaya,2014-09-01,1,Miami (FL),@,Louisville,L,17,29,58.6,174,1,2,106.6,brad-kaaya-1
Tucker Carter,2014-09-04,2,Texas-San Antonio,,Arizona,L,22,33,66.7,228,1,1,128.6,tucker-carter-1
Anu Solomon,2014-09-04,2,Arizona,@,Texas-San Antonio,W,17,32,53.1,231,1,0,124.1,anu-solomon-1
Cody Fajardo,2014-09-05,2,Nevada,,Washington State,W,12,21,57.1,110,0,0,101.1,cody-fajardo-1
Connor Halliday,2014-09-05,2,Washington State,@,Nevada,L,38,57,66.7,389,1,2,122.8,connor-halliday-1
Tyler Murphy,2014-09-05,2,Boston College,,Pittsburgh,L,10,28,35.7,134,1,2,73.4,tyler-murphy-1
Chad Voytik,2014-09-05,2,Pittsburgh,@,Boston College,W,10,20,50.0,111,2,1,119.6,chad-voytik-1
Austin Allen,2014-09-06,2,Arkansas,,Nicholls State,W,4,9,44.4,72,0,1,89.4,austin-allen-1
Brandon Allen,2014-09-06,2,Arkansas,,Nicholls State,W,4,5,80.0,117,4,0,540.6,brandon-allen-2
Kyle Allen,2014-09-06,2,Texas A&M,,Lamar,W,12,16,75.0,122,2,1,167.8,kyle-allen-1
Austin Appleby,2014-09-06,2,Purdue,,Central Michigan,L,7,17,41.2,78,1,0,99.1,austin-appleby-1
Nick Arbuckle,2014-09-06,2,Georgia State,,New Mexico State,L,21,37,56.8,294,1,2,121.6,nick-arbuckle-1
Tommy Armstrong Jr,2014-09-06,2,Nebraska,,McNeese State,W,16,31,51.6,242,2,1,132.0,tommy-armstrong-jr-1
J.T. Barrett,2014-09-06,2,Ohio State,,Virginia Tech,L,9,29,31.0,219,1,3,85.2,jt-barrett-1
C.J. Beathard,2014-09-06,2,Iowa,,Ball State,W,2,3,66.7,20,0,0,122.7,cj-beathard-1
Reggie Bell,2014-09-06,2,Eastern Michigan,@,Florida,L,2,6,33.3,12,0,0,50.1,reggie-bell-1
Bill Belton,2014-09-06,2,Penn State,,Akron,W,0,1,0.0,0,0,0,0.0,bill-belton-1
Steven Bench,2014-09-06,2,South Florida,,Maryland,L,14,36,38.9,162,0,1,71.1,steven-bench-2
Mike Bercovici,2014-09-06,2,Arizona State,@,New Mexico,W,1,1,100.0,6,0,0,150.4,mike-bercovici-1
Rob Bolden,2014-09-06,2,Eastern Michigan,@,Florida,L,2,5,40.0,4,0,1,6.7,rob-bolden-1
Kyle Bolin,2014-09-06,2,Louisville,,Murray State,W,1,2,50.0,10,0,0,92.0,kyle-bolin-1
Reggie Bonnafon,2014-09-06,2,Louisville,,Murray State,W,8,11,72.7,112,1,0,188.3,reggie-bonnafon-1
Anthony Boone,2014-09-06,2,Duke,@,Troy,W,27,41,65.9,268,1,0,128.8,anthony-boone-1
Michael Brewer,2014-09-06,2,Virginia Tech,@,Ohio State,W,23,36,63.9,199,2,2,117.5,michael-brewer-3
Brandon Bridge,2014-09-06,1,South Alabama,@,Kent State,W,15,25,60.0,161,1,0,127.3,brandon-bridge-1
Jeremiah Briscoe,2014-09-06,2,Alabama-Birmingham,@,Mississippi State,L,5,15,33.3,231,2,0,206.7,jeremiah-briscoe-1
Jacoby Brissett,2014-09-06,2,North Carolina State,,Old Dominion,W,21,29,72.4,253,2,0,168.5,jacoby-brissett-2
Terrance Broadway,2014-09-06,2,Louisiana,,Louisiana Tech,L,19,31,61.3,150,1,1,106.1,terrance-broadway-2
C.J. Brown,2014-09-06,2,Maryland,@,South Florida,W,17,28,60.7,201,2,2,130.3,cj-brown-1
Kameron Bryant,2014-09-06,2,Appalachian State,,Campbell,W,10,17,58.8,149,2,1,159.5,kameron-bryant-1
Ryan Buchanan,2014-09-06,2,Mississippi,@,Vanderbilt,W,4,7,57.1,38,0,0,102.7,ryan-buchanan-1
Neal Burcham,2014-09-06,2,Southern Methodist,@,North Texas,L,12,22,54.5,99,0,2,74.2,neal-burcham-1
Brian Burrell,2014-09-06,2,Fresno State,@,Utah,L,8,16,50.0,106,2,0,146.9,brian-burrell-1
Joseph Calcagni,2014-09-06,2,Tulsa,,Oklahoma,L,4,7,57.1,30,0,1,64.6,joseph-calcagni-1
Cody Callaway,2014-09-06,2,Bowling Green State,,Virginia Military Institute,W,3,3,100.0,29,0,0,181.2,cody-callaway-1
Tyler Cameron,2014-09-06,2,Wake Forest,,Gardner-Webb,W,0,1,0.0,0,0,0,0.0,tyler-cameron-1
Shane Carden,2014-09-06,2,East Carolina,@,South Carolina,L,32,46,69.6,321,1,2,126.7,shane-carden-1
Kolney Cassel,2014-09-06,2,Southern Methodist,@,North Texas,L,11,21,52.4,134,1,0,121.7,kolney-cassel-1
