Player,Date,G,School,Loc,Opponent,WL,XP Made,XP Att,XP %,FG Made,FG Att,FG %,Pts,unique_id
Colt David,2007-08-30,1,Louisiana State,@,Mississippi State,W,6,6,100.0,1,1,100.0,9,colt-david-1
Sergio Aguayo,2007-08-30,1,Nevada-Las Vegas,@,Utah State,W,2,2,100.0,3,3,100.0,11,sergio-aguayo-1
Arthur Carmody,2007-08-30,1,Louisville,,Murray State,W,10,10,100.0,1,1,100.0,13,arthur-carmody-1
Ryan Perkins,2007-08-31,1,Washington,@,Syracuse,W,6,6,100.0,0,0,,6,ryan-perkins-1
Patrick Shadle,2007-08-31,1,Syracuse,,Washington,L,0,1,0.0,2,2,100.0,6,patrick-shadle-1
Jake Brownell,2007-08-31,1,Temple,,Navy,L,1,2,50.0,2,2,100.0,7,jake-brownell-1
Matt Harmon,2007-08-31,1,Navy,@,Temple,W,3,3,100.0,3,3,100.0,12,matt-harmon-2
Shea Brewster,2007-09-01,1,Baylor,@,Texas Christian,L,0,0,,0,2,0.0,0,shea-brewster-1
Dustin Rivest,2007-09-01,1,Florida International,@,Penn State,L,0,0,,0,1,0.0,0,dustin-rivest-1
Andrew Aguila,2007-09-01,1,Central Michigan,@,Kansas,L,1,1,100.0,0,0,,1,andrew-aguila-1
Jason Bondzio,2007-09-01,1,Arizona,@,Brigham Young,L,1,1,100.0,0,0,,1,jason-bondzio-1
Ben Hartman,2007-09-01,1,East Carolina,@,Virginia Tech,L,1,1,100.0,0,0,,1,ben-hartman-1
Matt Reagan,2007-09-01,1,Memphis,,Mississippi,L,1,1,100.0,0,1,0.0,1,matt-reagan-1
Kevin Trulock,2007-09-01,1,Indiana,,Indiana State,W,1,1,100.0,0,0,,1,kevin-trulock-1
Adam Demarco,2007-09-01,1,Army,@,Akron,L,2,2,100.0,0,0,,2,adam-demarco-1
Drew Edmiston,2007-09-01,1,Louisiana,@,South Carolina,L,2,2,100.0,0,0,,2,drew-edmiston-1
Clark Fangmeier,2007-09-01,1,Rice,,Nicholls State,L,2,2,100.0,0,0,,2,clark-fangmeier-1
Matt King,2007-09-01,1,Middle Tennessee State,@,Florida Atlantic,L,2,2,100.0,0,0,,2,matt-king-1
Mitch Payne,2007-09-01,1,Brigham Young,,Arizona,W,2,3,66.7,0,1,0.0,2,mitch-payne-1
Jason Ricks,2007-09-01,1,Oklahoma State,@,Georgia,L,2,2,100.0,0,0,,2,jason-ricks-1
Joe Surgan,2007-09-01,1,Duke,,Connecticut,L,2,2,100.0,0,0,,2,joe-surgan-1
Collin Wagner,2007-09-01,1,Penn State,,Florida International,W,2,2,100.0,0,0,,2,collin-wagner-1
Romeen Abdollmohammadi,2007-09-01,1,Washington State,@,Wisconsin,L,3,3,100.0,0,1,0.0,3,romeen-abdollmohammadi-1
Ryan Bailey,2007-09-01,1,Texas,,Arkansas State,W,3,3,100.0,0,0,,3,ryan-bailey-1
Daniel Padilla,2007-09-01,1,Oregon,,Houston,W,3,3,100.0,0,0,,3,daniel-padilla-1
Anthony Binswanger,2007-09-01,1,Marshall,@,Miami (FL),L,0,0,,1,2,50.0,3,anthony-binswanger-1
Sean Dutcher,2007-09-01,1,Eastern Michigan,@,Pittsburgh,L,0,0,,1,2,50.0,3,sean-dutcher-1
Chris Gould,2007-09-01,1,Virginia,@,Wyoming,L,0,0,,1,1,100.0,3,chris-gould-1
Chris James,2007-09-01,1,Western Kentucky,@,Florida,L,0,0,,1,1,100.0,3,chris-james-4
Chris Nendick,2007-09-01,1,Northern Illinois,,Iowa,L,0,0,,1,2,50.0,3,chris-nendick-1
Jared Strubeck,2007-09-01,1,San Jose State,@,Arizona State,L,0,0,,1,1,100.0,3,jared-strubeck-1
Brandon Walker,2007-09-01,1,Notre Dame,,Georgia Tech,L,0,0,,1,1,100.0,3,brandon-walker-1
Delbert Alvarado,2007-09-01,1,South Florida,,Elon,W,4,4,100.0,0,0,,4,delbert-alvarado-1
Tino Amancio,2007-09-01,1,Idaho,@,Southern California,L,1,1,100.0,1,3,33.3,4,tino-amancio-1
Danny Horwedel,2007-09-01,1,Louisiana Tech,,Central Arkansas,W,4,4,100.0,0,0,,4,danny-horwedel-1
Brett Jaekle,2007-09-01,1,Nevada,@,Nebraska,L,1,1,100.0,1,1,100.0,4,brett-jaekle-1
Mike Jones,2007-09-01,1,Western Michigan,@,West Virginia,L,1,2,50.0,1,1,100.0,4,mike-jones-3
Adi Kunalic,2007-09-01,1,Nebraska,,Nevada,W,1,1,100.0,1,1,100.0,4,adi-kunalic-1
Jose Martinez,2007-09-01,1,Texas-El Paso,,New Mexico,W,1,1,100.0,1,2,50.0,4,jose-martinez-1
Thomas Moreland,2007-09-01,1,North Texas,@,Oklahoma,L,1,1,100.0,1,1,100.0,4,thomas-moreland-1
Jason Reda,2007-09-01,1,Illinois,N,Missouri,L,4,5,80.0,0,0,,4,jason-reda-1
Austin Signor,2007-09-01,1,Iowa,@,Northern Illinois,W,1,2,50.0,1,2,50.0,4,austin-signor-1
Jason Smith,2007-09-01,1,Colorado State,N,Colorado,L,4,4,100.0,0,0,,4,jason-smith-2
Ryan Succop,2007-09-01,1,South Carolina,,Louisiana,W,4,4,100.0,0,1,0.0,4,ryan-succop-1
Sam Swank,2007-09-01,1,Wake Forest,@,Boston College,L,4,4,100.0,0,0,,4,sam-swank-1
Derek Belch,2007-09-01,1,Stanford,,UCLA,L,2,2,100.0,1,2,50.0,5,derek-belch-1
Brandon Coutu,2007-09-01,1,Georgia,,Oklahoma State,W,5,5,100.0,0,0,,5,brandon-coutu-1
Jud Dunlevy,2007-09-01,1,Virginia Tech,,East Carolina,W,2,2,100.0,1,1,100.0,5,jud-dunlevy-1
Justin Estes,2007-09-01,1,Southern Mississippi,,Tennessee-Martin,W,5,5,100.0,0,1,0.0,5,justin-estes-1
Steven Hauschka,2007-09-01,1,North Carolina State,,Central Florida,L,2,2,100.0,1,1,100.0,5,steven-hauschka-1
Joshua Shene,2007-09-01,1,Mississippi,@,Memphis,W,2,3,66.7,1,2,50.0,5,joshua-shene-1
Alex Henery,2007-09-01,1,Nebraska,,Nevada,W,6,6,100.0,0,0,,6,alex-henery-1
Taylor Mehlhaff,2007-09-01,1,Wisconsin,,Washington State,W,6,6,100.0,0,0,,6,taylor-mehlhaff-1
Alex Steigerwald,2007-09-01,1,Toledo,,Purdue,L,3,3,100.0,1,1,100.0,6,alex-steigerwald-1
Clint Stitser,2007-09-01,1,Fresno State,,Sacramento State,W,3,3,100.0,1,2,50.0,6,clint-stitser-1
Sinisa Vrvilo,2007-09-01,1,Bowling Green State,@,Minnesota,W,3,3,100.0,1,2,50.0,6,sinisa-vrvilo-1
John Sullivan,2007-09-01,1,New Mexico,@,Texas-El Paso,L,0,0,,2,4,50.0,6,john-sullivan-1
Josh Arauco,2007-09-01,1,Arkansas State,@,Texas,L,1,1,100.0,2,4,50.0,7,josh-arauco-1
Connor Barth,2007-09-01,1,North Carolina,,James Madison,W,4,5,80.0,1,1,100.0,7,connor-barth-1
Obi Egekeze,2007-09-01,1,Maryland,,Villanova,W,4,4,100.0,1,1,100.0,7,obi-egekeze-1
Jason Giannini,2007-09-01,1,Minnesota,,Bowling Green State,L,4,4,100.0,1,1,100.0,7,jason-giannini-1
Joey Ijjas,2007-09-01,1,Florida,,Western Kentucky,W,7,7,100.0,0,0,,7,joey-ijjas-1
Daniel Lincoln,2007-09-01,1,Tennessee,@,California,L,4,4,100.0,1,1,100.0,7,daniel-lincoln-1
Brooks Rossman,2007-09-01,1,Kansas State,@,Auburn,L,1,1,100.0,2,2,100.0,7,brooks-rossman-1
Francesco Zampogna,2007-09-01,1,Miami (FL),,Marshall,W,4,4,100.0,1,2,50.0,7,francesco-zampogna-1
Steve Aponavicius,2007-09-01,1,Boston College,,Wake Forest,W,5,5,100.0,1,1,100.0,8,steve-aponavicius-1
David Buehler,2007-09-01,1,Southern California,,Idaho,W,5,5,100.0,1,1,100.0,8,david-buehler-1
Jason Gingell,2007-09-01,1,Michigan,,Appalachian State,L,2,2,100.0,2,4,50.0,8,jason-gingell-1
Pat McAfee,2007-09-01,1,West Virginia,,Western Michigan,W,8,9,88.9,0,0,,8,pat-mcafee-1
Ryan Pretorius,2007-09-01,1,Ohio State,,Youngstown State,W,5,5,100.0,1,1,100.0,8,ryan-pretorius-1
Lones Seiber,2007-09-01,1,Kentucky,,Eastern Kentucky,W,5,7,71.4,1,2,50.0,8,lones-seiber-1
Matt Szymanski,2007-09-01,1,Texas A&M,,Montana State,W,5,5,100.0,1,1,100.0,8,matt-szymanski-1
Greg Whibbs,2007-09-01,1,Troy,@,Arkansas,L,2,3,66.7,2,2,100.0,8,greg-whibbs-1
Matt Evensen,2007-09-01,1,Oregon,,Houston,W,3,3,100.0,2,2,100.0,9,matt-evensen-1
Kai Forbath,2007-09-01,1,UCLA,@,Stanford,W,6,6,100.0,1,3,33.3,9,kai-forbath-1
Jordan Kay,2007-09-01,1,California,,Tennessee,W,6,6,100.0,1,1,100.0,9,jordan-kay-1
Dan Kelly,2007-09-01,1,Hawaii,,Northern Colorado,W,9,9,100.0,0,0,,9,dan-kelly-1
Kevin Kelly,2007-09-01,1,Penn State,,Florida International,W,6,6,100.0,1,2,50.0,9,kevin-kelly-1
T.J. Lawrence,2007-09-01,1,Houston,@,Oregon,L,3,3,100.0,2,2,100.0,9,tj-lawrence-2
Conor Lee,2007-09-01,1,Pittsburgh,,Eastern Michigan,W,3,3,100.0,2,3,66.7,9,conor-lee-1
Warley Leroy,2007-09-01,1,Florida Atlantic,,Middle Tennessee State,W,3,3,100.0,2,3,66.7,9,warley-leroy-1
Chris Manfredini,2007-09-01,1,Texas Christian,,Baylor,W,3,3,100.0,2,3,66.7,9,chris-manfredini-1
Amado Villarreal,2007-09-01,1,Northwestern,,Northeastern,W,3,3,100.0,2,2,100.0,9,amado-villarreal-1
Thomas Weber,2007-09-01,1,Arizona State,,San Jose State,W,6,6,100.0,1,1,100.0,9,thomas-weber-1
Michael Braunstein,2007-09-01,1,Ohio,,Gardner-Webb,W,4,4,100.0,2,2,100.0,10,michael-braunstein-1
Ryan Harrison,2007-09-01,1,Air Force,,South Carolina State,W,4,4,100.0,2,2,100.0,10,ryan-harrison-1
Igor Iveljic,2007-09-01,1,Akron,,Army,W,1,2,50.0,3,4,75.0,10,igor-iveljic-1
Chris Summers,2007-09-01,1,Purdue,@,Toledo,W,7,7,100.0,1,2,50.0,10,chris-summers-1
Leigh Tiffin,2007-09-01,1,Alabama,,Western Carolina,W,7,7,100.0,1,3,33.3,10,leigh-tiffin-1
Swayze Waters,2007-09-01,1,Alabama-Birmingham,@,Michigan State,L,1,1,100.0,3,3,100.0,10,swayze-waters-1
Scott Webb,2007-09-01,1,Kansas,,Central Michigan,W,7,7,100.0,1,1,100.0,10,scott-webb-1
Jeff Wolfert,2007-09-01,1,Missouri,N,Illinois,W,4,4,100.0,2,3,66.7,10,jeff-wolfert-1
Wes Byrum,2007-09-01,1,Auburn,,Kansas State,W,2,2,100.0,3,4,75.0,11,wes-byrum-1
Kevin Eberhart,2007-09-01,1,Colorado,N,Colorado State,W,2,2,100.0,3,4,75.0,11,kevin-eberhart-1
Bryant Hahnfeldt,2007-09-01,1,Vanderbilt,,Richmond,W,5,5,100.0,2,3,66.7,11,bryant-hahnfeldt-1
Garrett Hartley,2007-09-01,1,Oklahoma,,North Texas,W,11,11,100.0,0,0,,11,garrett-hartley-1
Michael Torres,2007-09-01,1,Central Florida,@,North Carolina State,W,2,2,100.0,3,3,100.0,11,michael-torres-1
Billy Vinnedge,2007-09-01,1,Wyoming,,Virginia,W,2,2,100.0,3,4,75.0,11,billy-vinnedge-1
Austin Starr,2007-09-01,1,Indiana,,Indiana State,W,6,6,100.0,2,2,100.0,12,austin-starr-1
Tony Ciaravino,2007-09-01,1,Connecticut,@,Duke,W,4,5,80.0,3,4,75.0,13,tony-ciaravino-1
Brett Swenson,2007-09-01,1,Michigan State,,Alabama-Birmingham,W,7,7,100.0,2,2,100.0,13,brett-swenson-1
Travis Bell,2007-09-01,1,Georgia Tech,@,Notre Dame,W,3,3,100.0,4,5,80.0,15,travis-bell-1
Alex Tejada,2007-09-01,1,Arkansas,,Troy,W,4,5,80.0,4,4,100.0,16,alex-tejada-1
Gary Cismesia,2007-09-03,1,Florida State,@,Clemson,L,1,1,100.0,1,1,100.0,4,gary-cismesia-1
Mark Buchholz,2007-09-03,1,Clemson,,Florida State,W,3,3,100.0,1,1,100.0,6,mark-buchholz-1
Alex Trlica,2007-09-03,1,Texas Tech,@,Southern Methodist,W,7,7,100.0,0,0,,7,alex-trlica-1
Thomas Morstead,2007-09-03,1,Southern Methodist,,Texas Tech,L,0,0,,3,3,100.0,9,thomas-morstead-1
Alexis Serna,2007-09-06,2,Oregon State,@,Cincinnati,L,0,0,,1,2,50.0,3,alexis-serna-1
Matt King,2007-09-06,2,Middle Tennessee State,@,Louisville,L,6,6,100.0,0,1,0.0,6,matt-king-1
Jake Rogers,2007-09-06,2,Cincinnati,,Oregon State,W,4,4,100.0,2,2,100.0,10,jake-rogers-1
Arthur Carmody,2007-09-06,2,Louisville,,Middle Tennessee State,W,7,7,100.0,3,3,100.0,16,arthur-carmody-1
Matt Harmon,2007-09-07,2,Navy,@,Rutgers,L,3,3,100.0,1,1,100.0,6,matt-harmon-2
Jeremy Ito,2007-09-07,2,Rutgers,,Navy,W,5,5,100.0,2,2,100.0,11,jeremy-ito-1
Chris Ulinski,2007-09-08,2,Utah State,@,Wyoming,L,0,1,0.0,0,0,,0,chris-ulinski-1
Radi Jabour,2007-09-08,2,Louisiana-Monroe,@,Clemson,L,0,0,,0,1,0.0,0,radi-jabour-1
Patrick Shadle,2007-09-08,2,Syracuse,@,Iowa,L,0,0,,0,2,0.0,0,patrick-shadle-1
Nate Whitaker,2007-09-08,2,Notre Dame,@,Penn State,L,0,0,,0,1,0.0,0,nate-whitaker-1
Scott Blair,2007-09-08,2,Georgia Tech,,Samford,W,1,1,100.0,0,0,,1,scott-blair-1
Jake Brownell,2007-09-08,2,Temple,,Buffalo,L,1,1,100.0,0,0,,1,jake-brownell-1
Bret Culbertson,2007-09-08,2,Iowa State,,Northern Iowa,L,1,1,100.0,0,1,0.0,1,bret-culbertson-1
Jud Dunlevy,2007-09-08,2,Virginia Tech,@,Louisiana State,L,1,1,100.0,0,0,,1,jud-dunlevy-1
Jason Gingell,2007-09-08,2,Michigan,,Oregon,L,1,1,100.0,0,1,0.0,1,jason-gingell-1
Joshua Shene,2007-09-08,2,Mississippi,,Missouri,L,1,1,100.0,0,0,,1,joshua-shene-1
Adam Demarco,2007-09-08,2,Army,,Rhode Island,W,2,2,100.0,0,1,0.0,2,adam-demarco-1
Kevin Eberhart,2007-09-08,2,Colorado,@,Arizona State,L,2,2,100.0,0,0,,2,kevin-eberhart-1
J.J. Housley,2007-09-08,2,Kentucky,,Kent State,W,2,2,100.0,0,0,,2,jj-housley-1
Daniel Padilla,2007-09-08,2,Oregon,@,Michigan,W,2,2,100.0,0,1,0.0,2,daniel-padilla-1
Nate Reed,2007-09-08,2,Kent State,@,Kentucky,L,2,3,66.7,0,0,,2,nate-reed-1
Jared Strubeck,2007-09-08,2,San Jose State,@,Kansas State,L,2,2,100.0,0,0,,2,jared-strubeck-1
Mike Jones,2007-09-08,2,Western Michigan,,Indiana,L,3,3,100.0,0,0,,3,mike-jones-3
Jason Reda,2007-09-08,2,Illinois,,Western Illinois,W,3,3,100.0,0,0,,3,jason-reda-1
Thomas Weber,2007-09-08,2,Arizona State,,Colorado,W,3,4,75.0,0,0,,3,thomas-weber-1
Britt Barefoot,2007-09-08,2,Southern Mississippi,@,Tennessee,L,0,0,,1,1,100.0,3,britt-barefoot-1
Joe Surgan,2007-09-08,2,Duke,@,Virginia,L,0,0,,1,4,25.0,3,joe-surgan-1
Chris Abed,2007-09-08,2,Florida International,,Maryland,L,1,1,100.0,1,1,100.0,4,chris-abed-1
Kyle Brotzman,2007-09-08,2,Boise State,@,Washington,L,1,1,100.0,1,2,50.0,4,kyle-brotzman-1
Sean Dutcher,2007-09-08,2,Eastern Michigan,,Ball State,L,1,2,50.0,1,1,100.0,4,sean-dutcher-1
Bryant Hahnfeldt,2007-09-08,2,Vanderbilt,,Alabama,L,1,1,100.0,1,1,100.0,4,bryant-hahnfeldt-1
Zac Minturn,2007-09-08,2,Western Kentucky,,West Virginia Tech,W,4,4,100.0,0,0,,4,zac-minturn-1
Jason Smith,2007-09-08,2,Colorado State,,California,L,4,4,100.0,0,0,,4,jason-smith-2
Brett Swenson,2007-09-08,2,Michigan State,,Bowling Green State,W,4,4,100.0,0,1,0.0,4,brett-swenson-1
Brandon Walker,2007-09-08,2,Notre Dame,@,Penn State,L,1,1,100.0,1,1,100.0,4,brandon-walker-1
Connor Barth,2007-09-08,2,North Carolina,@,East Carolina,L,2,3,66.7,1,1,100.0,5,connor-barth-1
Drew Edmiston,2007-09-08,2,Louisiana,,Ohio,L,2,3,66.7,1,1,100.0,5,drew-edmiston-1
Matt Evensen,2007-09-08,2,Oregon,@,Michigan,W,2,2,100.0,1,2,50.0,5,matt-evensen-1
Clark Fangmeier,2007-09-08,2,Rice,@,Baylor,L,2,2,100.0,1,2,50.0,5,clark-fangmeier-1
Jason Giannini,2007-09-08,2,Minnesota,,Miami (OH),W,5,5,100.0,0,3,0.0,5,jason-giannini-1
Steven Hauschka,2007-09-08,2,North Carolina State,@,Boston College,L,2,2,100.0,1,1,100.0,5,steven-hauschka-1
Garrett Palmer,2007-09-08,1,San Diego State,@,Washington State,L,2,2,100.0,1,2,50.0,5,garrett-palmer-1
Mitch Payne,2007-09-08,2,Brigham Young,@,UCLA,L,2,2,100.0,1,1,100.0,5,mitch-payne-1
Austin Signor,2007-09-08,2,Iowa,,Syracuse,W,5,5,100.0,0,0,,5,austin-signor-1
Sam Swank,2007-09-08,2,Wake Forest,,Nebraska,L,2,2,100.0,1,1,100.0,5,sam-swank-1
Ross Thevenot,2007-09-08,1,Tulane,,Mississippi State,L,2,2,100.0,1,1,100.0,5,ross-thevenot-1
Sinisa Vrvilo,2007-09-08,2,Bowling Green State,@,Michigan State,L,2,2,100.0,1,2,50.0,5,sinisa-vrvilo-1
Shea Brewster,2007-09-08,2,Baylor,,Rice,W,6,6,100.0,0,1,0.0,6,shea-brewster-1
Obi Egekeze,2007-09-08,2,Maryland,@,Florida International,W,3,3,100.0,1,2,50.0,6,obi-egekeze-1
Chris Gould,2007-09-08,2,Virginia,,Duke,W,3,3,100.0,1,2,50.0,6,chris-gould-1
Pat McAfee,2007-09-08,2,West Virginia,@,Marshall,W,6,6,100.0,0,0,,6,pat-mcafee-1
Ryan Perkins,2007-09-08,2,Washington,,Boise State,W,3,3,100.0,1,2,50.0,6,ryan-perkins-1
A.J. Principe,2007-09-08,2,Buffalo,@,Temple,W,6,6,100.0,0,0,,6,aj-principe-1
Jason Ricks,2007-09-08,2,Oklahoma State,,Florida Atlantic,W,6,6,100.0,0,0,,6,jason-ricks-1
Lones Seiber,2007-09-08,2,Kentucky,,Kent State,W,6,6,100.0,0,0,,6,lones-seiber-1
Billy Vinnedge,2007-09-08,2,Wyoming,,Utah State,W,3,3,100.0,1,2,50.0,6,billy-vinnedge-1
Swayze Waters,2007-09-08,2,Alabama-Birmingham,@,Florida State,L,3,3,100.0,1,2,50.0,6,swayze-waters-1
Peter Caldwell,2007-09-08,2,Utah State,@,Wyoming,L,0,0,,2,3,66.7,6,peter-caldwell-1
Warley Leroy,2007-09-08,2,Florida Atlantic,@,Oklahoma State,L,0,0,,2,2,100.0,6,warley-leroy-1
Taylor Mehlhaff,2007-09-08,2,Wisconsin,@,Nevada-Las Vegas,W,0,0,,2,2,100.0,6,taylor-mehlhaff-1
Louie Sakoda,2007-09-08,2,Utah,,Air Force,L,0,0,,2,2,100.0,6,louie-sakoda-1
Sergio Aguayo,2007-09-08,2,Nevada-Las Vegas,,Wisconsin,L,1,1,100.0,2,2,100.0,7,sergio-aguayo-1
Steve Aponavicius,2007-09-08,2,Boston College,,North Carolina State,W,4,5,80.0,1,1,100.0,7,steve-aponavicius-1
Michael Braunstein,2007-09-08,2,Ohio,@,Louisiana,W,4,4,100.0,1,1,100.0,7,michael-braunstein-1
Mark Buchholz,2007-09-08,2,Clemson,,Louisiana-Monroe,W,7,7,100.0,0,0,,7,mark-buchholz-1
Brett Jaekle,2007-09-08,2,Nevada,@,Northwestern,L,4,4,100.0,1,2,50.0,7,brett-jaekle-1
Kevin Kelly,2007-09-08,2,Penn State,,Notre Dame,W,4,4,100.0,1,1,100.0,7,kevin-kelly-1
Chris Manfredini,2007-09-08,2,Texas Christian,@,Texas,L,1,1,100.0,2,2,100.0,7,chris-manfredini-1
Jose Martinez,2007-09-08,2,Texas-El Paso,@,Texas Tech,L,4,4,100.0,1,1,100.0,7,jose-martinez-1
Thomas Moreland,2007-09-08,2,North Texas,@,Southern Methodist,L,4,4,100.0,1,1,100.0,7,thomas-moreland-1
Chris Nendick,2007-09-08,2,Northern Illinois,,Southern Illinois,L,4,4,100.0,1,1,100.0,7,chris-nendick-1
Alex Steigerwald,2007-09-08,2,Toledo,@,Central Michigan,L,4,4,100.0,1,1,100.0,7,alex-steigerwald-1
Clint Stitser,2007-09-08,2,Fresno State,@,Texas A&M,L,4,4,100.0,1,3,33.3,7,clint-stitser-1
Greg Whibbs,2007-09-08,2,Troy,@,Florida,L,4,4,100.0,1,2,50.0,7,greg-whibbs-1
Francesco Zampogna,2007-09-08,2,Miami (FL),@,Oklahoma,L,1,1,100.0,2,2,100.0,7,francesco-zampogna-1
Delbert Alvarado,2007-09-08,2,South Florida,@,Auburn,W,2,2,100.0,2,6,33.3,8,delbert-alvarado-1
Tino Amancio,2007-09-08,2,Idaho,,Cal Poly,W,2,2,100.0,2,2,100.0,8,tino-amancio-1
Adam Carlson,2007-09-08,2,Mississippi State,@,Tulane,W,5,5,100.0,1,3,33.3,8,adam-carlson-1
Tony Ciaravino,2007-09-08,2,Connecticut,,Maine,W,5,5,100.0,1,2,50.0,8,tony-ciaravino-1
Ryan Harrison,2007-09-08,2,Air Force,@,Utah,W,2,2,100.0,2,3,66.7,8,ryan-harrison-1
Alex Henery,2007-09-08,2,Nebraska,@,Wake Forest,W,2,2,100.0,2,2,100.0,8,alex-henery-1
Jake Hogue,2007-09-08,2,Ball State,@,Eastern Michigan,W,5,5,100.0,1,3,33.3,8,jake-hogue-1
Danny Horwedel,2007-09-08,2,Louisiana Tech,,Hawaii,L,5,5,100.0,1,2,50.0,8,danny-horwedel-1
Ryan Pretorius,2007-09-08,2,Ohio State,,Akron,W,2,2,100.0,2,2,100.0,8,ryan-pretorius-1
Cole Wilson,2007-09-08,2,Louisiana-Monroe,@,Clemson,L,2,3,66.7,2,2,100.0,8,cole-wilson-1
Jeff Wolfert,2007-09-08,2,Missouri,@,Mississippi,W,5,5,100.0,1,2,50.0,8,jeff-wolfert-1
Romeen Abdollmohammadi,2007-09-08,2,Washington State,,San Diego State,W,6,6,100.0,1,1,100.0,9,romeen-abdollmohammadi-1
Jason Bondzio,2007-09-08,2,Arizona,,Northern Arizona,W,6,6,100.0,1,2,50.0,9,jason-bondzio-1
Kai Forbath,2007-09-08,2,UCLA,,Brigham Young,W,3,3,100.0,2,2,100.0,9,kai-forbath-1
Garrett Hartley,2007-09-08,2,Oklahoma,,Miami (FL),W,6,7,85.7,1,1,100.0,9,garrett-hartley-1
Dan Kelly,2007-09-08,2,Hawaii,@,Louisiana Tech,W,6,6,100.0,1,3,33.3,9,dan-kelly-1
Thomas Morstead,2007-09-08,2,Southern Methodist,,North Texas,W,6,6,100.0,1,1,100.0,9,thomas-morstead-1
Alex Trlica,2007-09-08,2,Texas Tech,,Texas-El Paso,W,6,6,100.0,1,1,100.0,9,alex-trlica-1
Andrew Aguila,2007-09-08,2,Central Michigan,,Toledo,W,7,7,100.0,1,1,100.0,10,andrew-aguila-1
Ryan Bailey,2007-09-08,2,Texas,,Texas Christian,W,4,4,100.0,2,3,66.7,10,ryan-bailey-1
Gary Cismesia,2007-09-08,2,Florida State,,Alabama-Birmingham,W,4,4,100.0,2,2,100.0,10,gary-cismesia-1
Justin Estes,2007-09-08,2,Southern Mississippi,@,Tennessee,L,1,1,100.0,3,4,75.0,10,justin-estes-1
Ben Hartman,2007-09-08,2,East Carolina,,North Carolina,W,4,4,100.0,2,5,40.0,10,ben-hartman-1
Jordan Kay,2007-09-08,2,California,@,Colorado State,W,4,4,100.0,2,2,100.0,10,jordan-kay-1
Conor Lee,2007-09-08,2,Pittsburgh,,Grambling State,W,4,4,100.0,2,2,100.0,10,conor-lee-1
Brooks Rossman,2007-09-08,2,Kansas State,,San Jose State,W,4,4,100.0,2,2,100.0,10,brooks-rossman-1
Ryan Succop,2007-09-08,2,South Carolina,@,Georgia,W,1,1,100.0,3,3,100.0,10,ryan-succop-1
Chris Summers,2007-09-08,2,Purdue,,Eastern Illinois,W,7,7,100.0,1,1,100.0,10,chris-summers-1
Leigh Tiffin,2007-09-08,2,Alabama,@,Vanderbilt,W,1,1,100.0,3,5,60.0,10,leigh-tiffin-1
Amado Villarreal,2007-09-08,2,Northwestern,,Nevada,W,4,4,100.0,2,2,100.0,10,amado-villarreal-1
Scott Webb,2007-09-08,2,Kansas,,Southeastern Louisiana,W,7,7,100.0,1,1,100.0,10,scott-webb-1
Paul Young,2007-09-08,2,New Mexico State,@,New Mexico,L,4,4,100.0,2,2,100.0,10,paul-young-1
