Player,Date,G,School,Loc,Opponent,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,unique_id
Freddie Barnes,2006-09-02,1,Bowling Green State,,Wisconsin,L,12,19,63.2,82,0,0,99.4,freddie-barnes-1
John Beck,2006-09-02,1,Brigham Young,@,Arizona,L,28,37,75.7,289,1,0,150.2,john-beck-1
Earl Bennett,2006-09-02,1,Vanderbilt,@,Michigan,L,1,1,100.0,30,1,0,682.0,earl-bennett-1
John David Booty,2006-09-02,1,Southern California,@,Arkansas,W,24,35,68.6,261,3,0,159.5,john-david-booty-1
Brad Bower,2006-09-02,1,Ohio,,Tennessee-Martin,W,3,5,60.0,33,0,1,75.4,brad-bower-1
Tim Brasic,2006-09-02,1,Illinois,,Eastern Illinois,W,13,17,76.5,149,0,0,150.1,tim-brasic-1
Colt Brennan,2006-09-02,1,Hawaii,@,Alabama,L,30,44,68.2,350,2,1,145.5,colt-brennan-1
Alex Brink,2006-09-02,1,Washington State,@,Auburn,L,11,24,45.8,67,1,1,74.7,alex-brink-1
Jarrett Brown,2006-09-02,1,West Virginia,,Marshall,W,1,1,100.0,5,0,0,142.0,jarrett-brown-1
Zac Champion,2006-09-02,1,Louisiana Tech,@,Nebraska,L,12,27,44.4,231,1,1,121.1,zac-champion-1
Jonathan Chandler,2006-09-02,1,Troy,,Alabama State,W,2,2,100.0,-1,0,0,95.8,jonathan-chandler-1
Jake Christensen,2006-09-02,1,Iowa,,Montana,W,3,3,100.0,19,0,0,153.2,jake-christensen-1
Sean Clayton,2006-09-02,1,Florida Atlantic,@,Clemson,L,11,22,50.0,112,0,1,83.7,sean-clayton-1
Chase Clement,2006-09-02,1,Rice,,Houston,L,12,26,46.2,152,2,1,113.0,chase-clement-2
Brandon Coleman,2006-09-02,1,Missouri,,Murray State,W,1,3,33.3,13,0,1,3.1,brandon-coleman-1
Patrick Cowan,2006-09-02,1,UCLA,,Utah,W,0,1,0.0,0,0,0,0.0,patrick-cowan-1
Brandon Cox,2006-09-02,1,Auburn,,Washington State,W,11,18,61.1,191,1,0,168.6,brandon-cox-1
James Cox,2006-09-02,1,Colorado,,Montana State,L,8,22,36.4,110,0,0,78.4,james-cox-1
Joe Cox,2006-09-02,1,Georgia,,Western Kentucky,W,2,3,66.7,29,0,1,81.2,joe-cox-1
Jonathan Crompton,2006-09-02,1,Tennessee,,California,W,2,2,100.0,7,0,0,129.4,jonathan-crompton-1
Ryan Cubit,2006-09-02,1,Western Michigan,@,Indiana,L,16,22,72.7,166,0,2,117.9,ryan-cubit-1
Joe Dailey,2006-09-02,1,North Carolina,,Rutgers,L,24,36,66.7,234,1,2,119.3,joe-dailey-1
Chase Daniel,2006-09-02,1,Missouri,,Murray State,W,23,32,71.9,320,5,0,207.4,chase-daniel-1
Nick Davila,2006-09-02,1,Cincinnati,,Eastern Kentucky,W,10,19,52.6,121,1,0,123.5,nick-davila-1
Dennis Dixon,2006-09-02,1,Oregon,,Stanford,W,21,30,70.0,236,1,0,147.1,dennis-dixon-1
Jacob Doss,2006-09-02,1,Wyoming,,Utah State,W,17,26,65.4,209,3,1,163.3,jacob-doss-1
Trent Edwards,2006-09-02,1,Stanford,@,Oregon,L,20,34,58.8,224,1,0,123.9,trent-edwards-1
Joey Elliott,2006-09-02,1,Purdue,,Indiana State,W,4,5,80.0,50,1,0,230.0,joey-elliott-1
Austen Everson,2006-09-02,1,Ohio,,Tennessee-Martin,W,8,17,47.1,49,0,0,71.3,austen-everson-1
Matt Flynn,2006-09-02,1,Louisiana State,,Louisiana,W,3,5,60.0,36,0,0,120.5,matt-flynn-1
Julian Foster,2006-09-02,1,Troy,,Alabama State,W,3,4,75.0,21,1,0,201.6,julian-foster-1
Joe Ganz,2006-09-02,1,Nebraska,,Louisiana Tech,W,2,3,66.7,45,1,0,302.7,joe-ganz-1
Luke Getsy,2006-09-02,1,Akron,@,Penn State,L,22,42,52.4,160,1,2,82.7,luke-getsy-1
Sean Glennon,2006-09-02,1,Virginia Tech,,Northeastern,W,15,18,83.3,222,3,1,230.8,sean-glennon-1
Tommy Grady,2006-09-02,1,Utah,@,UCLA,L,1,2,50.0,13,0,1,4.6,tommy-grady-1
Matt Grothe,2006-09-02,1,South Florida,,McNeese State,W,9,13,69.2,171,2,0,230.5,matt-grothe-1
Dustin Grutza,2006-09-02,1,Cincinnati,,Eastern Kentucky,W,9,15,60.0,161,1,0,172.2,dustin-grutza-1
Brian Hampton,2006-09-02,1,Navy,,East Carolina,W,2,6,33.3,6,0,0,41.7,brian-hampton-1
Caleb Hanie,2006-09-02,1,Colorado State,,Weber State,W,15,22,68.2,212,0,1,140.0,caleb-hanie-1
Cullen Harper,2006-09-02,1,Clemson,,Florida Atlantic,W,1,3,33.3,7,0,0,52.9,cullen-harper-1
Graham Harrell,2006-09-02,1,Texas Tech,,Southern Methodist,W,34,49,69.4,342,5,1,157.6,graham-harrell-1
Omar Haugabook,2006-09-02,1,Troy,,Alabama State,W,20,32,62.5,171,4,1,142.4,omar-haugabook-1
Chad Henne,2006-09-02,1,Michigan,,Vanderbilt,W,10,22,45.5,135,2,0,127.0,chad-henne-1
Travis Hewitt,2006-09-02,1,Arkansas State,,Army,W,7,11,63.6,75,0,0,120.9,travis-hewitt-1
Rocky Hinds,2006-09-02,1,Nevada-Las Vegas,,Idaho State,W,24,42,57.1,322,1,0,129.4,rocky-hinds-1
Sam Hollenbach,2006-09-02,1,Maryland,,William & Mary,W,9,14,64.3,153,0,0,156.1,sam-hollenbach-1
Phil Horvath,2006-09-02,1,Northern Illinois,@,Ohio State,L,15,26,57.7,185,1,1,122.5,phil-horvath-1
Sam Hunt,2006-09-02,1,Alabama-Birmingham,@,Oklahoma,L,9,15,60.0,149,1,0,165.4,sam-hunt-1
Leon Jackson III,2006-09-02,1,Utah State,@,Wyoming,L,10,22,45.5,74,0,1,64.6,leon-jackson-iii-1
Robert Johnson,2006-09-02,1,Arkansas,,Southern California,L,12,25,48.0,110,0,2,69.0,robert-johnson-1
Marcus Jones,2006-09-02,1,Duke,,Richmond,L,2,6,33.3,11,0,0,48.7,marcus-jones-1
Pat Julmiste,2006-09-02,1,South Florida,,McNeese State,W,5,8,62.5,38,0,1,77.4,pat-julmiste-1
Dennis Kennedy,2006-09-02,1,Akron,@,Penn State,L,1,1,100.0,32,0,0,368.8,dennis-kennedy-1
Kevin Kolb,2006-09-02,1,Houston,@,Rice,W,22,35,62.9,233,3,0,147.1,kevin-kolb-1
Chris Leak,2006-09-02,1,Florida,,Southern Mississippi,W,21,30,70.0,248,3,1,165.8,chris-leak-1
Corey Leonard,2006-09-02,1,Arkansas State,,Army,W,4,5,80.0,22,0,0,117.0,corey-leonard-1
Thaddeus Lewis,2006-09-02,1,Duke,,Richmond,L,15,24,62.5,148,0,0,114.3,thaddeus-lewis-2
Nate Longshore,2006-09-02,1,California,@,Tennessee,L,11,20,55.0,85,0,1,80.7,nate-longshore-1
Jason Manson,2006-09-02,1,Iowa,,Montana,W,2,4,50.0,8,0,0,66.8,jason-manson-1
Ben Mauk,2006-09-02,1,Wake Forest,,Syracuse,W,14,21,66.7,105,1,1,114.9,ben-mauk-1
Kevin McCabe,2006-09-02,1,Virginia,@,Pittsburgh,L,2,3,66.7,26,0,1,72.8,kevin-mccabe-1
Colt McCoy,2006-09-02,1,Texas,,North Texas,W,12,19,63.2,178,3,0,194.0,colt-mccoy-1
Graeme McFarland,2006-09-02,1,Indiana,,Western Michigan,W,4,7,57.1,60,1,0,176.3,graeme-mcfarland-1
Stephen McGee,2006-09-02,1,Texas A&M,,Citadel,W,16,24,66.7,200,1,0,150.4,stephen-mcgee-1
Kole McKamey,2006-09-02,1,New Mexico,,Portland State,L,21,36,58.3,274,0,1,116.7,kole-mckamey-1
Dylan Meier,2006-09-02,1,Kansas State,,Illinois State,W,15,26,57.7,163,0,2,95.0,dylan-meier-1
Kerry Meier,2006-09-02,1,Kansas,,Northwestern State,W,8,18,44.4,110,2,1,121.3,kerry-meier-1
Steven Moffett,2006-09-02,1,Central Florida,,Villanova,W,15,20,75.0,199,3,0,208.1,steven-moffett-1
Anthony Morelli,2006-09-02,1,Penn State,,Akron,W,16,32,50.0,206,3,0,135.0,anthony-morelli-1
Bernard Morris,2006-09-02,1,Marshall,@,West Virginia,L,12,22,54.5,168,1,1,124.6,bernard-morris-1
Nate Morton,2006-09-02,1,Wake Forest,,Syracuse,W,0,1,0.0,0,0,0,0.0,nate-morton-1
Michael Mosley,2006-09-02,1,Louisiana Tech,@,Nebraska,L,1,5,20.0,7,0,0,31.8,michael-mosley-1
Mitch Mustain,2006-09-02,1,Arkansas,,Southern California,L,4,6,66.7,47,0,1,99.1,mitch-mustain-1
Dan Nicholson,2006-09-02,1,Northern Illinois,@,Ohio State,L,1,4,25.0,7,0,0,39.7,dan-nicholson-1
Chris Nickson,2006-09-02,1,Vanderbilt,@,Michigan,L,11,25,44.0,99,0,0,77.3,chris-nickson-1
Christian Olsen,2006-09-02,1,Virginia,@,Pittsburgh,L,17,34,50.0,133,0,1,77.0,christian-olsen-1
Ben Olson,2006-09-02,1,UCLA,,Utah,W,25,33,75.8,318,3,0,186.7,ben-olson-1
Curtis Painter,2006-09-02,1,Purdue,,Indiana State,W,16,30,53.3,261,2,0,148.4,curtis-painter-1
Tyler Palko,2006-09-02,1,Pittsburgh,,Virginia,W,17,22,77.3,283,3,1,221.2,tyler-palko-1
Perry Patterson,2006-09-02,1,Syracuse,@,Wake Forest,L,6,19,31.6,45,1,0,68.8,perry-patterson-1
Thomas Peregrin,2006-09-02,1,Western Michigan,@,Indiana,L,9,12,75.0,51,1,0,138.2,thomas-peregrin-1
Ryan Perrilloux,2006-09-02,1,Louisiana State,,Louisiana,W,1,1,100.0,10,0,0,184.0,ryan-perrilloux-1
David Pevoto,2006-09-02,1,Army,@,Arkansas State,L,12,23,52.2,95,0,2,69.5,david-pevoto-1
Matt Phillips,2006-09-02,1,North Texas,@,Texas,L,4,13,30.8,22,0,0,45.0,matt-phillips-1
James Pinkney,2006-09-02,1,East Carolina,@,Navy,L,24,35,68.6,283,2,0,155.3,james-pinkney-1
Blake Powers,2006-09-02,1,Indiana,,Western Michigan,W,16,28,57.1,192,1,1,119.4,blake-powers-1
Will Proctor,2006-09-02,1,Clemson,,Florida Atlantic,W,13,20,65.0,166,3,1,174.2,will-proctor-1
Brady Quinn,2006-09-02,1,Notre Dame,@,Georgia Tech,W,23,38,60.5,246,0,0,114.9,brady-quinn-1
Brett Ratliff,2006-09-02,1,Utah,@,UCLA,L,13,31,41.9,162,1,1,90.0,brett-ratliff-1
Stephen Reaves,2006-09-02,1,Southern Mississippi,@,Florida,L,4,10,40.0,47,0,0,79.5,stephen-reaves-1
Bobby Reid,2006-09-02,1,Oklahoma State,,Missouri State,W,8,17,47.1,165,4,0,206.2,bobby-reid-1
Zac Robinson,2006-09-02,1,Oklahoma State,,Missouri State,W,4,7,57.1,48,0,0,114.7,zac-robinson-1
Gary Rogers,2006-09-02,1,Washington State,@,Auburn,L,6,9,66.7,83,1,0,180.8,gary-rogers-1
JaMarcus Russell,2006-09-02,1,Louisiana State,,Louisiana,W,13,17,76.5,253,3,0,259.7,jamarcus-russell-1
Mark Sanchez,2006-09-02,1,Southern California,@,Arkansas,W,1,2,50.0,19,0,0,129.8,mark-sanchez-1
Riley Skinner,2006-09-02,1,Wake Forest,,Syracuse,W,1,1,100.0,13,0,0,209.2,riley-skinner-1
Corey Slater,2006-09-02,1,Southern Methodist,@,Texas Tech,L,1,3,33.3,2,0,0,38.9,corey-slater-1
Rusty Smith,2006-09-02,1,Florida Atlantic,@,Clemson,L,9,21,42.9,104,0,0,84.5,rusty-smith-1
Troy Smith,2006-09-02,1,Ohio State,,Northern Illinois,W,18,25,72.0,297,3,0,211.4,troy-smith-1
Jevan Snead,2006-09-02,1,Texas,,North Texas,W,3,7,42.9,20,0,1,38.3,jevan-snead-1
Matthew Stafford,2006-09-02,1,Georgia,,Western Kentucky,W,3,5,60.0,40,1,0,193.2,matthew-stafford-1
Isaiah Stanback,2006-09-02,1,Washington,,San Jose State,W,16,25,64.0,168,1,1,125.6,isaiah-stanback-1
Drew Stanton,2006-09-02,1,Michigan State,,Idaho,W,16,25,64.0,225,1,0,152.8,drew-stanton-1
Jordan Steffy,2006-09-02,1,Maryland,,William & Mary,W,0,5,0.0,0,0,1,-40.0,jordan-steffy-1
Shane Steichen,2006-09-02,1,Nevada-Las Vegas,,Idaho State,W,2,4,50.0,10,0,0,71.0,shane-steichen-1
Carl Stewart,2006-09-02,1,Auburn,,Washington State,W,0,1,0.0,0,0,0,0.0,carl-stewart-1
John Stocco,2006-09-02,1,Wisconsin,@,Bowling Green State,W,9,15,60.0,124,1,1,138.1,john-stocco-1
Marcus Stone,2006-09-02,1,North Carolina State,,Appalachian State,W,7,13,53.8,36,1,1,87.1,marcus-stone-1
Karsten Sween,2006-09-02,1,Wyoming,,Utah State,W,1,1,100.0,30,0,0,352.0,karsten-sween-1
Adam Tafralis,2006-09-02,1,San Jose State,@,Washington,L,28,35,80.0,323,3,0,185.8,adam-tafralis-1
Drew Tate,2006-09-02,1,Iowa,,Montana,W,15,28,53.6,223,3,0,155.8,drew-tate-1
Zac Taylor,2006-09-02,1,Nebraska,,Louisiana Tech,W,22,33,66.7,287,3,1,163.7,zac-taylor-1
Mike Teel,2006-09-02,1,Rutgers,@,North Carolina,W,14,20,70.0,145,0,0,130.9,mike-teel-1
Joe Tereshinski,2006-09-02,1,Georgia,,Western Kentucky,W,7,17,41.2,90,1,0,105.1,joe-tereshinski-1
Paul Thompson,2006-09-02,1,Oklahoma,,Alabama-Birmingham,W,14,24,58.3,227,2,2,148.6,paul-thompson-1
Chris Todd,2006-09-02,1,Texas Tech,,Southern Methodist,W,4,5,80.0,21,0,0,115.3,chris-todd-1
Willie Tuitama,2006-09-02,1,Arizona,,Brigham Young,W,19,39,48.7,186,1,1,92.1,willie-tuitama-1
Cedric Washington,2006-09-02,1,Arkansas,,Southern California,L,0,1,0.0,0,0,0,0.0,cedric-washington-1
Eric Weddle,2006-09-02,1,Utah,@,UCLA,L,0,1,0.0,0,0,0,0.0,eric-weddle-1
Ike Whitaker,2006-09-02,1,Virginia Tech,,Northeastern,W,6,9,66.7,49,0,0,112.4,ike-whitaker-1
Pat White,2006-09-02,1,West Virginia,,Marshall,W,10,14,71.4,168,2,0,219.4,pat-white-1
Steven Wichman,2006-09-02,1,Idaho,@,Michigan State,L,17,31,54.8,155,1,1,101.0,steven-wichman-1
Chris Williams,2006-09-02,1,Alabama-Birmingham,@,Oklahoma,L,2,2,100.0,20,0,0,184.0,chris-williams-6
Juice Williams,2006-09-02,1,Illinois,,Eastern Illinois,W,2,4,50.0,25,0,0,102.5,juice-williams-1
Justin Willis,2006-09-02,1,Southern Methodist,@,Texas Tech,L,9,16,56.3,69,0,0,92.5,justin-willis-1
John Parker Wilson,2006-09-02,1,Alabama,,Hawaii,W,16,29,55.2,253,1,0,139.8,john-parker-wilson-1
Woody Wilson,2006-09-02,1,North Texas,@,Texas,L,5,6,83.3,65,1,0,229.3,woody-wilson-1
Jeremy Young,2006-09-02,1,Southern Mississippi,@,Florida,L,13,27,48.1,129,1,3,78.3,jeremy-young-1
Justin Zwick,2006-09-02,1,Ohio State,,Northern Illinois,W,2,2,100.0,18,0,0,175.6,justin-zwick-1
Jeff Ballard,2006-09-03,1,Texas Christian,@,Baylor,W,7,14,50.0,85,0,1,86.7,jeff-ballard-1
Shawn Bell,2006-09-03,1,Baylor,,Texas Christian,L,31,47,66.0,286,1,1,119.8,shawn-bell-1
Brian Brohm,2006-09-03,1,Louisville,,Kentucky,W,19,31,61.3,254,1,0,140.8,brian-brohm-1
Hunter Cantwell,2006-09-03,1,Louisville,,Kentucky,W,1,1,100.0,14,0,0,217.6,hunter-cantwell-1
Martin Hankins,2006-09-03,1,Memphis,@,Mississippi,L,21,27,77.8,211,2,0,167.9,martin-hankins-1
Will Hudgens,2006-09-03,1,Memphis,@,Mississippi,L,1,3,33.3,6,0,0,50.1,will-hudgens-1
Marcus Jackson,2006-09-03,1,Texas Christian,@,Baylor,W,11,13,84.6,148,2,0,231.0,marcus-jackson-1
Curtis Pulley,2006-09-03,1,Kentucky,@,Louisville,L,1,2,50.0,7,0,0,79.4,curtis-pulley-1
Brent Schaeffer,2006-09-03,1,Mississippi,,Memphis,W,7,16,43.8,97,0,0,94.7,brent-schaeffer-1
Dave Thomas,2006-09-03,1,Memphis,@,Mississippi,L,1,1,100.0,8,1,0,497.2,dave-thomas-1
Andre Woodson,2006-09-03,1,Kentucky,@,Louisville,L,9,24,37.5,231,3,0,159.6,andre-woodson-1
Drew Weatherford,2006-09-04,1,Florida State,@,Miami (FL),W,16,32,50.0,175,0,1,89.7,drew-weatherford-1
Kyle Wright,2006-09-04,1,Miami (FL),,Florida State,L,18,27,66.7,132,0,1,100.3,kyle-wright-1
Sean Canfield,2006-09-07,2,Oregon State,@,Boise State,L,7,11,63.6,63,0,0,111.7,sean-canfield-1
Bush Hamdan,2006-09-07,2,Boise State,,Oregon State,W,0,1,0.0,0,0,0,0.0,bush-hamdan-1
Kyle Loomis,2006-09-07,2,Oregon State,@,Boise State,L,1,1,100.0,27,0,0,326.8,kyle-loomis-1
Matt Moore,2006-09-07,2,Oregon State,@,Boise State,L,12,17,70.6,115,1,1,135.1,matt-moore-1
Jared Zabransky,2006-09-07,2,Boise State,,Oregon State,W,8,13,61.5,105,1,0,154.8,jared-zabransky-1
Nick Davila,2006-09-08,2,Cincinnati,,Pittsburgh,L,4,5,80.0,32,0,0,133.8,nick-davila-1
Dustin Grutza,2006-09-08,2,Cincinnati,,Pittsburgh,L,21,35,60.0,189,1,2,103.4,dustin-grutza-1
Tyler Palko,2006-09-08,2,Pittsburgh,@,Cincinnati,W,11,21,52.4,267,3,0,206.3,tyler-palko-1
Erik Ainge,2006-09-09,2,Tennessee,,Air Force,W,24,29,82.8,333,3,1,206.5,erik-ainge-1
Joel Armstrong,2006-09-09,2,Rice,@,UCLA,L,7,11,63.6,65,1,0,143.3,joel-armstrong-1
Adam Austin,2006-09-09,2,Arizona,@,Louisiana State,L,8,19,42.1,67,0,1,61.2,adam-austin-1
Jerry Babb,2006-09-09,2,Louisiana,@,Texas A&M,L,1,8,12.5,10,0,0,23.0,jerry-babb-1
Reggie Ball,2006-09-09,2,Georgia Tech,,Samford,W,10,16,62.5,83,2,1,134.8,reggie-ball-1
Jeff Ballard,2006-09-09,2,Texas Christian,,California-Davis,W,18,23,78.3,190,2,0,176.3,jeff-ballard-1
Gary Banks,2006-09-09,2,Troy,@,Florida State,L,2,2,100.0,52,0,0,318.4,gary-banks-1
Freddie Barnes,2006-09-09,2,Bowling Green State,,Buffalo,W,2,3,66.7,10,0,0,94.7,freddie-barnes-1
Jason Beck,2006-09-09,2,Brigham Young,,Tulsa,W,0,1,0.0,0,0,0,0.0,jason-beck-1
John Beck,2006-09-09,2,Brigham Young,,Tulsa,W,17,22,77.3,247,4,0,231.6,john-beck-1
Shawn Bell,2006-09-09,2,Baylor,,Northwestern State,W,25,41,61.0,288,4,1,147.3,shawn-bell-1
Earl Bennett,2006-09-09,2,Vanderbilt,@,Alabama,L,1,1,100.0,15,0,0,226.0,earl-bennett-1
Taylor Bennett,2006-09-09,2,Georgia Tech,,Samford,W,7,13,53.8,47,0,0,84.2,taylor-bennett-1
Carl Bonnell,2006-09-09,2,Washington,@,Oklahoma,L,5,7,71.4,41,1,0,167.8,carl-bonnell-1
Brad Bower,2006-09-09,2,Ohio,@,Northern Illinois,W,2,3,66.7,10,0,0,94.7,brad-bower-1
Tom Brandstater,2006-09-09,2,Fresno State,,Oregon,L,16,33,48.5,150,1,2,84.5,tom-brandstater-1
Ty Branyon,2006-09-09,2,Texas A&M,,Louisiana,W,3,4,75.0,71,1,0,306.6,ty-branyon-1
Tim Brasic,2006-09-09,2,Illinois,@,Rutgers,L,5,11,45.5,46,0,2,44.2,tim-brasic-1
Alex Brink,2006-09-09,2,Washington State,,Idaho,W,12,15,80.0,231,3,0,275.4,alex-brink-1
Brian Brohm,2006-09-09,2,Louisville,@,Temple,W,16,29,55.2,307,1,1,148.6,brian-brohm-1
Duane Brooks,2006-09-09,2,Central Michigan,@,Michigan,L,1,2,50.0,35,0,0,197.0,duane-brooks-1
Curtis Brown,2006-09-09,2,Brigham Young,,Tulsa,W,0,1,0.0,0,0,0,0.0,curtis-brown-3
Jarrett Brown,2006-09-09,2,West Virginia,,Eastern Washington,W,11,15,73.3,129,1,0,167.6,jarrett-brown-1
Hunter Cantwell,2006-09-09,2,Louisville,@,Temple,W,5,6,83.3,52,0,0,156.1,hunter-cantwell-1
Shaun Carney,2006-09-09,1,Air Force,@,Tennessee,L,7,9,77.8,127,0,0,196.3,shaun-carney-1
Rudy Carpenter,2006-09-09,2,Arizona State,,Nevada,W,17,26,65.4,333,5,1,228.7,rudy-carpenter-1
Vaughn Charlton,2006-09-09,2,Temple,,Louisville,L,5,12,41.7,49,0,0,76.0,vaughn-charlton-1
Daryll Clark,2006-09-09,2,Penn State,@,Notre Dame,L,3,8,37.5,36,0,0,75.3,daryll-clark-1
Sean Clayton,2006-09-09,2,Florida Atlantic,@,Kansas State,L,8,14,57.1,95,0,0,114.1,sean-clayton-1
Clint Cochran,2006-09-09,2,Toledo,@,Western Michigan,L,18,30,60.0,218,0,2,107.7,clint-cochran-1
