Player,Date,G,School,Loc,Opponent,WL,Tackle Solo,Tackle Assist,Tackle Tot,Tackle For Loss,Sack,unique_id
T.J. Ballou,2010-09-02,1,Alabama-Birmingham,,Florida Atlantic,L,3,1,4,0.0,0.0,tj-ballou-1
C.J. Barnett,2010-09-02,1,Ohio State,,Marshall,W,2,0,2,0.0,0.0,cj-barnett-1
Lawrence Barnett,2010-09-02,1,Indiana,,Towson,W,2,1,3,1.0,0.0,lawrence-barnett-1
Marcus Bartels,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,7,5,12,1.0,0.0,marcus-bartels-1
Luke Batton,2010-09-02,1,Kent State,,Murray State,W,2,1,3,0.0,0.0,luke-batton-1
Brian Baucham,2010-09-02,1,Southern California,@,Hawaii,W,1,0,1,0.0,0.0,brian-baucham-1
Alan Baxter,2010-09-02,1,Northern Illinois,@,Iowa State,L,2,1,3,1.0,0.0,alan-baxter-1
Steve Beauharnais,2010-09-02,1,Rutgers,,Norfolk State,W,0,7,7,0.0,0.0,steve-beauharnais-1
Leon Beckum,2010-09-02,1,Indiana,,Towson,W,2,1,3,0.0,0.0,leon-beckum-1
Kirk Belgrave,2010-09-02,1,Kent State,,Murray State,W,3,1,4,0.0,0.0,kirk-belgrave-1
Dorian Bell,2010-09-02,1,Ohio State,,Marshall,W,1,0,1,0.0,0.0,dorian-bell-1
Nick Bellore,2010-09-02,1,Central Michigan,,Hampton,W,7,4,11,1.0,0.0,nick-bellore-1
Jamie Bender,2010-09-02,1,Alabama-Birmingham,,Florida Atlantic,L,2,0,2,0.0,0.0,jamie-bender-1
Shamari Benton,2010-09-02,1,Central Michigan,,Hampton,W,2,0,2,0.0,0.0,shamari-benton-1
Ter'Ran Benton,2010-09-02,1,Iowa State,,Northern Illinois,W,2,1,3,0.0,0.0,terran-benton-1
Matt Berning,2010-09-02,1,Central Michigan,,Hampton,W,2,5,7,1.0,0.0,matt-berning-1
Scott Betros,2010-09-02,1,Wake Forest,,Presbyterian,W,1,1,2,1.0,0.0,scott-betros-1
Brandon Bing,2010-09-02,1,Rutgers,,Norfolk State,W,3,1,4,0.0,0.0,brandon-bing-1
Greg Bird,2010-09-02,1,Utah,,Pittsburgh,W,0,1,1,0.5,0.0,greg-bird-1
Larry Black Jr.,2010-09-02,1,Indiana,,Towson,W,0,1,1,0.5,0.0,larry-black-jr-1
Conroy Black,2010-09-02,1,Utah,,Pittsburgh,W,1,2,3,0.0,0.0,conroy-black-1
Trevor Black,2010-09-02,1,Marshall,@,Ohio State,L,3,1,4,1.0,0.0,trevor-black-1
Brian Blechen,2010-09-02,1,Utah,,Pittsburgh,W,2,3,5,0.0,0.0,brian-blechen-1
Darnell Bolding,2010-09-02,1,Northern Illinois,@,Iowa State,L,1,3,4,0.0,0.0,darnell-bolding-1
Colin Boss,2010-09-02,1,Middle Tennessee State,,Minnesota,L,1,0,1,0.0,0.0,colin-boss-1
Bubba Boudreaux,2010-09-02,1,Nevada,,Eastern Washington,W,5,2,7,1.0,1.0,bubba-boudreaux-1
Deandre Boughton,2010-09-02,1,Nevada,,Eastern Washington,W,1,1,2,0.0,0.0,deandre-boughton-1
David Boyce,2010-09-02,1,Southern Mississippi,@,South Carolina,L,1,0,1,0.0,0.0,david-boyce-1
Connor Boyett,2010-09-02,1,Alabama-Birmingham,,Florida Atlantic,L,2,1,3,1.5,1.0,connor-boyett-1
Fred Branch,2010-09-02,1,Buffalo,,Rhode Island,W,2,6,8,0.5,0.0,fred-branch-1
Marquise Branton,2010-09-02,1,Middle Tennessee State,,Minnesota,L,1,0,1,0.0,0.0,marquise-branton-1
Aaron Brown,2010-09-02,1,Hawaii,,Southern California,L,2,0,2,0.0,0.0,aaron-brown-4
Dana Brown,2010-09-02,1,Kent State,,Murray State,W,0,2,2,0.0,0.0,dana-brown-2
Deandre Brown,2010-09-02,1,Southern Mississippi,@,South Carolina,L,1,0,1,0.0,0.0,deandre-brown-1
Donald Brown,2010-09-02,1,Marshall,@,Ohio State,L,3,0,3,0.0,0.0,donald-brown-2
Kevin Brown,2010-09-02,1,Middle Tennessee State,,Minnesota,L,4,2,6,1.0,0.0,kevin-brown-2
Omar Brown,2010-09-02,1,Marshall,@,Ohio State,L,2,2,4,0.0,0.0,omar-brown-1
Thaddeus Brown,2010-09-02,1,Nevada,,Eastern Washington,W,3,1,4,0.0,0.0,thaddeus-brown-1
Jeramy Bryant,2010-09-02,1,Hawaii,,Southern California,L,1,0,1,0.0,0.0,jeramy-bryant-1
Ramon Buchanan,2010-09-02,1,Miami (FL),,Florida A&M,W,6,0,6,1.0,0.0,ramon-buchanan-1
Koreen Burch,2010-09-02,1,Ball State,,Southeast Missouri State,W,2,1,3,0.0,0.0,koreen-burch-1
Marvin Burdette,2010-09-02,1,Alabama-Birmingham,,Florida Atlantic,L,4,0,4,0.0,0.0,marvin-burdette-1
Trea Burgess,2010-09-02,1,Indiana,,Towson,W,0,1,1,0.0,0.0,trea-burgess-1
Aaron Burks,2010-09-02,1,Indiana,,Towson,W,1,0,1,0.0,0.0,aaron-burks-2
Kaelin Burnett,2010-09-02,1,Nevada,,Eastern Washington,W,1,0,1,0.0,0.0,kaelin-burnett-1
Tony Burnett,2010-09-02,1,Southern California,@,Hawaii,W,1,0,1,0.0,0.0,tony-burnett-1
Andrew Burns,2010-09-02,1,Southern Mississippi,@,South Carolina,L,1,0,1,0.0,0.0,andrew-burns-1
Brandon Burton,2010-09-02,1,Utah,,Pittsburgh,W,4,1,5,0.0,0.0,brandon-burton-1
Kevin Bush,2010-09-02,1,Indiana,,Towson,W,0,1,1,0.0,0.0,kevin-bush-1
Devon Butler,2010-09-02,1,Northern Illinois,@,Iowa State,L,3,2,5,0.0,0.0,devon-butler-1
Isaac Butts,2010-09-02,1,Idaho,,North Dakota,W,4,0,4,0.0,0.0,isaac-butts-1
Myles Caragein,2010-09-02,1,Pittsburgh,@,Utah,L,3,1,4,0.0,0.0,myles-caragein-1
George Carpenter,2010-09-02,1,Marshall,@,Ohio State,L,0,4,4,0.0,0.0,george-carpenter-1
John Carr,2010-09-02,1,Central Michigan,,Hampton,W,0,1,1,0.0,0.0,john-carr-2
Dimitrius Carr-Watson,2010-09-02,1,Indiana,,Towson,W,3,0,3,0.0,0.0,dimitrius-carr-watson-1
Michael Carter,2010-09-02,1,Minnesota,@,Middle Tennessee State,W,1,0,1,0.0,0.0,michael-carter-1
Tracy Carter,2010-09-02,1,Idaho,,North Dakota,W,1,0,1,0.0,0.0,tracy-carter-1
Jurrell Casey,2010-09-02,1,Southern California,@,Hawaii,W,4,0,4,2.0,2.0,jurrell-casey-1
Lee Chambers,2010-09-02,1,Miami (FL),,Florida A&M,W,1,0,1,0.0,0.0,lee-chambers-1
Lamar Chapman,2010-09-02,1,Utah,,Pittsburgh,W,5,2,7,0.0,0.0,lamar-chapman-1
Imani Chatman,2010-09-02,1,Buffalo,,Rhode Island,W,4,3,7,0.0,0.0,imani-chatman-1
Chimdi Chekwa,2010-09-02,1,Ohio State,,Marshall,W,2,1,3,1.0,0.0,chimdi-chekwa-1
Tyrone Clark,2010-09-02,1,Northern Illinois,@,Iowa State,L,3,6,9,1.0,0.0,tyrone-clark-1
Dominic Clarke,2010-09-02,1,Ohio State,,Marshall,W,1,0,1,0.0,0.0,dominic-clarke-1
Eduardo Clements,2010-09-02,1,Miami (FL),,Florida A&M,W,1,0,1,0.0,0.0,eduardo-clements-1
Jake Coffman,2010-09-02,1,Northern Illinois,@,Iowa State,L,1,1,2,0.5,0.0,jake-coffman-1
Marquis Coleman,2010-09-02,1,Alabama-Birmingham,,Florida Atlantic,L,0,1,1,0.0,0.0,marquis-coleman-1
Ryan Collado,2010-09-02,1,Minnesota,@,Middle Tennessee State,W,5,1,6,1.0,0.0,ryan-collado-1
Jamie Collins,2010-09-02,1,Southern Mississippi,@,South Carolina,L,5,0,5,0.0,0.0,jamie-collins-1
Domonic Cook,2010-09-02,1,Buffalo,,Rhode Island,W,2,1,3,0.0,0.0,domonic-cook-1
Keanon Cooper,2010-09-02,1,Minnesota,@,Middle Tennessee State,W,5,1,6,0.0,0.0,keanon-cooper-1
Josh Copeland,2010-09-02,1,Buffalo,,Rhode Island,W,1,2,3,1.0,0.5,josh-copeland-1
Haku Correa,2010-09-02,1,Hawaii,,Southern California,L,3,2,5,0.0,0.0,haku-correa-1
Ryan Coulson,2010-09-02,1,Nevada,,Eastern Washington,W,1,0,1,0.0,0.0,ryan-coulson-1
Bobby Cowan,2010-09-02,1,Idaho,,North Dakota,W,1,0,1,0.0,0.0,bobby-cowan-1
Christian Cox,2010-09-02,1,Utah,,Pittsburgh,W,1,5,6,1.0,0.0,christian-cox-1
Dino Cox,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,3,0,3,1.0,0.0,dino-cox-1
Joel Cox,2010-09-02,1,Ball State,,Southeast Missouri State,W,0,1,1,0.0,0.0,joel-cox-1
Curtis Cross,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,2,0,2,0.0,0.0,curtis-cross-1
Derrick Crumpton,2010-09-02,1,Middle Tennessee State,,Minnesota,L,1,0,1,0.0,0.0,derrick-crumpton-1
Pete Culicerto,2010-09-02,1,Marshall,@,Ohio State,L,1,1,2,0.0,0.0,pete-culicerto-1
Avery Cunningham,2010-09-02,1,Central Michigan,,Hampton,W,1,0,1,0.0,0.0,avery-cunningham-1
Vinny Curry,2010-09-02,1,Marshall,@,Ohio State,L,5,1,6,2.0,2.0,vinny-curry-1
Kevin Cyrille,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,2,0,2,1.0,0.0,kevin-cyrille-2
Griffen Dahlstrom,2010-09-02,1,Indiana,,Towson,W,1,0,1,0.0,0.0,griffen-dahlstrom-1
George Daily-Lyles,2010-09-02,1,Hawaii,,Southern California,L,2,2,4,0.0,0.0,george-daily-lyles-1
Chase Daniel,2010-09-02,1,Alabama-Birmingham,,Florida Atlantic,L,2,0,2,0.0,0.0,chase-daniel-2
Kiaree Daniels,2010-09-02,1,Northern Illinois,@,Iowa State,L,3,0,3,0.0,0.0,kiaree-daniels-1
Antwan Davis,2010-09-02,1,Middle Tennessee State,,Minnesota,L,7,5,12,0.5,0.5,antwan-davis-1
Brandan Davis,2010-09-02,1,South Carolina,,Southern Mississippi,W,1,0,1,0.0,0.0,brandan-davis-1
Darin Davis,2010-09-02,1,Middle Tennessee State,,Minnesota,L,5,3,8,1.0,0.0,darin-davis-1
Kenny Davis,2010-09-02,1,South Carolina,,Southern Mississippi,W,2,0,2,0.0,0.0,kenny-davis-1
Lametrius Davis,2010-09-02,1,Hawaii,,Southern California,L,2,1,3,0.0,0.0,lametrius-davis-1
Phillip Davis,2010-09-02,1,Tulane,,Southeastern Louisiana,W,1,0,1,1.0,0.0,phillip-davis-1
Tommy Davis,2010-09-02,1,Northern Illinois,@,Iowa State,L,5,1,6,0.0,0.0,tommy-davis-2
Dom Decicco,2010-09-02,1,Pittsburgh,@,Utah,L,1,4,5,0.0,0.0,dom-decicco-1
Armand Dehaney,2010-09-02,1,Ball State,,Southeast Missouri State,W,1,1,2,0.0,0.0,armand-dehaney-1
Jordan Delegal,2010-09-02,1,Northern Illinois,@,Iowa State,L,1,3,4,0.0,0.0,jordan-delegal-1
Josh Dickerson,2010-09-02,1,South Carolina,,Southern Mississippi,W,3,0,3,0.0,0.0,josh-dickerson-1
Joseph Dickson,2010-09-02,1,Idaho,,North Dakota,W,2,0,2,0.0,0.0,joseph-dickson-1
Kyle Dietrick,2010-09-02,1,Indiana,,Towson,W,1,1,2,0.0,0.0,kyle-dietrick-1
Zach Domicone,2010-09-02,1,Ohio State,,Marshall,W,1,0,1,0.0,0.0,zach-domicone-1
Tristan Dorty,2010-09-02,1,Wake Forest,,Presbyterian,W,2,2,4,0.0,0.0,tristan-dorty-1
Nexon Dorvilus,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,1,1,2,0.0,0.0,nexon-dorvilus-1
Gordon Dubois,2010-09-02,1,Buffalo,,Rhode Island,W,0,1,1,0.0,0.0,gordon-dubois-1
Jim Dumont,2010-09-02,1,Rutgers,,Norfolk State,W,0,1,1,0.0,0.0,jim-dumont-1
Nate Ebner,2010-09-02,1,Ohio State,,Marshall,W,2,0,2,0.0,0.0,nate-ebner-1
Taylor Echols,2010-09-02,1,Tulane,,Southeastern Louisiana,W,1,0,1,0.0,0.0,taylor-echols-1
Robert Eddins,2010-09-02,1,Ball State,,Southeast Missouri State,W,1,2,3,0.0,0.0,robert-eddins-1
Jewhan Edwards,2010-09-02,1,Minnesota,@,Middle Tennessee State,W,1,3,4,0.5,0.0,jewhan-edwards-1
Joey Ehrmann,2010-09-02,1,Wake Forest,,Presbyterian,W,1,1,2,1.0,0.0,joey-ehrmann-1
Derricus Ellis,2010-09-02,1,Wake Forest,,Presbyterian,W,1,0,1,0.0,0.0,derricus-ellis-1
Matt Ernest,2010-09-02,1,Indiana,,Towson,W,1,1,2,0.0,0.0,matt-ernest-1
Kenny Estes,2010-09-02,1,Hawaii,,Southern California,L,1,1,2,0.0,0.0,kenny-estes-1
Malik Eugene,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,3,5,8,0.0,0.0,malik-eugene-1
Mitchell Evans,2010-09-02,1,Indiana,,Towson,W,6,1,7,0.0,0.0,mitchell-evans-1
Delano Fabor,2010-09-02,1,Buffalo,,Rhode Island,W,1,1,2,0.0,0.0,delano-fabor-1
Dean Faddis,2010-09-02,1,Nevada,,Eastern Washington,W,1,1,2,0.0,0.0,dean-faddis-1
Dave Fagergren,2010-09-02,1,Utah,,Pittsburgh,W,0,1,1,0.0,0.0,dave-fagergren-1
Paipai Falemalu,2010-09-02,1,Hawaii,,Southern California,L,1,2,3,0.0,0.0,paipai-falemalu-1
Hebron Fangupo,2010-09-02,1,Southern California,@,Hawaii,W,1,1,2,0.0,0.0,hebron-fangupo-1
Darryl Farley,2010-09-02,1,Tulane,,Southeastern Louisiana,W,5,1,6,0.0,0.0,darryl-farley-1
Andre Ferguson,2010-09-02,1,Idaho,,North Dakota,W,1,1,2,0.0,0.0,andre-ferguson-1
Aldrick Fordham,2010-09-02,1,South Carolina,,Southern Mississippi,W,3,0,3,0.0,0.0,aldrick-fordham-1
Marcus Forston,2010-09-02,1,Miami (FL),,Florida A&M,W,2,2,4,1.0,1.0,marcus-forston-1
Justin Francis,2010-09-02,1,Rutgers,,Norfolk State,W,0,1,1,0.0,0.0,justin-francis-1
Collin Franklin,2010-09-02,1,Iowa State,,Northern Illinois,W,1,0,1,0.0,0.0,collin-franklin-1
Travis Freeman,2010-09-02,1,Ball State,,Southeast Missouri State,W,2,4,6,0.0,0.0,travis-freeman-1
Jonathan Freeny,2010-09-02,1,Rutgers,,Norfolk State,W,1,3,4,0.5,0.5,jonathan-freeny-1
Isaiah Frey,2010-09-02,1,Nevada,,Eastern Washington,W,3,0,3,0.0,0.0,isaiah-frey-1
Alex Frye,2010-09-02,1,Wake Forest,,Presbyterian,W,3,1,4,0.0,0.0,alex-frye-1
Tyson Gale,2010-09-02,1,Marshall,@,Ohio State,L,3,3,6,0.0,0.0,tyson-gale-1
Chris Galippo,2010-09-02,1,Southern California,@,Hawaii,W,2,0,2,0.0,0.0,chris-galippo-1
Aaron Gant,2010-09-02,1,Ohio State,,Marshall,W,1,0,1,0.0,0.0,aaron-gant-1
Matt Garin,2010-09-02,1,Minnesota,@,Middle Tennessee State,W,0,1,1,0.0,0.0,matt-garin-1
Ricky Gary,2010-09-02,1,Pittsburgh,@,Utah,L,2,1,3,0.0,0.0,ricky-gary-1
Chris Gilbert,2010-09-02,1,Kent State,,Murray State,W,1,0,1,0.0,0.0,chris-gilbert-2
Stephon Gilmore,2010-09-02,1,South Carolina,,Southern Mississippi,W,6,0,6,2.0,0.0,stephon-gilmore-1
Kenneth Gilstrap,2010-09-02,1,Middle Tennessee State,,Minnesota,L,3,0,3,0.0,0.0,kenneth-gilstrap-1
Jarvis Givens,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,2,1,3,1.0,1.0,jarvis-givens-1
Ka'Lial Glaud,2010-09-02,1,Rutgers,,Norfolk State,W,0,1,1,0.0,0.0,kalial-glaud-1
Tyshon Goode,2010-09-02,1,Kent State,,Murray State,W,1,0,1,0.0,0.0,tyshon-goode-1
Ryan Grant,2010-09-02,1,Minnesota,@,Middle Tennessee State,W,1,0,1,0.0,0.0,ryan-grant-3
Anthony Gray,2010-09-02,1,Southern Mississippi,@,South Carolina,L,1,1,2,0.0,0.0,anthony-gray-1
Kolby Gray,2010-09-02,1,Pittsburgh,@,Utah,L,0,1,1,0.0,0.0,kolby-gray-1
Leon Green,2010-09-02,1,Kent State,,Murray State,W,1,1,2,0.0,0.0,leon-green-1
Shayon Green,2010-09-02,1,Miami (FL),,Florida A&M,W,1,0,1,0.0,0.0,shayon-green-1
Kevin Greene,2010-09-02,1,Southern California,@,Hawaii,W,1,0,1,0.0,0.0,kevin-greene-3
Khaseem Greene,2010-09-02,1,Rutgers,,Norfolk State,W,2,3,5,0.0,0.0,khaseem-greene-1
Chaun Gresham,2010-09-02,1,South Carolina,,Southern Mississippi,W,1,0,1,0.0,0.0,chaun-gresham-1
Danny Gress,2010-09-02,1,Kent State,,Murray State,W,2,0,2,1.0,1.0,danny-gress-1
Kevin Grimes,2010-09-02,1,Nevada,,Eastern Washington,W,4,0,4,1.0,1.0,kevin-grimes-1
Max Gruder,2010-09-02,1,Pittsburgh,@,Utah,L,1,6,7,0.0,0.0,max-gruder-1
Aaron Grymes,2010-09-02,1,Idaho,,North Dakota,W,4,1,5,0.0,0.0,aaron-grymes-1
Denzell Guerra,2010-09-02,1,Middle Tennessee State,,Minnesota,L,1,0,1,0.0,0.0,denzell-guerra-1
David Hafoka,2010-09-02,1,Hawaii,,Southern California,L,2,0,2,0.0,0.0,david-hafoka-1
Johnathan Hankins,2010-09-02,1,Ohio State,,Marshall,W,0,1,1,0.0,0.0,johnathan-hankins-1
Geordon Hanohano,2010-09-02,1,Hawaii,,Southern California,L,2,0,2,0.0,0.0,geordon-hanohano-1
Jacob Harfman,2010-09-02,1,Southern California,@,Hawaii,W,1,0,1,0.0,0.0,jacob-harfman-1
Brandon Harris,2010-09-02,1,Miami (FL),,Florida A&M,W,2,2,4,1.0,0.0,brandon-harris-1
Keon Harris,2010-09-02,1,Alabama-Birmingham,,Florida Atlantic,L,3,1,4,0.0,0.0,keon-harris-1
Torin Harris,2010-09-02,1,Southern California,@,Hawaii,W,2,0,2,0.0,0.0,torin-harris-1
Brentley Harstad,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,2,2,4,0.0,0.0,brentley-harstad-1
Dan Hartman,2010-09-02,1,Kent State,,Murray State,W,2,4,6,0.0,0.0,dan-hartman-1
Brett Hartmann,2010-09-02,1,Central Michigan,,Hampton,W,1,0,1,0.0,0.0,brett-hartmann-1
Mario Harvey,2010-09-02,1,Marshall,@,Ohio State,L,7,3,10,0.0,0.0,mario-harvey-1
Alan Hayes,2010-09-02,1,Buffalo,,Rhode Island,W,1,0,1,0.0,0.0,alan-hayes-1
Hunter Haynes,2010-09-02,1,Wake Forest,,Presbyterian,W,0,2,2,0.0,0.0,hunter-haynes-1
Riley Haynes,2010-09-02,1,Wake Forest,,Presbyterian,W,2,3,5,0.0,0.0,riley-haynes-1
Greg Heban,2010-09-02,1,Indiana,,Towson,W,2,1,3,0.0,0.0,greg-heban-1
Zack Heberer,2010-09-02,1,Southern California,@,Hawaii,W,1,0,1,0.0,0.0,zack-heberer-1
Latu Heimuli,2010-09-02,1,Utah,,Pittsburgh,W,3,0,3,1.0,1.0,latu-heimuli-1
John Henderson,2010-09-02,1,Southern Mississippi,@,South Carolina,L,1,1,2,0.5,0.0,john-henderson-3
Jason Hendricks,2010-09-02,1,Pittsburgh,@,Utah,L,3,3,6,0.0,0.0,jason-hendricks-1
Elliott Henigan,2010-09-02,1,Alabama-Birmingham,,Florida Atlantic,L,3,2,5,3.0,0.0,elliott-henigan-1
Cory Henry,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,1,1,2,0.0,0.0,cory-henry-1
Derrick Henry,2010-09-02,1,Ball State,,Southeast Missouri State,W,1,0,1,0.0,0.0,derrick-henry-1
Logan Hickman,2010-09-02,1,Southern Mississippi,@,South Carolina,L,0,1,1,0.0,0.0,logan-hickman-1
Aaron Hill,2010-09-02,1,Minnesota,@,Middle Tennessee State,W,2,0,2,0.0,0.0,aaron-hill-2
Ryan Hill,2010-09-02,1,Miami (FL),,Florida A&M,W,1,0,1,0.0,0.0,ryan-hill-1
Tarvoris Hill,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,1,1,2,0.0,0.0,tarvoris-hill-1
David Hinds,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,0,1,1,0.0,0.0,david-hinds-1
Jermale Hines,2010-09-02,1,Ohio State,,Marshall,W,4,2,6,0.0,0.0,jermale-hines-1
Kyle Hoke,2010-09-02,1,Ball State,,Southeast Missouri State,W,1,2,3,0.0,0.0,kyle-hoke-1
Jarred Holley,2010-09-02,1,Pittsburgh,@,Utah,L,0,2,2,0.0,0.0,jarred-holley-1
Anthony Hollis,2010-09-02,1,Central Michigan,,Hampton,W,0,1,1,0.0,0.0,anthony-hollis-1
Devonte Holloman,2010-09-02,1,South Carolina,,Southern Mississippi,W,6,1,7,0.0,0.0,devonte-holloman-1
Josh Holmes,2010-09-02,1,Miami (FL),,Florida A&M,W,1,1,2,1.5,1.0,josh-holmes-1
Ross Homan,2010-09-02,1,Ohio State,,Marshall,W,2,2,4,0.0,0.0,ross-homan-1
Mike Honeycutt,2010-09-02,1,Utah,,Pittsburgh,W,0,1,1,0.0,0.0,mike-honeycutt-1
Shane Horton,2010-09-02,1,Southern California,@,Hawaii,W,2,0,2,0.0,0.0,shane-horton-2
Wes Horton,2010-09-02,1,Southern California,@,Hawaii,W,5,1,6,2.0,1.0,wes-horton-1
Rob Housler,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,0,1,1,0.0,0.0,rob-housler-1
Okoye Houston,2010-09-02,1,Buffalo,,Rhode Island,W,1,1,2,0.0,0.0,okoye-houston-1
Chico Hunter,2010-09-02,1,Southern Mississippi,@,South Carolina,L,1,1,2,0.0,0.0,chico-hunter-1
Arness Ikner,2010-09-02,1,Middle Tennessee State,,Minnesota,L,4,0,4,0.0,0.0,arness-ikner-1
Saheed Imoru,2010-09-02,1,Pittsburgh,@,Utah,L,0,1,1,0.0,0.0,saheed-imoru-1
Greg Irvin,2010-09-02,1,Alabama-Birmingham,,Florida Atlantic,L,1,2,3,0.0,0.0,greg-irvin-1
Rod Issac,2010-09-02,1,Middle Tennessee State,,Minnesota,L,1,2,3,0.0,0.0,rod-issac-1
Austen Jacks,2010-09-02,1,Tulane,,Southeastern Louisiana,W,0,1,1,0.5,0.0,austen-jacks-1
Daniel Jackson,2010-09-02,1,Central Michigan,,Hampton,W,0,1,1,0.0,0.0,daniel-jackson-1
Justin Jackson,2010-09-02,1,Wake Forest,,Presbyterian,W,1,0,1,0.0,0.0,justin-jackson-4
Rashad Jackson,2010-09-02,1,Marshall,@,Ohio State,L,7,0,7,0.0,0.0,rashad-jackson-1
Terrell Jackson,2010-09-02,1,Buffalo,,Rhode Island,W,1,0,1,0.0,0.0,terrell-jackson-3
Tony Jackson,2010-09-02,1,Ohio State,,Marshall,W,1,0,1,0.0,0.0,tony-jackson-8
Anthony Jacobs,2010-09-02,1,Minnesota,@,Middle Tennessee State,W,0,1,1,0.0,0.0,anthony-jacobs-1
Michael Janac,2010-09-02,1,Marshall,@,Ohio State,L,2,1,3,1.0,1.0,michael-janac-1
Kyle Jarrett,2010-09-02,1,Wake Forest,,Presbyterian,W,1,2,3,0.0,0.0,kyle-jarrett-1
Nabal Jefferson,2010-09-02,1,Northern Illinois,@,Iowa State,L,0,2,2,0.5,0.0,nabal-jefferson-1
Stefphon Jefferson,2010-09-02,1,Nevada,,Eastern Washington,W,0,1,1,0.0,0.0,stefphon-jefferson-1
Damario Jeffery,2010-09-02,1,South Carolina,,Southern Mississippi,W,5,1,6,0.0,0.0,damario-jeffery-1
Darius Johnson,2010-09-02,1,Indiana,,Towson,W,1,4,5,0.0,0.0,darius-johnson-1
