Player,Date,G,School,Loc,Opponent,WL,unique_id,Int Ret,Int Ret Yds,Int TD,Pass Broken Up
Tyler Dickson,2011-09-03,1,Army,@,Northern Illinois,L,tyler-dickson-1,1.0,2.0,0.0,1.0
Derek Dinardo,2011-09-03,1,Virginia Tech,,Appalachian State,W,derek-dinardo-1,1.0,0.0,0.0,1.0
Art Evans,2011-09-03,1,Tennessee,,Montana,W,art-evans-1,1.0,37.0,1.0,1.0
E.J. Gaines,2011-09-03,1,Missouri,,Miami (OH),W,ej-gaines-1,1.0,0.0,0.0,2.0
Jerrell Gavins,2011-09-03,1,Boise State,@,Georgia,W,jerrell-gavins-1,1.0,0.0,0.0,2.0
Garret Gilliland,2011-09-03,1,Washington,,Eastern Washington,W,garret-gilliland-1,1.0,7.0,0.0,1.0
Jeron Gouveia-Winslow,2011-09-03,1,Virginia Tech,,Appalachian State,W,jeron-gouveia-winslow-1,1.0,26.0,0.0,
D.J. Green,2011-09-03,1,North Carolina State,,Liberty,W,dj-green-1,1.0,0.0,0.0,2.0
Leon Green,2011-09-03,1,Kent State,@,Alabama,L,leon-green-1,1.0,19.0,0.0,1.0
Torin Harris,2011-09-03,1,Southern California,,Minnesota,W,torin-harris-1,1.0,0.0,0.0,1.0
Casey Hayward,2011-09-03,1,Vanderbilt,,Elon,W,casey-hayward-1,1.0,22.0,0.0,1.0
Devin Hedgepeth,2011-09-03,1,Oklahoma State,,Louisiana,W,devin-hedgepeth-1,1.0,26.0,0.0,1.0
Trulon Henry,2011-09-03,1,Illinois,,Arkansas State,W,trulon-henry-1,1.0,0.0,0.0,1.0
Brandon Herron,2011-09-03,1,Michigan,,Western Michigan,W,brandon-herron-1,1.0,94.0,1.0,1.0
Alex Hoffman-Ellis,2011-09-03,1,Washington State,,Idaho State,W,alex-hoffman-ellis-1,1.0,67.0,1.0,1.0
Xavier Hughes,2011-09-03,1,Ohio,@,New Mexico State,W,xavier-hughes-1,1.0,17.0,0.0,1.0
Melvin Ingram,2011-09-03,1,South Carolina,N,East Carolina,W,melvin-ingram-1,1.0,3.0,0.0,1.0
Byron Jones,2011-09-03,1,Connecticut,,Fordham,W,byron-jones-2,1.0,0.0,0.0,1.0
L.J. Jones,2011-09-03,1,Fresno State,N,California,L,lj-jones-1,1.0,2.0,0.0,2.0
Phelon Jones,2011-09-03,1,Alabama,,Kent State,W,phelon-jones-1,1.0,0.0,0.0,1.0
Lamarcus Joyner,2011-09-03,1,Florida State,,Louisiana-Monroe,W,lamarcus-joyner-1,1.0,0.0,0.0,1.0
Luke Kuechly,2011-09-03,1,Boston College,,Northwestern,L,luke-kuechly-1,1.0,23.0,0.0,1.0
Michael Lanaris,2011-09-03,1,South Florida,@,Notre Dame,W,michael-lanaris-1,1.0,0.0,0.0,2.0
Dede Lattimore,2011-09-03,1,South Florida,@,Notre Dame,W,dede-lattimore-1,1.0,0.0,0.0,1.0
Art Laurel,2011-09-03,1,Hawaii,,Colorado,W,art-laurel-1,1.0,32.0,0.0,1.0
Jordan Mabin,2011-09-03,1,Northwestern,@,Boston College,W,jordan-mabin-1,1.0,0.0,0.0,2.0
Nigel Malone,2011-09-03,1,Kansas State,,Eastern Kentucky,W,nigel-malone-1,2.0,0.0,0.0,
Rashaan Melvin,2011-09-03,1,Northern Illinois,,Army,W,rashaan-melvin-1,1.0,-5.0,0.0,0.0
Cameron Meredith,2011-09-03,1,Nebraska,,Chattanooga,W,cameron-meredith-1,1.0,1.0,0.0,1.0
Kwesi Mitchell,2011-09-03,1,Navy,,Delaware,W,kwesi-mitchell-1,1.0,26.0,0.0,3.0
Toney Moore,2011-09-03,1,Florida Atlantic,@,Florida,L,toney-moore-1,1.0,4.0,0.0,1.0
James Morris,2011-09-03,1,Iowa,,Tennessee Tech,W,james-morris-1,1.0,52.0,0.0,1.0
Jemarlous Moten,2011-09-03,1,Louisiana,@,Oklahoma State,L,jemarlous-moten-1,1.0,50.0,1.0,1.0
Jerico Nelson,2011-09-03,1,Arkansas,,Missouri State,W,jerico-nelson-1,1.0,12.0,0.0,1.0
Demetrious Nicholson,2011-09-03,1,Virginia,,William & Mary,W,demetrious-nicholson-1,1.0,31.0,0.0,3.0
Travaun Nixon,2011-09-03,1,Texas-El Paso,,Stony Brook,W,travaun-nixon-1,1.0,0.0,0.0,1.0
Dayonne Nunley,2011-09-03,1,Miami (OH),@,Missouri,L,dayonne-nunley-1,1.0,5.0,0.0,1.0
Josh Pleasant,2011-09-03,1,Kent State,@,Alabama,L,josh-pleasant-1,1.0,0.0,0.0,3.0
Shaun Prater,2011-09-03,1,Iowa,,Tennessee Tech,W,shaun-prater-1,1.0,89.0,1.0,
Darius Prelow,2011-09-03,1,Louisiana-Monroe,@,Florida State,L,darius-prelow-1,1.0,0.0,0.0,1.0
Keith Reaser,2011-09-03,1,Florida Atlantic,@,Florida,L,keith-reaser-1,1.0,0.0,0.0,2.0
Aaron Roberson,2011-09-03,1,Cincinnati,,Austin Peay,W,aaron-roberson-1,1.0,21.0,0.0,1.0
Josh Robinson,2011-09-03,1,Central Florida,,Charleston Southern,W,josh-robinson-1,1.0,32.0,1.0,2.0
Eric Russell,2011-09-03,1,Middle Tennessee State,@,Purdue,L,eric-russell-1,1.0,34.0,0.0,1.0
Sidney Saulter,2011-09-03,1,Kent State,@,Alabama,L,sidney-saulter-1,1.0,0.0,0.0,2.0
Charles Sawyer,2011-09-03,1,Mississippi,,Brigham Young,L,charles-sawyer-1,1.0,96.0,1.0,1.0
J.K. Schaffer,2011-09-03,1,Cincinnati,,Austin Peay,W,jk-schaffer-1,1.0,11.0,0.0,3.0
Branden Smith,2011-09-03,1,Georgia,,Boise State,L,branden-smith-1,1.0,9.0,0.0,1.0
Robert Smith,2011-09-03,1,Clemson,,Troy,W,robert-smith-8,1.0,0.0,0.0,1.0
Derrick Strozier,2011-09-03,1,Tulane,,Southeastern Louisiana,W,derrick-strozier-1,1.0,0.0,0.0,1.0
Andrew Sweat,2011-09-03,1,Ohio State,,Akron,W,andrew-sweat-1,1.0,0.0,0.0,1.0
Desmond Trufant,2011-09-03,1,Washington,,Eastern Washington,W,desmond-trufant-1,1.0,0.0,0.0,2.0
Barry Valcin,2011-09-03,1,Troy,@,Clemson,L,barry-valcin-1,1.0,50.0,0.0,1.0
Trevin Wade,2011-09-03,1,Arizona,,Northern Arizona,W,trevin-wade-1,1.0,0.0,0.0,1.0
Eddie Whitley,2011-09-03,1,Virginia Tech,,Appalachian State,W,eddie-whitley-1,1.0,43.0,0.0,1.0
Steve Williams,2011-09-03,1,California,N,Fresno State,W,steve-williams-1,1.0,0.0,0.0,1.0
Trey Wilson,2011-09-03,1,Vanderbilt,,Elon,W,trey-wilson-1,1.0,21.0,1.0,1.0
Norman Wolfe Jr.,2011-09-03,1,Kent State,@,Alabama,L,norman-wolfe-jr-1,1.0,37.0,0.0,1.0
Earl Wolff,2011-09-03,1,North Carolina State,,Liberty,W,earl-wolff-1,1.0,13.0,0.0,2.0
Anthony Wright,2011-09-03,1,Air Force,,South Dakota,W,anthony-wright-3,1.0,0.0,0.0,1.0
Jerrell Young,2011-09-03,1,South Florida,@,Notre Dame,W,jerrell-young-1,1.0,0.0,0.0,1.0
Steven Campbell,2011-09-04,1,Texas A&M,,Southern Methodist,W,steven-campbell-1,1.0,51.0,0.0,1.0
Trent Hunter,2011-09-04,1,Texas A&M,,Southern Methodist,W,trent-hunter-1,1.0,30.0,0.0,1.0
Marlon Pollard,2011-09-04,1,Eastern Michigan,,Howard,W,marlon-pollard-1,1.0,0.0,0.0,1.0
Cameron Chism,2011-09-05,1,Maryland,,Miami (FL),W,cameron-chism-1,1.0,54.0,1.0,1.0
Kenny Tate,2011-09-05,1,Maryland,,Miami (FL),W,kenny-tate-1,1.0,3.0,0.0,1.0
Vaughn Telemaque,2011-09-05,1,Miami (FL),@,Maryland,L,vaughn-telemaque-1,1.0,0.0,0.0,1.0
Mark Watley,2011-09-08,2,Arizona,@,Oklahoma State,L,mark-watley-1,1.0,0.0,0.0,2.0
Winston Fraser,2011-09-09,2,Florida International,@,Louisville,W,winston-fraser-1,1.0,71.0,1.0,1.0
Antonio Allen,2011-09-10,2,South Carolina,@,Georgia,W,antonio-allen-1,1.0,25.0,1.0,1.0
Boyblue Aoelua,2011-09-10,2,New Mexico State,@,Minnesota,W,boyblue-aoelua-1,1.0,0.0,0.0,2.0
Devin Arrington,2011-09-10,2,Marshall,,Southern Mississippi,W,devin-arrington-1,1.0,0.0,0.0,1.0
Johnthan Banks,2011-09-10,2,Mississippi State,@,Auburn,L,johnthan-banks-1,1.0,27.0,1.0,1.0
Mark Barron,2011-09-10,2,Alabama,@,Penn State,W,mark-barron-1,1.0,0.0,0.0,1.0
Brandan Bishop,2011-09-10,2,North Carolina State,@,Wake Forest,L,brandan-bishop-1,1.0,0.0,0.0,1.0
Robert Blanton,2011-09-10,2,Notre Dame,@,Michigan,L,robert-blanton-1,1.0,0.0,0.0,1.0
A.J. Bouye,2011-09-10,2,Central Florida,,Boston College,W,aj-bouye-1,1.0,0.0,0.0,2.0
Brandon Boykin,2011-09-10,2,Georgia,,South Carolina,L,brandon-boykin-1,1.0,0.0,0.0,1.0
Ben Bradley,2011-09-10,2,New Mexico State,@,Minnesota,W,ben-bradley-1,1.0,13.0,0.0,1.0
Taylor Bradley,2011-09-10,2,Central Michigan,@,Kentucky,L,taylor-bradley-1,1.0,0.0,0.0,1.0
Michael Brockers,2011-09-10,2,Louisiana State,,Northwestern State,W,michael-brockers-1,1.0,0.0,0.0,1.0
Kantrell Brown,2011-09-10,2,Clemson,,Wofford,W,kantrell-brown-1,1.0,43.0,0.0,1.0
Randall Burden,2011-09-10,2,Kentucky,,Central Michigan,W,randall-burden-1,1.0,32.0,0.0,1.0
Josh Bush,2011-09-10,2,Wake Forest,,North Carolina State,W,josh-bush-1,1.0,18.0,0.0,1.0
Tra'Ves Bush,2011-09-10,2,Navy,@,Western Kentucky,W,traves-bush-1,1.0,49.0,1.0,1.0
Lee Butler,2011-09-10,2,Duke,,Stanford,L,lee-butler-1,1.0,76.0,1.0,1.0
Nathan Carpenter,2011-09-10,2,Ohio,,Gardner-Webb,W,nathan-carpenter-1,1.0,17.0,0.0,1.0
Ja'Gared Davis,2011-09-10,2,Southern Methodist,,Texas-El Paso,W,jagared-davis-1,1.0,12.0,0.0,4.0
Quandre Diggs,2011-09-10,2,Texas,,Brigham Young,W,quandre-diggs-1,1.0,0.0,0.0,2.0
Wayne Dorsey,2011-09-10,2,Mississippi,,Southern Illinois,W,wayne-dorsey-1,1.0,27.0,0.0,2.0
J.T. Floyd,2011-09-10,2,Michigan,,Notre Dame,W,jt-floyd-1,1.0,16.0,0.0,2.0
Kyle Fuller,2011-09-10,2,Virginia Tech,@,East Carolina,W,kyle-fuller-1,1.0,2.0,0.0,2.0
Jerry Booboo Gates,2011-09-10,2,Bowling Green State,,Morgan State,W,jerry-booboo-gates-1,1.0,32.0,0.0,1.0
Gary Gray,2011-09-10,2,Notre Dame,@,Michigan,L,gary-gray-1,1.0,0.0,0.0,
Brandon Hanna,2011-09-10,2,Oregon,,Nevada,W,brandon-hanna-1,1.0,0.0,0.0,1.0
Duron Harmon,2011-09-10,2,Rutgers,@,North Carolina,L,duron-harmon-1,1.0,45.0,0.0,1.0
D.J. Hayden,2011-09-10,2,Houston,@,North Texas,W,dj-hayden-1,1.0,4.0,0.0,1.0
Casey Hayward,2011-09-10,2,Vanderbilt,,Connecticut,W,casey-hayward-1,1.0,50.0,1.0,1.0
Greg Heban,2011-09-10,2,Indiana,,Virginia,L,greg-heban-1,2.0,0.0,0.0,3.0
Trulon Henry,2011-09-10,2,Illinois,,South Dakota State,W,trulon-henry-1,1.0,27.0,1.0,2.0
Ivory Herd,2011-09-10,2,Colorado State,,Northern Colorado,W,ivory-herd-1,1.0,11.0,0.0,1.0
Troy Hill,2011-09-10,2,Oregon,,Nevada,W,troy-hill-2,1.0,45.0,0.0,1.0
Bakari Hollier,2011-09-10,2,Memphis,@,Arkansas State,L,bakari-hollier-1,1.0,0.0,0.0,1.0
Joshua Howard,2011-09-10,2,Ball State,@,South Florida,L,joshua-howard-1,1.0,0.0,0.0,1.0
Milton Howell,2011-09-10,2,Tulsa,@,Tulane,W,milton-howell-1,1.0,0.0,0.0,2.0
Marqueston Huff,2011-09-10,2,Wyoming,,Texas State,W,marqueston-huff-1,1.0,0.0,0.0,1.0
Damien Jackson,2011-09-10,2,Mississippi,,Southern Illinois,W,damien-jackson-1,1.0,0.0,0.0,1.0
Rashad Jackson,2011-09-10,2,Marshall,,Southern Mississippi,W,rashad-jackson-1,1.0,29.0,0.0,3.0
Craig Johnson,2011-09-10,2,Louisiana Tech,,Central Arkansas,W,craig-johnson-4,1.0,19.0,0.0,3.0
Isaiah Johnson,2011-09-10,2,Georgia Tech,@,Middle Tennessee State,W,isaiah-johnson-1,1.0,0.0,0.0,1.0
Jory Johnson,2011-09-10,2,Connecticut,@,Vanderbilt,L,jory-johnson-1,1.0,15.0,0.0,1.0
L.J. Jones,2011-09-10,2,Fresno State,@,Nebraska,L,lj-jones-1,1.0,0.0,0.0,3.0
Storm Klein,2011-09-10,2,Ohio State,,Toledo,W,storm-klein-1,1.0,18.0,0.0,1.0
Jordan Kovacs,2011-09-10,2,Michigan,,Notre Dame,W,jordan-kovacs-1,1.0,2.0,0.0,1.0
Ryan Lacy,2011-09-10,2,Utah,@,Southern California,L,ryan-lacy-1,1.0,0.0,0.0,2.0
Kenny Ladler,2011-09-10,2,Vanderbilt,,Connecticut,W,kenny-ladler-1,1.0,0.0,0.0,2.0
Josh Linam,2011-09-10,2,Central Florida,,Boston College,W,josh-linam-1,1.0,0.0,0.0,1.0
Boseko Lokombo,2011-09-10,2,Oregon,,Nevada,W,boseko-lokombo-1,1.0,67.0,1.0,1.0
Monterius Lovett,2011-09-10,2,Marshall,,Southern Mississippi,W,monterius-lovett-1,1.0,0.0,0.0,1.0
Khalil Mack,2011-09-10,2,Buffalo,,Stony Brook,W,khalil-mack-1,1.0,23.0,0.0,1.0
Damon Magazu,2011-09-10,2,East Carolina,,Virginia Tech,L,damon-magazu-1,1.0,0.0,0.0,1.0
Jon Major,2011-09-10,2,Colorado,,California,L,jon-major-1,1.0,0.0,0.0,1.0
Javon Marshall,2011-09-10,2,Vanderbilt,,Connecticut,W,javon-marshall-1,1.0,32.0,0.0,1.0
Bryce McNaul,2011-09-10,2,Northwestern,,Eastern Illinois,W,bryce-mcnaul-1,1.0,9.0,0.0,1.0
Demetruce McNeal,2011-09-10,2,Auburn,,Mississippi State,W,demetruce-mcneal-1,1.0,43.0,1.0,1.0
Carmen Messina,2011-09-10,2,New Mexico,@,Arkansas,L,carmen-messina-1,1.0,1.0,0.0,1.0
Gerald Moore,2011-09-10,2,Ohio,,Gardner-Webb,W,gerald-moore-1,1.0,30.0,0.0,0.0
Zeke Motta,2011-09-10,2,Notre Dame,@,Michigan,L,zeke-motta-1,1.0,0.0,0.0,1.0
Travaun Nixon,2011-09-10,2,Texas-El Paso,@,Southern Methodist,L,travaun-nixon-1,1.0,0.0,0.0,1.0
Bradley Njoku,2011-09-10,2,Idaho,,North Dakota,W,bradley-njoku-1,1.0,37.0,1.0,
Mark Nzeocha,2011-09-10,2,Wyoming,,Texas State,W,mark-nzeocha-1,1.0,0.0,0.0,1.0
Zachary Orr,2011-09-10,2,North Texas,,Houston,L,zachary-orr-1,1.0,0.0,0.0,1.0
Adrian Phillips,2011-09-10,2,Texas,,Brigham Young,W,adrian-phillips-1,1.0,0.0,0.0,1.0
Jason Pinkston,2011-09-10,2,Ball State,@,South Florida,L,jason-pinkston-1,1.0,0.0,0.0,1.0
Josh Pleasant,2011-09-10,2,Kent State,,Louisiana,L,josh-pleasant-1,1.0,0.0,0.0,1.0
Darius Prelow,2011-09-10,2,Louisiana-Monroe,,Grambling State,W,darius-prelow-1,1.0,20.0,0.0,1.0
Sheldon Price,2011-09-10,2,UCLA,,San Jose State,W,sheldon-price-1,1.0,0.0,0.0,1.0
Chris Prom,2011-09-10,2,Western Michigan,,Nicholls State,W,chris-prom-1,1.0,3.0,0.0,1.0
Bacarri Rambo,2011-09-10,2,Georgia,,South Carolina,L,bacarri-rambo-1,1.0,0.0,0.0,3.0
David Rowe,2011-09-10,2,Rutgers,@,North Carolina,L,david-rowe-1,1.0,0.0,0.0,1.0
Supo Sanni,2011-09-10,2,Illinois,,South Dakota State,W,supo-sanni-1,1.0,7.0,0.0,1.0
Charles Sawyer,2011-09-10,2,Mississippi,,Southern Illinois,W,charles-sawyer-1,1.0,0.0,0.0,1.0
Johnnie Simon,2011-09-10,2,Western Michigan,,Nicholls State,W,johnnie-simon-1,1.0,1.0,0.0,1.0
Ahkeem Smith,2011-09-10,2,Temple,@,Akron,W,ahkeem-smith-1,1.0,18.0,0.0,1.0
Derron Smith,2011-09-10,2,Fresno State,@,Nebraska,L,derron-smith-1,1.0,13.0,0.0,2.0
Daniel Sorensen,2011-09-10,2,Brigham Young,@,Texas,L,daniel-sorensen-1,1.0,0.0,0.0,1.0
David Sperry,2011-09-10,2,Navy,@,Western Kentucky,W,david-sperry-1,1.0,0.0,0.0,1.0
Lionel Stokes,2011-09-10,2,Louisiana,@,Kent State,W,lionel-stokes-1,1.0,63.0,1.0,1.0
Troy Stoudermire,2011-09-10,2,Minnesota,,New Mexico State,L,troy-stoudermire-1,1.0,19.0,0.0,2.0
Marcus Temple,2011-09-10,2,Mississippi,,Southern Illinois,W,marcus-temple-1,1.0,10.0,0.0,1.0
Phillip Thomas,2011-09-10,2,Syracuse,,Rhode Island,W,phillip-thomas-1,2.0,10.0,0.0,3.0
Ronnie Thornton,2011-09-10,2,Southern Mississippi,@,Marshall,L,ronnie-thornton-1,1.0,22.0,0.0,1.0
Korey Toomer,2011-09-10,2,Idaho,,North Dakota,W,korey-toomer-1,1.0,19.0,0.0,1.0
Richard Torres,2011-09-10,2,Hawaii,@,Washington,L,richard-torres-1,1.0,99.0,1.0,1.0
Ryan Travis,2011-09-10,2,Tulane,,Tulsa,L,ryan-travis-1,1.0,36.0,0.0,2.0
Danny Trevathan,2011-09-10,2,Kentucky,,Central Michigan,W,danny-trevathan-1,1.0,28.0,0.0,2.0
Desmond Trufant,2011-09-10,2,Washington,,Hawaii,W,desmond-trufant-1,1.0,7.0,0.0,2.0
Travis Uale,2011-09-10,2,Brigham Young,@,Texas,L,travis-uale-1,1.0,0.0,0.0,1.0
Khairi Usher,2011-09-10,2,Louisiana-Monroe,,Grambling State,W,khairi-usher-1,1.0,32.0,0.0,1.0
Brock Vereen,2011-09-10,2,Minnesota,,New Mexico State,L,brock-vereen-1,1.0,0.0,0.0,2.0
Dominique Vinson,2011-09-10,2,Colorado State,,Northern Colorado,W,dominique-vinson-1,1.0,25.0,0.0,1.0
Rijo Walker,2011-09-10,2,Virginia,@,Indiana,W,rijo-walker-1,1.0,0.0,0.0,
Wayne Warren,2011-09-10,2,Rutgers,@,North Carolina,L,wayne-warren-1,1.0,15.0,0.0,1.0
Sean Westgate,2011-09-10,2,UCLA,,San Jose State,W,sean-westgate-1,1.0,2.0,0.0,1.0
Korey Williams,2011-09-10,2,Southern Mississippi,@,Marshall,L,korey-williams-1,1.0,26.0,0.0,2.0
Jelani Woseley,2011-09-10,2,Ohio,,Gardner-Webb,W,jelani-woseley-1,1.0,26.0,1.0,1.0
Blidi Wreh-Wilson,2011-09-10,2,Connecticut,@,Vanderbilt,L,blidi-wreh-wilson-1,1.0,18.0,0.0,1.0
Johnthan Banks,2011-09-15,3,Mississippi State,,Louisiana State,L,johnthan-banks-1,1.0,-1.0,0.0,1.0
Morris Claiborne,2011-09-15,3,Louisiana State,@,Mississippi State,W,morris-claiborne-1,2.0,6.0,0.0,3.0
Chase Baker,2011-09-16,2,Boise State,@,Toledo,W,chase-baker-1,1.0,0.0,0.0,1.0
Dwayne Gratz,2011-09-16,3,Connecticut,,Iowa State,L,dwayne-gratz-1,1.0,19.0,0.0,1.0
Jory Johnson,2011-09-16,3,Connecticut,,Iowa State,L,jory-johnson-1,1.0,13.0,0.0,1.0
Byron Jones,2011-09-16,3,Connecticut,,Iowa State,L,byron-jones-2,1.0,0.0,0.0,1.0
Jermaine Robinson,2011-09-16,3,Toledo,,Boise State,L,jermaine-robinson-1,1.0,60.0,0.0,1.0
Stephen Ruempolhamer,2011-09-16,3,Iowa State,@,Connecticut,W,stephen-ruempolhamer-1,1.0,2.0,0.0,1.0
Antonio Allen,2011-09-17,3,South Carolina,,Navy,W,antonio-allen-1,1.0,0.0,0.0,1.0
Ricardo Allen,2011-09-17,3,Purdue,,Southeast Missouri State,W,ricardo-allen-1,1.0,0.0,0.0,1.0
David Amerson,2011-09-17,3,North Carolina State,,South Alabama,W,david-amerson-1,1.0,0.0,0.0,1.0
Zach Anderson,2011-09-17,3,Northern Illinois,N,Wisconsin,L,zach-anderson-2,1.0,2.0,0.0,1.0
C.J. Barnett,2011-09-17,3,Ohio State,@,Miami (FL),L,cj-barnett-1,1.0,2.0,0.0,1.0
Thomas Bates,2011-09-17,3,Houston,@,Louisiana Tech,W,thomas-bates-1,2.0,2.0,0.0,2.0
Dominique Battle,2011-09-17,3,Cincinnati,,Akron,W,dominique-battle-1,1.0,36.0,1.0,1.0
Dwight Bentley,2011-09-17,3,Louisiana,,Nicholls State,W,dwight-bentley-1,1.0,41.0,1.0,1.0
Brandan Bishop,2011-09-17,3,North Carolina State,,South Alabama,W,brandan-bishop-1,1.0,36.0,0.0,1.0
Robert Blanton,2011-09-17,3,Notre Dame,,Michigan State,W,robert-blanton-1,1.0,82.0,0.0,4.0
Nigel Bradham,2011-09-17,3,Florida State,,Oklahoma,L,nigel-bradham-1,1.0,0.0,0.0,1.0
Broderick Brown,2011-09-17,3,Oklahoma State,@,Tulsa,W,broderick-brown-1,1.0,0.0,0.0,3.0
Jonathan Brown,2011-09-17,3,Illinois,,Arizona State,W,jonathan-brown-1,1.0,0.0,0.0,2.0
Deone Bucannon,2011-09-17,3,Washington State,@,San Diego State,L,deone-bucannon-1,1.0,0.0,0.0,1.0
Blair Burns,2011-09-17,3,Wyoming,@,Bowling Green State,W,blair-burns-1,2.0,65.0,0.0,2.0
Carrington Byndom,2011-09-17,3,Texas,@,UCLA,W,carrington-byndom-1,1.0,0.0,0.0,2.0
Travis Carrie,2011-09-17,3,Ohio,,Marshall,W,travis-carrie-1,2.0,0.0,0.0,
Austin Cassidy,2011-09-17,3,Nebraska,,Washington,W,austin-cassidy-1,1.0,0.0,0.0,2.0
Sean Cattouse,2011-09-17,3,California,,Presbyterian,W,sean-cattouse-1,2.0,20.0,0.0,2.0
Quade Chappuis,2011-09-17,3,Utah,@,Brigham Young,W,quade-chappuis-1,1.0,20.0,0.0,1.0
Camerron Cheatham,2011-09-17,3,Cincinnati,,Akron,W,camerron-cheatham-1,1.0,53.0,1.0,2.0
Dave Clark,2011-09-17,3,Louisiana Tech,,Houston,L,dave-clark-1,1.0,25.0,0.0,1.0
Donyae Coleman,2011-09-17,3,New Mexico State,,Texas-El Paso,L,donyae-coleman-1,1.0,0.0,0.0,2.0
Darwin Cook,2011-09-17,3,West Virginia,@,Maryland,W,darwin-cook-1,1.0,0.0,0.0,1.0
Lavonte David,2011-09-17,3,Nebraska,,Washington,W,lavonte-david-1,1.0,0.0,0.0,1.0
Blake Dees,2011-09-17,2,Texas Tech,@,New Mexico,W,blake-dees-1,1.0,0.0,0.0,1.0
Alan Dock,2011-09-17,3,Tulsa,,Oklahoma State,L,alan-dock-1,1.0,28.0,0.0,1.0
Deven Drane,2011-09-17,3,Cincinnati,,Akron,W,deven-drane-1,1.0,0.0,0.0,3.0
