Player,Date,G,School,Loc,Opponent,WL,XP Made,XP Att,XP %,FG Made,FG Att,FG %,Pts,unique_id
Bubba Baxa,2019-08-24,1,Miami (FL),N,Florida,L,2,2,100.0,2,3,66.7,8,bubba-baxa-1
Lucas Havrisik,2019-08-24,1,Arizona,@,Hawaii,L,5,5,100.0,1,1,100.0,8,lucas-havrisik-1
Evan McPherson,2019-08-24,1,Florida,N,Miami (FL),W,3,3,100.0,1,1,100.0,6,evan-mcpherson-1
Ryan Meskell,2019-08-24,1,Hawaii,,Arizona,W,6,6,100.0,1,1,100.0,9,ryan-meskell-1
Dylan Barnas,2019-08-29,1,Central Florida,,Florida A&M,W,7,7,100.0,2,2,100.0,13,dylan-barnas-1
Sam Crosa,2019-08-29,1,Cincinnati,,UCLA,W,3,3,100.0,1,2,50.0,6,sam-crosa-1
Clayton Harris,2019-08-29,1,Connecticut,,Wagner,W,3,3,100.0,1,1,100.0,6,clayton-harris-1
Alex McNulty,2019-08-29,1,Buffalo,,,W,4,4,100.0,1,1,100.0,7,alex-mcnulty-1
Matthew Mercurio,2019-08-29,1,San Jose State,,Northern Colorado,W,5,5,100.0,0,1,0.0,5,matthew-mercurio-1
Cory Munson,2019-08-29,1,Western Kentucky,,Central Arkansas,L,4,4,100.0,0,1,0.0,4,cory-munson-1
Nate Needham,2019-08-29,1,Bowling Green State,,Morgan State,W,5,6,83.3,1,2,50.0,8,nate-needham-2
Jake Oldroyd,2019-08-29,1,Brigham Young,,Utah,L,0,0,,2,2,100.0,6,jake-oldroyd-1
B.T. Potter,2019-08-29,1,Clemson,,Georgia Tech,W,7,7,100.0,1,1,100.0,10,bt-potter-1
Seth Small,2019-08-29,1,Texas A&M,,Texas State,W,5,5,100.0,2,2,100.0,11,seth-small-1
Andrew Strauch,2019-08-29,1,Utah,@,Brigham Young,W,1,2,50.0,1,2,50.0,4,andrew-strauch-1
Ryan Tice,2019-08-29,1,Central Michigan,,Albany,W,4,4,100.0,1,1,100.0,7,ryan-tice-1
Nick Vogel,2019-08-29,1,Alabama-Birmingham,,Alabama State,W,3,3,100.0,1,1,100.0,6,nick-vogel-1
Christian Zendejas,2019-08-29,1,Arizona State,,Kent State,W,3,3,100.0,3,3,100.0,12,christian-zendejas-1
Matt Ammendola,2019-08-30,1,Oklahoma State,@,Oregon State,W,7,7,100.0,1,1,100.0,10,matt-ammendola-1
Jordan Choukair,2019-08-30,1,Oregon State,,Oklahoma State,L,3,3,100.0,1,1,100.0,6,jordan-choukair-1
Matt Coghlin,2019-08-30,1,Michigan State,,Tulsa,W,2,2,100.0,4,4,100.0,14,matt-coghlin-1
Justin Davidovicz,2019-08-30,1,Rutgers,,Massachusetts,W,6,6,100.0,2,2,100.0,12,justin-davidovicz-1
J.D. Dillinger,2019-08-30,1,Purdue,@,Nevada,L,4,4,100.0,1,1,100.0,7,jd-dillinger-1
Will Harrison,2019-08-30,1,Rice,@,Army,L,1,1,100.0,0,2,0.0,1,will-harrison-1
Collin Larsh,2019-08-30,1,Wisconsin,@,South Florida,W,7,7,100.0,0,1,0.0,7,collin-larsh-1
Maxwell Poduska,2019-08-30,1,Colorado State,N,Colorado,L,4,4,100.0,1,1,100.0,7,maxwell-poduska-1
Nick Sciba,2019-08-30,1,Wake Forest,,Utah State,W,5,5,100.0,1,1,100.0,8,nick-sciba-1
James Stefanou,2019-08-30,1,Colorado,N,Colorado State,W,7,7,100.0,1,1,100.0,10,james-stefanou-1
Brandon Talton,2019-08-30,1,Nevada,,Purdue,W,4,4,100.0,2,2,100.0,10,brandon-talton-1
Coby Weiss,2019-08-30,1,South Florida,,Wisconsin,L,0,0,,0,1,0.0,0,coby-weiss-1
Ricky Aguayo,2019-08-31,1,Florida State,,Boise State,L,4,4,100.0,1,1,100.0,7,ricky-aguayo-1
Matt Araiza,2019-08-31,1,San Diego State,,Weber State,W,0,0,,2,2,100.0,6,matt-araiza-1
Connor Assalley,2019-08-31,1,Iowa State,,Northern Iowa,W,2,2,100.0,3,4,75.0,11,connor-assalley-1
Gavin Baechle,2019-08-31,1,Texas-El Paso,,,W,3,3,100.0,3,3,100.0,12,gavin-baechle-1
Tyler Bass,2019-08-31,1,Georgia Southern,@,Louisiana State,L,0,0,,1,1,100.0,3,tyler-bass-3
Massimo Biscardi,2019-08-31,1,Coastal Carolina,,Eastern Michigan,L,2,2,100.0,3,4,75.0,11,massimo-biscardi-1
Rodrigo Blankenship,2019-08-31,1,Georgia,@,Vanderbilt,W,3,3,100.0,3,3,100.0,12,rodrigo-blankenship-1
Aaron Boumerhi,2019-08-31,1,Boston College,,Virginia Tech,W,5,5,100.0,0,1,0.0,5,aaron-boumerhi-1
Dylan Brown,2019-08-31,1,New Mexico State,@,Washington State,L,1,1,100.0,0,1,0.0,1,dylan-brown-1
Anders Carlson,2019-08-31,1,Auburn,N,Oregon,W,3,3,100.0,2,3,66.7,9,anders-carlson-1
Brent Cimaglia,2019-08-31,1,Tennessee,,Georgia State,L,3,3,100.0,3,3,100.0,12,brent-cimaglia-1
Evan Davis,2019-08-31,1,Toledo,@,Kentucky,L,3,3,100.0,1,1,100.0,6,evan-davis-2
Brian Delaney,2019-08-31,1,Virginia,@,Pittsburgh,W,3,3,100.0,3,4,75.0,12,brian-delaney-1
Cameron Dicker,2019-08-31,1,Texas,,Louisiana Tech,W,6,6,100.0,1,2,50.0,9,cameron-dicker-2
Keith Duncan,2019-08-31,1,Iowa,,Miami (OH),W,5,5,100.0,1,1,100.0,8,keith-duncan-1
Christopher Dunn,2019-08-31,1,North Carolina State,,East Carolina,W,4,4,100.0,2,2,100.0,10,christopher-dunn-1
Jerry Fitschen,2019-08-31,1,Akron,@,Illinois,L,0,0,,1,2,50.0,3,jerry-fitschen-1
Riley Guay,2019-08-31,1,Vanderbilt,,Georgia,L,0,0,,2,2,100.0,6,riley-guay-1
Bailey Hale,2019-08-31,1,Louisiana Tech,@,Texas,L,2,2,100.0,0,2,0.0,2,bailey-hale-1
Blake Haubeil,2019-08-31,1,Ohio State,,Florida Atlantic,W,6,6,100.0,1,1,100.0,9,blake-haubeil-1
Peyton Henry,2019-08-31,1,Washington,,Eastern Washington,W,6,6,100.0,1,1,100.0,9,peyton-henry-1
Liam Jones,2019-08-31,1,Kansas,,Indiana State,W,1,2,50.0,1,2,50.0,4,liam-jones-1
Dylan Jorgensen,2019-08-31,1,Nebraska,,South Alabama,W,5,5,100.0,0,1,0.0,5,dylan-jorgensen-1
Logan Justus,2019-08-31,1,Indiana,N,Ball State,W,2,2,100.0,4,4,100.0,14,logan-justus-1
Thiago Kapps,2019-08-31,1,Western Michigan,,Monmouth,W,6,6,100.0,2,2,100.0,12,thiago-kapps-1
Griffin Kell,2019-08-31,1,Texas Christian,,Arkansas-Pine Bluff,W,1,1,100.0,1,1,100.0,4,griffin-kell-1
Alex Kessman,2019-08-31,1,Pittsburgh,,Virginia,L,2,2,100.0,0,1,0.0,2,alex-kessman-1
Charlie Kuhbander,2019-08-31,1,Northwestern,@,Stanford,L,1,1,100.0,0,1,0.0,1,charlie-kuhbander-1
Jordan Lawless,2019-08-31,1,Mississippi State,N,Louisiana,W,5,5,100.0,1,2,50.0,8,jordan-lawless-1
Camden Lewis,2019-08-31,1,Oregon,N,Auburn,L,2,2,100.0,0,1,0.0,2,camden-lewis-1
Connor Limpert,2019-08-31,1,Arkansas,,Portland State,W,2,2,100.0,2,2,100.0,8,connor-limpert-1
Luke Logan,2019-08-31,1,Mississippi,@,Memphis,L,1,1,100.0,1,2,50.0,4,luke-logan-1
Blake Lynch,2019-08-31,1,Kansas State,,Nicholls State,W,7,7,100.0,0,1,0.0,7,blake-lynch-2
Blake Mazza,2019-08-31,1,Washington State,,New Mexico State,W,7,7,100.0,3,3,100.0,16,blake-mazza-1
Tucker McCann,2019-08-31,1,Missouri,@,Wyoming,L,4,4,100.0,1,1,100.0,7,tucker-mccann-1
James McCourt,2019-08-31,1,Illinois,,Akron,W,6,6,100.0,0,1,0.0,6,james-mccourt-1
Chase McGrath,2019-08-31,1,Southern California,,Fresno State,W,4,4,100.0,1,1,100.0,7,chase-mcgrath-1
Jacob Meeks,2019-08-31,1,Louisiana-Monroe,,Grambling State,W,4,4,100.0,1,2,50.0,7,jacob-meeks-1
Jake Moody,2019-08-31,1,Michigan,,Middle Tennessee State,W,0,0,,2,2,100.0,6,jake-moody-1
Ethan Mooney,2019-08-31,1,North Texas,,Abilene Christian,W,6,6,100.0,3,3,100.0,15,ethan-mooney-1
