Player,Date,G,School,Loc,Opponent,WL,Punt Ret,Punt Ret Yds,Punt Ret Avg,Punt Ret TD,unique_id
Stefon Diggs,2012-09-15,3,Maryland,,Connecticut,L,5,68,13.6,0,stefon-diggs-1
Kenzel Doe,2012-09-15,3,Wisconsin,,Utah State,W,1,82,82.0,1,kenzel-doe-1
Kai Dominguez,2012-09-15,3,Louisville,,North Carolina,W,1,8,8.0,0,kai-dominquez-1
Phillip Dorsett,2012-09-15,3,Miami (FL),,Bethune-Cookman,W,4,21,5.3,0,phillip-dorsett-1
Brian Dowling,2012-09-15,3,Massachusetts,@,Michigan,L,2,0,0.0,0,brian-dowling-2
Mike Edwards,2012-09-15,3,Texas-El Paso,,New Mexico State,W,2,26,13.0,0,mike-edwards-4
J.D. Falslev,2012-09-15,3,Brigham Young,@,Utah,L,1,34,34.0,0,jd-falslev-1
Austin Franklin,2012-09-15,3,New Mexico State,@,Texas-El Paso,L,1,-1,-1.0,0,austin-franklin-1
David Glidden,2012-09-15,3,Oklahoma State,,Louisiana,W,5,19,3.8,0,david-glidden-1
T.J. Glover,2012-09-15,3,South Alabama,@,North Carolina State,L,1,8,8.0,0,tj-glover-1
Jamal Golden,2012-09-15,3,Georgia Tech,,Virginia,W,1,3,3.0,0,jamal-golden-1
Rashad Greene,2012-09-15,3,Florida State,,Wake Forest,W,5,89,17.8,1,rashad-greene-1
Marvin Hall,2012-09-15,3,Washington,,Portland State,W,2,13,6.5,0,marvin-hall-1
Victor Hampton,2012-09-15,3,South Carolina,,Alabama-Birmingham,W,1,12,12.0,0,victor-hampton-1
Scott Harding,2012-09-15,2,Hawaii,,Lamar,W,4,24,6.0,0,scott-harding-1
Justin Hardy,2012-09-15,3,East Carolina,@,Southern Mississippi,W,1,2,2.0,0,justin-hardy-1
John Hardy-Tuliau,2012-09-15,2,Hawaii,,Lamar,W,1,0,0.0,0,john-hardy-tuliau-1
Dustin Harris,2012-09-15,2,Texas A&M,@,Southern Methodist,W,6,86,14.3,0,dustin-harris-1
Terry Hawthorne,2012-09-15,3,Illinois,,Charleston Southern,W,1,7,7.0,0,terry-hawthorne-1
Rocky Hayes,2012-09-15,3,Arkansas State,@,Nebraska,L,1,22,22.0,0,rocky-hayes-1
Charles Henderson,2012-09-15,3,Utah,,Brigham Young,W,4,85,21.3,0,charles-henderson-1
Nick Hill,2012-09-15,3,Michigan State,,Notre Dame,L,1,6,6.0,0,nick-hill-1
Aaron Horne,2012-09-15,3,Iowa State,,Western Illinois,W,2,64,32.0,0,aaron-horne-2
Adam Humphries,2012-09-15,3,Clemson,,Furman,W,1,13,13.0,0,adam-humphries-1
Micah Hyde,2012-09-15,3,Iowa,,Northern Iowa,W,2,14,7.0,0,micah-hyde-1
Kyshoen Jarrett,2012-09-15,3,Virginia Tech,@,Pittsburgh,L,1,94,94.0,1,kyshoen-jarrett-1
Craig Johnson,2012-09-15,2,Louisiana Tech,,Rice,W,2,-1,-0.5,0,craig-johnson-4
Josh Johnson,2012-09-15,3,Purdue,,Eastern Michigan,W,1,2,2.0,0,josh-johnson-3
Christion Jones,2012-09-15,3,Alabama,@,Arkansas,W,2,4,2.0,0,christion-jones-1
Travis Jones,2012-09-15,3,Florida Atlantic,@,Georgia,L,1,10,10.0,0,travis-jones-2
Jonathan Krause,2012-09-15,3,Vanderbilt,,Presbyterian,W,2,5,2.5,0,jonathan-krause-1
Shawn Lynch,2012-09-15,2,Navy,@,Penn State,L,2,4,2.0,0,shawn-lynch-1
Steven Manfro,2012-09-15,3,UCLA,,Houston,W,5,55,11.0,0,steven-manfro-1
Venric Mark,2012-09-15,3,Northwestern,,Boston College,W,2,15,7.5,0,venric-mark-1
Jordan Matthews,2012-09-15,3,Vanderbilt,,Presbyterian,W,3,36,12.0,0,jordan-matthews-1
Anthony McClung,2012-09-15,2,Cincinnati,,Delaware State,W,4,76,19.0,0,anthony-mcclung-1
Rhett McGowan,2012-09-15,3,Georgia,,Florida Atlantic,W,1,23,23.0,0,rhett-mcgowan-1
Jaydon Mickens,2012-09-15,3,Washington,,Portland State,W,1,7,7.0,0,jaydon-mickens-1
Jamal Miles,2012-09-15,3,Arizona State,@,Missouri,L,4,36,9.0,0,jamal-miles-1
Sam Miller,2012-09-15,3,Florida International,@,Central Florida,L,1,1,1.0,0,sam-miller-2
Danny Milligan,2012-09-15,2,Cincinnati,,Delaware State,W,1,6,6.0,0,danny-milligan-1
Malcolm Mitchell,2012-09-15,3,Georgia,,Florida Atlantic,W,1,7,7.0,0,malcolm-mitchell-2
Jeremy Moore,2012-09-15,3,Georgia Tech,,Virginia,W,1,1,1.0,0,jeremy-moore-2
Romar Morris,2012-09-15,3,North Carolina,@,Louisville,L,1,4,4.0,0,romar-morris-1
Richard Morrison,2012-09-15,3,Arizona,,South Carolina State,W,3,4,1.3,0,richard-morrison-1
Marcus Murphy,2012-09-15,3,Missouri,,Arizona State,W,3,28,9.3,0,marcus-murphy-1
Davonte' Neal,2012-09-15,3,Notre Dame,@,Michigan State,W,2,16,8.0,0,davonte-neal-1
Marco Nelson,2012-09-15,3,Tulsa,,Nicholls State,W,1,25,25.0,0,marco-nelson-2
Dennis Norfleet,2012-09-15,3,Michigan,,Massachusetts,W,1,11,11.0,0,dennis-norfleet-1
Levi Norwood,2012-09-15,2,Baylor,,Sam Houston State,W,1,-5,-5.0,0,levi-norwood-1
Tyriq Patrick,2012-09-15,3,Memphis,,Middle Tennessee State,L,1,2,2.0,0,tyriq-patrick-1
Dewayne Peace,2012-09-15,3,Houston,@,UCLA,L,1,-1,-1.0,0,dewayne-peace-1
Chris Potter,2012-09-15,2,Boise State,,Miami (OH),W,1,8,8.0,0,chris-potter-1
Steve Rene,2012-09-15,3,Syracuse,,Stony Brook,W,1,0,0.0,0,steve-rene-1
Demarco Robinson,2012-09-15,3,Kentucky,,Western Kentucky,L,3,28,9.3,0,demarco-robinson-1
Cameron Saddler,2012-09-15,3,Pittsburgh,,Virginia Tech,W,1,3,3.0,0,cameron-saddler-1
Ace Sanders,2012-09-15,3,South Carolina,,Alabama-Birmingham,W,1,35,35.0,0,ace-sanders-1
Jared Singletary,2012-09-15,3,Middle Tennessee State,@,Memphis,W,1,1,1.0,0,jared-singletary-1
Jamill Smith,2012-09-15,3,Ball State,@,Indiana,W,2,6,3.0,0,jamill-smith-1
Rashard Smith,2012-09-15,3,North Carolina State,,South Alabama,W,3,27,9.0,0,rashard-smith-1
Roy Smith,2012-09-15,3,North Carolina,@,Louisville,L,1,1,1.0,0,roy-smith-1
Ryan Smith,2012-09-15,3,Southern Methodist,,Texas A&M,L,1,2,2.0,0,ryan-smith-4
Andre Snipes-Booker,2012-09-15,3,Marshall,,Ohio,L,3,24,8.0,0,andre-snipes-booker-1
Nick Stoner,2012-09-15,3,Indiana,,Ball State,L,1,8,8.0,0,nick-stoner-1
Travis Talianko,2012-09-15,3,San Jose State,,Colorado State,W,1,0,0.0,0,travis-talianko-1
De'Anthony Thomas,2012-09-15,3,Oregon,,Tennessee Tech,W,4,87,21.8,0,deanthony-thomas-1
Momo Thomas,2012-09-15,3,Colorado State,@,San Jose State,L,2,15,7.5,0,momo-thomas-1
Justin Veltung,2012-09-15,3,Idaho,@,Louisiana State,L,2,-5,-2.5,0,justin-veltung-1
Tim Vizzi,2012-09-15,3,San Diego State,,North Dakota,W,1,20,20.0,0,tim-vizzi-1
Trey Watts,2012-09-15,3,Tulsa,,Nicholls State,W,1,13,13.0,0,trey-watts-1
Cameron Webb,2012-09-15,3,Utah State,@,Wisconsin,L,2,21,10.5,0,cameron-webb-1
Frankie Williams,2012-09-15,3,Purdue,,Eastern Michigan,W,1,7,7.0,0,frankie-williams-1
Jackie Williams,2012-09-15,2,Alabama-Birmingham,@,South Carolina,L,1,2,2.0,0,jackie-williams-1
Nick Williams,2012-09-15,3,Connecticut,@,Maryland,W,2,60,30.0,1,nick-williams-1
Khalid Wooten,2012-09-15,3,Nevada,,Northwestern State,W,1,32,32.0,0,khalid-wooten-1
J.J. Worton,2012-09-15,3,Central Florida,,Florida International,W,4,48,12.0,0,jj-worton-1
Ronnie Yell,2012-09-15,3,San Jose State,,Colorado State,W,1,0,0.0,0,ronnie-yell-1
Devrin Young,2012-09-15,3,Tennessee,,Florida,L,1,8,8.0,0,devrin-young-1
Austin Zouzalik,2012-09-15,3,Texas Tech,,New Mexico,W,2,8,4.0,0,austin-zouzalik-1
Eric Adeyemi,2012-09-19,3,Kent State,@,Buffalo,W,1,0,0.0,0,eric-adeyemi-2
Cordero Dixon,2012-09-19,3,Buffalo,,Kent State,L,2,0,0.0,0,cordero-dixon-1
Mitch Burroughs,2012-09-20,3,Boise State,,Brigham Young,W,2,-1,-0.5,0,mitch-burroughs-1
J.D. Falslev,2012-09-20,4,Brigham Young,@,Boise State,L,1,0,0.0,0,jd-falslev-1
Chris Potter,2012-09-20,3,Boise State,,Brigham Young,W,2,5,2.5,0,chris-potter-1
Levi Norwood,2012-09-21,3,Baylor,@,Louisiana-Monroe,W,1,5,5.0,0,levi-norwood-1
Ameer Abdullah,2012-09-22,4,Nebraska,,Idaho State,W,2,80,40.0,1,ameer-abdullah-1
Bralon Addison,2012-09-22,4,Oregon,,Arizona,W,1,0,0.0,0,bralon-addison-1
Keenan Allen,2012-09-22,4,California,@,Southern California,L,2,15,7.5,0,keenan-allen-1
Antonio Andrews,2012-09-22,4,Western Kentucky,,Southern Mississippi,W,1,1,1.0,0,antonio-andrews-1
Perez Ashford,2012-09-22,4,Northern Illinois,,Kansas,W,1,-1,-1.0,0,perez-ashford-1
Tavon Austin,2012-09-22,3,West Virginia,,Maryland,W,3,22,7.3,0,tavon-austin-1
Johnthan Banks,2012-09-22,4,Mississippi State,,South Alabama,W,3,34,11.3,0,johnthan-banks-1
A.J. Barker,2012-09-22,4,Minnesota,,Syracuse,W,1,-3,-3.0,0,aj-barker-1
Hunter Bates,2012-09-22,4,Northwestern,,South Dakota,W,1,6,6.0,0,hunter-bates-1
Odell Beckham Jr.,2012-09-22,4,Louisiana State,@,Auburn,W,1,-5,-5.0,0,odell-beckham-jr-1
Le'Veon Bell,2012-09-22,4,Michigan State,,Eastern Michigan,W,3,18,6.0,0,leveon-bell-1
Justin Blatchford,2012-09-22,4,Nebraska,,Idaho State,W,1,7,7.0,0,justin-blatchford-1
Quan Bray,2012-09-22,4,Auburn,,Louisiana State,L,1,0,0.0,0,quan-bray-1
Leon Brooks,2012-09-22,4,Washington State,,Colorado,L,2,10,5.0,0,leon-brooks-1
Matt Brown,2012-09-22,3,Temple,@,Penn State,L,1,23,23.0,0,matt-brown-1
Chad Bumphis,2012-09-22,4,Mississippi State,,South Alabama,W,2,12,6.0,0,chad-bumphis-1
Blair Burns,2012-09-22,4,Wyoming,@,Idaho,W,1,15,15.0,0,blair-burns-1
Isaiah Burse,2012-09-22,4,Fresno State,@,Tulsa,L,2,5,2.5,0,isaiah-burse-1
Lee Butler,2012-09-22,4,Duke,,Memphis,W,6,68,11.3,0,lee-butler-1
Michael Campanaro,2012-09-22,4,Wake Forest,,Army,W,2,12,6.0,0,michael-campanaro-1
Ryan Clark,2012-09-22,4,Ohio,,Norfolk State,W,5,50,10.0,0,ryan-clark-2
Kenneth Crawley,2012-09-22,4,Colorado,@,Washington State,W,2,3,1.5,0,kenneth-crawley-1
Jon Crucitti,2012-09-22,3,Army,@,Wake Forest,L,1,5,5.0,0,jon-crucitti-1
Imani Davis,2012-09-22,4,Akron,@,Tennessee,L,1,4,4.0,0,imani-davis-1
Tommy Davis,2012-09-22,4,Illinois,,Louisiana Tech,L,1,8,8.0,0,tommy-davis-2
Skye Dawson,2012-09-22,3,Texas Christian,,Virginia,W,1,8,8.0,0,skye-dawson-1
Andre Debose,2012-09-22,4,Florida,,Kentucky,W,2,8,4.0,0,andre-debose-1
Jesse Della Valle,2012-09-22,4,Penn State,,Temple,W,3,45,15.0,0,jesse-della-valle-1
Ritchy Desir,2012-09-22,4,Syracuse,@,Minnesota,L,2,3,1.5,0,ritchy-desir-1
Stefon Diggs,2012-09-22,4,Maryland,@,West Virginia,L,4,25,6.3,0,stefon-diggs-1
Kenzel Doe,2012-09-22,4,Wisconsin,,Texas-El Paso,W,2,7,3.5,0,kenzel-doe-1
Kai Dominguez,2012-09-22,4,Louisville,@,Florida International,W,3,49,16.3,0,kai-dominquez-1
Phillip Dorsett,2012-09-22,4,Miami (FL),@,Georgia Tech,W,2,18,9.0,0,phillip-dorsett-1
Trey Dudley-Giles,2012-09-22,4,Massachusetts,@,Miami (OH),L,1,1,1.0,0,trey-dudley-giles-1
Mike Edwards,2012-09-22,4,Texas-El Paso,@,Wisconsin,L,3,10,3.3,0,mike-edwards-4
Andy Erickson,2012-09-22,3,Texas State,,Stephen F. Austin,W,1,22,22.0,0,andy-erickson-1
Austin Franklin,2012-09-22,4,New Mexico State,,New Mexico,L,3,6,2.0,0,austin-franklin-1
T.J. Glover,2012-09-22,4,South Alabama,@,Mississippi State,L,1,3,3.0,0,tj-glover-1
Jamal Golden,2012-09-22,4,Georgia Tech,,Miami (FL),L,2,84,42.0,0,jamal-golden-1
Deante' Gray,2012-09-22,3,Texas Christian,,Virginia,W,1,2,2.0,0,deante-gray-1
Rashad Greene,2012-09-22,4,Florida State,,Clemson,W,3,26,8.7,0,rashad-greene-1
Aaron Grubb,2012-09-22,4,Texas-San Antonio,,Northwestern Oklahoma State,W,2,56,28.0,0,aaron-grubb-1
Joe Hansley,2012-09-22,4,Colorado State,,Utah State,L,1,1,1.0,0,joe-hansley-1
Justin Hardy,2012-09-22,4,East Carolina,@,North Carolina,L,3,11,3.7,0,justin-hardy-1
Dustin Harris,2012-09-22,3,Texas A&M,,South Carolina State,W,8,246,30.8,1,dustin-harris-1
Kenny Harrison,2012-09-22,4,Texas-San Antonio,,Northwestern Oklahoma State,W,3,67,22.3,0,kenny-harrison-3
Dee Hart,2012-09-22,4,Alabama,,Florida Atlantic,W,2,28,14.0,0,dee-hart-1
Rocky Hayes,2012-09-22,4,Arkansas State,,Alcorn State,W,1,-2,-2.0,0,rocky-hayes-1
Charles Henderson,2012-09-22,4,Utah,@,Arizona State,L,1,0,0.0,0,charles-henderson-1
Erik Highsmith,2012-09-22,4,North Carolina,,East Carolina,W,3,25,8.3,0,erik-highsmith-1
Nick Hill,2012-09-22,4,Michigan State,,Eastern Michigan,W,1,0,0.0,0,nick-hill-1
Michael Holmes,2012-09-22,4,Virginia Tech,,Bowling Green State,W,1,15,15.0,0,michael-holmes-1
Nate Holmes,2012-09-22,4,Arkansas,,Rutgers,L,3,22,7.3,0,nate-holmes-1
Heath Jackson,2012-09-22,4,Bowling Green State,@,Virginia Tech,L,1,0,0.0,0,heath-jackson-1
Kyshoen Jarrett,2012-09-22,4,Virginia Tech,,Bowling Green State,W,2,30,15.0,0,kyshoen-jarrett-1
Eric Johnson,2012-09-22,4,Nevada-Las Vegas,,Air Force,W,1,0,0.0,0,eric-johnson-6
Calvin Jones,2012-09-22,3,Alabama-Birmingham,@,Ohio State,L,1,20,20.0,0,calvin-jones-5
Christion Jones,2012-09-22,4,Alabama,,Florida Atlantic,W,4,61,15.3,0,christion-jones-1
Ty Kirk,2012-09-22,4,New Mexico,@,New Mexico State,W,4,9,2.3,0,ty-kirk-1
Tracy Lampley,2012-09-22,3,Southern Mississippi,@,Western Kentucky,L,1,19,19.0,0,tracy-lampley-1
Shawn Lynch,2012-09-22,3,Navy,,Virginia Military Institute,W,2,42,21.0,0,shawn-lynch-1
Ashaad Mabry,2012-09-22,4,Texas-San Antonio,,Northwestern Oklahoma State,W,1,9,9.0,0,ashaad-mabry-1
Venric Mark,2012-09-22,4,Northwestern,,South Dakota,W,1,4,4.0,0,venric-mark-1
Jordan Matthews,2012-09-22,4,Vanderbilt,@,Georgia,L,1,0,0.0,0,jordan-matthews-1
Cassius McDowell,2012-09-22,4,Toledo,,Coastal Carolina,W,2,17,8.5,0,cassius-mcdowell-1
Rhett McGowan,2012-09-22,4,Georgia,,Vanderbilt,W,1,19,19.0,0,rhett-mcgowan-1
Sam McGuffie,2012-09-22,4,Rice,,Marshall,L,1,1,1.0,0,sam-mcguffie-1
Jamal Miles,2012-09-22,4,Arizona State,,Utah,W,2,19,9.5,0,jamal-miles-1
Sam Miller,2012-09-22,4,Florida International,,Louisville,L,2,7,3.5,0,sam-miller-2
Malcolm Mitchell,2012-09-22,4,Georgia,,Vanderbilt,W,3,25,8.3,0,malcolm-mitchell-2
Philander Moore,2012-09-22,4,Mississippi,,Tulane,W,3,-5,-1.7,0,philander-moore-1
Jordan Poyer,2012-09-22,2,Oregon State,@,UCLA,W,1,5,5.0,0,jordan-poyer-1
Demarius Reed,2012-09-22,4,Eastern Michigan,@,Michigan State,L,3,35,11.7,0,demarius-reed-1
Bernard Reedy,2012-09-22,4,Toledo,,Coastal Carolina,W,4,54,13.5,0,bernard-reedy-1
Nickell Robey,2012-09-22,4,Southern California,,California,W,2,6,3.0,0,nickell-robey-1
Demarco Robinson,2012-09-22,4,Kentucky,@,Florida,L,1,1,1.0,0,demarco-robinson-1
Mason Robinson,2012-09-22,4,Rutgers,@,Arkansas,W,2,24,12.0,0,mason-robinson-1
Cameron Saddler,2012-09-22,4,Pittsburgh,,Gardner-Webb,W,1,-1,-1.0,0,cameron-saddler-1
Ace Sanders,2012-09-22,4,South Carolina,,Missouri,W,6,106,17.7,0,ace-sanders-1
Khalek Shepherd,2012-09-22,4,Virginia,@,Texas Christian,L,2,0,0.0,0,khalek-shepherd-1
Rashard Smith,2012-09-22,4,North Carolina State,,Citadel,W,3,83,27.7,1,rashard-smith-1
Roy Smith,2012-09-22,4,North Carolina,,East Carolina,W,1,0,0.0,0,roy-smith-1
Derrick Strozier,2012-09-22,3,Tulane,@,Mississippi,L,2,11,5.5,0,derrick-strozier-1
De'Anthony Thomas,2012-09-22,4,Oregon,,Arizona,W,1,38,38.0,0,deanthony-thomas-1
Jamal Turner,2012-09-22,4,Nebraska,,Idaho State,W,2,27,13.5,0,jamal-turner-1
Justin Veltung,2012-09-22,4,Idaho,,Wyoming,L,4,41,10.3,0,justin-veltung-1
Tim Vizzi,2012-09-22,4,San Diego State,,San Jose State,L,2,12,6.0,0,tim-vizzi-1
Trey Watts,2012-09-22,4,Tulsa,,Fresno State,W,3,19,6.3,0,trey-watts-1
Cameron Webb,2012-09-22,4,Utah State,@,Colorado State,W,2,9,4.5,0,cameron-webb-1
Jackie Williams,2012-09-22,3,Alabama-Birmingham,@,Ohio State,L,2,2,1.0,0,jackie-williams-1
Nick Williams,2012-09-22,4,Connecticut,@,Western Michigan,L,3,32,10.7,0,nick-williams-1
Cody Wilson,2012-09-22,3,Central Michigan,@,Iowa,W,1,0,0.0,0,cody-wilson-1
Jaime Wilson,2012-09-22,4,Western Michigan,,Connecticut,W,3,24,8.0,0,jaime-wilson-1
Khalid Wooten,2012-09-22,4,Nevada,@,Hawaii,W,3,57,19.0,0,khalid-wooten-1
Devrin Young,2012-09-22,4,Tennessee,,Akron,W,3,45,15.0,0,devrin-young-1
Cody Bruns,2012-09-27,4,Washington,,Stanford,W,1,1,1.0,0,cody-bruns-1
Marvin Hall,2012-09-27,4,Washington,,Stanford,W,2,26,13.0,0,marvin-hall-1
J.D. Falslev,2012-09-28,5,Brigham Young,,Hawaii,W,3,15,5.0,0,jd-falslev-1
Andrew Abbott,2012-09-29,5,UCLA,@,Colorado,W,1,5,5.0,0,andrew-abbott-1
Ameer Abdullah,2012-09-29,5,Nebraska,,Wisconsin,W,3,18,6.0,0,ameer-abdullah-1
Kenneth Acker,2012-09-29,4,Southern Methodist,,Texas Christian,L,2,9,4.5,0,kenneth-acker-1
Justin Albert,2012-09-29,5,Troy,@,South Alabama,W,3,14,4.7,0,justin-albert-1
Keenan Allen,2012-09-29,5,California,,Arizona State,L,2,10,5.0,0,keenan-allen-1
Antonio Andrews,2012-09-29,5,Western Kentucky,@,Arkansas State,W,1,1,1.0,0,antonio-andrews-1
Perez Ashford,2012-09-29,5,Northern Illinois,,Central Michigan,W,3,50,16.7,0,perez-ashford-1
Tavon Austin,2012-09-29,4,West Virginia,,Baylor,W,1,-1,-1.0,0,tavon-austin-1
Marqus Baker,2012-09-29,4,Buffalo,@,Connecticut,L,1,0,0.0,0,marqus-baker-1
D.J. Banks,2012-09-29,4,Louisiana Tech,@,Virginia,W,2,-2,-1.0,0,dj-banks-1
A.J. Barker,2012-09-29,5,Minnesota,@,Iowa,L,4,30,7.5,0,aj-barker-1
Odell Beckham Jr.,2012-09-29,5,Louisiana State,,Towson,W,3,41,13.7,0,odell-beckham-jr-1
Giovani Bernard,2012-09-29,5,North Carolina,,Idaho,W,4,30,7.5,0,giovani-bernard-1
Mitch Burroughs,2012-09-29,4,Boise State,@,New Mexico,W,1,-2,-2.0,0,mitch-burroughs-1
Brelan Chancellor,2012-09-29,5,North Texas,@,Florida Atlantic,W,2,7,3.5,0,brelan-chancellor-1
Ryan Clark,2012-09-29,5,Ohio,@,Massachusetts,W,2,28,14.0,0,ryan-clark-2
Kenneth Crawley,2012-09-29,5,Colorado,,UCLA,L,1,0,0.0,0,kenneth-crawley-1
Jon Crucitti,2012-09-29,4,Army,,Stony Brook,L,1,1,1.0,0,jon-crucitti-1
Cortney Davis,2012-09-29,4,Louisiana-Monroe,@,Tulane,W,1,2,2.0,0,cortney-davis-1
Tommy Davis,2012-09-29,5,Illinois,,Penn State,L,3,7,2.3,0,tommy-davis-2
Skye Dawson,2012-09-29,4,Texas Christian,@,Southern Methodist,W,2,69,34.5,0,skye-dawson-1
Jesse Della Valle,2012-09-29,5,Penn State,@,Illinois,W,1,4,4.0,0,jesse-della-valle-1
Kenzel Doe,2012-09-29,5,Wisconsin,@,Nebraska,L,2,13,6.5,0,kenzel-doe-1
Kai Dominguez,2012-09-29,5,Louisville,@,Southern Mississippi,W,1,2,2.0,0,kai-dominquez-1
Phillip Dorsett,2012-09-29,5,Miami (FL),,North Carolina State,W,1,6,6.0,0,phillip-dorsett-1
Andy Erickson,2012-09-29,4,Texas State,,Nevada,L,1,28,28.0,0,andy-erickson-1
Rashad Evans,2012-09-29,5,Fresno State,,San Diego State,W,3,13,4.3,0,rashad-evans-1
Lamarcus Farmer,2012-09-29,4,Alabama-Birmingham,,Tulsa,L,1,0,0.0,0,lamarcus-farmer-1
Austin Franklin,2012-09-29,5,New Mexico State,,Texas-San Antonio,L,3,5,1.7,0,austin-franklin-1
Jerry Booboo Gates,2012-09-29,5,Bowling Green State,,Rhode Island,W,2,82,41.0,1,jerry-booboo-gates-1
David Glidden,2012-09-29,4,Oklahoma State,,Texas,L,1,8,8.0,0,david-glidden-1
T.J. Glover,2012-09-29,5,South Alabama,,Troy,L,1,0,0.0,0,tj-glover-1
Jordan Hall,2012-09-29,5,Ohio State,@,Michigan State,W,1,6,6.0,0,jordan-hall-1
Justin Hardy,2012-09-29,5,East Carolina,,Texas-El Paso,W,1,1,1.0,0,justin-hardy-1
Kenny Harrison,2012-09-29,5,Texas-San Antonio,@,New Mexico State,W,1,28,28.0,0,kenny-harrison-3
Dee Hart,2012-09-29,5,Alabama,,Mississippi,W,2,22,11.0,0,dee-hart-1
Rocky Hayes,2012-09-29,5,Arkansas State,,Western Kentucky,L,1,2,2.0,0,rocky-hayes-1
Nick Hill,2012-09-29,5,Michigan State,,Ohio State,L,1,10,10.0,0,nick-hill-1
Michael Holmes,2012-09-29,5,Virginia Tech,N,Cincinnati,L,1,4,4.0,0,michael-holmes-1
Jordan Hopgood,2012-09-29,5,Bowling Green State,,Rhode Island,W,1,6,6.0,0,jordan-hopgood-1
Aaron Horne,2012-09-29,4,Iowa State,,Texas Tech,L,2,19,9.5,0,aaron-horne-2
Adam Humphries,2012-09-29,5,Clemson,@,Boston College,W,1,-2,-2.0,0,adam-humphries-1
Micah Hyde,2012-09-29,5,Iowa,,Minnesota,W,4,35,8.8,0,micah-hyde-1
Lovell Jackson,2012-09-29,5,Wake Forest,,Duke,L,1,12,12.0,0,lovell-jackson-1
Kyshoen Jarrett,2012-09-29,5,Virginia Tech,N,Cincinnati,L,2,-1,-0.5,0,kyshoen-jarrett-1
Josh Johnson,2012-09-29,4,Purdue,,Marshall,W,2,12,6.0,0,josh-johnson-3
Jermain Kelson,2012-09-29,5,Marshall,@,Purdue,L,1,10,10.0,0,jermain-kelson-1
Tracy Lampley,2012-09-29,4,Southern Mississippi,,Louisville,L,1,7,7.0,0,tracy-lampley-1
A.J. Legree,2012-09-29,5,Kentucky,,South Carolina,L,1,3,3.0,0,aj-legree-1
Brent Leonard,2012-09-29,4,Louisiana-Monroe,@,Tulane,W,2,15,7.5,0,brent-leonard-1
Evan Lewis,2012-09-29,5,Penn State,@,Illinois,W,1,26,26.0,0,evan-lewis-1
Shawn Lynch,2012-09-29,4,Navy,,San Jose State,L,1,17,17.0,0,shawn-lynch-1
Ty Macarthur,2012-09-29,4,Air Force,,Colorado State,W,1,15,15.0,0,ty-macarthur-1
Dwight Macon,2012-09-29,5,Toledo,@,Western Michigan,W,1,-1,-1.0,0,dwight-macon-1
Steven Manfro,2012-09-29,5,UCLA,@,Colorado,W,5,51,10.2,0,steven-manfro-1
Peter Mangum,2012-09-29,5,North Carolina,,Idaho,W,1,0,0.0,0,peter-mangum-1
Venric Mark,2012-09-29,5,Northwestern,,Indiana,W,1,2,2.0,0,venric-mark-1
Anthony McClung,2012-09-29,3,Cincinnati,N,Virginia Tech,W,3,10,3.3,0,anthony-mcclung-1
Jamal Miles,2012-09-29,5,Arizona State,@,California,W,2,22,11.0,0,jamal-miles-1
Danny Milligan,2012-09-29,3,Cincinnati,N,Virginia Tech,W,1,14,14.0,0,danny-milligan-1
Keante Minor,2012-09-29,5,Arkansas,N,Texas A&M,L,1,5,5.0,0,keante-minor-1
Malcolm Mitchell,2012-09-29,5,Georgia,,Tennessee,W,1,0,0.0,0,malcolm-mitchell-2
Terrence Mitchell,2012-09-29,5,South Florida,,Florida State,L,1,1,1.0,0,terrence-mitchell-1
Philander Moore,2012-09-29,5,Mississippi,@,Alabama,L,1,10,10.0,0,philander-moore-1
Romar Morris,2012-09-29,5,North Carolina,,Idaho,W,1,7,7.0,0,romar-morris-1
Richard Morrison,2012-09-29,5,Arizona,,Oregon State,L,2,12,6.0,0,richard-morrison-1
Marcus Murphy,2012-09-29,5,Missouri,@,Central Florida,W,3,70,23.3,1,marcus-murphy-1
Levi Norwood,2012-09-29,4,Baylor,@,West Virginia,L,1,45,45.0,0,levi-norwood-1
Dayonne Nunley,2012-09-29,5,Miami (OH),@,Akron,W,2,2,1.0,0,dayonne-nunley-1
Dennis Parks,2012-09-29,5,Rice,N,Houston,L,1,-3,-3.0,0,dennis-parks-1
Dewayne Peace,2012-09-29,4,Houston,N,Rice,W,5,15,3.0,0,dewayne-peace-1
Chris Potter,2012-09-29,4,Boise State,@,New Mexico,W,1,0,0.0,0,chris-potter-1
Bernard Reedy,2012-09-29,5,Toledo,@,Western Michigan,W,1,2,2.0,0,bernard-reedy-1
Bradley Roby,2012-09-29,5,Ohio State,@,Michigan State,W,1,11,11.0,0,bradley-roby-1
Ace Sanders,2012-09-29,5,South Carolina,@,Kentucky,W,3,-3,-1.0,0,ace-sanders-1
Khalek Shepherd,2012-09-29,5,Virginia,,Louisiana Tech,L,1,5,5.0,0,khalek-shepherd-1
Jared Singletary,2012-09-29,4,Middle Tennessee State,@,Georgia Tech,W,1,4,4.0,0,jared-singletary-1
Derek Slaughter,2012-09-29,4,Alabama-Birmingham,,Tulsa,L,1,21,21.0,0,derek-slaughter-1
Devin Smith,2012-09-29,5,Ohio State,@,Michigan State,W,1,16,16.0,0,devin-smith-2
