Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Lorenzo Burns,2019-08-24,1,Arizona,@,Hawaii,L,1,14,0,1,lorenzo-burns-1
Amari Carter,2019-08-24,1,Miami (FL),N,Florida,L,1,22,0,0,amari-carter-1
Tony Fields II,2019-08-24,1,Arizona,@,Hawaii,L,1,14,0,0,tony-fields-ii-1
Romeo Finley,2019-08-24,1,Miami (FL),N,Florida,L,1,19,0,0,romeo-finley-1
Kai Kaneshiro,2019-08-24,1,Hawaii,,Arizona,W,1,0,0,0,kai-kaneshiro-1
Ikem Okeke,2019-08-24,1,Hawaii,,Arizona,W,1,49,0,0,ikem-okeke-1
Jace Whittaker,2019-08-24,1,Arizona,@,Hawaii,L,2,17,0,1,jace-whittaker-1
Francis Bernard,2019-08-29,1,Utah,@,Brigham Young,W,1,58,1,0,francis-bernard-1
Julian Blackmon,2019-08-29,1,Utah,@,Brigham Young,W,1,39,1,1,julian-blackmon-1
Bobby Brown II,2019-08-29,1,San Jose State,,Northern Colorado,W,1,14,0,0,bobby-brown-ii-1
Roney Elam,2019-08-29,1,Texas A&M,,Texas State,W,1,24,0,2,roney-elam-1
Ja'Von Hicks,2019-08-29,1,Cincinnati,,UCLA,W,1,15,0,0,javon-hicks-1
Denzel Johnson,2019-08-29,1,Clemson,,Georgia Tech,W,1,6,0,0,denzel-johnson-2
Myles Jones,2019-08-29,1,Texas A&M,,Texas State,W,2,33,0,0,myles-jones-1
Thakarius Keyes,2019-08-29,1,Tulane,,Florida International,W,1,0,0,1,thakarius-keyes-1
Bryan London,2019-08-29,1,Texas State,@,Texas A&M,L,1,13,0,0,bryan-london-1
Tanner Muse,2019-08-29,1,Clemson,,Georgia Tech,W,1,13,0,0,tanner-muse-1
Leon O'Neal Jr.,2019-08-29,1,Texas A&M,,Texas State,W,1,0,0,0,leon-oneal-jr-1
Kaleb Oliver,2019-08-29,1,Georgia Tech,@,Clemson,L,1,-2,0,0,kaleb-oliver-1
Jay Shaw,2019-08-29,1,UCLA,@,Cincinnati,L,1,66,0,0,jay-shaw-1
Nehemiah Shelton,2019-08-29,1,San Jose State,,Northern Colorado,W,1,1,0,1,nehemiah-shelton-1
Tre Swilling,2019-08-29,1,Georgia Tech,@,Clemson,L,1,41,0,1,tre-swilling-1
Chris Williamson,2019-08-29,1,Minnesota,,South Dakota State,W,1,43,1,0,chris-williamson-2
Perry Young,2019-08-29,1,Cincinnati,,UCLA,W,1,0,0,1,perry-young-1
Tre Avery,2019-08-30,1,Rutgers,,Massachusetts,W,1,0,0,1,tre-avery-1
Daniel Brown,2019-08-30,1,Nevada,,Purdue,W,2,0,0,1,daniel-brown-2
Amari Henderson,2019-08-30,1,Wake Forest,,Utah State,W,1,1,0,1,amari-henderson-1
Joseph Norwood,2019-08-30,1,Massachusetts,@,Rutgers,L,1,0,0,0,joseph-norwood-1
Mikial Onu,2019-08-30,1,Colorado,N,Colorado State,W,2,0,0,0,mikial-onu-1
Isaiah Rodgers,2019-08-30,1,Massachusetts,@,Rutgers,L,2,0,0,1,isaiah-rodgers-1
Trey Rucker,2019-08-30,1,Wake Forest,,Utah State,W,1,0,0,0,trey-rucker-1
Justin Strnad,2019-08-30,1,Wake Forest,,Utah State,W,1,0,0,1,justin-strnad-1
Nakia Watson,2019-08-30,1,Wisconsin,@,South Florida,W,1,0,0,0,nakia-watson-1
Avery Young,2019-08-30,1,Rutgers,,Massachusetts,W,1,0,0,0,avery-young-2
Paulson Adebo,2019-08-31,1,Stanford,,Northwestern,W,1,0,0,2,paulson-adebo-1
Jordan Battle,2019-08-31,1,Alabama,N,Duke,W,1,0,0,0,jordan-battle-1
Joey Blount,2019-08-31,1,Virginia,@,Pittsburgh,W,1,9,0,0,joey-blount-1
Blake Bogan,2019-08-31,1,Eastern Michigan,@,Coastal Carolina,W,1,-1,0,0,blake-bogan-1
Isaiah Bolden,2019-08-31,1,Florida State,,Boise State,L,1,4,0,0,isaiah-bolden-1
Lance Boykin,2019-08-31,1,Old Dominion,,Norfolk State,W,1,11,0,1,lance-boykin-1
Marlin Brooks,2019-08-31,1,Ohio,,Rhode Island,W,1,0,0,1,marlin-brooks-1
Jaron Bryant,2019-08-31,1,Fresno State,@,Southern California,L,1,0,0,1,jaron-bryant-1
Milton Bugg III,2019-08-31,1,Air Force,,Colgate,W,1,7,0,0,milton-bugg-iii-1
Andre Cisco,2019-08-31,1,Syracuse,@,Liberty,W,1,10,0,0,andre-cisco-1
Kamren Curl,2019-08-31,1,Arkansas,,Portland State,W,1,29,0,0,kamren-curl-1
Cameron Dantzler,2019-08-31,1,Mississippi State,N,Louisiana,W,1,0,0,0,cameron-dantzler-1
Chase Day,2019-08-31,1,Louisiana-Monroe,,Grambling State,W,1,13,0,0,chase-day-1
Hasan Defense,2019-08-31,1,Kansas,,Indiana State,W,1,57,1,0,hasan-defense-1
