Player,Date,G,School,Loc,Opponent,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,unique_id
Kevin McCabe,2004-09-04,1,Virginia,@,Temple,W,1,2,50.0,7,0,0,79.4,kevin-mccabe-1
Eric McCollum,2004-09-04,1,Iowa,,Kent State,W,5,8,62.5,87,0,0,153.9,eric-mccollum-1
D.T. McDowell,2004-09-04,1,Troy,@,Marshall,W,0,1,0.0,0,0,1,-200.0,dt-mcdowell-1
Rod McNeal,2004-09-04,1,Utah State,@,Alabama,L,0,1,0.0,0,0,0,0.0,rod-mcneal-1
Dylan Meier,2004-09-04,1,Kansas State,,Western Kentucky,W,12,18,66.7,183,0,0,152.1,dylan-meier-1
Bret Meyer,2004-09-04,1,Iowa State,,Northern Iowa,W,15,24,62.5,139,1,0,124.9,bret-meyer-1
Zack Mills,2004-09-04,1,Penn State,,Akron,W,9,11,81.8,108,2,0,224.3,zack-mills-1
Steven Moffett,2004-09-04,1,Central Florida,@,Wisconsin,L,13,24,54.2,177,0,1,107.8,steven-moffett-1
Anthony Morelli,2004-09-04,1,Penn State,,Akron,W,2,6,33.3,23,0,0,65.5,anthony-morelli-1
Syvelle Newton,2004-09-04,1,South Carolina,@,Vanderbilt,W,2,2,100.0,16,0,0,167.2,syvelle-newton-1
Nick Noce,2004-09-04,1,Arkansas State,@,Missouri,L,19,26,73.1,240,2,1,168.3,nick-noce-1
Brian Nooy,2004-09-04,1,Idaho,@,Boise State,L,0,2,0.0,0,0,0,0.0,brian-nooy-1
Matt Nordgren,2004-09-04,1,Texas,,North Texas,W,1,1,100.0,7,0,0,158.8,matt-nordgren-1
Kevin O'Connell,2004-09-04,1,San Diego State,,Idaho State,W,5,14,35.7,58,1,1,79.8,kevin-oconnell-2
Drew Olson,2004-09-04,1,UCLA,,Oklahoma State,L,16,36,44.4,252,0,2,92.1,drew-olson-1
Dan Orlovsky,2004-09-04,1,Connecticut,,Murray State,W,19,29,65.5,382,5,2,219.3,dan-orlovsky-1
T.C. Ostrander,2004-09-04,1,Stanford,,San Jose State,W,5,10,50.0,122,0,0,152.5,tc-ostrander-1
Chris Phillips,2004-09-04,1,Southern Methodist,,Texas Tech,L,12,28,42.9,109,0,1,68.4,chris-phillips-2
Buck Pierce,2004-09-04,1,New Mexico State,@,Arkansas,L,17,23,73.9,161,2,0,161.4,buck-pierce-1
Dondrial Pinkins,2004-09-04,1,South Carolina,@,Vanderbilt,W,11,18,61.1,168,1,0,157.8,dondrial-pinkins-1
James Pinkney,2004-09-04,1,East Carolina,@,West Virginia,L,26,51,51.0,322,3,2,115.6,james-pinkney-1
Aaron Polanco,2004-09-04,1,Navy,,Duke,W,8,9,88.9,129,1,0,246.0,aaron-polanco-1
Blake Powers,2004-09-04,1,Indiana,,Central Michigan,W,2,3,66.7,10,0,0,94.7,blake-powers-1
Brady Quinn,2004-09-04,1,Notre Dame,@,Brigham Young,L,26,47,55.3,265,1,0,109.7,brady-quinn-1
Marcus Randall,2004-09-04,1,Louisiana State,,Oregon State,W,7,18,38.9,66,0,1,58.6,marcus-randall-1
Cory Randolph,2004-09-04,1,Wake Forest,@,Clemson,L,7,21,33.3,55,0,0,55.3,cory-randolph-1
J.J. Raterink,2004-09-04,1,Wyoming,,Appalachian State,W,2,3,66.7,32,0,0,156.3,jj-raterink-1
Lester Ricard,2004-09-04,1,Tulane,@,Mississippi State,L,16,31,51.6,135,1,2,85.9,lester-ricard-1
Clayton Richard,2004-09-04,1,Michigan,,Miami (OH),W,2,4,50.0,17,0,0,85.7,clayton-richard-1
Reggie Robertson,2004-09-04,1,California,@,Air Force,W,1,2,50.0,23,0,0,146.6,reggie-robertson-1
Michael Robinson,2004-09-04,1,Penn State,,Akron,W,3,4,75.0,42,1,0,245.7,michael-robinson-1
Aaron Rodgers,2004-09-04,1,California,@,Air Force,W,11,16,68.8,208,1,0,198.6,aaron-rodgers-1
Dale Rogers,2004-09-04,1,San Jose State,@,Stanford,L,12,14,85.7,115,0,0,154.7,dale-rogers-1
JaMarcus Russell,2004-09-04,1,Louisiana State,,Oregon State,W,9,26,34.6,145,2,0,106.8,jamarcus-russell-1
Michael Sanford,2004-09-04,1,Boise State,,Idaho,W,5,6,83.3,84,0,0,200.9,michael-sanford-1
Mike Schneider,2004-09-04,1,Duke,@,Navy,L,8,13,61.5,59,0,0,99.7,mike-schneider-1
D.J. Shockley,2004-09-04,1,Georgia,,Georgia Southern,W,2,8,25.0,70,0,0,98.5,dj-shockley-1
Tom Sitko,2004-09-04,1,Kent State,@,Iowa,L,1,4,25.0,9,0,1,-6.1,tom-sitko-1
Antwan Smith,2004-09-04,1,Kent State,@,Iowa,L,18,32,56.3,114,0,1,79.9,antwan-smith-1
Brad Smith,2004-09-04,1,Missouri,,Arkansas State,W,14,22,63.6,233,3,1,188.5,brad-smith-1
Kent Smith,2004-09-04,1,Central Michigan,@,Indiana,L,10,17,58.8,148,1,0,151.4,kent-smith-1
Troy Smith,2004-09-04,1,Ohio State,,Cincinnati,W,2,3,66.7,29,1,0,257.9,troy-smith-1
Micheal Spurlock,2004-09-04,1,Mississippi,,Memphis,L,11,31,35.5,182,0,0,84.8,micheal-spurlock-1
Joel Statham,2004-09-04,1,Maryland,,Northern Illinois,W,12,22,54.5,169,0,1,110.0,joel-statham-1
John Stocco,2004-09-04,1,Wisconsin,,Central Florida,W,8,18,44.4,164,2,0,157.6,john-stocco-1
Marcus Stone,2004-09-04,1,North Carolina State,,Richmond,W,8,10,80.0,61,0,0,131.2,marcus-stone-1
Adam Tafralis,2004-09-04,1,San Jose State,@,Stanford,L,3,10,30.0,42,0,0,65.3,adam-tafralis-1
Drew Tate,2004-09-04,1,Iowa,,Kent State,W,13,22,59.1,136,2,1,131.9,drew-tate-1
Walter Washington,2004-09-04,1,Temple,,Virginia,L,11,23,47.8,132,0,0,96.0,walter-washington-1
Allen Webb,2004-09-04,1,Kansas State,,Western Kentucky,W,2,3,66.7,13,0,0,103.1,allen-webb-1
Jason White,2004-09-04,1,Oklahoma,,Bowling Green State,W,21,31,67.7,238,3,1,157.7,jason-white-1
Charlie Whitehurst,2004-09-04,1,Clemson,,Wake Forest,W,20,41,48.8,288,2,2,114.1,charlie-whitehurst-1
Danny Wimprine,2004-09-04,1,Memphis,@,Mississippi,W,21,43,48.8,266,1,1,103.8,danny-wimprine-1
Donovan Woods,2004-09-04,1,Oklahoma State,@,UCLA,W,2,8,25.0,23,0,0,49.2,donovan-woods-1
Kyle York,2004-09-04,1,Mississippi State,,Tulane,W,1,3,33.3,9,0,0,58.5,kyle-york-1
Vince Young,2004-09-04,1,Texas,,North Texas,W,14,21,66.7,153,1,0,143.6,vince-young-1
Jared Zabransky,2004-09-04,1,Boise State,,Idaho,W,11,16,68.8,234,0,1,179.1,jared-zabransky-1
Justin Zwick,2004-09-04,1,Ohio State,,Cincinnati,W,14,26,53.8,213,1,2,120.0,justin-zwick-1
Erik Ainge,2004-09-05,1,Tennessee,,Nevada-Las Vegas,W,10,17,58.8,118,2,0,156.0,erik-ainge-1
Carl Bonnell,2004-09-05,1,Washington,,Fresno State,L,2,4,50.0,-3,0,0,43.7,carl-bonnell-1
Shane Boyd,2004-09-05,1,Kentucky,@,Louisville,L,14,34,41.2,172,0,2,71.9,shane-boyd-1
Brian Brohm,2004-09-05,1,Louisville,,Kentucky,W,6,7,85.7,39,0,0,132.5,brian-brohm-1
Joe Fields,2004-09-05,1,Syracuse,@,Purdue,L,8,15,53.3,93,0,1,92.1,joe-fields-1
Greg Henderson,2004-09-05,1,Rice,N,Houston,W,3,7,42.9,28,0,1,47.9,greg-henderson-1
Jared Jones,2004-09-05,1,Syracuse,@,Purdue,L,0,1,0.0,0,0,1,-200.0,jared-jones-1
Brandon Kirsch,2004-09-05,1,Purdue,,Syracuse,W,1,2,50.0,47,1,0,412.4,brandon-kirsch-1
Kevin Kolb,2004-09-05,1,Houston,N,Rice,L,15,33,45.5,204,1,1,101.3,kevin-kolb-1
Stefan Lefors,2004-09-05,1,Louisville,,Kentucky,W,8,14,57.1,139,1,1,149.8,stefan-lefors-1
Kurt Nantkes,2004-09-05,1,Nevada-Las Vegas,@,Tennessee,L,13,24,54.2,175,0,1,107.1,kurt-nantkes-1
Kyle Orton,2004-09-05,1,Purdue,,Syracuse,W,16,30,53.3,287,4,0,177.7,kyle-orton-1
Perry Patterson,2004-09-05,1,Syracuse,@,Purdue,L,7,10,70.0,64,0,0,123.8,perry-patterson-1
Casey Paus,2004-09-05,1,Washington,,Fresno State,L,18,39,46.2,183,0,3,70.2,casey-paus-1
Paul Pinegar,2004-09-05,1,Fresno State,@,Washington,W,13,21,61.9,125,1,1,118.1,paul-pinegar-1
Brent Schaeffer,2004-09-05,1,Tennessee,,Nevada-Las Vegas,W,7,10,70.0,123,1,0,206.3,brent-schaeffer-1
Isaiah Stanback,2004-09-05,1,Washington,,Fresno State,L,1,5,20.0,10,0,1,-3.2,isaiah-stanback-1
Shane Steichen,2004-09-05,1,Nevada-Las Vegas,@,Tennessee,L,0,1,0.0,0,0,0,0.0,shane-steichen-1
Donald Allen,2004-09-06,1,Louisiana Tech,,Nevada,W,5,8,62.5,101,0,0,168.6,donald-allen-1
Matt Kubik,2004-09-06,1,Louisiana Tech,,Nevada,W,3,8,37.5,48,0,1,62.9,matt-kubik-1
Travis Moore,2004-09-06,1,Nevada,@,Louisiana Tech,L,5,6,83.3,63,1,0,226.5,travis-moore-1
Jeff Rowe,2004-09-06,1,Nevada,@,Louisiana Tech,L,18,32,56.3,181,2,0,124.4,jeff-rowe-1
Aaron Leak,2004-09-09,2,Troy,,Missouri,W,7,20,35.0,94,1,3,61.0,aaron-leak-1
Jason Samples,2004-09-09,2,Troy,,Missouri,W,1,1,100.0,27,1,0,656.8,jason-samples-1
Brad Smith,2004-09-09,2,Missouri,@,Troy,L,25,46,54.3,224,1,2,93.7,brad-smith-1
Derek Anderson,2004-09-10,2,Oregon State,@,Boise State,L,22,42,52.4,411,4,4,147.0,derek-anderson-1
Brock Berlin,2004-09-10,1,Miami (FL),,Florida State,W,20,36,55.6,255,1,1,118.7,brock-berlin-1
Jeff Carpenter,2004-09-10,2,Boise State,,Oregon State,W,1,1,100.0,21,1,0,606.4,jeff-carpenter-1
Chris Rix,2004-09-10,1,Florida State,@,Miami (FL),L,12,28,42.9,108,0,2,61.0,chris-rix-1
Jared Zabransky,2004-09-10,2,Boise State,,Oregon State,W,20,34,58.8,225,3,1,137.6,jared-zabransky-1
Donald Allen,2004-09-11,2,Louisiana Tech,,Louisiana,W,17,28,60.7,183,1,1,120.3,donald-allen-1
Jared Allen,2004-09-11,2,Florida Atlantic,@,North Texas,W,18,25,72.0,245,0,0,154.3,jared-allen-1
Dustin Almond,2004-09-11,1,Southern Mississippi,@,Nebraska,W,12,28,42.9,142,1,1,90.1,dustin-almond-1
Jerry Babb,2004-09-11,2,Louisiana,@,Louisiana Tech,L,31,53,58.5,327,1,2,109.0,jerry-babb-1
Blayne Baggett,2004-09-11,2,Western Michigan,@,Virginia Tech,L,7,9,77.8,50,0,1,102.2,blayne-baggett-1
Matt Baker,2004-09-11,2,North Carolina,@,Virginia,L,8,9,88.9,171,1,0,285.2,matt-baker-1
Reggie Ball,2004-09-11,2,Georgia Tech,@,Clemson,W,20,36,55.6,251,4,1,145.2,reggie-ball-1
Jeff Ballard,2004-09-11,2,Texas Christian,,Southern Methodist,W,1,1,100.0,9,1,0,505.6,jeff-ballard-1
Ronnie Banks,2004-09-11,1,South Florida,,Tennessee Tech,W,9,17,52.9,70,0,1,75.8,ronnie-banks-1
Marion Barber III,2004-09-11,2,Minnesota,,Illinois State,W,1,1,100.0,2,0,0,116.8,marion-barber-iii-1
Adam Barmann,2004-09-11,2,Kansas,,Toledo,W,24,34,70.6,310,4,1,180.1,adam-barmann-1
Daveon Barron,2004-09-11,2,Florida Atlantic,@,North Texas,W,1,1,100.0,17,0,0,242.8,daveon-barron-1
Brett Basanez,2004-09-11,2,Northwestern,,Arizona State,L,21,38,55.3,228,0,0,105.7,brett-basanez-1
Jason Beck,2004-09-11,2,Brigham Young,@,Stanford,L,23,46,50.0,232,0,3,79.3,jason-beck-1
John Beck,2004-09-11,2,Brigham Young,@,Stanford,L,5,7,71.4,56,0,0,138.6,john-beck-1
Matt Berry,2004-09-11,2,Brigham Young,@,Stanford,L,0,2,0.0,0,0,0,0.0,matt-berry-1
Josh Betts,2004-09-11,3,Miami (OH),@,Cincinnati,L,26,43,60.5,416,4,0,172.4,josh-betts-1
Jon Beutjer,2004-09-11,2,Illinois,,UCLA,L,12,22,54.5,146,1,0,125.3,jon-beutjer-1
Matt Bohnet,2004-09-11,2,Eastern Michigan,@,Florida,L,19,36,52.8,201,1,0,108.8,matt-bohnet-1
Brad Bower,2004-09-11,2,Illinois,,UCLA,L,11,15,73.3,102,0,1,117.1,brad-bower-1
Corey Bramlet,2004-09-11,2,Wyoming,@,Texas A&M,L,8,20,40.0,103,0,2,63.3,corey-bramlet-1
Ty Branyon,2004-09-11,2,Texas A&M,,Wyoming,W,3,5,60.0,27,0,0,105.4,ty-branyon-1
Alex Brink,2004-09-11,2,Washington State,,Colorado,L,12,23,52.2,251,1,1,149.5,alex-brink-1
Brian Brohm,2004-09-11,2,Louisville,@,Army,W,8,10,80.0,72,0,0,140.5,brian-brohm-1
Jackson Brown,2004-09-11,2,Brigham Young,@,Stanford,L,0,1,0.0,0,0,1,-200.0,jackson-brown-1
Emmanuel Byers,2004-09-11,2,Virginia,,North Carolina,W,1,1,100.0,32,0,0,368.8,emmanuel-byers-1
Jason Campbell,2004-09-11,2,Auburn,@,Mississippi State,W,8,17,47.1,139,3,0,174.0,jason-campbell-1
Shaun Carney,2004-09-11,2,Air Force,,Eastern Washington,W,10,15,66.7,139,2,1,175.2,shaun-carney-1
Kellen Clemens,2004-09-11,1,Oregon,,Indiana,L,24,44,54.5,317,3,3,123.9,kellen-clemens-1
Omarr Conner,2004-09-11,2,Mississippi State,,Auburn,L,16,26,61.5,113,0,0,98.0,omarr-conner-1
Marques Council,2004-09-11,2,Toledo,@,Kansas,L,2,7,28.6,19,0,0,51.4,marques-council-1
Brandon Cox,2004-09-11,2,Auburn,@,Mississippi State,W,5,5,100.0,43,1,0,238.2,brandon-cox-1
Travis Cox,2004-09-11,2,Utah State,,Idaho,W,20,31,64.5,214,2,2,130.9,travis-cox-1
Joshua Cribbs,2004-09-11,2,Kent State,,Liberty,W,20,29,69.0,144,2,1,126.5,joshua-cribbs-1
Jeff Crooks,2004-09-11,2,Eastern Michigan,@,Florida,L,0,4,0.0,0,0,0,0.0,jeff-crooks-1
Brodie Croyle,2004-09-11,2,Alabama,,Mississippi,W,14,22,63.6,169,2,0,158.2,brodie-croyle-1
Ryan Cubit,2004-09-11,2,Western Michigan,@,Virginia Tech,L,19,30,63.3,113,0,1,88.3,ryan-cubit-1
Sonny Cumbie,2004-09-11,2,Texas Tech,@,New Mexico,L,44,69,63.8,449,1,2,117.4,sonny-cumbie-1
