Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Brian Blechen,2011-09-01,1,Utah,,Montana State,W,2,60,0,2,brian-blechen-1
Derrius Brooks,2011-09-01,1,Western Kentucky,N,Kentucky,L,1,0,0,2,derrius-brooks-1
Jared Clendenin,2011-09-01,1,Western Kentucky,N,Kentucky,L,1,0,0,1,jared-clendenin-1
Connor,2011-09-01,1,Louisville,,Murray State,W,1,0,0,1,connor-1
Mike Evans,2011-09-01,1,Louisville,,Murray State,W,1,0,0,1,mike-evans-3
Justin Gildea,2011-09-01,1,Temple,,Villanova,W,1,25,0,2,justin-gildea-1
Winston Guy,2011-09-01,1,Kentucky,N,Western Kentucky,W,2,0,0,2,winston-guy-1
Duron Harmon,2011-09-01,1,Rutgers,,North Carolina Central,W,2,37,1,2,duron-harmon-1
Dexter Heyman,2011-09-01,1,Louisville,,Murray State,W,1,5,0,1,dexter-heyman-1
Kevin Kroboth,2011-09-01,1,Temple,,Villanova,W,2,0,0,2,kevin-kroboth-1
B.J. Machen,2011-09-01,1,Georgia Tech,,Western Carolina,W,1,15,0,1,bj-machen-1
Diauntae Morrow,2011-09-01,1,Toledo,,New Hampshire,W,1,5,0,1,diauntae-morrow-1
Martavius Neloms,2011-09-01,1,Kentucky,N,Western Kentucky,W,1,6,0,2,martavius-neloms-1
Kevyn Scott,2011-09-01,1,Syracuse,,Wake Forest,W,1,0,0,1,kevyn-scott-1
Ronnie Sneed,2011-09-01,1,Kentucky,N,Western Kentucky,W,1,4,0,2,ronnie-sneed-1
Cameron Truss,2011-09-01,1,Bowling Green State,@,Idaho,W,1,13,0,2,cameron-truss-1
Anthony Washington,2011-09-01,1,Toledo,,New Hampshire,W,1,1,0,1,anthony-washington-1
Nickoe Whitley,2011-09-01,1,Mississippi State,@,Memphis,W,1,0,0,1,nickoe-whitley-1
Vince Williams,2011-09-01,1,Western Kentucky,N,Kentucky,L,1,0,0,1,vince-williams-4
Mike Hicks,2011-09-02,1,Baylor,,Texas Christian,W,1,11,0,1,mike-hicks-1
Isaiah Lewis,2011-09-02,1,Michigan State,,Youngstown State,W,1,13,0,1,isaiah-lewis-1
Chas Alecxih,2011-09-03,1,Pittsburgh,,Buffalo,W,1,47,0,1,chas-alecxih-1
Frank Alexander,2011-09-03,1,Oklahoma,,Tulsa,W,1,27,0,3,frank-alexander-1
David Amerson,2011-09-03,1,North Carolina State,,Liberty,W,2,50,0,5,david-amerson-1
Adrian Amos,2011-09-03,1,Penn State,,Indiana State,W,1,46,0,1,adrian-amos-1
Drew Astorino,2011-09-03,1,Penn State,,Indiana State,W,1,33,0,3,drew-astorino-1
Marcus Bartels,2011-09-03,1,Florida Atlantic,@,Florida,L,1,33,0,1,marcus-bartels-1
Dwayne Beckford,2011-09-03,1,Purdue,,Middle Tennessee State,W,1,1,0,2,dwayne-beckford-1
Dwight Bentley,2011-09-03,1,Louisiana,@,Oklahoma State,L,2,49,1,2,dwight-bentley-1
Walt Canty,2011-09-03,1,Duke,,Richmond,L,1,0,0,1,walt-canty-1
Dave Clark,2011-09-03,1,Louisiana Tech,@,Southern Mississippi,L,1,3,0,2,dave-clark-1
Donyae Coleman,2011-09-03,1,New Mexico State,,Ohio,L,1,15,0,2,donyae-coleman-1
Jamil Cooks,2011-09-03,1,Air Force,,South Dakota,W,1,21,0,1,jamil-cooks-1
Jon Davis,2011-09-03,1,Air Force,,South Dakota,W,1,1,0,1,jon-davis-2
Tyler Dickson,2011-09-03,1,Army,@,Northern Illinois,L,1,2,0,1,tyler-dickson-1
Derek Dinardo,2011-09-03,1,Virginia Tech,,Appalachian State,W,1,0,0,1,derek-dinardo-1
Art Evans,2011-09-03,1,Tennessee,,Montana,W,1,37,1,1,art-evans-1
E.J. Gaines,2011-09-03,1,Missouri,,Miami (OH),W,1,0,0,2,ej-gaines-1
Jerrell Gavins,2011-09-03,1,Boise State,@,Georgia,W,1,0,0,2,jerrell-gavins-1
Garret Gilliland,2011-09-03,1,Washington,,Eastern Washington,W,1,7,0,1,garret-gilliland-1
Jeron Gouveia-Winslow,2011-09-03,1,Virginia Tech,,Appalachian State,W,1,26,0,,jeron-gouveia-winslow-1
D.J. Green,2011-09-03,1,North Carolina State,,Liberty,W,1,0,0,2,dj-green-1
Leon Green,2011-09-03,1,Kent State,@,Alabama,L,1,19,0,1,leon-green-1
Torin Harris,2011-09-03,1,Southern California,,Minnesota,W,1,0,0,1,torin-harris-1
Casey Hayward,2011-09-03,1,Vanderbilt,,Elon,W,1,22,0,1,casey-hayward-1
Devin Hedgepeth,2011-09-03,1,Oklahoma State,,Louisiana,W,1,26,0,1,devin-hedgepeth-1
Trulon Henry,2011-09-03,1,Illinois,,Arkansas State,W,1,0,0,1,trulon-henry-1
Brandon Herron,2011-09-03,1,Michigan,,Western Michigan,W,1,94,1,1,brandon-herron-1
Alex Hoffman-Ellis,2011-09-03,1,Washington State,,Idaho State,W,1,67,1,1,alex-hoffman-ellis-1
Xavier Hughes,2011-09-03,1,Ohio,@,New Mexico State,W,1,17,0,1,xavier-hughes-1
Melvin Ingram,2011-09-03,1,South Carolina,N,East Carolina,W,1,3,0,1,melvin-ingram-1
Byron Jones,2011-09-03,1,Connecticut,,Fordham,W,1,0,0,1,byron-jones-2
L.J. Jones,2011-09-03,1,Fresno State,N,California,L,1,2,0,2,lj-jones-1
Phelon Jones,2011-09-03,1,Alabama,,Kent State,W,1,0,0,1,phelon-jones-1
Lamarcus Joyner,2011-09-03,1,Florida State,,Louisiana-Monroe,W,1,0,0,1,lamarcus-joyner-1
Luke Kuechly,2011-09-03,1,Boston College,,Northwestern,L,1,23,0,1,luke-kuechly-1
Michael Lanaris,2011-09-03,1,South Florida,@,Notre Dame,W,1,0,0,2,michael-lanaris-1
Dede Lattimore,2011-09-03,1,South Florida,@,Notre Dame,W,1,0,0,1,dede-lattimore-1
Art Laurel,2011-09-03,1,Hawaii,,Colorado,W,1,32,0,1,art-laurel-1
Jordan Mabin,2011-09-03,1,Northwestern,@,Boston College,W,1,0,0,2,jordan-mabin-1
Nigel Malone,2011-09-03,1,Kansas State,,Eastern Kentucky,W,2,0,0,,nigel-malone-1
Rashaan Melvin,2011-09-03,1,Northern Illinois,,Army,W,1,-5,0,0,rashaan-melvin-1
Cameron Meredith,2011-09-03,1,Nebraska,,Chattanooga,W,1,1,0,1,cameron-meredith-1
Kwesi Mitchell,2011-09-03,1,Navy,,Delaware,W,1,26,0,3,kwesi-mitchell-1
Toney Moore,2011-09-03,1,Florida Atlantic,@,Florida,L,1,4,0,1,toney-moore-1
James Morris,2011-09-03,1,Iowa,,Tennessee Tech,W,1,52,0,1,james-morris-1
Jemarlous Moten,2011-09-03,1,Louisiana,@,Oklahoma State,L,1,50,1,1,jemarlous-moten-1
Jerico Nelson,2011-09-03,1,Arkansas,,Missouri State,W,1,12,0,1,jerico-nelson-1
Demetrious Nicholson,2011-09-03,1,Virginia,,William & Mary,W,1,31,0,3,demetrious-nicholson-1
Travaun Nixon,2011-09-03,1,Texas-El Paso,,Stony Brook,W,1,0,0,1,travaun-nixon-1
Dayonne Nunley,2011-09-03,1,Miami (OH),@,Missouri,L,1,5,0,1,dayonne-nunley-1
Josh Pleasant,2011-09-03,1,Kent State,@,Alabama,L,1,0,0,3,josh-pleasant-1
Shaun Prater,2011-09-03,1,Iowa,,Tennessee Tech,W,1,89,1,,shaun-prater-1
Darius Prelow,2011-09-03,1,Louisiana-Monroe,@,Florida State,L,1,0,0,1,darius-prelow-1
Keith Reaser,2011-09-03,1,Florida Atlantic,@,Florida,L,1,0,0,2,keith-reaser-1
Aaron Roberson,2011-09-03,1,Cincinnati,,Austin Peay,W,1,21,0,1,aaron-roberson-1
Josh Robinson,2011-09-03,1,Central Florida,,Charleston Southern,W,1,32,1,2,josh-robinson-1
Eric Russell,2011-09-03,1,Middle Tennessee State,@,Purdue,L,1,34,0,1,eric-russell-1
Sidney Saulter,2011-09-03,1,Kent State,@,Alabama,L,1,0,0,2,sidney-saulter-1
Charles Sawyer,2011-09-03,1,Mississippi,,Brigham Young,L,1,96,1,1,charles-sawyer-1
J.K. Schaffer,2011-09-03,1,Cincinnati,,Austin Peay,W,1,11,0,3,jk-schaffer-1
Branden Smith,2011-09-03,1,Georgia,,Boise State,L,1,9,0,1,branden-smith-1
Robert Smith,2011-09-03,1,Clemson,,Troy,W,1,0,0,1,robert-smith-8
Derrick Strozier,2011-09-03,1,Tulane,,Southeastern Louisiana,W,1,0,0,1,derrick-strozier-1
Andrew Sweat,2011-09-03,1,Ohio State,,Akron,W,1,0,0,1,andrew-sweat-1
Desmond Trufant,2011-09-03,1,Washington,,Eastern Washington,W,1,0,0,2,desmond-trufant-1
Barry Valcin,2011-09-03,1,Troy,@,Clemson,L,1,50,0,1,barry-valcin-1
Trevin Wade,2011-09-03,1,Arizona,,Northern Arizona,W,1,0,0,1,trevin-wade-1
Eddie Whitley,2011-09-03,1,Virginia Tech,,Appalachian State,W,1,43,0,1,eddie-whitley-1
Steve Williams,2011-09-03,1,California,N,Fresno State,W,1,0,0,1,steve-williams-1
Trey Wilson,2011-09-03,1,Vanderbilt,,Elon,W,1,21,1,1,trey-wilson-1
Norman Wolfe Jr.,2011-09-03,1,Kent State,@,Alabama,L,1,37,0,1,norman-wolfe-jr-1
Earl Wolff,2011-09-03,1,North Carolina State,,Liberty,W,1,13,0,2,earl-wolff-1
Anthony Wright,2011-09-03,1,Air Force,,South Dakota,W,1,0,0,1,anthony-wright-3
Jerrell Young,2011-09-03,1,South Florida,@,Notre Dame,W,1,0,0,1,jerrell-young-1
Steven Campbell,2011-09-04,1,Texas A&M,,Southern Methodist,W,1,51,0,1,steven-campbell-1
Trent Hunter,2011-09-04,1,Texas A&M,,Southern Methodist,W,1,30,0,1,trent-hunter-1
Marlon Pollard,2011-09-04,1,Eastern Michigan,,Howard,W,1,0,0,1,marlon-pollard-1
Cameron Chism,2011-09-05,1,Maryland,,Miami (FL),W,1,54,1,1,cameron-chism-1
Kenny Tate,2011-09-05,1,Maryland,,Miami (FL),W,1,3,0,1,kenny-tate-1
Vaughn Telemaque,2011-09-05,1,Miami (FL),@,Maryland,L,1,0,0,1,vaughn-telemaque-1
Mark Watley,2011-09-08,2,Arizona,@,Oklahoma State,L,1,0,0,2,mark-watley-1
Winston Fraser,2011-09-09,2,Florida International,@,Louisville,W,1,71,1,1,winston-fraser-1
Antonio Allen,2011-09-10,2,South Carolina,@,Georgia,W,1,25,1,1,antonio-allen-1
Boyblue Aoelua,2011-09-10,2,New Mexico State,@,Minnesota,W,1,0,0,2,boyblue-aoelua-1
Devin Arrington,2011-09-10,2,Marshall,,Southern Mississippi,W,1,0,0,1,devin-arrington-1
Johnthan Banks,2011-09-10,2,Mississippi State,@,Auburn,L,1,27,1,1,johnthan-banks-1
Mark Barron,2011-09-10,2,Alabama,@,Penn State,W,1,0,0,1,mark-barron-1
Brandan Bishop,2011-09-10,2,North Carolina State,@,Wake Forest,L,1,0,0,1,brandan-bishop-1
Robert Blanton,2011-09-10,2,Notre Dame,@,Michigan,L,1,0,0,1,robert-blanton-1
A.J. Bouye,2011-09-10,2,Central Florida,,Boston College,W,1,0,0,2,aj-bouye-1
Brandon Boykin,2011-09-10,2,Georgia,,South Carolina,L,1,0,0,1,brandon-boykin-1
Ben Bradley,2011-09-10,2,New Mexico State,@,Minnesota,W,1,13,0,1,ben-bradley-1
Taylor Bradley,2011-09-10,2,Central Michigan,@,Kentucky,L,1,0,0,1,taylor-bradley-1
Michael Brockers,2011-09-10,2,Louisiana State,,Northwestern State,W,1,0,0,1,michael-brockers-1
Kantrell Brown,2011-09-10,2,Clemson,,Wofford,W,1,43,0,1,kantrell-brown-1
Randall Burden,2011-09-10,2,Kentucky,,Central Michigan,W,1,32,0,1,randall-burden-1
Josh Bush,2011-09-10,2,Wake Forest,,North Carolina State,W,1,18,0,1,josh-bush-1
Tra'Ves Bush,2011-09-10,2,Navy,@,Western Kentucky,W,1,49,1,1,traves-bush-1
Lee Butler,2011-09-10,2,Duke,,Stanford,L,1,76,1,1,lee-butler-1
Nathan Carpenter,2011-09-10,2,Ohio,,Gardner-Webb,W,1,17,0,1,nathan-carpenter-1
Ja'Gared Davis,2011-09-10,2,Southern Methodist,,Texas-El Paso,W,1,12,0,4,jagared-davis-1
Quandre Diggs,2011-09-10,2,Texas,,Brigham Young,W,1,0,0,2,quandre-diggs-1
Wayne Dorsey,2011-09-10,2,Mississippi,,Southern Illinois,W,1,27,0,2,wayne-dorsey-1
J.T. Floyd,2011-09-10,2,Michigan,,Notre Dame,W,1,16,0,2,jt-floyd-1
Kyle Fuller,2011-09-10,2,Virginia Tech,@,East Carolina,W,1,2,0,2,kyle-fuller-1
Jerry Booboo Gates,2011-09-10,2,Bowling Green State,,Morgan State,W,1,32,0,1,jerry-booboo-gates-1
Gary Gray,2011-09-10,2,Notre Dame,@,Michigan,L,1,0,0,,gary-gray-1
Brandon Hanna,2011-09-10,2,Oregon,,Nevada,W,1,0,0,1,brandon-hanna-1
Duron Harmon,2011-09-10,2,Rutgers,@,North Carolina,L,1,45,0,1,duron-harmon-1
D.J. Hayden,2011-09-10,2,Houston,@,North Texas,W,1,4,0,1,dj-hayden-1
Casey Hayward,2011-09-10,2,Vanderbilt,,Connecticut,W,1,50,1,1,casey-hayward-1
Greg Heban,2011-09-10,2,Indiana,,Virginia,L,2,0,0,3,greg-heban-1
Trulon Henry,2011-09-10,2,Illinois,,South Dakota State,W,1,27,1,2,trulon-henry-1
Ivory Herd,2011-09-10,2,Colorado State,,Northern Colorado,W,1,11,0,1,ivory-herd-1
Troy Hill,2011-09-10,2,Oregon,,Nevada,W,1,45,0,1,troy-hill-2
Bakari Hollier,2011-09-10,2,Memphis,@,Arkansas State,L,1,0,0,1,bakari-hollier-1
Joshua Howard,2011-09-10,2,Ball State,@,South Florida,L,1,0,0,1,joshua-howard-1
Milton Howell,2011-09-10,2,Tulsa,@,Tulane,W,1,0,0,2,milton-howell-1
Marqueston Huff,2011-09-10,2,Wyoming,,Texas State,W,1,0,0,1,marqueston-huff-1
Damien Jackson,2011-09-10,2,Mississippi,,Southern Illinois,W,1,0,0,1,damien-jackson-1
Rashad Jackson,2011-09-10,2,Marshall,,Southern Mississippi,W,1,29,0,3,rashad-jackson-1
Craig Johnson,2011-09-10,2,Louisiana Tech,,Central Arkansas,W,1,19,0,3,craig-johnson-4
Isaiah Johnson,2011-09-10,2,Georgia Tech,@,Middle Tennessee State,W,1,0,0,1,isaiah-johnson-1
Jory Johnson,2011-09-10,2,Connecticut,@,Vanderbilt,L,1,15,0,1,jory-johnson-1
L.J. Jones,2011-09-10,2,Fresno State,@,Nebraska,L,1,0,0,3,lj-jones-1
Storm Klein,2011-09-10,2,Ohio State,,Toledo,W,1,18,0,1,storm-klein-1
Jordan Kovacs,2011-09-10,2,Michigan,,Notre Dame,W,1,2,0,1,jordan-kovacs-1
Ryan Lacy,2011-09-10,2,Utah,@,Southern California,L,1,0,0,2,ryan-lacy-1
