Player,Date,G,School,Loc,Opponent,WL,Punt Ret,Punt Ret Yds,Punt Ret Avg,Punt Ret TD,unique_id
Marcus Anderson,2009-09-05,1,New Mexico State,,Idaho,L,2,19,9.5,0,marcus-anderson-2
Javier Arenas,2009-09-05,1,Alabama,N,Virginia Tech,W,3,35,11.7,0,javier-arenas-1
Terrence Austin,2009-09-05,1,UCLA,,San Diego State,W,3,25,8.3,0,terrence-austin-1
Brandon Banks,2009-09-05,1,Kansas State,,Massachusetts,W,3,29,9.7,0,brandon-banks-1
Hunter Bates,2009-09-05,1,Northwestern,,Towson,W,1,1,1.0,0,hunter-bates-1
Leon Berry,2009-09-05,1,Mississippi State,,Jackson State,W,1,-1,-1.0,0,leon-berry-1
Antonio Brown,2009-09-05,1,Central Michigan,@,Arizona,L,1,11,11.0,0,antonio-brown-1
Charles Brown,2009-09-05,1,North Carolina,,Citadel,W,1,2,2.0,0,charles-brown-1
Devon Brown,2009-09-05,1,Wake Forest,,Baylor,L,1,7,7.0,0,devon-brown-1
Javaris Brown,2009-09-05,1,Virginia,,William & Mary,L,1,1,1.0,0,javaris-brown-1
Ryan Broyles,2009-09-05,1,Oklahoma,N,Brigham Young,L,2,6,3.0,0,ryan-broyles-1
Dez Bryant,2009-09-05,1,Oklahoma State,,Georgia,W,2,29,14.5,0,dez-bryant-1
Krys Buerck,2009-09-05,1,Baylor,@,Wake Forest,W,1,12,12.0,0,krys-buerck-1
Kendric Burney,2009-09-05,1,North Carolina,,Citadel,W,3,34,11.3,0,kendric-burney-1
Terell Carr,2009-09-05,1,Arizona State,,Idaho State,W,1,10,10.0,0,terell-carr-1
Paul Chaney Jr.,2009-09-05,1,Iowa,,Northern Iowa,W,1,2,2.0,0,paul-chaney-jr-1
Ian Clark,2009-09-05,1,New Mexico,@,Texas A&M,L,1,0,0.0,0,ian-clark-1
Randall Cobb,2009-09-05,1,Kentucky,N,Miami (OH),W,3,28,9.3,0,randall-cobb-1
Perrish Cox,2009-09-05,1,Oklahoma State,,Georgia,W,1,16,16.0,0,perrish-cox-1
Donte Davis,2009-09-05,1,Syracuse,,Minnesota,L,4,14,3.5,0,donte-davis-1
Troy Evans,2009-09-05,1,Marshall,,Southern Illinois,W,2,16,8.0,0,troy-evans-2
Mario Fannin,2009-09-05,1,Auburn,,Louisiana Tech,W,1,-5,-5.0,0,mario-fannin-1
Jarred Fayson,2009-09-05,1,Illinois,N,Missouri,L,1,4,4.0,0,jarred-fayson-1
Johri Fogerson,2009-09-05,1,Washington,,Louisiana State,L,1,23,23.0,0,johri-fogerson-1
Jacoby Ford,2009-09-05,1,Clemson,,Middle Tennessee State,W,3,72,24.0,1,jacoby-ford-1
Gary Fortune,2009-09-05,1,Ohio,,Connecticut,L,1,-2,-2.0,0,gary-fortune-1
Chris Garrett,2009-09-05,1,Ohio,,Connecticut,L,1,2,2.0,0,chris-garrett-1
Brandon Gerau,2009-09-05,1,Missouri,N,Illinois,W,1,3,3.0,0,brandon-gerau-1
Carl Gettis,2009-09-05,1,Missouri,N,Illinois,W,1,0,0.0,0,carl-gettis-1
David Gilreath,2009-09-05,1,Wisconsin,,Northern Illinois,W,2,10,5.0,0,david-gilreath-1
John Goodman,2009-09-05,1,Notre Dame,,Nevada,W,1,24,24.0,0,john-goodman-1
Mike Grant,2009-09-05,1,Nevada-Las Vegas,,Sacramento State,W,2,20,10.0,0,mike-grant-1
Rich Gunnell,2009-09-05,1,Boston College,,Northeastern,W,4,129,32.3,1,rich-gunnell-1
Trent Guy,2009-09-05,1,Louisville,,Indiana State,W,2,34,17.0,0,trent-guy-1
A.J. Guyton,2009-09-05,1,Central Florida,,Samford,W,1,8,8.0,0,aj-guyton-1
Vic Hall,2009-09-05,1,Virginia,,William & Mary,L,3,14,4.7,0,vic-hall-1
Brett Hamlin,2009-09-05,1,Buffalo,@,Texas-El Paso,W,1,12,12.0,0,brett-hamlin-1
Frankie Hammond Jr.,2009-09-05,1,Florida,,Charleston Southern,W,1,16,16.0,0,frankie-hammond-jr-1
Dustin Harris,2009-09-05,1,Texas A&M,,New Mexico,W,3,21,7.0,0,dustin-harris-1
Tysyn Hartman,2009-09-05,1,Kansas State,,Massachusetts,W,2,24,12.0,0,tysyn-hartman-1
Brandon Hogan,2009-09-05,1,West Virginia,,Liberty,W,1,10,10.0,0,brandon-hogan-1
Trindon Holliday,2009-09-05,1,Louisiana State,@,Washington,W,1,9,9.0,0,trindon-holliday-1
Jayron Hosley,2009-09-05,1,Virginia Tech,N,Alabama,L,1,11,11.0,0,jayron-hosley-1
Jasper Howard,2009-09-05,1,Connecticut,@,Ohio,W,4,14,3.5,0,jasper-howard-1
Damion Hunter,2009-09-05,1,Army,@,Eastern Michigan,W,1,3,3.0,0,damion-hunter-1
McKay Jacobson,2009-09-05,1,Brigham Young,N,Oklahoma,W,1,2,2.0,0,mckay-jacobson-1
Brandon James,2009-09-05,1,Florida,,Charleston Southern,W,4,13,3.3,0,brandon-james-1
Roderick Jenrette,2009-09-05,1,Michigan State,,Montana State,W,1,9,9.0,0,roderick-jenrette-1
Michael Johnson,2009-09-05,1,Nevada-Las Vegas,,Sacramento State,W,1,6,6.0,0,michael-johnson-8
Josh Jones,2009-09-05,1,Army,@,Eastern Michigan,W,1,6,6.0,0,josh-jones-1
Kevin Jurovich,2009-09-05,1,San Jose State,@,Southern California,L,2,3,1.5,0,kevin-jurovich-1
Taylor Kavanaugh,2009-09-05,1,Oregon State,,Portland State,W,2,3,1.5,0,taylor-kavanaugh-1
Shiloh Keo,2009-09-05,1,Idaho,@,New Mexico State,W,1,10,10.0,0,shiloh-keo-1
Tracy Lampley,2009-09-05,1,Southern Mississippi,,Alcorn State,W,1,44,44.0,0,tracy-lampley-1
Louis Lee,2009-09-05,1,Louisiana,,Southern,W,2,24,12.0,0,louis-lee-1
David Leonard,2009-09-05,1,Wyoming,,Weber State,W,1,14,14.0,0,david-leonard-1
Keshawn Martin,2009-09-05,1,Michigan State,,Montana State,W,4,49,12.3,0,keshawn-martin-1
Greg Mathews,2009-09-05,1,Michigan,,Western Michigan,W,2,16,8.0,0,greg-mathews-1
Davion Mauldin,2009-09-05,1,San Diego State,@,UCLA,L,1,3,3.0,0,davion-mauldin-1
Gene McCaskill,2009-09-05,1,Kentucky,N,Miami (OH),W,1,10,10.0,0,gene-mccaskill-1
Joe McKnight,2009-09-05,1,Southern California,,San Jose State,W,1,18,18.0,0,joe-mcknight-1
Darrell McNeal,2009-09-05,1,Louisiana-Monroe,@,Texas,L,1,8,8.0,0,darrell-mcneal-1
Prince Miller,2009-09-05,1,Georgia,@,Oklahoma State,L,2,4,2.0,0,prince-miller-1
Jim Mitchell,2009-09-05,1,Alabama-Birmingham,,Rice,W,2,-2,-1.0,0,jim-mitchell-1
Jeff Moturi,2009-09-05,1,Texas-El Paso,,Buffalo,L,2,11,5.5,0,jeff-moturi-1
Mike Nixon,2009-09-05,1,Arizona State,,Idaho State,W,1,21,21.0,0,mike-nixon-1
Freddie Parham,2009-09-05,1,Southern Mississippi,,Alcorn State,W,2,21,10.5,0,freddie-parham-1
Daymond Patterson,2009-09-05,1,Kansas,,Northern Colorado,W,2,12,6.0,0,daymond-patterson-1
Tavious Polo,2009-09-05,1,Florida Atlantic,@,Nebraska,L,3,10,3.3,0,tavious-polo-1
Jack Ramsey,2009-09-05,1,Illinois,N,Missouri,L,1,1,1.0,0,jack-ramsey-1
Nu'Keese Richardson,2009-09-05,1,Tennessee,,Western Kentucky,W,3,30,10.0,0,nukeese-richardson-1
Andrew Robinson,2009-09-05,1,Louisville,,Indiana State,W,1,6,6.0,0,andrew-robinson-1
Dennis Rogan,2009-09-05,1,Tennessee,,Western Kentucky,W,1,5,5.0,0,dennis-rogan-1
Rocky Ross,2009-09-05,1,Central Florida,,Samford,W,6,91,15.2,0,rocky-ross-1
Evan Royster,2009-09-05,1,Penn State,,Akron,W,1,2,2.0,0,evan-royster-1
Emmanuel Sanders,2009-09-05,1,Southern Methodist,,Stephen F. Austin,W,1,79,79.0,1,emmanuel-sanders-1
Jock Sanders,2009-09-05,1,West Virginia,,Liberty,W,1,1,1.0,0,jock-sanders-1
Marvon Sanders,2009-09-05,1,Eastern Michigan,,Army,L,3,27,9.0,0,marvon-sanders-1
Dane Sanzenbacher,2009-09-05,1,Ohio State,,Navy,W,2,17,8.5,0,dane-sanzenbacher-1
Da'Norris Searcy,2009-09-05,1,North Carolina,,Citadel,W,3,105,35.0,1,danorris-searcy-1
Marcus Sherels,2009-09-05,1,Minnesota,@,Syracuse,W,1,27,27.0,0,marcus-sherels-1
Richard Sherman,2009-09-05,1,Stanford,@,Washington State,W,2,68,34.0,0,richard-sherman-1
Travis Simmons,2009-09-05,1,East Carolina,,Appalachian State,W,1,30,30.0,0,travis-simmons-1
Aaron Smith,2009-09-05,1,Pittsburgh,,Youngstown State,W,4,22,5.5,0,aaron-smith-1
Brendan Smith,2009-09-05,1,Northwestern,,Towson,W,3,24,8.0,0,brendan-smith-1
Greg Smith,2009-09-05,1,Arkansas State,,Mississippi Valley State,W,1,13,13.0,0,greg-smith-2
Amari Spievey,2009-09-05,1,Iowa,,Northern Iowa,W,1,-1,-1.0,0,amari-spievey-1
C.J. Spiller,2009-09-05,1,Clemson,,Middle Tennessee State,W,2,63,31.5,0,cj-spiller-1
Zac Stacy,2009-09-05,1,Vanderbilt,,Western Carolina,W,1,-1,-1.0,0,zac-stacy-1
Jerrard Tarrant,2009-09-05,1,Georgia Tech,,Jacksonville State,W,3,87,29.0,1,jerrard-tarrant-1
Golden Tate,2009-09-05,1,Notre Dame,,Nevada,W,1,-2,-2.0,0,golden-tate-1
Kenny Tate,2009-09-05,1,Maryland,@,California,L,3,28,9.3,0,kenny-tate-1
Carlton Thomas,2009-09-05,1,Georgia,@,Oklahoma State,L,1,-1,-1.0,0,carlton-thomas-1
Earl Thomas,2009-09-05,1,Texas,,Louisiana-Monroe,W,2,4,2.0,0,earl-thomas-1
Brandon Thompkins,2009-09-05,1,Arkansas State,,Mississippi Valley State,W,1,29,29.0,0,brandon-thompkins-1
Aaron Valentin,2009-09-05,1,Purdue,,Toledo,W,1,30,30.0,0,aaron-valentin-1
Daylan Walker,2009-09-05,1,Arkansas State,,Mississippi Valley State,W,3,61,20.3,0,daylan-walker-1
Jamar Wall,2009-09-05,1,Texas Tech,,North Dakota,W,1,17,17.0,0,jamar-wall-1
Alex Washington,2009-09-05,1,Vanderbilt,,Western Carolina,W,3,10,3.3,0,alex-washington-1
Andre Watson,2009-09-05,1,Southern Mississippi,,Alcorn State,W,2,11,5.5,0,andre-watson-1
Brandon West,2009-09-05,1,Western Michigan,@,Michigan,L,2,6,3.0,0,brandon-west-1
Chastin West,2009-09-05,1,Fresno State,,California-Davis,W,1,3,3.0,0,chastin-west-1
Deanthony White,2009-09-05,1,Eastern Michigan,,Army,L,1,5,5.0,0,deanthony-white-1
Damian Williams,2009-09-05,1,Southern California,,San Jose State,W,2,10,5.0,0,damian-williams-1
Johnny Williams,2009-09-05,1,Duke,,Richmond,L,1,13,13.0,0,johnny-williams-1
Kyle Williams,2009-09-05,1,Arizona State,,Idaho State,W,2,11,5.5,0,kyle-williams-1
Ryan Williams,2009-09-05,1,Virginia Tech,N,Alabama,L,1,0,0.0,0,ryan-williams-2
Theo Wilson,2009-09-05,1,South Florida,,Wofford,W,2,46,23.0,0,theo-wilson-1
Dustin Woods,2009-09-05,1,Miami (OH),N,Kentucky,L,2,27,13.5,0,dustin-woods-1
Anthony Wright,2009-09-05,1,Air Force,,Nicholls State,W,2,46,23.0,0,anthony-wright-3
Devon Wylie,2009-09-05,1,Fresno State,,California-Davis,W,3,57,19.0,0,devon-wylie-1
Austin Zouzalik,2009-09-05,1,Texas Tech,,North Dakota,W,3,33,11.0,0,austin-zouzalik-1
Jason Espinoza,2009-09-06,1,Colorado,,Colorado State,L,4,10,2.5,0,jason-espinoza-1
Marshay Green,2009-09-06,1,Mississippi,@,Memphis,W,3,36,12.0,0,marshay-green-1
D.A. Griffin,2009-09-06,1,Memphis,,Mississippi,L,2,19,9.5,0,da-griffin-1
Momo Thomas,2009-09-06,1,Colorado State,@,Colorado,W,4,39,9.8,0,momo-thomas-1
Travis Benjamin,2009-09-07,1,Miami (FL),@,Florida State,W,2,7,3.5,0,travis-benjamin-1
Graig Cooper,2009-09-07,1,Miami (FL),@,Florida State,W,1,0,0.0,0,graig-cooper-1
Mardy Gilyard,2009-09-07,1,Cincinnati,@,Rutgers,W,1,13,13.0,0,mardy-gilyard-1
D.J. Woods,2009-09-07,1,Cincinnati,@,Rutgers,W,2,18,9.0,0,dj-woods-1
Jacoby Ford,2009-09-10,2,Clemson,@,Georgia Tech,L,1,15,15.0,0,jacoby-ford-1
Jerrard Tarrant,2009-09-10,2,Georgia Tech,,Clemson,W,1,85,85.0,1,jerrard-tarrant-1
Dajuane Collins,2009-09-11,2,Toledo,,Colorado,W,1,0,0.0,0,dajuane-collins-1
Jason Espinoza,2009-09-11,2,Colorado,@,Toledo,L,1,15,15.0,0,jason-espinoza-1
Mister Alexander,2009-09-12,2,Florida State,,Jacksonville State,W,1,0,0.0,0,mister-alexander-1
Marcus Anderson,2009-09-12,2,New Mexico State,,Prairie View A&M,W,4,39,9.8,0,marcus-anderson-2
Javier Arenas,2009-09-12,2,Alabama,,Florida International,W,4,101,25.3,0,javier-arenas-1
Robert Arnheim,2009-09-12,2,Western Michigan,@,Indiana,L,3,-1,-0.3,0,robert-arnheim-1
Akeem Auguste,2009-09-12,2,South Carolina,@,Georgia,L,1,5,5.0,0,akeem-auguste-1
Orkeys Auriene,2009-09-12,2,Louisiana,,Kansas State,W,1,0,0.0,0,orkeys-auriene-1
Terrence Austin,2009-09-12,2,UCLA,@,Tennessee,W,2,32,16.0,0,terrence-austin-1
Doug Baldwin,2009-09-12,2,Stanford,@,Wake Forest,L,1,8,8.0,0,doug-baldwin-1
Lavon Brazill,2009-09-12,2,Ohio,@,North Texas,W,1,4,4.0,0,lavon-brazill-1
Antonio Brown,2009-09-12,2,Central Michigan,@,Michigan State,W,3,24,8.0,0,antonio-brown-1
Devon Brown,2009-09-12,2,Wake Forest,,Stanford,W,2,-1,-0.5,0,devon-brown-1
Ryan Broyles,2009-09-12,2,Oklahoma,,Idaho State,W,3,50,16.7,0,ryan-broyles-1
Jeremy Bruce,2009-09-12,2,Akron,,South Dakota,W,3,8,2.7,0,jeremy-bruce-1
Roland Bruno,2009-09-12,2,New Mexico,,Tulsa,L,1,7,7.0,0,roland-bruno-1
Dez Bryant,2009-09-12,2,Oklahoma State,,Houston,L,1,82,82.0,1,dez-bryant-1
Rex Burkhead,2009-09-12,2,Nebraska,,Arkansas State,W,1,14,14.0,0,rex-burkhead-1
Tyron Carrier,2009-09-12,2,Houston,@,Oklahoma State,W,1,31,31.0,0,tyron-carrier-1
Paul Chaney Jr.,2009-09-12,2,Iowa,@,Iowa State,W,1,2,2.0,0,paul-chaney-jr-1
Ryan Clark,2009-09-12,2,Ohio,@,North Texas,W,1,3,3.0,0,ryan-clark-2
Donte Davis,2009-09-12,2,Syracuse,@,Penn State,L,1,14,14.0,0,donte-davis-1
Tommy Davis,2009-09-12,2,Northern Illinois,,Western Illinois,W,2,5,2.5,0,tommy-davis-2
Riley Dunlop,2009-09-12,2,Ohio,@,North Texas,W,1,30,30.0,0,riley-dunlop-1
Robert Eddins,2009-09-12,2,Ball State,,New Hampshire,L,1,14,14.0,0,robert-eddins-1
Troy Evans,2009-09-12,2,Marshall,@,Virginia Tech,L,3,14,4.7,0,troy-evans-2
Jarred Fayson,2009-09-12,2,Illinois,,Illinois State,W,1,5,5.0,0,jarred-fayson-1
Ray Fisher,2009-09-12,2,Indiana,,Western Michigan,W,1,14,14.0,0,ray-fisher-1
Johri Fogerson,2009-09-12,2,Washington,,Idaho,W,1,14,14.0,0,johri-fogerson-1
Dominique Franks,2009-09-12,2,Oklahoma,,Idaho State,W,3,16,5.3,0,dominique-franks-1
Kevin Gaddis,2009-09-12,2,Rice,@,Texas Tech,L,1,4,4.0,0,kevin-gaddis-1
Jake Gaebler,2009-09-12,2,Western Kentucky,,South Florida,L,1,23,23.0,0,jake-gaebler-1
Willie Geter,2009-09-12,2,Bowling Green State,@,Missouri,L,1,-1,-1.0,0,willie-geter-1
Carl Gettis,2009-09-12,2,Missouri,,Bowling Green State,W,1,1,1.0,0,carl-gettis-1
Mardy Gilyard,2009-09-12,2,Cincinnati,,Southeast Missouri State,W,1,53,53.0,1,mardy-gilyard-1
T.J. Graham,2009-09-12,2,North Carolina State,,Murray State,W,3,74,24.7,0,tj-graham-1
D.A. Griffin,2009-09-12,2,Memphis,@,Middle Tennessee State,L,3,0,0.0,0,da-griffin-1
Rich Gunnell,2009-09-12,2,Boston College,,Kent State,W,2,6,3.0,0,rich-gunnell-1
Brett Hamlin,2009-09-12,2,Buffalo,,Pittsburgh,L,1,10,10.0,0,brett-hamlin-1
Frankie Hammond Jr.,2009-09-12,2,Florida,,Troy,W,2,0,0.0,0,frankie-hammond-jr-1
Patrick Hanrahan,2009-09-12,2,Mississippi State,@,Auburn,L,1,27,27.0,0,patrick-hanrahan-1
Tysyn Hartman,2009-09-12,2,Kansas State,@,Louisiana,L,2,18,9.0,0,tysyn-hartman-1
Ryan Henry,2009-09-12,2,Hawaii,@,Washington State,W,3,6,2.0,0,ryan-henry-1
Ray Herring,2009-09-12,2,Notre Dame,@,Michigan,L,1,5,5.0,0,ray-herring-1
Royce Hill,2009-09-12,2,North Texas,,Ohio,L,1,2,2.0,0,royce-hill-1
T.Y. Hilton,2009-09-12,1,Florida International,@,Alabama,L,1,3,3.0,0,ty-hilton-1
Trindon Holliday,2009-09-12,2,Louisiana State,,Vanderbilt,W,4,30,7.5,0,trindon-holliday-1
Patrick Honeycutt,2009-09-12,2,Middle Tennessee State,,Memphis,W,3,-1,-0.3,0,patrick-honeycutt-1
Jayron Hosley,2009-09-12,2,Virginia Tech,,Marshall,W,3,88,29.3,1,jayron-hosley-1
Jasper Howard,2009-09-12,2,Connecticut,,North Carolina,L,4,8,2.0,0,jasper-howard-1
Damion Hunter,2009-09-12,2,Army,,Duke,L,3,8,2.7,0,damion-hunter-1
Brandon James,2009-09-12,2,Florida,,Troy,W,3,5,1.7,0,brandon-james-1
Damaris Johnson,2009-09-12,2,Tulsa,@,New Mexico,W,4,52,13.0,0,damaris-johnson-1
Brandon Jones,2009-09-12,2,Washington State,,Hawaii,L,1,3,3.0,0,brandon-jones-8
Chad Jones,2009-09-12,2,Louisiana State,,Vanderbilt,W,1,10,10.0,0,chad-jones-1
Taylor Kavanaugh,2009-09-12,2,Oregon State,@,Nevada-Las Vegas,W,1,0,0.0,0,taylor-kavanaugh-1
Jeremy Kerley,2009-09-12,1,Texas Christian,@,Virginia,W,2,16,8.0,0,jeremy-kerley-1
Clyde Lee,2009-09-12,2,Boston College,,Kent State,W,1,7,7.0,0,clyde-lee-1
Josh Lenz,2009-09-12,2,Iowa State,,Iowa,L,2,3,1.5,0,josh-lenz-1
David Leonard,2009-09-12,2,Wyoming,,Texas,L,2,23,11.5,0,david-leonard-1
Phillip Livas,2009-09-12,2,Louisiana Tech,@,Navy,L,1,85,85.0,1,phillip-livas-1
Luke Matthews,2009-09-12,2,Utah,@,San Jose State,W,2,31,15.5,0,luke-matthews-1
Darrell McNeal,2009-09-12,2,Louisiana-Monroe,,Texas Southern,W,3,13,4.3,0,darrell-mcneal-1
Prince Miller,2009-09-12,2,Georgia,,South Carolina,W,1,3,3.0,0,prince-miller-1
Chase Minnifield,2009-09-12,2,Virginia,,Texas Christian,L,2,4,2.0,0,chase-minnifield-1
Jim Mitchell,2009-09-12,2,Alabama-Birmingham,,Southern Methodist,L,2,27,13.5,0,jim-mitchell-1
Jeff Moturi,2009-09-12,2,Texas-El Paso,,Kansas,L,1,4,4.0,0,jeff-moturi-1
Briggs Orsbon,2009-09-12,2,Ball State,,New Hampshire,L,2,16,8.0,0,briggs-orsbon-1
Freddie Parham,2009-09-12,2,Southern Mississippi,,Central Florida,W,2,-4,-2.0,0,freddie-parham-1
Daymond Patterson,2009-09-12,2,Kansas,@,Texas-El Paso,W,6,69,11.5,0,daymond-patterson-1
Niles Paul,2009-09-12,2,Nebraska,,Arkansas State,W,3,17,5.7,0,niles-paul-1
Austin Pettis,2009-09-12,2,Boise State,,Miami (OH),W,1,2,2.0,0,austin-pettis-1
Chris Potter,2009-09-12,2,Boise State,,Miami (OH),W,2,41,20.5,0,chris-potter-1
Bert Reed,2009-09-12,2,Florida State,,Jacksonville State,W,1,3,3.0,0,bert-reed-1
Greg Reid,2009-09-12,2,Florida State,,Jacksonville State,W,3,16,5.3,0,greg-reid-1
Nu'Keese Richardson,2009-09-12,2,Tennessee,,UCLA,L,1,6,6.0,0,nukeese-richardson-1
Jeremy Ross,2009-09-12,2,California,,Eastern Washington,W,1,17,17.0,0,jeremy-ross-1
Rocky Ross,2009-09-12,2,Central Florida,@,Southern Mississippi,L,1,6,6.0,0,rocky-ross-1
Evan Royster,2009-09-12,2,Penn State,,Syracuse,W,1,-1,-1.0,0,evan-royster-1
Luke Ruff,2009-09-12,2,Wyoming,,Texas,L,1,14,14.0,0,luke-ruff-1
Emmanuel Sanders,2009-09-12,2,Southern Methodist,@,Alabama-Birmingham,W,3,68,22.7,0,emmanuel-sanders-1
Jock Sanders,2009-09-12,2,West Virginia,,East Carolina,W,3,58,19.3,0,jock-sanders-1
Marvon Sanders,2009-09-12,2,Eastern Michigan,@,Northwestern,L,1,2,2.0,0,marvon-sanders-1
Mohamed Sanu,2009-09-12,2,Rutgers,,Howard,W,4,21,5.3,0,mohamed-sanu-1
Da'Norris Searcy,2009-09-12,2,North Carolina,@,Connecticut,W,3,24,8.0,0,danorris-searcy-1
Jordan Shipley,2009-09-12,2,Texas,@,Wyoming,W,6,60,10.0,0,jordan-shipley-1
Travis Simmons,2009-09-12,2,East Carolina,@,West Virginia,L,2,52,26.0,0,travis-simmons-1
Ray Small,2009-09-12,2,Ohio State,,Southern California,L,3,14,4.7,0,ray-small-1
Aaron Smith,2009-09-12,2,Pittsburgh,@,Buffalo,W,1,17,17.0,0,aaron-smith-1
Brendan Smith,2009-09-12,2,Northwestern,,Eastern Michigan,W,1,0,0.0,0,brendan-smith-1
Frankie Solomon,2009-09-12,2,New Mexico,,Tulsa,L,2,-3,-1.5,0,frankie-solomon-1
Kenny Tate,2009-09-12,2,Maryland,,James Madison,W,1,3,3.0,0,kenny-tate-1
Momo Thomas,2009-09-12,2,Colorado State,,Weber State,W,1,5,5.0,0,momo-thomas-1
Syd'Quan Thompson,2009-09-12,2,California,,Eastern Washington,W,2,21,10.5,0,sydquan-thompson-1
Walter Thurmond III,2009-09-12,2,Oregon,,Purdue,W,6,60,10.0,0,walter-thurmond-iii-1
Marcus Trice,2009-09-12,2,Oklahoma,,Idaho State,W,1,20,20.0,0,marcus-trice-1
Aaron Valentin,2009-09-12,2,Purdue,@,Oregon,L,3,3,1.0,0,aaron-valentin-1
Daylan Walker,2009-09-12,2,Arkansas State,@,Nebraska,L,1,14,14.0,0,daylan-walker-1
Alex Washington,2009-09-12,2,Vanderbilt,@,Louisiana State,L,1,1,1.0,0,alex-washington-1
Demond Washington,2009-09-12,2,Auburn,,Mississippi State,W,3,7,2.3,0,demond-washington-1
Mario Washington,2009-09-12,2,Navy,,Louisiana Tech,W,2,2,1.0,0,mario-washington-1
Andre Watson,2009-09-12,2,Southern Mississippi,,Central Florida,W,1,2,2.0,0,andre-watson-1
Diamond Weaver,2009-09-12,2,Akron,,South Dakota,W,1,20,20.0,0,diamond-weaver-1
Brandon West,2009-09-12,2,Western Michigan,@,Indiana,L,1,11,11.0,0,brandon-west-1
Blair White,2009-09-12,2,Michigan State,,Central Michigan,L,1,27,27.0,0,blair-white-1
Cornelius Williams,2009-09-12,2,Troy,@,Florida,L,1,0,0.0,0,cornelius-williams-1
Johnny Williams,2009-09-12,2,Duke,@,Army,W,1,7,7.0,0,johnny-williams-1
Kyle Wilson,2009-09-12,2,Boise State,,Miami (OH),W,2,0,0.0,0,kyle-wilson-1
Theo Wilson,2009-09-12,2,South Florida,@,Western Kentucky,W,1,-5,-5.0,0,theo-wilson-1
Anthony Wiseman,2009-09-12,2,Maryland,,James Madison,W,4,18,4.5,0,anthony-wiseman-1
D.J. Woods,2009-09-12,2,Cincinnati,,Southeast Missouri State,W,1,27,27.0,0,dj-woods-1
Dustin Woods,2009-09-12,2,Miami (OH),@,Boise State,L,2,11,5.5,0,dustin-woods-1
Leon Wright,2009-09-12,2,Duke,@,Army,W,1,9,9.0,0,leon-wright-1
Devon Wylie,2009-09-12,2,Fresno State,@,Wisconsin,L,4,37,9.3,0,devon-wylie-1
Austin Zouzalik,2009-09-12,2,Texas Tech,,Rice,W,2,6,3.0,0,austin-zouzalik-1
Graham Zug,2009-09-12,2,Penn State,,Syracuse,W,1,10,10.0,0,graham-zug-1
Travis Benjamin,2009-09-17,2,Miami (FL),,Georgia Tech,W,1,14,14.0,0,travis-benjamin-1
Chastin West,2009-09-18,3,Fresno State,,Boise State,L,1,0,0.0,0,chastin-west-1
Kyle Wilson,2009-09-18,3,Boise State,@,Fresno State,W,3,42,14.0,0,kyle-wilson-1
Jelani Alford,2009-09-19,3,Ball State,@,Army,L,1,7,7.0,0,jelani-alford-1
Bryant Allen,2009-09-19,3,Minnesota,,California,L,1,8,8.0,0,bryant-allen-1
Lucien Antoine,2009-09-19,3,Oklahoma State,,Rice,W,1,8,8.0,0,lucien-antoine-1
