Player,Date,G,School,Loc,Opponent,WL,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id
Aaron Jones,2016-09-17,3,Texas-El Paso,,Army,L,11,67,6.1,1,aaron-jones-6
Anthony Jones,2016-09-17,3,Florida International,@,Massachusetts,L,1,1,1.0,0,anthony-jones-8
Charles Jones,2016-09-17,2,Kansas State,,Florida Atlantic,W,8,40,5.0,0,charles-jones-4
D.J. Jones,2016-09-17,3,Akron,@,Marshall,W,2,8,4.0,0,dj-jones-3
Daniel Jones,2016-09-17,3,Duke,@,Northwestern,L,10,47,4.7,0,daniel-jones-4
Davon Jones,2016-09-17,3,Boston College,@,Virginia Tech,L,5,17,3.4,0,davon-jones-1
Malin Jones,2016-09-17,3,Louisville,,Florida State,W,3,7,2.3,0,malin-jones-1
Ronald Jones,2016-09-17,3,Southern California,@,Stanford,L,11,63,5.7,1,ronald-jones-4
Tyler Jones,2016-09-17,2,Texas State,@,Arkansas,L,10,-33,-3.3,0,tyler-jones-4
Zay Jones,2016-09-17,3,East Carolina,@,South Carolina,L,2,11,5.5,0,isaiah-jones-2
Damion Jones-Moore,2016-09-17,3,Toledo,,Fresno State,W,1,2,2.0,0,damion-jones-moore-1
Lamar Jordan,2016-09-17,3,New Mexico,@,Rutgers,L,14,101,7.2,1,lamar-jordan-1
Matthew Jordan,2016-09-17,3,Georgia Tech,,Vanderbilt,W,2,2,1.0,0,matthew-jordan-1
Akeem Judd,2016-09-17,3,Mississippi,,Alabama,L,15,45,3.0,1,akeem-judd-1
Michael Julian,2016-09-17,3,Toledo,,Fresno State,W,1,2,2.0,0,michael-julian-1
Brad Kaaya,2016-09-17,3,Miami (FL),@,Appalachian State,W,1,-8,-8.0,0,brad-kaaya-1
Alvin Kamara,2016-09-17,3,Tennessee,,Ohio,W,11,67,6.1,0,alvin-kamara-1
Chad Kelly,2016-09-17,3,Mississippi,,Alabama,L,14,43,3.1,0,chad-kelly-1
John Kelly,2016-09-17,3,Tennessee,,Ohio,W,2,14,7.0,0,john-kelly-6
Adrian Killins,2016-09-17,3,Central Florida,,Maryland,L,5,60,12.0,0,adrian-killins-1
Jaxson Kincaide,2016-09-17,3,Nevada,,Buffalo,W,18,99,5.5,0,jaxson-kincaide-1
Ke'aun Kinner,2016-09-17,3,Kansas,@,Memphis,L,12,49,4.1,0,keaun-kinner-1
Marvin Kinsey,2016-09-17,3,Colorado State,,Northern Colorado,W,18,97,5.4,1,marvin-kinsey-1
Christian Kirk,2016-09-17,3,Texas A&M,@,Auburn,W,2,24,12.0,0,christian-kirk-1
Demarcus Kirk,2016-09-17,3,Georgia State,@,Wisconsin,L,2,-1,-0.5,0,demarcus-kirk-1
DeShone Kizer,2016-09-17,3,Notre Dame,,Michigan State,L,9,14,1.6,2,deshone-kizer-1
Zach Kline,2016-09-17,3,Fresno State,@,Toledo,L,1,4,4.0,0,zach-kline-1
Hasaan Klugh,2016-09-17,3,UNC Charlotte,,Eastern Michigan,L,2,16,8.0,0,hasaan-klugh-1
James Knapke,2016-09-17,3,Bowling Green State,,Middle Tennessee State,L,5,3,0.6,0,james-knapke-1
Trevor Knight,2016-09-17,3,Texas A&M,@,Auburn,W,12,42,3.5,0,trevor-knight-1
Thomas Koufie,2016-09-17,3,Louisiana-Monroe,@,Georgia Southern,L,1,4,4.0,0,thomas-koufie-1
Matt Krause,2016-09-17,3,Central Michigan,,Nevada-Las Vegas,W,2,15,7.5,0,matt-krause-1
Steven Lakalaka,2016-09-17,4,Hawaii,@,Arizona,L,16,63,3.9,2,steven-lakalaka-1
Taylor Lamb,2016-09-17,3,Appalachian State,,Miami (FL),L,9,-6,-0.7,0,taylor-lamb-1
Joel Lanning,2016-09-17,3,Iowa State,@,Texas Christian,L,11,31,2.8,2,joel-lanning-2
Blake LaRussa,2016-09-17,3,Old Dominion,@,North Carolina State,L,1,-9,-9.0,0,blake-larussa-1
Chris Laviano,2016-09-17,3,Rutgers,,New Mexico,W,1,1,1.0,0,chris-laviano-1
Ray Lawry,2016-09-17,3,Old Dominion,@,North Carolina State,L,9,14,1.6,0,ray-lawry-1
Alijah Lee,2016-09-17,3,Washington State,,Idaho,W,2,14,7.0,1,alijah-lee-1
Donovan Lee,2016-09-17,3,Colorado,@,Michigan,L,1,3,3.0,0,donovan-lee-1
Ben LeMay,2016-09-17,3,UNC Charlotte,,Eastern Michigan,L,9,6,0.7,0,ben-lemay-1
William Likely,2016-09-17,3,Maryland,@,Central Florida,W,1,13,13.0,0,william-likely-1
Phillip Lindsay,2016-09-17,3,Colorado,@,Michigan,L,12,51,4.3,0,phillip-lindsay-1
Sekai Lindsay,2016-09-17,3,Massachusetts,,Florida International,W,1,6,6.0,0,sekai-lindsay-1
Prescott Line,2016-09-17,2,Michigan State,@,Notre Dame,W,1,3,3.0,0,prescott-line-1
Matt Linehan,2016-09-17,3,Idaho,@,Washington State,L,7,19,2.7,0,matt-linehan-1
Chase Litton,2016-09-17,2,Marshall,,Akron,L,3,-21,-7.0,0,chase-litton-1
Sefo Liufau,2016-09-17,3,Colorado,@,Michigan,L,8,4,0.5,0,sefo-liufau-1
Drew Lock,2016-09-17,3,Missouri,,Georgia,L,2,9,4.5,0,drew-lock-1
T.J. Logan,2016-09-17,3,North Carolina,,James Madison,W,9,41,4.6,3,tj-logan-1
Mac Loudermilk,2016-09-17,3,Central Florida,,Maryland,L,1,-5,-5.0,0,mac-loudermilk-1
Bryce Love,2016-09-17,2,Stanford,,Southern California,W,11,51,4.6,0,bryce-love-1
Josh Love,2016-09-17,3,San Jose State,,Utah,L,3,-16,-5.3,0,josh-love-1
Paul Lucas,2016-09-17,2,Oregon State,,Idaho State,W,2,2,1.0,0,paul-lucas-1
Ben Luckett,2016-09-17,3,Louisiana-Monroe,@,Georgia Southern,L,8,13,1.6,0,ben-luckett-1
Wes Lunt,2016-09-17,3,Illinois,,Western Michigan,L,4,-20,-5.0,0,wes-lunt-1
Clinton Lynch,2016-09-17,3,Georgia Tech,,Vanderbilt,W,3,77,25.7,0,clinton-lynch-2
Kevonn Mabon,2016-09-17,3,Ball State,,Eastern Kentucky,W,1,2,2.0,0,kevonn-mabon-1
Cole Macek,2016-09-17,3,Army,@,Texas-El Paso,W,6,21,3.5,0,cole-macek-1
Marlon Mack,2016-09-17,3,South Florida,@,Syracuse,W,9,115,12.8,2,marlon-mack-1
Anthony Maddie,2016-09-17,3,Northern Illinois,,San Diego State,L,1,6,6.0,0,anthony-maddie-1
Patrick Mahomes,2016-09-17,3,Texas Tech,,Louisiana Tech,W,12,37,3.1,1,patrick-mahomes-1
Conner Manning,2016-09-17,3,Georgia State,@,Wisconsin,L,1,-15,-15.0,0,conner-manning-1
Josh Marriner,2016-09-17,3,Old Dominion,@,North Carolina State,L,1,1,1.0,0,josh-marriner-1
Marcus Marshall,2016-09-17,3,Georgia Tech,,Vanderbilt,W,3,8,2.7,0,marcus-marshall-1
TaQuon Marshall,2016-09-17,3,Georgia Tech,,Vanderbilt,W,5,2,0.4,0,taquon-marshall-1
Robert Martin,2016-09-17,3,Rutgers,,New Mexico,W,21,169,8.0,1,robert-martin-2
I'Tavius Mathers,2016-09-17,3,Middle Tennessee State,@,Bowling Green State,W,27,157,5.8,3,itavius-mathers-1
Will Mathews,2016-09-17,3,Kent State,,Monmouth,W,4,5,1.3,0,will-mathews-1
Izzy Matthews,2016-09-17,3,Colorado State,,Northern Colorado,W,12,62,5.2,0,izzy-matthews-1
Stedman Mayberry,2016-09-17,2,Texas State,@,Arkansas,L,10,34,3.4,0,stedman-mayberry-1
Baker Mayfield,2016-09-17,3,Oklahoma,,Ohio State,L,8,5,0.6,0,baker-mayfield-1
Christian McCaffrey,2016-09-17,2,Stanford,,Southern California,W,31,172,5.5,1,christian-mccaffrey-1
Chico McClatcher,2016-09-17,3,Washington,,Portland State,W,3,37,12.3,0,chico-mcclatcher-1
Austin McClellan,2016-09-17,3,Georgia Tech,,Vanderbilt,W,1,9,9.0,0,austin-mcclellan-1
Jalan McClendon,2016-09-17,3,North Carolina State,,Old Dominion,W,2,4,2.0,2,jalan-mcclendon-1
Troy McCormick,2016-09-17,3,Utah,@,San Jose State,W,7,61,8.7,1,troy-mccormick-1
Eddie McDoom,2016-09-17,3,Michigan,,Colorado,W,2,5,2.5,0,eddie-mcdoom-1
Alex McGough,2016-09-17,3,Florida International,@,Massachusetts,L,10,6,0.6,0,alex-mcgough-1
Malik McGue,2016-09-17,3,Army,@,Texas-El Paso,W,4,14,3.5,0,malik-mcgue-1
Elijah McGuire,2016-09-17,3,Louisiana,,South Alabama,W,23,223,9.7,1,elijah-mcguire-1
Isaiah McKenzie,2016-09-17,3,Georgia,@,Missouri,W,2,19,9.5,1,isaiah-mckenzie-1
Shai McKenzie,2016-09-17,3,Virginia Tech,,Boston College,W,2,-3,-1.5,0,shai-mckenzie-1
Kameron McKnight,2016-09-17,3,Louisiana Tech,@,Texas Tech,L,3,6,2.0,2,kameron-mcknight-1
Brandon Mcllwain,2016-09-17,3,South Carolina,,East Carolina,W,9,34,3.8,2,brandon-mcllwain-1
Marcus McMaryion,2016-09-17,2,Oregon State,,Idaho State,W,2,3,1.5,0,marcus-mcmaryion-1
Travon McMillian,2016-09-17,3,Virginia Tech,,Boston College,W,12,36,3.0,1,travon-mcmillian-1
Richard McQuarley,2016-09-17,3,New Mexico,@,Rutgers,L,6,52,8.7,1,richard-mcquarley-1
Trace McSorley,2016-09-17,3,Penn State,,Temple,W,9,8,0.9,1,trace-mcsorley-1
Ryan Metz,2016-09-17,3,Texas-El Paso,,Army,L,1,2,2.0,0,ryan-metz-1
Jakobi Meyers,2016-09-17,3,North Carolina State,,Old Dominion,W,1,2,2.0,0,jakobi-meyers-1
Sony Michel,2016-09-17,3,Georgia,@,Missouri,W,9,37,4.1,0,sony-michel-1
Anthony Miller,2016-09-17,2,Memphis,,Kansas,W,3,56,18.7,0,anthony-miller-6
Preston Miller,2016-09-17,3,Texas Christian,,Iowa State,W,2,-1,-0.5,0,preston-miller-1
Dedrick Mills,2016-09-17,3,Georgia Tech,,Vanderbilt,W,14,58,4.1,3,dedrick-mills-1
McKenzie Milton,2016-09-17,3,Central Florida,,Maryland,L,19,7,0.4,1,mckenzie-milton-1
Damon Mitchell,2016-09-17,3,Arkansas,,Texas State,W,2,2,1.0,0,damon-mitchell-1
Mylik Mitchell,2016-09-17,3,Kent State,,Monmouth,W,14,77,5.5,0,mylik-mitchell-1
Joe Mixon,2016-09-17,3,Oklahoma,,Ohio State,L,9,78,8.7,0,joe-mixon-1
Keith Mixon,2016-09-17,3,Mississippi State,@,Louisiana State,L,1,4,4.0,0,keith-mixon-1
Taquan Mizzell,2016-09-17,3,Virginia,@,Connecticut,L,11,66,6.0,0,taquan-mizzell-1
Steven Montez,2016-09-17,3,Colorado,@,Michigan,L,4,-4,-1.0,0,steven-montez-1
David Montgomery,2016-09-17,3,Iowa State,@,Texas Christian,L,2,0,0.0,0,david-montgomery-1
Deonta Moore,2016-09-17,3,South Alabama,@,Louisiana,L,1,4,4.0,0,deonta-moore-1
Jalin Moore,2016-09-17,3,Appalachian State,,Miami (FL),L,23,89,3.9,0,jalin-moore-1
Kelton Moore,2016-09-17,3,Nevada,,Buffalo,W,2,10,5.0,0,kelton-moore-1
Ronnie Moore,2016-09-17,3,Bowling Green State,,Middle Tennessee State,L,1,-5,-5.0,0,ronnie-moore-3
Manny Morgan,2016-09-17,3,Akron,@,Marshall,W,18,130,7.2,0,manny-morgan-1
Jamal Morrow,2016-09-17,3,Washington State,,Idaho,W,7,36,5.1,0,jamal-morrow-1
Chawntez Moss,2016-09-17,3,Pittsburgh,@,Oklahoma State,L,2,8,4.0,0,chawntez-moss-1
Zack Moss,2016-09-17,3,Utah,@,San Jose State,W,12,95,7.9,1,zack-moss-1
John Moten IV,2016-09-17,3,Northwestern,,Duke,W,1,3,3.0,0,john-moten-iv-1
Brenden Motley,2016-09-17,3,Virginia Tech,,Boston College,W,2,37,18.5,1,brenden-motley-1
Ahki Muhammad,2016-09-17,3,Nevada,,Buffalo,W,1,7,7.0,0,ahki-muhammad-1
Khalfani Muhammad,2016-09-17,3,California,,Texas,W,9,27,3.0,0,khalfani-muhammad-1
Nick Mullens,2016-09-17,3,Southern Mississippi,,Troy,L,2,7,3.5,0,nick-mullens-1
Ryan Nall,2016-09-17,2,Oregon State,,Idaho State,W,13,39,3.0,1,ryan-nail-1
Tre Nation,2016-09-17,3,Illinois,,Western Michigan,L,1,-2,-2.0,0,tre-nation-1
Bruce Natson,2016-09-17,3,Akron,@,Marshall,W,1,-2,-2.0,0,bruce-natson-1
Kyler Neal,2016-09-17,3,Georgia State,@,Wisconsin,L,15,41,2.7,1,kyler-neal-1
Moe Neal,2016-09-17,3,Syracuse,,South Florida,L,6,12,2.0,0,moe-neal-1
Riley Neal,2016-09-17,3,Ball State,,Eastern Kentucky,W,10,44,4.4,1,riley-neal-1
Philip Nelson,2016-09-17,3,East Carolina,@,South Carolina,L,9,-12,-1.3,0,philip-nelson-1
Tyrone Nelson,2016-09-17,3,Texas-El Paso,,Army,L,3,27,9.0,0,tyrone-nelson-2
Terrell Newby,2016-09-17,3,Nebraska,,Oregon,W,7,42,6.0,0,terrell-newby-1
Arkeel Newsome,2016-09-17,3,Connecticut,,Virginia,W,13,77,5.9,0,arkeel-newsome-1
Dakwa Nichols,2016-09-17,3,North Carolina State,,Old Dominion,W,7,29,4.1,1,dakwa-nichols-1
Jalen Nixon,2016-09-17,3,Louisiana,,South Alabama,W,1,1,1.0,0,jalen-nixon-1
Nicholas Norris,2016-09-17,3,Western Kentucky,@,Miami (OH),W,1,7,7.0,0,nicholas-norris-1
Kene Nwangwu,2016-09-17,3,Iowa State,@,Texas Christian,L,3,5,1.7,0,kene-nwangwu-1
Tyler O'Connor,2016-09-17,2,Michigan State,@,Notre Dame,W,10,43,4.3,0,tyler-oconnor-1
John O'Korn,2016-09-17,3,Michigan,,Colorado,W,1,3,3.0,0,john-okorn-1
Dejonte O'Neal,2016-09-17,3,Fresno State,@,Toledo,L,4,8,2.0,0,dejonte-oneal-1
Dare Ogunbowale,2016-09-17,3,Wisconsin,,Georgia State,W,20,65,3.3,1,dare-ogunbowale-1
Sewo Olonilua,2016-09-17,3,Texas Christian,,Iowa State,W,1,3,3.0,0,sewo-olonilua-1
Bolu Olorunfunmi,2016-09-17,3,UCLA,@,Brigham Young,W,8,15,1.9,0,bolu-olorunfunmi-1
Kevin Olsen,2016-09-17,3,UNC Charlotte,,Eastern Michigan,L,4,-2,-0.5,0,kevin-olsen-1
Connor Osborne,2016-09-17,3,Texas Christian,,Iowa State,W,1,-5,-5.0,0,connor-osborne-1
Tyrone Owens,2016-09-17,3,New Mexico,@,Rutgers,L,14,67,4.8,0,tyrone-owens-1
Devine Ozigbo,2016-09-17,3,Nebraska,,Oregon,W,21,95,4.5,1,devine-ozigbo-1
Jacob Park,2016-09-17,3,Iowa State,@,Texas Christian,L,6,2,0.3,0,jacob-park-1
Austin Parker,2016-09-17,3,Duke,@,Northwestern,L,1,-9,-9.0,0,austin-parker-2
Daniel Parr,2016-09-17,3,Florida Atlantic,@,Kansas State,L,1,-12,-12.0,0,daniel-parr-1
Zach Pascal,2016-09-17,3,Old Dominion,@,North Carolina State,L,1,9,9.0,0,zach-pascal-1
Jacques Patrick,2016-09-17,3,Florida State,@,Louisville,L,7,79,11.3,0,jacques-patrick-1
George Payne,2016-09-17,3,Southern Mississippi,,Troy,L,5,31,6.2,0,george-payne-1
Jazz Peavy,2016-09-17,3,Wisconsin,,Georgia State,W,1,8,8.0,0,jazz-peavy-1
D'Vaughn Pennamon,2016-09-17,3,Mississippi,,Alabama,L,1,3,3.0,0,dvaughn-pennamon-1
Rashaad Penny,2016-09-17,3,San Diego State,@,Northern Illinois,W,14,65,4.6,0,rashaad-penny-1
Jabrill Peppers,2016-09-17,3,Michigan,,Colorado,W,2,24,12.0,0,jabrill-peppers-1
Lamical Perine,2016-09-17,3,Florida,,North Texas,W,11,57,5.2,1,lamical-perine-1
Samaje Perine,2016-09-17,3,Oklahoma,,Ohio State,L,17,60,3.5,0,samaje-perine-1
Nathan Peterman,2016-09-17,3,Pittsburgh,@,Oklahoma State,L,9,33,3.7,0,nathan-peterman-1
Bryce Peters,2016-09-17,3,Colorado State,,Northern Colorado,W,5,18,3.6,0,bryce-peters-1
Mason Petrino,2016-09-17,3,Idaho,@,Washington State,L,4,10,2.5,0,mason-petrino-1
Kamryn Pettway,2016-09-17,3,Auburn,,Texas A&M,L,20,123,6.2,1,kamryn-pettway-1
Art Pierce,2016-09-17,2,Oregon State,,Idaho State,W,7,30,4.3,0,art-pierce-1
Demornay Pierson-El,2016-09-17,3,Nebraska,,Oregon,W,1,-6,-6.0,0,demornay-pierson-el-1
Tyrell Pigrome,2016-09-17,3,Maryland,@,Central Florida,W,1,24,24.0,1,tyrell-pigrome-1
Tony Pollard,2016-09-17,2,Memphis,,Kansas,W,5,40,8.0,1,tony-pollard-1
Todd Porter,2016-09-17,3,Eastern Michigan,@,UNC Charlotte,W,9,16,1.8,0,todd-porter-1
Kenny Potter,2016-09-17,3,San Jose State,,Utah,L,13,20,1.5,0,kenny-potter-1
Kavious Price,2016-09-17,3,Kent State,,Monmouth,W,2,33,16.5,0,kavious-price-1
Eddie Printz,2016-09-17,2,Texas State,@,Arkansas,L,2,19,9.5,0,eddie-printz-1
James Proche,2016-09-17,3,Southern Methodist,,Liberty,W,1,2,2.0,0,james-proche-1
Dakota Prukop,2016-09-17,3,Oregon,@,Nebraska,L,20,97,4.9,0,dakota-prukop-1
Donnel Pumphrey,2016-09-17,3,San Diego State,@,Northern Illinois,W,23,220,9.6,3,donnel-pumphrey-1
Brandon Radcliff,2016-09-17,3,Louisville,,Florida State,W,14,118,8.4,1,brandon-radcliff-1
Austin Ramesh,2016-09-17,3,Wisconsin,,Georgia State,W,1,1,1.0,0,austin-ramesh-1
La Ramsby,2016-09-17,3,Georgia Southern,,Louisiana-Monroe,W,14,86,6.1,0,la-ramsby-1
Justin Rankin,2016-09-17,3,Kent State,,Monmouth,W,12,59,4.9,0,justin-rankin-1
Michael Rector,2016-09-17,2,Stanford,,Southern California,W,1,56,56.0,1,michael-rector-1
Dominique Reed,2016-09-17,3,Arkansas,,Texas State,W,1,15,15.0,0,dominique-reed-1
Albert Reid,2016-09-17,3,Virginia,@,Connecticut,L,15,73,4.9,1,albert-reid-1
D.J. Reid,2016-09-17,3,Virginia Tech,,Boston College,W,3,11,3.7,0,dj-reid-2
Rocky Reid,2016-09-17,3,Wake Forest,,Delaware,W,16,47,2.9,0,rocky-reid-1
Calvin Ridley,2016-09-17,3,Alabama,@,Mississippi,W,2,2,1.0,1,calvin-ridley-1
Dallas Rivers,2016-09-17,3,Vanderbilt,@,Georgia Tech,L,2,6,3.0,0,dallas-rivers-1
Malik Roberson,2016-09-17,3,San Jose State,,Utah,L,1,2,2.0,0,malik-roberson-1
Jalani Roberts,2016-09-17,3,Northwestern,,Duke,W,2,-3,-1.5,0,jalani-roberts-1
Andre Robinson,2016-09-17,3,Penn State,,Temple,W,6,24,4.0,1,andre-robinson-2
John Robinson-Woodgett,2016-09-17,3,Massachusetts,,Florida International,W,5,28,5.6,0,john-robinson-woodgett-1
Sam Rogers,2016-09-17,3,Virginia Tech,,Boston College,W,3,15,5.0,0,sam-rogers-1
Tyler Rogers,2016-09-17,3,New Mexico State,@,Kentucky,L,15,70,4.7,2,tyler-rogers-1
Grant Rohach,2016-09-17,2,Buffalo,@,Nevada,L,1,4,4.0,0,grant-rohach-1
Dishan Romine,2016-09-17,3,Navy,@,Tulane,W,5,41,8.2,0,dishan-romine-1
Josh Rosen,2016-09-17,3,UCLA,@,Brigham Young,W,1,-8,-8.0,0,josh-rosen-1
Devin Ross,2016-09-17,3,Colorado,@,Michigan,L,1,-2,-2.0,0,devin-ross-2
Fred Ross,2016-09-17,3,Mississippi State,@,Louisiana State,L,1,-7,-7.0,0,fred-ross-1
Josh Rounds,2016-09-17,3,Tulane,,Navy,L,11,75,6.8,1,josh-rounds-1
Tyler Rouse,2016-09-17,3,Boston College,@,Virginia Tech,L,2,8,4.0,0,tyler-rouse-2
Ryan Rubley,2016-09-17,3,Tulsa,,North Carolina A&T,W,5,0,0.0,0,ryan-rubley-1
Mason Rudolph,2016-09-17,3,Oklahoma State,,Pittsburgh,W,7,-18,-2.6,0,mason-rudolph-1
Asauni Rufus,2016-09-17,3,Nevada,,Buffalo,W,1,3,3.0,0,asauni-rufus-1
Cooper Rush,2016-09-17,3,Central Michigan,,Nevada-Las Vegas,W,3,36,12.0,0,cooper-rush-1
Diocemy Saint Juste,2016-09-17,4,Hawaii,@,Arizona,L,8,34,4.3,0,diocemy-saint-juste-1
Curtis Samuel,2016-09-17,3,Ohio State,@,Oklahoma,W,11,98,8.9,1,curtis-samuel-1
Traveon Samuel,2016-09-17,3,Louisville,,Florida State,W,2,16,8.0,0,traveon-samuel-1
Jaylen Samuels,2016-09-17,3,North Carolina State,,Old Dominion,W,3,22,7.3,0,jaylen-samuels-1
Barry Sanders,2016-09-17,3,Oklahoma State,,Pittsburgh,W,1,-5,-5.0,0,barry-sanders-2
Miles Sanders,2016-09-17,3,Penn State,,Temple,W,3,27,9.0,0,miles-sanders-1
Tyler Sarrzin,2016-09-17,3,Southern Mississippi,,Troy,L,1,6,6.0,0,tyler-sarrzin-1
Isaiah Saunders,2016-09-17,3,Idaho,@,Washington State,L,2,1,0.5,0,isaiah-saunders-1
Foster Sawyer,2016-09-17,3,Texas Christian,,Iowa State,W,2,14,7.0,0,foster-sawyer-1
Emiere Scaife,2016-09-17,3,Georgia State,@,Wisconsin,L,1,0,0.0,0,emiere-scaife-1
Bo Scarbrough,2016-09-17,3,Alabama,@,Mississippi,W,7,13,1.9,1,bo-scarbrough-1
Cameron Scarlett,2016-09-17,2,Stanford,,Southern California,W,2,6,3.0,0,cameron-scarlett-1
Jordan Scarlett,2016-09-17,3,Florida,,North Texas,W,11,62,5.6,1,jordan-scarlett-1
Nick Schuessler,2016-09-17,3,Clemson,,South Carolina State,W,1,13,13.0,0,nick-schuessler-1
Anthony Scott,2016-09-17,3,East Carolina,@,South Carolina,L,10,48,4.8,0,anthony-scott-2
Boston Scott,2016-09-17,3,Louisiana Tech,@,Texas Tech,L,2,7,3.5,0,boston-scott-1
LJ Scott,2016-09-17,2,Michigan State,@,Notre Dame,W,22,98,4.5,1,lj-scott-2
Qua Searcy,2016-09-17,3,Georgia Tech,,Vanderbilt,W,2,12,6.0,0,qua-searcy-1
Nick Sharga,2016-09-17,3,Temple,@,Penn State,L,3,4,1.3,0,nick-sharga-1
Bradrick Shaw,2016-09-17,3,Wisconsin,,Georgia State,W,15,62,4.1,0,bradrick-shaw-1
R.J. Shelton,2016-09-17,2,Michigan State,@,Notre Dame,W,3,16,5.3,0,rj-shelton-1
Bryant Shirreffs,2016-09-17,3,Connecticut,,Virginia,W,20,33,1.7,1,bryant-shirreffs-1
Ashton Shumpert,2016-09-17,3,Mississippi State,@,Louisiana State,L,6,34,5.7,0,ashton-shumpert-1
Kyle Shurmur,2016-09-17,3,Vanderbilt,@,Georgia Tech,L,2,-4,-2.0,0,kyle-shurmur-1
Armand Shyne,2016-09-17,3,Utah,@,San Jose State,W,12,92,7.7,1,armand-shyne-1
Justin Silmon,2016-09-17,2,Kansas State,,Florida Atlantic,W,3,18,6.0,0,justin-silmon-1
Brandon Silvers,2016-09-17,3,Troy,@,Southern Mississippi,W,3,0,0.0,0,brandon-silvers-2
Rowdy Simon,2016-09-17,3,Tulsa,,North Carolina A&T,W,5,20,4.0,0,rowdy-simon-1
Cortrelle Simpson,2016-09-17,3,Temple,@,Penn State,L,1,-1,-1.0,0,cortrelle-simpson-1
Devin Singletary,2016-09-17,3,Florida Atlantic,@,Kansas State,L,7,29,4.1,0,devin-singletary-1
Alonzo Smith,2016-09-17,3,Miami (OH),,Western Kentucky,L,10,30,3.0,0,alonzo-smith-2
Brad Smith,2016-09-17,3,Toledo,,Fresno State,W,4,14,3.5,0,brad-smith-8
De'Veon Smith,2016-09-17,3,Michigan,,Colorado,W,11,87,7.9,1,deveon-smith-1
Garrett Smith,2016-09-17,3,Louisiana-Monroe,@,Georgia Southern,L,14,22,1.6,1,garrett-smith-2
Glenn Smith,2016-09-17,3,Georgia State,@,Wisconsin,L,1,5,5.0,0,glenn-smith-2
Ito Smith,2016-09-17,3,Southern Mississippi,,Troy,L,20,131,6.6,2,ito-smith-1
Jason Smith,2016-09-17,3,Auburn,,Texas A&M,L,1,0,0.0,0,jason-smith-5
Jeremy Smith,2016-09-17,3,Louisville,,Florida State,W,4,16,4.0,2,jeremy-smith-4
Sawyer Smith,2016-09-17,3,Troy,@,Southern Mississippi,W,4,0,0.0,0,sawyer-smith-1
Trey Smith,2016-09-17,3,Louisville,,Florida State,W,2,4,2.0,0,trey-smith-4
Benjamin Snell Jr.,2016-09-17,3,Kentucky,,New Mexico State,W,17,136,8.0,4,benjamin-snell-jr-1
Devon Spalding,2016-09-17,3,Central Michigan,,Nevada-Las Vegas,W,5,9,1.8,0,devon-spalding-1
Jalen Sparks,2016-09-17,3,UCLA,@,Brigham Young,W,2,1,0.5,0,jalen-sparks-1
Wilton Speight,2016-09-17,3,Michigan,,Colorado,W,6,-14,-2.3,0,wilton-speight-1
Elijah St. Hilaire,2016-09-17,3,Army,@,Texas-El Paso,W,3,16,5.3,1,elijah-st-hilaire-1
Johnny Stanton,2016-09-17,3,Nevada-Las Vegas,@,Central Michigan,L,8,19,2.4,0,johnny-stanton-1
Nate Starks,2016-09-17,3,UCLA,@,Brigham Young,W,15,39,2.6,0,nate-starks-1
Brandon Stephens,2016-09-17,3,UCLA,@,Brigham Young,W,5,4,0.8,0,brandon-stephens-2
Jason Stewart,2016-09-17,2,Memphis,,Kansas,W,5,15,3.0,0,jason-stewart-3
Tyler Stewart,2016-09-17,3,Nevada,,Buffalo,W,6,31,5.2,1,tyler-stewart-1
Brent Stockstill,2016-09-17,3,Middle Tennessee State,@,Bowling Green State,W,1,-9,-9.0,0,brent-stockstill-1
Justin Stockton,2016-09-17,3,Texas Tech,,Louisiana Tech,W,11,34,3.1,0,justin-stockton-1
Melquise Stovall,2016-09-17,3,California,,Texas,W,1,2,2.0,0,melquise-stovall-1
Dontae Strickland,2016-09-17,3,Syracuse,,South Florida,L,30,127,4.2,0,dontae-strickland-2
James Summers,2016-09-17,3,East Carolina,@,South Carolina,L,11,71,6.5,0,james-summers-1
Terry Swanson,2016-09-17,3,Toledo,,Fresno State,W,13,64,4.9,0,terry-swanson-1
Tyrone Swoopes,2016-09-17,3,Texas,@,California,L,6,32,5.3,0,tyrone-swoopes-1
Patrick Taylor Jr.,2016-09-17,2,Memphis,,Kansas,W,13,88,6.8,0,patrick-taylor-jr-1
J.J. Taylor,2016-09-17,3,Arizona,,Hawaii,W,18,168,9.3,1,jj-taylor-1
Raymond Taylor,2016-09-17,3,Tulsa,,North Carolina A&T,W,4,22,5.5,0,raymond-taylor-1
Taywan Taylor,2016-09-17,3,Western Kentucky,@,Miami (OH),W,1,16,16.0,0,taywan-taylor-1
Tyrain Taylor,2016-09-17,3,New Mexico State,@,Kentucky,L,1,5,5.0,1,tyrain-taylor-1
Zach Terrell,2016-09-17,3,Western Michigan,@,Illinois,W,11,21,1.9,1,zach-terrell-1
Damion Terry,2016-09-17,2,Michigan State,@,Notre Dame,W,2,2,1.0,0,damion-terry-1
Jahad Thomas,2016-09-17,3,Temple,@,Penn State,L,14,52,3.7,2,jahad-thomas-1
Javon Thomas,2016-09-17,3,Tulsa,,North Carolina A&T,W,2,8,4.0,0,javon-thomas-1
