Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Gerald Jones,2003-08-23,1,San Jose State,,Grambling State,W,1,46,1,,gerald-jones-1
James McGill,2003-08-23,1,Kansas State,,California,W,1,5,0,,james-mcgill-1
Jesse Avant,2003-08-28,1,Ball State,,Indiana State,W,1,0,0,,jesse-avant-1
Jon Burbidge,2003-08-28,1,Brigham Young,,Georgia Tech,W,1,0,0,,jon-burbidge-1
James Butler,2003-08-28,1,Georgia Tech,@,Brigham Young,L,1,1,0,,james-butler-1
Dion Byrum,2003-08-28,1,Ohio,,Southeast Missouri State,W,1,0,0,,dion-byrum-1
Randee Drew,2003-08-28,1,Northern Illinois,,Maryland,W,1,0,0,,randee-drew-1
Mark Estelle,2003-08-28,1,Utah State,@,Utah,L,1,38,0,,mark-estelle-1
Domonique Foxworth,2003-08-28,1,Maryland,@,Northern Illinois,L,1,0,0,,domonique-foxworth-1
Reuben Houston,2003-08-28,1,Georgia Tech,@,Brigham Young,L,1,0,0,,reuben-houston-1
T.J. Jackson,2003-08-28,1,Louisiana Tech,,Miami (FL),L,1,0,0,,tj-jackson-1
Brandon Lynch,2003-08-28,1,Middle Tennessee State,,Florida Atlantic,L,1,18,0,,brandon-lynch-1
Jamie Manor,2003-08-28,1,Eastern Michigan,,East Tennessee State,W,1,0,0,,jamie-manor-1
Rickey McKenzie,2003-08-28,1,Akron,,Kent State,L,1,-14,0,,rickey-mckenzie-1
Travis Mikalauskas,2003-08-28,1,Ball State,,Indiana State,W,1,0,0,,travis-mikalauskas-1
Antrel Rolle,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,1,30,1,,antrel-rolle-1
Tyler Russ,2003-08-28,1,Ohio,,Southeast Missouri State,W,1,13,0,,tyler-russ-1
Morgan Scalley,2003-08-28,1,Utah,,Utah State,W,1,34,0,,morgan-scalley-1
Sean Taylor,2003-08-28,1,Miami (FL),@,Louisiana Tech,W,1,0,0,,sean-taylor-1
Terrance Washington,2003-08-28,1,Utah State,@,Utah,L,1,0,0,,terrance-washington-1
Michael Woods,2003-08-28,1,Middle Tennessee State,,Florida Atlantic,L,1,2,0,,michael-woods-2
T.J. Wright,2003-08-28,1,Ohio,,Southeast Missouri State,W,1,51,0,,tj-wright-1
Patrick Body,2003-08-29,1,Toledo,@,Nevada-Las Vegas,L,1,45,0,,patrick-body-1
Arthur Adams,2003-08-30,1,Troy,@,Kansas State,L,1,0,0,,arthur-adams-1
Ekene Agwuenu,2003-08-30,1,Nevada,,Southern Utah,W,1,5,0,,ekene-agwuenu-1
Jaxson Appel,2003-08-30,1,Texas A&M,,Arkansas State,W,1,16,0,,jaxson-appel-1
Ryan Aycock,2003-08-30,1,Texas Tech,,Southern Methodist,W,1,0,0,,ryan-aycock-1
Darren Barnett,2003-08-30,1,Michigan State,,Western Michigan,W,1,2,0,,darren-barnett-1
Darnell Bing,2003-08-30,1,Southern California,@,Auburn,W,1,5,0,,darnell-bing-1
Jonas Buckles,2003-08-30,1,North Texas,@,Oklahoma,L,1,9,0,,jonas-buckles-1
Josh Bullocks,2003-08-30,1,Nebraska,,Oklahoma State,W,2,0,0,,josh-bullocks-1
Jonathan Burke,2003-08-30,1,Arkansas State,@,Texas A&M,L,2,3,0,,jonathan-burke-1
Logan Carter,2003-08-30,1,Nevada,,Southern Utah,W,1,2,0,,logan-carter-1
Eddie Carthan,2003-08-30,1,Navy,,Virginia Military Institute,W,1,0,0,,eddie-carthan-1
David Conley,2003-08-30,1,Air Force,,Wofford,W,1,33,0,,david-conley-1
Sean Considine,2003-08-30,1,Iowa,,Miami (OH),W,1,0,0,,sean-considine-1
Awan Diles,2003-08-30,1,Fresno State,@,Tennessee,L,1,18,0,,awan-diles-1
Chris Dixon,2003-08-30,1,Wyoming,,Montana State,W,1,0,0,,chris-dixon-1
Adell Duckett,2003-08-30,1,Texas Tech,,Southern Methodist,W,1,5,1,,adell-duckett-1
Deandre Eiland,2003-08-30,1,South Carolina,,Louisiana,W,1,19,0,,deandre-eiland-1
Joe Fleskoski,2003-08-30,1,Texas-El Paso,@,Arizona,L,1,39,1,,joe-fleskoski-1
Aaron Francis,2003-08-30,1,Texas-El Paso,@,Arizona,L,1,0,0,,aaron-francis-1
Chris Harris,2003-08-30,1,Louisiana-Monroe,@,Louisiana State,L,1,0,0,,chris-harris-2
Bryan Hickman,2003-08-30,2,Kansas State,,Troy,W,1,6,0,,bryan-hickman-1
Eddie Hillery,2003-08-30,1,Central Michigan,@,Michigan,L,1,21,0,,eddie-hillery-1
Jon Holland,2003-08-30,1,Oklahoma State,@,Nebraska,L,1,0,0,,jon-holland-1
Rolando Humphrey,2003-08-30,1,Southern Methodist,@,Texas Tech,L,1,0,0,,rolando-humphrey-1
Jack Hunt,2003-08-30,1,Louisiana State,,Louisiana-Monroe,W,1,31,1,,jack-hunt-1
Roderrick Jackson,2003-08-30,1,Wyoming,,Montana State,W,1,43,0,,roderrick-jackson-1
Chad Johnson,2003-08-30,1,Texas Tech,,Southern Methodist,W,1,1,0,,chad-johnson-2
Jovon Johnson,2003-08-30,1,Iowa,,Miami (OH),W,2,20,0,,jovon-johnson-1
Ali Jones,2003-08-30,1,Nevada,,Southern Utah,W,1,0,0,,ali-jones-1
Sammy Joseph,2003-08-30,1,Colorado,N,Colorado State,W,1,0,0,,sammy-joseph-1
Mike Labinjo,2003-08-30,1,Michigan State,,Western Michigan,W,1,5,0,,mike-labinjo-1
Jeremy Lesueur,2003-08-30,1,Michigan,,Central Michigan,W,1,27,0,,jeremy-lesueur-1
Keith Lewis,2003-08-30,1,Oregon,@,Mississippi State,W,1,0,0,,keith-lewis-1
Richard Marshall,2003-08-30,1,Fresno State,@,Tennessee,L,1,81,1,,richard-marshall-1
