Player,Date,G,School,Loc,Opponent,WL,Punt Ret,Punt Ret Yds,Punt Ret Avg,Punt Ret TD,unique_id
Chad Beebe,2015-09-05,1,Northern Illinois,,Nevada-Las Vegas,W,1,13,13.0,0,chad-beebe-1
V'Angelo Bentley,2015-09-05,1,Illinois,,Kent State,W,3,85,28.3,0,vangelo-bentley-1
Braxton Berrios,2015-09-05,1,Miami (FL),,Bethune-Cookman,W,1,5,5.0,0,braxton-berrios-1
Kentrell Brothers,2015-09-05,1,Missouri,,Southeast Missouri State,W,1,6,6.0,0,kentrell-brothers-1
Beniquez Brown,2015-09-05,1,Mississippi State,@,Southern Mississippi,W,1,31,31.0,0,beniquez-brown-1
Garrett Brown,2015-09-05,1,Air Force,,Morgan State,W,2,83,41.5,1,garrett-brown-2
Jeremiah Bryson,2015-09-05,1,Middle Tennessee State,,Jackson State,W,2,24,12.0,0,jeremiah-bryson-1
Ryan Burbrink,2015-09-05,1,Bowling Green State,N,Tennessee,L,2,23,11.5,0,ryan-burbrink-1
Ernest Calhoun,2015-09-05,1,Kent State,@,Illinois,L,4,18,4.5,0,ernest-calhoun-1
Antonio Callaway,2015-09-05,1,Florida,,New Mexico State,W,1,19,19.0,0,antonio-callaway-1
Calvin Cass Jr.,2015-09-05,1,Navy,,Colgate,W,1,12,12.0,0,calvin-cass-jr-1
Sean Chandler,2015-09-05,1,Temple,,Penn State,W,1,15,15.0,0,sean-chandler-2
Bra'Lon Cherry,2015-09-05,1,North Carolina State,,Troy,W,1,33,33.0,0,bralon-cherry-1
Jared Cornelius,2015-09-05,1,Arkansas,,Texas-El Paso,W,2,12,6.0,0,jared-cornelius-1
Carlos Davis,2015-09-05,1,Mississippi,,Tennessee-Martin,W,6,80,13.3,0,carlos-davis-2
Chris Davis,2015-09-05,1,New Mexico,,Mississippi Valley State,W,1,0,0.0,0,chris-davis-12
Imani Davis,2015-09-05,1,Akron,@,Oklahoma,L,1,0,0.0,0,imani-davis-1
Marcus Davis,2015-09-05,1,Auburn,N,Louisville,W,1,-2,-2.0,0,marcus-davis-3
Reggie Davis,2015-09-05,1,Georgia,,Louisiana-Monroe,W,2,28,14.0,0,reggie-davis-4
Trevor Davis,2015-09-05,1,California,,Grambling State,W,1,-4,-4.0,0,trevor-davis-1
Corn Elder,2015-09-05,1,Miami (FL),,Bethune-Cookman,W,3,78,26.0,1,corn-elder-1
Alex Erickson,2015-09-05,1,Wisconsin,N,Alabama,L,2,15,7.5,0,alex-erickson-1
Conner Floyd,2015-09-05,1,Tulsa,,Florida Atlantic,W,1,0,0.0,0,conner-floyd-1
Devin Fuller,2015-09-05,1,UCLA,,Virginia,W,1,0,0.0,0,devin-fuller-1
Tajee Fullwood,2015-09-05,1,South Florida,,Florida A&M,W,3,21,7.0,0,tajee-fullwood-1
Deionte Gaines,2015-09-05,1,Colorado State,,Savannah State,W,1,26,26.0,0,deionte-gaines-1
Tanner Gentry,2015-09-05,1,Wyoming,,North Dakota,L,2,29,14.5,0,tanner-gentry-1
Randall Goforth,2015-09-05,1,UCLA,,Virginia,W,2,28,14.0,0,randall-goforth-1
Janarion Grant,2015-09-05,1,Rutgers,,Norfolk State,W,2,13,6.5,0,janarion-grant-1
Micah Hannemann,2015-09-05,1,Brigham Young,@,Nebraska,W,1,11,11.0,0,micah-hannemann-1
Joe Hansley,2015-09-05,1,Colorado State,,Savannah State,W,3,22,7.3,0,joe-hansley-1
Vernon Hargreaves III,2015-09-05,1,Florida,,New Mexico State,W,1,11,11.0,0,vernon-hargreaves-iii-1
De'Chavon Hayes,2015-09-05,1,Arizona State,N,Texas A&M,L,3,21,7.0,0,dechavon-hayes-1
Dominique Heath,2015-09-05,1,Kansas State,,South Dakota,W,3,52,17.3,0,dominique-heath-1
Germone Hopper,2015-09-05,1,Clemson,,Wofford,W,1,-9,-9.0,0,germone-hopper-1
Adoree Jackson,2015-09-05,1,Southern California,,Arkansas State,W,2,40,20.0,0,adoree-jackson-1
Daje Johnson,2015-09-05,1,Texas,@,Notre Dame,L,2,3,1.5,0,daje-johnson-1
Cyrus Jones,2015-09-05,1,Alabama,N,Wisconsin,W,4,25,6.3,0,cyrus-jones-2
Damontae Kazee,2015-09-05,1,San Diego State,,San Diego,W,1,-1,-1.0,0,damontae-kazee-1
Desmond King,2015-09-05,1,Iowa,,Illinois State,W,2,26,13.0,0,desmond-king-1
Christian Kirk,2015-09-05,1,Texas A&M,N,Arizona State,W,2,82,41.0,1,christian-kirk-1
Allen Lazard,2015-09-05,1,Iowa State,,Northern Iowa,W,4,100,25.0,0,allen-lazard-1
Cre'Von Leblanc,2015-09-05,1,Florida Atlantic,@,Tulsa,L,1,6,6.0,0,crevon-leblanc-1
William Likely,2015-09-05,1,Maryland,,Richmond,W,8,233,29.1,1,william-likely-1
Collin Lisa,2015-09-05,1,Buffalo,,Albany,W,2,23,11.5,0,collin-lisa-1
Marques Little,2015-09-05,1,Old Dominion,@,Eastern Michigan,W,2,17,8.5,0,marques-little-1
Avonte Maddox,2015-09-05,1,Pittsburgh,,Youngstown State,W,1,1,1.0,0,avonte-maddox-1
Josh Magee,2015-09-05,1,South Alabama,,Gardner-Webb,W,2,0,0.0,0,josh-magee-1
Jacob Martinez,2015-09-05,1,Buffalo,,Albany,W,1,86,86.0,1,jacob-martinez-1
Christian McCaffrey,2015-09-05,1,Stanford,@,Northwestern,L,1,-8,-8.0,0,christian-mccaffrey-1
Ray-Ray McCloud,2015-09-05,1,Clemson,,Wofford,W,1,-6,-6.0,0,ray-ray-mccloud-1
Brandon McDowell,2015-09-05,1,Texas State,@,Florida State,L,1,10,10.0,0,brandon-mcdowell-1
Simms McElfresh,2015-09-05,1,Appalachian State,,Howard,W,1,11,11.0,0,simms-mcelfresh-1
Elijah McGuire,2015-09-05,1,Louisiana,@,Kentucky,L,1,-2,-2.0,0,elijah-mcguire-1
Fred McRae,2015-09-05,1,Miami (OH),,Presbyterian,W,3,39,13.0,0,fred-mcrae-1
Joe Mixon,2015-09-05,1,Oklahoma,,Akron,W,1,0,0.0,0,joe-mixon-1
Stanley Morgan Jr.,2015-09-05,1,Nebraska,,Brigham Young,L,1,5,5.0,0,stanley-morgan-jr-1
Darius Mosley,2015-09-05,1,Illinois,,Kent State,W,1,-2,-2.0,0,darius-mosley-1
Chris Murray,2015-09-05,1,Arkansas State,@,Southern California,L,1,0,0.0,0,chris-murray-2
Nick Needham,2015-09-05,1,Texas-El Paso,@,Arkansas,L,1,2,2.0,0,nick-needham-1
Kanawai Noa,2015-09-05,1,California,,Grambling State,W,1,0,0.0,0,kanawai-noa-1
Mitchell Paige,2015-09-05,1,Indiana,,Southern Illinois,W,3,19,6.3,0,mitchell-paige-1
Tre' Parmalee,2015-09-05,1,Kansas,,South Dakota State,L,2,25,12.5,0,tre-parmalee-1
Aarion Penton,2015-09-05,1,Missouri,,Southeast Missouri State,W,4,66,16.5,1,aarion-penton-2
Kyrin Priester,2015-09-05,1,Washington State,,Portland State,L,2,6,3.0,0,kyrin-priester-1
Roderick Proctor,2015-09-05,1,Memphis,,Missouri State,W,3,84,28.0,1,roderick-proctor-1
Jordan Reed,2015-09-05,1,South Florida,,Florida A&M,W,1,6,6.0,0,jordan-reed-2
Hunter Renfrow,2015-09-05,1,Clemson,,Wofford,W,1,3,3.0,0,hunter-renfrow-1
Fred Ross,2015-09-05,1,Mississippi State,@,Southern Mississippi,W,1,-25,-25.0,0,fred-ross-1
Travis Rudolph,2015-09-05,1,Florida State,,Texas State,W,1,-1,-1.0,0,travis-rudolph-1
Trever Ryen,2015-09-05,1,Iowa State,,Northern Iowa,W,4,93,23.3,1,trever-ryen-1
C.J Sanders,2015-09-05,1,Notre Dame,,Texas,W,3,-1,-0.3,0,cj-sanders-1
Debrandon Sanders,2015-09-05,1,Navy,,Colgate,W,3,38,12.7,0,debrandon-sanders-1
Artavis Scott,2015-09-05,1,Clemson,,Wofford,W,2,22,11.0,0,artavis-scott-1
Sterling Shepard,2015-09-05,1,Oklahoma,,Akron,W,4,32,8.0,0,sterling-shepard-1
Miles Shuler,2015-09-05,1,Northwestern,,Stanford,W,1,7,7.0,0,miles-shuler-1
Van Smith,2015-09-05,1,Clemson,,Wofford,W,1,0,0.0,0,van-smith-2
Samuel Stewart,2015-09-05,1,Rice,,Wagner,W,3,32,10.7,0,samuel-stewart-1
Jenson Stoshak,2015-09-05,1,Florida Atlantic,@,Tulsa,L,1,5,5.0,0,jenson-stoshak-1
Cameron Sutton,2015-09-05,1,Tennessee,N,Bowling Green State,W,3,102,34.0,0,cameron-sutton-1
Blaise Taylor,2015-09-05,1,Arkansas State,@,Southern California,L,1,6,6.0,0,blaise-taylor-1
Trent Taylor,2015-09-05,1,Louisiana Tech,,Southern,W,1,-5,-5.0,0,trent-taylor-2
Ryan Timmons,2015-09-05,1,Kentucky,,Louisiana,W,1,16,16.0,0,ryan-timmons-1
Christian Tober,2015-09-05,1,Southern California,,Arkansas State,W,1,-2,-2.0,0,christian-tober-1
Paul Turner,2015-09-05,1,Louisiana Tech,,Southern,W,1,45,45.0,1,paul-turner-3
D'Andre Walker,2015-09-05,1,Georgia,,Louisiana-Monroe,W,1,9,9.0,0,dandre-walker-1
Shaq Washington,2015-09-05,1,Cincinnati,,Alabama A&M,W,2,11,5.5,0,shaq-washington-1
Marquez White,2015-09-05,1,Florida State,,Texas State,W,2,0,0.0,0,marquez-white-1
Carlos Wiggins,2015-09-05,1,New Mexico,,Mississippi Valley State,W,2,17,8.5,0,carlos-wiggins-1
Jesus Wilson,2015-09-05,1,Florida State,,Texas State,W,2,22,11.0,0,jesus-wilson-1
Hyleck Foster,2015-09-06,1,Marshall,,Purdue,W,3,33,11.0,0,hyleck-foster-1
Trae Hart,2015-09-06,1,Purdue,@,Marshall,L,1,9,9.0,0,trae-hart-1
Ezekiel Elliott,2015-09-07,1,Ohio State,@,Virginia Tech,W,2,13,6.5,0,ezekiel-elliott-1
Greg Stroman,2015-09-07,1,Virginia Tech,,Ohio State,L,1,0,0.0,0,greg-stroman-1
Kylen Towner,2015-09-10,2,Western Kentucky,,Louisiana Tech,W,3,37,12.3,0,kylen-towner-1
Britain Covey,2015-09-11,2,Utah,,Utah State,W,5,37,7.4,0,britain-covey-1
Jalen Davis,2015-09-11,2,Utah State,@,Utah,L,3,19,6.3,0,jalen-davis-1
Jenson Stoshak,2015-09-11,2,Florida Atlantic,,Miami (FL),L,1,-1,-1.0,0,jenson-stoshak-1
Bralon Addison,2015-09-12,2,Oregon,@,Michigan State,L,4,98,24.5,1,bralon-addison-1
Jaire Alexander,2015-09-12,2,Louisville,,Houston,L,2,24,12.0,0,jaire-alexander-1
Mark Allen,2015-09-12,2,Penn State,,Buffalo,W,1,0,0.0,0,mark-allen-5
Sherman Alston,2015-09-12,2,Boston College,,Howard,W,2,48,24.0,0,sherman-alston-1
Robby Anderson,2015-09-12,2,Temple,@,Cincinnati,W,1,-1,-1.0,0,robby-anderson-1
Drew Barksdale,2015-09-12,2,Boston College,,Howard,W,1,1,1.0,0,drew-barksdale-1
Alex Barrow,2015-09-12,2,UNC Charlotte,,Presbyterian,W,1,-1,-1.0,0,alex-barrow-2
Cameron Batson,2015-09-12,2,Texas Tech,,Texas-El Paso,W,3,38,12.7,0,cameron-batson-1
Ed'Marques Batties,2015-09-12,2,Middle Tennessee State,@,Alabama,L,2,6,3.0,0,edmarques-batties-1
Bobo Beathard,2015-09-12,2,Appalachian State,@,Clemson,L,2,-2,-1.0,0,bobo-beathard-1
Chad Beebe,2015-09-12,2,Northern Illinois,,Murray State,W,3,40,13.3,0,chad-beebe-1
V'Angelo Bentley,2015-09-12,2,Illinois,,Western Illinois,W,2,-1,-0.5,0,vangelo-bentley-1
Tyler Boyd,2015-09-12,2,Pittsburgh,@,Akron,W,1,-6,-6.0,0,tyler-boyd-1
Jacom Brimhall,2015-09-12,2,Arizona State,,Cal Poly,W,2,0,0.0,0,jacom-brimhall-1
Garrett Brown,2015-09-12,2,Air Force,,San Jose State,W,1,17,17.0,0,garrett-brown-2
Ryan Burbrink,2015-09-12,2,Bowling Green State,@,Maryland,W,2,13,6.5,0,ryan-burbrink-1
Ernest Calhoun,2015-09-12,2,Kent State,,Delaware State,W,3,6,2.0,0,ernest-calhoun-1
Antonio Callaway,2015-09-12,2,Florida,,East Carolina,W,2,6,3.0,0,antonio-callaway-1
Maurice Canady,2015-09-12,2,Virginia,,Notre Dame,L,1,11,11.0,0,maurice-canady-1
Rashon Ceaser,2015-09-12,2,Louisiana-Monroe,,Nicholls State,W,1,16,16.0,0,rashon-ceaser-1
Bra'Lon Cherry,2015-09-12,2,North Carolina State,,Eastern Kentucky,W,4,74,18.5,0,bralon-cherry-1
Corey Coleman,2015-09-12,2,Baylor,,Lamar,W,1,5,5.0,0,corey-coleman-1
A.J. Coney,2015-09-12,2,Akron,,Pittsburgh,L,3,13,4.3,0,aj-coney-1
Pharoh Cooper,2015-09-12,2,South Carolina,,Kentucky,L,2,24,12.0,0,pharoh-cooper-1
Jared Cornelius,2015-09-12,2,Arkansas,N,Toledo,L,1,43,43.0,0,jared-cornelius-1
Dustin Creel,2015-09-12,2,Eastern Michigan,@,Wyoming,W,1,2,2.0,0,dustin-creel-1
Justice Davila,2015-09-12,2,Old Dominion,,Norfolk State,W,1,0,0.0,0,justice-davila-1
Carlos Davis,2015-09-12,2,Mississippi,,Fresno State,W,1,-8,-8.0,0,carlos-davis-2
Trevor Davis,2015-09-12,2,California,,San Diego State,W,2,15,7.5,0,trevor-davis-1
Derrick Dick,2015-09-12,2,Texas-San Antonio,,Kansas State,L,2,5,2.5,0,derrick-dick-1
K.J. Dillon,2015-09-12,2,West Virginia,,Liberty,W,2,21,10.5,0,kj-dillon-1
Rahmel Dockery,2015-09-12,2,Oregon State,@,Michigan,L,1,3,3.0,0,rahmel-dockery-1
Austin Duke,2015-09-12,2,UNC Charlotte,,Presbyterian,W,3,-8,-2.7,0,austin-duke-1
Jaylen Dunlap,2015-09-12,2,Illinois,,Western Illinois,W,1,17,17.0,0,jaylen-dunlap-1
Trey Ellis,2015-09-12,2,Vanderbilt,,Georgia,L,2,6,3.0,0,trey-ellis-1
Alex Erickson,2015-09-12,2,Wisconsin,,Miami (OH),W,4,72,18.0,0,alex-erickson-1
Lamarcus Farmer,2015-09-12,2,Troy,,Charleston Southern,W,3,14,4.7,0,lamarcus-farmer-1
Hyleck Foster,2015-09-12,2,Marshall,@,Ohio,L,2,5,2.5,0,hyleck-foster-1
Devin Fuller,2015-09-12,2,UCLA,@,Nevada-Las Vegas,W,2,15,7.5,0,devin-fuller-1
Tajee Fullwood,2015-09-12,2,South Florida,@,Florida State,L,2,46,23.0,0,tajee-fullwood-1
Tanner Gentry,2015-09-12,2,Wyoming,,Eastern Michigan,L,3,25,8.3,0,tanner-gentry-1
Latrell Gibbs,2015-09-12,2,Appalachian State,@,Clemson,L,1,7,7.0,0,latrell-gibbs-1
Jamal Golden,2015-09-12,2,Georgia Tech,,Tulane,W,1,44,44.0,0,jamal-golden-1
Janarion Grant,2015-09-12,2,Rutgers,,Washington State,L,2,56,28.0,1,janarion-grant-1
Micah Hannemann,2015-09-12,2,Brigham Young,,Boise State,W,1,4,4.0,0,micah-hannemann-1
Joe Hansley,2015-09-12,2,Colorado State,,Minnesota,L,3,19,6.3,0,joe-hansley-1
Ronnie Harrison,2015-09-12,2,Alabama,,Middle Tennessee State,W,1,8,8.0,0,ronnie-harrison-1
De'Chavon Hayes,2015-09-12,2,Arizona State,,Cal Poly,W,3,4,1.3,0,dechavon-hayes-1
Dominique Heath,2015-09-12,2,Kansas State,@,Texas-San Antonio,W,3,1,0.3,0,dominique-heath-1
Tabari Hines,2015-09-12,2,Wake Forest,@,Syracuse,L,1,-2,-2.0,0,tabari-hines-1
Preston Hodges,2015-09-12,2,Colorado State,,Minnesota,L,3,19,6.3,0,preston-hodges-1
Adoree Jackson,2015-09-12,2,Southern California,,Idaho,W,3,7,2.3,0,adoree-jackson-1
Craig James,2015-09-12,2,Minnesota,@,Colorado State,W,2,9,4.5,0,craig-james-2
Gary Jennings,2015-09-12,2,West Virginia,,Liberty,W,1,15,15.0,0,gary-jennings-1
Daje Johnson,2015-09-12,2,Texas,,Rice,W,3,119,39.7,1,daje-johnson-1
Quay Johnson,2015-09-12,2,East Carolina,@,Florida,L,2,15,7.5,0,quay-johnson-1
Cyrus Jones,2015-09-12,2,Alabama,,Middle Tennessee State,W,1,5,5.0,0,cyrus-jones-2
Derek Keaton,2015-09-12,2,Georgia Southern,,Western Michigan,W,1,15,15.0,0,derek-keaton-2
Darvin Kidsy,2015-09-12,1,North Texas,@,Southern Methodist,L,2,18,9.0,0,darvin-kidsy-1
Desmond King,2015-09-12,2,Iowa,@,Iowa State,W,2,34,17.0,0,desmond-king-1
Christian Kirk,2015-09-12,2,Texas A&M,,Ball State,W,2,67,33.5,0,christian-kirk-1
Allen Lazard,2015-09-12,2,Iowa State,,Iowa,L,1,0,0.0,0,allen-lazard-1
Richard Leonard,2015-09-12,2,Florida International,@,Indiana,L,3,17,5.7,0,richard-leonard-1
William Likely,2015-09-12,2,Maryland,,Bowling Green State,L,2,82,41.0,1,william-likely-1
Marques Little,2015-09-12,2,Old Dominion,,Norfolk State,W,1,1,1.0,0,marques-little-1
Gavin Locklear,2015-09-12,2,North Carolina State,,Eastern Kentucky,W,1,5,5.0,0,gavin-locklear-1
Bishop Louie,2015-09-12,2,Tulsa,@,New Mexico,W,1,0,0.0,0,bishop-louie-1
Jay MacIntyre,2015-09-12,2,Colorado,,Massachusetts,W,1,2,2.0,0,jay-macintyre-1
Jalin Marshall,2015-09-12,2,Ohio State,,Hawaii,W,3,45,15.0,0,jalin-marshall-1
Casey Martin,2015-09-12,2,Southern Mississippi,,Austin Peay,W,2,1,0.5,0,casey-martin-1
Christian McCaffrey,2015-09-12,2,Stanford,,Central Florida,W,2,32,16.0,0,christian-mccaffrey-1
Chico McClatcher,2015-09-12,2,Washington,,Sacramento State,W,2,11,5.5,0,chico-mcclatcher-1
Jalen McCleskey,2015-09-12,2,Oklahoma State,,Central Arkansas,W,3,1,0.3,0,jalen-mccleskey-1
Ray-Ray McCloud,2015-09-12,2,Clemson,,Appalachian State,W,1,10,10.0,0,ray-ray-mccloud-1
Brandon McDowell,2015-09-12,2,Texas State,,Prairie View A&M,W,3,101,33.7,1,brandon-mcdowell-1
Elijah McGuire,2015-09-12,2,Louisiana,,Northwestern State,W,1,8,8.0,0,elijah-mcguire-1
Isaiah McKenzie,2015-09-12,2,Georgia,@,Vanderbilt,W,3,89,29.7,1,isaiah-mckenzie-1
Takkarist McKinley,2015-09-12,2,UCLA,@,Nevada-Las Vegas,W,1,32,32.0,0,takkarist-mckinley-1
Lloyd Mills,2015-09-12,2,San Diego State,@,California,L,1,2,2.0,0,lloyd-mills-1
Chris Milton,2015-09-12,2,Georgia Tech,,Tulane,W,1,17,17.0,0,chris-milton-1
Steven Mitchell,2015-09-12,2,Southern California,,Idaho,W,1,1,1.0,0,steven-mitchell-1
Teldrick Morgan,2015-09-12,2,New Mexico State,,Georgia State,L,2,4,2.0,0,teldrick-morgan-1
Richard Mullaney,2015-09-12,2,Alabama,,Middle Tennessee State,W,1,22,22.0,0,richard-mullaney-1
Chris Murray,2015-09-12,2,Arkansas State,,Missouri,L,2,2,1.0,0,chris-murray-2
Kam Myers,2015-09-12,2,Georgia State,@,New Mexico State,W,2,8,4.0,0,kam-myers-1
Flynn Nagel,2015-09-12,2,Northwestern,,Eastern Illinois,W,2,-2,-1.0,0,flynn-nagel-1
Davonte' Neal,2015-09-12,2,Arizona,@,Nevada,W,1,26,26.0,0,davonte-neal-1
Nick Nelson,2015-09-12,2,Hawaii,@,Ohio State,L,2,8,4.0,0,nick-nelson-2
Picasso Nelson,2015-09-12,2,Southern Mississippi,,Austin Peay,W,1,20,20.0,0,picasso-nelson-1
Mitchell Paige,2015-09-12,2,Indiana,,Florida International,W,1,9,9.0,0,mitchell-paige-1
Tre' Parmalee,2015-09-12,2,Kansas,,Memphis,L,1,-3,-3.0,0,tre-parmalee-1
Aarion Penton,2015-09-12,2,Missouri,@,Arkansas State,W,2,10,5.0,0,aarion-penton-2
Jabrill Peppers,2015-09-12,2,Michigan,,Oregon State,W,3,14,4.7,0,jabrill-peppers-1
Dante Pettis,2015-09-12,2,Washington,,Sacramento State,W,1,12,12.0,0,dante-pettis-1
Brandon Powell,2015-09-12,2,Florida,,East Carolina,W,1,0,0.0,0,brandon-powell-1
Kyrin Priester,2015-09-12,2,Washington State,@,Rutgers,W,2,16,8.0,0,kyrin-priester-1
Roderick Proctor,2015-09-12,2,Memphis,@,Kansas,W,4,13,3.3,0,roderick-proctor-1
Mark Quattlebaum,2015-09-12,2,UNC Charlotte,,Presbyterian,W,1,-1,-1.0,0,mark-quattlebaum-1
Zach Quinn,2015-09-12,2,Toledo,N,Arkansas,W,1,28,28.0,0,zach-quinn-1
Jalen Richard,2015-09-12,2,Southern Mississippi,,Austin Peay,W,2,7,3.5,0,jalen-richard-1
Fred Ross,2015-09-12,2,Mississippi State,,Louisiana State,L,1,21,21.0,0,fred-ross-1
Teddy Ruben,2015-09-12,2,Troy,,Charleston Southern,W,2,63,31.5,1,teddy-ruben-1
Ian Sadler,2015-09-12,2,Texas Tech,,Texas-El Paso,W,1,7,7.0,0,ian-sadler-1
C.J Sanders,2015-09-12,2,Notre Dame,@,Virginia,W,4,48,12.0,0,cj-sanders-1
Artavis Scott,2015-09-12,2,Clemson,,Appalachian State,W,2,7,3.5,0,artavis-scott-1
Ryan Seibert,2015-09-12,2,Kent State,,Delaware State,W,1,5,5.0,0,ryan-seibert-1
Sterling Shepard,2015-09-12,2,Oklahoma,@,Tennessee,W,4,40,10.0,0,sterling-shepard-1
Ryan Smith,2015-09-12,2,Duke,,North Carolina Central,W,3,14,4.7,0,ryan-smith-8
Thaddius Smith,2015-09-12,2,Boston College,,Howard,W,1,-1,-1.0,0,thaddius-smith-1
Nelson Spruce,2015-09-12,2,Colorado,,Massachusetts,W,1,-1,-1.0,0,nelson-spruce-1
Greg Stroman,2015-09-12,2,Virginia Tech,,Furman,W,1,0,0.0,0,greg-stroman-1
Cameron Sutton,2015-09-12,2,Tennessee,,Oklahoma,L,2,3,1.5,0,cameron-sutton-1
Ryan Switzer,2015-09-12,2,North Carolina,,North Carolina A&T,W,2,16,8.0,0,ryan-switzer-1
Eric Takenaka,2015-09-12,2,Brigham Young,,Boise State,W,1,3,3.0,0,eric-takenaka-1
Duke Thomas,2015-09-12,2,Texas,,Rice,W,1,56,56.0,0,duke-thomas-1
Emmitt Thomas,2015-09-12,2,Central Michigan,,Monmouth,W,1,2,2.0,0,emmitt-thomas-1
DeAndre Thompkins,2015-09-12,2,Penn State,,Buffalo,W,4,71,17.8,0,deandre-thompkins-1
