Player,Date,G,School,Loc,Opponent,WL,Rec,Rec Yards,Rec Avg,Rec TD,unique_id
Deon Hodges,2010-09-02,1,Southern Mississippi,@,South Carolina,L,4,27,6.8,0,deon-hodges-1
Jon Hoese,2010-09-02,1,Minnesota,@,Middle Tennessee State,W,1,22,22.0,0,jon-hoese-1
Avery Holley,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,1,3,3.0,0,avery-holley-1
Adam Homan,2010-09-02,1,Ohio State,,Marshall,W,1,7,7.0,0,adam-homan-1
Saron Hood,2010-09-02,1,Buffalo,,Rhode Island,W,1,6,6.0,0,saron-hood-1
Jasmin Hopkins,2010-09-02,1,Northern Illinois,@,Iowa State,L,1,6,6.0,0,jasmin-hopkins-1
Rob Housler,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,2,29,14.5,0,rob-housler-1
Henry Hynoski,2010-09-02,1,Pittsburgh,@,Utah,L,2,21,10.5,0,henry-hynoski-1
Daniel Ifft,2010-09-02,1,Ball State,,Southeast Missouri State,W,1,14,14.0,0,daniel-ifft-1
Terrell Jackson,2010-09-02,1,Buffalo,,Rhode Island,W,3,38,12.7,1,terrell-jackson-3
Eugene Jarvis,2010-09-02,1,Kent State,,Murray State,W,3,12,4.0,0,eugene-jarvis-1
Lester Jean,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,9,164,18.2,2,lester-jean-1
D.C. Jefferson,2010-09-02,1,Rutgers,,Norfolk State,W,1,25,25.0,0,dc-jefferson-1
Alshon Jeffery,2010-09-02,1,South Carolina,,Southern Mississippi,W,7,106,15.1,0,alshon-jeffery-1
Aldarius Johnson,2010-09-02,1,Miami (FL),,Florida A&M,W,3,43,14.3,0,aldarius-johnson-1
Armauni Johnson,2010-09-02,1,Idaho,,North Dakota,W,3,86,28.7,1,armauni-johnson-1
Desmond Johnson,2010-09-02,1,Southern Mississippi,@,South Carolina,L,6,27,4.5,0,desmond-johnson-1
Ronald Johnson,2010-09-02,1,Southern California,@,Hawaii,W,7,59,8.4,3,ronald-johnson-2
Sedrick Johnson,2010-09-02,1,Iowa State,,Northern Illinois,W,4,32,8.0,0,sedrick-johnson-1
Shontrelle Johnson,2010-09-02,1,Iowa State,,Northern Illinois,W,1,9,9.0,0,shontrelle-johnson-1
Mike Jones,2010-09-02,1,Alabama-Birmingham,,Florida Atlantic,L,2,17,8.5,0,mike-jones-4
Sam Kirkland,2010-09-02,1,Kent State,,Murray State,W,9,126,14.0,1,sam-kirkland-1
D.D. Kyles,2010-09-02,1,Middle Tennessee State,,Minnesota,L,1,5,5.0,0,dd-kyles-1
Michael Lagrone,2010-09-02,1,Idaho,,North Dakota,W,1,8,8.0,0,michael-lagrone-1
Eric Lair,2010-09-02,1,Minnesota,@,Middle Tennessee State,W,2,40,20.0,0,eric-lair-1
Tracy Lampley,2010-09-02,1,Southern Mississippi,@,South Carolina,L,3,14,4.7,0,tracy-lampley-1
Marcus Lattimore,2010-09-02,1,South Carolina,,Southern Mississippi,W,2,21,10.5,0,marcus-lattimore-1
Fred Lee,2010-09-02,1,Buffalo,,Rhode Island,W,2,14,7.0,0,fred-lee-1
Josh Lenz,2010-09-02,1,Iowa State,,Northern Illinois,W,2,25,12.5,0,josh-lenz-1
Dion Lewis,2010-09-02,1,Pittsburgh,@,Utah,L,1,9,9.0,0,dion-lewis-1
Jack Marks,2010-09-02,1,Northern Illinois,@,Iowa State,L,1,4,4.0,0,jack-marks-1
Joe Martinek,2010-09-02,1,Rutgers,,Norfolk State,W,1,6,6.0,0,joe-martinek-1
Tyler Mason,2010-09-02,1,Middle Tennessee State,,Minnesota,L,1,9,9.0,0,tyler-mason-1
Luke Matthews,2010-09-02,1,Utah,,Pittsburgh,W,1,4,4.0,0,luke-matthews-1
Rishard Matthews,2010-09-02,1,Nevada,,Eastern Washington,W,3,41,13.7,0,rishard-matthews-1
Princeton McCarty,2010-09-02,1,Idaho,,North Dakota,W,4,39,9.8,0,princeton-mccarty-1
Sancho McDonald,2010-09-02,1,Middle Tennessee State,,Minnesota,L,1,22,22.0,1,sancho-mcdonald-1
Da'Jon McKnight,2010-09-02,1,Minnesota,@,Middle Tennessee State,W,2,35,17.5,0,dajon-mcknight-1
Aaron Mershman,2010-09-02,1,Ball State,,Southeast Missouri State,W,1,8,8.0,0,aaron-mershman-1
Lamar Miller,2010-09-02,1,Miami (FL),,Florida A&M,W,1,8,8.0,0,lamar-miller-1
Kendrick Moeai,2010-09-02,1,Utah,,Pittsburgh,W,1,6,6.0,0,kendrick-moeai-1
D.L. Moore,2010-09-02,1,South Carolina,,Southern Mississippi,W,1,15,15.0,1,dl-moore-1
Martel Moore,2010-09-02,1,Northern Illinois,@,Iowa State,L,4,21,5.3,0,martel-moore-1
Alfred Morris,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,1,11,11.0,0,alfred-morris-1
Johdrick Morris,2010-09-02,1,Southern Mississippi,@,South Carolina,L,3,70,23.3,0,johdrick-morris-1
Alex Neutz,2010-09-02,1,Buffalo,,Rhode Island,W,5,99,19.8,1,alex-neutz-1
Nathan Palmer,2010-09-02,1,Northern Illinois,@,Iowa State,L,2,13,6.5,0,nathan-palmer-1
Moe Patterson,2010-09-02,1,Nevada,,Eastern Washington,W,2,15,7.5,0,moe-patterson-1
Quentin Pierce,2010-09-02,1,Southern Mississippi,@,South Carolina,L,4,35,8.8,0,quentin-pierce-1
Kealoha Pilares,2010-09-02,1,Hawaii,,Southern California,L,5,176,35.2,3,kealoha-pilares-1
Kito Poblah,2010-09-02,1,Central Michigan,,Hampton,W,4,45,11.3,0,kito-poblah-1
Royce Pollard,2010-09-02,1,Hawaii,,Southern California,L,7,106,15.1,0,royce-pollard-1
Devier Posey,2010-09-02,1,Ohio State,,Marshall,W,4,41,10.3,2,devier-posey-1
Marcel Posey,2010-09-02,1,Idaho,,North Dakota,W,3,30,10.0,0,marcel-posey-1
Courtney Randall,2010-09-02,1,Nevada,,Eastern Washington,W,1,-5,-5.0,0,courtney-randall-1
Darius Reynolds,2010-09-02,1,Iowa State,,Northern Illinois,W,2,12,6.0,0,darius-reynolds-1
Marcus Rivers,2010-09-02,1,Buffalo,,Rhode Island,W,10,155,15.5,1,marcus-rivers-1
Alexander Robinson,2010-09-02,1,Iowa State,,Northern Illinois,W,4,32,8.0,0,alexander-robinson-1
Casey Robottom,2010-09-02,1,Tulane,,Southeastern Louisiana,W,6,48,8.0,0,casey-robottom-1
Cameron Saddler,2010-09-02,1,Pittsburgh,@,Utah,L,2,11,5.5,0,cameron-saddler-1
Greg Salas,2010-09-02,1,Hawaii,,Southern California,L,8,124,15.5,0,greg-salas-1
Ace Sanders,2010-09-02,1,South Carolina,,Southern Mississippi,W,2,47,23.5,0,ace-sanders-1
Mohamed Sanu,2010-09-02,1,Rutgers,,Norfolk State,W,3,65,21.7,1,mohamed-sanu-1
Dane Sanzenbacher,2010-09-02,1,Ohio State,,Marshall,W,3,113,37.7,1,dane-sanzenbacher-1
David Schneider,2010-09-02,1,Ball State,,Southeast Missouri State,W,1,9,9.0,0,david-schneider-1
Grant Schwartz,2010-09-02,1,Ohio State,,Marshall,W,3,20,6.7,0,grant-schwartz-1
Lamar Scruggs,2010-09-02,1,South Carolina,,Southern Mississippi,W,1,6,6.0,0,lamar-scruggs-1
Mike Shanahan,2010-09-02,1,Pittsburgh,@,Utah,L,4,51,12.8,0,mike-shanahan-1
Maurice Shaw,2010-09-02,1,Idaho,,North Dakota,W,3,16,5.3,0,maurice-shaw-1
Pat Shed,2010-09-02,1,Alabama-Birmingham,,Florida Atlantic,L,2,14,7.0,0,pat-shed-1
Malcolm Shepherd,2010-09-02,1,Nevada,,Eastern Washington,W,1,33,33.0,0,malcolm-shepherd-1
Deangelo Smith,2010-09-02,1,South Carolina,,Southern Mississippi,W,1,1,1.0,0,deangelo-smith-2
Lee Smith,2010-09-02,1,Marshall,@,Ohio State,L,1,8,8.0,0,lee-smith-2
Shaky Smithson,2010-09-02,1,Utah,,Pittsburgh,W,1,3,3.0,0,shaky-smithson-1
Chad Spann,2010-09-02,1,Northern Illinois,@,Iowa State,L,3,14,4.7,0,chad-spann-1
Cody Sparks,2010-09-02,1,Tulane,,Southeastern Louisiana,W,1,10,10.0,0,cody-sparks-1
William Spight,2010-09-02,1,Southern Mississippi,@,South Carolina,L,4,21,5.3,0,william-spight-1
Xavier Stinson,2010-09-02,1,Florida Atlantic,@,Alabama-Birmingham,W,1,7,7.0,0,xavier-stinson-1
Jake Stoneburner,2010-09-02,1,Ohio State,,Marshall,W,3,41,13.7,0,jake-stoneburner-1
Troy Stoudermire,2010-09-02,1,Minnesota,@,Middle Tennessee State,W,1,23,23.0,0,troy-stoudermire-1
Keith Stroud,2010-09-02,1,Rutgers,,Norfolk State,W,2,28,14.0,0,keith-stroud-1
Vai Taua,2010-09-02,1,Nevada,,Eastern Washington,W,3,36,12.0,0,vai-taua-1
Jacquise Terry,2010-09-02,1,Kent State,,Murray State,W,4,73,18.3,2,jacquise-terry-1
Jordan Thomas,2010-09-02,1,Rutgers,,Norfolk State,W,2,19,9.5,0,jordan-thomas-1
Kendal Thompkins,2010-09-02,1,Miami (FL),,Florida A&M,W,1,5,5.0,0,kendal-thompkins-1
Justin Thompson,2010-09-02,1,Kent State,,Murray State,W,3,25,8.3,0,justin-thompson-1
Terrance Turner,2010-09-02,1,Indiana,,Towson,W,3,14,4.7,0,terrance-turner-1
Justin Veltung,2010-09-02,1,Idaho,,North Dakota,W,3,63,21.0,1,justin-veltung-1
Carl Volny,2010-09-02,1,Central Michigan,,Hampton,W,3,60,20.0,0,carl-volny-1
Chuck Walker,2010-09-02,1,Marshall,@,Ohio State,L,2,18,9.0,0,chuck-walker-2
Martin Ward,2010-09-02,1,Marshall,@,Ohio State,L,2,5,2.5,0,martin-ward-1
Chris Wellington,2010-09-02,1,Nevada,,Eastern Washington,W,4,39,9.8,0,chris-wellington-1
Cory White,2010-09-02,1,Miami (FL),,Florida A&M,W,1,0,0.0,0,cory-white-1
Eddie Wide,2010-09-02,1,Utah,,Pittsburgh,W,4,24,6.0,0,eddie-wide-1
Albert Williams,2010-09-02,1,Tulane,,Southeastern Louisiana,W,2,0,0.0,0,albert-williams-1
Eric Williams,2010-09-02,1,Ball State,,Southeast Missouri State,W,1,6,6.0,0,eric-williams-1
Jackie Williams,2010-09-02,1,Alabama-Birmingham,,Florida Atlantic,L,1,4,4.0,0,jackie-williams-1
Jake Williams,2010-09-02,1,Iowa State,,Northern Illinois,W,3,28,9.3,0,jake-williams-1
Jordan Williams,2010-09-02,1,Wake Forest,,Presbyterian,W,1,23,23.0,0,jordan-williams-1
Marshall Williams,2010-09-02,1,Wake Forest,,Presbyterian,W,2,39,19.5,0,marshall-williams-1
Antavious Wilson,2010-09-02,1,Marshall,@,Ohio State,L,5,38,7.6,0,antavious-wilson-1
Cody Wilson,2010-09-02,1,Central Michigan,,Hampton,W,4,47,11.8,1,cody-wilson-1
Duwyce Wilson,2010-09-02,1,Indiana,,Towson,W,1,5,5.0,0,duwyce-wilson-1
Jeremy Wilson,2010-09-02,1,Central Michigan,,Hampton,W,1,14,14.0,0,jeremy-wilson-1
Brandon Wimberly,2010-09-02,1,Nevada,,Eastern Washington,W,3,14,4.7,0,brandon-wimberly-1
Robert Woods,2010-09-02,1,Southern California,@,Hawaii,W,4,46,11.5,0,robert-woods-1
Ed Young,2010-09-02,1,Buffalo,,Rhode Island,W,3,23,7.7,1,ed-young-1
Keola Antolin,2010-09-03,1,Arizona,@,Toledo,W,5,23,4.6,1,keola-antolin-1
Julian Bellinger,2010-09-03,1,Toledo,,Arizona,L,2,22,11.0,0,julian-bellinger-1
Matt Brown,2010-09-03,1,Temple,,Villanova,W,1,5,5.0,0,matt-brown-1
Michael Campbell,2010-09-03,1,Temple,,Villanova,W,8,127,15.9,1,michael-campbell-1
Travis Cobb,2010-09-03,1,Arizona,@,Toledo,W,3,30,10.0,0,travis-cobb-1
Juron Criner,2010-09-03,1,Arizona,@,Toledo,W,10,176,17.6,1,juron-criner-1
Gino Crump,2010-09-03,1,Arizona,@,Toledo,W,2,20,10.0,0,gino-crump-1
David Douglas,2010-09-03,1,Arizona,@,Toledo,W,5,33,6.6,1,david-douglas-1
David Fluellen,2010-09-03,1,Toledo,,Arizona,L,1,5,5.0,0,david-fluellen-1
Nic Grigsby,2010-09-03,1,Arizona,@,Toledo,W,3,24,8.0,0,nic-grigsby-1
Alex Jackson,2010-09-03,1,Temple,,Villanova,W,1,8,8.0,0,alex-jackson-1
Terrence Miller,2010-09-03,1,Arizona,@,Toledo,W,1,5,5.0,0,terrence-miller-1
Eric Page,2010-09-03,1,Toledo,,Arizona,L,4,43,10.8,0,eric-page-1
Bernard Reedy,2010-09-03,1,Toledo,,Arizona,L,1,4,4.0,0,bernard-reedy-1
David Roberts,2010-09-03,1,Arizona,@,Toledo,W,4,36,9.0,0,david-roberts-1
Evan Rodriguez,2010-09-03,1,Temple,,Villanova,W,2,14,7.0,0,evan-rodriguez-1
A.J. Simmons,2010-09-03,1,Arizona,@,Toledo,W,1,31,31.0,0,aj-simmons-1
Kenny Stafford,2010-09-03,1,Toledo,,Arizona,L,1,12,12.0,0,kenny-stafford-1
Rod Streater,2010-09-03,1,Temple,,Villanova,W,4,46,11.5,0,rod-streater-1
Adonis Thomas,2010-09-03,1,Toledo,,Arizona,L,2,10,5.0,0,adonis-thomas-1
Morgan Williams,2010-09-03,1,Toledo,,Arizona,L,2,10,5.0,0,morgan-williams-1
William Wright,2010-09-03,1,Arizona,@,Toledo,W,3,35,11.7,0,william-wright-1
Darvin Adams,2010-09-04,1,Auburn,,Arkansas State,W,2,58,29.0,0,darvin-adams-1
Joe Adams,2010-09-04,1,Arkansas,,Tennessee Tech,W,6,138,23.0,2,joe-adams-1
Joshua Adams,2010-09-04,1,North Carolina,N,Louisiana State,L,4,42,10.5,0,joshua-adams-1
Kris Adams,2010-09-04,1,Texas-El Paso,,Arkansas-Pine Bluff,W,2,48,24.0,0,kris-adams-1
Kyle Adams,2010-09-04,1,Purdue,@,Notre Dame,L,3,21,7.0,0,kyle-adams-1
Devin Aguilar,2010-09-04,1,Washington,@,Brigham Young,L,5,57,11.4,0,devin-aguilar-1
Solomona Aigamaua,2010-09-04,1,California,,California-Davis,W,1,7,7.0,0,solomona-aigamaua-1
Kamar Aiken,2010-09-04,1,Central Florida,,South Dakota,W,3,40,13.3,0,kamar-aiken-1
Alvester Alexander,2010-09-04,1,Wyoming,,Southern Utah,W,2,19,9.5,0,alvester-alexander-1
Earl Alexander,2010-09-04,1,Alabama,,San Jose State,W,1,9,9.0,0,earl-alexander-1
Armando Allen,2010-09-04,1,Notre Dame,,Purdue,W,1,0,0.0,0,armando-allen-1
Dwayne Allen,2010-09-04,1,Clemson,,North Texas,W,1,24,24.0,0,dwayne-allen-1
Ferbia Allen,2010-09-04,1,Mississippi,,Jacksonville State,L,2,37,18.5,0,ferbia-allen-1
Keenan Allen,2010-09-04,1,California,,California-Davis,W,4,120,30.0,1,keenan-allen-1
Remene Alston,2010-09-04,1,Oregon,,New Mexico,W,1,14,14.0,0,remene-alston-1
Usua Amanam,2010-09-04,1,Stanford,,Sacramento State,W,1,-3,-3.0,0,usua-amanam-1
Chris Anderson,2010-09-04,1,Troy,,Bowling Green State,W,1,16,16.0,0,chris-anderson-1
Isaiah Anderson,2010-09-04,1,Oklahoma State,,Washington State,W,1,23,23.0,0,isaiah-anderson-1
Lars Anderson,2010-09-04,1,Boston College,,Weber State,W,1,30,30.0,0,lars-anderson-1
Vic Anderson,2010-09-04,1,Louisville,,Kentucky,L,2,10,5.0,0,vic-anderson-1
Robert Arnheim,2010-09-04,1,Western Michigan,@,Michigan State,L,2,6,3.0,0,robert-arnheim-1
Luke Ashworth,2010-09-04,1,Brigham Young,,Washington,W,6,24,4.0,0,luke-ashworth-1
Jordan Aumiller,2010-09-04,1,Kentucky,@,Louisville,W,2,23,11.5,0,jordan-aumiller-1
Matt Austin,2010-09-04,1,Utah State,@,Oklahoma,L,1,59,59.0,0,matt-austin-2
Tavon Austin,2010-09-04,1,West Virginia,,Coastal Carolina,W,5,90,18.0,0,tavon-austin-1
Antwon Bailey,2010-09-04,1,Syracuse,@,Akron,W,4,30,7.5,0,antwon-bailey-1
Austin Bailey,2010-09-04,1,Akron,,Syracuse,L,1,11,11.0,0,austin-bailey-1
Doug Baldwin,2010-09-04,1,Stanford,,Sacramento State,W,4,111,27.8,2,doug-baldwin-1
Montee Ball,2010-09-04,1,Wisconsin,@,Nevada-Las Vegas,W,1,6,6.0,0,montee-ball-1
Joe Banyard,2010-09-04,1,Texas-El Paso,,Arkansas-Pine Bluff,W,2,20,10.0,0,joe-banyard-1
Brendan Barber,2010-09-04,1,Northwestern,@,Vanderbilt,W,2,17,8.5,0,brendan-barber-1
Brandon Barden,2010-09-04,1,Vanderbilt,,Northwestern,L,4,63,15.8,1,brandon-barden-1
Kenjon Barner,2010-09-04,1,Oregon,,New Mexico,W,1,60,60.0,1,kenjon-barner-1
Anthony Barr,2010-09-04,1,UCLA,@,Kansas State,L,1,5,5.0,0,anthony-barr-1
Austin Barr,2010-09-04,1,Army,@,Eastern Michigan,W,1,12,12.0,0,austin-barr-1
Isiah Barton,2010-09-04,1,Washington State,@,Oklahoma State,L,4,69,17.3,0,isiah-barton-1
Alex Bayer,2010-09-04,1,Bowling Green State,@,Troy,L,1,11,11.0,0,alex-bayer-1
Pierre Beasley,2010-09-04,1,Rice,,Texas,L,1,9,9.0,0,pierre-beasley-1
Jalal Beauchman,2010-09-04,1,San Jose State,@,Alabama,L,1,5,5.0,0,jalal-beauchman-1
Doug Beaumont,2010-09-04,1,Louisville,,Kentucky,L,3,40,13.3,0,doug-beaumont-1
Leon Berry,2010-09-04,1,Mississippi State,,Memphis,W,5,91,18.2,1,leon-berry-1
D.J. Beshears,2010-09-04,1,Kansas,,North Dakota State,L,1,4,4.0,0,dj-beshears-1
Kenneth Bibbins Jr.,2010-09-04,1,Houston,,Texas State,W,1,12,12.0,0,kenneth-bibbins-jr-1
Tim Biere,2010-09-04,1,Kansas,,North Dakota State,L,2,31,15.5,0,tim-biere-1
Armon Binns,2010-09-04,1,Cincinnati,@,Fresno State,L,7,55,7.9,0,armon-binns-1
Jordan Bishop,2010-09-04,1,Oregon State,@,Texas Christian,L,1,34,34.0,1,jordan-bishop-1
Justin Blackmon,2010-09-04,1,Oklahoma State,,Washington State,W,8,125,15.6,3,justin-blackmon-1
Dontavia Bogan,2010-09-04,1,South Florida,,Stony Brook,W,2,74,37.0,1,dontavia-bogan-1
Brandon Bolden,2010-09-04,1,Mississippi,,Jacksonville State,L,1,34,34.0,0,brandon-bolden-1
Zach Bolger,2010-09-04,1,Wyoming,,Southern Utah,W,5,134,26.8,2,zach-bolger-1
T.J. Borcky,2010-09-04,1,Colorado State,N,Colorado,L,3,17,5.7,0,tj-borcky-1
Bo Bowling,2010-09-04,1,Oklahoma State,,Washington State,W,3,30,10.0,0,bo-bowling-1
Josh Boyce,2010-09-04,1,Texas Christian,,Oregon State,W,1,5,5.0,0,josh-boyce-1
