Player,Date,G,School,Loc,Opponent,WL,FR,FR Yds,FR TD,Fumble Forced,unique_id
Chris Hall,2007-11-02,10,Ohio,,Temple,W,0,0,0,1,chris-hall-3
Andre Jones,2007-11-02,9,Akron,@,Bowling Green State,L,0,0,0,1,andre-jones-2
Kenny Lewis,2007-11-02,9,Bowling Green State,,Akron,W,0,0,0,1,kenny-lewis-1
Kevin Porter,2007-11-02,9,Nevada,@,New Mexico State,W,0,0,0,1,kevin-porter-1
Glen Stanley,2007-11-02,9,Bowling Green State,,Akron,W,0,0,0,1,glen-stanley-1
Kenny Viser,2007-11-02,9,Nevada,@,New Mexico State,W,0,0,0,1,kenny-viser-1
Adekunle Akingba,2007-11-03,10,Buffalo,@,Miami (OH),L,0,0,0,1,adekunle-akingba-1
Van Alexander,2007-11-03,9,Missouri,@,Colorado,W,0,0,0,1,van-alexander-1
Johnny Brown,2007-11-03,10,Mississippi,,Northwestern State,W,0,0,0,1,johnny-brown-2
Eddie Burk,2007-11-03,10,Ball State,@,Indiana,L,1,0,0,1,eddie-burk-1
Victor Butler,2007-11-03,9,Oregon State,@,Southern California,L,0,0,0,1,victor-butler-1
Josh Bynes,2007-11-03,10,Auburn,,Tennessee Tech,W,0,0,0,1,josh-bynes-1
Tommy Chavis,2007-11-03,9,Missouri,@,Colorado,W,0,0,0,1,tommy-chavis-1
Joe Clermond,2007-11-03,9,Pittsburgh,,Syracuse,W,0,0,0,1,joe-clermond-1
Emmanuel Cook,2007-11-03,10,South Carolina,@,Arkansas,L,0,0,0,1,emmanuel-cook-1
Maurice Crum,2007-11-03,9,Notre Dame,,Navy,L,0,0,0,1,maurice-crum-1
Byron Davenport,2007-11-03,9,Washington,@,Stanford,W,0,0,0,1,byron-davenport-1
Kendell Davis-Clark,2007-11-03,10,Michigan State,,Michigan,L,0,0,0,1,kendell-davis-clark-1
Daniel Dykes,2007-11-03,10,Colorado,,Missouri,L,0,0,0,1,daniel-dykes-1
Chinonso Echebelem,2007-11-03,9,Tulane,,Tulsa,L,0,0,0,1,chinonso-echebelem-1
Pannel Egboh,2007-11-03,9,Stanford,,Washington,L,0,0,0,1,pannel-egboh-1
Maurice Evans,2007-11-03,10,Penn State,,Purdue,W,0,0,0,1,maurice-evans-1
Jonathan Faraimo,2007-11-03,10,Idaho,,Louisiana Tech,L,0,0,0,1,jonathan-faraimo-1
Brock Ferguson,2007-11-03,9,Alabama-Birmingham,,Southern Mississippi,L,0,0,0,1,brock-ferguson-1
Jeffrey Fitzgerald,2007-11-03,10,Virginia,,Wake Forest,W,0,0,0,1,jeffrey-fitzgerald-1
Moise Fokou,2007-11-03,9,Maryland,@,North Carolina,L,0,0,0,1,moise-fokou-1
Darius Gaither,2007-11-03,9,Clemson,@,Duke,W,0,0,0,1,darius-gaither-1
Kyle Gallagher,2007-11-03,9,Utah State,@,Fresno State,L,0,0,0,1,kyle-gallagher-1
Jake Galusha,2007-11-03,9,Colorado State,@,Brigham Young,L,0,0,0,1,jake-galusha-1
Anthony Germany,2007-11-03,9,Tulsa,@,Tulane,W,0,0,0,1,anthony-germany-1
Thaddeus Gibson,2007-11-03,10,Ohio State,,Wisconsin,W,0,0,0,1,thaddeus-gibson-1
Wallace Gilberry,2007-11-03,9,Alabama,,Louisiana State,L,0,0,0,1,wallace-gilberry-1
Everson Griffen,2007-11-03,9,Southern California,,Oregon State,W,0,0,0,1,everson-griffen-1
Labinot Hakanjin,2007-11-03,10,Buffalo,@,Miami (OH),L,0,0,0,1,labinot-hakanjin-1
Dey Juan Hemmings,2007-11-03,8,San Diego State,,Wyoming,W,0,0,0,1,dey-juan-hemmings-1
Anthony Heygood,2007-11-03,10,Purdue,@,Penn State,L,0,0,0,2,anthony-heygood-1
B.J. Hill,2007-11-03,10,Ball State,@,Indiana,L,0,0,0,1,bj-hill-2
Stephen Hodge,2007-11-03,9,Texas Christian,,New Mexico,W,0,0,0,1,stephen-hodge-2
Marcus Howard,2007-11-03,9,Georgia,,Troy,W,1,13,0,1,marcus-howard-1
Chad Jones,2007-11-03,9,Louisiana State,@,Alabama,W,0,0,0,1,chad-jones-1
Demetrius Jones,2007-11-03,9,San Jose State,@,Boise State,L,0,0,0,1,demetrius-jones-2
Jeremy Jones,2007-11-03,9,Texas-El Paso,@,Rice,L,0,0,0,1,jeremy-jones-2
Travis Jones,2007-11-03,9,San Jose State,@,Boise State,L,0,0,0,1,travis-jones-1
Sean Lee,2007-11-03,10,Penn State,,Purdue,W,0,0,0,2,sean-lee-1
Curtis Lofton,2007-11-03,9,Oklahoma,,Texas A&M,W,0,0,0,1,curtis-lofton-1
Chris Lowery,2007-11-03,9,Louisiana Tech,@,Idaho,W,0,0,0,1,chris-lowery-1
Sherrod Martin,2007-11-03,9,Troy,@,Georgia,L,0,0,0,1,sherrod-martin-1
Brian Mattison,2007-11-03,10,Iowa,@,Northwestern,W,0,0,0,1,brian-mattison-1
Gerald McCoy,2007-11-03,9,Oklahoma,,Texas A&M,W,0,0,0,1,gerald-mccoy-1
Leodis McKelvin,2007-11-03,9,Troy,@,Georgia,L,0,0,0,1,leodis-mckelvin-1
Gerald McRath,2007-11-03,9,Southern Mississippi,@,Alabama-Birmingham,W,0,0,0,1,gerald-mcrath-1
Terence Moore,2007-11-03,9,Troy,@,Georgia,L,0,0,0,1,terence-moore-1
William Moore,2007-11-03,9,Missouri,@,Colorado,W,0,0,0,1,william-moore-1
Anthony Morrow,2007-11-03,9,Texas-El Paso,@,Rice,L,0,0,0,1,anthony-morrow-1
Adrian Moten,2007-11-03,9,Maryland,@,North Carolina,L,0,0,0,1,adrian-moten-1
Roddrick Muckelroy,2007-11-03,10,Texas,@,Oklahoma State,W,0,0,0,1,roddrick-muckelroy-1
Haruki Nakamura,2007-11-03,9,Cincinnati,@,South Florida,W,0,0,0,2,haruki-nakamura-1
David Ngene,2007-11-03,10,Northwestern,,Iowa,L,0,0,0,1,david-ngene-1
Joe Pawelek,2007-11-03,10,Baylor,,Texas Tech,L,0,0,0,1,joe-pawelek-1
Chris Phillips,2007-11-03,10,Indiana,,Ball State,W,0,0,0,1,chris-phillips-1
Chris Pugh,2007-11-03,9,Louisiana Tech,@,Idaho,W,0,0,0,1,chris-pugh-1
Brian Raines,2007-11-03,9,Rice,,Texas-El Paso,W,0,0,0,1,brian-raines-1
Josh Raven,2007-11-03,10,Iowa State,,Kansas State,W,0,0,0,1,josh-raven-1
Vincent Rey,2007-11-03,9,Duke,,Clemson,L,0,0,0,1,vincent-rey-1
Marcus Riley,2007-11-03,9,Fresno State,,Utah State,W,0,0,0,1,marcus-riley-1
Mike Rivera,2007-11-03,9,Kansas,,Nebraska,W,0,0,0,1,mike-rivera-1
Patrick Robinson,2007-11-03,9,Florida State,@,Boston College,W,0,0,0,1,patrick-robinson-1
Jamarca Sanford,2007-11-03,10,Mississippi,,Northwestern State,W,0,0,0,1,jamarca-sanford-1
Reggie Scott,2007-11-03,9,Tulane,,Tulsa,L,0,0,0,1,reggie-scott-1
George Selvie,2007-11-03,9,South Florida,,Cincinnati,L,0,0,0,1,george-selvie-1
Jamie Silva,2007-11-03,9,Boston College,,Florida State,L,0,0,0,1,jamie-silva-1
Zerbin Singleton,2007-11-03,9,Navy,@,Notre Dame,W,0,0,0,1,zerbin-singleton-1
Davon Smart,2007-11-03,9,Rutgers,@,Connecticut,L,0,0,0,1,davon-smart-1
Dana Stewart,2007-11-03,10,Middle Tennessee State,@,Louisiana-Monroe,W,0,0,0,1,dana-stewart-1
Jeff Thompson,2007-11-03,10,Miami (OH),,Buffalo,W,0,0,0,1,jeff-thompson-1
Darrin Walls,2007-11-03,9,Notre Dame,,Navy,L,0,0,0,1,darrin-walls-1
Michael Walsh,2007-11-03,9,Navy,@,Notre Dame,W,0,0,0,1,michael-walsh-1
Brandon Williams,2007-11-03,10,Texas Tech,@,Baylor,W,0,0,0,1,brandon-williams-9
Darryl Williams,2007-11-03,9,Colorado State,@,Brigham Young,L,0,0,0,1,darryl-williams-1
Worrell Williams,2007-11-03,9,California,,Washington State,W,0,0,0,1,worrell-williams-1
Phillip Hunt,2007-11-04,9,Houston,,Southern Methodist,W,0,0,0,1,phillip-hunt-1
Jonathan Lindley,2007-11-04,9,Southern Methodist,@,Houston,L,0,0,0,1,jonathan-lindley-1
Rocky Schwartz,2007-11-04,9,Houston,,Southern Methodist,W,0,0,0,1,rocky-schwartz-1
Dustin Duclo,2007-11-06,10,Western Michigan,,Central Michigan,L,0,0,0,1,dustin-duclo-1
Bobby Buchanan,2007-11-08,10,Louisville,@,West Virginia,L,0,0,0,1,bobby-buchanan-1
Stephen Hodge,2007-11-08,10,Texas Christian,@,Brigham Young,L,0,0,0,1,stephen-hodge-2
John Holmes,2007-11-08,9,West Virginia,,Louisville,W,0,0,0,1,john-holmes-1
Lamar Myles,2007-11-08,10,Louisville,@,West Virginia,L,0,0,0,1,lamar-myles-1
Deon Palmer,2007-11-08,10,Louisville,@,West Virginia,L,0,0,0,1,deon-palmer-1
Vaughn Rivers,2007-11-08,9,West Virginia,,Louisville,W,0,0,0,1,vaughn-rivers-1
Blair Bines,2007-11-09,10,Rutgers,@,Army,W,0,0,0,1,blair-bines-1
Ron Girault,2007-11-09,10,Rutgers,@,Army,W,0,0,0,2,ron-girault-1
P.J. Mahone,2007-11-09,10,Bowling Green State,@,Eastern Michigan,W,0,0,0,1,pj-mahone-1
Darran Matthews,2007-11-09,11,Eastern Michigan,,Bowling Green State,L,0,0,0,1,darran-matthews-1
Al Afalava,2007-11-10,10,Oregon State,,Washington,W,0,0,0,1,al-afalava-1
Greg Akinbiyi,2007-11-10,10,Duke,,Georgia Tech,L,0,0,0,1,greg-akinbiyi-1
Josh Allen,2007-11-10,10,Northern Illinois,,Kent State,W,0,0,0,1,josh-allen-4
Chike Amajoyi,2007-11-10,10,Stanford,@,Washington State,L,0,0,0,1,chike-amajoyi-1
Jeremy Beal,2007-11-10,10,Oklahoma,,Baylor,W,0,0,0,1,jeremy-beal-1
Cory Bennett,2007-11-10,10,Oklahoma,,Baylor,W,0,0,0,1,cory-bennett-1
Barry Booker,2007-11-10,10,Virginia Tech,,Florida State,W,0,0,0,1,barry-booker-1
Alvin Bowen,2007-11-10,11,Iowa State,,Colorado,W,0,0,0,1,alvin-bowen-1
Ian Campbell,2007-11-10,10,Kansas State,@,Nebraska,L,0,0,0,1,ian-campbell-1
Chris Carter,2007-11-10,10,Fresno State,@,Hawaii,L,0,0,0,1,chris-carter-2
Terrell Cole,2007-11-10,10,Utah,,Wyoming,W,0,0,0,1,terrell-cole-1
Nelson Coleman,2007-11-10,10,Tulsa,,Houston,W,0,0,0,1,nelson-coleman-1
Chris Davis,2007-11-10,10,Duke,,Georgia Tech,L,0,0,0,1,chris-davis-1
Tony Davis,2007-11-10,11,Penn State,@,Temple,W,0,0,0,1,tony-davis-1
Thomas Decoud,2007-11-10,10,California,,Southern California,L,0,0,0,1,thomas-decoud-1
Alton Dixon,2007-11-10,11,Texas A&M,@,Missouri,L,0,0,0,1,alton-dixon-1
Anthony Ferla,2007-11-10,10,Temple,,Penn State,L,0,0,0,1,anthony-ferla-1
Keith Fitzhugh,2007-11-10,10,Mississippi State,,Alabama,W,0,0,0,1,keith-fitzhugh-1
Mesphin Forrester,2007-11-10,10,Washington,@,Oregon State,L,0,0,0,1,mesphin-forrester-1
Matthew Freeman,2007-11-10,10,Louisiana-Monroe,,Grambling State,W,0,0,0,1,matthew-freeman-1
Bobby Giannini,2007-11-10,11,Air Force,@,Notre Dame,W,0,0,0,1,bobby-giannini-1 
Chris Hampton,2007-11-10,11,South Carolina,,Florida,L,0,0,0,1,chris-hampton-1
Rodney Hardeway,2007-11-10,10,Louisiana,@,Middle Tennessee State,W,0,0,0,1,rodney-hardeway-1
Jon Hargis,2007-11-10,10,Arizona State,@,UCLA,W,0,0,0,1,jon-hargis-1
Andrew Harrington,2007-11-10,11,Middle Tennessee State,,Louisiana,L,0,0,0,1,andrew-harrington-1
Antonio Harris,2007-11-10,10,Tulane,,Texas-El Paso,W,0,0,0,1,antonio-harris-1
Bo Harris,2007-11-10,11,Auburn,@,Georgia,L,0,0,0,1,bo-harris-1
Prince Hickman,2007-11-10,10,Arkansas State,@,Florida Atlantic,L,0,0,0,1,prince-hickman-1
Eddie Hicks,2007-11-10,10,Southern Mississippi,,Memphis,L,0,0,0,1,eddie-hicks-1
Chico Hunter,2007-11-10,10,Southern Mississippi,,Memphis,L,0,0,0,1,chico-hunter-1
Victor Hunter,2007-11-10,11,Texas Tech,@,Texas,L,0,0,0,1,victor-hunter-1
Brandon Jeffries,2007-11-10,10,Alabama-Birmingham,,Central Florida,L,0,0,0,1,brandon-jeffries-1
Tony Joiner,2007-11-10,10,Florida,@,South Carolina,W,0,0,0,1,tony-joiner-1
Brandon Jones,2007-11-10,10,Tulsa,,Houston,W,0,0,0,1,brandon-jones-10
Mike Juergens,2007-11-10,10,Wyoming,@,Utah,L,0,0,0,1,mike-juergens-1
Prince Kwateng,2007-11-10,11,Northwestern,,Indiana,W,0,0,0,1,prince-kwateng-1
Adam Leonard,2007-11-10,9,Hawaii,,Fresno State,W,0,0,0,1,adam-leonard-1
Myron Lewis,2007-11-10,10,Vanderbilt,,Kentucky,L,0,0,0,1,myron-lewis-1
Dominique Lindsay,2007-11-10,11,East Carolina,@,Marshall,L,0,0,0,1,dominique-lindsay-1
Gabe Long,2007-11-10,10,Utah,,Wyoming,W,0,0,0,1,gabe-long-1
Devin Lowery,2007-11-10,10,Southern Methodist,,Rice,L,0,0,0,1,devin-lowery-1
Mack,2007-11-10,11,East Carolina,@,Marshall,L,0,0,0,1,mack-2
Frank Maile,2007-11-10,10,Utah State,,Boise State,L,0,0,0,1,frank-maile-1
Cedrick Maxwell,2007-11-10,10,Kent State,@,Northern Illinois,L,0,0,0,1,cedrick-maxwell-1
J.J. Milbrook,2007-11-10,11,East Carolina,@,Marshall,L,0,0,0,1,jj-milbrook-1
Tim Monroe,2007-11-10,10,Houston,@,Tulsa,L,0,0,0,1,tim-monroe-1
Ryan Mouton,2007-11-10,9,Hawaii,,Fresno State,W,0,0,0,1,ryan-mouton-1
Jeremy Navarre,2007-11-10,10,Maryland,,Boston College,W,0,0,0,1,jeremy-navarre-1
David Ngene,2007-11-10,11,Northwestern,,Indiana,W,0,0,0,1,david-ngene-1
Brian Price,2007-11-10,10,UCLA,,Arizona State,L,0,0,0,1,brian-price-1
Jason Robinson,2007-11-10,10,Boise State,@,Utah State,W,0,0,0,1,jason-robinson-1
Erik Sandie,2007-11-10,10,Colorado State,@,New Mexico,L,0,0,0,1,erik-sandie-1
Marvin Sapp,2007-11-10,11,South Carolina,,Florida,L,0,0,0,1,marvin-sapp-1
Kelvin Sheppard,2007-11-10,10,Louisiana State,,Louisiana Tech,W,0,0,0,1,kelvin-sheppard-1
Carl Singleton,2007-11-10,10,Utah State,,Boise State,L,0,0,0,1,carl-singleton-1
Justin Smart,2007-11-10,10,Southern Methodist,,Rice,L,0,0,0,1,justin-smart-1
Jesse Smith,2007-11-10,11,Iowa State,,Colorado,W,0,0,0,1,jesse-smith-1
Ben Sowders,2007-11-10,10,Western Kentucky,,Troy,L,0,0,0,1,ben-sowders-1
Brandon Spikes,2007-11-10,10,Florida,@,South Carolina,W,0,0,0,1,brandon-spikes-1
Broderick Stewart,2007-11-10,10,Vanderbilt,,Kentucky,L,0,0,0,1,broderick-stewart-1
Stryker Sulak,2007-11-10,10,Missouri,,Texas A&M,W,0,0,0,1,stryker-sulak-1
Brandon Sumrall,2007-11-10,10,Southern Mississippi,,Memphis,L,0,0,0,1,brandon-sumrall-1
Christian Taylor,2007-11-10,10,UCLA,,Arizona State,L,0,0,0,1,christian-taylor-1
Daniel Te'o-Nesheim,2007-11-10,10,Washington,@,Oregon State,L,0,0,0,1,daniel-teo-nesheim-1
Terrell Thomas,2007-11-10,10,Southern California,@,California,W,0,0,0,1,terrell-thomas-1
Travis Timmons,2007-11-10,10,Central Florida,@,Alabama-Birmingham,W,0,0,0,1,travis-timmons-1
Greg Trent,2007-11-10,10,Washington State,,Stanford,W,0,0,0,1,greg-trent-1
Udeme Udofia,2007-11-10,10,Stanford,@,Washington State,L,0,0,0,1,udeme-udofia-1
Jeff Van Orsow,2007-11-10,10,Oregon State,,Washington,W,0,0,0,1,jeff-van-orsow-1
Darrin Walls,2007-11-10,10,Notre Dame,,Air Force,L,0,0,0,1,darrin-walls-1
Keala Watson,2007-11-10,9,Hawaii,,Fresno State,W,0,0,0,1,keala-watson-1
Darryl Watts,2007-11-10,10,Troy,@,Western Kentucky,W,0,0,0,1,darryl-watts-1
Otis Wiley,2007-11-10,11,Michigan State,@,Purdue,W,0,0,0,1,otis-wiley-1
Carlton Williams,2007-11-10,10,South Florida,@,Syracuse,W,0,0,0,1,carlton-williams-1
Wesley Woodyard,2007-11-10,10,Kentucky,@,Vanderbilt,W,0,0,0,1,wesley-woodyard-1
Major Wright,2007-11-10,10,Florida,@,South Carolina,W,0,0,0,1,major-wright-1
Clayton Mullins,2007-11-14,11,Miami (OH),,Akron,W,0,0,0,1,clayton-mullins-1
Davanzo Tate,2007-11-14,11,Akron,@,Miami (OH),L,0,0,0,1,davanzo-tate-1
Corey Hall,2007-11-15,11,Arizona,,Oregon,W,0,0,0,1,corey-hall-1
Spencer Larsen,2007-11-15,11,Arizona,,Oregon,W,0,0,0,1,spencer-larsen-1
Kenny Rowe,2007-11-15,10,Oregon,@,Arizona,L,0,0,0,1,kenny-rowe-1
Kevin Basped,2007-11-16,10,Nevada,,Hawaii,L,0,0,0,1,kevin-basped-1
John Fonoti,2007-11-16,10,Hawaii,@,Nevada,W,0,0,0,1,john-fonoti-1
Keala Watson,2007-11-16,10,Hawaii,@,Nevada,W,0,0,0,1,keala-watson-1
Ryan Allison,2007-11-17,12,Michigan State,,Penn State,W,0,0,0,2,ryan-allison-1
Stanley Arnoux,2007-11-17,11,Wake Forest,,North Carolina State,W,0,0,0,1,stanley-arnoux-1
Malcolm Arrington,2007-11-17,12,Northwestern,@,Illinois,L,0,0,0,1,malcolm-arrington-1
Cliff Avril,2007-11-17,12,Purdue,@,Indiana,L,0,0,0,1,cliff-avril-1
Bryan Baldwin,2007-11-17,11,Kansas State,,Missouri,L,0,0,0,1,bryan-baldwin-1
Gary Barnidge,2007-11-17,11,Louisville,@,South Florida,L,0,0,0,1,gary-barnidge-1
Dan Bick,2007-11-17,12,Purdue,@,Indiana,L,0,0,0,2,dan-bick-1
Carson Bird,2007-11-17,12,Air Force,,San Diego State,W,0,0,0,1,carson-bird-1
Barry Booker,2007-11-17,11,Virginia Tech,,Miami (FL),W,0,0,0,1,barry-booker-1
Alvin Bowen,2007-11-17,12,Iowa State,@,Kansas,L,0,0,0,1,alvin-bowen-1
Ricky Brewer,2007-11-17,11,Colorado State,,Georgia Southern,W,0,0,0,1,ricky-brewer-1
Darius Butler,2007-11-17,11,Connecticut,,Syracuse,W,0,0,0,1,darius-butler-1
Brian Chmura,2007-11-17,11,Army,,Tulsa,L,0,0,0,1,brian-chmura-1
Ian Clark,2007-11-17,11,New Mexico,@,Utah,L,0,0,0,1,ian-clark-1
Dan Cline,2007-11-17,11,Western Kentucky,,Morehead State,W,0,0,0,1,dan-cline-1
Shawn Crable,2007-11-17,12,Michigan,,Ohio State,L,0,0,0,1,shawn-crable-1
Jacob Cutrera,2007-11-17,11,Louisiana State,@,Mississippi,W,0,0,0,1,jacob-cutrera-1
Louis Delmas,2007-11-17,11,Western Michigan,@,Iowa,W,0,0,0,1,louis-delmas-1
Mark Dillard,2007-11-17,11,Louisiana Tech,,San Jose State,W,0,0,0,2,mark-dillard-1
Daniel Drayton,2007-11-17,11,Oregon State,@,Washington State,W,0,0,0,1,daniel-drayton-1
Keilen Dykes,2007-11-17,10,West Virginia,@,Cincinnati,W,0,0,0,1,keilen-dykes-1
Dante Floyd,2007-11-17,12,New Mexico State,,Utah State,L,0,0,0,1,dante-floyd-1
Moise Fokou,2007-11-17,11,Maryland,@,Florida State,L,0,0,0,1,moise-fokou-1
Eric Foster,2007-11-17,11,Rutgers,,Pittsburgh,W,0,0,0,1,eric-foster-1
Justin Garrett,2007-11-17,11,Missouri,@,Kansas State,W,0,0,0,1,justin-garrett-1
Trimane Goddard,2007-11-17,11,North Carolina,@,Georgia Tech,L,0,0,0,1,trimane-goddard-1
Damon Hurst,2007-11-17,11,Southern Methodist,,Central Florida,L,0,0,0,1,damon-hurst-1
Nate Irving,2007-11-17,11,North Carolina State,@,Wake Forest,L,0,0,0,1,nate-irving-1
Robert Johnson,2007-11-17,11,Utah,,New Mexico,W,0,0,0,1,robert-johnson-4
Will Johnson,2007-11-17,11,Kent State,@,Temple,L,0,0,0,2,will-johnson-4
Reginald Jones,2007-11-17,10,Florida International,@,Louisiana,L,0,0,0,1,reginald-jones-1
J.J. Justice,2007-11-17,11,Maryland,@,Florida State,L,0,0,0,1,jj-justice-1
Jake Kasser,2007-11-17,11,Memphis,,Alabama-Birmingham,W,0,0,0,1,jake-kasser-1
Paul Kruger,2007-11-17,11,Utah,,New Mexico,W,0,0,0,1,paul-kruger-1
Prince Kwateng,2007-11-17,12,Northwestern,@,Illinois,L,0,0,0,1,prince-kwateng-1
Marc Magro,2007-11-17,10,West Virginia,@,Cincinnati,W,0,0,0,1,marc-magro-1
Orion Martin,2007-11-17,11,Virginia Tech,,Miami (FL),W,0,0,0,1,orion-martin-1
Kyle McCarthy,2007-11-17,11,Notre Dame,,Duke,W,0,0,0,1,kyle-mccarthy-1
Clinton McDonald,2007-11-17,11,Memphis,,Alabama-Birmingham,W,0,0,0,1,clinton-mcdonald-1
Omar McDonnaugh-Hale,2007-11-17,11,Temple,,Kent State,W,0,0,0,1,omar-mcdonnaugh-hale-1
Tyrone McKenzie,2007-11-17,11,South Florida,,Louisville,W,0,0,0,1,tyrone-mckenzie-1
Scott McKillop,2007-11-17,10,Pittsburgh,@,Rutgers,L,0,0,0,1,scott-mckillop-1
Marcus Minor,2007-11-17,11,Western Kentucky,,Morehead State,W,0,0,0,1,marcus-minor-1
Ernest Mitchell,2007-11-17,11,Arkansas,,Mississippi State,W,0,0,0,1,ernest-mitchell-1
Quinton Moore,2007-11-17,11,Oklahoma State,@,Baylor,W,0,0,0,1,quinton-moore-1
Dajuan Morgan,2007-11-17,11,North Carolina State,@,Wake Forest,L,0,0,0,1,dajuan-morgan-1
Lamar Morgan,2007-11-17,11,Louisiana,,Florida International,W,0,0,0,1,lamar-morgan-1
Andre Morris,2007-11-17,12,Air Force,,San Diego State,W,0,0,0,1,andre-morris-1
Adrian Moten,2007-11-17,11,Maryland,@,Florida State,L,0,0,0,1,adrian-moten-1
Aleric Mullins,2007-11-17,11,North Carolina,@,Georgia Tech,L,0,0,0,1,aleric-mullins-1
Damaso Munoz,2007-11-17,11,Rutgers,,Pittsburgh,W,0,0,0,1,damaso-munoz-1
Jerome Murphy,2007-11-17,11,South Florida,,Louisville,W,0,0,0,1,jerome-murphy-1
Shane Murray,2007-11-17,10,Pittsburgh,@,Rutgers,L,0,0,0,1,shane-murray-1
Chase Ortiz,2007-11-17,11,Texas Christian,,Nevada-Las Vegas,W,0,0,0,2,chase-ortiz-1
Darius Powell,2007-11-17,11,North Carolina,@,Georgia Tech,L,0,0,0,1,darius-powell-1
Jordan Reffett,2007-11-17,11,Washington,,California,W,0,0,0,1,jordan-reffett-1
Vincent Rey,2007-11-17,11,Duke,@,Notre Dame,L,0,0,0,1,vincent-rey-1
Roy Roberts,2007-11-17,11,Tulsa,@,Army,W,0,0,0,1,roy-roberts-1
Taylor Rust,2007-11-17,11,Idaho,@,Boise State,L,0,0,0,1,taylor-rust-1
Andrew Ryan,2007-11-17,11,San Jose State,@,Louisiana Tech,L,0,0,0,1,andrew-ryan-1
C.J. Spillman,2007-11-17,11,Marshall,@,Houston,L,1,5,0,1,cj-spillman-1
Torrey Stewart,2007-11-17,11,Texas Christian,,Nevada-Las Vegas,W,0,0,0,1,torrey-stewart-1
Austin Thomas,2007-11-17,12,Indiana,,Purdue,W,0,0,0,1,austin-thomas-1
Greg Trent,2007-11-17,11,Washington State,,Oregon State,L,0,0,0,1,greg-trent-1
James Truxillo,2007-11-17,11,Louisiana-Monroe,@,Alabama,W,0,0,0,1,james-truxillo-1
Julian Vandervelde,2007-11-17,12,Iowa,,Western Michigan,L,0,0,0,1,julian-vandervelde-1
Christian Varner,2007-11-17,11,Maryland,@,Florida State,L,0,0,0,1,christian-varner-1
Shalamar Walker,2007-11-17,11,Louisiana Tech,,San Jose State,W,1,4,0,1,shalamar-walker-1
John Ware,2007-11-17,11,North Carolina State,@,Wake Forest,L,0,0,0,1,john-ware-1
Sean Weatherspoon,2007-11-17,11,Missouri,@,Kansas State,W,0,0,0,1,sean-weatherspoon-1
Deunta Williams,2007-11-17,11,North Carolina,@,Georgia Tech,L,0,0,0,1,deunta-williams-1
Julius Williams,2007-11-17,11,Connecticut,,Syracuse,W,0,0,0,1,julius-williams-1
Laquincy Williams,2007-11-17,11,Louisiana,,Florida International,W,0,0,0,1,laquincy-williams-1
Wesley Woodyard,2007-11-17,11,Kentucky,@,Georgia,L,0,0,0,1,wesley-woodyard-1
Lawrence Jackson,2007-11-22,11,Southern California,@,Arizona State,W,0,0,0,1,lawrence-jackson-1
Robert James,2007-11-22,11,Arizona State,,Southern California,L,0,0,0,1,robert-james-1
John Clark,2007-11-23,12,Colorado State,,Wyoming,W,0,0,0,1,john-clark-2
Freddie Fairchild,2007-11-23,12,Arkansas,@,Louisiana State,W,0,0,0,1,freddie-fairchild-1
John Fonoti,2007-11-23,11,Hawaii,,Boise State,W,0,0,0,1,john-fonoti-1
Greg Harris,2007-11-23,12,Toledo,@,Bowling Green State,L,0,0,0,1,greg-harris-1
Kellen Heard,2007-11-23,12,Texas A&M,,Texas,W,0,0,0,1,kellen-heard-1
Jacob Hester,2007-11-23,12,Louisiana State,,Arkansas,L,0,0,0,1,jacob-hester-1
Matt Hewitt,2007-11-23,12,Arkansas,@,Louisiana State,W,0,0,0,2,matt-hewitt-1
Andre Jones,2007-11-23,12,Akron,,Central Michigan,L,1,64,1,1,andre-jones-2
Kenny Lewis,2007-11-23,12,Bowling Green State,,Toledo,W,0,0,0,1,kenny-lewis-1
Brian Orakpo,2007-11-23,12,Texas,@,Texas A&M,L,0,0,0,1,brian-orakpo-1
Lucas Patterson,2007-11-23,12,Texas A&M,,Texas,W,0,0,0,1,lucas-patterson-1
John Prater,2007-11-23,12,Wyoming,@,Colorado State,L,0,0,0,1,john-prater-1
Kelvin Sheppard,2007-11-23,12,Louisiana State,,Arkansas,L,0,0,0,1,kelvin-sheppard-1
Blake Smith,2007-11-23,12,Colorado State,,Wyoming,W,0,0,0,1,blake-smith-1
Craig Steltz,2007-11-23,12,Louisiana State,,Arkansas,L,0,0,0,1,craig-steltz-1
Ryan Walters,2007-11-23,12,Colorado,,Nebraska,W,0,0,0,1,ryan-walters-1
Ray Bass,2007-11-24,11,San Diego State,,Texas Christian,L,0,0,0,1,ray-bass-1
Beau Bell,2007-11-24,12,Nevada-Las Vegas,@,New Mexico,L,0,0,0,1,beau-bell-1
Demonte Bolden,2007-11-24,12,Tennessee,@,Kentucky,W,0,0,0,1,demonte-bolden-1
Aaron Bryant,2007-11-24,12,Connecticut,@,West Virginia,L,0,0,0,1,aaron-bryant-1
Martail Burnett,2007-11-24,12,Utah,@,Brigham Young,L,0,0,0,1,martail-burnett-1
Derek Burrell,2007-11-24,12,Kent State,,Buffalo,L,0,0,0,1,derek-burrell-1
Cornelius Campbell Jr.,2007-11-24,12,Syracuse,,Cincinnati,L,0,0,0,1,cornelius-campbell-jr-1
