Player,Date,G,School,Loc,Opponent,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,unique_id
Nate Needham,2019-08-29,1,Bowling Green State,,Morgan State,W,0,1,0.0,0,0,1,-200.0,nate-needham-2
Tobias Oliver,2019-08-29,1,Georgia Tech,@,Clemson,L,3,9,33.3,65,0,2,49.6,tobias-oliver-1
Chris Reynolds,2019-08-29,1,UNC Charlotte,,Gardner-Webb,W,14,20,70.0,136,1,1,133.6,chris-reynolds-1
Desmond Ridder,2019-08-29,1,Cincinnati,,UCLA,W,18,26,69.2,242,2,1,165.1,desmond-ridder-1
Dorian Thompson-Robinson,2019-08-29,1,UCLA,@,Cincinnati,L,8,26,30.8,156,2,2,91.2,dorian-thompson-robinson-1
Tyler Vitt,2019-08-29,1,Texas State,@,Texas A&M,L,9,15,60.0,51,0,2,61.9,tyler-vitt-1
Darius Wade,2019-08-29,1,Bowling Green State,,Morgan State,W,22,32,68.8,253,3,0,166.1,darius-wade-1
Zach Wilson,2019-08-29,1,Brigham Young,,Utah,L,21,33,63.6,208,0,2,104.5,zach-wilson-3
Brandon Wimbush,2019-08-29,1,Central Florida,,Florida A&M,W,12,23,52.2,168,2,0,142.2,brandon-wimbush-1
Blake Barnett,2019-08-30,1,South Florida,,Wisconsin,L,13,30,43.3,109,0,2,60.5,blake-barnett-2
Andrew Brito,2019-08-30,1,Massachusetts,@,Rutgers,L,2,6,33.3,15,0,1,21.0,andrew-brito-1
McLane Carter,2019-08-30,1,Rutgers,,Massachusetts,W,21,31,67.7,340,2,3,161.8,mclane-carter-1
Jack Coan,2019-08-30,1,Wisconsin,@,South Florida,W,19,26,73.1,199,2,0,162.8,jack-coan-1
Tristan Gebbia,2019-08-30,1,Oregon State,,Oklahoma State,L,3,7,42.9,30,1,0,126.0,tristan-gebbia-1
Wiley Green,2019-08-30,1,Rice,@,Army,L,7,14,50.0,62,0,0,87.2,wiley-green-1
Colin Hill,2019-08-30,1,Colorado State,N,Colorado,L,31,47,66.0,374,3,2,145.4,colin-hill-1
Kelvin Hopkins Jr,2019-08-30,1,Army,,Rice,W,3,8,37.5,53,1,0,134.4,kelvin-hopkins-jr-1
Johnny Langan,2019-08-30,1,Rutgers,,Massachusetts,W,1,1,100.0,8,0,0,167.2,johnny-langan-1
Brian Lewerke,2019-08-30,1,Michigan State,,Tulsa,W,21,37,56.8,192,1,0,109.3,brian-lewerke-1
Rocky Lombardi,2019-08-30,1,Michigan State,,Tulsa,W,1,1,100.0,3,0,0,125.2,rocky-lombardi-1
Jordan Love,2019-08-30,1,Utah State,@,Wake Forest,L,33,48,68.8,416,3,3,149.7,jordan-love-2
Jake Luton,2019-08-30,1,Oregon State,,Oklahoma State,L,23,42,54.8,251,3,0,128.5,jake-luton-1
Jordan McCloud,2019-08-30,1,South Florida,,Wisconsin,L,3,3,100.0,22,0,0,161.6,jordan-mccloud-1
Steven Montez,2019-08-30,1,Colorado,N,Colorado State,W,13,20,65.0,232,2,0,195.4,steven-montez-1
Jamie Newman,2019-08-30,1,Wake Forest,,Utah State,W,34,47,72.3,401,3,0,165.1,jamie-newman-1
Spencer Sanders,2019-08-30,1,Oklahoma State,@,Oregon State,W,19,24,79.2,203,3,0,191.5,spencer-sanders-1
Elijah Sindelar,2019-08-30,1,Purdue,@,Nevada,L,34,52,65.4,423,4,2,151.4,elijah-sindelar-1
Zach Smith,2019-08-30,1,Tulsa,@,Michigan State,L,16,27,59.3,153,1,1,111.7,zach-smith-6
Carson Strong,2019-08-30,1,Nevada,,Purdue,W,30,51,58.8,295,3,0,126.8,carson-strong-1
Randall West,2019-08-30,1,Massachusetts,@,Rutgers,L,20,31,64.5,106,1,1,97.4,randall-west-1
Jack Abraham,2019-08-31,1,Southern Mississippi,,Alcorn State,W,18,28,64.3,293,1,1,156.8,jack-abraham-1
Josh Adkins,2019-08-31,1,New Mexico State,@,Washington State,L,28,42,66.7,221,0,2,101.3,josh-adkins-1
Justin Agner,2019-08-31,1,Florida Atlantic,@,Ohio State,L,3,5,60.0,30,0,1,70.4,justin-agner-1
Ryan Agnew,2019-08-31,1,San Diego State,,Weber State,W,16,30,53.3,108,0,0,83.6,ryan-agnew-1
Holton Ahlers,2019-08-31,1,East Carolina,@,North Carolina State,L,22,39,56.4,168,0,1,87.5,holton-ahlers-1
Cam Akers,2019-08-31,1,Florida State,,Boise State,L,0,1,0.0,0,0,0,0.0,cam-akers-1
Hank Bachmeier,2019-08-31,1,Boise State,@,Florida State,W,30,51,58.8,407,1,1,128.4,hank-bachmeier-1
Kaleb Barker,2019-08-31,1,Troy,,Campbell,W,18,29,62.1,282,2,0,166.5,kaleb-barker-1
Jason Bean,2019-08-31,1,North Texas,,Abilene Christian,W,0,1,0.0,0,0,0,0.0,jason-bean-1
Johnathan Bennett,2019-08-31,1,Liberty,,Syracuse,L,1,3,33.3,4,0,0,44.5,johnathan-bennett-1
Jake Bentley,2019-08-31,1,South Carolina,N,North Carolina,L,16,30,53.3,142,1,2,90.8,jake-bentley-2
James Blackman,2019-08-31,1,Florida State,,Boise State,L,23,33,69.7,327,3,0,182.9,james-blackman-1
Gerry Bohanon,2019-08-31,1,Baylor,,Stephen F. Austin,W,5,6,83.3,51,1,0,209.7,gerry-bohanon-1
Logan Bonner,2019-08-31,1,Arkansas State,,Southern Methodist,L,32,50,64.0,324,4,1,140.8,logan-bonner-1
Ross Bowers,2019-08-31,1,Northern Illinois,,Illinois State,W,20,33,60.6,299,2,1,150.7,ross-bowers-1
Alan Bowman,2019-08-31,1,Texas Tech,,Montana State,W,40,53,75.5,436,2,0,157.0,alan-bowman-1
Carter Bradley,2019-08-31,1,Toledo,@,Kentucky,L,4,13,30.8,44,0,1,43.8,carter-bradley-1
Myles Brennan,2019-08-31,1,Louisiana State,,Georgia Southern,W,7,12,58.3,72,0,0,108.7,myles-brennan-1
Charlie Brewer,2019-08-31,1,Baylor,,Stephen F. Austin,W,21,31,67.7,199,3,0,153.6,charlie-brewer-1
Anthony Brown,2019-08-31,1,Boston College,,Virginia Tech,W,15,26,57.7,275,2,0,171.9,anthony-brown-11
Kelly Bryant,2019-08-31,1,Missouri,@,Wyoming,L,31,48,64.6,423,2,1,148.2,kelly-bryant-1
Shane Buechele,2019-08-31,1,Southern Methodist,@,Arkansas State,W,30,49,61.2,360,0,1,118.9,shane-buechele-1
Joe Burrow,2019-08-31,1,Louisiana State,,Georgia Southern,W,23,27,85.2,278,5,0,232.8,joe-burrow-1
Stephen Calvert,2019-08-31,1,Liberty,,Syracuse,L,20,39,51.3,234,0,2,91.4,stephen-calvert-1
Todd Centeio,2019-08-31,1,Temple,,Bucknell,W,4,5,80.0,98,1,0,310.6,todd-centeio-1
Sean Chambers,2019-08-31,1,Wyoming,,Missouri,W,6,16,37.5,92,0,0,85.8,sean-chambers-1
James Charles,2019-08-31,1,Florida Atlantic,@,Ohio State,L,1,1,100.0,-2,0,0,83.2,james-charles-1
Chris Chugunov,2019-08-31,1,Ohio State,,Florida Atlantic,W,1,1,100.0,-2,0,0,83.2,chris-chugunov-1
Sean Clifford,2019-08-31,1,Penn State,,Idaho,W,14,23,60.9,280,2,0,191.8,sean-clifford-1
Matt Corral,2019-08-31,1,Mississippi,@,Memphis,L,9,19,47.4,93,0,1,78.0,matt-corral-1
K.J. Costello,2019-08-31,1,Stanford,,Northwestern,W,16,20,80.0,152,1,0,160.3,kj-costello-1
Chase Cunningham,2019-08-31,1,Middle Tennessee State,@,Michigan,L,4,9,44.4,17,0,0,60.3,chase-cunningham-1
JT Daniels,2019-08-31,1,Southern California,,Fresno State,W,25,34,73.5,215,1,1,130.5,jt-daniels-1
Alex Delton,2019-08-31,1,Texas Christian,,Arkansas-Pine Bluff,W,10,22,45.5,119,0,0,90.9,alex-delton-1
Tyler Desue,2019-08-31,1,Maryland,,Howard,W,0,1,0.0,0,0,0,0.0,tyler-desue-1
Tommy Devito,2019-08-31,1,Syracuse,@,Liberty,W,17,35,48.6,176,0,2,79.4,tommy-devito-1
Max Duggan,2019-08-31,1,Texas Christian,,Arkansas-Pine Bluff,W,16,23,69.6,165,1,0,144.2,max-duggan-1
Jacob Eason,2019-08-31,1,Washington,,Eastern Washington,W,27,36,75.0,349,4,0,193.1,jacob-eason-1
Sam Ehlinger,2019-08-31,1,Texas,,Louisiana Tech,W,28,38,73.7,276,4,0,169.4,sam-ehlinger-1
Dan Ellington,2019-08-31,1,Georgia State,@,Tennessee,W,11,24,45.8,139,2,0,122.0,dan-ellington-1
Westin Elliott,2019-08-31,1,Louisiana Tech,@,Texas,L,1,3,33.3,9,0,1,-8.1,westin-elliott-1
Caleb Evans,2019-08-31,1,Louisiana-Monroe,,Grambling State,W,19,25,76.0,183,1,1,142.7,caleb-evans-2
Justin Fields,2019-08-31,1,Ohio State,,Florida Atlantic,W,18,25,72.0,234,4,0,203.4,justin-fields-2
Mason Fine,2019-08-31,1,North Texas,,Abilene Christian,W,28,37,75.7,383,4,1,192.9,mason-fine-1
Jake Fromm,2019-08-31,1,Georgia,@,Vanderbilt,W,15,23,65.2,156,1,0,136.5,jake-fromm-1
Brett Gabbert,2019-08-31,1,Miami (OH),@,Iowa,L,17,27,63.0,186,2,1,137.9,brett-gabbert-1
Chase Garbers,2019-08-31,1,California,,California-Davis,W,16,28,57.1,238,2,1,145.0,chase-garbers-1
Mike Glass III,2019-08-31,1,Eastern Michigan,@,Coastal Carolina,W,20,22,90.9,188,3,0,207.7,mike-glass-iii-1
Anthony Gordon,2019-08-31,1,Washington State,,New Mexico State,W,29,35,82.9,420,5,0,230.8,anthony-gordon-2
Isaiah Green,2019-08-31,1,Marshall,,Virginia Military Institute,W,18,28,64.3,238,4,1,175.7,isaiah-green-2
TJ Green,2019-08-31,1,Northwestern,@,Stanford,L,6,10,60.0,62,0,0,112.1,tj-green-2
Cordale Grundy,2019-08-31,1,Texas-San Antonio,,Incarnate Word,W,0,1,0.0,0,0,1,-200.0,cordale-grundy-1
Mitchell Guadagni,2019-08-31,1,Toledo,@,Kentucky,L,7,12,58.3,122,0,0,143.7,mitchell-guadagni-1
Jarrett Guarantano,2019-08-31,1,Tennessee,,Georgia State,L,26,40,65.0,311,2,1,141.8,jarrett-guarantano-1
Gage Gubrud,2019-08-31,1,Washington State,,New Mexico State,W,9,11,81.8,76,1,0,169.9,gage-gubrud-1
Frank Harris,2019-08-31,1,Texas-San Antonio,,Incarnate Word,W,28,36,77.8,206,3,1,147.8,frank-harris-3
Quentin Harris,2019-08-31,1,Duke,N,Alabama,L,12,22,54.5,97,0,2,73.4,quentin-harris-2
Justin Herbert,2019-08-31,1,Oregon,N,Auburn,L,28,37,75.7,242,1,0,139.5,justin-herbert-1
Reid Herring,2019-08-31,1,East Carolina,@,North Carolina State,L,4,6,66.7,60,0,0,150.7,reid-herring-1
Ben Hicks,2019-08-31,1,Arkansas,,Portland State,W,14,29,48.3,143,0,0,89.7,ben-hicks-1
Bailey Hockman,2019-08-31,1,North Carolina State,,East Carolina,W,1,2,50.0,6,0,0,75.2,bailey-hockman-1
Sam Howell,2019-08-31,1,North Carolina,N,South Carolina,W,15,24,62.5,245,2,0,175.8,sam-howell-1
Jacob Huesman,2019-08-31,1,Appalachian State,,East Tennessee State,W,1,1,100.0,17,1,0,572.8,jacob-huesman-1
Brandt Hughes,2019-08-31,1,New Mexico,,Sam Houston State,W,12,29,41.4,218,0,0,104.5,brandt-hughes-1
Josh Jackson,2019-08-31,1,Maryland,,Howard,W,15,24,62.5,245,4,0,203.3,josh-jackson-3
Cam Johnson,2019-08-31,1,Vanderbilt,,Georgia,L,0,1,0.0,0,0,0,0.0,cam-johnson-2
Cephus Johnson,2019-08-31,1,South Alabama,@,Nebraska,L,19,34,55.9,231,2,2,120.6,cephus-johnson-2
Hunter Johnson,2019-08-31,1,Northwestern,@,Stanford,L,6,17,35.3,55,0,2,38.9,hunter-johnson-2
Brandon Jones,2019-08-31,1,Texas-El Paso,,,W,10,20,50.0,268,1,1,169.1,brandon-jones-16
Mac Jones,2019-08-31,1,Alabama,N,Duke,W,4,5,80.0,31,0,0,132.1,mac-jones-1
Sheriron Jones,2019-08-31,1,New Mexico,,Sam Houston State,W,6,11,54.5,122,0,0,147.7,sheriron-jones-1
Robbie Kelley,2019-08-31,1,Akron,@,Illinois,L,2,4,50.0,6,0,0,62.6,robbie-kelley-1
Austin Kendall,2019-08-31,1,West Virginia,,James Madison,W,27,42,64.3,260,2,0,132.0,austin-kendall-1
Will Levis,2019-08-31,1,Penn State,,Idaho,W,11,14,78.6,62,1,0,139.3,will-levis-1
Levi Lewis,2019-08-31,1,Louisiana,N,Mississippi State,L,24,39,61.5,267,1,2,117.3,levi-lewis-1
Adrian Martinez,2019-08-31,1,Nebraska,,South Alabama,W,13,22,59.1,178,0,1,118.0,adrian-martinez-2
Dylan McCaffrey,2019-08-31,1,Michigan,,Middle Tennessee State,W,2,2,100.0,17,0,0,171.4,dylan-mccaffrey-1
Matt McKay,2019-08-31,1,North Carolina State,,East Carolina,W,25,37,67.6,308,1,0,146.4,matt-mckay-1
Davis Mills,2019-08-31,1,Stanford,,Northwestern,W,7,14,50.0,81,0,0,98.6,davis-mills-1
Joe Milton,2019-08-31,1,Michigan,,Middle Tennessee State,W,0,1,0.0,0,0,0,0.0,joe-milton-2
Joe Mischler,2019-08-31,1,Ohio,,Rhode Island,W,0,1,0.0,0,0,1,-200.0,joe-mischler-1
Tylan Morton,2019-08-31,1,South Alabama,@,Nebraska,L,0,1,0.0,0,0,1,-200.0,tylan-morton-1
Riley Neal,2019-08-31,1,Vanderbilt,,Georgia,L,14,25,56.0,85,0,0,84.6,riley-neal-1
Kato Nelson,2019-08-31,1,Akron,@,Illinois,L,10,24,41.7,122,0,1,76.0,kato-nelson-1
Bo Nix,2019-08-31,1,Auburn,N,Oregon,W,13,31,41.9,177,2,2,98.3,bo-nix-1
Asher O'Hara,2019-08-31,1,Middle Tennessee State,@,Michigan,L,22,32,68.8,217,2,1,140.1,asher-ohara-1
Kenyon Oblad,2019-08-31,1,Nevada-Las Vegas,,Southern Utah,W,7,11,63.6,59,0,0,108.7,kenyon-oblad-1
Shea Patterson,2019-08-31,1,Michigan,,Middle Tennessee State,W,17,29,58.6,203,3,0,151.6,shea-patterson-1
Fred Payton,2019-08-31,1,Coastal Carolina,,Eastern Michigan,L,29,43,67.4,304,2,4,123.6,fred-payton-1
Michael Penix Jr.,2019-08-31,1,Indiana,N,Ball State,W,24,40,60.0,326,1,2,126.7,michael-penix-jr-1
Bryce Perkins,2019-08-31,1,Virginia,@,Pittsburgh,W,20,34,58.8,181,2,0,123.0,bryce-perkins-1
Malcolm Perry,2019-08-31,1,Navy,,Holy Cross,W,6,9,66.7,103,0,0,162.8,malcolm-perry-1
Brandon Peters,2019-08-31,1,Illinois,,Akron,W,14,23,60.9,163,3,0,163.4,brandon-peters-1
Kenny Pickett,2019-08-31,1,Pittsburgh,,Virginia,L,21,41,51.2,185,1,2,87.4,kenny-pickett-1
Tyrell Pigrome,2019-08-31,1,Maryland,,Howard,W,2,5,40.0,61,1,0,208.5,tyrell-pigrome-1
Drew Plitt,2019-08-31,1,Ball State,N,Indiana,L,26,41,63.4,298,2,1,135.7,drew-plitt-1
Brock Purdy,2019-08-31,1,Iowa State,,Northern Iowa,W,30,41,73.2,278,2,0,146.2,brock-purdy-1
Jorge Reyna,2019-08-31,1,Fresno State,@,Southern California,L,19,39,48.7,256,2,1,115.7,jorge-reyna-1
Matt Robinson,2019-08-31,1,Illinois,,Akron,W,1,2,50.0,31,0,0,180.2,matt-robinson-6
Chris Robison,2019-08-31,1,Florida Atlantic,@,Ohio State,L,22,34,64.7,178,1,0,118.4,chris-robison-1
Armani Rogers,2019-08-31,1,Nevada-Las Vegas,,Southern Utah,W,11,17,64.7,144,1,0,155.3,armani-rogers-1
Nathan Rourke,2019-08-31,1,Ohio,,Rhode Island,W,16,22,72.7,188,2,0,174.5,nathan-rourke-1
Anthony Russo,2019-08-31,1,Temple,,Bucknell,W,32,41,78.0,409,4,1,189.2,anthony-russo-3
Isaiah Sanders,2019-08-31,1,Air Force,,Colgate,W,1,1,100.0,41,0,0,444.4,isaiah-sanders-1
Jacob Sirmon,2019-08-31,1,Washington,,Eastern Washington,W,1,2,50.0,21,0,0,138.2,jacob-sirmon-1
Kedon Slovis,2019-08-31,1,Southern California,,Fresno State,W,6,8,75.0,57,0,1,109.9,kedon-slovis-1
Stone Smartt,2019-08-31,1,Old Dominion,,Norfolk State,W,17,23,73.9,158,0,1,122.9,stone-smartt-1
J'mar Smith,2019-08-31,1,Louisiana Tech,@,Texas,L,34,51,66.7,331,2,1,130.2,jmar-smith-1
Carter Stanley,2019-08-31,1,Kansas,,Indiana State,W,20,29,69.0,241,2,0,161.5,carter-stanley-1
Nathan Stanley,2019-08-31,1,Iowa,,Miami (OH),W,21,30,70.0,252,3,0,173.6,nathan-stanley-2
Nick Starkel,2019-08-31,1,Arkansas,,Portland State,W,4,5,80.0,48,0,1,120.6,nick-starkel-1
Tommy Stevens,2019-08-31,1,Mississippi State,N,Louisiana,W,20,30,66.7,236,2,0,154.7,tommy-stevens-1
Colby Suits,2019-08-31,1,Louisiana-Monroe,,Grambling State,W,1,3,33.3,3,0,0,41.7,colby-suits-1
Tua Tagovailoa,2019-08-31,1,Alabama,N,Duke,W,26,31,83.9,336,4,0,217.5,tua-tagovailoa-1
Zac Thomas,2019-08-31,1,Appalachian State,,East Tennessee State,W,16,24,66.7,150,2,0,146.7,zac-thomas-2
Casey Thompson,2019-08-31,1,Texas,,Louisiana Tech,W,3,5,60.0,25,0,0,102.0,casey-thompson-1
Skylar Thompson,2019-08-31,1,Kansas State,,Nicholls State,W,16,22,72.7,212,1,0,168.7,skylar-thompson-1
Alex Thomson,2019-08-31,1,Marshall,,Virginia Military Institute,W,6,7,85.7,102,1,0,255.3,alex-thomson-1
Trey Tinsley,2019-08-31,1,Washington State,,New Mexico State,W,1,3,33.3,11,0,0,64.1,trey-tinsley-1
Justin Tomlin,2019-08-31,1,Georgia Southern,@,Louisiana State,L,3,8,37.5,24,0,0,62.7,justin-tomlin-1
Jackson Tyner,2019-08-31,1,Texas Tech,,Montana State,W,0,2,0.0,0,0,0,0.0,jackson-tyner-1
Deuce Wallace,2019-08-31,1,Vanderbilt,,Georgia,L,2,6,33.3,24,0,0,66.9,deuce-wallace-2
Jon Wassink,2019-08-31,1,Western Michigan,,Monmouth,W,20,25,80.0,368,5,0,269.6,jon-wassink-1
Shai Werts,2019-08-31,1,Georgia Southern,@,Louisiana State,L,1,3,33.3,0,0,0,33.3,shai-werts-1
Brady White,2019-08-31,1,Memphis,,Mississippi,W,23,31,74.2,172,0,1,114.3,brady-white-1
Kobay White,2019-08-31,1,Boston College,,Virginia Tech,W,0,1,0.0,0,0,1,-200.0,kobay-white-1
Steven Williams,2019-08-31,1,Old Dominion,,Norfolk State,W,0,1,0.0,0,0,1,-200.0,steven-williams-2
Ryan Willis,2019-08-31,1,Virginia Tech,@,Boston College,L,29,47,61.7,344,4,3,138.5,ryan-willis-2
Terry Wilson,2019-08-31,1,Kentucky,,Toledo,W,19,26,73.1,246,2,0,177.9,terry-wilson-3
Jalen Hurts,2019-09-01,1,Oklahoma,,Houston,W,20,23,87.0,332,3,0,251.3,jalen-hurts-1
D'Eriq King,2019-09-01,1,Houston,@,Oklahoma,L,14,27,51.9,167,2,0,128.3,deriq-king-1
Tanner Mordecai,2019-09-01,1,Oklahoma,,Houston,W,0,1,0.0,0,0,0,0.0,tanner-mordecai-1
Chatarius Atwell,2019-09-02,1,Louisville,,Notre Dame,L,0,1,0.0,0,0,0,0.0,chatarius-atwell-1
Ian Book,2019-09-02,1,Notre Dame,@,Louisville,W,14,23,60.9,193,1,0,145.7,ian-book-1
Jawon Pass,2019-09-02,1,Louisville,,Notre Dame,L,12,27,44.4,134,0,0,86.1,jawon-pass-1
Brennan Armstrong,2019-09-06,2,Virginia,,William & Mary,W,9,10,90.0,103,0,1,156.5,brennan-armstrong-1
Hank Bachmeier,2019-09-06,2,Boise State,,Marshall,W,22,34,64.7,282,1,1,138.2,hank-bachmeier-1
Jayden Daniels,2019-09-06,2,Arizona State,,Sacramento State,W,17,27,63.0,304,1,0,169.8,jayden-daniels-1
Xavier Gaines,2019-09-06,2,Marshall,@,Boise State,L,0,1,0.0,0,0,0,0.0,xavier-gaines-2
Isaiah Green,2019-09-06,2,Marshall,@,Boise State,L,10,17,58.8,56,0,1,74.7,isaiah-green-2
Wiley Green,2019-09-06,2,Rice,,Wake Forest,L,3,5,60.0,69,0,0,175.9,wiley-green-1
Jamie Newman,2019-09-06,2,Wake Forest,@,Rice,W,21,27,77.8,312,3,0,211.5,jamie-newman-1
Bryce Perkins,2019-09-06,2,Virginia,,William & Mary,W,16,26,61.5,192,2,2,133.6,bryce-perkins-1
Tom Stewart,2019-09-06,2,Rice,,Wake Forest,L,19,30,63.3,185,1,0,126.1,tom-stewart-1
Jack Abraham,2019-09-07,2,Southern Mississippi,@,Mississippi State,L,18,26,69.2,234,2,2,154.8,jack-abraham-1
Connor Adair,2019-09-07,2,Memphis,,Southern,W,6,7,85.7,61,0,0,158.9,connor-adair-1
Josh Adkins,2019-09-07,2,New Mexico State,@,Alabama,L,19,30,63.3,145,1,1,108.3,josh-adkins-1
Ryan Agnew,2019-09-07,2,San Diego State,@,UCLA,W,23,31,74.2,293,1,0,164.2,ryan-agnew-1
Holton Ahlers,2019-09-07,2,East Carolina,,Gardner-Webb,W,18,29,62.1,195,1,1,123.0,holton-ahlers-1
Maurice Alexander,2019-09-07,2,Florida International,,Western Kentucky,L,0,1,0.0,0,0,0,0.0,maurice-alexander-2
Jack Allison,2019-09-07,2,West Virginia,@,Missouri,L,1,2,50.0,4,0,1,-33.2,jack-allison-1
Griffin Alstott,2019-09-07,2,Western Michigan,@,Michigan State,L,4,4,100.0,33,1,0,251.8,griffin-alstott-1
Nick Ast,2019-09-07,2,Kansas State,,Bowling Green State,W,3,3,100.0,28,0,0,178.4,nick-ast-1
Blake Barnett,2019-09-07,2,South Florida,@,Georgia Tech,L,12,20,60.0,79,0,0,93.2,blake-barnett-2
Michael Barrett,2019-09-07,2,Michigan,,Army,W,1,1,100.0,25,0,0,310.0,michael-barrett-1
Jason Bean,2019-09-07,2,North Texas,@,Southern Methodist,L,5,6,83.3,33,1,0,184.5,jason-bean-1
Johnathan Bennett,2019-09-07,2,Liberty,@,Louisiana,L,1,2,50.0,7,0,0,79.4,johnathan-bennett-1
Stetson Bennett,2019-09-07,2,Georgia,,Murray State,W,9,13,69.2,124,2,1,184.7,stetson-bennett-1
James Blackman,2019-09-07,2,Florida State,,Louisiana-Monroe,W,30,40,75.0,282,3,2,149.0,james-blackman-1
Gerry Bohanon,2019-09-07,2,Baylor,,Texas-San Antonio,W,4,7,57.1,15,0,0,75.1,gerry-bohanon-1
Logan Bonner,2019-09-07,2,Arkansas State,@,Nevada-Las Vegas,W,22,37,59.5,284,2,0,141.8,logan-bonner-1
Lynn Bowden Jr.,2019-09-07,2,Kentucky,,Eastern Michigan,W,1,1,100.0,32,0,0,368.8,lynn-bowden-jr-1
Ross Bowers,2019-09-07,2,Northern Illinois,@,Utah,L,20,29,69.0,229,1,1,139.8,ross-bowers-1
Alan Bowman,2019-09-07,2,Texas Tech,,Texas-El Paso,W,30,45,66.7,260,3,1,132.8,alan-bowman-1
Rakeem Boyd,2019-09-07,2,Arkansas,@,Mississippi,L,1,1,100.0,1,0,0,108.4,rakeem-boyd-2
Charlie Brewer,2019-09-07,2,Baylor,,Texas-San Antonio,W,12,16,75.0,163,3,0,222.5,charlie-brewer-1
Andrew Brito,2019-09-07,2,Massachusetts,,Southern Illinois,L,6,10,60.0,73,1,1,134.3,andrew-brito-1
