Player,Date,G,School,Loc,Opponent,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Pass Int,QBR,unique_id
Andy Roesch,2003-08-28,1,Ball State,,Indiana State,W,14,28,50.0,204,2,1,127.6,andy-roesch-1
Adam Rothenfluh,2003-08-28,1,Oregon State,,Sacramento State,W,2,2,100.0,28,0,0,217.6,adam-rothenfluh-1
Alex Smith,2003-08-28,1,Utah,,Utah State,W,5,7,71.4,86,2,0,268.9,alex-smith-3
Colby Smith,2003-08-28,1,Middle Tennessee State,,Florida Atlantic,L,0,1,0.0,0,0,0,0.0,colby-smith-1
Bruce Gradkowski,2003-08-29,1,Toledo,@,Nevada-Las Vegas,L,14,27,51.9,124,2,0,114.9,bruce-gradkowski-1
Kurt Nantkes,2003-08-29,1,Nevada-Las Vegas,,Toledo,W,27,41,65.9,308,3,1,148.2,kurt-nantkes-1
Cedric Stevens,2003-08-29,1,Toledo,@,Nevada-Las Vegas,L,3,7,42.9,21,0,0,68.1,cedric-stevens-1
Asad Abdul-Khaliq,2003-08-30,1,Minnesota,,Tulsa,W,13,17,76.5,204,2,0,216.1,asad-abdul-khaliq-1
Dustin Almond,2003-08-30,1,Southern Mississippi,@,California,L,4,8,50.0,49,0,0,101.5,dustin-almond-1
Maurice Avery,2003-08-30,1,Memphis,,Tennessee Tech,W,0,1,0.0,0,0,0,0.0,maurice-avery-1
Jerry Babb,2003-08-30,1,Louisiana,@,South Carolina,L,12,25,48.0,134,0,1,85.0,jerry-babb-1
Matt Baker,2003-08-30,1,North Carolina,,Florida State,L,5,10,50.0,20,0,1,46.8,matt-baker-1
Ronnie Banks,2003-08-30,1,South Florida,@,Alabama,L,17,33,51.5,199,1,1,106.1,ronnie-banks-1
Richard Bartel,2003-08-30,1,Southern Methodist,@,Texas Tech,L,21,44,47.7,195,1,3,78.8,richard-bartel-1
Brett Basanez,2003-08-30,1,Northwestern,@,Kansas,W,23,36,63.9,219,0,1,109.4,brett-basanez-1
Blade Bassler,2003-08-30,1,Houston,,Rice,W,0,1,0.0,0,0,0,0.0,blade-bassler-1
Hansell Bearden,2003-08-30,1,Troy,@,Kansas State,L,8,17,47.1,69,0,1,69.4,hansell-bearden-1
Jon Beutjer,2003-08-30,1,Illinois,N,Missouri,L,31,44,70.5,284,1,0,132.2,jon-beutjer-1
Casey Bramlet,2003-08-30,1,Wyoming,,Montana State,W,17,28,60.7,203,1,0,133.4,casey-bramlet-1
Jason Campbell,2003-08-30,1,Auburn,,Southern California,L,12,26,46.2,121,0,1,77.6,jason-campbell-1
Craig Candeto,2003-08-30,1,Navy,,Virginia Military Institute,W,7,16,43.8,161,0,0,128.3,craig-candeto-1
Nathan Chandler,2003-08-30,1,Iowa,,Miami (OH),W,12,19,63.2,129,2,0,154.9,nathan-chandler-1
Casey Clausen,2003-08-30,1,Tennessee,,Fresno State,W,18,31,58.1,159,2,2,109.5,casey-clausen-1
Kellen Clemens,2003-08-30,1,Oregon,@,Mississippi State,W,14,21,66.7,247,3,0,212.6,kellen-clemens-1
Duane Coleman,2003-08-30,1,Clemson,,Georgia,L,0,1,0.0,0,0,0,0.0,duane-coleman-1
Nic Costa,2003-08-30,1,Arizona,,Texas-El Paso,W,6,10,60.0,110,1,0,185.4,nic-costa-1
Brodie Croyle,2003-08-30,1,Alabama,,South Florida,W,14,27,51.9,203,1,0,127.2,brodie-croyle-1
Orlando Cruz,2003-08-30,1,Texas-El Paso,@,Arizona,L,13,25,52.0,121,0,1,84.7,orlando-cruz-1
Sonny Cumbie,2003-08-30,1,Texas Tech,,Southern Methodist,W,3,3,100.0,17,0,0,147.6,sonny-cumbie-1
Jay Cutler,2003-08-30,1,Vanderbilt,,Mississippi,L,20,32,62.5,248,2,1,142.0,jay-cutler-1
Micky D'Angelo,2003-08-30,1,Southern Mississippi,@,California,L,16,26,61.5,163,0,1,106.5,micky-dangelo-1
Daniel DaPrato,2003-08-30,1,Louisiana-Monroe,@,Louisiana State,L,1,4,25.0,1,0,0,27.1,daniel-daprato-1
Jay Davis,2003-08-30,1,North Carolina State,,Western Carolina,W,8,9,88.9,83,1,0,203.0,jay-davis-1
Gavin Dickey,2003-08-30,1,Florida,,San Jose State,W,3,4,75.0,50,1,1,212.5,gavin-dickey-1
Matt Dlugolecki,2003-08-30,1,San Diego State,,Eastern Washington,W,11,19,57.9,97,0,1,90.3,matt-dlugolecki-1
Omar Duarte,2003-08-30,1,Texas-El Paso,@,Arizona,L,3,3,100.0,25,0,0,170.0,omar-duarte-1
Darian Durant,2003-08-30,1,North Carolina,,Florida State,L,18,31,58.1,145,0,1,90.9,darian-durant-1
Tali Ena,2003-08-30,1,New Mexico,,Texas State,W,1,1,100.0,20,1,0,598.0,tali-ena-1
Kevin Fant,2003-08-30,1,Mississippi State,,Oregon,L,23,40,57.5,285,3,1,137.1,kevin-fant-1
Josh Fields,2003-08-30,1,Oklahoma State,@,Nebraska,L,13,28,46.4,97,1,3,65.9,josh-fields-1
Jason Fife,2003-08-30,1,Oregon,@,Mississippi State,W,8,8,100.0,111,1,0,257.8,jason-fife-1
Brian Fisher,2003-08-30,1,South Florida,@,Alabama,L,1,1,100.0,6,0,0,150.4,brian-fisher-1
Adam Fitch,2003-08-30,1,Air Force,,Wofford,W,2,2,100.0,28,1,0,382.6,adam-fitch-1
Austin Flynn,2003-08-30,1,Iowa State,,Northern Iowa,W,9,18,50.0,158,1,1,131.0,austin-flynn-1
Graham Gochneaur,2003-08-30,1,Marshall,,Hofstra,W,1,1,100.0,3,0,0,125.2,graham-gochneaur-1
Jeff Grady,2003-08-30,1,Fresno State,@,Tennessee,L,13,24,54.2,118,0,0,95.5,jeff-grady-1
David Greene,2003-08-30,1,Georgia,@,Clemson,W,12,17,70.6,203,1,0,190.3,david-greene-1
Matt Gutierrez,2003-08-30,1,Michigan,,Central Michigan,W,3,3,100.0,28,0,0,178.4,matt-gutierrez-1
Darrell Hackney,2003-08-30,1,Alabama-Birmingham,@,Baylor,W,13,29,44.8,238,2,0,136.5,darrell-hackney-1
Marques Hagans,2003-08-30,1,Virginia,,Duke,W,1,1,100.0,9,0,0,175.6,marques-hagans-1
Charles Hales,2003-08-30,1,West Virginia,,Wisconsin,L,5,10,50.0,40,0,0,83.6,charles-hales-1
Adam Hall,2003-08-30,1,San Diego State,,Eastern Washington,W,6,14,42.9,54,0,0,75.3,adam-hall-1
Scott Hall,2003-08-30,1,North Texas,@,Oklahoma,L,5,16,31.3,71,0,0,68.5,scott-hall-1
Collin Hannigan,2003-08-30,1,Temple,@,Penn State,L,1,2,50.0,27,0,0,163.4,collin-hannigan-1
Chance Harridge,2003-08-30,1,Air Force,,Wofford,W,5,9,55.6,61,0,0,112.5,chance-harridge-1
Michael Harrington,2003-08-30,1,Idaho,N,Washington State,L,15,34,44.1,162,0,3,66.5,michael-harrington-1
Ryan Hart,2003-08-30,1,Rutgers,,Buffalo,W,21,31,67.7,225,1,0,139.4,ryan-hart-1
Andy Heiser,2003-08-30,1,Nevada,,Southern Utah,W,11,19,57.9,110,1,0,123.9,andy-heiser-1
Greg Henderson,2003-08-30,1,Rice,@,Houston,L,5,10,50.0,28,0,1,53.5,greg-henderson-1
Kyle Herm,2003-08-30,1,Rice,@,Houston,L,1,3,33.3,8,0,1,-10.9,kyle-herm-1
Stan Hill,2003-08-30,1,Marshall,,Hofstra,W,25,37,67.6,344,2,3,147.3,stan-hill-1
Elliot Jacobs,2003-08-30,1,Arkansas State,@,Texas A&M,L,11,20,55.0,94,0,1,84.5,elliot-jacobs-1
Steven Jyles,2003-08-30,1,Louisiana-Monroe,@,Louisiana State,L,14,30,46.7,180,0,1,90.4,steven-jyles-1
Benji Kamrath,2003-08-30,1,Minnesota,,Tulsa,W,3,9,33.3,73,1,0,138.1,benji-kamrath-1
Aaron Karas,2003-08-30,1,Baylor,,Alabama-Birmingham,L,20,33,60.6,227,2,0,138.4,aaron-karas-1
Matt Kegel,2003-08-30,1,Washington State,N,Idaho,W,12,21,57.1,108,0,1,90.8,matt-kegel-1
Casey Kelly,2003-08-30,1,New Mexico,,Texas State,W,12,16,75.0,165,3,0,223.5,casey-kelly-1
James Kilian,2003-08-30,1,Tulsa,@,Minnesota,L,18,32,56.3,171,0,0,101.1,james-kilian-1
Joel Klatt,2003-08-30,1,Colorado,N,Colorado State,W,21,34,61.8,402,4,0,199.9,joel-klatt-1
Kevin Kolb,2003-08-30,1,Houston,,Rice,W,17,22,77.3,246,2,0,201.2,kevin-kolb-1
Craig Krenzel,2003-08-30,1,Ohio State,,Washington,W,15,27,55.6,203,0,0,118.7,craig-krenzel-1
Aaron Leak,2003-08-30,1,Troy,@,Kansas State,L,3,13,23.1,30,0,1,27.1,aaron-leak-1
Chris Leak,2003-08-30,1,Florida,,San Jose State,W,10,14,71.4,111,1,0,161.6,chris-leak-1
Matt Leinart,2003-08-30,1,Southern California,@,Auburn,W,17,30,56.7,192,1,0,121.4,matt-leinart-1
Brian Lindgren,2003-08-30,1,Idaho,N,Washington State,L,1,2,50.0,5,0,0,71.0,brian-lindgren-1
Dustin Long,2003-08-30,1,Texas A&M,,Arkansas State,W,5,7,71.4,44,0,1,95.7,dustin-long-1
Jammal Lord,2003-08-30,1,Nebraska,,Oklahoma State,W,8,16,50.0,78,0,1,78.5,jammal-lord-1
Matt LoVecchio,2003-08-30,1,Indiana,@,Connecticut,L,13,29,44.8,211,1,0,117.3,matt-lovecchio-2
Brian Luke,2003-08-30,1,Kansas,,Northwestern,L,1,2,50.0,15,0,1,13.0,brian-luke-1
Eli Manning,2003-08-30,1,Mississippi,@,Vanderbilt,W,22,33,66.7,275,1,0,146.7,eli-manning-1
Rasheed Marshall,2003-08-30,1,West Virginia,,Wisconsin,L,10,16,62.5,98,0,0,114.0,rasheed-marshall-1
Ingle Martin,2003-08-30,1,Florida,,San Jose State,W,14,23,60.9,196,1,0,146.8,ingle-martin-1
Anthony Martinez,2003-08-30,1,Virginia,,Duke,W,6,15,40.0,76,1,0,104.6,anthony-martinez-2
Matt Mauck,2003-08-30,1,Louisiana State,,Louisiana-Monroe,W,13,28,46.4,153,3,1,120.5,matt-mauck-1
Mike McGann,2003-08-30,1,Temple,@,Penn State,L,16,33,48.5,168,0,0,91.2,mike-mcgann-1
Kole McKamey,2003-08-30,1,New Mexico,,Texas State,W,2,6,33.3,72,0,1,100.8,kole-mckamey-1
Scott McMullen,2003-08-30,1,Ohio State,,Washington,W,0,1,0.0,0,0,0,0.0,scott-mcmullen-1
Reggie McNeal,2003-08-30,1,Texas A&M,,Arkansas State,W,7,13,53.8,82,0,1,91.4,reggie-mcneal-1
Zack Mills,2003-08-30,1,Penn State,,Temple,W,6,17,35.3,79,1,1,82.0,zack-mills-1
Chad Munson,2003-08-30,1,Western Michigan,@,Michigan State,L,30,50,60.0,333,2,2,121.1,chad-munson-1
John Navarre,2003-08-30,1,Michigan,,Central Michigan,W,19,33,57.6,245,2,1,133.9,john-navarre-1
Ryan O'Hara,2003-08-30,1,Arizona,,Texas-El Paso,W,8,16,50.0,119,1,2,108.1,ryan-ohara-1
Dan Orlovsky,2003-08-30,1,Connecticut,,Indiana,W,26,42,61.9,307,3,1,142.1,dan-orlovsky-1
Jordan Palmer,2003-08-30,1,Texas-El Paso,@,Arizona,L,5,15,33.3,58,0,0,65.8,jordan-palmer-1
Jeff Perry,2003-08-30,1,Central Michigan,@,Michigan,L,18,29,62.1,150,0,1,98.6,jeff-perry-1
Paul Peterson,2003-08-30,1,Boston College,,Wake Forest,L,4,5,80.0,49,1,0,228.3,paul-peterson-1
Cody Pickett,2003-08-30,1,Washington,@,Ohio State,L,26,49,53.1,255,0,0,96.8,cody-pickett-1
Beau Pierce,2003-08-30,2,San Jose State,@,Florida,L,6,10,60.0,41,0,1,74.4,beau-pierce-1
Dondrial Pinkins,2003-08-30,1,South Carolina,,Louisiana,W,16,34,47.1,185,1,0,102.5,dondrial-pinkins-1
Aaron Polanco,2003-08-30,1,Navy,,Virginia Military Institute,W,4,7,57.1,67,0,1,109.0,aaron-polanco-1
Quinton Porter,2003-08-30,1,Boston College,,Wake Forest,L,22,39,56.4,243,1,0,117.2,quinton-porter-1
Se'e Poumele,2003-08-30,1,Hawaii,,Appalachian State,W,1,2,50.0,0,0,1,-50.0,see-poumele-1
Marcus Randall,2003-08-30,1,Louisiana State,,Louisiana-Monroe,W,5,7,71.4,153,1,0,302.2,marcus-randall-1
Cory Randolph,2003-08-30,1,Wake Forest,@,Boston College,W,13,23,56.5,149,2,2,122.2,cory-randolph-1
Eric Rekieta,2003-08-30,1,Louisiana,@,South Carolina,L,0,2,0.0,0,0,0,0.0,eric-rekieta-1
Jeffrey Rhode,2003-08-30,1,Hawaii,,Appalachian State,W,0,1,0.0,0,0,0,0.0,jeffrey-rhode-1
Scott Rislov,2003-08-30,2,San Jose State,@,Florida,L,13,27,48.1,57,0,1,58.5,scott-rislov-1
Philip Rivers,2003-08-30,1,North Carolina State,,Western Carolina,W,26,30,86.7,320,3,0,209.3,philip-rivers-1
Chris Rix,2003-08-30,1,Florida State,@,North Carolina,W,17,26,65.4,232,1,0,153.0,chris-rix-1
Ell Roberson,2003-08-30,2,Kansas State,,Troy,W,9,23,39.1,234,1,2,121.5,ell-roberson-1
Reggie Robertson,2003-08-30,2,California,,Southern Mississippi,W,9,14,64.3,142,2,0,196.6,reggie-robertson-1
Michael Robinson,2003-08-30,1,Penn State,,Temple,W,0,2,0.0,0,0,0,0.0,michael-robinson-1
Bobby Robison,2003-08-30,1,Memphis,,Tennessee Tech,W,9,16,56.3,124,0,0,121.4,bobby-robison-1
Aaron Rodgers,2003-08-30,2,California,,Southern Mississippi,W,2,4,50.0,15,0,0,81.5,aaron-rodgers-1
Ben Roethlisberger,2003-08-30,1,Miami (OH),@,Iowa,L,27,42,64.3,250,0,4,95.2,ben-roethlisberger-1
Jeff Rowe,2003-08-30,1,Nevada,,Southern Utah,W,8,13,61.5,85,1,0,141.8,jeff-rowe-1
Matt Schaub,2003-08-30,1,Virginia,,Duke,W,5,6,83.3,84,0,0,200.9,matt-schaub-1
Mike Schneider,2003-08-30,1,Duke,@,Virginia,L,5,9,55.6,73,0,0,123.7,mike-schneider-1
Jeff Schwinn,2003-08-30,2,Kansas State,,Troy,W,1,1,100.0,11,0,0,192.4,jeff-schwinn-1
Randall Secky,2003-08-30,1,Buffalo,@,Rutgers,L,7,21,33.3,60,0,0,57.3,randall-secky-1
Wyatt Sexton,2003-08-30,1,Florida State,@,North Carolina,W,2,3,66.7,47,0,0,198.3,wyatt-sexton-1
D.J. Shockley,2003-08-30,1,Georgia,@,Clemson,W,1,4,25.0,11,0,0,48.1,dj-shockley-1
Adam Smith,2003-08-30,1,Duke,@,Virginia,L,6,20,30.0,47,0,0,49.7,adam-smith-1
Andrew Smith,2003-08-30,1,North Texas,@,Oklahoma,L,2,9,22.2,8,0,1,7.5,andrew-smith-3
Brad Smith,2003-08-30,1,Missouri,N,Illinois,W,12,18,66.7,102,2,0,150.9,brad-smith-1
Jeff Smoker,2003-08-30,1,Michigan State,,Western Michigan,W,21,34,61.8,324,3,2,159.2,jeff-smoker-1
Jim Sorgi,2003-08-30,1,Wisconsin,@,West Virginia,W,20,34,58.8,215,1,0,121.6,jim-sorgi-1
C.J. Stephens,2003-08-30,1,North Carolina,,Florida State,L,4,6,66.7,58,0,0,147.9,cj-stephens-1
Chansi Stuckey,2003-08-30,1,Clemson,,Georgia,L,1,3,33.3,13,0,0,69.7,chansi-stuckey-1
Josh Swogger,2003-08-30,1,Washington State,N,Idaho,W,1,2,50.0,19,0,0,129.8,josh-swogger-1
B.J. Symons,2003-08-30,1,Texas Tech,,Southern Methodist,W,23,38,60.5,297,3,1,147.0,bj-symons-1
Paul Thompson,2003-08-30,1,Oklahoma,,North Texas,W,5,6,83.3,38,1,0,191.5,paul-thompson-1
Bradlee Van Pelt,2003-08-30,1,Colorado State,N,Colorado,L,18,38,47.4,339,3,1,143.1,bradlee-van-pelt-1
Benji Walker,2003-08-30,1,Vanderbilt,,Mississippi,L,1,1,100.0,50,1,0,850.0,benji-walker-1
Fabian Walker,2003-08-30,1,Florida State,@,North Carolina,W,5,8,62.5,38,0,0,102.4,fabian-walker-1
Walter Washington,2003-08-30,1,Temple,@,Penn State,L,0,1,0.0,0,0,0,0.0,walter-washington-1
Jason Whieldon,2003-08-30,1,Hawaii,,Appalachian State,W,21,35,60.0,359,3,2,163.0,jason-whieldon-1
Jason White,2003-08-30,1,Oklahoma,,North Texas,W,23,35,65.7,248,3,1,147.8,jason-white-1
Charlie Whitehurst,2003-08-30,1,Clemson,,Georgia,L,19,33,57.6,151,0,1,90.0,charlie-whitehurst-1
Bill Whittemore,2003-08-30,1,Kansas,,Northwestern,L,12,28,42.9,240,1,1,119.5,bill-whittemore-1
Chris Williams,2003-08-30,1,Alabama-Birmingham,@,Baylor,W,1,2,50.0,16,0,0,117.2,chris-williams-6
Danny Wimprine,2003-08-30,1,Memphis,,Tennessee Tech,W,15,21,71.4,266,2,0,209.3,danny-wimprine-1
Shane Boyd,2003-08-31,1,Kentucky,,Louisville,L,0,1,0.0,0,0,1,-200.0,shane-boyd-1
Paul Dombrowski,2003-08-31,1,New Mexico State,@,Texas,L,4,8,50.0,41,0,1,68.1,paul-dombrowski-1
Stefan Lefors,2003-08-31,1,Louisville,@,Kentucky,W,14,23,60.9,180,1,1,132.3,stefan-lefors-1
Jared Lorenzen,2003-08-31,1,Kentucky,,Louisville,L,18,31,58.1,236,2,1,136.9,jared-lorenzen-1
Brandon Marshall,2003-08-31,1,Central Florida,@,Virginia Tech,L,1,1,100.0,56,0,0,570.4,brandon-marshall-1
Chance Mock,2003-08-31,1,Texas,,New Mexico State,W,7,15,46.7,156,2,0,178.0,chance-mock-1
Buck Pierce,2003-08-31,1,New Mexico State,@,Texas,L,4,7,57.1,34,0,2,40.8,buck-pierce-1
Bryan Randall,2003-08-31,1,Virginia Tech,,Central Florida,W,22,28,78.6,278,3,0,197.3,bryan-randall-1
Ryan Schneider,2003-08-31,1,Central Florida,@,Virginia Tech,L,23,35,65.7,203,3,1,137.0,ryan-schneider-1
Marcus Vick,2003-08-31,1,Virginia Tech,,Central Florida,W,7,10,70.0,102,1,0,188.7,marcus-vick-1
Vince Young,2003-08-31,1,Texas,,New Mexico State,W,1,1,100.0,60,0,0,604.0,vince-young-1
Collin Carey,2003-09-01,1,Cincinnati,,East Carolina,W,1,2,50.0,7,0,0,79.4,collin-carey-1
Gino Guidugli,2003-09-01,1,Cincinnati,,East Carolina,W,13,25,52.0,121,1,0,105.9,gino-guidugli-1
Tye Gunn,2003-09-01,1,Texas Christian,@,Tulane,W,17,27,63.0,243,1,1,143.4,tye-gunn-1
J.P. Losman,2003-09-01,1,Tulane,,Texas Christian,L,25,42,59.5,303,2,2,126.3,jp-losman-1
Desmond Robinson,2003-09-01,1,East Carolina,@,Cincinnati,L,7,11,63.6,70,0,1,98.9,desmond-robinson-1
Paul Troth,2003-09-01,1,East Carolina,@,Cincinnati,L,9,15,60.0,76,0,0,102.6,paul-troth-1
Micky D'Angelo,2003-09-04,2,Southern Mississippi,@,Alabama-Birmingham,W,14,20,70.0,197,1,1,159.2,micky-dangelo-1
Darrell Hackney,2003-09-04,2,Alabama-Birmingham,,Southern Mississippi,L,23,37,62.2,262,1,0,130.6,darrell-hackney-1
Chinedu Okoro,2003-09-04,2,Eastern Michigan,,Western Illinois,L,26,44,59.1,252,0,0,107.2,chinedu-okoro-1
Derek Anderson,2003-09-05,2,Oregon State,@,Fresno State,L,15,44,34.1,285,1,5,73.3,derek-anderson-1
Jeff Grady,2003-09-05,2,Fresno State,,Oregon State,W,22,49,44.9,276,1,3,86.7,jeff-grady-1
Asad Abdul-Khaliq,2003-09-06,2,Minnesota,,Troy,W,10,16,62.5,171,1,1,160.4,asad-abdul-khaliq-1
R.J. Anderson,2003-09-06,1,Syracuse,@,North Carolina,W,20,33,60.6,288,3,0,163.9,rj-anderson-1
Jerry Babb,2003-09-06,2,Louisiana,,Louisiana Tech,L,24,39,61.5,197,0,1,98.8,jerry-babb-1
Reggie Ball,2003-09-06,2,Georgia Tech,,Auburn,W,9,21,42.9,149,1,0,118.2,reggie-ball-1
Ronnie Banks,2003-09-06,2,South Florida,,Nicholls State,W,16,31,51.6,288,4,1,165.8,ronnie-banks-1
Brett Basanez,2003-09-06,2,Northwestern,,Air Force,L,15,38,39.5,234,1,4,78.8,brett-basanez-1
Blade Bassler,2003-09-06,2,Houston,@,Michigan,L,0,1,0.0,0,0,0,0.0,blade-bassler-1
Hansell Bearden,2003-09-06,2,Troy,@,Minnesota,L,5,14,35.7,35,0,0,56.7,hansell-bearden-1
John Beck,2003-09-06,2,Brigham Young,@,Southern California,L,1,5,20.0,12,0,0,40.2,john-beck-1
Jamie Beeghley,2003-09-06,2,Oklahoma State,,Wyoming,W,2,3,66.7,25,0,0,136.7,jamie-beeghley-1
Shawn Bell,2003-09-06,2,Baylor,@,North Texas,L,5,5,100.0,67,0,0,212.6,shawn-bell-1
Brock Berlin,2003-09-06,2,Miami (FL),,Florida,W,27,41,65.9,340,2,2,141.9,brock-berlin-1
Matt Berry,2003-09-06,2,Brigham Young,@,Southern California,L,27,39,69.2,297,1,3,126.3,matt-berry-1
Jon Beutjer,2003-09-06,2,Illinois,,Illinois State,W,16,23,69.6,207,4,1,193.9,jon-beutjer-1
Jeremy Bloom,2003-09-06,2,Colorado,,UCLA,W,0,1,0.0,0,0,0,0.0,jeremy-bloom-1
Shane Boyd,2003-09-06,2,Kentucky,,Murray State,W,1,3,33.3,8,0,0,55.7,shane-boyd-1
Casey Bramlet,2003-09-06,2,Wyoming,@,Oklahoma State,L,17,38,44.7,306,3,0,138.4,casey-bramlet-1
Tim Brasic,2003-09-06,2,Illinois,,Illinois State,W,0,1,0.0,0,0,0,0.0,tim-brasic-1
Steven Bright,2003-09-06,2,Vanderbilt,,Chattanooga,W,4,5,80.0,38,1,0,209.8,steven-bright-1
Anthony Butler,2003-09-06,2,Air Force,@,Northwestern,W,1,1,100.0,37,0,0,410.8,anthony-butler-1
Jason Campbell,2003-09-06,2,Auburn,@,Georgia Tech,L,20,33,60.6,190,0,1,102.9,jason-campbell-1
Craig Candeto,2003-09-06,2,Navy,@,Texas Christian,L,7,15,46.7,75,0,1,75.3,craig-candeto-1
Maxie Causey,2003-09-06,2,Louisiana Tech,@,Louisiana,W,2,2,100.0,26,0,0,209.2,maxie-causey-1
Nathan Chandler,2003-09-06,2,Iowa,,Buffalo,W,8,11,72.7,113,2,0,219.0,nathan-chandler-1
Mike Clark,2003-09-06,2,Arkansas State,,Tennessee-Martin,W,0,1,0.0,0,0,0,0.0,mike-clark-2
Casey Clausen,2003-09-06,2,Tennessee,,Marshall,W,21,33,63.6,235,3,1,147.4,casey-clausen-1
Kellen Clemens,2003-09-06,2,Oregon,,Nevada,W,10,24,41.7,154,2,0,123.1,kellen-clemens-1
Chris Clifton,2003-09-06,2,Virginia Tech,,James Madison,W,0,1,0.0,0,0,0,0.0,chris-clifton-1
Nic Costa,2003-09-06,2,Arizona,,Louisiana State,L,3,11,27.3,21,0,0,43.3,nic-costa-1
Travis Cox,2003-09-06,2,Utah State,@,Nebraska,L,17,33,51.5,178,1,0,106.8,travis-cox-1
Joshua Cribbs,2003-09-06,2,Kent State,@,Pittsburgh,L,11,22,50.0,86,0,1,73.7,joshua-cribbs-1
Matt Crivello,2003-09-06,2,Utah State,@,Nebraska,L,0,1,0.0,0,0,1,-200.0,matt-crivello-1
Brodie Croyle,2003-09-06,2,Alabama,,Oklahoma,L,24,42,57.1,195,1,2,94.5,brodie-croyle-1
Orlando Cruz,2003-09-06,2,Texas-El Paso,,Cal Poly,L,7,13,53.8,50,1,1,96.2,orlando-cruz-1
Jay Cutler,2003-09-06,2,Vanderbilt,,Chattanooga,W,8,15,53.3,186,1,0,179.5,jay-cutler-1
Zac Dahman,2003-09-06,1,Army,,Connecticut,L,17,29,58.6,143,2,1,115.9,zac-dahman-1
Joe Dailey,2003-09-06,2,Nebraska,,Utah State,W,4,5,80.0,47,0,0,159.0,joe-dailey-2
Gavin Dickey,2003-09-06,2,Florida,@,Miami (FL),L,2,2,100.0,12,0,0,150.4,gavin-dickey-1
