coach_name,last_year_bonus,max_bonus,other_pay,school_pay,total_pay,year,school,conference
Brian Kelly,0.0,0.0,0.0,1088179.0,1088179,2013,Notre Dame,Ind.
Brian Kelly,0.0,0.0,0.0,2424301.0,2424301,2012,Notre Dame,Ind.
Brian Kelly,0.0,0.0,0.0,0.0,0,2011,Notre Dame,Ind.
Brian Kelly,0.0,0.0,0.0,0.0,0,2010,Notre Dame,Ind.
Luke Fickell,0.0,625000.0,0.0,2000000.0,2000000,2018,Cincinnati,AAC
Luke Fickell,0.0,625000.0,0.0,1900000.0,1900000,2017,Cincinnati,AAC
Kevin Sumlin,0.0,2025000.0,400000.0,1600000.0,2000000,2018,Arizona,Pac-12
Herm Edwards,0.0,3010000.0,0.0,2000000.0,2000000,2018,Arizona State,Pac-12
Jonathan Smith,0.0,1275000.0,0.0,1900008.0,1900008,2018,Oregon State,Pac-12
Dave Clawson,0.0,0.0,0.0,1831580.0,1831580,2018,Wake Forest,ACC
Dave Clawson,0.0,0.0,0.0,1827370.0,1827370,2017,Wake Forest,ACC
Dave Clawson,0.0,0.0,0.0,2113166.0,2113166,2016,Wake Forest,ACC
Dave Clawson,0.0,0.0,0.0,0.0,0,2015,Wake Forest,ACC
Dave Clawson,0.0,0.0,0.0,0.0,0,2014,Wake Forest,ACC
Tom Allen,0.0,1441668.0,0.0,1830000.0,1830000,2018,Indiana,Big Ten
Tom Allen,0.0,1441668.0,0.0,1830000.0,1830000,2017,Indiana,Big Ten
Mike Bobo,50000.0,905000.0,0.0,1800000.0,1800000,2018,Colorado State,Mt. West
Mike Bobo,50000.0,785000.0,0.0,1550000.0,1550000,2017,Colorado State,Mt. West
Mike Bobo,50000.0,685000.0,0.0,1450000.0,1450000,2016,Colorado State,Mt. West
Mike Bobo,0.0,685000.0,0.0,1350000.0,1350000,2015,Colorado State,Mt. West
Major Applewhite,20000.0,782500.0,0.0,1750000.0,1750000,2018,Houston,AAC
Major Applewhite,0.0,782500.0,0.0,1750000.0,1750000,2017,Houston,AAC
David Beaty,0.0,2000000.0,0.0,1701109.0,1701109,2018,Kansas,Big 12
David Beaty,25000.0,1750000.0,0.0,1601109.0,1601109,2017,Kansas,Big 12
David Beaty,0.0,925000.0,0.0,801109.0,801109,2016,Kansas,Big 12
David Beaty,0.0,925000.0,0.0,801169.0,801169,2015,Kansas,Big 12
Josh Heupel,0.0,250000.0,0.0,1700000.0,1700000,2018,UCF,AAC
Bryan Harsin,145000.0,475000.0,0.0,1650010.0,1650010,2018,Boise State,Mt. West
Bryan Harsin,55000.0,475000.0,0.0,1550004.0,1550004,2017,Boise State,Mt. West
Bryan Harsin,85000.0,400000.0,0.0,1300004.0,1300004,2016,Boise State,Mt. West
Bryan Harsin,182875.0,400000.0,0.0,1100004.0,1100004,2015,Boise State,Mt. West
Bryan Harsin,0.0,400000.0,0.0,1000004.0,1000004,2014,Boise State,Mt. West
Willie Fritz,0.0,0.0,0.0,1629000.0,1629000,2018,Tulane,AAC
Willie Fritz,0.0,0.0,0.0,0.0,0,2017,Tulane,AAC
Willie Fritz,0.0,0.0,0.0,0.0,0,2016,Tulane,AAC
Jeff Tedford,1240000.0,2765000.0,0.0,1550000.0,1550000,2018,Fresno State,Mt. West
Jeff Tedford,0.0,2765000.0,0.0,1550000.0,1550000,2017,Fresno State,Mt. West
Philip Montgomery,0.0,0.0,0.0,1518177.0,1518177,2018,Tulsa,AAC
Philip Montgomery,0.0,0.0,0.0,1398038.0,1398038,2017,Tulsa,AAC
Philip Montgomery,0.0,0.0,0.0,0.0,0,2016,Tulsa,AAC
Philip Montgomery,0.0,0.0,0.0,0.0,0,2015,Tulsa,AAC
Justin Wilcox,75000.0,900000.0,0.0,1500000.0,1500000,2018,California,Pac-12
Justin Wilcox,0.0,900000.0,0.0,1600000.0,1600000,2017,California,Pac-12
Seth Littrell,130000.0,580000.0,0.0,1425000.0,1425000,2018,North Texas,C-USA
Seth Littrell,35000.0,580000.0,0.0,991416.0,991416,2017,North Texas,C-USA
Seth Littrell,0.0,535000.0,0.0,815000.0,815000,2016,North Texas,C-USA
Craig Bohl,236000.0,450000.0,0.0,1412000.0,1412000,2018,Wyoming,Mt. West
Craig Bohl,213750.0,450000.0,0.0,1412000.0,1412000,2017,Wyoming,Mt. West
Craig Bohl,105000.0,330000.0,0.0,909000.0,909000,2016,Wyoming,Mt. West
Craig Bohl,120000.0,330000.0,0.0,882000.0,882000,2015,Wyoming,Mt. West
Craig Bohl,0.0,330000.0,0.0,832000.0,832000,2014,Wyoming,Mt. West
Jason Candle,210000.0,585000.0,0.0,1125000.0,1125000,2018,Toledo,MAC
Jason Candle,57500.0,615000.0,950.0,700000.0,700950,2017,Toledo,MAC
Jason Candle,0.0,602500.0,0.0,675000.0,675000,2016,Toledo,MAC
Scottie Montgomery,0.0,850000.0,0.0,1102500.0,1102500,2018,East Carolina,AAC
Scottie Montgomery,75000.0,850000.0,0.0,1050000.0,1050000,2017,East Carolina,AAC
Scottie Montgomery,0.0,850000.0,0.0,1000000.0,1000000,2016,East Carolina,AAC
Frank Wilson,17500.0,185000.0,0.0,1100000.0,1100000,2018,UTSA,C-USA
Frank Wilson,17500.0,185000.0,0.0,1137500.0,1137500,2017,UTSA,C-USA
Frank Wilson,0.0,185000.0,0.0,835000.0,835000,2016,UTSA,C-USA
Randy Edsall,129000.0,650000.0,0.0,1100000.0,1100000,2018,Connecticut,AAC
Randy Edsall,0.0,650000.0,0.0,1000000.0,1000000,2017,Connecticut,AAC
Randy Edsall,0.0,114583.0,0.0,1550000.0,1550000,2010,Connecticut,AAC
Randy Edsall,0.0,113542.0,1125000.0,325000.0,1450000,2009,Connecticut,AAC
Randy Edsall,0.0,68751.0,645000.0,275000.0,920000,2007,Connecticut,AAC
Randy Edsall,0.0,0.0,595000.0,250000.0,845000,2006,Connecticut,AAC
Lane Kiffin,40000.0,1150000.0,0.0,1000000.0,1000000,2018,Florida Atlantic,C-USA
Lane Kiffin,0.0,350000.0,0.0,950000.0,950000,2017,Florida Atlantic,C-USA
Charlie Strong,70000.0,815000.0,0.0,1000000.0,1000000,2018,South Florida,AAC
Charlie Strong,0.0,815000.0,0.0,1000000.0,1000000,2017,South Florida,AAC
Turner Gill,0.0,0.0,0.0,947281.0,947281,2018,Liberty,Ind.
Butch Davis,35000.0,550000.0,0.0,945000.0,945000,2018,Florida International,C-USA
Butch Davis,0.0,550000.0,0.0,900000.0,900000,2017,Florida International,C-USA
Matt Wells,65000.0,765000.0,0.0,900000.0,900000,2018,Utah State,Mt. West
Matt Wells,10000.0,730000.0,0.0,1050000.0,1050000,2017,Utah State,Mt. West
Matt Wells,60000.0,730000.0,0.0,800000.0,800000,2016,Utah State,Mt. West
Matt Wells,65000.0,770000.0,2900.0,750000.0,752900,2015,Utah State,Mt. West
Matt Wells,0.0,765000.0,1434.0,575000.0,576434,2014,Utah State,Mt. West
Matt Wells,0.0,735000.0,2500.0,500000.0,502500,2013,Utah State,Mt. West
Bill Clark,165471.0,950000.0,0.0,900000.0,900000,2018,UAB,C-USA
Bill Clark,0.0,685000.0,0.0,630000.0,630000,2017,UAB,C-USA
Bill Clark,0.0,430000.0,0.0,500000.0,500000,2014,UAB,C-USA
Rocky Long,95000.0,720000.0,1000.0,872576.0,873576,2018,San Diego State,Mt. West
Rocky Long,198150.0,735000.0,2000.0,826304.0,828304,2017,San Diego State,Mt. West
Rocky Long,195000.0,655000.0,0.0,810632.0,810632,2016,San Diego State,Mt. West
Rocky Long,65000.0,655000.0,2000.0,806300.0,808300,2015,San Diego State,Mt. West
Rocky Long,0.0,855000.0,2000.0,800000.0,802000,2014,San Diego State,Mt. West
Rocky Long,0.0,855000.0,0.0,800000.0,800000,2013,San Diego State,Mt. West
Rocky Long,0.0,805000.0,2600.0,800000.0,802600,2012,San Diego State,Mt. West
Rocky Long,0.0,855000.0,1000.0,800000.0,801000,2011,San Diego State,Mt. West
Billy Napier,0.0,435000.0,0.0,850000.0,850000,2018,Louisiana-Lafayette,Sun Belt
Blake Anderson,25000.0,185000.0,0.0,825000.0,825000,2018,Arkansas State,Sun Belt
Blake Anderson,50000.0,185000.0,0.0,750000.0,750000,2017,Arkansas State,Sun Belt
Blake Anderson,50000.0,235000.0,0.0,700000.0,700000,2016,Arkansas State,Sun Belt
Blake Anderson,25000.0,235000.0,0.0,700000.0,700000,2015,Arkansas State,Sun Belt
Blake Anderson,0.0,235000.0,0.0,700000.0,700000,2014,Arkansas State,Sun Belt
Bob Davie,0.0,340000.0,1050.0,822690.0,823740,2018,New Mexico,Mt. West
Bob Davie,20000.0,490000.0,1250.0,822690.0,823940,2017,New Mexico,Mt. West
Bob Davie,20000.0,490000.0,1250.0,822690.0,823940,2016,New Mexico,Mt. West
Bob Davie,0.0,490000.0,1250.0,772690.0,773940,2015,New Mexico,Mt. West
Bob Davie,0.0,480000.0,11000.0,772690.0,783690,2014,New Mexico,Mt. West
Bob Davie,0.0,330000.0,0.0,763600.0,763600,2013,New Mexico,Mt. West
Bob Davie,0.0,350000.0,0.0,760000.0,760000,2012,New Mexico,Mt. West
Neal Brown,100000.0,490000.0,0.0,810000.0,810000,2018,Troy,Sun Belt
Neal Brown,80000.0,490000.0,0.0,800000.0,800000,2017,Troy,Sun Belt
Neal Brown,0.0,490000.0,0.0,660000.0,660000,2016,Troy,Sun Belt
Neal Brown,0.0,475000.0,0.0,660000.0,660000,2015,Troy,Sun Belt
Mike Sanford Jr.,0.0,400000.0,5850.0,800000.0,805850,2018,Western Kentucky,C-USA
Mike Sanford Jr.,0.0,400000.0,0.0,800000.0,800000,2017,Western Kentucky,C-USA
Rick Stockstill,65142.0,126142.0,1500.0,801504.0,803004,2018,Middle Tennessee,C-USA
Rick Stockstill,65142.0,126142.0,0.0,801504.0,801504,2017,Middle Tennessee,C-USA
Rick Stockstill,65142.0,126142.0,2500.0,801504.0,804004,2016,Middle Tennessee,C-USA
Rick Stockstill,5000.0,126142.0,10500.0,801504.0,812004,2015,Middle Tennessee,C-USA
Rick Stockstill,0.0,126142.0,1625.0,801504.0,803129,2014,Middle Tennessee,C-USA
Rick Stockstill,0.0,157809.0,2500.0,701504.0,704004,2013,Middle Tennessee,C-USA
Rick Stockstill,0.0,149475.0,625.0,601504.0,602129,2012,Middle Tennessee,C-USA
Rick Stockstill,0.0,148415.0,625.0,588780.0,589405,2011,Middle Tennessee,C-USA
Rick Stockstill,0.0,111000.0,2625.0,488955.0,491580,2010,Middle Tennessee,C-USA
Rick Stockstill,0.0,112180.0,86500.0,195155.0,281655,2009,Middle Tennessee,C-USA
Rick Stockstill,0.0,75000.0,75000.0,207955.0,282955,2007,Middle Tennessee,C-USA
Rick Stockstill,0.0,130583.0,75000.0,179800.0,254800,2006,Middle Tennessee,C-USA
Tim Lester,39250.0,346500.0,0.0,800000.0,800000,2018,Western Michigan,MAC
Tim Lester,0.0,322000.0,0.0,800000.0,800000,2017,Western Michigan,MAC
Doc Holliday,55000.0,145000.0,0.0,762570.0,762570,2018,Marshall,C-USA
Doc Holliday,25000.0,145000.0,0.0,762570.0,762570,2017,Marshall,C-USA
Doc Holliday,55000.0,145000.0,2750.0,762570.0,765320,2016,Marshall,C-USA
Doc Holliday,95000.0,145000.0,2750.0,755500.0,758250,2015,Marshall,C-USA
Doc Holliday,0.0,115000.0,2750.0,607070.0,609820,2014,Marshall,C-USA
Doc Holliday,0.0,80000.0,14250.0,607070.0,621320,2013,Marshall,C-USA
Doc Holliday,0.0,80000.0,12750.0,600000.0,612750,2012,Marshall,C-USA
Doc Holliday,0.0,80000.0,12750.0,607070.0,619820,2011,Marshall,C-USA
Doc Holliday,0.0,80000.0,17750.0,600000.0,617750,2010,Marshall,C-USA
Scott Satterfield,145000.0,295000.0,0.0,712500.0,712500,2018,Appalachian State,Sun Belt
Scott Satterfield,155000.0,270000.0,0.0,675000.0,675000,2017,Appalachian State,Sun Belt
Scott Satterfield,30000.0,290000.0,0.0,525000.0,525000,2016,Appalachian State,Sun Belt
Scott Satterfield,27500.0,165000.0,0.0,375000.0,375000,2015,Appalachian State,Sun Belt
Scott Satterfield,0.0,25000.0,0.0,225000.0,225000,2014,Appalachian State,Sun Belt
Skip Holtz,0.0,395000.0,0.0,700000.0,700000,2018,Louisiana Tech,C-USA
Skip Holtz,50000.0,395000.0,4000.0,700000.0,704000,2017,Louisiana Tech,C-USA
Skip Holtz,25000.0,295000.0,15000.0,500000.0,515000,2016,Louisiana Tech,C-USA
Skip Holtz,25000.0,295000.0,17000.0,500000.0,517000,2015,Louisiana Tech,C-USA
Skip Holtz,0.0,295000.0,10000.0,500000.0,510000,2014,Louisiana Tech,C-USA
Skip Holtz,0.0,295000.0,10000.0,500000.0,510000,2013,Louisiana Tech,C-USA
Dana Dimel,0.0,741665.0,0.0,700000.0,700000,2018,UTEP,C-USA
Everett Withers,0.0,70833.0,0.0,700000.0,700000,2018,Texas State,Sun Belt
Everett Withers,0.0,68750.0,0.0,675000.0,675000,2017,Texas State,Sun Belt
Everett Withers,0.0,66667.0,0.0,650000.0,650000,2016,Texas State,Sun Belt
John Bonamego,45000.0,415000.0,0.0,655000.0,655000,2018,Central Michigan,MAC
John Bonamego,35500.0,330000.0,0.0,545640.0,545640,2017,Central Michigan,MAC
John Bonamego,43500.0,320000.0,300.0,545640.0,545940,2016,Central Michigan,MAC
John Bonamego,0.0,330000.0,0.0,533500.0,533500,2015,Central Michigan,MAC
Bobby Wilder,0.0,504895.0,0.0,654667.0,654667,2018,Old Dominion,C-USA
Bobby Wilder,10000.0,504506.0,0.0,650000.0,650000,2017,Old Dominion,C-USA
Bobby Wilder,0.0,504506.0,15000.0,554590.0,569590,2016,Old Dominion,C-USA
Bobby Wilder,0.0,504125.0,15000.0,550000.0,565000,2015,Old Dominion,C-USA
Bobby Wilder,0.0,503333.0,11010.0,475000.0,486010,2014,Old Dominion,C-USA
Bobby Wilder,0.0,0.0,0.0,450000.0,450000,2013,Old Dominion,C-USA
Chad Lunsford,0.0,295000.0,0.0,650000.0,650000,2018,Georgia Southern,Sun Belt
Rod Carey,42500.0,205000.0,0.0,633460.0,633460,2018,Northern Illinois,MAC
Rod Carey,17500.0,205000.0,0.0,623000.0,623000,2017,Northern Illinois,MAC
Rod Carey,52500.0,205000.0,2500.0,623000.0,625500,2016,Northern Illinois,MAC
Rod Carey,77500.0,205000.0,1500.0,400000.0,401500,2015,Northern Illinois,MAC
Rod Carey,0.0,205000.0,1500.0,400000.0,401500,2014,Northern Illinois,MAC
Rod Carey,0.0,205000.0,1000.0,375000.0,376000,2013,Northern Illinois,MAC
Brad Lambert,0.0,120000.0,0.0,625000.0,625000,2018,Charlotte,C-USA
Brad Lambert,0.0,120000.0,0.0,625000.0,625000,2017,Charlotte,C-USA
Brad Lambert,0.0,120000.0,0.0,600000.0,600000,2016,Charlotte,C-USA
Brad Lambert,0.0,120000.0,0.0,600000.0,600000,2015,Charlotte,C-USA
Steve Campbell,0.0,295000.0,0.0,600000.0,600000,2018,South Alabama,Sun Belt
Tony Sanchez,0.0,260000.0,0.0,600000.0,600000,2018,UNLV,Mt. West
Tony Sanchez,30000.0,260000.0,0.0,600000.0,600000,2017,UNLV,Mt. West
Tony Sanchez,15000.0,325000.0,0.0,510000.0,510000,2016,UNLV,Mt. West
Tony Sanchez,0.0,175000.0,0.0,560000.0,560000,2015,UNLV,Mt. West
Brent Brennan,0.0,210000.0,0.0,590424.0,590424,2018,San Jose State,Mt. West
Brent Brennan,0.0,210000.0,0.0,581916.0,581916,2017,San Jose State,Mt. West
Frank Solich,60772.0,333833.0,0.0,580331.0,580331,2018,Ohio,MAC
Frank Solich,35386.0,331930.0,0.0,522715.0,522715,2017,Ohio,MAC
Frank Solich,10000.0,331930.0,0.0,572715.0,572715,2016,Ohio,MAC
Frank Solich,0.0,329440.0,1500.0,562760.0,564260,2015,Ohio,MAC
Frank Solich,0.0,327000.0,1500.0,553000.0,554500,2014,Ohio,MAC
Frank Solich,0.0,299350.0,11500.0,502400.0,513900,2013,Ohio,MAC
Frank Solich,0.0,297500.0,11500.0,500000.0,511500,2012,Ohio,MAC
Frank Solich,0.0,288325.0,11250.0,465099.0,476349,2011,Ohio,MAC
Frank Solich,0.0,288325.0,2500.0,458300.0,460800,2010,Ohio,MAC
Frank Solich,0.0,287500.0,71000.0,385000.0,456000,2009,Ohio,MAC
Frank Solich,0.0,190006.0,11900.0,257162.0,269062,2007,Ohio,MAC
Frank Solich,0.0,162400.0,12500.0,249672.0,262172,2006,Ohio,MAC
Shawn Elliott,60000.0,220000.0,0.0,569000.0,569000,2018,Georgia State,Sun Belt
Shawn Elliott,0.0,220000.0,0.0,565000.0,565000,2017,Georgia State,Sun Belt
Chuck Martin,12669.0,582110.0,0.0,524826.0,524826,2018,Miami (OH),MAC
Chuck Martin,51643.0,548162.0,0.0,522300.0,522300,2017,Miami (OH),MAC
Chuck Martin,6750.0,498081.0,0.0,472300.0,472300,2016,Miami (OH),MAC
Chuck Martin,20250.0,482493.0,0.0,450000.0,450000,2015,Miami (OH),MAC
Chuck Martin,0.0,462243.0,0.0,450000.0,450000,2014,Miami (OH),MAC
Jay Hopson,15000.0,870000.0,0.0,500000.0,500000,2018,Southern Miss,C-USA
Jay Hopson,15000.0,867500.0,0.0,500000.0,500000,2017,Southern Miss,C-USA
Jay Hopson,0.0,867500.0,0.0,500000.0,500000,2016,Southern Miss,C-USA
Mark Whipple,20000.0,305000.0,0.0,500000.0,500000,2018,Massachusetts,Ind.
Mark Whipple,0.0,255000.0,250.0,472654.0,472904,2017,Massachusetts,Ind.
Mark Whipple,10000.0,295000.0,1250.0,467965.0,469215,2016,Massachusetts,Ind.
Mark Whipple,0.0,200000.0,6000.0,450000.0,456000,2015,Massachusetts,Ind.
Mark Whipple,0.0,200000.0,0.0,450000.0,450000,2014,Massachusetts,Ind.
Jay Norvell,0.0,210000.0,0.0,500000.0,500000,2018,Nevada,Mt. West
Jay Norvell,0.0,210000.0,0.0,450000.0,450000,2017,Nevada,Mt. West
Nick Rolovich,0.0,1260000.0,61500.0,425004.0,486504,2018,Hawaii,Mt. West
Nick Rolovich,60000.0,1260000.0,2094.0,400008.0,402102,2017,Hawaii,Mt. West
Nick Rolovich,0.0,1260000.0,0.0,400008.0,400008,2016,Hawaii,Mt. West
Chris Creighton,10000.0,395000.0,0.0,460000.0,460000,2018,Eastern Michigan,MAC
Chris Creighton,35000.0,395000.0,0.0,442420.0,442420,2017,Eastern Michigan,MAC
Chris Creighton,0.0,310000.0,0.0,434840.0,434840,2016,Eastern Michigan,MAC
Chris Creighton,0.0,310000.0,0.0,425000.0,425000,2015,Eastern Michigan,MAC
Chris Creighton,0.0,310000.0,0.0,425000.0,425000,2014,Eastern Michigan,MAC
Lance Leipold,0.0,381000.0,0.0,455500.0,455500,2018,Buffalo,MAC
Lance Leipold,0.0,380000.0,0.0,405500.0,405500,2017,Buffalo,MAC
Lance Leipold,0.0,380000.0,0.0,405500.0,405500,2016,Buffalo,MAC
Lance Leipold,0.0,380000.0,0.0,400000.0,400000,2015,Buffalo,MAC
Sean Lewis,0.0,406000.0,0.0,440000.0,440000,2018,Kent State,MAC
Mike Jinks,81250.0,245000.0,0.0,437228.0,437228,2018,Bowling Green,MAC
Mike Jinks,25000.0,245000.0,0.0,428655.0,428655,2017,Bowling Green,MAC
Mike Jinks,0.0,245000.0,0.0,410000.0,410000,2016,Bowling Green,MAC
Mike Neu,30000.0,380000.0,0.0,435689.0,435689,2018,Ball State,MAC
Mike Neu,0.0,370000.0,5000.0,431375.0,436375,2017,Ball State,MAC
Mike Neu,0.0,370000.0,3500.0,425000.0,428500,2016,Ball State,MAC
Doug Martin,20000.0,220000.0,0.0,419640.0,419640,2018,New Mexico State,Ind.
Doug Martin,0.0,135000.0,0.0,376044.0,376044,2017,New Mexico State,Ind.
Doug Martin,0.0,135000.0,0.0,376044.0,376044,2016,New Mexico State,Ind.
Doug Martin,0.0,135000.0,1000.0,376044.0,377044,2015,New Mexico State,Ind.
Doug Martin,0.0,185000.0,1000.0,376044.0,377044,2014,New Mexico State,Ind.
Doug Martin,0.0,185000.0,0.0,375000.0,375000,2013,New Mexico State,Ind.
Terry Bowden,50000.0,225000.0,1500.0,411000.0,412500,2018,Akron,MAC
Terry Bowden,5000.0,225000.0,1500.0,411000.0,412500,2017,Akron,MAC
Terry Bowden,30000.0,225000.0,1500.0,411000.0,412500,2016,Akron,MAC
Terry Bowden,10000.0,255000.0,1500.0,406000.0,407500,2015,Akron,MAC
Terry Bowden,0.0,255000.0,0.0,406000.0,406000,2014,Akron,MAC
Terry Bowden,0.0,205000.0,0.0,400000.0,400000,2013,Akron,MAC
Terry Bowden,0.0,90000.0,0.0,375000.0,375000,2012,Akron,MAC
Joe Moglia,25000.0,800000.0,0.0,400000.0,400000,2018,Coastal Carolina,Sun Belt
Joe Moglia,0.0,525000.0,0.0,400000.0,400000,2017,Coastal Carolina,Sun Belt
Matt Viator,0.0,50000.0,0.0,390000.0,390000,2018,Louisiana-Monroe,Sun Belt
Matt Viator,0.0,50000.0,0.0,390000.0,390000,2017,Louisiana-Monroe,Sun Belt
Matt Viator,0.0,50000.0,0.0,390000.0,390000,2016,Louisiana-Monroe,Sun Belt
Matt Rhule,0.0,0.0,0.0,0.0,0,2018,Baylor,Big 12
Matt Rhule,0.0,0.0,0.0,0.0,0,2017,Baylor,Big 12
Troy Calhoun,0.0,0.0,0.0,0.0,0,2018,Air Force,Mt. West
Troy Calhoun,0.0,0.0,0.0,0.0,0,2017,Air Force,Mt. West
Troy Calhoun,85000.0,0.0,0.0,885000.0,885000,2016,Air Force,Mt. West
Troy Calhoun,123750.0,255000.0,26500.0,892500.0,919000,2015,Air Force,Mt. West
Troy Calhoun,0.0,247500.0,26500.0,866250.0,892750,2014,Air Force,Mt. West
Troy Calhoun,0.0,247500.0,21100.0,882000.0,903100,2013,Air Force,Mt. West
Troy Calhoun,0.0,247000.0,0.0,882000.0,882000,2012,Air Force,Mt. West
Troy Calhoun,0.0,247500.0,22845.0,866250.0,889095,2011,Air Force,Mt. West
Troy Calhoun,0.0,580000.0,18500.0,725000.0,743500,2010,Air Force,Mt. West
Troy Calhoun,0.0,217500.0,16500.0,760000.0,776500,2009,Air Force,Mt. West
Troy Calhoun,0.0,125000.0,21500.0,550000.0,571500,2007,Air Force,Mt. West
Kalani Sitake,0.0,0.0,0.0,0.0,0,2018,Brigham Young,Ind.
Kalani Sitake,0.0,0.0,0.0,0.0,0,2017,Brigham Young,Ind.
Kalani Sitake,0.0,0.0,0.0,0.0,0,2016,Brigham Young,Ind.
Jeff Monken,0.0,0.0,0.0,0.0,0,2018,Army,Ind.
Jeff Monken,0.0,0.0,0.0,0.0,0,2017,Army,Ind.
Jeff Monken,0.0,256000.0,0.0,932521.0,932521,2016,Army,Ind.
Jeff Monken,0.0,256000.0,0.0,883000.0,883000,2015,Army,Ind.
Jeff Monken,0.0,256000.0,0.0,834667.0,834667,2014,Army,Ind.
Mike Bloomgren,0.0,0.0,0.0,0.0,0,2018,Rice,C-USA
Geoff Collins,0.0,0.0,0.0,0.0,0,2018,Temple,AAC
Geoff Collins,0.0,0.0,0.0,0.0,0,2017,Temple,AAC
Sonny Dykes,0.0,0.0,0.0,0.0,0,2018,Southern Methodist,AAC
