birthday,career_record,coachID,coach_name,head_shot,school_name,school_record,team_abbr
,,2791,Rich Gunnell,http://www.gannett-cdn.com/media/None,Boston College,,BC
,,1259,Jeremy Pruitt,http://www.gannett-cdn.com/media/SMG/sports_headshots/ncaaf/coach/jeremy_pruitt_s.jpg,Alabama,,ALA
,,1446,Greg Mattison,http://www.gannett-cdn.com/media/SMG/sports_headshots/ncaaf/coach/greg_mattison_s.jpg,Michigan,,MICH
,,661,Kevin Johns,http://www.gannett-cdn.com/media/None,Western Michigan,,WMU
,,887,Doug Nussmeier,http://www.gannett-cdn.com/media/SMG/sports_headshots/ncaaf/coach/doug_nussmeier_s.jpg,Florida,,FLA
,,2741,Tyron Carrier,http://www.gannett-cdn.com/media/None,West Virginia,,WVU
,,3083,Chuck Langston,http://www.gannett-cdn.com/media/None,North Texas,,UNT
,,2716,Vincent Amey,http://www.gannett-cdn.com/media/None,Arizona,,ARIZ
,,3116,Brad Sherrod,http://www.gannett-cdn.com/media/None,Wake Forest,,WAKE
,,259,Robert Bostad,http://www.gannett-cdn.com/media/None,Wisconsin,,WIS
,,1457,Ben Cahoon,http://www.gannett-cdn.com/media/None,Brigham Young,,BYU
,,573,Charlie Harbison,http://www.gannett-cdn.com/media/None,Louisiana-Lafayette,,ULL
,,2635,Karl Scott,http://www.gannett-cdn.com/media/None,Texas Tech,,TTU
,,3127,Scott Thompson,http://www.gannett-cdn.com/media/None,Fresno State,,FRES
,,2777,Reno Ferri,http://www.gannett-cdn.com/media/None,Syracuse,,SYR
,,2549,JaMarcus Shephard,http://www.gannett-cdn.com/media/None,Purdue,,PUR
,,2675,Aaron Moorehead,http://www.gannett-cdn.com/media/None,Texas A&M,,TAM
,,553,Bob Gregory,http://www.gannett-cdn.com/media/None,Washington,,WASH
,,828,Bill Miller,http://www.gannett-cdn.com/media/None,Florida State,,FSU
,,237,Bill Bedenbaugh,http://www.gannett-cdn.com/media/None,Oklahoma,,OU
,,1547,Jake Spavital,http://www.gannett-cdn.com/media/None,West Virginia,,WVU
,,902,John Papuchis,http://www.gannett-cdn.com/media/None,North Carolina,,UNC
,,213,Tony Ball,http://www.gannett-cdn.com/media/None,Louisiana Tech,,LT
,,2955,Emmett Jones,http://www.gannett-cdn.com/media/None,Texas Tech,,TTU
,,957,Ricky Rahne,http://www.gannett-cdn.com/media/None,Penn State,,PSU
,,555,Alex Grinch,http://www.gannett-cdn.com/media/None,Washington State,,WSU
,,2725,Derrius Bell,http://www.gannett-cdn.com/media/None,UTEP,,UTEP
,,445,David Duggan,http://www.gannett-cdn.com/media/None,Western Michigan,,WMU
,,2839,Keith McKenzie,http://www.gannett-cdn.com/media/None,Ball State,,BALL
,,3043,Billy Crocker,http://www.gannett-cdn.com/media/None,Connecticut,,UCON
,,2853,Frank Okam,http://www.gannett-cdn.com/media/None,Rice,,RICE
,,2577,Travis Fisher,http://www.gannett-cdn.com/media/None,UCF,,UCF
,,2815,Kevin Kilmer,http://www.gannett-cdn.com/media/None,Bowling Green,,BGSU
,,1298,Tony Tuioti,http://www.gannett-cdn.com/media/None,California,,CAL
,,3128,Clint Trickett,http://www.gannett-cdn.com/media/None,Florida Atlantic,,FAU
,,1349,Harry Hiestand,http://www.gannett-cdn.com/media/None,Notre Dame,,ND
,,1083,Robb Smith,http://www.gannett-cdn.com/media/SMG/sports_headshots/ncaaf/coach/robb_smith_s.jpg,Minnesota,,MINN
,,164,Chris Scelfo,http://www.gannett-cdn.com/media/None,Houston,,HOU
,,2075,Jovan Dewitt,http://www.gannett-cdn.com/media/None,UCF,,UCF
,,2827,Jordan Lesley,http://www.gannett-cdn.com/media/None,Troy,,TROY
,,563,Darian Hagan,http://www.gannett-cdn.com/media/None,Colorado,,COLO
,,1518,Marcus Freeman,http://www.gannett-cdn.com/media/None,Cincinnati,,CIN
,,1313,Steve Ensminger,http://www.gannett-cdn.com/media/None,LSU,,LSU
1961-07-23,,839,Charley Molnar,http://www.gannett-cdn.com/media/SMG/sports_headshots/ncaaf/coach/charley_molnar_s.jpg,Idaho,,IDAH
,,2505,John Hauser,http://www.gannett-cdn.com/media/None,Miami (OH),,MUO
,,2356,Tavita Pritchard,http://www.gannett-cdn.com/media/None,Stanford,,STAN
,,2368,Kevin Sherrer,http://www.gannett-cdn.com/media/None,Georgia,,UGA
,,1496,Reed Stringer,http://www.gannett-cdn.com/media/None,Louisiana-Lafayette,,ULL
,,741,Wayne Lineburg,http://www.gannett-cdn.com/media/None,Wake Forest,,WAKE
,,2044,Andy Avalos,http://www.gannett-cdn.com/media/None,Boise State,,BSU
,,3050,Bill Davis,http://www.gannett-cdn.com/media/None,Ohio State,,OSU
,,1309,Steve Farmer,http://www.gannett-cdn.com/media/None,Utah State,,USU
,,2041,Derrick Ansley,http://www.gannett-cdn.com/media/None,Alabama,,ALA
,,2603,Damien Gary,http://www.gannett-cdn.com/media/None,Charlotte,,CHA
,,758,Tosh Lupoi,http://www.gannett-cdn.com/media/None,Alabama,,ALA
,,360,Shawn Clark,http://www.gannett-cdn.com/media/None,Appalachian State,,APP
,,688,Charles Kelly,http://www.gannett-cdn.com/media/SMG/sports_headshots/ncaaf/coach/charles_kelly_s.jpg,Florida State,,FSU
,,314,Bill Busch,http://www.gannett-cdn.com/media/None,Rutgers,,RUTG
