Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2013-08-29, Akron, 134, 35, 116, 25, 18, 6, 49, 1, 1, 7, 16, 8, 0, 0, 1641, 7, UCF, 157, 39, 319, 27, 19, 1, 10, 0, 0, 9, 14, 9, 0, 0, 1959, 38
2013-08-29, Sacramento St, 86, 39, 192, 40, 23, 8, 45, 0, 2, 5, 21, 8, 4, 2, 2168, 0, San Jose State, 142, 29, 225, 32, 16, 3, 20, 0, 0, 7, 16, 7, 2, 1, 1432, 24
2013-08-29, Rutgers, 195, 32, 348, 41, 26, 11, 92, 1, 1, 6, 14, 3, 2, 2, 1908, 51, Fresno State, 81, 23, 456, 73, 52, 5, 65, 2, 1, 6, 18, 5, 2, 2, 1692, 52
2013-08-29, Tulsa, 51, 24, 222, 41, 20, 4, 25, 2, 0, 2, 17, 6, 2, 0, 1273, 7, Bowling Green, 233, 53, 163, 28, 12, 6, 60, 0, 1, 13, 13, 3, 1, 1, 2327, 34
2013-08-29, Ole Miss, 206, 37, 283, 47, 31, 4, 49, 0, 0, 10, 14, 6, 2, 2, 1754, 39, Vanderbilt, 126, 33, 300, 36, 21, 5, 40, 0, 2, 7, 16, 8, 1, 1, 1846, 35
2013-08-29, Liberty, 33, 22, 189, 22, 14, 4, 30, 0, 0, 2, 10, 2, 1, 0, 1270, 10, Kent State, 167, 49, 194, 28, 21, 9, 79, 1, 0, 11, 18, 9, 3, 1, 2330, 17
2013-08-29, Towson, 201, 50, 192, 20, 13, 7, 70, 0, 1, 9, 16, 7, 3, 2, 2183, 33, UConn, 81, 27, 206, 28, 16, 5, 32, 1, 1, 3, 13, 4, 2, 1, 1417, 18
2013-08-29, Indiana State, 131, 39, 175, 32, 12, 7, 83, 1, 1, 7, 16, 3, 3, 1, 1662, 35, Indiana, 313, 54, 319, 30, 17, 6, 66, 1, 2, 13, 18, 9, 2, 1, 1938, 73
2013-08-29, Presbyterian, 102, 24, 49, 19, 11, 6, 43, 3, 3, 2, 11, 2, 0, 0, 1299, 7, Wake Forest, 189, 54, 219, 26, 14, 4, 35, 2, 0, 16, 18, 5, 3, 3, 2301, 31
2013-08-29, Southern Utah, 134, 40, 183, 24, 13, 5, 35, 0, 0, 7, 15, 5, 1, 1, 2025, 22, South Alabama, 187, 34, 148, 28, 18, 7, 60, 0, 1, 8, 14, 5, 0, 0, 1575, 21
2013-08-29, UNLV, 193, 34, 226, 51, 36, 1, 15, 0, 2, 8, 18, 6, 4, 4, 1916, 23, Minnesota, 221, 38, 99, 23, 10, 1, 5, 0, 1, 9, 14, 8, 1, 1, 1684, 51
2013-08-29, USC, 192, 45, 172, 29, 15, 9, 75, 1, 1, 11, 14, 3, 2, 1, 2008, 30, Hawaii, 23, 31, 208, 41, 16, 4, 48, 0, 4, 4, 18, 4, 2, 1, 1592, 13
2013-08-29, Illinois State, 74, 36, 282, 29, 20, 6, 40, 1, 1, 6, 14, 6, 2, 2, 1955, 28, Ball State, 80, 32, 340, 40, 24, 5, 40, 0, 0, 4, 16, 10, 0, 0, 1645, 51
2013-08-29, Jackson State, 112, 48, 244, 29, 15, 9, 78, 2, 4, 6, 20, 9, 2, 2, 2041, 7, Tulane, 158, 43, 150, 16, 7, 4, 27, 0, 0, 9, 12, 5, 0, 0, 1559, 34
2013-08-29, UNC, 99, 36, 194, 43, 26, 6, 55, 1, 0, 5, 20, 8, 4, 3, 1827, 10, South Carolina, 228, 38, 178, 21, 12, 7, 53, 0, 0, 9, 14, 5, 2, 1, 1773, 27
2013-08-29, W Carolina, 114, 35, 257, 36, 19, 6, 56, 0, 2, 8, 15, 4, 1, 0, 1680, 24, Mid Tennessee, 270, 49, 205, 27, 19, 7, 75, 2, 0, 13, 15, 8, 1, 0, 1920, 45
2013-08-29, Utah State, 173, 39, 314, 40, 31, 7, 94, 1, 0, 8, 17, 10, 0, 0, 1924, 26, Utah, 148, 44, 302, 28, 17, 5, 30, 1, 0, 10, 16, 7, 1, 1, 1676, 30
2013-08-30, W Michigan, 11, 27, 193, 48, 18, 7, 65, 1, 3, 2, 20, 4, 1, 1, 1606, 13, Michigan State, 181, 42, 116, 37, 17, 6, 75, 1, 0, 11, 19, 5, 0, 0, 1994, 26
2013-08-30, Morgan State, 185, 52, 116, 10, 6, 9, 65, 1, 0, 12, 13, 6, 3, 1, 2068, 12, Army, 295, 42, 101, 8, 4, 0, 0, 0, 0, 14, 9, 4, 2, 1, 1532, 28
2013-08-30, Samford, 105, 36, 193, 31, 19, 4, 20, 0, 1, 4, 14, 4, 1, 0, 1742, 31, Georgia State, 72, 25, 391, 51, 28, 5, 30, 0, 2, 3, 19, 8, 1, 0, 1858, 21
2013-08-30, Southern, 104, 30, 268, 36, 27, 10, 91, 3, 1, 7, 13, 5, 1, 0, 1820, 13, Houston, 372, 50, 255, 38, 26, 14, 126, 0, 0, 21, 13, 4, 1, 1, 1780, 62
2013-08-30, N Arizona, 94, 39, 176, 36, 21, 5, 60, 0, 3, 6, 19, 4, 5, 4, 2416, 0, Arizona, 306, 34, 87, 13, 9, 2, 30, 0, 0, 9, 10, 4, 1, 0, 1184, 35
2013-08-30, Texas Tech, 48, 27, 413, 60, 43, 8, 80, 0, 0, 3, 18, 10, 0, 0, 1717, 41, SMU, 102, 31, 388, 62, 41, 9, 94, 0, 0, 6, 19, 7, 2, 1, 1883, 23
2013-08-30, FAU, 133, 43, 117, 32, 16, 3, 25, 1, 0, 9, 19, 6, 1, 0, 1998, 6, Miami (FL), 303, 38, 200, 31, 18, 8, 67, 0, 1, 10, 14, 4, 3, 1, 1602, 34
2013-08-30, North Dakota St, 215, 43, 165, 30, 21, 1, 5, 0, 1, 11, 17, 10, 1, 1, 2163, 24, Kansas State, 41, 23, 280, 29, 21, 2, 10, 0, 2, 3, 10, 2, 2, 1, 1437, 21
2013-08-31, AR-Pine Bluff, 12, 31, 161, 27, 13, 8, 48, 0, 0, 3, 15, 1, 3, 0, 1840, 11, Arkansas State, 509, 57, 163, 13, 10, 2, 15, 2, 0, 19, 12, 9, 2, 0, 1760, 62
2013-08-31, Northwestern, 209, 40, 299, 30, 19, 5, 50, 1, 2, 6, 16, 8, 0, 0, 1776, 44, Cal, 93, 35, 455, 64, 39, 10, 79, 0, 3, 6, 21, 10, 2, 2, 1824, 30
2013-08-31, LA-Lafayette, 85, 32, 189, 31, 17, 1, 5, 1, 1, 6, 12, 4, 2, 1, 1368, 14, Arkansas, 292, 51, 230, 23, 15, 4, 30, 1, 0, 15, 13, 7, 2, 1, 2232, 34
