Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2017-11-22, Miami (OH), 125, 29, 148, 27, 15, 2, 15, 0, 0, 14, 12, 5, 0, 0, 1503, 28, Ball State, 293, 56, 98, 29, 13, 6, 55, 1, 2, 23, 18, 6, 6, 3, 2097, 7
2017-11-22, Bowling Green, 209, 31, 256, 34, 21, 8, 78, 1, 1, 22, 11, 4, 1, 0, 1545, 31, E Michigan, 266, 53, 124, 27, 13, 4, 55, 0, 1, 22, 17, 9, 1, 1, 2055, 34
2017-11-22, Kent State, 161, 45, 85, 19, 9, 9, 84, 1, 2, 13, 13, 3, 0, 0, 1872, 14, Akron, 122, 39, 69, 20, 6, 5, 20, 0, 1, 15, 12, 2, 0, 0, 1728, 24
2017-11-22, Kent State, 161, 45, 85, 19, 9, 9, 84, 1, 2, 13, 13, 3, 0, 0, 1872, 14, Akron, 122, 39, 69, 20, 6, 5, 20, 0, 1, 15, 12, 2, 0, 0, 1728, 24
2017-11-22, Miami (OH), 125, 29, 148, 27, 15, 2, 15, 0, 0, 14, 12, 5, 0, 0, 1503, 28, Ball State, 293, 56, 98, 29, 13, 6, 55, 1, 2, 23, 18, 6, 6, 3, 2097, 7
2017-11-22, Bowling Green, 209, 31, 256, 34, 21, 8, 78, 1, 1, 22, 11, 4, 1, 0, 1545, 31, E Michigan, 266, 53, 124, 27, 13, 4, 55, 0, 1, 22, 17, 9, 1, 1, 2055, 34
2017-11-24, Ole Miss, 108, 32, 247, 22, 10, 13, 121, 1, 1, 11, 12, 2, 0, 0, 1350, 31, Miss St, 294, 62, 207, 32, 14, 9, 88, 3, 2, 27, 20, 7, 4, 2, 2250, 28
2017-11-25, Cal, 216, 42, 242, 41, 25, 11, 84, 1, 0, 26, 15, 4, 2, 1, 1995, 27, UCLA, 69, 37, 393, 36, 27, 7, 64, 1, 0, 24, 14, 5, 1, 1, 1605, 30
2017-11-24, W Michigan, 95, 31, 180, 29, 13, 4, 53, 0, 2, 15, 14, 4, 1, 1, 1552, 10, Toledo, 155, 38, 300, 29, 19, 6, 50, 0, 1, 22, 14, 7, 0, 0, 2048, 37
2017-11-24, Iowa, 313, 47, 192, 20, 13, 3, 30, 0, 0, 23, 11, 4, 4, 1, 1989, 56, Nebraska, 67, 21, 200, 42, 23, 3, 19, 0, 3, 12, 15, 5, 2, 0, 1611, 14
2017-11-24, Ohio, 159, 43, 265, 30, 15, 4, 30, 1, 1, 20, 17, 7, 2, 1, 2152, 24, Buffalo, 56, 26, 294, 30, 19, 4, 39, 0, 0, 16, 12, 5, 0, 0, 1448, 31
2017-11-25, W Kentucky, 46, 28, 355, 49, 30, 4, 32, 3, 0, 23, 15, 6, 4, 1, 1775, 17, FIU, 122, 34, 251, 27, 18, 2, 19, 0, 0, 18, 14, 7, 1, 1, 1825, 41
2017-11-25, Texas Tech, 62, 34, 333, 45, 20, 8, 51, 0, 2, 16, 18, 5, 1, 1, 1724, 27, Texas, 116, 33, 272, 51, 29, 5, 37, 2, 2, 18, 22, 7, 2, 2, 1876, 23
2017-11-24, USF, 150, 39, 503, 45, 24, 10, 102, 1, 1, 27, 17, 8, 1, 0, 1843, 42, UCF, 160, 41, 373, 44, 29, 6, 38, 0, 1, 33, 14, 6, 2, 0, 1744, 49
2017-11-25, VT, 202, 53, 143, 21, 14, 4, 20, 0, 1, 20, 18, 7, 2, 2, 2236, 10, UVA, 5, 20, 186, 34, 17, 4, 50, 1, 0, 9, 15, 4, 2, 1, 1364, 0
2017-11-24, Navy, 217, 60, 74, 8, 3, 4, 32, 0, 1, 19, 16, 6, 3, 1, 2191, 14, Houston, 103, 32, 277, 27, 21, 4, 43, 2, 0, 16, 13, 3, 1, 1, 1409, 24
2017-11-24, New Mexico, 82, 34, 167, 30, 16, 5, 35, 0, 2, 11, 17, 5, 2, 1, 1939, 10, San Diego State, 265, 37, 198, 21, 14, 5, 35, 1, 1, 19, 9, 4, 0, 0, 1661, 35
2017-11-24, N Illinois, 137, 40, 128, 36, 20, 7, 60, 0, 2, 19, 17, 5, 0, 0, 1884, 24, Cent Michigan, 139, 33, 247, 39, 20, 9, 87, 0, 1, 16, 17, 4, 1, 1, 1716, 31
2017-11-24, Missouri, 248, 60, 448, 42, 25, 10, 77, 0, 2, 35, 18, 10, 1, 1, 2001, 48, Arkansas, 133, 31, 313, 30, 14, 8, 76, 0, 1, 19, 13, 5, 1, 1, 1599, 45
2017-11-24, Ole Miss, 108, 32, 247, 22, 10, 13, 121, 1, 1, 11, 12, 2, 0, 0, 1350, 31, Miss St, 294, 62, 207, 32, 14, 9, 88, 3, 2, 27, 20, 7, 4, 2, 2250, 28
2017-11-24, Texas State, 153, 45, 147, 21, 14, 5, 45, 2, 2, 14, 13, 2, 0, 0, 1908, 9, Troy, 154, 31, 487, 35, 26, 3, 15, 0, 0, 22, 11, 4, 1, 0, 1692, 62
2017-11-24, Baylor, 79, 29, 314, 34, 21, 10, 75, 1, 2, 14, 14, 3, 0, 0, 1634, 22, TCU, 113, 36, 325, 36, 26, 3, 23, 0, 0, 25, 14, 5, 1, 0, 1966, 45
2017-11-24, Miami (FL), 45, 23, 187, 36, 15, 6, 52, 1, 0, 14, 15, 4, 0, 0, 1410, 14, Pitt, 152, 45, 193, 29, 18, 5, 54, 2, 0, 20, 17, 8, 1, 1, 2190, 24
2017-11-25, Arizona, 245, 51, 194, 21, 15, 4, 45, 0, 1, 23, 16, 7, 1, 0, 1927, 30, Arizona State, 227, 49, 163, 17, 11, 5, 50, 1, 1, 19, 15, 11, 0, 0, 1673, 42
