Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2017-10-26, E Michigan, 96, 33, 307, 45, 23, 6, 69, 0, 0, 15, 20, 5, 0, 0, 1889, 27, N Illinois, 114, 36, 278, 40, 23, 9, 72, 1, 0, 18, 17, 3, 1, 0, 1711, 30
2017-10-27, Stanford, 81, 27, 141, 33, 16, 8, 81, 0, 1, 12, 16, 5, 1, 1, 1634, 15, Oregon State, 138, 41, 126, 22, 13, 6, 47, 2, 1, 20, 14, 6, 0, 0, 1966, 14
2017-10-26, Toledo, 335, 34, 267, 18, 8, 8, 90, 1, 0, 16, 8, 1, 1, 0, 1259, 58, Ball State, 204, 46, 105, 37, 18, 3, 25, 0, 0, 16, 19, 3, 4, 1, 2341, 17
2017-10-26, South Alabama, 41, 23, 297, 48, 27, 3, 32, 0, 2, 15, 16, 5, 3, 1, 1890, 13, Georgia State, 114, 34, 195, 31, 17, 7, 63, 1, 0, 16, 14, 7, 1, 0, 1710, 21
2017-10-28, Tulsa, 246, 53, 212, 25, 9, 8, 73, 0, 1, 22, 19, 10, 1, 0, 2066, 34, SMU, 215, 30, 366, 34, 20, 7, 90, 0, 0, 19, 13, 4, 1, 0, 1534, 38
2017-10-28, Tulane, 123, 52, 203, 31, 15, 4, 27, 1, 0, 18, 23, 11, 3, 2, 2248, 26, Memphis, 259, 32, 298, 31, 18, 8, 80, 0, 1, 18, 14, 9, 1, 0, 1352, 56
2017-10-27, Stanford, 81, 27, 141, 33, 16, 8, 81, 0, 1, 12, 16, 5, 1, 1, 1634, 15, Oregon State, 138, 41, 126, 22, 13, 6, 47, 2, 1, 20, 14, 6, 0, 0, 1966, 14
2017-10-28, FSU, 64, 29, 149, 27, 12, 7, 71, 2, 1, 10, 14, 4, 2, 1, 1485, 3, Boston College, 241, 55, 88, 21, 7, 1, 10, 0, 0, 19, 16, 6, 4, 2, 2115, 35
2017-10-28, Air Force, 413, 74, 64, 4, 2, 4, 28, 0, 1, 30, 13, 8, 1, 1, 2498, 45, Colorado State, 166, 23, 269, 31, 17, 4, 40, 0, 3, 22, 10, 6, 2, 2, 1102, 28
2017-10-28, Penn State, 91, 35, 192, 29, 17, 9, 73, 0, 0, 17, 15, 7, 1, 0, 1853, 38, OSU, 201, 39, 328, 39, 33, 10, 79, 2, 0, 27, 12, 5, 1, 0, 1747, 39
2017-10-28, FSU, 64, 29, 149, 27, 12, 7, 71, 2, 1, 10, 14, 4, 2, 1, 1485, 3, Boston College, 241, 55, 88, 21, 7, 1, 10, 0, 0, 19, 16, 6, 4, 2, 2115, 35
2017-10-28, Kansas State, 202, 43, 138, 13, 8, 6, 35, 1, 0, 15, 11, 3, 1, 0, 1826, 30, Kansas, 64, 28, 418, 48, 23, 4, 26, 1, 1, 20, 16, 6, 2, 0, 1710, 20
