Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2017-12-02, Stanford, 151, 38, 192, 22, 10, 7, 73, 0, 0, 18, 12, 6, 1, 0, 1726, 28, USC, 176, 43, 325, 24, 17, 9, 76, 1, 0, 22, 13, 6, 2, 2, 1874, 31
2017-12-02, Ga Southern, 197, 51, 87, 17, 7, 5, 25, 1, 1, 16, 18, 11, 2, 0, 1886, 17, Coastal Carolina, 185, 42, 180, 17, 9, 4, 30, 0, 1, 17, 11, 4, 2, 1, 1714, 28
2017-12-02, UL Monroe, 38, 22, 262, 47, 28, 5, 38, 0, 0, 17, 15, 5, 3, 1, 1652, 10, FSU, 305, 45, 199, 23, 15, 4, 30, 0, 2, 26, 9, 7, 0, 0, 1948, 42
2017-12-02, Idaho, 147, 40, 228, 30, 16, 5, 37, 0, 0, 18, 17, 6, 3, 1, 1790, 24, Georgia State, 159, 39, 271, 45, 27, 2, 20, 3, 1, 26, 17, 7, 1, 1, 1810, 10
2017-12-02, Georgia, 238, 41, 183, 22, 16, 7, 91, 0, 0, 20, 11, 2, 2, 1, 1982, 28, Auburn, 114, 31, 145, 32, 16, 5, 39, 2, 0, 18, 13, 4, 1, 0, 1618, 7
2017-12-02, North Texas, 81, 35, 356, 45, 28, 6, 57, 0, 2, 26, 15, 5, 2, 0, 1911, 17, FAU, 281, 42, 352, 30, 18, 9, 73, 1, 0, 22, 14, 6, 1, 1, 1689, 41
2017-12-03, Miami (FL), 104, 30, 110, 29, 14, 4, 30, 1, 2, 10, 16, 3, 0, 0, 1554, 3, Clemson, 77, 41, 254, 34, 25, 2, 13, 1, 0, 18, 18, 9, 1, 0, 2046, 38
2017-12-02, TCU, 83, 24, 234, 37, 27, 7, 70, 1, 1, 20, 11, 5, 1, 0, 1481, 17, Oklahoma, 218, 43, 243, 23, 15, 3, 30, 0, 0, 22, 13, 5, 2, 2, 2119, 41
2017-12-02, Memphis, 282, 45, 471, 44, 30, 14, 127, 1, 1, 32, 14, 6, 1, 1, 2009, 55, UCF, 232, 39, 494, 40, 28, 8, 68, 1, 3, 32, 13, 8, 1, 1, 1591, 62
2017-12-02, Akron, 113, 33, 283, 42, 18, 3, 25, 1, 1, 20, 18, 6, 3, 1, 1678, 28, Toledo, 254, 39, 307, 37, 23, 4, 43, 3, 2, 26, 11, 4, 1, 1, 1922, 45
2017-12-03, Fresno State, 137, 35, 172, 34, 16, 8, 57, 0, 1, 19, 13, 2, 1, 1, 1768, 14, Boise State, 109, 38, 255, 32, 17, 9, 70, 0, 0, 19, 17, 6, 0, 0, 1832, 17
2017-12-03, Troy, 47, 25, 246, 41, 23, 7, 46, 1, 0, 14, 18, 6, 1, 1, 1579, 32, Arkansas State, 169, 44, 437, 50, 31, 7, 65, 0, 3, 32, 18, 9, 1, 0, 2021, 25
2017-12-03, OSU, 238, 42, 211, 26, 12, 5, 48, 1, 2, 16, 16, 6, 2, 2, 1554, 27, Wisconsin, 60, 32, 238, 41, 20, 6, 55, 0, 2, 16, 16, 5, 1, 0, 2046, 21
2017-12-02, South Alabama, 22, 24, 331, 46, 26, 2, 26, 1, 2, 21, 14, 5, 0, 0, 1615, 17, New Mexico St, 40, 23, 451, 61, 40, 9, 55, 0, 1, 26, 18, 10, 2, 0, 1985, 22
2017-12-02, Stanford, 151, 38, 192, 22, 10, 7, 73, 0, 0, 18, 12, 6, 1, 0, 1726, 28, USC, 176, 43, 325, 24, 17, 9, 76, 1, 0, 22, 13, 6, 2, 2, 1874, 31
2017-12-02, UMass, 156, 24, 392, 49, 34, 6, 57, 2, 1, 26, 11, 5, 2, 2, 1466, 45, FIU, 379, 49, 295, 25, 20, 5, 50, 1, 1, 26, 15, 11, 0, 0, 2134, 63
2017-12-02, LA-Lafayette, 162, 35, 207, 26, 15, 1, 15, 1, 2, 18, 11, 4, 3, 1, 1672, 14, Appalachian St, 357, 47, 251, 23, 18, 5, 50, 0, 0, 27, 13, 9, 3, 2, 1928, 63
2017-12-03, Fresno State, 137, 35, 172, 34, 16, 8, 57, 0, 1, 19, 13, 2, 1, 1, 1768, 14, Boise State, 109, 38, 255, 32, 17, 9, 70, 0, 0, 19, 17, 6, 0, 0, 1832, 17
2017-12-03, OSU, 238, 42, 211, 26, 12, 5, 48, 1, 2, 16, 16, 6, 2, 2, 1554, 27, Wisconsin, 60, 32, 238, 41, 20, 6, 55, 0, 2, 16, 16, 5, 1, 0, 2046, 21
2017-12-03, Miami (FL), 104, 30, 110, 29, 14, 4, 30, 1, 2, 10, 16, 3, 0, 0, 1554, 3, Clemson, 77, 41, 254, 34, 25, 2, 13, 1, 0, 18, 18, 9, 1, 0, 2046, 38
2017-12-03, Troy, 47, 25, 246, 41, 23, 7, 46, 1, 0, 14, 18, 6, 1, 1, 1579, 32, Arkansas State, 169, 44, 437, 50, 31, 7, 65, 0, 3, 32, 18, 9, 1, 0, 2021, 25
