Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2006-08-31, URI, 198, 49, 95, 18, 7, 6, 35, 0, 2, 11, 16, 5, 4, 3, 1892, 7, UConn, 418, 52, 149, 13, 8, 3, 25, 0, 0, 16, 11, 6, 2, 2, 1708, 52
2006-08-31, E Michigan, 226, 38, 209, 28, 18, 8, 60, 0, 1, 11, 12, 4, 2, 0, 1821, 20, Ball State, 159, 36, 230, 28, 17, 3, 20, 0, 0, 8, 12, 4, 2, 2, 1779, 38
2006-08-31, Boston College, 85, 32, 323, 48, 32, 7, 87, 2, 0, 3, 15, 7, 0, 0, 2102, 31, Cent Michigan, 123, 27, 243, 42, 24, 5, 49, 1, 1, 5, 15, 4, 3, 2, 1498, 24
2006-08-31, N Arizona, 53, 39, 259, 20, 15, 9, 79, 0, 1, 4, 13, 5, 1, 0, 2044, 14, Arizona State, 154, 34, 261, 24, 17, 7, 70, 1, 1, 7, 10, 4, 1, 0, 1556, 35
2006-08-31, UTEP, 30, 19, 213, 29, 20, 0, 0, 0, 4, 1, 10, 5, 0, 0, 1348, 34, San Diego State, 109, 46, 275, 30, 24, 5, 39, 1, 2, 12, 19, 9, 2, 2, 2252, 27
2006-08-31, SF Austin, 106, 25, 79, 25, 12, 4, 32, 0, 1, 6, 12, 2, 1, 1, 1413, 7, Tulsa, 175, 43, 346, 28, 20, 3, 30, 0, 0, 11, 12, 5, 2, 2, 2187, 45
2006-08-31, E Washington, -14, 30, 140, 26, 12, 7, 43, 3, 1, 2, 13, 1, 1, 0, 1581, 17, Oregon State, 209, 38, 274, 30, 19, 9, 96, 1, 1, 11, 12, 5, 1, 1, 2019, 56
2006-08-31, Toledo, 45, 27, 367, 49, 39, 6, 58, 1, 1, 5, 17, 10, 3, 2, 1915, 43, Iowa State, 159, 41, 234, 26, 17, 3, 18, 1, 0, 12, 13, 8, 2, 1, 1685, 45
2006-08-31, SE Louisiana, 88, 26, 130, 28, 17, 5, 55, 1, 1, 5, 12, 2, 4, 0, 1427, 15, New Mexico St, 134, 44, 381, 40, 29, 16, 162, 4, 0, 8, 17, 8, 3, 2, 2173, 30
2006-08-31, FIU, 97, 25, 150, 39, 22, 4, 40, 1, 0, 3, 16, 4, 3, 3, 1692, 6, Mid Tennessee, 92, 35, 83, 18, 11, 6, 51, 0, 1, 7, 14, 2, 0, 0, 1908, 7
2006-08-31, Sacramento St, 50, 28, 32, 15, 6, 11, 86, 0, 2, 3, 12, 1, 0, 0, 1722, 0, Boise State, 215, 42, 212, 24, 15, 4, 26, 1, 0, 12, 11, 6, 0, 0, 1878, 45
2006-08-31, Alcorn State, 40, 26, 165, 33, 17, 8, 55, 3, 2, 2, 16, 4, 1, 0, 1615, 6, UL Monroe, 179, 46, 131, 20, 11, 9, 70, 2, 2, 9, 13, 5, 2, 2, 1985, 24
2006-08-31, Temple, 80, 27, 103, 25, 20, 7, 43, 0, 1, 6, 14, 4, 0, 0, 1918, 3, Buffalo, 168, 41, 188, 24, 13, 6, 40, 1, 0, 12, 13, 4, 1, 0, 1682, 9
2006-08-31, South Carolina, 81, 29, 193, 27, 15, 8, 60, 0, 1, 5, 13, 3, 1, 1, 1959, 15, Miss St, 79, 33, 82, 23, 8, 1, 10, 0, 2, 6, 14, 4, 2, 0, 1641, 0
2006-08-31, Minnesota, 322, 55, 146, 15, 8, 5, 44, 0, 1, 18, 10, 7, 1, 1, 1827, 44, Kent State, 132, 37, 150, 13, 7, 4, 28, 3, 3, 10, 10, 6, 0, 0, 1760, 0
2006-08-31, Northwestern, 193, 39, 106, 17, 13, 5, 42, 0, 0, 10, 13, 6, 1, 0, 1743, 21, Miami (OH), 72, 29, 175, 26, 16, 4, 50, 0, 0, 3, 12, 2, 2, 0, 1857, 3
2006-09-01, Nevada, 168, 34, 183, 34, 18, 3, 25, 1, 0, 11, 15, 9, 1, 0, 1676, 19, Fresno State, 212, 38, 124, 24, 16, 2, 37, 1, 0, 11, 15, 9, 2, 2, 1924, 28
2006-09-02, North Texas, 8, 28, 87, 19, 9, 11, 58, 2, 0, 2, 12, 2, 0, 0, 1755, 7, Texas, 212, 44, 198, 26, 15, 4, 28, 1, 1, 15, 12, 6, 2, 2, 1845, 56
2006-09-02, Syracuse, 91, 30, 45, 19, 6, 1, 5, 1, 0, 6, 12, 2, 0, 0, 1491, 10, Wake Forest, 245, 49, 118, 23, 15, 2, 25, 1, 1, 15, 15, 8, 0, 0, 2109, 20
2006-09-02, W Michigan, 72, 32, 217, 34, 25, 8, 91, 1, 2, 7, 14, 5, 0, 0, 1902, 20, Indiana, 71, 28, 252, 35, 20, 8, 90, 1, 1, 5, 12, 4, 2, 1, 1641, 39
2006-09-02, W Kentucky, 67, 35, 126, 27, 12, 4, 30, 1, 1, 6, 18, 6, 0, 0, 2262, 12, Georgia, 136, 27, 159, 25, 12, 2, 17, 1, 1, 8, 11, 4, 2, 2, 1338, 48
2006-09-02, LA Tech, 67, 21, 238, 32, 13, 5, 25, 2, 1, 3, 14, 5, 0, 0, 1495, 10, Nebraska, 252, 48, 332, 36, 24, 5, 45, 1, 1, 16, 16, 11, 2, 1, 2105, 49
2006-09-02, Utah State, 55, 26, 74, 22, 10, 9, 79, 0, 1, 4, 12, 1, 1, 0, 1442, 7, Wyoming, 221, 51, 239, 27, 18, 7, 55, 2, 1, 16, 13, 7, 2, 1, 2158, 38
