Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2017-09-21, Temple, -4, 33, 89, 26, 8, 6, 51, 2, 4, 7, 15, 3, 1, 0, 1636, 7, USF, 312, 63, 96, 20, 8, 9, 70, 2, 0, 22, 16, 3, 2, 1, 1964, 43
2017-09-23, Wake Forest, 168, 40, 176, 27, 14, 8, 66, 0, 0, 18, 16, 4, 0, 0, 1456, 20, Appalachian St, 122, 35, 372, 52, 26, 7, 65, 0, 0, 27, 20, 7, 2, 1, 2144, 19
2017-09-23, UTSA, 357, 45, 212, 25, 17, 13, 155, 1, 0, 25, 12, 4, 0, 0, 2121, 44, Texas State, 37, 32, 161, 27, 10, 4, 51, 1, 0, 17, 11, 3, 1, 0, 1479, 14
2017-09-23, FAU, 262, 37, 150, 29, 17, 8, 65, 0, 1, 22, 10, 3, 2, 1, 1172, 31, Buffalo, 204, 57, 254, 27, 18, 7, 52, 0, 0, 28, 16, 8, 0, 0, 2428, 34
2017-09-23, Utah State, 318, 57, 271, 41, 28, 7, 60, 1, 2, 29, 21, 10, 3, 3, 2381, 61, San Jose State, 117, 37, 54, 22, 8, 9, 52, 4, 1, 10, 14, 2, 0, 0, 1219, 10
2017-09-23, LA Tech, 80, 28, 281, 33, 23, 3, 18, 0, 1, 17, 13, 6, 0, 0, 1852, 16, South Carolina, 143, 32, 295, 35, 22, 1, 15, 1, 1, 23, 14, 8, 1, 1, 1748, 17
2017-09-23, Florida, 186, 36, 209, 27, 17, 8, 72, 0, 1, 20, 14, 5, 4, 3, 1805, 28, Kentucky, 120, 32, 220, 27, 18, 7, 55, 0, 0, 21, 10, 1, 1, 1, 1795, 27
2017-09-23, Arkansas State, 143, 29, 284, 43, 23, 12, 90, 1, 1, 20, 12, 3, 2, 0, 1422, 21, SMU, 314, 54, 266, 32, 16, 10, 90, 0, 0, 31, 16, 6, 1, 1, 2178, 44
2017-09-23, UL Monroe, 250, 45, 343, 34, 28, 9, 87, 0, 0, 27, 16, 10, 1, 0, 1868, 56, LA-Lafayette, 231, 47, 295, 43, 24, 5, 35, 0, 0, 32, 13, 4, 1, 1, 1732, 50
2017-09-23, Kent State, 139, 54, 11, 5, 2, 5, 45, 2, 1, 11, 15, 5, 0, 0, 2202, 3, Louisville, 165, 27, 374, 30, 23, 4, 30, 2, 2, 23, 10, 4, 2, 1, 1398, 42
