Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2017-09-08, Alcorn State, 78, 25, 191, 34, 22, 9, 81, 0, 0, 12, 15, 8, 1, 0, 1636, 10, FIU, 137, 40, 328, 33, 21, 5, 30, 1, 0, 26, 16, 10, 1, 0, 1964, 17
2017-09-08, Idaho State, 113, 38, 190, 31, 17, 6, 46, 0, 2, 15, 14, 3, 1, 0, 1700, 13, Utah State, 255, 49, 341, 32, 27, 9, 48, 1, 1, 30, 12, 6, 0, 0, 1900, 51
2017-09-09, E Michigan, 114, 35, 260, 37, 19, 9, 93, 1, 0, 19, 17, 4, 2, 2, 1777, 16, Rutgers, 128, 30, 198, 38, 17, 9, 88, 0, 2, 15, 16, 4, 0, 0, 1823, 13
2017-09-09, Miss St, 327, 40, 132, 20, 13, 5, 39, 0, 1, 21, 10, 5, 1, 0, 1432, 57, LA Tech, 152, 50, 163, 30, 13, 3, 28, 2, 1, 20, 15, 4, 2, 1, 2168, 21
2017-09-09, Howard, 206, 48, 226, 23, 10, 13, 114, 1, 1, 19, 13, 3, 3, 2, 1576, 31, Kent State, 294, 53, 105, 16, 8, 13, 132, 2, 0, 17, 15, 8, 1, 0, 2024, 38
2017-09-09, Alabama A&M, 59, 32, 44, 21, 8, 5, 21, 0, 2, 7, 14, 2, 0, 0, 1759, 0, Vanderbilt, 174, 35, 227, 26, 19, 4, 40, 0, 0, 18, 13, 6, 1, 0, 1841, 42
2017-09-09, Pitt, 155, 45, 187, 41, 24, 6, 55, 1, 2, 24, 17, 5, 4, 3, 2300, 14, Penn State, 148, 24, 164, 28, 15, 1, 15, 0, 1, 14, 12, 4, 0, 0, 1300, 33
2017-09-09, Cent Michigan, 123, 35, 467, 37, 28, 9, 80, 1, 0, 26, 13, 4, 2, 2, 1845, 45, Kansas, 147, 34, 323, 62, 32, 9, 65, 0, 2, 29, 18, 5, 5, 4, 1755, 27
2017-09-09, Delaware, 107, 46, 116, 17, 8, 11, 84, 1, 1, 12, 18, 5, 0, 0, 2207, 0, VT, 81, 28, 222, 29, 16, 2, 10, 1, 0, 15, 11, 3, 0, 0, 1393, 27
2017-09-09, Mid Tennessee, 94, 33, 269, 36, 22, 9, 113, 2, 1, 20, 12, 3, 1, 0, 1596, 30, Syracuse, 126, 49, 182, 44, 27, 4, 40, 1, 1, 25, 22, 8, 6, 3, 2004, 23
2017-09-09, Auburn, 38, 42, 79, 24, 13, 5, 43, 0, 0, 13, 18, 6, 2, 1, 1945, 6, Clemson, 99, 36, 185, 31, 20, 8, 60, 2, 0, 18, 16, 9, 0, 0, 1655, 14
2017-09-09, UNH, 145, 32, 129, 22, 13, 6, 41, 0, 0, 14, 10, 4, 1, 0, 1535, 22, Ga Southern, 233, 57, 93, 22, 11, 5, 50, 1, 1, 21, 18, 9, 3, 2, 2065, 12
2017-09-09, South Dakota, 214, 52, 306, 34, 19, 11, 86, 0, 0, 28, 16, 6, 2, 0, 1983, 35, Bowling Green, 161, 35, 315, 50, 21, 14, 155, 2, 1, 23, 19, 6, 2, 1, 1617, 27
2017-09-09, Gardner-Webb, 173, 52, 22, 7, 2, 2, 18, 0, 1, 12, 17, 9, 1, 0, 1838, 0, Wyoming, 65, 28, 328, 32, 22, 4, 45, 0, 0, 19, 13, 5, 1, 1, 1762, 27
2017-09-09, LA-Lafayette, 287, 41, 309, 34, 21, 7, 64, 0, 2, 27, 12, 7, 3, 1, 1648, 42, Tulsa, 424, 72, 243, 20, 14, 5, 46, 1, 0, 33, 15, 8, 3, 3, 1952, 66
2017-09-09, Wake Forest, 158, 52, 151, 19, 13, 5, 40, 0, 0, 15, 18, 7, 0, 0, 1993, 34, Boston College, 142, 41, 163, 41, 18, 0, 0, 1, 3, 19, 17, 6, 2, 0, 1607, 10
2017-09-09, Jacksonville St, 116, 38, 73, 14, 8, 5, 53, 1, 2, 14, 9, 3, 0, 0, 1707, 10, Georgia Tech, 210, 49, 112, 7, 5, 8, 70, 0, 0, 17, 12, 5, 1, 0, 1893, 37
2017-09-09, Northwestern, 22, 21, 169, 33, 14, 3, 26, 1, 2, 15, 10, 1, 0, 0, 1122, 17, Duke, 233, 59, 305, 45, 29, 8, 55, 1, 1, 34, 22, 15, 0, 0, 2478, 41
2017-09-09, Indiana State, 122, 38, 93, 19, 9, 5, 45, 0, 0, 13, 11, 0, 2, 1, 1853, 7, Tennessee, 160, 37, 235, 30, 17, 6, 53, 1, 1, 24, 13, 7, 0, 0, 1747, 42
2017-09-09, Indiana, 121, 41, 197, 30, 19, 7, 78, 0, 1, 19, 15, 4, 2, 1, 1507, 34, UVA, 55, 25, 259, 66, 39, 5, 26, 0, 0, 22, 24, 10, 3, 1, 2093, 17
2017-09-09, UNLV, 357, 50, 193, 16, 10, 5, 47, 0, 1, 22, 12, 5, 2, 2, 1855, 44, Idaho, 123, 36, 261, 34, 22, 4, 40, 0, 1, 18, 15, 5, 4, 2, 1745, 16
2017-09-09, Austin Peay, 160, 37, 110, 18, 11, 6, 49, 2, 1, 12, 13, 5, 3, 0, 1469, 10, Miami (OH), 138, 51, 145, 22, 11, 3, 20, 3, 0, 18, 17, 8, 4, 3, 2131, 31
2017-09-09, Fresno State, 58, 22, 216, 41, 26, 1, 6, 0, 1, 18, 11, 3, 0, 0, 1758, 10, Alabama, 305, 39, 192, 27, 20, 4, 30, 0, 0, 28, 10, 4, 1, 1, 1842, 41
2017-09-09, E Illinois, 60, 45, 127, 32, 14, 8, 75, 1, 2, 16, 17, 5, 1, 0, 1824, 10, N Illinois, 230, 47, 269, 35, 24, 15, 194, 2, 1, 26, 17, 10, 0, 0, 1776, 38
