Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2017-10-12, South Alabama, 48, 44, 176, 20, 11, 8, 90, 0, 1, 12, 16, 5, 2, 0, 2159, 19, Troy, 30, 20, 269, 47, 25, 6, 33, 3, 1, 18, 14, 5, 2, 0, 1441, 8
2017-10-12, South Alabama, 48, 44, 176, 20, 11, 8, 90, 0, 1, 12, 16, 5, 2, 0, 2159, 19, Troy, 30, 20, 269, 47, 25, 6, 33, 3, 1, 18, 14, 5, 2, 0, 1441, 8
2017-10-12, Texas State, 106, 44, 219, 25, 14, 1, 0, 2, 1, 19, 14, 5, 1, 0, 1805, 7, LA-Lafayette, 135, 38, 232, 27, 17, 5, 34, 0, 0, 19, 14, 6, 1, 0, 1795, 24
2017-10-14, Washington St, 23, 26, 314, 48, 32, 5, 50, 2, 5, 16, 17, 4, 3, 2, 1970, 3, Cal, 106, 32, 259, 38, 21, 8, 75, 0, 0, 18, 17, 7, 0, 0, 1630, 37
2017-10-13, Clemson, 113, 25, 204, 32, 22, 11, 119, 0, 0, 16, 11, 2, 1, 0, 1508, 24, Syracuse, 162, 50, 278, 33, 20, 12, 100, 1, 0, 28, 19, 8, 2, 2, 2092, 27
2017-10-14, FSU, 228, 40, 197, 21, 18, 7, 51, 0, 2, 23, 13, 6, 0, 0, 2204, 17, Duke, 111, 25, 204, 37, 22, 5, 37, 0, 1, 17, 13, 5, 2, 1, 1396, 10
2017-10-14, Arkansas, 27, 29, 200, 43, 23, 5, 25, 0, 1, 15, 18, 5, 3, 2, 1773, 9, Alabama, 308, 43, 188, 21, 13, 6, 66, 1, 1, 23, 11, 5, 0, 0, 1827, 41
2017-10-14, Cincinnati, 95, 33, 178, 37, 21, 11, 98, 1, 1, 21, 16, 4, 1, 0, 1771, 3, USF, 212, 53, 190, 30, 17, 14, 137, 0, 0, 25, 20, 9, 1, 1, 1829, 33
2017-10-14, Coastal Carolina, 195, 38, 231, 29, 13, 6, 40, 1, 0, 23, 11, 3, 0, 0, 1913, 17, Arkansas State, 189, 37, 286, 37, 24, 6, 59, 0, 0, 27, 15, 9, 0, 0, 1687, 51
2017-10-14, UVA, 156, 47, 249, 31, 19, 6, 54, 1, 0, 23, 16, 4, 3, 3, 2398, 20, UNC, 211, 35, 46, 18, 7, 6, 52, 0, 3, 12, 11, 3, 1, 0, 1202, 14
