Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2008-08-28, null, 93, 32, 231, 37, 20, 8, 71, 0, 0, 8, 17, 8, 0, 0, 2042, 14, Ball State, 190, 31, 297, 26, 22, 4, 45, 0, 0, 12, 7, 3, 0, 0, 1558, 48
2008-08-28, Oregon State, 86, 28, 404, 54, 34, 12, 100, 1, 2, 5, 13, 5, 1, 0, 1726, 28, Stanford, 210, 48, 91, 17, 10, 8, 82, 0, 0, 10, 13, 4, 1, 1, 1874, 36
2008-08-28, E Kentucky, 48, 28, 147, 18, 13, 3, 25, 1, 1, 2, 12, 2, 0, 0, 1555, 7, Cincinnati, 209, 44, 348, 35, 26, 11, 106, 1, 0, 12, 12, 5, 3, 3, 2045, 40
2008-08-28, South Dakota St, 180, 25, 170, 37, 23, 5, 30, 1, 5, 7, 14, 6, 1, 1, 1833, 17, Iowa State, 229, 42, 159, 19, 13, 6, 64, 3, 0, 11, 12, 6, 1, 1, 1767, 44
2008-08-28, North Carolina St, 89, 37, 49, 20, 5, 4, 35, 2, 2, 6, 14, 4, 1, 0, 1503, 0, South Carolina, 171, 42, 198, 27, 17, 7, 58, 0, 4, 7, 14, 5, 3, 3, 2097, 34
2008-08-28, Vanderbilt, 269, 50, 91, 16, 9, 2, 25, 2, 0, 12, 15, 8, 1, 0, 1963, 34, Miami (OH), 96, 25, 244, 42, 19, 7, 45, 0, 3, 6, 15, 4, 2, 1, 1637, 13
2008-08-28, E Illinois, 83, 31, 201, 28, 19, 6, 59, 1, 0, 2, 14, 6, 0, 0, 1766, 12, Cent Michigan, 172, 44, 217, 31, 21, 6, 59, 0, 0, 12, 14, 7, 2, 0, 1834, 31
2008-08-28, UTEP, 67, 26, 199, 37, 20, 2, 14, 0, 3, 6, 16, 7, 2, 0, 1641, 17, Buffalo, 263, 50, 221, 16, 10, 6, 60, 2, 0, 17, 11, 7, 1, 1, 1959, 42
2008-08-28, Wake Forest, 156, 44, 220, 36, 27, 5, 65, 2, 0, 9, 14, 7, 1, 1, 2056, 41, Baylor, 94, 34, 156, 30, 15, 7, 59, 3, 2, 5, 12, 2, 3, 2, 1544, 13
2008-08-28, Troy, 164, 36, 136, 28, 17, 4, 29, 3, 1, 10, 13, 4, 1, 0, 1446, 31, Mid Tennessee, 84, 50, 200, 34, 20, 5, 53, 1, 1, 8, 19, 6, 4, 0, 2154, 17
2008-08-28, Indiana State, 75, 31, 57, 23, 7, 5, 40, 0, 3, 4, 16, 3, 1, 1, 1496, 0, E Michigan, 413, 53, 224, 29, 21, 7, 54, 1, 0, 19, 12, 5, 2, 2, 2104, 52
