Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2012-08-30, Minnesota, 209, 46, 269, 30, 17, 11, 86, 1, 1, 10, 15, 3, 0, 0, 1979, 30, UNLV, 159, 37, 116, 35, 16, 7, 54, 0, 3, 8, 17, 6, 1, 1, 1621, 27
2012-08-30, Sacramento St, 89, 31, 308, 35, 23, 9, 58, 2, 1, 6, 15, 3, 2, 2, 1664, 19, New Mexico St, 101, 40, 367, 22, 14, 7, 70, 0, 0, 6, 13, 6, 1, 1, 1936, 49
2012-08-30, Towson, 70, 30, 246, 36, 26, 7, 39, 4, 2, 6, 12, 7, 3, 2, 1918, 21, Kent State, 101, 38, 166, 22, 13, 6, 35, 0, 0, 6, 14, 5, 2, 1, 1682, 41
2012-08-30, UMass, 3, 24, 56, 23, 9, 5, 29, 0, 1, 1, 15, 3, 0, 0, 1403, 0, UConn, 147, 43, 225, 27, 16, 4, 30, 1, 2, 3, 16, 8, 0, 0, 2197, 37
2012-08-30, Washington St, -5, 16, 229, 45, 30, 8, 73, 0, 2, 1, 15, 5, 1, 1, 1466, 6, BYU, 123, 41, 303, 37, 26, 10, 112, 0, 0, 9, 17, 10, 1, 1, 2134, 30
2012-08-30, McNeese State, 298, 51, 152, 19, 12, 9, 69, 0, 0, 17, 11, 3, 0, 0, 2165, 27, Mid Tennessee, 103, 27, 240, 41, 27, 6, 50, 2, 1, 7, 14, 6, 2, 2, 1435, 21
2012-08-30, E Michigan, 180, 33, 186, 34, 15, 6, 48, 1, 0, 9, 12, 3, 2, 1, 1448, 26, Ball State, 329, 55, 267, 41, 26, 6, 69, 1, 0, 18, 15, 7, 2, 1, 2152, 37
2012-08-30, N Arizona, 88, 35, 149, 26, 12, 4, 55, 0, 3, 6, 14, 4, 1, 0, 1784, 6, Arizona State, 305, 51, 249, 20, 16, 4, 30, 1, 0, 12, 13, 7, 1, 1, 1816, 63
2012-08-30, UCF, 206, 46, 180, 19, 14, 2, 16, 0, 1, 13, 11, 6, 0, 0, 1929, 56, Akron, 69, 27, 256, 54, 31, 3, 15, 3, 1, 6, 19, 6, 5, 3, 1593, 14
2012-08-30, UCLA, 343, 37, 303, 32, 24, 8, 107, 1, 1, 13, 11, 2, 2, 2, 1545, 49, Rice, 174, 48, 184, 30, 18, 3, 30, 1, 1, 10, 18, 7, 0, 0, 2055, 24
