Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2017-11-01, Bowling Green, 227, 46, 174, 19, 14, 10, 73, 0, 0, 18, 12, 5, 2, 1, 1916, 44, Kent State, 144, 32, 140, 35, 16, 5, 55, 1, 3, 20, 12, 3, 4, 2, 1684, 16
2017-11-01, Miami (OH), 98, 23, 350, 51, 28, 10, 95, 0, 2, 21, 14, 4, 3, 0, 1715, 28, Ohio, 149, 36, 294, 33, 21, 6, 50, 0, 0, 26, 13, 4, 0, 0, 1885, 45
2017-11-01, Miami (OH), 98, 23, 350, 51, 28, 10, 95, 0, 2, 21, 14, 4, 3, 0, 1715, 28, Ohio, 149, 36, 294, 33, 21, 6, 50, 0, 0, 26, 13, 4, 0, 0, 1885, 45
2017-11-01, Bowling Green, 227, 46, 174, 19, 14, 10, 73, 0, 0, 18, 12, 5, 2, 1, 1916, 44, Kent State, 144, 32, 140, 35, 16, 5, 55, 1, 3, 20, 12, 3, 4, 2, 1684, 16
2017-11-02, Cent Michigan, 164, 35, 243, 31, 12, 6, 57, 2, 0, 15, 14, 3, 0, 0, 1586, 35, W Michigan, 315, 54, 42, 18, 6, 6, 54, 3, 1, 17, 15, 4, 2, 1, 2014, 28
2017-11-02, Ball State, 157, 41, 169, 21, 11, 7, 53, 1, 1, 19, 12, 5, 0, 0, 1911, 14, E Michigan, 225, 40, 263, 22, 15, 3, 30, 1, 0, 24, 12, 9, 0, 0, 1689, 56
2017-11-03, Idaho, 90, 32, 288, 35, 24, 5, 45, 0, 0, 22, 16, 10, 2, 0, 1973, 21, Troy, 183, 36, 212, 31, 20, 9, 87, 1, 1, 20, 12, 7, 1, 1, 1627, 24
2017-11-02, Cent Michigan, 164, 35, 243, 31, 12, 6, 57, 2, 0, 15, 14, 3, 0, 0, 1586, 35, W Michigan, 315, 54, 42, 18, 6, 6, 54, 3, 1, 17, 15, 4, 2, 1, 2014, 28
2017-11-03, Navy, 136, 52, 226, 19, 13, 7, 69, 0, 1, 20, 16, 7, 5, 3, 2015, 26, Temple, 104, 28, 289, 30, 22, 6, 50, 0, 1, 20, 13, 8, 0, 0, 1585, 34
2017-11-02, N Illinois, 185, 40, 245, 44, 24, 7, 45, 0, 2, 25, 17, 8, 2, 1, 1686, 17, Toledo, 166, 40, 361, 31, 23, 4, 35, 1, 0, 23, 13, 4, 1, 1, 1914, 27
2017-11-03, Navy, 136, 52, 226, 19, 13, 7, 69, 0, 1, 20, 16, 7, 5, 3, 2015, 26, Temple, 104, 28, 289, 30, 22, 6, 50, 0, 1, 20, 13, 8, 0, 0, 1585, 34
2017-11-03, Idaho, 90, 32, 288, 35, 24, 5, 45, 0, 0, 22, 16, 10, 2, 0, 1973, 21, Troy, 183, 36, 212, 31, 20, 9, 87, 1, 1, 20, 12, 7, 1, 1, 1627, 24
2017-11-03, Marshall, 128, 41, 253, 39, 20, 7, 37, 0, 4, 21, 18, 8, 4, 3, 2101, 25, FAU, 189, 45, 164, 18, 12, 5, 60, 0, 0, 17, 14, 5, 4, 2, 1499, 30
2017-11-04, Memphis, 191, 37, 333, 40, 28, 10, 77, 0, 0, 28, 14, 6, 1, 1, 2047, 41, Tulsa, 145, 35, 157, 31, 18, 14, 103, 0, 1, 17, 14, 4, 1, 1, 1553, 14
2017-11-04, UCLA, 134, 32, 115, 16, 11, 5, 40, 1, 0, 12, 12, 3, 0, 0, 1423, 17, Utah, 272, 50, 234, 22, 15, 10, 70, 0, 0, 24, 14, 7, 1, 0, 2177, 48
2017-11-04, Hawaii, 131, 28, 269, 47, 24, 6, 65, 0, 0, 23, 16, 7, 0, 0, 1762, 23, UNLV, 131, 42, 281, 31, 20, 4, 36, 0, 1, 23, 16, 7, 3, 2, 1838, 31
2017-11-04, UTEP, 89, 32, 48, 23, 10, 6, 60, 0, 0, 6, 16, 2, 3, 2, 1807, 3, Mid Tennessee, 210, 36, 190, 30, 13, 9, 92, 0, 1, 18, 16, 6, 2, 2, 1793, 30
2017-11-04, Penn State, 65, 21, 401, 48, 27, 7, 86, 0, 3, 22, 12, 4, 2, 1, 1551, 24, Michigan State, 74, 24, 400, 56, 33, 8, 87, 0, 1, 25, 18, 10, 1, 0, 2049, 27
2017-11-04, Wisconsin, 237, 52, 170, 22, 15, 6, 62, 0, 1, 24, 15, 8, 1, 1, 2363, 45, Indiana, 40, 21, 226, 34, 20, 10, 98, 1, 2, 16, 9, 3, 1, 0, 1237, 17
2017-11-04, UTSA, 156, 40, 99, 22, 13, 5, 45, 2, 0, 19, 12, 4, 2, 0, 1765, 7, FIU, 100, 37, 215, 25, 18, 6, 75, 2, 1, 18, 13, 5, 2, 1, 1835, 14
2017-11-04, W Kentucky, -6, 30, 355, 53, 33, 5, 31, 0, 1, 22, 21, 8, 4, 2, 1949, 17, Vanderbilt, 174, 35, 220, 21, 14, 6, 54, 1, 0, 19, 11, 5, 0, 0, 1651, 31
2017-11-04, ECU, 36, 24, 468, 74, 54, 7, 51, 1, 2, 33, 22, 12, 2, 2, 2423, 27, Houston, 142, 26, 330, 22, 15, 4, 34, 0, 0, 16, 9, 5, 0, 0, 1177, 52
2017-11-04, Syracuse, 149, 40, 314, 55, 31, 2, 20, 0, 1, 21, 25, 11, 3, 1, 1837, 24, FSU, 207, 37, 136, 19, 12, 4, 34, 1, 0, 13, 13, 1, 1, 1, 1763, 27
2017-11-04, UMass, 127, 32, 223, 28, 15, 5, 55, 0, 1, 12, 13, 3, 1, 0, 1715, 23, Miss St, 254, 45, 139, 26, 14, 5, 63, 0, 3, 21, 11, 4, 2, 1, 1885, 34
2017-11-05, Arizona, 234, 43, 146, 31, 14, 3, 32, 1, 2, 25, 15, 5, 1, 1, 1565, 35, USC, 331, 52, 311, 26, 20, 14, 123, 0, 1, 30, 12, 5, 2, 1, 2035, 49
2017-11-04, UCF, 203, 36, 412, 40, 23, 5, 32, 1, 2, 23, 15, 4, 2, 1, 1548, 31, SMU, 206, 37, 283, 52, 27, 4, 30, 1, 0, 21, 23, 10, 3, 1, 2052, 24
2017-11-04, New Mexico St, 119, 33, 503, 49, 31, 8, 55, 2, 0, 26, 16, 6, 0, 0, 1846, 45, Texas State, 163, 36, 400, 53, 33, 4, 47, 3, 1, 30, 15, 5, 1, 0, 1754, 35
2017-11-04, Coastal Carolina, 131, 38, 228, 28, 15, 6, 55, 0, 0, 21, 15, 8, 2, 1, 1862, 38, Arkansas, 259, 35, 264, 25, 16, 5, 52, 1, 0, 21, 9, 3, 1, 1, 1738, 39
2017-11-05, BYU, 122, 27, 214, 43, 23, 3, 25, 1, 0, 21, 14, 7, 2, 0, 1718, 13, Fresno State, 136, 40, 174, 20, 14, 5, 40, 0, 0, 16, 14, 7, 1, 1, 1882, 20
2017-11-05, Colorado, 109, 39, 345, 41, 23, 3, 25, 0, 1, 23, 16, 6, 1, 0, 1610, 30, Arizona State, 381, 54, 202, 34, 18, 1, 5, 0, 0, 27, 17, 7, 2, 1, 1990, 41
2017-11-04, North Texas, 212, 42, 203, 36, 22, 4, 45, 0, 1, 26, 15, 9, 1, 1, 1808, 24, LA Tech, 147, 41, 168, 28, 16, 5, 37, 0, 0, 19, 17, 7, 2, 2, 1792, 23
2017-11-04, Oregon State, 104, 31, 195, 26, 14, 9, 99, 0, 0, 18, 13, 5, 1, 1, 1752, 23, Cal, 216, 45, 259, 31, 24, 7, 68, 1, 0, 34, 10, 6, 1, 0, 1848, 37
2017-11-04, Georgia Tech, 220, 52, 179, 22, 6, 6, 45, 0, 2, 16, 17, 6, 2, 1, 1989, 36, UVA, 97, 25, 260, 43, 21, 4, 25, 1, 1, 15, 17, 4, 0, 0, 1611, 40
2017-11-04, Ole Miss, 91, 26, 382, 41, 31, 7, 65, 0, 0, 25, 13, 6, 1, 1, 1420, 37, Kentucky, 219, 45, 236, 25, 20, 4, 40, 0, 0, 23, 13, 7, 0, 0, 2180, 34
2017-11-05, San Diego State, 554, 71, 94, 7, 6, 4, 25, 1, 0, 31, 13, 11, 0, 0, 2599, 52, San Jose State, 33, 21, 167, 22, 12, 4, 30, 1, 2, 8, 10, 4, 1, 0, 1001, 7
2017-11-04, Maryland, 167, 37, 218, 32, 19, 10, 65, 0, 1, 20, 15, 6, 2, 1, 1866, 24, Rutgers, 239, 46, 107, 18, 8, 6, 49, 1, 1, 21, 14, 8, 1, 0, 1734, 31
2017-11-04, South Carolina, 43, 17, 227, 36, 21, 2, 15, 0, 2, 14, 12, 4, 1, 0, 1298, 10, Georgia, 242, 53, 196, 22, 16, 5, 55, 1, 0, 26, 13, 8, 1, 1, 2302, 24
2017-11-04, Texas, 9, 26, 254, 44, 21, 6, 65, 0, 0, 14, 18, 4, 4, 1, 1596, 7, TCU, 177, 46, 166, 27, 19, 9, 49, 0, 0, 17, 17, 5, 2, 2, 2004, 24
2017-11-05, LSU, 151, 42, 155, 31, 15, 5, 30, 0, 1, 16, 19, 9, 1, 0, 2047, 10, Alabama, 116, 36, 183, 24, 11, 1, 11, 0, 0, 14, 14, 5, 0, 0, 1553, 24
2017-11-04, Charlotte, 136, 27, 95, 22, 9, 4, 39, 1, 0, 8, 12, 2, 1, 0, 1256, 0, Old Dominion, 148, 49, 178, 30, 20, 2, 12, 0, 0, 20, 19, 7, 2, 1, 2344, 6
