Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2009-09-03, Oregon, 31, 17, 121, 27, 14, 8, 70, 1, 1, 1, 10, 1, 2, 0, 1048, 8, Boise State, 164, 59, 197, 30, 19, 6, 63, 3, 0, 8, 20, 10, 4, 2, 2552, 19
2009-09-03, Troy, 41, 21, 263, 44, 28, 4, 30, 0, 2, 3, 13, 4, 3, 0, 1521, 14, Bowling Green, 50, 28, 339, 44, 32, 6, 49, 0, 1, 5, 13, 4, 3, 3, 2079, 31
2009-09-03, Villanova, 64, 36, 293, 36, 25, 2, 20, 1, 0, 6, 15, 5, 2, 1, 1931, 27, Temple, 139, 30, 317, 28, 19, 3, 27, 2, 3, 7, 9, 5, 0, 0, 1669, 24
2009-09-03, South Carolina, 108, 42, 148, 22, 13, 3, 45, 0, 1, 7, 15, 5, 3, 2, 1945, 7, North Carolina St, 59, 31, 74, 25, 13, 4, 23, 1, 0, 4, 14, 5, 1, 0, 1655, 3
2009-09-03, North Texas, 296, 51, 216, 33, 23, 9, 81, 1, 1, 18, 15, 7, 0, 0, 2238, 20, Ball State, 169, 24, 140, 35, 15, 4, 30, 1, 1, 8, 13, 2, 2, 2, 1362, 10
2009-09-03, North Dakota St, 210, 38, 178, 27, 15, 8, 60, 1, 1, 8, 14, 5, 0, 0, 1998, 17, Iowa State, 204, 40, 238, 31, 17, 1, 10, 2, 0, 11, 12, 6, 0, 0, 1602, 34
2009-09-03, E Kentucky, 100, 31, 278, 26, 17, 9, 65, 1, 0, 6, 11, 3, 0, 0, 1687, 13, Indiana, 73, 31, 326, 36, 27, 8, 43, 1, 2, 4, 13, 6, 1, 1, 1913, 19
2009-09-03, Utah State, 221, 34, 121, 26, 10, 5, 40, 0, 1, 9, 12, 0, 2, 1, 1444, 17, Utah, 233, 50, 286, 30, 20, 5, 37, 2, 1, 14, 11, 4, 1, 0, 2156, 35
2009-09-03, Coastal Carolina, 78, 40, 107, 26, 12, 4, 35, 1, 1, 3, 14, 2, 3, 0, 1664, 0, Kent State, 143, 40, 201, 35, 21, 8, 80, 0, 2, 10, 13, 1, 2, 1, 1936, 18
2009-09-04, Cent Arkansas, 84, 38, 186, 31, 20, 6, 35, 1, 0, 6, 15, 6, 3, 1, 2004, 20, Hawaii, 111, 28, 304, 32, 21, 2, 5, 3, 1, 6, 10, 6, 0, 0, 1596, 25
2009-09-04, Tulsa, 201, 43, 211, 20, 15, 3, 27, 1, 0, 9, 10, 4, 1, 0, 1636, 37, Tulane, 39, 34, 325, 32, 19, 4, 30, 0, 2, 3, 16, 5, 3, 1, 1964, 13
2009-09-05, UConn, 259, 49, 127, 24, 11, 2, 25, 1, 3, 11, 18, 7, 0, 0, 1796, 23, Ohio, 61, 32, 186, 28, 15, 5, 35, 1, 1, 3, 14, 3, 1, 0, 1804, 16
2009-09-05, UL Monroe, 101, 35, 197, 30, 14, 9, 80, 2, 1, 5, 15, 5, 0, 0, 1744, 20, Texas, 199, 49, 363, 35, 25, 7, 68, 2, 1, 14, 14, 9, 0, 0, 1856, 59
2009-09-05, Samford, 78, 30, 208, 35, 21, 3, 19, 0, 0, 6, 15, 4, 0, 0, 1822, 24, UCF, 125, 41, 157, 24, 13, 6, 55, 1, 1, 6, 16, 7, 0, 0, 1778, 28
2009-09-05, Richmond, 125, 40, 157, 24, 13, 3, 30, 0, 0, 10, 13, 3, 2, 1, 1961, 24, Duke, 19, 16, 350, 55, 34, 3, 24, 0, 0, 3, 13, 3, 3, 2, 1321, 16
2009-09-05, Montana State, 62, 28, 98, 26, 13, 7, 55, 0, 0, 6, 14, 2, 2, 2, 1759, 3, Michigan State, 175, 40, 318, 35, 19, 5, 46, 0, 0, 11, 13, 7, 0, 0, 1841, 44
2009-09-05, null, 82, 40, 49, 14, 8, 7, 67, 0, 0, 3, 15, 2, 0, 0, 1872, 0, Boston College, 236, 38, 205, 22, 15, 3, 20, 0, 0, 10, 11, 4, 1, 0, 1728, 54
2009-09-05, Akron, 28, 30, 158, 24, 13, 7, 59, 0, 1, 3, 14, 3, 3, 0, 1519, 7, Penn State, 136, 30, 379, 44, 32, 3, 20, 1, 1, 7, 15, 8, 1, 1, 2081, 31
2009-09-05, Rice, 156, 34, 235, 42, 22, 9, 80, 1, 1, 9, 13, 4, 3, 1, 1814, 24, UAB, 295, 39, 221, 16, 12, 14, 111, 2, 0, 11, 7, 3, 0, 0, 1786, 44
2009-09-05, LSU, 149, 29, 172, 19, 11, 3, 35, 1, 0, 8, 10, 5, 0, 0, 1388, 31, Washington, 157, 38, 321, 45, 25, 11, 83, 1, 1, 11, 19, 11, 1, 1, 2212, 23
2009-09-05, North Dakota, 73, 29, 134, 28, 20, 9, 67, 1, 0, 4, 13, 4, 1, 1, 1937, 13, Texas Tech, 40, 19, 405, 48, 34, 11, 93, 0, 3, 4, 11, 5, 3, 2, 1663, 38
2009-09-05, Idaho, 171, 32, 179, 22, 11, 5, 86, 0, 1, 7, 14, 9, 1, 0, 1671, 21, New Mexico St, 107, 33, 235, 34, 22, 9, 62, 2, 1, 7, 14, 7, 2, 2, 1929, 6
