Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2017-08-26, USF, 315, 74, 233, 26, 13, 10, 57, 0, 0, 29, 19, 3, 3, 3, 2190, 42, San Jose State, 109, 38, 278, 50, 25, 9, 64, 0, 3, 18, 21, 7, 2, 1, 1410, 22
2017-08-26, Hawaii, 112, 35, 391, 38, 25, 9, 88, 0, 1, 19, 15, 6, 4, 2, 1884, 38, UMass, 115, 41, 298, 34, 22, 5, 55, 1, 1, 20, 16, 8, 3, 3, 1716, 35
2017-08-26, Portland State, 86, 36, 134, 36, 16, 7, 70, 0, 1, 14, 19, 7, 4, 2, 1821, 6, BYU, 171, 35, 194, 27, 16, 7, 70, 0, 0, 13, 13, 4, 1, 0, 1779, 20
2017-08-26, Oregon State, 152, 29, 304, 47, 27, 3, 21, 2, 3, 23, 16, 10, 0, 0, 1541, 27, Colorado State, 191, 43, 334, 39, 26, 8, 40, 1, 1, 31, 14, 8, 1, 1, 2059, 58
2017-08-27, Stanford, 287, 36, 369, 37, 21, 4, 35, 0, 0, 27, 9, 6, 1, 0, 2018, 62, Rice, 146, 38, 95, 24, 10, 6, 45, 1, 1, 14, 15, 5, 2, 0, 1582, 7
2017-08-31, Tennessee State, 238, 42, 145, 25, 12, 12, 101, 0, 0, 21, 14, 4, 1, 1, 2099, 17, Georgia State, 49, 29, 224, 23, 18, 6, 51, 3, 1, 14, 11, 4, 3, 1, 1501, 10
2017-08-31, FIU, 134, 26, 201, 31, 18, 14, 163, 3, 1, 13, 12, 2, 2, 2, 1471, 17, UCF, 148, 45, 439, 33, 26, 9, 65, 1, 1, 31, 13, 4, 3, 3, 2129, 61
2017-08-31, Buffalo, 51, 22, 211, 42, 22, 4, 35, 0, 1, 13, 17, 5, 1, 0, 1381, 7, Minnesota, 169, 51, 239, 32, 19, 4, 35, 0, 1, 21, 18, 6, 1, 1, 2219, 17
2017-08-31, Austin Peay, 224, 60, 89, 19, 9, 10, 87, 1, 1, 20, 16, 3, 5, 3, 2261, 14, Cincinnati, 97, 29, 151, 28, 17, 7, 70, 0, 0, 15, 11, 3, 0, 0, 1339, 26
2017-08-31, URI, 108, 31, 284, 40, 21, 10, 75, 0, 6, 15, 16, 4, 0, 0, 1690, 27, Cent Michigan, 246, 50, 253, 54, 28, 9, 87, 3, 1, 24, 20, 5, 1, 1, 1910, 30
