Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2011-09-01, S Carolina St, 59, 43, 78, 26, 12, 6, 49, 0, 0, 5, 19, 4, 0, 0, 1739, 6, Cent Michigan, 88, 35, 168, 27, 14, 8, 86, 0, 2, 9, 14, 3, 1, 1, 1861, 21
2011-09-01, Wake Forest, 80, 43, 326, 41, 24, 10, 94, 0, 1, 7, 19, 7, 3, 2, 2151, 29, Syracuse, 121, 30, 178, 28, 20, 8, 76, 1, 0, 7, 11, 3, 0, 0, 1449, 36
2011-09-01, W Carolina, 104, 40, 197, 37, 22, 6, 29, 2, 1, 5, 18, 8, 1, 0, 1907, 21, Georgia Tech, 297, 48, 365, 16, 11, 5, 53, 2, 0, 11, 12, 9, 1, 0, 1693, 63
2011-09-01, Villanova, 122, 35, 153, 26, 12, 5, 35, 1, 3, 7, 15, 7, 2, 0, 1610, 7, Temple, 240, 45, 235, 20, 14, 6, 35, 0, 0, 11, 14, 9, 1, 1, 1990, 42
2011-09-01, UC Davis, 88, 26, 155, 30, 18, 6, 35, 1, 0, 5, 14, 3, 2, 2, 1828, 14, Arizona State, 217, 40, 300, 32, 24, 4, 40, 1, 1, 10, 12, 5, 4, 2, 1772, 48
2011-09-01, North Texas, 97, 38, 204, 35, 19, 5, 45, 1, 0, 5, 16, 4, 3, 0, 1967, 16, FIU, 208, 40, 193, 23, 16, 6, 62, 2, 0, 11, 11, 3, 0, 0, 1633, 41
2011-09-01, NC Central, 8, 30, 112, 30, 14, 9, 58, 2, 2, 3, 17, 5, 0, 0, 1535, 0, Rutgers, 137, 41, 210, 34, 15, 7, 55, 0, 1, 8, 17, 8, 2, 2, 2065, 48
2011-09-01, UNLV, 146, 38, 146, 27, 18, 7, 65, 0, 0, 9, 12, 2, 2, 2, 2060, 17, Wisconsin, 241, 38, 258, 15, 11, 6, 50, 0, 0, 13, 5, 2, 1, 1, 1540, 51
2011-09-01, Miss St, 309, 38, 336, 31, 19, 6, 30, 1, 0, 11, 12, 4, 2, 1, 1360, 59, Memphis, 164, 47, 174, 40, 26, 8, 55, 2, 1, 9, 22, 8, 2, 1, 2236, 14
2011-09-01, Murray State, 143, 49, 148, 34, 17, 4, 33, 0, 3, 13, 21, 10, 1, 0, 1811, 9, Louisville, 159, 37, 226, 33, 17, 10, 65, 3, 1, 6, 16, 8, 2, 1, 1789, 21
