Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2014-08-27, Abil Christian, 95, 36, 403, 40, 30, 9, 86, 0, 1, 26, 14, 7, 0, 0, 2049, 37, Georgia State, 153, 33, 413, 49, 31, 12, 99, 1, 2, 33, 16, 10, 2, 2, 1551, 38
2014-08-28, Boise State, 135, 37, 264, 48, 36, 9, 72, 0, 4, 26, 15, 5, 2, 1, 2140, 13, Ole Miss, 71, 34, 387, 36, 25, 14, 78, 0, 3, 22, 13, 5, 2, 1, 1425, 35
2014-08-28, Tulane, 254, 30, 262, 44, 22, 9, 96, 1, 1, 22, 16, 8, 0, 0, 1721, 31, Tulsa, 154, 36, 438, 53, 31, 9, 90, 0, 2, 30, 19, 9, 1, 1, 1837, 38
2014-08-28, Weber State, 152, 32, 156, 29, 14, 9, 74, 0, 0, 14, 15, 5, 1, 0, 1729, 14, Arizona State, 267, 45, 303, 39, 24, 4, 30, 0, 0, 32, 17, 9, 1, 1, 1871, 45
2014-08-28, Texas A&M, 169, 39, 511, 60, 44, 8, 95, 0, 0, 39, 17, 12, 2, 2, 2258, 52, South Carolina, 67, 22, 366, 40, 20, 4, 21, 0, 1, 23, 9, 2, 1, 0, 1342, 28
2014-08-28, Temple, 144, 45, 207, 36, 23, 3, 23, 2, 0, 17, 17, 2, 4, 2, 1974, 37, Vanderbilt, 54, 29, 224, 34, 16, 7, 66, 4, 3, 13, 14, 3, 1, 0, 1857, 7
2014-08-28, E Illinois, 99, 39, 310, 57, 32, 6, 28, 2, 1, 27, 21, 8, 5, 4, 1791, 20, Minnesota, 182, 40, 156, 18, 10, 5, 50, 1, 0, 18, 12, 6, 0, 0, 1712, 42
2014-08-28, Idaho State, 179, 44, 158, 40, 21, 7, 42, 0, 0, 21, 21, 9, 0, 0, 2081, 14, Utah, 238, 46, 351, 32, 22, 7, 54, 1, 0, 27, 14, 8, 1, 1, 1503, 56
2014-08-28, North Dakota, 118, 32, 126, 20, 14, 10, 61, 1, 1, 12, 12, 4, 1, 0, 1688, 10, San Jose State, 150, 40, 256, 26, 23, 4, 40, 0, 0, 23, 11, 7, 1, 0, 1907, 42
2014-08-28, Cal Poly, 259, 49, 6, 7, 2, 4, 21, 1, 1, 14, 12, 4, 0, 0, 1552, 10, New Mexico St, 197, 47, 158, 27, 18, 2, 20, 0, 1, 21, 16, 9, 1, 0, 2048, 28
2014-08-28, Rutgers, 215, 43, 281, 27, 16, 8, 78, 0, 1, 22, 14, 6, 1, 1, 1997, 41, Washington St, 6, 14, 532, 56, 40, 9, 77, 1, 1, 22, 13, 8, 2, 0, 1603, 38
2014-08-28, Howard, 148, 51, 68, 26, 12, 5, 48, 1, 0, 15, 18, 3, 3, 1, 2005, 0, Akron, 113, 28, 400, 44, 28, 7, 70, 0, 0, 24, 12, 5, 2, 0, 1595, 41
2014-08-28, Chattanooga, 106, 29, 150, 24, 13, 5, 54, 0, 4, 14, 11, 3, 0, 0, 1387, 16, Cent Michigan, 148, 46, 173, 26, 15, 7, 55, 1, 0, 19, 15, 5, 2, 0, 2196, 20
2014-08-28, Presbyterian, 69, 31, 58, 18, 10, 2, 12, 2, 1, 6, 12, 1, 0, 0, 1579, 3, N Illinois, 424, 77, 211, 32, 19, 6, 55, 0, 0, 36, 22, 14, 1, 1, 2021, 55
2014-08-28, Wake Forest, -3, 27, 97, 22, 12, 8, 51, 0, 1, 5, 14, 3, 0, 0, 1477, 10, UL Monroe, 163, 44, 189, 41, 23, 5, 25, 1, 0, 21, 21, 9, 2, 1, 2123, 17
2014-08-29, Colorado State, 266, 45, 134, 23, 13, 6, 63, 1, 0, 27, 11, 5, 1, 1, 1812, 31, Colorado, 134, 34, 241, 39, 24, 6, 65, 0, 0, 22, 15, 5, 2, 1, 1757, 17
2014-08-29, UNLV, 119, 31, 252, 41, 22, 7, 64, 0, 1, 20, 15, 4, 1, 0, 1676, 13, Arizona, 353, 48, 434, 46, 26, 7, 63, 0, 0, 32, 21, 11, 3, 3, 1885, 58
2014-08-29, Jacksonville St, 22, 25, 222, 37, 18, 7, 64, 0, 3, 14, 15, 6, 1, 0, 1315, 7, Michigan State, 211, 50, 354, 24, 18, 2, 13, 0, 0, 25, 13, 6, 1, 1, 2285, 45
2014-08-29, BYU, 205, 37, 308, 36, 28, 15, 150, 2, 0, 27, 13, 5, 1, 1, 1588, 35, UConn, 71, 31, 284, 48, 25, 8, 90, 1, 1, 23, 17, 8, 4, 1, 2012, 10
2014-08-29, UTSA, 142, 50, 121, 24, 15, 14, 115, 1, 0, 17, 17, 5, 1, 1, 2422, 27, Houston, -26, 23, 234, 50, 25, 9, 47, 2, 4, 18, 16, 4, 4, 2, 1334, 7
2014-08-29, Bowling Green, 152, 35, 313, 36, 25, 11, 90, 0, 0, 26, 11, 4, 1, 0, 1441, 31, W Kentucky, 139, 40, 569, 56, 46, 7, 66, 0, 0, 40, 18, 14, 0, 0, 2159, 59
2014-08-29, Villanova, 190, 60, 199, 27, 16, 11, 93, 0, 0, 25, 20, 12, 1, 1, 2268, 26, Syracuse, 136, 34, 184, 35, 22, 7, 55, 0, 0, 21, 14, 5, 1, 1, 1344, 27
2014-08-30, W Carolina, 80, 29, 378, 68, 47, 5, 45, 1, 1, 27, 20, 9, 2, 2, 2246, 31, USF, 294, 33, 191, 27, 10, 6, 38, 1, 1, 13, 13, 4, 2, 0, 1337, 36
2014-08-30, AR-Pine Bluff, 127, 39, 88, 21, 9, 8, 37, 2, 0, 14, 16, 5, 0, 0, 1949, 0, Texas State, 378, 50, 319, 30, 25, 8, 90, 1, 0, 39, 7, 5, 0, 0, 1642, 65
2014-08-30, FSU, 106, 31, 370, 40, 25, 8, 71, 0, 2, 23, 14, 4, 1, 0, 1985, 37, Oklahoma State, 161, 42, 203, 28, 15, 7, 70, 1, 1, 22, 16, 8, 1, 0, 1615, 31
2014-08-30, Clemson, 88, 43, 203, 33, 18, 3, 40, 0, 1, 15, 21, 7, 2, 2, 1774, 21, Georgia, 328, 41, 131, 26, 18, 8, 65, 1, 0, 22, 13, 5, 1, 1, 1788, 45
2014-08-30, Troy, 71, 36, 201, 31, 21, 5, 55, 1, 0, 15, 16, 5, 3, 1, 1783, 10, UAB, 338, 55, 152, 20, 13, 3, 35, 1, 1, 25, 14, 9, 0, 0, 1817, 48
2014-08-30, Bethune-Cookman, 90, 43, 149, 17, 8, 10, 86, 0, 0, 11, 16, 5, 2, 1, 1946, 14, FIU, 43, 32, 143, 33, 16, 8, 47, 0, 0, 12, 16, 1, 5, 3, 1654, 12
2014-08-30, South Dakota St, 119, 32, 246, 32, 23, 5, 25, 1, 2, 15, 15, 5, 0, 0, 2124, 18, Missouri, 215, 39, 178, 21, 13, 5, 27, 0, 0, 19, 11, 3, 2, 2, 1476, 38
2014-08-30, Boston College, 338, 61, 173, 25, 17, 7, 55, 0, 1, 27, 17, 9, 3, 2, 2531, 30, UMass, 55, 22, 147, 22, 9, 4, 23, 0, 1, 9, 11, 3, 1, 0, 1069, 7
2014-08-30, OSU, 194, 40, 226, 15, 12, 2, 20, 0, 1, 19, 8, 2, 2, 1, 1654, 34, Navy, 370, 63, 20, 4, 2, 3, 20, 1, 0, 22, 12, 4, 1, 1, 1946, 17
2014-08-30, Savannah State, 145, 35, 84, 31, 15, 10, 73, 2, 1, 13, 14, 4, 2, 0, 1971, 7, Mid Tennessee, 228, 46, 291, 20, 17, 9, 70, 2, 1, 22, 10, 9, 0, 0, 1869, 61
2014-08-30, Penn State, 57, 28, 454, 47, 32, 9, 90, 1, 2, 24, 18, 10, 2, 1, 2022, 26, UCF, 24, 29, 222, 22, 12, 8, 47, 1, 0, 11, 13, 5, 2, 1, 1527, 24
2014-08-30, LA Tech, 54, 29, 191, 36, 22, 5, 32, 0, 1, 15, 15, 5, 1, 1, 1862, 16, Oklahoma, 183, 40, 253, 34, 19, 3, 34, 1, 1, 26, 13, 5, 4, 4, 1734, 48
2014-08-30, Liberty, 157, 41, 189, 33, 16, 2, 19, 4, 2, 15, 14, 5, 0, 0, 1914, 29, UNC, 208, 48, 235, 45, 29, 10, 60, 1, 3, 29, 17, 9, 1, 0, 1665, 56
2014-08-30, Ohio, 175, 44, 262, 24, 18, 1, 5, 4, 0, 20, 14, 7, 2, 2, 1780, 17, Kent State, 31, 22, 264, 41, 30, 8, 44, 0, 0, 17, 14, 6, 0, 0, 1820, 14
2014-08-30, Colgate, 90, 28, 137, 26, 14, 4, 58, 0, 0, 9, 13, 2, 2, 1, 1419, 10, Ball State, 311, 53, 203, 32, 20, 5, 40, 0, 1, 29, 16, 8, 0, 0, 2181, 30
2014-08-30, UTEP, 330, 44, 116, 22, 11, 2, 10, 0, 0, 20, 14, 7, 1, 0, 1873, 31, New Mexico, 410, 52, 67, 9, 5, 3, 25, 2, 1, 20, 11, 3, 3, 1, 1727, 24
2014-08-30, Indiana State, 30, 24, 140, 33, 17, 2, 22, 0, 0, 10, 14, 2, 2, 1, 1420, 10, Indiana, 455, 69, 111, 18, 11, 4, 30, 1, 1, 29, 17, 11, 2, 0, 2180, 28
2014-08-30, Portland State, 131, 24, 83, 27, 10, 3, 30, 3, 2, 15, 9, 0, 1, 1, 1234, 14, Oregon State, 176, 37, 328, 45, 26, 13, 119, 1, 0, 25, 14, 3, 1, 1, 2366, 29
2014-08-30, N Arizona, 124, 36, 188, 28, 15, 4, 50, 0, 1, 14, 15, 5, 1, 0, 1805, 7, San Diego State, 194, 37, 205, 29, 18, 5, 29, 0, 1, 25, 12, 6, 0, 0, 1795, 38
2014-08-30, UCLA, 116, 39, 242, 34, 20, 12, 87, 2, 0, 16, 18, 7, 2, 0, 1530, 28, UVA, 120, 39, 266, 45, 29, 4, 20, 1, 2, 17, 23, 9, 3, 2, 2070, 20
2014-08-30, Austin Peay, 116, 34, 30, 16, 6, 9, 61, 1, 1, 8, 13, 1, 0, 0, 1547, 0, Memphis, 303, 55, 242, 27, 20, 6, 55, 1, 1, 28, 13, 6, 2, 2, 2053, 63
2014-08-30, Duquesne, 51, 33, 322, 37, 18, 3, 45, 1, 0, 18, 16, 6, 2, 2, 1519, 28, Buffalo, 174, 49, 298, 36, 25, 3, 31, 1, 1, 26, 20, 11, 2, 2, 2736, 38
2014-08-30, NC Central, 70, 31, 104, 22, 13, 10, 91, 1, 0, 10, 14, 4, 0, 0, 1888, 7, ECU, 208, 28, 374, 46, 33, 8, 72, 1, 1, 32, 8, 2, 1, 1, 1712, 52
2014-08-30, Appalachian St, 153, 36, 127, 33, 17, 8, 69, 0, 0, 17, 17, 5, 3, 2, 1792, 14, Michigan, 350, 36, 210, 19, 16, 4, 44, 0, 1, 24, 8, 5, 0, 0, 1808, 52
2014-08-30, Southern Miss, 71, 33, 212, 42, 20, 6, 37, 1, 2, 15, 18, 4, 1, 0, 1911, 0, Miss St, 201, 44, 349, 34, 23, 3, 30, 1, 1, 29, 15, 7, 2, 0, 1689, 49
2014-08-30, Washington, 174, 48, 162, 26, 10, 5, 35, 0, 0, 19, 16, 5, 0, 0, 1549, 17, Hawaii, 217, 54, 207, 43, 23, 5, 36, 0, 0, 26, 23, 10, 2, 1, 2051, 16
