season,week,date,home_team,home_points,home_code,away_team,away_points,away_code,neutral_site,venue
2014,1,20140827,Georgia St.,38,125,Abilene Christian,37,236,False,Georgia Dome
2014,1,20140828,South Carolina,28,117,Texas A&M,52,119,False,Williams-Brice Stadium
2014,1,20140828,Northern Illinois,55,79,Presbyterian,3,151,False,Brigham Field at Huskie Stadium
2014,1,20140828,Central Michigan,20,75,Chattanooga,16,227,False,Kelly/Shorts Stadium
2014,1,20140828,UL Monroe,17,130,Wake Forest,10,26,False,Malone Stadium
2014,1,20140828,Minnesota,42,33,Eastern Illinois,20,202,False,TCF Bank Stadium
2014,1,20140828,Akron,41,71,Howard,0,176,False,Summa Field at InfoCision Stadium
2014,1,20140828,Utah,56,104,Idaho State,14,134,False,Rice-Eccles Stadium
2014,1,20140828,Tulsa,38,12,Tulane,31,11,False,Skelly Field at H. A. Chapman Stadium
2014,1,20140828,Ole Miss,35,116,Boise St.,13,84,True,Georgia Dome
2014,1,20140828,New Mexico State,28,69,Cal Poly,10,131,False,Aggie Memorial Stadium
2014,1,20140828,Washington St.,38,106,Rutgers,41,39,False,CenturyLink Field
2014,1,20140828,San Jose St.,42,91,North Dakota,10,164,False,Spartan Stadium
2014,1,20140828,Arizona St.,45,96,Weber State,14,143,False,Sun Devil Stadium
2014,1,20140828,Vanderbilt,7,120,Temple,37,10,False,Vanderbilt Stadium
2014,1,20140829,Connecticut,10,3,BYU,35,66,False,Rentschler Field
2014,1,20140829,Michigan St.,45,32,Jacksonville State,7,204,False,Spartan Stadium
2014,1,20140829,Syracuse,27,23,Villanova,26,162,False,Carrier Dome
2014,1,20140829,Western Kentucky,59,64,Bowling Green,31,73,False,Houchens Industries-L. T. Smith Stadium
2014,1,20140829,Colorado,17,98,Colorado St.,31,85,True,Sports Authority Field at Mile High
2014,1,20140829,Houston,7,5,UTSA,27,63,False,John O'Quinn Field at TDECU Stadium
2014,1,20140829,Arizona,58,95,UNLV,13,92,False,Arizona Stadium
2014,1,20140830,Central Florida,24,1,Penn State,26,37,True,Croke Park Stadium
2014,1,20140830,Pittsburgh,62,22,Delaware,0,153,False,Heinz Field
2014,1,20140830,Indiana,28,28,Indiana State,10,183,False,Memorial Stadium
2014,1,20140830,Illinois,28,27,Youngstown State,17,191,False,Memorial Stadium
2014,1,20140830,Iowa St.,14,42,North Dakota State,34,185,False,Jack Trice Stadium
2014,1,20140830,Michigan,52,31,Appalachian St.,14,121,False,Michigan Stadium
2014,1,20140830,Navy,17,7,Ohio St.,34,36,True,M&T Bank Stadium
2014,1,20140830,Virginia,20,24,UCLA,28,102,False,Scott Stadium
2014,1,20140830,Kentucky,59,112,Tennessee-Martin,14,209,False,Kroger Field
2014,1,20140830,UAB,48,61,Troy,10,129,False,Legion Field
2014,1,20140830,Purdue,43,38,Western Michigan,34,82,False,Ross-Ade Stadium
2014,1,20140830,Iowa,31,29,Northern Iowa,23,186,False,Kinnick Stadium
2014,1,20140830,NC State,24,20,Georgia Southern,23,124,False,Carter-Finley Stadium
2014,1,20140830,Georgia Tech,38,17,Wofford,19,235,False,Bobby Dodd Stadium at Historic Grant Field
2014,1,20140830,Ball St.,30,72,Colgate,10,211,False,Scheumann Stadium
2014,1,20140830,Air Force,44,83,Nicholls State,16,242,False,Falcon Stadium
2014,1,20140830,Nevada,28,88,Southern Utah,19,141,False,Mackay Stadium
2014,1,20140830,Massachusetts,7,68,Boston College,30,13,False,Gillette Stadium
2014,1,20140830,Miami (OH),27,78,Marshall,42,55,False,Yager Stadium
2014,1,20140830,Nebraska,55,34,Florida Atlantic,7,52,False,Memorial Stadium
2014,1,20140830,Missouri,38,115,South Dakota State,18,188,False,Faurot Field
2014,1,20140830,Notre Dame,48,70,Rice,17,59,False,Notre Dame Stadium
2014,1,20140830,Alabama,33,107,West Virginia,23,50,True,Georgia Dome
2014,1,20140830,Maryland,52,30,James Madison,7,155,False,Maryland Stadium
2014,1,20140830,Northwestern,24,35,California,31,97,False,Ryan Field
2014,1,20140830,Buffalo,38,74,Duquesne,28,194,False,UB Stadium
2014,1,20140830,Old Dominion,41,58,Hampton,28,147,False,Foreman Field
2014,1,20140830,Stanford,45,101,UC Davis,0,142,False,Stanford Stadium
2014,1,20140830,Wyoming,17,94,Montana,12,135,False,War Memorial Stadium
