season,week,date,home_team,home_points,home_code,away_team,away_points,away_code,neutral_site,venue
2018,1,20180825,Massachusetts,63,68,Duquesne,15,194,False,Warren McGuirk Alumni Stadium
2018,1,20180825,Rice,31,59,Prairie View A&M,28,254,False,Rice Stadium
2018,1,20180825,Colorado St.,34,85,Hawaii,43,87,False,Canvas Stadium
2018,1,20180825,New Mexico State,7,69,Wyoming,29,94,False,Aggie Memorial Stadium
2018,1,20180830,Ball St.,42,72,Central Connecticut,6,193,False,Scheumann Stadium
2018,1,20180830,Connecticut,17,3,Central Florida,56,1,False,Rentschler Field
2018,1,20180830,Georgia St.,24,125,Kennesaw State,20,148,False,Georgia State Stadium
2018,1,20180830,Minnesota,48,33,New Mexico State,10,69,False,TCF Bank Stadium
2018,1,20180830,Tulane,17,11,Wake Forest,23,26,False,Benson Field at Yulman Stadium
2018,1,20180830,UAB,52,61,Savannah State,0,383,False,Legion Field
2018,1,20180830,Utah,41,104,Weber State,10,143,False,Rice-Eccles Stadium
2018,1,20180830,Oklahoma St.,58,46,Missouri State,17,184,False,Boone Pickens Stadium
2018,1,20180830,UL Monroe,34,130,Southeastern Louisiana,31,245,False,Malone Stadium
2018,1,20180830,Purdue,27,38,Northwestern,31,35,False,Ross-Ade Stadium
2018,1,20180830,Texas A&M,59,119,Northwestern State,7,243,False,Kyle Field
2018,1,20180830,San Jose St.,38,91,UC Davis,44,142,False,Spartan Stadium
2018,1,20180831,Western Michigan,42,82,Syracuse,55,23,False,Waldo Stadium
2018,1,20180831,Eastern Michigan,51,76,Monmouth,17,149,False,Rynearson Stadium
2018,1,20180831,Michigan St.,38,32,Utah St.,31,93,False,Spartan Stadium
2018,1,20180831,Duke,34,15,Army,14,65,False,Wallace Wade Stadium
2018,1,20180831,Stanford,31,101,San Diego St.,10,90,False,Stanford Stadium
2018,1,20180831,Wisconsin,34,40,Western Kentucky,3,64,False,Camp Randall Stadium
2018,1,20180831,Nevada,72,88,Portland State,19,139,False,Mackay Stadium
2018,1,20180831,Colorado St.,13,85,Colorado,45,98,True,Sports Authority Field at Mile High
2018,1,20180901,NC State,24,20,James Madison,13,155,False,Carter-Finley Stadium
2018,1,20180901,South Carolina,49,117,Coastal Carolina,15,123,False,Williams-Brice Stadium
2018,1,20180901,Temple,17,10,Villanova,19,162,False,Lincoln Financial Field
2018,1,20180901,Rutgers,35,39,Texas St.,7,128,False,High Point Solutions Stadium
2018,1,20180901,Oklahoma,63,45,Florida Atlantic,14,52,False,Gaylord Family Oklahoma Memorial Stadium
2018,1,20180901,TCU,55,47,Southern,7,255,False,Amon G. Carter Stadium
2018,1,20180901,Illinois,31,27,Kent State,24,77,False,Memorial Stadium
2018,1,20180901,Rice,27,59,Houston,45,5,False,Rice Stadium
2018,1,20180901,Texas Tech,27,49,Ole Miss,47,116,True,NRG Stadium
2018,1,20180901,Ohio St.,77,36,Oregon St.,31,100,False,Ohio Stadium
2018,1,20180901,Maryland,34,30,Texas,29,48,True,FedEx Field
2018,1,20180901,Clemson,48,14,Furman,7,230,False,Memorial Stadium
2018,1,20180901,Georgia Tech,41,17,Alcorn State,0,249,False,Bobby Dodd Stadium at Historic Grant Field
2018,1,20180901,Boston College,55,13,Massachusetts,21,68,False,Alumni Stadium
2018,1,20180901,Air Force,38,83,Stony Brook,0,160,False,Falcon Stadium
2018,1,20180901,Ohio,38,80,Howard,32,176,False,Peden Stadium
2018,1,20180901,Auburn,21,109,Washington,16,105,True,Mercedes-Benz Stadium
2018,1,20180901,Kentucky,35,112,Central Michigan,20,75,False,Kroger Field
2018,1,20180901,Tennessee,14,118,West Virginia,40,50,True,Bank of America Stadium
2018,1,20180901,Penn State,45,37,Appalachian St.,38,121,False,Beaver Stadium
2018,1,20180901,Pittsburgh,33,22,Albany,7,152,False,Heinz Field
2018,1,20180901,Georgia,45,111,Austin Peay,0,201,False,Sanford Stadium
2018,1,20180901,Wyoming,19,94,Washington St.,41,106,False,War Memorial Stadium
2018,1,20180901,Iowa,33,29,Northern Illinois,7,79,False,Kinnick Stadium
2018,1,20180901,California,24,97,North Carolina,17,21,False,California Memorial Stadium
2018,1,20180901,USC,43,103,UNLV,21,92,False,Los Angeles Memorial Coliseum
2018,1,20180901,Arkansas,55,108,Eastern Illinois,20,202,False,Donald W. Reynolds Razorback Stadium Frank Broyles Field
2018,1,20180901,Missouri,51,115,Tennessee-Martin,14,209,False,Faurot Field
2018,1,20180901,Georgia Southern,37,124,South Carolina State,6,181,False,Paulson Stadium
2018,1,20180901,South Florida,34,9,Elon,14,154,False,Raymond James Stadium
2018,1,20180901,Buffalo,48,74,Delaware State,10,174,False,UB Stadium
2018,1,20180901,Troy,20,129,Boise St.,56,84,False,Veterans Memorial Stadium
2018,1,20180901,Miami (OH),28,78,Marshall,35,55,False,Yager Stadium
2018,1,20180901,Virginia,42,24,Richmond,13,159,False,Scott Stadium
2018,1,20180901,Liberty,52,67,Old Dominion,10,58,False,Williams Stadium
2018,1,20180901,Charlotte,34,51,Fordham,10,212,False,Jerry Richardson Stadium
2018,1,20180901,Arkansas St.,48,122,Southeast Missouri,21,206,False,Centennial Bank Stadium
2018,1,20180901,Kansas,23,43,Nicholls State,26,242,False,Memorial Stadium
2018,1,20180901,Toledo,66,81,VMI,3,233,False,Glass Bowl
2018,1,20180901,Southern Miss,55,60,Jackson State,7,252,False,M. M. Roberts Stadium
2018,1,20180901,South Alabama,26,127,Louisiana Tech,30,54,False,Ladd Peebles Stadium
2018,1,20180901,Florida Intl,28,53,Indiana,38,28,False,FIU Stadium
2018,1,20180901,UCLA,17,102,Cincinnati,26,2,False,Rose Bowl
2018,1,20180901,Tulsa,38,12,Central Arkansas,27,237,False,Skelly Field at H. A. Chapman Stadium
2018,1,20180901,Kansas St.,27,44,South Dakota,24,187,False,Bill Snyder Family Football Stadium
2018,1,20180901,Memphis,66,6,Mercer,14,231,False,Liberty Bowl Memorial Stadium
2018,1,20180901,Louisiana,49,126,Grambling,17,251,False,Cajun Field
2018,1,20180901,Mississippi St.,63,114,Stephen F. Austin,6,246,False,Davis Wade Stadium
2018,1,20180901,Vanderbilt,35,120,Middle Tennessee,7,56,False,Vanderbilt Stadium
2018,1,20180901,Notre Dame,24,70,Michigan,17,31,False,Notre Dame Stadium
2018,1,20180901,North Texas,46,57,SMU,23,8,False,Apogee Stadium
2018,1,20180901,Florida,53,110,Charleston Southern,6,145,False,Ben Hill Griffin Stadium
2018,1,20180901,UTEP,10,62,Northern Arizona,30,137,False,Sun Bowl Stadium
2018,1,20180901,Alabama,51,107,Louisville,14,18,True,Camping World Stadium
2018,1,20180901,Oregon,58,99,Bowling Green,24,73,False,Autzen Stadium
2018,1,20180901,New Mexico,62,89,Incarnate Word,30,239,False,University Stadium
2018,1,20180901,Baylor,55,41,Abilene Christian,27,236,False,McLane Stadium
2018,1,20180901,Fresno St.,79,86,Idaho,13,133,False,Bulldog Stadium
2018,1,20180901,Arizona St.,49,96,UTSA,7,63,False,Sun Devil Stadium
2018,1,20180901,Arizona,23,95,BYU,28,66,False,Arizona Stadium
2018,1,20180901,Hawaii,59,87,Navy,41,7,False,Aloha Stadium
