season,week,date,home_team,home_points,home_code,away_team,away_points,away_code,neutral_site,venue
2004,1,20040828,Miami (OH),49,78,Indiana State,0,183,False,Yager Stadium
2004,1,20040828,Virginia Tech,13,25,USC,24,103,False,
2004,2,20040902,Eastern Michigan,37,76,Buffalo,34,74,False,Rynearson Stadium
2004,2,20040902,Utah,41,104,Texas A&M,21,119,False,Rice-Eccles Stadium
2004,2,20040902,Ball St.,11,72,Boston College,19,13,False,Scheumann Stadium
2004,2,20040902,Western Michigan,42,82,Tennessee-Martin,0,209,False,Waldo Stadium
2004,2,20040902,TCU,48,47,Northwestern,45,35,False,Amon G. Carter Stadium
2004,2,20040902,Arizona St.,41,96,UTEP,9,62,False,Sun Devil Stadium
2004,2,20040903,New Mexico,17,89,Washington St.,21,106,False,University Stadium
2004,2,20040904,Iowa,39,29,Kent State,7,77,False,Kinnick Stadium
2004,2,20040904,Oklahoma,40,45,Bowling Green,24,73,False,Gaylord Family Oklahoma Memorial Stadium
2004,2,20040904,Air Force,14,83,California,56,97,False,Falcon Stadium
2004,2,20040904,Temple,14,10,Virginia,44,24,False,Franklin Field
2004,2,20040904,Michigan,43,31,Miami (OH),10,78,False,Michigan Stadium
2004,2,20040904,Ohio St.,27,36,Cincinnati,6,2,False,Ohio Stadium
2004,2,20040904,Connecticut,52,3,Murray State,14,205,False,
2004,2,20040904,Wisconsin,34,40,Central Florida,6,1,False,Camp Randall Stadium
2004,2,20040904,Vanderbilt,6,120,South Carolina,31,117,False,Vanderbilt Stadium
2004,2,20040904,Georgia Tech,28,17,Samford,7,232,False,Bobby Dodd Stadium at Historic Grant Field
2004,2,20040904,North Carolina,49,21,William & Mary,38,163,False,Kenan Memorial Stadium
2004,2,20040904,Iowa St.,23,42,Northern Iowa,0,186,False,Jack Trice Stadium
2004,2,20040904,Auburn,31,109,UL Monroe,0,130,False,Jordan-Hare Stadium
2004,2,20040904,Georgia,48,111,Georgia Southern,28,124,False,Sanford Stadium
2004,2,20040904,Wyoming,53,94,Appalachian St.,7,121,False,
2004,2,20040904,Penn State,48,37,Akron,10,71,False,Beaver Stadium
2004,2,20040904,Clemson,37,14,Wake Forest,30,26,False,Memorial Stadium
2004,2,20040904,UCLA,20,102,Oklahoma St.,31,46,False,Rose Bowl
2004,2,20040904,Rutgers,19,39,Michigan St.,14,32,False,High Point Solutions Stadium
2004,2,20040904,Marshall,15,55,Troy,17,129,False,Joan C. Edwards Stadium
2004,2,20040904,NC State,42,20,Richmond,0,159,False,Carter-Finley Stadium
2004,2,20040904,Navy,27,7,Duke,12,15,False,Navy-Marine Corps Memorial Stadium
2004,2,20040904,Mississippi St.,28,114,Tulane,7,11,False,Davis Wade Stadium
2004,2,20040904,Illinois,52,27,Florida A&M,13,175,False,Memorial Stadium
