season,week,date,home_team,home_points,home_code,away_team,away_points,away_code,neutral_site,venue
2016,1,20160826,California,51,97,Hawaii,31,87,True,ANZ Stadium
2016,1,20160901,Louisville,70,18,Charlotte,14,51,False,Papa John's Cardinal Stadium
2016,1,20160901,Central Michigan,49,75,Presbyterian,3,151,False,Kelly/Shorts Stadium
2016,1,20160901,Wake Forest,7,26,Tulane,3,11,False,BB&T Field
2016,1,20160901,Cincinnati,28,2,Tennessee-Martin,7,209,False,Nippert Stadium
2016,1,20160901,Connecticut,24,3,Maine,21,156,False,Rentschler Field
2016,1,20160901,Florida Intl,13,53,Indiana,34,28,False,FIU Stadium
2016,1,20160901,Tennessee,20,118,Appalachian St.,13,121,False,Neyland Stadium
2016,1,20160901,NC State,48,20,William & Mary,14,163,False,Carter-Finley Stadium
2016,1,20160901,Western Kentucky,46,64,Rice,14,59,False,Houchens Industries-L. T. Smith Stadium
2016,1,20160901,Utah St.,45,93,Weber State,6,143,False,Romney Stadium
2016,1,20160901,Vanderbilt,10,120,South Carolina,13,117,False,Vanderbilt Stadium
2016,1,20160901,Utah,24,104,Southern Utah,0,141,False,Rice-Eccles Stadium
2016,1,20160901,Minnesota,30,33,Oregon St.,23,100,False,TCF Bank Stadium
2016,1,20160901,New Mexico,48,89,South Dakota,21,187,False,University Stadium
2016,1,20160901,Idaho,20,133,Montana State,17,136,False,Kibbie Dome
2016,1,20160901,UNLV,63,92,Jackson State,13,252,False,Sam Boyd Stadium
2016,1,20160902,Eastern Michigan,61,76,Mississippi Valley State,14,253,False,Rynearson Stadium
2016,1,20160902,Georgia St.,21,125,Ball St.,31,72,False,Georgia Dome
2016,1,20160902,Michigan St.,28,32,Furman,13,230,False,Spartan Stadium
2016,1,20160902,Buffalo,16,74,Albany,22,152,False,UB Stadium
2016,1,20160902,Syracuse,33,23,Colgate,7,211,False,Carrier Dome
2016,1,20160902,Temple,13,10,Army,28,65,False,Lincoln Financial Field
2016,1,20160902,Baylor,55,41,Northwestern State,7,243,False,McLane Stadium
2016,1,20160902,Colorado,44,98,Colorado St.,7,85,True,Sports Authority Field at Mile High
2016,1,20160902,Arkansas St.,10,122,Toledo,31,81,False,Centennial Bank Stadium
2016,1,20160902,Stanford,26,101,Kansas St.,13,44,False,Stanford Stadium
2016,1,20160902,Nevada,30,88,Cal Poly,27,131,False,Mackay Stadium
2016,1,20160903,Boston College,14,13,Georgia Tech,17,17,True,Aviva Stadium
2016,1,20160903,West Virginia,26,50,Missouri,11,115,False,Mountaineer Field at Milan Puskar Stadium
2016,1,20160903,Houston,33,5,Oklahoma,23,45,True,NRG Stadium
2016,1,20160903,Louisiana,10,126,Boise St.,45,84,False,Cajun Field
2016,1,20160903,Ohio St.,77,36,Bowling Green,10,73,False,Ohio Stadium
2016,1,20160903,Michigan,63,31,Hawaii,3,87,False,Michigan Stadium
2016,1,20160903,Purdue,45,38,Eastern Kentucky,24,203,False,Ross-Ade Stadium
2016,1,20160903,Maryland,52,30,Howard,13,176,False,Maryland Stadium
2016,1,20160903,Navy,52,7,Fordham,16,212,False,Navy-Marine Corps Memorial Stadium
2016,1,20160903,Mississippi St.,20,114,South Alabama,21,127,False,Davis Wade Stadium
2016,1,20160903,Northwestern,21,35,Western Michigan,22,82,False,Ryan Field
2016,1,20160903,Virginia Tech,36,25,Liberty,13,67,False,Lane Stadium
2016,1,20160903,Pittsburgh,28,22,Villanova,7,162,False,Heinz Field
2016,1,20160903,Washington,48,105,Rutgers,13,39,False,Husky Stadium
2016,1,20160903,Air Force,37,83,Abilene Christian,21,236,False,Falcon Stadium
2016,1,20160903,Oklahoma St.,61,46,Southeastern Louisiana,7,245,False,Boone Pickens Stadium
2016,1,20160903,Wisconsin,16,40,LSU,14,113,True,Lambeau Field
2016,1,20160903,Texas A&M,31,119,UCLA,24,102,False,Kyle Field
2016,1,20160903,Iowa,45,29,Miami (OH),21,78,False,Kinnick Stadium
2016,1,20160903,Virginia,20,24,Richmond,37,159,False,Scott Stadium
2016,1,20160903,Penn State,33,37,Kent State,13,77,False,Beaver Stadium
2016,1,20160903,Ohio,54,80,Texas St.,56,128,False,Peden Stadium
2016,1,20160903,Illinois,52,27,Murray State,3,205,False,Memorial Stadium
2016,1,20160903,Arkansas,21,108,Louisiana Tech,20,54,False,Donald W. Reynolds Razorback Stadium Frank Broyles Field
2016,1,20160903,Oregon,53,99,UC Davis,28,142,False,Autzen Stadium
2016,1,20160903,North Carolina,24,21,Georgia,33,111,True,Georgia Dome
2016,1,20160903,East Carolina,52,4,Western Carolina,7,234,False,Dowdy-Ficklen Stadium
2016,1,20160903,Georgia Southern,54,124,Savannah State,0,383,False,Paulson Stadium
2016,1,20160903,Troy,57,129,Austin Peay,17,201,False,Veterans Memorial Stadium
2016,1,20160903,Miami (FL),70,19,Florida A&M,3,175,False,Hard Rock Stadium
2016,1,20160903,Florida Atlantic,38,52,Southern Illinois,30,189,False,FAU Stadium
2016,1,20160903,Duke,49,15,North Carolina Central,6,180,False,Wallace Wade Stadium
2016,1,20160903,Akron,47,71,VMI,24,233,False,Summa Field at InfoCision Stadium
2016,1,20160903,Memphis,35,6,Southeast Missouri,17,206,False,Liberty Bowl Memorial Stadium
2016,1,20160903,UL Monroe,38,130,Southern,21,255,False,Malone Stadium
2016,1,20160903,Kansas,55,43,Rhode Island,6,158,False,Memorial Stadium
2016,1,20160903,UTSA,26,63,Alabama State,13,248,False,Alamodome
2016,1,20160903,Middle Tennessee,55,56,Alabama A&M,0,247,False,"Johnny Red"""" Floyd Stadium"""""
2016,1,20160903,North Texas,21,57,SMU,34,8,False,Apogee Stadium
2016,1,20160903,Tulsa,45,12,San Jose St.,10,91,False,Skelly Field at H. A. Chapman Stadium
2016,1,20160903,South Florida,56,9,Towson,20,161,False,Raymond James Stadium
2016,1,20160903,Central Florida,38,1,South Carolina State,0,181,False,Bright House Networks Stadium
2016,1,20160903,Kentucky,35,112,Southern Miss,44,60,False,Kroger Field
2016,1,20160903,Florida,24,110,Massachusetts,7,68,False,Ben Hill Griffin Stadium
2016,1,20160903,UTEP,38,62,New Mexico State,22,69,False,Sun Bowl Stadium
2016,1,20160903,Iowa St.,20,42,Northern Iowa,25,186,False,Jack Trice Stadium
2016,1,20160903,Nebraska,43,34,Fresno St.,10,86,False,Memorial Stadium
2016,1,20160903,Washington St.,42,106,Eastern Washington,45,132,False,Martin Stadium
2016,1,20160903,TCU,59,47,South Dakota State,41,188,False,Amon G. Carter Stadium
2016,1,20160903,Texas Tech,69,49,Stephen F. Austin,17,246,False,Jones AT&T Stadium
2016,1,20160903,Alabama,52,107,USC,6,103,True,AT&T Stadium
2016,1,20160903,San Diego St.,31,90,New Hampshire,0,157,False,Qualcomm Stadium
2016,1,20160903,Auburn,13,109,Clemson,19,14,False,Jordan-Hare Stadium
2016,1,20160903,Arizona,16,95,BYU,18,66,True,University of Phoenix Stadium
2016,1,20160903,Wyoming,40,94,Northern Illinois,34,79,False,War Memorial Stadium
2016,1,20160903,Arizona St.,44,96,Northern Arizona,13,137,False,Sun Devil Stadium
2016,1,20160904,Old Dominion,54,58,Hampton,21,147,False,Foreman Field
2016,1,20160904,Texas,50,48,Notre Dame,47,70,False,Darrell K Royal-Texas Memorial Stadium
