season,week,date,home_team,home_points,home_code,away_team,away_points,away_code,neutral_site,venue
2002,1,20020822,Virginia,29,24,Colorado St.,35,85,False,Scott Stadium
2002,1,20020823,Wisconsin,23,40,Fresno St.,21,86,False,Camp Randall Stadium
2002,1,20020824,Ohio St.,45,36,Texas Tech,21,49,False,Ohio Stadium
2002,1,20020824,NC State,34,20,New Mexico,14,89,False,Carter-Finley Stadium
2002,1,20020824,Nebraska,48,34,Arizona St.,10,96,False,Memorial Stadium
2002,1,20020824,Iowa St.,31,42,Florida St.,38,16,False,
2002,1,20020825,Virginia Tech,63,25,Arkansas St.,7,122,False,Lane Stadium
2002,2,20020829,Temple,34,10,Richmond,7,159,False,Franklin Field
2002,2,20020829,Toledo,44,81,Cal Poly,16,131,False,Glass Bowl
2002,2,20020829,South Florida,51,9,Florida Atlantic,10,52,False,Raymond James Stadium
2002,2,20020829,Bowling Green,41,73,Tennessee Tech,7,208,False,Doyt Perry Stadium
2002,2,20020829,Kent State,34,77,New Hampshire,7,157,False,Dix Stadium
2002,2,20020829,Central Michigan,34,75,Sam Houston State,10,244,False,Kelly/Shorts Stadium
2002,2,20020829,BYU,42,66,Syracuse,21,23,False,LaVell Edwards Stadium
2002,2,20020829,Western Michigan,48,82,Indiana State,17,183,False,Waldo Stadium
2002,2,20020829,Buffalo,26,74,Lehigh,37,216,False,UB Stadium
2002,2,20020829,Northern Illinois,42,79,Wake Forest,41,26,False,Brigham Field at Huskie Stadium
2002,2,20020829,Fresno St.,16,86,San Diego St.,14,90,False,Bulldog Stadium
2002,2,20020829,Oregon St.,49,100,Eastern Kentucky,10,203,False,Reser Stadium
2002,2,20020830,Tulsa,0,12,Oklahoma,37,45,False,
2002,2,20020831,Michigan,31,31,Washington,29,105,False,Michigan Stadium
2002,2,20020831,Iowa,57,29,Akron,21,71,False,Kinnick Stadium
2002,2,20020831,Air Force,52,83,Northwestern,3,35,False,Falcon Stadium
2002,2,20020831,Boston College,24,13,Connecticut,16,3,False,Alumni Stadium
2002,2,20020831,Penn State,27,37,Central Florida,24,1,False,Beaver Stadium
