season,week,date,home_team,home_points,home_code,away_team,away_points,away_code,neutral_site,venue
2005,1,20050901,Wake Forest,20,26,Vanderbilt,24,120,False,BB&T Field
2005,1,20050901,Houston,24,5,Oregon,38,99,False,
2005,1,20050901,Marshall,36,55,William & Mary,24,163,False,Joan C. Edwards Stadium
2005,1,20050901,Cincinnati,28,2,Eastern Michigan,26,76,False,Nippert Stadium
2005,1,20050901,Toledo,62,81,Western Illinois,14,190,False,Glass Bowl
2005,1,20050901,South Carolina,24,117,Central Florida,15,1,False,Williams-Brice Stadium
2005,1,20050901,Connecticut,38,3,Buffalo,0,74,False,Rentschler Field
2005,1,20050901,UL Monroe,23,130,Northwestern State,27,243,False,Malone Stadium
2005,1,20050901,Arizona St.,63,96,Temple,16,10,False,Sun Devil Stadium
2005,1,20050901,Washington St.,38,106,Idaho,26,133,False,Martin Stadium
2005,1,20050901,Tulsa,10,12,Minnesota,41,33,False,
2005,1,20050902,Central Michigan,13,75,Indiana,20,28,False,Kelly/Shorts Stadium
2005,1,20050902,Utah,27,104,Arizona,24,95,False,Rice-Eccles Stadium
2005,1,20050903,Arkansas St.,17,122,Missouri,44,115,False,
2005,1,20050903,Northwestern,38,35,Ohio,14,80,False,Ryan Field
2005,1,20050903,Iowa,56,29,Ball St.,0,72,False,Kinnick Stadium
2005,1,20050903,Michigan St.,49,32,Kent State,14,77,False,Spartan Stadium
2005,1,20050903,Illinois,33,27,Rutgers,30,39,False,Memorial Stadium
2005,1,20050903,Ohio St.,34,36,Miami (OH),14,78,False,Ohio Stadium
2005,1,20050903,Oklahoma,10,45,TCU,17,47,False,Gaylord Family Oklahoma Memorial Stadium
2005,1,20050903,Wisconsin,56,40,Bowling Green,42,73,False,Camp Randall Stadium
2005,1,20050903,Tennessee,17,118,UAB,10,61,False,Neyland Stadium
2005,1,20050903,East Carolina,24,4,Duke,21,15,False,Dowdy-Ficklen Stadium
2005,1,20050903,Kansas St.,35,44,Florida Intl,21,53,False,Bill Snyder Family Football Stadium
2005,1,20050903,Michigan,33,31,Northern Illinois,17,79,False,Michigan Stadium
2005,1,20050903,BYU,3,66,Boston College,20,13,False,LaVell Edwards Stadium
2005,1,20050903,Penn State,23,37,South Florida,13,9,False,Beaver Stadium
2005,1,20050903,Colorado,31,98,Colorado St.,28,85,False,Folsom Field
2005,1,20050903,Air Force,20,83,Washington,17,105,False,
2005,1,20050903,California,41,97,Sacramento State,3,140,False,California Memorial Stadium
2005,1,20050903,Georgia,48,111,Boise St.,13,84,False,Sanford Stadium
2005,1,20050903,Florida,32,110,Wyoming,14,94,False,Ben Hill Griffin Stadium
2005,1,20050903,San Jose St.,35,91,Eastern Washington,24,132,False,Spartan Stadium
2005,1,20050903,Navy,20,7,Maryland,23,30,False,
2005,1,20050903,Oregon St.,41,100,Portland State,14,139,False,Reser Stadium
2005,1,20050903,Virginia,31,24,Western Michigan,19,82,False,Scott Stadium
2005,1,20050903,Kansas,30,43,Florida Atlantic,19,52,False,Memorial Stadium
2005,1,20050903,Hawaii,17,87,USC,63,103,False,Aloha Stadium
2005,1,20050903,Alabama,26,107,Middle Tennessee,7,56,False,Bryant Denny Stadium
2005,1,20050903,Mississippi St.,38,114,Murray State,6,205,False,Davis Wade Stadium
2005,1,20050903,Texas,60,48,Louisiana,3,126,False,Darrell K Royal-Texas Memorial Stadium
2005,1,20050903,Arkansas,49,108,Missouri State,17,184,False,Donald W. Reynolds Razorback Stadium Frank Broyles Field
2005,1,20050903,Nebraska,25,34,Maine,7,156,False,Memorial Stadium
2005,1,20050903,Oklahoma St.,15,46,Montana State,10,136,False,Boone Pickens Stadium
2005,1,20050903,Iowa St.,32,42,Illinois State,21,182,False,Jack Trice Stadium
2005,1,20050903,Troy,27,129,Cal Poly,10,131,False,Veterans Memorial Stadium
2005,1,20050903,SMU,23,8,Baylor,28,41,False,Gerald J. Ford Stadium
2005,1,20050903,Pittsburgh,21,22,Notre Dame,42,70,False,Heinz Field
2005,1,20050903,Clemson,25,14,Texas A&M,24,119,False,Memorial Stadium
2005,1,20050903,Auburn,14,109,Georgia Tech,23,17,False,Jordan-Hare Stadium
2005,1,20050903,San Diego St.,21,90,UCLA,44,102,False,Qualcomm Stadium
2005,1,20050903,New Mexico State,17,69,UTEP,34,62,False,Aggie Memorial Stadium
2005,1,20050904,Syracuse,7,23,West Virginia,15,50,False,Carrier Dome
2005,1,20050904,Kentucky,24,112,Louisville,31,18,False,Kroger Field
2005,1,20050904,NC State,16,20,Virginia Tech,20,25,False,Carter-Finley Stadium
2005,1,20050905,New Mexico,24,89,UNLV,22,92,False,University Stadium
2005,1,20050905,Memphis,6,6,Ole Miss,10,116,False,Liberty Bowl Memorial Stadium
2005,1,20050905,Florida St.,10,16,Miami (FL),7,19,False,Bobby Bowden Field at Doak Campbell Stadium
2005,2,20050908,Florida Atlantic,3,52,Oklahoma St.,23,46,False,Hard Rock Stadium
2005,2,20050909,Ohio,16,80,Pittsburgh,10,22,False,Peden Stadium
2005,2,20050909,Nevada,21,88,Washington St.,55,106,False,Mackay Stadium
2005,2,20050910,Marshall,19,55,Kansas St.,21,44,False,Joan C. Edwards Stadium
2005,2,20050910,Duke,0,15,Virginia Tech,45,25,False,Wallace Wade Stadium
2005,2,20050910,Michigan,10,31,Notre Dame,17,70,False,Michigan Stadium
2005,2,20050910,Maryland,24,30,Clemson,28,14,False,Maryland Stadium
2005,2,20050910,Wisconsin,65,40,Temple,0,10,False,Camp Randall Stadium
2005,2,20050910,Penn State,42,37,Cincinnati,24,2,False,Beaver Stadium
2005,2,20050910,Auburn,28,109,Mississippi St.,0,114,False,Jordan-Hare Stadium
2005,2,20050910,Boston College,44,13,Army,7,65,False,Alumni Stadium
2005,2,20050910,Oklahoma,31,45,Tulsa,15,12,False,Gaylord Family Oklahoma Memorial Stadium
2005,2,20050910,Connecticut,59,3,Liberty,0,67,False,Rentschler Field
2005,2,20050910,Purdue,49,38,Akron,24,71,False,Ross-Ade Stadium
2005,2,20050910,Minnesota,56,33,Colorado St.,24,85,False,
2005,2,20050910,Miami (OH),37,78,Central Michigan,38,75,False,Yager Stadium
2005,2,20050910,Air Force,41,83,San Diego St.,29,90,False,Falcon Stadium
2005,2,20050910,Illinois,40,27,San Jose St.,19,91,False,Memorial Stadium
2005,2,20050910,Wyoming,38,94,UL Monroe,0,130,False,
2005,2,20050910,BYU,45,66,Eastern Illinois,10,202,False,LaVell Edwards Stadium
2005,2,20050910,Rutgers,38,39,Villanova,6,162,False,High Point Solutions Stadium
2005,2,20050910,Oregon,47,99,Montana,14,135,False,Autzen Stadium
