season,week,date,home_team,home_points,home_code,away_team,away_points,away_code,neutral_site,venue
2007,1,20070830,UL Monroe,17,130,Tulsa,35,12,False,Malone Stadium
2007,1,20070830,Rutgers,38,39,Buffalo,3,74,False,High Point Solutions Stadium
2007,1,20070830,Cincinnati,59,2,Southeast Missouri,3,206,False,Nippert Stadium
2007,1,20070830,Ball St.,13,72,Miami (OH),14,78,False,Scheumann Stadium
2007,1,20070830,Louisville,73,18,Murray State,10,205,False,Papa John's Cardinal Stadium
2007,1,20070830,Mississippi St.,0,114,LSU,45,113,False,Davis Wade Stadium
2007,1,20070830,New Mexico State,35,69,Southeastern Louisiana,14,245,False,Aggie Memorial Stadium
2007,1,20070830,Iowa St.,14,42,Kent State,23,77,False,Jack Trice Stadium
2007,1,20070830,Utah St.,16,93,UNLV,23,92,False,Romney Stadium
2007,1,20070830,Boise St.,56,84,Weber State,7,143,False,Albertsons Stadium
2007,1,20070830,Oregon St.,24,100,Utah,7,104,False,Reser Stadium
2007,1,20070831,Temple,19,10,Navy,30,7,False,Lincoln Financial Field
2007,1,20070831,Syracuse,12,23,Washington,42,105,False,Carrier Dome
2007,1,20070901,Ohio St.,38,36,Youngstown State,6,191,False,Ohio Stadium
2007,1,20070901,Michigan St.,55,32,UAB,18,61,False,Spartan Stadium
2007,1,20070901,Colorado,31,98,Colorado St.,28,85,False,
2007,1,20070901,Miami (FL),31,19,Marshall,3,55,False,
2007,1,20070901,Virginia Tech,17,25,East Carolina,7,4,False,Lane Stadium
2007,1,20070901,Michigan,32,31,Appalachian St.,34,121,False,Michigan Stadium
2007,1,20070901,Northwestern,27,35,Northeastern,0,369,False,Ryan Field
2007,1,20070901,Penn State,59,37,Florida Intl,0,53,False,Beaver Stadium
2007,1,20070901,Florida,49,110,Western Kentucky,3,64,False,Ben Hill Griffin Stadium
2007,1,20070901,Air Force,34,83,South Carolina State,3,181,False,Falcon Stadium
2007,1,20070901,Wyoming,23,94,Virginia,3,24,False,
2007,1,20070901,Duke,14,15,Connecticut,45,3,False,Wallace Wade Stadium
2007,1,20070901,Memphis,21,6,Ole Miss,23,116,False,Liberty Bowl Memorial Stadium
2007,1,20070901,West Virginia,62,50,Western Michigan,24,82,False,Mountaineer Field at Milan Puskar Stadium
2007,1,20070901,Nebraska,52,34,Nevada,10,88,False,Memorial Stadium
2007,1,20070901,Illinois,34,27,Missouri,40,115,False,
2007,1,20070901,Northern Illinois,3,79,Iowa,16,29,False,
2007,1,20070901,Oregon,48,99,Houston,27,5,False,Autzen Stadium
2007,1,20070901,Boston College,38,13,Wake Forest,28,26,False,Alumni Stadium
2007,1,20070901,Notre Dame,3,70,Georgia Tech,33,17,False,Notre Dame Stadium
2007,1,20070901,Wisconsin,42,40,Washington St.,21,106,False,Camp Randall Stadium
2007,1,20070901,Stanford,17,101,UCLA,45,102,False,Stanford Stadium
2007,1,20070901,Florida Atlantic,27,52,Middle Tennessee,14,56,False,
2007,1,20070901,BYU,20,66,Arizona,7,95,False,LaVell Edwards Stadium
2007,1,20070901,Maryland,31,30,Villanova,14,162,False,Maryland Stadium
2007,1,20070901,Kentucky,50,112,Eastern Kentucky,10,203,False,Kroger Field
2007,1,20070901,Pittsburgh,27,22,Eastern Michigan,3,76,False,Heinz Field
2007,1,20070901,TCU,27,47,Baylor,0,41,False,Amon G. Carter Stadium
2007,1,20070901,NC State,23,20,Central Florida,25,1,False,Carter-Finley Stadium
2007,1,20070901,North Carolina,37,21,James Madison,14,155,False,Kenan Memorial Stadium
2007,1,20070901,Georgia,35,111,Oklahoma St.,14,46,False,Sanford Stadium
2007,1,20070901,Toledo,24,81,Purdue,52,38,False,Glass Bowl
2007,1,20070901,Arkansas,46,108,Troy,26,129,False,Donald W. Reynolds Razorback Stadium Frank Broyles Field
2007,1,20070901,Oklahoma,79,45,North Texas,10,57,False,Gaylord Family Oklahoma Memorial Stadium
2007,1,20070901,Akron,22,71,Army,14,65,False,Brown Stadium
2007,1,20070901,Texas,21,48,Arkansas St.,13,122,False,Darrell K Royal-Texas Memorial Stadium
2007,1,20070901,Vanderbilt,41,120,Richmond,17,159,False,Vanderbilt Stadium
2007,1,20070901,Kansas,52,43,Central Michigan,7,75,False,Memorial Stadium
2007,1,20070901,Louisiana Tech,28,54,Central Arkansas,7,237,False,Joe Aillet Stadium
2007,1,20070901,Southern Miss,35,60,Tennessee-Martin,13,209,False,M. M. Roberts Stadium
2007,1,20070901,Ohio,36,80,Gardner-Webb,14,146,False,Peden Stadium
2007,1,20070901,South Florida,28,9,Elon,13,154,False,Raymond James Stadium
2007,1,20070901,South Carolina,28,117,Louisiana,14,126,False,Williams-Brice Stadium
2007,1,20070901,Texas A&M,38,119,Montana State,7,136,False,Kyle Field
2007,1,20070901,Alabama,52,107,Western Carolina,6,234,False,Bryant Denny Stadium
2007,1,20070901,Auburn,23,109,Kansas St.,13,44,False,Jordan-Hare Stadium
2007,1,20070901,Minnesota,31,33,Bowling Green,32,73,False,
2007,1,20070901,California,45,97,Tennessee,31,118,False,California Memorial Stadium
2007,1,20070901,Rice,14,59,Nicholls State,16,242,False,Rice Stadium
2007,1,20070901,Indiana,55,28,Indiana State,7,183,False,Memorial Stadium
2007,1,20070901,Arizona St.,45,96,San Jose St.,3,91,False,Sun Devil Stadium
2007,1,20070901,UTEP,10,62,New Mexico,6,89,False,Sun Bowl Stadium
2007,1,20070901,Fresno St.,24,86,Sacramento State,3,140,False,Bulldog Stadium
2007,1,20070901,USC,38,103,Idaho,10,133,False,Los Angeles Memorial Coliseum
2007,1,20070902,Hawaii,63,87,Northern Colorado,6,138,False,Aloha Stadium
2007,1,20070903,SMU,9,8,Texas Tech,49,49,False,Gerald J. Ford Stadium
2007,1,20070903,Clemson,24,14,Florida St.,18,16,False,Memorial Stadium
2007,2,20070906,Louisville,58,18,Middle Tennessee,42,56,False,Papa John's Cardinal Stadium
2007,2,20070906,Cincinnati,34,2,Oregon St.,3,100,False,Nippert Stadium
2007,2,20070907,Rutgers,41,39,Navy,24,7,False,High Point Solutions Stadium
2007,2,20070908,Marshall,23,55,West Virginia,48,50,False,Joan C. Edwards Stadium
2007,2,20070908,Minnesota,41,33,Miami (OH),35,78,False,
2007,2,20070908,Ohio St.,20,36,Akron,2,71,False,Ohio Stadium
2007,2,20070908,Virginia,24,24,Duke,13,15,False,Scott Stadium
2007,2,20070908,Pittsburgh,34,22,Grambling,10,251,False,Heinz Field
2007,2,20070908,Eastern Michigan,16,76,Ball St.,38,72,False,Rynearson Stadium
2007,2,20070908,Oklahoma,51,45,Miami (FL),13,19,False,Gaylord Family Oklahoma Memorial Stadium
2007,2,20070908,Purdue,52,38,Eastern Illinois,6,202,False,Ross-Ade Stadium
2007,2,20070908,Wake Forest,17,26,Nebraska,20,34,False,BB&T Field
2007,2,20070908,Northwestern,36,35,Nevada,31,88,False,Ryan Field
2007,2,20070908,Michigan St.,28,32,Bowling Green,17,73,False,Spartan Stadium
2007,2,20070908,Vanderbilt,10,120,Alabama,24,107,False,Vanderbilt Stadium
2007,2,20070908,Temple,7,10,Buffalo,42,74,False,Lincoln Financial Field
2007,2,20070908,Clemson,49,14,UL Monroe,26,130,False,Memorial Stadium
2007,2,20070908,Army,14,65,Rhode Island,7,158,False,Blaik Field at Michie Stadium
2007,2,20070908,Georgia Tech,69,17,Samford,14,232,False,Bobby Dodd Stadium at Historic Grant Field
2007,2,20070908,Colorado St.,28,85,California,34,97,False,Sonny Lubick Field at Hughes Stadium
2007,2,20070908,Wyoming,32,94,Utah St.,18,93,False,
2007,2,20070908,Boston College,37,13,NC State,17,20,False,Alumni Stadium
2007,2,20070908,Washington,24,105,Boise St.,10,84,False,Husky Stadium
2007,2,20070908,Michigan,7,31,Oregon,39,99,False,Michigan Stadium
2007,2,20070908,Texas A&M,47,119,Fresno St.,45,86,False,Kyle Field
2007,2,20070908,Western Kentucky,87,64,West Virginia Tech,0,434,False,Houchens Industries-L. T. Smith Stadium
2007,2,20070908,Idaho,20,133,Cal Poly,13,131,False,Kibbie Dome
2007,2,20070908,Florida St.,34,16,UAB,24,61,False,Bobby Bowden Field at Doak Campbell Stadium
2007,2,20070908,Georgia,12,111,South Carolina,16,117,False,Sanford Stadium
2007,2,20070908,Florida,59,110,Troy,31,129,False,Ben Hill Griffin Stadium
2007,2,20070908,East Carolina,34,4,North Carolina,31,21,False,Dowdy-Ficklen Stadium
2007,2,20070908,Utah,12,104,Air Force,20,83,False,Rice-Eccles Stadium
2007,2,20070908,Kentucky,56,112,Kent State,20,77,False,Kroger Field
2007,2,20070908,Ole Miss,25,116,Missouri,38,115,False,Vaught-Hemingway Stadium
2007,2,20070908,Penn State,31,37,Notre Dame,10,70,False,Beaver Stadium
2007,2,20070908,UCLA,27,102,BYU,17,66,False,Rose Bowl
2007,2,20070908,Tennessee,39,118,Southern Miss,19,60,False,Neyland Stadium
2007,2,20070908,Connecticut,38,3,Maine,0,156,False,Rentschler Field
2007,2,20070908,Iowa St.,13,42,Northern Iowa,24,186,False,Jack Trice Stadium
2007,2,20070908,Baylor,42,41,Rice,17,59,False,Floyd Casey Stadium
2007,2,20070908,Washington St.,45,106,San Diego St.,17,90,False,
