season,week,date,home_team,home_points,home_code,away_team,away_points,away_code,neutral_site,venue
2015,1,20150903,Central Florida,14,1,Florida Intl,15,53,False,Bright House Networks Stadium
2015,1,20150903,South Carolina,17,117,North Carolina,13,21,True,Bank of America Stadium
2015,1,20150903,Central Michigan,13,75,Oklahoma St.,24,46,False,Kelly/Shorts Stadium
2015,1,20150903,Wake Forest,41,26,Elon,3,154,False,BB&T Field
2015,1,20150903,Ball St.,48,72,VMI,36,233,False,Scheumann Stadium
2015,1,20150903,Connecticut,20,3,Villanova,15,162,False,Rentschler Field
2015,1,20150903,Georgia Tech,69,17,Alcorn State,6,249,False,Bobby Dodd Stadium at Historic Grant Field
2015,1,20150903,Vanderbilt,12,120,Western Kentucky,14,64,False,Vanderbilt Stadium
2015,1,20150903,Utah,24,104,Michigan,17,31,False,Rice-Eccles Stadium
2015,1,20150903,Utah St.,12,93,Southern Utah,9,141,False,Romney Stadium
2015,1,20150903,Minnesota,17,33,TCU,23,47,False,TCF Bank Stadium
2015,1,20150903,Idaho,28,133,Ohio,45,80,False,Kibbie Dome
2015,1,20150903,Tulane,7,11,Duke,37,15,False,Benson Field at Yulman Stadium
2015,1,20150903,Nevada,31,88,UC Davis,17,142,False,Mackay Stadium
2015,1,20150903,San Jose St.,43,91,New Hampshire,13,157,False,Spartan Stadium
2015,1,20150903,Fresno St.,34,86,Abilene Christian,13,236,False,Bulldog Stadium
2015,1,20150903,Arizona,42,95,UTSA,32,63,False,Arizona Stadium
2015,1,20150904,Hawaii,28,87,Colorado,20,98,False,Aloha Stadium
2015,1,20150904,Georgia St.,20,125,Charlotte,23,51,False,Georgia Dome
2015,1,20150904,SMU,21,8,Baylor,56,41,False,Gerald J. Ford Stadium
2015,1,20150904,Western Michigan,24,82,Michigan St.,37,32,False,Waldo Stadium
2015,1,20150904,Syracuse,47,23,Rhode Island,0,158,False,Carrier Dome
2015,1,20150904,Army,35,65,Fordham,37,212,False,Blaik Field at Michie Stadium
2015,1,20150904,Oregon St.,26,100,Weber State,7,143,False,Reser Stadium
2015,1,20150904,Boise St.,16,84,Washington,13,105,False,Albertsons Stadium
2015,1,20150905,Ole Miss,76,116,Tennessee-Martin,3,209,False,Vaught-Hemingway Stadium
2015,1,20150905,Kansas,38,43,South Dakota State,41,188,False,Memorial Stadium
2015,1,20150905,Maryland,50,30,Richmond,21,159,False,Maryland Stadium
2015,1,20150905,Rutgers,63,39,Norfolk State,13,178,False,High Point Solutions Stadium
2015,1,20150905,Navy,48,7,Colgate,10,211,False,Navy-Marine Corps Memorial Stadium
2015,1,20150905,Northwestern,16,35,Stanford,6,101,False,Ryan Field
2015,1,20150905,Georgia,51,111,UL Monroe,14,130,False,Sanford Stadium
2015,1,20150905,Iowa,31,29,Illinois State,14,182,False,Kinnick Stadium
2015,1,20150905,Clemson,49,14,Wofford,10,235,False,Memorial Stadium
2015,1,20150905,Pittsburgh,45,22,Youngstown State,37,191,False,Heinz Field
2015,1,20150905,Boston College,24,13,Maine,3,156,False,Alumni Stadium
2015,1,20150905,Illinois,52,27,Kent State,3,77,False,Memorial Stadium
2015,1,20150905,Washington St.,17,106,Portland State,24,139,False,Martin Stadium
2015,1,20150905,Arkansas,48,108,UTEP,13,62,False,Donald W. Reynolds Razorback Stadium Frank Broyles Field
2015,1,20150905,Miami (OH),26,78,Presbyterian,7,151,False,Yager Stadium
2015,1,20150905,Texas Tech,59,49,Sam Houston State,45,244,False,Jones AT&T Stadium
2015,1,20150905,UCLA,34,102,Virginia,16,24,False,Rose Bowl
2015,1,20150905,Nebraska,28,34,BYU,33,66,False,Memorial Stadium
2015,1,20150905,Eastern Michigan,34,76,Old Dominion,38,58,False,Rynearson Stadium
2015,1,20150905,Temple,27,10,Penn State,10,37,False,Lincoln Financial Field
2015,1,20150905,Auburn,31,109,Louisville,24,18,True,Georgia Dome
2015,1,20150905,Tulsa,47,12,Florida Atlantic,44,52,False,Skelly Field at H. A. Chapman Stadium
2015,1,20150905,Buffalo,51,74,Albany,14,152,False,UB Stadium
2015,1,20150905,Air Force,63,83,Morgan State,7,177,False,Falcon Stadium
2015,1,20150905,Appalachian St.,49,121,Howard,0,176,False,Kidd Brewer Stadium
2015,1,20150905,Missouri,34,115,Southeast Missouri,3,206,False,Faurot Field
2015,1,20150905,Tennessee,59,118,Bowling Green,30,73,True,Nissan Stadium
2015,1,20150905,Indiana,48,28,Southern Illinois,47,189,False,Memorial Stadium
2015,1,20150905,Colorado St.,65,85,Savannah State,13,383,False,Sonny Lubick Field at Hughes Stadium
2015,1,20150905,Wyoming,13,94,North Dakota,24,164,False,War Memorial Stadium
2015,1,20150905,Rice,56,59,Wagner,16,200,False,Rice Stadium
2015,1,20150905,California,73,97,Grambling,14,251,False,California Memorial Stadium
2015,1,20150905,South Alabama,33,127,Gardner-Webb,23,146,False,Ladd Peebles Stadium
2015,1,20150905,East Carolina,28,4,Towson,20,161,False,Dowdy-Ficklen Stadium
2015,1,20150905,NC State,49,20,Troy,21,129,False,Carter-Finley Stadium
2015,1,20150905,Miami (FL),45,19,Bethune-Cookman,0,173,False,Hard Rock Stadium
2015,1,20150905,Texas A&M,38,119,Arizona St.,17,96,True,NRG Stadium
2015,1,20150905,South Florida,51,9,Florida A&M,3,175,False,Raymond James Stadium
2015,1,20150905,Memphis,63,6,Missouri State,7,184,False,Liberty Bowl Memorial Stadium
2015,1,20150905,Louisiana Tech,62,54,Southern,15,255,False,Joe Aillet Stadium
2015,1,20150905,Middle Tennessee,70,56,Jackson State,14,252,False,"Johnny Red"""" Floyd Stadium"""""
2015,1,20150905,Kentucky,40,112,Louisiana,33,126,False,Kroger Field
2015,1,20150905,Oklahoma,41,45,Akron,3,71,False,Gaylord Family Oklahoma Memorial Stadium
2015,1,20150905,Kansas St.,34,44,South Dakota,0,187,False,Bill Snyder Family Football Stadium
2015,1,20150905,West Virginia,44,50,Georgia Southern,0,124,False,Mountaineer Field at Milan Puskar Stadium
2015,1,20150905,Notre Dame,38,70,Texas,3,48,False,Notre Dame Stadium
2015,1,20150905,Northern Illinois,38,79,UNLV,30,92,False,Brigham Field at Huskie Stadium
2015,1,20150905,Florida,61,110,New Mexico State,13,69,False,Ben Hill Griffin Stadium
2015,1,20150905,Oregon,61,99,Eastern Washington,42,132,False,Autzen Stadium
2015,1,20150905,Houston,52,5,Tennessee Tech,24,208,False,John O'Quinn Field at TDECU Stadium
2015,1,20150905,Alabama,35,107,Wisconsin,17,40,True,AT&T Stadium
2015,1,20150905,Iowa St.,31,42,Northern Iowa,7,186,False,Jack Trice Stadium
2015,1,20150905,San Diego St.,37,90,San Diego,3,224,False,Qualcomm Stadium
2015,1,20150905,New Mexico,66,89,Mississippi Valley State,0,253,False,University Stadium
2015,1,20150905,Cincinnati,52,2,Alabama A&M,10,247,False,Nippert Stadium
2015,1,20150905,Florida St.,59,16,Texas St.,16,128,False,Bobby Bowden Field at Doak Campbell Stadium
2015,1,20150905,Southern Miss,16,60,Mississippi St.,34,114,False,M. M. Roberts Stadium
2015,1,20150905,USC,55,103,Arkansas St.,6,122,False,Los Angeles Memorial Coliseum
2015,1,20150906,Marshall,41,55,Purdue,31,38,False,Joan C. Edwards Stadium
2015,1,20150907,Virginia Tech,24,25,Ohio St.,42,36,False,Lane Stadium
2015,2,20150910,Western Kentucky,41,64,Louisiana Tech,38,54,False,Houchens Industries-L. T. Smith Stadium
2015,2,20150911,Florida Atlantic,20,52,Miami (FL),44,19,False,FAU Stadium
2015,2,20150911,Utah,24,104,Utah St.,14,93,False,Rice-Eccles Stadium
2015,2,20150912,Florida St.,34,16,South Florida,14,9,False,Bobby Bowden Field at Doak Campbell Stadium
2015,2,20150912,Michigan,35,31,Oregon St.,7,100,False,Michigan Stadium
2015,2,20150912,Connecticut,22,3,Army,17,65,False,Rentschler Field
2015,2,20150912,Wisconsin,58,40,Miami (OH),0,78,False,Camp Randall Stadium
2015,2,20150912,Purdue,38,38,Indiana State,14,183,False,Ross-Ade Stadium
2015,2,20150912,Penn State,27,37,Buffalo,14,74,False,Beaver Stadium
2015,2,20150912,Louisville,31,18,Houston,34,5,False,Papa John's Cardinal Stadium
2015,2,20150912,Auburn,27,109,Jacksonville State,20,204,False,Jordan-Hare Stadium
2015,2,20150912,Maryland,27,30,Bowling Green,48,73,False,Maryland Stadium
2015,2,20150912,Illinois,44,27,Western Illinois,0,190,False,Memorial Stadium
2015,2,20150912,UTSA,3,63,Kansas St.,30,44,False,Alamodome
2015,2,20150912,Charlotte,34,51,Presbyterian,10,151,False,Jerry Richardson Stadium
2015,2,20150912,Syracuse,30,23,Wake Forest,17,26,False,Carrier Dome
2015,2,20150912,Clemson,41,14,Appalachian St.,10,121,False,Memorial Stadium
2015,2,20150912,Boston College,76,13,Howard,0,176,False,Alumni Stadium
2015,2,20150912,Colorado,48,98,Massachusetts,14,68,False,Folsom Field
2015,2,20150912,Washington,49,105,Sacramento State,0,140,False,Husky Stadium
2015,2,20150912,Central Michigan,31,75,Monmouth,10,149,False,Kelly/Shorts Stadium
2015,2,20150912,West Virginia,41,50,Liberty,17,67,False,Mountaineer Field at Milan Puskar Stadium
2015,2,20150912,Texas Tech,69,49,UTEP,20,62,False,Jones AT&T Stadium
2015,2,20150912,Georgia Tech,65,17,Tulane,10,11,False,Bobby Dodd Stadium at Historic Grant Field
2015,2,20150912,Northern Illinois,57,79,Murray State,26,205,False,Brigham Field at Huskie Stadium
2015,2,20150912,Colorado St.,20,85,Minnesota,23,33,False,Sonny Lubick Field at Hughes Stadium
2015,2,20150912,Vanderbilt,14,120,Georgia,31,111,False,Vanderbilt Stadium
2015,2,20150912,Virginia,27,24,Notre Dame,34,70,False,Scott Stadium
2015,2,20150912,Rutgers,34,39,Washington St.,37,106,False,High Point Solutions Stadium
2015,2,20150912,Virginia Tech,42,25,Furman,3,230,False,Lane Stadium
2015,2,20150912,Southern Miss,52,60,Austin Peay,6,201,False,M. M. Roberts Stadium
2015,2,20150912,TCU,70,47,Stephen F. Austin,7,246,False,Amon G. Carter Stadium
2015,2,20150912,Ohio St.,38,36,Hawaii,0,87,False,Ohio Stadium
2015,2,20150912,Ole Miss,73,116,Fresno St.,21,86,False,Vaught-Hemingway Stadium
2015,2,20150912,Alabama,37,107,Middle Tennessee,10,56,False,Bryant Denny Stadium
2015,2,20150912,Arkansas,12,108,Toledo,16,81,False,War Memorial Stadium
2015,2,20150912,Northwestern,41,35,Eastern Illinois,0,202,False,Ryan Field
2015,2,20150912,Wyoming,29,94,Eastern Michigan,48,76,False,War Memorial Stadium
2015,2,20150912,Iowa St.,17,42,Iowa,31,29,False,Jack Trice Stadium
2015,2,20150912,California,35,97,San Diego St.,7,90,False,California Memorial Stadium
2015,2,20150912,Georgia Southern,43,124,Western Michigan,17,82,False,Paulson Stadium
2015,2,20150912,Kent State,45,77,Delaware State,13,174,False,Dix Stadium
2015,2,20150912,Akron,7,71,Pittsburgh,24,22,False,Summa Field at InfoCision Stadium
2015,2,20150912,NC State,35,20,Eastern Kentucky,0,203,False,Carter-Finley Stadium
2015,2,20150912,North Carolina,53,21,North Carolina A&T,14,179,False,Kenan Memorial Stadium
2015,2,20150912,Duke,55,15,North Carolina Central,0,180,False,Wallace Wade Stadium
2015,2,20150912,Tennessee,24,118,Oklahoma,31,45,False,Neyland Stadium
2015,2,20150912,Arkansas St.,20,122,Missouri,27,115,False,Centennial Bank Stadium
2015,2,20150912,Texas A&M,56,119,Ball St.,23,72,False,Kyle Field
2015,2,20150912,Louisiana,44,126,Northwestern State,17,243,False,Cajun Field
2015,2,20150912,UL Monroe,47,130,Nicholls State,0,242,False,Malone Stadium
2015,2,20150912,Texas St.,63,128,Prairie View A&M,24,254,False,Jim Wacker Field at Bobcat Stadium
2015,2,20150912,Troy,44,129,Charleston Southern,16,145,False,Veterans Memorial Stadium
2015,2,20150912,SMU,31,8,North Texas,13,57,False,Gerald J. Ford Stadium
2015,2,20150912,Ohio,21,80,Marshall,10,55,False,Peden Stadium
2015,2,20150912,Florida,31,110,East Carolina,24,4,False,Ben Hill Griffin Stadium
2015,2,20150912,Kansas,23,43,Memphis,55,6,False,Memorial Stadium
2015,2,20150912,Nevada,20,88,Arizona,44,95,False,Mackay Stadium
2015,2,20150912,Old Dominion,24,58,Norfolk State,10,178,False,Foreman Field
2015,2,20150912,Baylor,66,41,Lamar,31,240,False,McLane Stadium
2015,2,20150912,South Carolina,22,117,Kentucky,26,112,False,Williams-Brice Stadium
2015,2,20150912,Oklahoma St.,32,46,Central Arkansas,8,237,False,Boone Pickens Stadium
2015,2,20150912,Indiana,36,28,Florida Intl,22,53,False,Memorial Stadium
2015,2,20150912,Cincinnati,26,2,Temple,34,10,False,Nippert Stadium
2015,2,20150912,New Mexico,21,89,Tulsa,40,12,False,University Stadium
2015,2,20150912,New Mexico State,32,69,Georgia St.,34,125,False,Aggie Memorial Stadium
2015,2,20150912,Michigan St.,31,32,Oregon,28,99,False,Spartan Stadium
2015,2,20150912,USC,59,103,Idaho,9,133,False,Los Angeles Memorial Coliseum
2015,2,20150912,Nebraska,48,34,South Alabama,9,127,False,Memorial Stadium
2015,2,20150912,Texas,42,48,Rice,28,59,False,Darrell K Royal-Texas Memorial Stadium
2015,2,20150912,Mississippi St.,19,114,LSU,21,113,False,Davis Wade Stadium
2015,2,20150912,BYU,35,66,Boise St.,24,84,False,LaVell Edwards Stadium
2015,2,20150912,Air Force,37,83,San Jose St.,16,91,False,Falcon Stadium
2015,2,20150912,UNLV,3,92,UCLA,37,102,False,Sam Boyd Stadium
2015,2,20150912,Stanford,31,101,Central Florida,7,1,False,Stanford Stadium
2015,2,20150912,Arizona St.,35,96,Cal Poly,21,131,False,Sun Devil Stadium
