season,week,date,home_team,home_points,home_code,away_team,away_points,away_code,neutral_site,venue
2010,1,20100902,Wake Forest,53,26,Presbyterian,13,151,False,BB&T Field
2010,1,20100902,Ball St.,27,72,Southeast Missouri,10,206,False,Scheumann Stadium
2010,1,20100902,Kent State,41,77,Murray State,10,205,False,Dix Stadium
2010,1,20100902,Central Michigan,33,75,Hampton,0,147,False,Kelly/Shorts Stadium
2010,1,20100902,Buffalo,31,74,Rhode Island,0,158,False,UB Stadium
2010,1,20100902,Miami (FL),45,19,Florida A&M,0,175,False,Hard Rock Stadium
2010,1,20100902,Middle Tennessee,17,56,Minnesota,24,33,False,"Johnny Red"""" Floyd Stadium"""""
2010,1,20100902,South Carolina,41,117,Southern Miss,13,60,False,Williams-Brice Stadium
2010,1,20100902,Rutgers,31,39,Norfolk State,0,178,False,High Point Solutions Stadium
2010,1,20100902,Indiana,51,28,Towson,17,161,False,Memorial Stadium
2010,1,20100902,Ohio St.,45,36,Marshall,7,55,False,Ohio Stadium
2010,1,20100902,UAB,31,61,Florida Atlantic,32,52,False,Legion Field
2010,1,20100902,Iowa St.,27,42,Northern Illinois,10,79,False,Jack Trice Stadium
2010,1,20100902,Tulane,27,11,Southeastern Louisiana,21,245,False,Mercedes-Benz Superdome
2010,1,20100902,Utah,27,104,Pittsburgh,24,22,False,Rice-Eccles Stadium
2010,1,20100902,Idaho,45,133,North Dakota,0,164,False,Kibbie Dome
2010,1,20100902,Nevada,49,88,Eastern Washington,24,132,False,Mackay Stadium
2010,1,20100902,Hawaii,36,87,USC,49,103,False,Aloha Stadium
2010,1,20100903,Temple,31,10,Villanova,24,162,False,Lincoln Financial Field
2010,1,20100903,Toledo,2,81,Arizona,41,95,False,Glass Bowl
2010,1,20100904,Penn State,44,37,Youngstown State,14,191,False,Beaver Stadium
2010,1,20100904,Florida,34,110,Miami (OH),12,78,False,Ben Hill Griffin Stadium
2010,1,20100904,Florida St.,59,16,Samford,6,232,False,Bobby Bowden Field at Doak Campbell Stadium
2010,1,20100904,Michigan St.,38,32,Western Michigan,14,82,False,Spartan Stadium
2010,1,20100904,Iowa,37,29,Eastern Illinois,7,202,False,Kinnick Stadium
2010,1,20100904,Georgia,55,111,Louisiana,7,126,False,Sanford Stadium
2010,1,20100904,Missouri,23,115,Illinois,13,27,True,
2010,1,20100904,Boston College,38,13,Weber State,20,143,False,Alumni Stadium
2010,1,20100904,Georgia Tech,41,17,South Carolina State,10,181,False,Bobby Dodd Stadium at Historic Grant Field
2010,1,20100904,Colorado St.,3,85,Colorado,24,98,True,
2010,1,20100904,Air Force,65,83,Northwestern State,21,243,False,Falcon Stadium
2010,1,20100904,Kansas St.,31,44,UCLA,22,102,False,Bill Snyder Family Football Stadium
