season,week,date,home_team,home_points,home_code,away_team,away_points,away_code,neutral_site,venue
2013,1,20130829,South Carolina,27,117,North Carolina,10,21,False,Williams-Brice Stadium
2013,1,20130829,Kent State,17,77,Liberty,10,67,False,Dix Stadium
2013,1,20130829,Wake Forest,31,26,Presbyterian,7,151,False,BB&T Field
2013,1,20130829,Minnesota,51,33,UNLV,23,92,False,TCF Bank Stadium
2013,1,20130829,Ball St.,51,72,Illinois State,28,182,False,Scheumann Stadium
2013,1,20130829,Central Florida,38,1,Akron,7,71,False,Bright House Networks Stadium
2013,1,20130829,Indiana,73,28,Indiana State,35,183,False,Memorial Stadium
2013,1,20130829,Bowling Green,34,73,Tulsa,7,12,False,Doyt Perry Stadium
2013,1,20130829,Connecticut,18,3,Towson,33,161,False,Rentschler Field
2013,1,20130829,Middle Tennessee,45,56,Western Carolina,24,234,False,"Johnny Red"""" Floyd Stadium"""""
2013,1,20130829,South Alabama,21,127,Southern Utah,22,141,False,Ladd Peebles Stadium
2013,1,20130829,Tulane,34,11,Jackson State,7,252,False,Mercedes-Benz Superdome
2013,1,20130829,Utah,30,104,Utah St.,26,93,False,Rice-Eccles Stadium
2013,1,20130829,Vanderbilt,35,120,Ole Miss,39,116,False,Vanderbilt Stadium
2013,1,20130829,San Jose St.,24,91,Sacramento State,0,140,False,Spartan Stadium
2013,1,20130829,Fresno St.,52,86,Rutgers,51,39,False,Bulldog Stadium
2013,1,20130829,Hawaii,13,87,USC,30,103,False,Aloha Stadium
2013,1,20130830,Georgia St.,21,125,Samford,31,232,False,Georgia Dome
2013,1,20130830,Army,28,65,Morgan State,12,177,False,Blaik Field at Michie Stadium
2013,1,20130830,Michigan St.,26,32,Western Michigan,13,82,False,Spartan Stadium
2013,1,20130830,Miami (FL),34,19,Florida Atlantic,6,52,False,Hard Rock Stadium
2013,1,20130830,SMU,23,8,Texas Tech,41,49,False,Gerald J. Ford Stadium
2013,1,20130830,Houston,62,5,Southern,13,255,False,
2013,1,20130830,Kansas St.,21,44,North Dakota State,24,185,False,Bill Snyder Family Football Stadium
2013,1,20130830,Arizona,35,95,Northern Arizona,0,137,False,Arizona Stadium
2013,1,20130831,Georgia Tech,70,17,Elon,0,154,False,Bobby Dodd Stadium at Historic Grant Field
2013,1,20130831,Ohio St.,40,36,Buffalo,20,74,False,Ohio Stadium
2013,1,20130831,Cincinnati,42,2,Purdue,7,38,False,Nippert Stadium
2013,1,20130831,Boston College,24,13,Villanova,14,162,False,Alumni Stadium
2013,1,20130831,Wisconsin,45,40,Massachusetts,0,68,False,Camp Randall Stadium
2013,1,20130831,Illinois,42,27,Southern Illinois,34,189,False,Memorial Stadium
2013,1,20130831,West Virginia,24,50,William & Mary,17,163,False,Mountaineer Field at Milan Puskar Stadium
2013,1,20130831,Florida,24,110,Toledo,6,81,False,Ben Hill Griffin Stadium
2013,1,20130831,NC State,40,20,Louisiana Tech,14,54,False,Carter-Finley Stadium
2013,1,20130831,Maryland,43,30,Florida Intl,10,53,False,Maryland Stadium
2013,1,20130831,Texas A&M,52,119,Rice,31,59,False,Kyle Field
2013,1,20130831,Air Force,38,83,Colgate,13,211,False,Falcon Stadium
2013,1,20130831,Michigan,59,31,Central Michigan,9,75,False,Michigan Stadium
2013,1,20130831,Oklahoma St.,21,46,Mississippi St.,3,114,True,
2013,1,20130831,Notre Dame,28,70,Temple,6,10,False,Notre Dame Stadium
2013,1,20130831,Iowa,27,29,Northern Illinois,30,79,False,Kinnick Stadium
2013,1,20130831,Virginia,19,24,BYU,16,66,False,Scott Stadium
2013,1,20130831,Penn State,23,37,Syracuse,17,23,True,
2013,1,20130831,Oregon,66,99,Nicholls State,3,242,False,Autzen Stadium
2013,1,20130831,Duke,45,15,North Carolina Central,0,180,False,Wallace Wade Stadium
2013,1,20130831,Arkansas,34,108,Louisiana,14,126,False,Donald W. Reynolds Razorback Stadium Frank Broyles Field
2013,1,20130831,Virginia Tech,10,25,Alabama,35,107,True,Georgia Dome
2013,1,20130831,Oregon St.,46,100,Eastern Washington,49,132,False,Reser Stadium
2013,1,20130831,Tennessee,45,118,Austin Peay,0,201,False,Neyland Stadium
2013,1,20130831,Eastern Michigan,34,76,Howard,24,176,False,Rynearson Stadium
2013,1,20130831,North Texas,40,57,Idaho,6,133,False,Apogee Stadium
2013,1,20130831,East Carolina,52,4,Old Dominion,38,58,False,Dowdy-Ficklen Stadium
2013,1,20130831,Auburn,31,109,Washington St.,24,106,False,Jordan-Hare Stadium
2013,1,20130831,Missouri,58,115,Murray State,14,205,False,Faurot Field
2013,1,20130831,South Florida,21,9,McNeese State,53,241,False,Raymond James Stadium
2013,1,20130831,Oklahoma,34,45,UL Monroe,0,130,False,Gaylord Family Oklahoma Memorial Stadium
2013,1,20130831,Troy,34,129,UAB,31,61,False,Veterans Memorial Stadium
2013,1,20130831,Southern Miss,15,60,Texas St.,22,128,False,M. M. Roberts Stadium
2013,1,20130831,Marshall,52,55,Miami (OH),14,78,False,Joan C. Edwards Stadium
2013,1,20130831,Arkansas St.,62,122,Arkansas-Pine Bluff,11,250,False,Centennial Bank Stadium
2013,1,20130831,Western Kentucky,35,64,Kentucky,26,112,True,Nissan Stadium
2013,1,20130831,Baylor,69,41,Wofford,3,235,False,Floyd Casey Stadium
2013,1,20130831,Texas,56,48,New Mexico State,7,69,False,Darrell K Royal-Texas Memorial Stadium
2013,1,20130831,New Mexico,13,89,UTSA,21,63,False,University Stadium
2013,1,20130831,Iowa St.,20,42,Northern Iowa,28,186,False,Jack Trice Stadium
2013,1,20130831,San Diego St.,19,90,Eastern Illinois,40,202,False,Qualcomm Stadium
2013,1,20130831,Nebraska,37,34,Wyoming,34,94,False,Memorial Stadium
2013,1,20130831,Clemson,38,14,Georgia,35,111,False,Memorial Stadium
2013,1,20130831,TCU,27,47,LSU,37,113,True,
2013,1,20130831,UCLA,58,102,Nevada,20,88,False,Rose Bowl
2013,1,20130831,Washington,38,105,Boise St.,6,84,False,Husky Stadium
2013,1,20130831,California,30,97,Northwestern,44,35,False,California Memorial Stadium
2013,1,20130901,Louisville,49,18,Ohio,7,80,False,Papa John's Cardinal Stadium
2013,1,20130901,Colorado St.,27,85,Colorado,41,98,True,
2013,1,20130902,Pittsburgh,13,22,Florida St.,41,16,False,Heinz Field
2013,2,20130905,East Carolina,31,4,Florida Atlantic,13,52,False,Dowdy-Ficklen Stadium
2013,2,20130905,Arizona St.,55,96,Sacramento State,0,140,False,Sun Devil Stadium
2013,2,20130906,Boston College,24,13,Wake Forest,10,26,False,Alumni Stadium
2013,2,20130906,Florida Intl,0,53,Central Florida,38,1,False,FIU Stadium
2013,2,20130907,Penn State,45,37,Eastern Michigan,7,76,False,Beaver Stadium
2013,2,20130907,Wisconsin,48,40,Tennessee Tech,0,208,False,Camp Randall Stadium
2013,2,20130907,Iowa,28,29,Missouri State,14,184,False,Kinnick Stadium
2013,2,20130907,Illinois,45,27,Cincinnati,17,2,False,Memorial Stadium
2013,2,20130907,TCU,38,47,Southeastern Louisiana,17,245,False,Amon G. Carter Stadium
2013,2,20130907,Rutgers,38,39,Norfolk State,0,178,False,High Point Solutions Stadium
2013,2,20130907,Kentucky,41,112,Miami (OH),7,78,False,Kroger Field
2013,2,20130907,Michigan St.,21,32,South Florida,6,9,False,Spartan Stadium
2013,2,20130907,Temple,13,10,Houston,22,5,False,Lincoln Financial Field
2013,2,20130907,Louisville,44,18,Eastern Kentucky,7,203,False,Papa John's Cardinal Stadium
2013,2,20130907,Miami (FL),21,19,Florida,16,110,False,Hard Rock Stadium
2013,2,20130907,UTSA,35,63,Oklahoma St.,56,46,False,Alamodome
2013,2,20130907,Purdue,20,38,Indiana State,14,183,False,Ross-Ade Stadium
2013,2,20130907,Kent State,22,77,Bowling Green,41,73,False,Dix Stadium
2013,2,20130907,Tennessee,52,118,Western Kentucky,20,64,False,Neyland Stadium
2013,2,20130907,North Carolina,40,21,Middle Tennessee,20,56,False,Kenan Memorial Stadium
2013,2,20130907,Clemson,52,14,South Carolina State,13,181,False,Memorial Stadium
2013,2,20130907,Ball St.,40,72,Army,14,65,False,Scheumann Stadium
2013,2,20130907,Virginia Tech,45,25,Western Carolina,3,234,False,Lane Stadium
2013,2,20130907,Massachusetts,14,68,Maine,24,156,False,Gillette Stadium
2013,2,20130907,Georgia St.,14,125,Chattanooga,42,227,False,Georgia Dome
2013,2,20130907,Utah,70,104,Weber State,7,143,False,Rice-Eccles Stadium
2013,2,20130907,Central Michigan,24,75,New Hampshire,21,157,False,Kelly/Shorts Stadium
2013,2,20130907,Boise St.,63,84,Tennessee-Martin,14,209,False,Albertsons Stadium
2013,2,20130907,Virginia,10,24,Oregon,59,99,False,Scott Stadium
2013,2,20130907,Mississippi St.,51,114,Alcorn State,7,249,False,Davis Wade Stadium
2013,2,20130907,Air Force,20,83,Utah St.,52,93,False,Falcon Stadium
2013,2,20130907,Missouri,38,115,Toledo,23,81,False,Faurot Field
2013,2,20130907,Tulane,39,11,South Alabama,41,127,False,Mercedes-Benz Superdome
2013,2,20130907,Baylor,70,41,Buffalo,13,74,False,Floyd Casey Stadium
2013,2,20130907,Ohio St.,42,36,San Diego St.,7,90,False,Ohio Stadium
2013,2,20130907,Maryland,47,30,Old Dominion,10,58,False,Maryland Stadium
2013,2,20130907,Wyoming,42,94,Idaho,10,133,False,War Memorial Stadium
2013,2,20130907,Memphis,14,6,Duke,28,15,False,Liberty Bowl Memorial Stadium
2013,2,20130907,Georgia,41,111,South Carolina,30,117,False,Sanford Stadium
2013,2,20130907,California,37,97,Portland State,30,139,False,California Memorial Stadium
2013,2,20130907,Akron,35,71,James Madison,33,155,False,Summa Field at InfoCision Stadium
2013,2,20130907,Nebraska,56,34,Southern Miss,13,60,False,Memorial Stadium
2013,2,20130907,Northwestern,48,35,Syracuse,27,23,False,Ryan Field
2013,2,20130907,NC State,23,20,Richmond,21,159,False,Carter-Finley Stadium
2013,2,20130907,Indiana,35,28,Navy,41,7,False,Memorial Stadium
2013,2,20130907,Kansas St.,48,44,Louisiana,27,126,False,Bill Snyder Family Football Stadium
2013,2,20130907,Marshall,55,55,Gardner-Webb,0,146,False,Joan C. Edwards Stadium
2013,2,20130907,Ole Miss,31,116,Southeast Missouri,13,206,False,Vaught-Hemingway Stadium
2013,2,20130907,Texas A&M,65,119,Sam Houston State,28,244,False,Kyle Field
2013,2,20130907,BYU,40,66,Texas,21,48,False,LaVell Edwards Stadium
2013,2,20130907,Oklahoma,16,45,West Virginia,7,50,False,Gaylord Family Oklahoma Memorial Stadium
2013,2,20130907,Louisiana Tech,27,54,Lamar,14,240,False,Joe Aillet Stadium
2013,2,20130907,Kansas,31,43,South Dakota,14,187,False,Memorial Stadium
2013,2,20130907,Texas Tech,61,49,Stephen F. Austin,13,246,False,Jones AT&T Stadium
2013,2,20130907,Troy,66,129,Savannah State,3,383,False,Veterans Memorial Stadium
2013,2,20130907,Texas St.,28,128,Prairie View A&M,3,254,False,Jim Wacker Field at Bobcat Stadium
2013,2,20130907,Ohio,27,80,North Texas,21,57,False,Peden Stadium
2013,2,20130907,Tulsa,30,12,Colorado St.,27,85,False,Skelly Field at H. A. Chapman Stadium
2013,2,20130907,Arkansas,31,108,Samford,21,232,False,
2013,2,20130907,Western Michigan,23,82,Nicholls State,27,242,False,Waldo Stadium
2013,2,20130907,UL Monroe,48,130,Grambling,10,251,False,Malone Stadium
2013,2,20130907,Auburn,38,109,Arkansas St.,9,122,False,Jordan-Hare Stadium
2013,2,20130907,Vanderbilt,38,120,Austin Peay,3,201,False,Vanderbilt Stadium
2013,2,20130907,LSU,56,113,UAB,17,61,False,Tiger Stadium
2013,2,20130907,UTEP,35,62,New Mexico,42,89,False,Sun Bowl Stadium
2013,2,20130907,SMU,31,8,Montana State,30,136,False,Gerald J. Ford Stadium
2013,2,20130907,Colorado,38,98,Central Arkansas,24,237,False,Folsom Field
2013,2,20130907,Oregon St.,33,100,Hawaii,14,87,False,Reser Stadium
2013,2,20130907,New Mexico State,21,69,Minnesota,44,33,False,Aggie Memorial Stadium
2013,2,20130907,Michigan,41,31,Notre Dame,30,70,False,Michigan Stadium
2013,2,20130907,Nevada,36,88,UC Davis,7,142,False,Mackay Stadium
2013,2,20130907,Fresno St.,41,86,Cal Poly,25,131,False,Bulldog Stadium
2013,2,20130907,UNLV,13,92,Arizona,58,95,False,Sam Boyd Stadium
2013,2,20130907,USC,7,103,Washington St.,10,106,False,Los Angeles Memorial Coliseum
2013,2,20130907,Stanford,34,101,San Jose St.,13,91,False,Stanford Stadium
2013,3,20130912,Texas Tech,20,49,TCU,10,47,False,Jones AT&T Stadium
2013,3,20130912,Arkansas St.,41,122,Troy,34,129,False,Centennial Bank Stadium
2013,3,20130912,Louisiana Tech,15,54,Tulane,24,11,False,Joe Aillet Stadium
2013,3,20130913,Boise St.,42,84,Air Force,20,83,False,Albertsons Stadium
2013,3,20130914,West Virginia,41,50,Georgia St.,7,125,False,Mountaineer Field at Milan Puskar Stadium
2013,3,20130914,Indiana,42,28,Bowling Green,10,73,False,Memorial Stadium
2013,3,20130914,Minnesota,29,33,Western Illinois,12,190,False,TCF Bank Stadium
2013,3,20130914,Army,20,65,Stanford,34,101,False,Blaik Field at Michie Stadium
2013,3,20130914,Kentucky,13,112,Louisville,27,18,False,Kroger Field
2013,3,20130914,Michigan,28,31,Akron,24,71,False,Michigan Stadium
2013,3,20130914,Oklahoma,51,45,Tulsa,20,12,False,Gaylord Family Oklahoma Memorial Stadium
2013,3,20130914,Nebraska,21,34,UCLA,41,102,False,Memorial Stadium
2013,3,20130914,East Carolina,10,4,Virginia Tech,15,25,False,Dowdy-Ficklen Stadium
2013,3,20130914,Arkansas,24,108,Southern Miss,3,60,False,Donald W. Reynolds Razorback Stadium Frank Broyles Field
2013,3,20130914,Pittsburgh,49,22,New Mexico,27,89,False,Heinz Field
2013,3,20130914,Wake Forest,19,26,UL Monroe,21,130,False,BB&T Field
2013,3,20130914,Rutgers,28,39,Eastern Michigan,10,76,False,High Point Solutions Stadium
2013,3,20130914,Temple,29,10,Fordham,30,212,False,Lincoln Financial Field
2013,3,20130914,Michigan St.,55,32,Youngstown State,17,191,False,Spartan Stadium
2013,3,20130914,USC,35,103,Boston College,7,13,False,Los Angeles Memorial Coliseum
