season,week,date,home_team,home_points,home_code,away_team,away_points,away_code,neutral_site,venue
2012,1,20120830,Akron,14,71,Central Florida,56,1,False,Summa Field at InfoCision Stadium
2012,1,20120830,Vanderbilt,13,120,South Carolina,17,117,False,Vanderbilt Stadium
2012,1,20120830,Ball St.,37,72,Eastern Michigan,26,76,False,Scheumann Stadium
2012,1,20120830,Central Michigan,38,75,Southeast Missouri,27,206,False,Kelly/Shorts Stadium
2012,1,20120830,Kent State,41,77,Towson,21,161,False,Dix Stadium
2012,1,20120830,Utah,41,104,Northern Colorado,0,138,False,Rice-Eccles Stadium
2012,1,20120830,Rice,24,59,UCLA,49,102,False,Rice Stadium
2012,1,20120830,Connecticut,37,3,Massachusetts,0,68,False,Rentschler Field
2012,1,20120830,Middle Tennessee,21,56,McNeese State,27,241,False,"Johnny Red"""" Floyd Stadium"""""
2012,1,20120830,Utah St.,34,93,Southern Utah,3,141,False,Romney Stadium
2012,1,20120830,New Mexico State,49,69,Sacramento State,19,140,False,Aggie Memorial Stadium
2012,1,20120830,Idaho,3,133,Eastern Washington,20,132,False,Kibbie Dome
2012,1,20120830,BYU,30,66,Washington St.,6,106,False,LaVell Edwards Stadium
2012,1,20120830,Arizona St.,63,96,Northern Arizona,6,137,False,Sun Devil Stadium
2012,1,20120830,UNLV,27,92,Minnesota,30,33,False,Sam Boyd Stadium
2012,1,20120831,Temple,41,10,Villanova,10,162,False,Lincoln Financial Field
2012,1,20120831,Tennessee,35,118,NC State,21,20,True,Georgia Dome
2012,1,20120831,Michigan St.,17,32,Boise St.,13,84,False,Spartan Stadium
2012,1,20120831,Florida Atlantic,7,52,Wagner,3,200,False,FAU Stadium
2012,1,20120831,Stanford,20,101,San Jose St.,17,91,False,Stanford Stadium
2012,1,20120901,Navy,10,7,Notre Dame,50,70,True,
2012,1,20120901,UAB,29,61,Troy,39,129,False,Legion Field
2012,1,20120901,Georgia,45,111,Buffalo,23,74,False,Sanford Stadium
2012,1,20120901,West Virginia,69,50,Marshall,34,55,False,Mountaineer Field at Milan Puskar Stadium
2012,1,20120901,Ohio St.,56,36,Miami (OH),10,78,False,Ohio Stadium
2012,1,20120901,Illinois,24,27,Western Michigan,7,82,False,Memorial Stadium
2012,1,20120901,Syracuse,41,23,Northwestern,42,35,False,Carrier Dome
2012,1,20120901,East Carolina,35,4,Appalachian St.,13,121,False,Dowdy-Ficklen Stadium
2012,1,20120901,Penn State,14,37,Ohio,24,80,False,Beaver Stadium
2012,1,20120901,North Carolina,62,21,Elon,0,154,False,Kenan Memorial Stadium
2012,1,20120901,South Alabama,31,127,UTSA,33,63,False,Ladd Peebles Stadium
