School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Houston,5,2013-08-30,1,,Southern,255,W,62,13,49,26,38,68.4,255,4,0,50,372,7.4,4,1,0,0,0,8,27,36,75.0,268,2,30,104,3.5,0,3,1,4,2
Kansas St.,44,2013-08-30,1,,North Dakota State,185,L,21,24,-3,21,29,72.4,280,2,2,23,41,1.8,1,10,3,0,2,3,21,30,70.0,165,2,43,215,5.0,1,0,1,1,3
Miami (FL),19,2013-08-30,1,,Florida Atlantic,52,W,34,6,28,18,31,58.1,200,1,1,38,303,8.0,3,7,5,0,1,4,16,32,50.0,117,0,43,133,3.1,0,1,0,1,0
Michigan St.,32,2013-08-30,1,,Western Michigan,82,W,26,13,13,17,37,45.9,116,0,0,42,181,4.3,1,9,5,1,1,3,18,48,37.5,193,2,27,11,0.4,0,1,3,4,2
SMU,8,2013-08-30,1,,Texas Tech,49,L,23,41,-18,41,62,66.1,388,0,0,31,102,3.3,2,11,4,0,0,2,43,60,71.7,413,4,27,48,1.8,1,0,0,0,5
Texas Tech,49,2013-08-30,1,@,SMU,8,W,41,23,18,43,60,71.7,413,4,0,27,48,1.8,1,9,4,0,0,5,41,62,66.1,388,0,31,102,3.3,2,0,0,0,2
Western Michigan,82,2013-08-30,1,@,Michigan St.,32,L,13,26,-13,18,48,37.5,193,2,3,27,11,0.4,0,4,1,1,4,2,17,37,45.9,116,0,42,181,4.3,1,1,0,1,3
Air Force,83,2013-08-31,1,,Colgate,211,W,38,13,25,7,11,63.6,72,0,0,64,409,6.4,5,2,0,0,0,5,14,27,51.9,143,1,41,157,3.8,1,0,0,0,2
Alabama,107,2013-08-31,1,N,Virginia Tech,25,W,35,10,25,10,24,41.7,110,1,1,38,96,2.5,1,4,1,0,1,5,5,26,19.2,59,0,33,153,4.6,1,0,1,1,1
Arkansas,108,2013-08-31,1,,Louisiana,126,W,34,14,20,15,23,65.2,230,3,0,51,292,5.7,1,5,4,1,1,4,17,31,54.8,189,1,32,85,2.7,1,1,1,2,2
Arkansas St.,122,2013-08-31,1,,Arkansas-Pine Bluff,250,W,62,11,51,10,13,76.9,163,1,0,57,509,8.9,8,15,6,2,2,9,13,27,48.1,161,0,31,12,0.4,0,0,0,0,1
Auburn,109,2013-08-31,1,,Washington St.,106,W,31,24,7,10,20,50.0,99,0,0,45,297,6.6,2,6,2,1,1,3,35,65,53.8,344,1,23,120,5.2,2,0,3,3,3
Baylor,41,2013-08-31,1,,Wofford,235,W,69,3,66,23,28,82.1,411,3,0,44,281,6.4,5,15,3,2,2,9,8,17,47.1,60,0,60,173,2.9,0,2,1,3,0
Boise St.,84,2013-08-31,1,@,Washington,105,L,6,38,-32,29,46,63.0,175,0,1,42,171,4.1,0,6,1,0,1,0,23,31,74.2,324,2,54,268,5.0,3,0,1,1,5
Boston College,13,2013-08-31,1,,Villanova,162,W,24,14,10,23,30,76.7,285,2,0,40,128,3.2,1,11,4,1,1,3,16,26,61.5,158,1,36,197,5.5,1,1,3,4,2
BYU,66,2013-08-31,1,@,Virginia,24,L,16,19,-3,13,40,32.5,175,1,1,53,187,3.5,1,7,0,0,1,2,18,32,56.3,114,1,42,109,2.6,1,1,1,2,2
Buffalo,74,2013-08-31,1,@,Ohio St.,36,L,20,40,-20,19,32,59.4,185,2,1,35,73,2.1,0,9,4,0,1,3,16,23,69.6,199,3,45,261,5.8,2,1,1,2,5
California,97,2013-08-31,1,,Northwestern,35,L,30,44,-14,40,65,61.5,460,3,3,34,89,2.6,0,6,1,0,3,3,19,30,63.3,299,1,40,209,5.2,2,1,2,3,5
Central Michigan,75,2013-08-31,1,@,Michigan,31,L,9,59,-50,13,28,46.4,144,0,1,29,66,2.3,0,6,1,1,2,0,14,21,66.7,221,1,47,242,5.1,6,0,3,3,8
Cincinnati,2,2013-08-31,1,,Purdue,38,W,42,7,35,17,25,68.0,204,1,2,47,221,4.7,4,5,1,1,3,6,18,35,51.4,161,0,22,65,3.0,1,2,2,4,1
Clemson,14,2013-08-31,1,,Georgia,111,W,38,35,3,18,30,60.0,270,3,0,46,197,4.3,2,5,4,1,1,5,20,29,69.0,323,0,41,222,5.4,5,1,1,2,5
Duke,15,2013-08-31,1,,North Carolina Central,180,W,45,0,45,21,28,75.0,231,2,1,49,257,5.2,3,6,2,0,1,6,14,32,43.8,103,0,29,81,2.8,0,1,1,2,0
East Carolina,4,2013-08-31,1,,Old Dominion,58,W,52,38,14,46,54,85.2,447,5,0,22,34,1.5,1,3,2,0,0,7,39,52,75.0,370,3,23,90,3.9,2,1,0,1,5
Eastern Michigan,76,2013-08-31,1,,Howard,176,W,34,24,10,19,26,73.1,210,2,1,42,170,4.0,3,6,3,0,1,5,19,32,59.4,182,1,35,202,5.8,2,0,2,2,3
Florida,110,2013-08-31,1,,Toledo,81,W,24,6,18,17,22,77.3,153,1,0,48,262,5.5,2,5,2,1,1,3,17,38,44.7,155,0,16,50,3.1,0,0,1,1,0
Florida Intl,53,2013-08-31,1,@,Maryland,30,L,10,43,-33,10,22,45.5,80,0,1,40,91,2.3,1,8,2,1,2,1,25,29,86.2,325,3,42,251,6.0,2,2,0,2,5
Georgia,111,2013-08-31,1,@,Clemson,14,L,35,38,-3,20,29,69.0,323,0,1,41,222,5.4,5,6,1,1,2,5,18,30,60.0,270,3,46,197,4.3,2,1,0,1,5
Georgia Tech,17,2013-08-31,1,,Elon,154,W,70,0,70,7,11,63.6,189,2,0,50,368,7.4,6,6,1,0,0,10,20,35,57.1,164,0,34,89,2.6,0,1,3,4,0
Idaho,133,2013-08-31,1,@,North Texas,57,L,6,40,-34,19,28,67.9,230,1,0,36,139,3.9,0,9,1,3,3,1,28,34,82.4,404,2,45,187,4.2,4,1,1,2,6
Illinois,27,2013-08-31,1,,Southern Illinois,189,W,42,34,8,29,37,78.4,415,2,1,30,49,1.6,2,4,0,1,2,5,26,41,63.4,341,3,26,66,2.5,1,1,0,1,4
Iowa,29,2013-08-31,1,,Northern Illinois,79,L,27,30,-3,21,37,56.8,256,1,2,43,202,4.7,1,6,0,1,3,3,25,41,61.0,275,3,42,163,3.9,0,1,0,1,3
Iowa St.,42,2013-08-31,1,,Northern Iowa,186,L,20,28,-8,22,32,68.8,242,2,0,44,168,3.8,0,2,1,0,0,2,22,29,75.9,229,2,33,228,6.9,2,2,0,2,4
Kentucky,112,2013-08-31,1,N,Western Kentucky,64,L,26,35,-9,18,28,64.3,203,1,0,32,216,6.8,2,3,1,1,1,3,27,34,79.4,271,1,41,216,5.3,4,2,0,2,5
Louisiana,126,2013-08-31,1,@,Arkansas,108,L,14,34,-20,17,31,54.8,189,1,1,32,85,2.7,1,2,1,1,2,2,15,23,65.2,230,3,51,292,5.7,1,1,0,1,4
Louisiana Tech,54,2013-08-31,1,@,NC State,20,L,14,40,-26,15,27,55.6,178,0,0,33,143,4.3,2,9,1,4,4,2,18,31,58.1,305,0,56,237,4.2,4,0,1,1,4
UL Monroe,130,2013-08-31,1,@,Oklahoma,45,L,0,34,-34,20,39,51.3,128,0,1,22,38,1.7,0,3,2,0,1,0,14,33,42.4,124,3,50,305,6.1,1,0,1,1,4
LSU,113,2013-08-31,1,N,TCU,47,W,37,27,10,16,32,50.0,251,1,0,48,197,4.1,3,4,1,1,1,4,15,28,53.6,145,0,26,114,4.4,2,1,1,2,3
Marshall,55,2013-08-31,1,,Miami (OH),78,W,52,14,38,24,37,64.9,287,5,1,57,304,5.3,1,7,1,0,1,7,10,23,43.5,165,1,34,74,2.2,1,0,1,1,2
Maryland,30,2013-08-31,1,,Florida Intl,53,W,43,10,33,25,29,86.2,325,3,0,42,251,6.0,2,9,5,2,2,5,10,22,45.5,80,0,40,91,2.3,1,1,1,2,1
Massachusetts,68,2013-08-31,1,@,Wisconsin,40,L,0,45,-45,14,30,46.7,112,0,1,29,100,3.4,0,2,0,1,2,0,10,18,55.6,205,2,44,393,8.9,4,0,1,1,6
Miami (OH),78,2013-08-31,1,@,Marshall,55,L,14,52,-38,10,23,43.5,165,1,1,34,74,2.2,1,7,1,0,1,2,24,37,64.9,287,5,57,304,5.3,1,0,1,1,7
Michigan,31,2013-08-31,1,,Central Michigan,75,W,59,9,50,14,21,66.7,221,1,3,47,242,5.1,6,9,4,0,3,8,13,28,46.4,144,0,29,66,2.3,0,1,1,2,0
Mississippi St.,114,2013-08-31,1,N,Oklahoma St.,46,L,3,21,-18,17,33,51.5,222,0,2,37,111,3.0,0,8,0,0,2,0,21,33,63.6,146,0,40,286,7.2,3,0,0,0,3
Missouri,115,2013-08-31,1,,Murray State,205,W,58,14,44,28,42,66.7,336,3,0,45,358,8.0,5,10,3,1,1,8,23,39,59.0,174,2,36,123,3.4,0,0,3,3,2
Nebraska,34,2013-08-31,1,,Wyoming,94,W,37,34,3,17,22,77.3,155,3,1,63,375,6.0,2,1,0,1,2,5,29,44,65.9,383,4,30,219,7.3,1,0,2,2,5
Nevada,88,2013-08-31,1,@,UCLA,102,L,20,58,-38,21,35,60.0,182,0,0,51,171,3.4,2,4,1,0,0,2,24,35,68.6,302,2,47,345,7.3,5,1,0,1,7
New Mexico,89,2013-08-31,1,,UTSA,63,L,13,21,-8,6,17,35.3,84,1,0,42,193,4.6,0,6,3,0,0,2,21,34,61.8,237,2,33,157,4.8,1,1,0,1,3
New Mexico State,69,2013-08-31,1,@,Texas,48,L,7,56,-49,32,46,69.6,242,1,1,38,104,2.7,0,2,0,2,3,1,22,30,73.3,356,4,42,359,8.5,4,1,2,3,8
NC State,20,2013-08-31,1,,Louisiana Tech,54,W,40,14,26,18,31,58.1,305,0,1,56,237,4.2,4,11,2,0,1,4,15,27,55.6,178,0,33,143,4.3,2,4,0,4,2
North Texas,57,2013-08-31,1,,Idaho,133,W,40,6,34,28,34,82.4,404,2,1,45,187,4.2,4,8,5,1,2,6,19,28,67.9,230,1,36,139,3.9,0,3,0,3,1
Northern Illinois,79,2013-08-31,1,@,Iowa,29,W,30,27,3,25,41,61.0,275,3,0,42,163,3.9,0,0,0,1,1,3,21,37,56.8,256,1,43,202,4.7,1,1,2,3,3
Northwestern,35,2013-08-31,1,@,California,97,W,44,30,14,19,30,63.3,299,1,2,40,209,5.2,2,9,4,1,3,5,40,65,61.5,460,3,34,89,2.6,0,0,3,3,3
Notre Dame,70,2013-08-31,1,,Temple,10,W,28,6,22,17,27,63.0,355,3,0,35,188,5.4,1,2,1,0,0,4,23,47,48.9,228,0,29,134,4.6,1,1,0,1,1
Ohio St.,36,2013-08-31,1,,Buffalo,74,W,40,20,20,16,23,69.6,199,3,1,45,261,5.8,2,5,1,1,2,5,19,32,59.4,185,2,35,73,2.1,0,0,1,1,3
Oklahoma,45,2013-08-31,1,,UL Monroe,130,W,34,0,34,14,33,42.4,124,3,1,50,305,6.1,1,4,1,0,1,4,20,39,51.3,128,0,22,38,1.7,0,0,1,1,0
Oklahoma St.,46,2013-08-31,1,N,Mississippi St.,114,W,21,3,18,21,33,63.6,146,0,0,40,286,7.2,3,10,3,0,0,3,17,33,51.5,222,0,37,111,3.0,0,0,2,2,0
Oregon,99,2013-08-31,1,,Nicholls State,242,W,66,3,63,15,26,57.7,272,2,0,45,500,11.1,7,8,6,0,0,9,25,50,50.0,256,0,37,87,2.4,0,2,0,2,0
Oregon St.,100,2013-08-31,1,,Eastern Washington,132,L,46,49,-3,37,44,84.1,422,3,0,24,105,4.4,3,5,3,0,0,6,26,34,76.5,448,4,37,177,4.8,2,0,0,0,6
Penn State,37,2013-08-31,1,N,Syracuse,23,W,23,17,6,23,32,71.9,296,2,2,38,57,1.5,0,8,2,2,4,2,16,37,43.2,189,0,37,71,1.9,2,1,2,3,2
Purdue,38,2013-08-31,1,@,Cincinnati,2,L,7,42,-35,18,35,51.4,161,0,2,22,65,3.0,1,4,1,2,4,1,17,25,68.0,204,1,47,221,4.7,4,1,2,3,6
Rice,59,2013-08-31,1,@,Texas A&M,119,L,31,52,-21,21,37,56.8,203,2,2,51,306,6.0,2,3,2,0,2,4,20,27,74.1,284,4,39,202,5.2,3,1,0,1,7
San Diego St.,90,2013-08-31,1,,Eastern Illinois,202,L,19,40,-21,27,64,42.2,318,0,4,35,122,3.5,1,3,0,1,5,1,31,46,67.4,361,3,36,172,4.8,2,2,0,2,6
South Florida,9,2013-08-31,1,,McNeese State,241,L,21,53,-32,19,40,47.5,209,2,2,21,133,6.3,1,6,0,1,3,3,16,25,64.0,244,2,42,180,4.3,3,0,1,1,6
Southern Miss,60,2013-08-31,1,,Texas St.,128,L,15,22,-7,28,53,52.8,377,1,2,24,23,1.0,0,11,1,4,6,1,14,22,63.6,134,1,40,81,2.0,1,1,0,1,3
Syracuse,23,2013-08-31,1,N,Penn State,37,L,17,23,-6,16,37,43.2,189,0,2,37,71,1.9,2,7,2,1,3,2,23,32,71.9,296,2,38,57,1.5,0,2,2,4,2
Temple,10,2013-08-31,1,@,Notre Dame,70,L,6,28,-22,23,47,48.9,228,0,0,29,134,4.6,1,5,1,1,1,1,17,27,63.0,355,3,35,188,5.4,1,0,0,0,4
Tennessee,118,2013-08-31,1,,Austin Peay,201,W,45,0,45,15,21,71.4,132,3,0,52,315,6.1,3,7,2,1,1,6,13,26,50.0,132,0,27,79,2.9,0,0,2,2,0
Texas,48,2013-08-31,1,,New Mexico State,69,W,56,7,49,22,30,73.3,356,4,2,42,359,8.5,4,6,2,1,3,8,32,46,69.6,242,1,38,104,2.7,0,2,1,3,1
Texas A&M,119,2013-08-31,1,,Rice,59,W,52,31,21,20,27,74.1,284,4,0,39,202,5.2,3,9,2,1,1,7,21,37,56.8,203,2,51,306,6.0,2,0,2,2,4
TCU,47,2013-08-31,1,N,LSU,113,L,27,37,-10,15,28,53.6,145,0,1,26,114,4.4,2,6,2,1,2,3,16,32,50.0,251,1,48,197,4.1,3,1,0,1,4
Texas St.,128,2013-08-31,1,@,Southern Miss,60,W,22,15,7,14,22,63.6,134,1,0,40,81,2.0,1,8,3,1,1,3,28,53,52.8,377,1,24,23,1.0,0,4,2,6,1
Toledo,81,2013-08-31,1,@,Florida,110,L,6,24,-18,17,38,44.7,155,0,1,16,50,3.1,0,6,2,0,1,0,17,22,77.3,153,1,48,262,5.5,2,1,0,1,3
Troy,129,2013-08-31,1,,UAB,61,W,34,31,3,30,33,90.9,319,1,0,39,178,4.6,3,6,1,2,2,4,21,35,60.0,339,3,31,114,3.7,0,0,0,0,4
UAB,61,2013-08-31,1,@,Troy,129,L,31,34,-3,21,35,60.0,339,3,0,31,114,3.7,0,7,1,0,0,4,30,33,90.9,319,1,39,178,4.6,3,2,0,2,4
UCLA,102,2013-08-31,1,,Nevada,88,W,58,20,38,24,35,68.6,302,2,0,47,345,7.3,5,11,2,1,1,7,21,35,60.0,182,0,51,171,3.4,2,0,0,0,2
UTSA,63,2013-08-31,1,@,New Mexico,89,W,21,13,8,21,34,61.8,237,2,0,33,157,4.8,1,4,2,1,1,3,6,17,35.3,84,1,42,193,4.6,0,0,0,0,2
Virginia,24,2013-08-31,1,,BYU,66,W,19,16,3,18,32,56.3,114,1,1,42,109,2.6,1,6,3,1,2,2,13,40,32.5,175,1,53,187,3.5,1,0,1,1,2
Virginia Tech,25,2013-08-31,1,N,Alabama,107,L,10,35,-25,5,26,19.2,59,0,1,33,153,4.6,1,12,4,0,1,1,10,24,41.7,110,1,38,96,2.5,1,0,1,1,5
Washington,105,2013-08-31,1,,Boise St.,84,W,38,6,32,23,31,74.2,324,2,1,54,268,5.0,3,2,0,0,1,5,29,46,63.0,175,0,42,171,4.1,0,0,1,1,0
Washington St.,106,2013-08-31,1,@,Auburn,109,L,24,31,-7,35,65,53.8,344,1,3,23,120,5.2,2,5,1,0,3,3,10,20,50.0,99,0,45,297,6.6,2,1,0,1,3
West Virginia,50,2013-08-31,1,,William & Mary,163,W,24,17,7,19,27,70.4,237,1,0,44,172,3.9,2,3,1,1,1,3,18,27,66.7,207,1,31,102,3.3,1,0,1,1,2
Western Kentucky,64,2013-08-31,1,N,Kentucky,112,W,35,26,9,27,34,79.4,271,1,0,41,216,5.3,4,10,3,2,2,5,18,28,64.3,203,1,32,216,6.8,2,1,0,1,3
Wisconsin,40,2013-08-31,1,,Massachusetts,68,W,45,0,45,10,18,55.6,205,2,1,44,393,8.9,4,0,0,0,1,6,14,30,46.7,112,0,29,100,3.4,0,1,1,2,0
Wyoming,94,2013-08-31,1,@,Nebraska,34,L,34,37,-3,29,44,65.9,383,4,2,30,219,7.3,1,8,0,0,2,5,17,22,77.3,155,3,63,375,6.0,2,1,1,2,5
Colorado,98,2013-09-01,1,N,Colorado St.,85,W,41,27,14,33,46,71.7,400,3,0,37,109,2.9,0,5,2,0,0,4,22,39,56.4,201,0,28,94,3.4,2,2,0,2,3
Colorado St.,85,2013-09-01,1,N,Colorado,98,L,27,41,-14,22,39,56.4,201,0,0,28,94,3.4,2,6,1,2,2,3,33,46,71.7,400,3,37,109,2.9,0,0,0,0,4
Louisville,18,2013-09-01,1,,Ohio,80,W,49,7,42,25,31,80.6,416,6,1,40,199,5.0,1,6,1,0,1,7,15,31,48.4,192,0,28,81,2.9,1,0,1,1,1
Ohio,80,2013-09-01,1,@,Louisville,18,L,7,49,-42,15,31,48.4,192,0,1,28,81,2.9,1,6,1,0,1,1,25,31,80.6,416,6,40,199,5.0,1,0,1,1,7
Florida St.,16,2013-09-02,1,@,Pittsburgh,22,W,41,13,28,27,29,93.1,377,4,0,34,156,4.6,1,6,3,0,0,5,15,28,53.6,201,1,27,96,3.6,0,0,2,2,1
Pittsburgh,22,2013-09-02,1,,Florida St.,16,L,13,41,-28,15,28,53.6,201,1,2,27,96,3.6,0,6,2,0,2,1,27,29,93.1,377,4,34,156,4.6,1,0,0,0,5
Arizona St.,96,2013-09-05,1,,Sacramento State,140,W,55,0,55,27,36,75.0,365,5,0,44,158,3.6,2,4,1,0,0,7,12,23,52.2,116,0,31,51,1.6,0,2,2,4,0
East Carolina,4,2013-09-05,2,,Florida Atlantic,52,W,31,13,18,20,30,66.7,202,2,0,34,110,3.2,2,10,6,2,2,4,23,40,57.5,178,1,34,104,3.1,0,1,2,3,1
Florida Atlantic,52,2013-09-05,2,@,East Carolina,4,L,13,31,-18,23,40,57.5,178,1,2,34,104,3.1,0,4,3,1,3,1,20,30,66.7,202,2,34,110,3.2,2,2,0,2,4
Boston College,13,2013-09-06,2,,Wake Forest,26,W,24,10,14,7,14,50.0,123,2,1,46,191,4.2,1,8,2,0,1,3,18,30,60.0,191,1,39,55,1.4,0,2,1,3,1
Florida Intl,53,2013-09-06,2,,Central Florida,1,L,0,38,-38,19,28,67.9,142,0,0,29,31,1.1,0,6,1,1,1,0,14,21,66.7,225,1,38,165,4.3,4,0,0,0,5
Central Florida,1,2013-09-06,2,@,Florida Intl,53,W,38,0,38,14,21,66.7,225,1,0,38,165,4.3,4,7,2,0,0,5,19,28,67.9,142,0,29,31,1.1,0,1,0,1,0
Wake Forest,26,2013-09-06,2,@,Boston College,13,L,10,24,-14,18,30,60.0,191,1,1,39,55,1.4,0,5,3,2,3,1,7,14,50.0,123,2,46,191,4.2,1,0,1,1,3
Air Force,83,2013-09-07,2,,Utah St.,93,L,20,52,-32,6,18,33.3,108,1,0,49,162,3.3,1,3,1,1,1,2,32,40,80.0,360,5,46,217,4.7,2,1,1,2,7
Akron,71,2013-09-07,1,,James Madison,155,W,35,33,2,20,32,62.5,287,4,1,25,69,2.8,1,14,4,0,1,5,29,43,67.4,310,3,51,188,3.7,1,1,1,2,4
Arizona,95,2013-09-07,2,@,UNLV,92,W,58,13,45,8,21,38.1,81,0,0,69,397,5.8,5,5,1,1,1,7,9,28,32.1,125,1,35,157,4.5,1,1,2,3,2
Arkansas,108,2013-09-07,1,,Samford,232,W,31,21,10,9,17,52.9,125,2,0,53,333,6.3,2,6,2,2,2,4,20,29,69.0,119,2,24,112,4.7,1,0,0,0,3
Arkansas St.,122,2013-09-07,2,@,Auburn,109,L,9,38,-29,30,42,71.4,284,0,0,38,138,3.6,0,5,0,1,1,0,11,19,57.9,167,2,50,301,6.0,3,1,0,1,5
Army,65,2013-09-07,2,@,Ball St.,72,L,14,40,-26,7,20,35.0,76,0,1,64,363,5.7,2,4,0,2,3,2,23,37,62.2,325,2,34,115,3.4,2,1,0,1,4
Auburn,109,2013-09-07,2,,Arkansas St.,122,W,38,9,29,11,19,57.9,167,2,0,50,301,6.0,3,13,2,1,1,5,30,42,71.4,284,0,38,138,3.6,0,1,0,1,0
Ball St.,72,2013-09-07,2,,Army,65,W,40,14,26,23,37,62.2,325,2,0,34,115,3.4,2,6,2,1,1,4,7,20,35.0,76,0,64,363,5.7,2,2,1,3,2
Baylor,41,2013-09-07,2,,Buffalo,74,W,70,13,57,19,25,76.0,452,3,0,55,329,6.0,6,11,2,0,0,10,15,26,57.7,280,1,49,83,1.7,1,1,1,2,2
Boise St.,84,2013-09-07,1,,Tennessee-Martin,209,W,63,14,49,20,32,62.5,252,5,0,49,220,4.5,3,6,1,1,1,9,21,35,60.0,210,1,48,147,3.1,1,2,4,6,2
