School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Oklahoma,45,2004-09-18,3,,Oregon,99,W,31,7,24,17,23,73.9,213,1,0,46,214,4.7,3,1,1,4,25,37,67.6,181,1,34,140,4.1,0,1,0,1,1
Oklahoma St.,46,2004-09-18,3,,SMU,8,W,59,7,52,10,15,66.7,166,3,0,54,299,5.5,5,0,0,8,19,33,57.6,147,0,37,163,4.4,1,3,2,5,1
Ole Miss,116,2004-09-18,3,,Vanderbilt,120,W,26,23,3,23,36,63.9,195,0,0,39,170,4.4,2,1,1,2,9,17,52.9,131,1,47,183,3.9,2,1,1,2,3
Oregon,99,2004-09-18,2,@,Oklahoma,45,L,7,31,-24,25,37,67.6,181,1,0,34,140,4.1,0,1,1,1,17,23,73.9,213,1,46,214,4.7,3,1,0,1,4
Oregon St.,100,2004-09-18,3,,New Mexico,89,W,17,7,10,24,50,48.0,274,2,0,41,124,3.0,0,2,2,2,7,31,22.6,39,0,27,75,2.8,0,1,2,3,1
Penn State,37,2004-09-18,3,,Central Florida,1,W,37,13,24,22,34,64.7,277,1,2,41,247,6.0,4,4,6,5,13,33,39.4,121,0,31,60,1.9,0,1,1,2,1
Pittsburgh,22,2004-09-18,2,,Nebraska,34,L,17,24,-7,22,45,48.9,228,1,3,25,30,1.2,0,1,4,2,11,23,47.8,142,1,43,123,2.9,2,0,1,1,3
Rice,59,2004-09-18,2,,Hawaii,87,W,41,29,12,5,12,41.7,118,2,0,64,405,6.3,4,2,2,6,34,51,66.7,363,3,13,7,0.5,1,0,0,0,4
Rutgers,39,2004-09-18,3,,Kent State,77,W,29,21,8,19,30,63.3,238,2,2,36,88,2.4,0,1,3,3,29,47,61.7,311,1,38,30,0.8,2,3,1,4,3
San Diego St.,90,2004-09-18,2,@,Michigan,31,L,21,24,-3,27,43,62.8,289,2,1,23,22,1.0,1,2,3,3,14,28,50.0,179,2,48,148,3.1,0,1,3,4,3
San Jose St.,91,2004-09-18,2,,Morgan State,177,W,47,28,19,11,17,64.7,204,2,0,34,213,6.3,4,3,3,6,5,20,25.0,30,1,54,261,4.8,3,0,2,2,4
SMU,8,2004-09-18,3,@,Oklahoma St.,46,L,7,59,-52,19,33,57.6,147,0,2,37,163,4.4,1,3,5,1,10,15,66.7,166,3,54,299,5.5,5,0,0,0,8
South Carolina,117,2004-09-18,3,,South Florida,9,W,34,3,31,16,26,61.5,356,3,0,45,174,3.9,1,1,1,4,14,33,42.4,111,0,22,80,3.6,0,1,1,2,0
South Florida,9,2004-09-18,2,@,South Carolina,117,L,3,34,-31,14,33,42.4,111,0,1,22,80,3.6,0,1,2,0,16,26,61.5,356,3,45,174,3.9,1,1,0,1,4
Syracuse,23,2004-09-18,3,,Cincinnati,2,W,19,7,12,11,18,61.1,161,1,2,44,192,4.4,1,1,3,2,14,26,53.8,155,1,36,138,3.8,0,2,4,6,1
Temple,10,2004-09-18,3,,Florida A&M,175,W,38,7,31,16,26,61.5,222,1,0,53,255,4.8,4,1,1,5,26,51,51.0,229,0,23,118,5.1,1,1,0,1,1
Tennessee,118,2004-09-18,2,,Florida,110,W,30,28,2,19,30,63.3,232,3,1,44,171,3.9,1,2,3,4,22,31,71.0,286,3,35,135,3.9,1,0,1,1,4
Texas A&M,119,2004-09-18,3,,Clemson,14,W,27,6,21,14,26,53.8,178,0,0,53,324,6.1,3,0,0,3,20,36,55.6,192,1,27,58,2.1,0,1,3,4,1
TCU,47,2004-09-18,3,@,Texas Tech,49,L,35,70,-35,16,39,41.0,165,2,0,39,151,3.9,3,2,2,5,31,52,59.6,471,5,32,115,3.6,4,1,2,3,10
Texas Tech,49,2004-09-18,3,,TCU,47,W,70,35,35,31,52,59.6,471,5,2,32,115,3.6,4,1,3,10,16,39,41.0,165,2,39,151,3.9,3,2,0,2,5
Toledo,81,2004-09-18,3,@,Eastern Michigan,76,W,42,32,10,22,27,81.5,338,3,0,47,204,4.3,3,1,1,6,25,50,50.0,314,3,46,224,4.9,1,0,2,2,4
Troy,129,2004-09-18,3,@,New Mexico State,69,L,18,22,-4,13,23,56.5,183,1,0,35,164,4.7,1,1,1,2,23,35,65.7,253,2,37,106,2.9,0,0,1,1,2
Tulsa,12,2004-09-18,3,,Navy,7,L,0,29,-29,20,40,50.0,220,0,2,34,100,2.9,0,0,2,0,6,8,75.0,117,0,68,330,4.9,4,1,0,1,4
UAB,61,2004-09-18,2,@,Florida St.,16,L,7,34,-27,10,22,45.5,168,1,1,28,-24,-0.9,0,0,1,1,24,38,63.2,238,0,47,251,5.3,4,0,1,1,4
Central Florida,1,2004-09-18,3,@,Penn State,37,L,13,37,-24,13,33,39.4,121,0,1,31,60,1.9,0,1,2,1,22,34,64.7,277,1,41,247,6.0,4,4,2,6,5
UCLA,102,2004-09-18,3,@,Washington,105,W,37,31,6,12,17,70.6,122,0,1,54,424,7.9,5,2,3,5,13,29,44.8,200,2,45,219,4.9,2,0,0,0,4
UNLV,92,2004-09-18,3,,Air Force,83,L,10,27,-17,12,27,44.4,160,1,2,24,98,4.1,0,1,3,1,12,14,85.7,139,2,71,278,3.9,1,0,0,0,3
USC,103,2004-09-18,3,@,BYU,66,W,42,10,32,22,34,64.7,236,2,1,51,278,5.5,4,0,1,6,18,33,54.5,194,1,25,13,0.5,0,1,3,4,1
Utah,104,2004-09-18,3,@,Utah St.,93,W,48,6,42,15,21,71.4,220,2,1,42,221,5.3,4,0,1,7,25,38,65.8,247,1,35,48,1.4,0,1,2,3,1
Utah St.,93,2004-09-18,3,,Utah,104,L,6,48,-42,25,38,65.8,247,1,2,35,48,1.4,0,1,3,1,15,21,71.4,220,2,42,221,5.3,4,0,1,1,7
UTEP,62,2004-09-18,3,,Boise St.,84,L,31,47,-16,16,33,48.5,235,2,2,28,56,2.0,1,0,2,4,26,37,70.3,392,2,49,175,3.6,4,2,2,4,6
Vanderbilt,120,2004-09-18,2,@,Ole Miss,116,L,23,26,-3,9,17,52.9,131,1,1,47,183,3.9,2,1,2,3,23,36,63.9,195,0,39,170,4.4,2,1,0,1,2
Virginia,24,2004-09-18,3,,Akron,71,W,51,0,51,21,33,63.6,196,2,1,42,326,7.8,5,0,1,7,12,27,44.4,78,0,31,6,0.2,0,0,2,2,0
Virginia Tech,25,2004-09-18,3,,Duke,15,W,41,17,24,13,25,52.0,172,2,2,45,250,5.6,3,0,2,5,6,20,30.0,89,1,42,108,2.6,1,0,2,2,2
Wake Forest,26,2004-09-18,3,,North Carolina A&T,179,W,42,3,39,8,14,57.1,69,0,0,51,336,6.6,5,1,1,6,12,26,46.2,104,0,36,117,3.3,0,1,2,3,0
Washington,105,2004-09-18,2,,UCLA,102,L,31,37,-6,13,29,44.8,200,2,0,45,219,4.9,2,0,0,4,12,17,70.6,122,0,54,424,7.9,5,2,1,3,5
Washington St.,106,2004-09-18,3,,Idaho,133,W,49,8,41,13,21,61.9,223,4,0,46,286,6.2,3,1,1,7,18,24,75.0,145,1,39,131,3.4,0,3,1,4,1
West Virginia,50,2004-09-18,3,,Maryland,30,W,19,16,3,10,22,45.5,132,1,0,61,220,3.6,1,1,1,2,9,20,45.0,108,1,41,187,4.6,0,2,3,5,1
Western Michigan,82,2004-09-18,3,@,Illinois,27,L,27,30,-3,27,41,65.9,273,2,1,35,133,3.8,1,1,2,3,10,19,52.6,177,1,45,176,3.9,2,1,2,3,4
Wisconsin,40,2004-09-18,3,@,Arizona,95,W,9,7,2,12,24,50.0,116,0,0,46,146,3.2,1,2,2,1,9,15,60.0,103,1,33,96,2.9,0,0,0,0,1
Akron,71,2004-09-23,4,@,Kent State,77,W,24,19,5,17,29,58.6,178,2,1,31,100,3.2,1,0,1,3,24,41,58.5,192,1,43,198,4.6,1,1,0,1,3
Houston,5,2004-09-23,4,,Miami (FL),19,L,13,38,-25,11,28,39.3,153,0,0,44,132,3.0,1,1,1,1,13,23,56.5,99,0,40,172,4.3,3,1,0,1,5
Kent State,77,2004-09-23,4,,Akron,71,L,19,24,-5,24,41,58.5,192,1,0,43,198,4.6,1,1,1,3,17,29,58.6,178,2,31,100,3.2,1,0,1,1,3
Miami (FL),19,2004-09-23,3,@,Houston,5,W,38,13,25,13,23,56.5,99,0,0,40,172,4.3,3,1,1,5,11,28,39.3,153,0,44,132,3.0,1,1,0,1,1
Boise St.,84,2004-09-24,4,,BYU,66,W,28,27,1,21,29,72.4,310,2,1,45,89,2.0,1,1,2,3,20,35,57.1,390,2,35,25,0.7,1,0,0,0,3
Bowling Green,73,2004-09-24,3,@,Northern Illinois,79,L,17,34,-17,29,42,69.0,275,0,0,29,142,4.9,2,0,0,2,16,23,69.6,191,0,54,292,5.4,4,0,0,0,4
BYU,66,2004-09-24,4,@,Boise St.,84,L,27,28,-1,20,35,57.1,390,2,0,35,25,0.7,1,0,0,3,21,29,72.4,310,2,45,89,2.0,1,1,1,2,3
Northern Illinois,79,2004-09-24,4,,Bowling Green,73,W,34,17,17,16,23,69.6,191,0,0,54,292,5.4,4,0,0,4,29,42,69.0,275,0,29,142,4.9,2,0,0,0,2
Air Force,83,2004-09-25,4,@,Utah,104,L,35,49,-14,11,16,68.8,169,1,1,66,302,4.6,4,2,3,5,14,24,58.3,260,2,45,245,5.4,5,2,0,2,7
Alabama,107,2004-09-25,4,@,Arkansas,108,L,10,27,-17,6,18,33.3,57,0,1,46,271,5.9,1,1,2,1,7,12,58.3,122,1,49,211,4.3,3,0,1,1,4
Arizona,95,2004-09-25,4,,Washington St.,106,L,19,20,-1,15,31,48.4,183,2,0,41,80,2.0,0,2,2,2,18,37,48.6,282,2,35,28,0.8,1,4,0,4,3
Arizona St.,96,2004-09-25,4,,Oregon St.,100,W,27,14,13,16,40,40.0,124,1,0,35,125,3.6,2,0,0,3,29,53,54.7,384,1,22,-19,-0.9,1,3,2,5,2
Arkansas,108,2004-09-25,4,,Alabama,107,W,27,10,17,7,12,58.3,122,1,1,49,211,4.3,3,0,1,4,6,18,33.3,57,0,46,271,5.9,1,1,1,2,1
Arkansas St.,122,2004-09-25,4,@,UL Monroe,130,W,28,21,7,11,23,47.8,128,2,1,37,213,5.8,1,1,2,4,11,23,47.8,174,1,55,260,4.7,2,3,1,4,3
Army,65,2004-09-25,3,@,Connecticut,3,L,3,40,-37,11,27,40.7,114,0,1,36,136,3.8,0,1,2,0,27,37,73.0,304,4,39,199,5.1,1,0,1,1,5
Auburn,109,2004-09-25,4,,Citadel,228,W,33,3,30,22,32,68.8,359,1,0,50,234,4.7,3,2,2,4,6,15,40.0,71,0,32,98,3.1,0,0,1,1,0
Ball St.,72,2004-09-25,4,,Western Michigan,82,W,41,14,27,19,36,52.8,318,3,0,37,158,4.3,2,0,0,5,24,35,68.6,209,2,34,89,2.6,0,1,0,1,2
Baylor,41,2004-09-25,3,,North Texas,57,W,37,14,23,20,33,60.6,213,2,1,39,158,4.1,1,0,1,4,6,19,31.6,126,1,35,98,2.8,1,0,1,1,2
Boston College,13,2004-09-25,4,@,Wake Forest,26,L,14,17,-3,21,38,55.3,269,1,1,37,182,4.9,1,0,1,2,14,23,60.9,210,2,49,159,3.2,0,0,1,1,2
Buffalo,74,2004-09-25,4,@,Ohio,80,L,0,34,-34,15,25,60.0,94,0,4,43,138,3.2,0,1,5,0,11,20,55.0,192,2,36,173,4.8,1,2,0,2,5
Cincinnati,2,2004-09-25,4,@,East Carolina,4,W,24,19,5,14,25,56.0,155,2,1,57,217,3.8,1,1,2,3,10,25,40.0,192,2,31,11,0.4,0,2,0,2,2
Clemson,14,2004-09-25,4,@,Florida St.,16,L,22,41,-19,10,26,38.5,88,1,3,26,85,3.3,0,2,5,3,20,34,58.8,184,1,51,186,3.6,3,0,0,0,5
Colorado St.,85,2004-09-25,4,,Montana State,136,W,39,14,25,23,37,62.2,318,2,1,43,113,2.6,2,0,1,4,20,36,55.6,196,2,22,112,5.1,0,0,1,1,2
Connecticut,3,2004-09-25,4,,Army,65,W,40,3,37,27,37,73.0,304,4,1,39,199,5.1,1,0,1,5,11,27,40.7,114,0,36,136,3.8,0,1,1,2,0
Duke,15,2004-09-25,4,,Maryland,30,L,21,55,-34,8,19,42.1,102,1,1,27,83,3.1,0,3,4,3,25,40,62.5,408,4,60,277,4.6,3,0,3,3,7
East Carolina,4,2004-09-25,3,,Cincinnati,2,L,19,24,-5,10,25,40.0,192,2,0,31,11,0.4,0,2,2,2,14,25,56.0,155,2,57,217,3.8,1,1,1,2,3
Eastern Michigan,76,2004-09-25,4,,Eastern Illinois,202,L,28,31,-3,17,28,60.7,279,2,1,49,182,3.7,1,0,1,3,14,23,60.9,235,3,42,196,4.7,1,0,1,1,4
Florida,110,2004-09-25,3,,Kentucky,112,W,20,3,17,25,43,58.1,261,1,3,40,262,6.6,1,0,3,2,17,35,48.6,134,0,27,73,2.7,0,1,1,2,0
Florida A&M,175,2004-09-25,4,N,Tennessee State,207,W,21,15,6,30,47,63.8,340,3,1,33,63,1.9,0,1,2,3,14,31,45.2,163,1,36,161,4.5,1,0,3,3,2
Florida St.,16,2004-09-25,3,,Clemson,14,W,41,22,19,20,34,58.8,184,1,0,51,186,3.6,3,0,0,5,10,26,38.5,88,1,26,85,3.3,0,2,3,5,3
Idaho,133,2004-09-25,4,@,Oregon,99,L,10,48,-38,23,39,59.0,212,1,2,27,60,2.2,0,0,2,1,16,27,59.3,228,3,48,227,4.7,3,2,0,2,7
Illinois,27,2004-09-25,4,,Purdue,38,L,30,38,-8,22,37,59.5,215,3,0,34,175,5.1,0,2,2,3,35,50,70.0,366,4,37,149,4.0,1,0,0,0,5
Indiana,28,2004-09-25,4,,Michigan St.,32,L,20,30,-10,12,22,54.5,153,1,2,37,105,2.8,0,0,2,2,15,23,65.2,172,0,48,241,5.0,3,0,2,2,3
Iowa,29,2004-09-25,4,@,Michigan,31,L,17,30,-13,24,32,75.0,270,2,2,28,-15,-0.5,0,3,5,2,16,26,61.5,236,1,39,93,2.4,2,2,0,2,4
Kansas,43,2004-09-25,4,,Texas Tech,49,L,30,31,-1,23,47,48.9,250,3,3,35,86,2.5,1,0,3,4,28,52,53.8,356,2,22,182,8.3,2,1,4,5,4
Kentucky,112,2004-09-25,3,@,Florida,110,L,3,20,-17,17,35,48.6,134,0,1,27,73,2.7,0,1,2,0,25,43,58.1,261,1,40,262,6.6,1,0,3,3,2
Louisiana,126,2004-09-25,4,,Middle Tennessee,56,W,24,17,7,16,27,59.3,183,2,0,49,192,3.9,1,1,1,3,35,46,76.1,242,1,25,94,3.8,1,2,1,3,2
Louisiana Tech,54,2004-09-25,4,@,Tennessee,118,L,17,42,-25,18,33,54.5,264,1,2,29,66,2.3,1,0,2,2,13,22,59.1,248,4,51,347,6.8,2,0,0,0,6
UL Monroe,130,2004-09-25,3,,Arkansas St.,122,L,21,28,-7,11,23,47.8,174,1,1,55,260,4.7,2,3,4,3,11,23,47.8,128,2,37,213,5.8,1,1,1,2,4
Louisville,18,2004-09-25,3,@,North Carolina,21,W,34,0,34,18,24,75.0,177,0,0,52,278,5.3,4,0,0,4,14,26,53.8,145,0,22,77,3.5,0,1,2,3,0
LSU,113,2004-09-25,4,,Mississippi St.,114,W,51,0,51,18,23,78.3,327,2,0,58,272,4.7,4,4,4,7,8,27,29.6,90,0,22,40,1.8,0,1,4,5,0
Maryland,30,2004-09-25,4,@,Duke,15,W,55,21,34,25,40,62.5,408,4,3,60,277,4.6,3,0,3,7,8,19,42.1,102,1,27,83,3.1,0,3,1,4,3
Memphis,6,2004-09-25,4,@,UAB,61,L,28,35,-7,26,43,60.5,347,2,4,35,116,3.3,1,0,4,3,21,31,67.7,398,3,32,141,4.4,2,1,1,2,5
Michigan,31,2004-09-25,4,,Iowa,29,W,30,17,13,16,26,61.5,236,1,0,39,93,2.4,2,2,2,4,24,32,75.0,270,2,28,-15,-0.5,0,3,2,5,2
Michigan St.,32,2004-09-25,4,@,Indiana,28,W,30,20,10,15,23,65.2,172,0,2,48,241,5.0,3,0,2,3,12,22,54.5,153,1,37,105,2.8,0,0,2,2,2
Middle Tennessee,56,2004-09-25,3,@,Louisiana,126,L,17,24,-7,35,46,76.1,242,1,1,25,94,3.8,1,2,3,2,16,27,59.3,183,2,49,192,3.9,1,1,0,1,3
Minnesota,33,2004-09-25,4,,Northwestern,35,W,43,17,26,14,23,60.9,203,3,0,52,251,4.8,3,0,0,6,14,28,50.0,127,0,27,140,5.2,1,0,1,1,2
Mississippi St.,114,2004-09-25,4,@,LSU,113,L,0,51,-51,8,27,29.6,90,0,4,22,40,1.8,0,1,5,0,18,23,78.3,327,2,58,272,4.7,4,4,0,4,7
Navy,7,2004-09-25,4,,Vanderbilt,120,W,29,26,3,9,14,64.3,176,1,0,52,190,3.7,3,0,0,4,15,23,65.2,176,2,46,153,3.3,1,2,0,2,3
Nevada,88,2004-09-25,4,@,San Diego St.,90,L,10,27,-17,26,53,49.1,271,0,2,28,84,3.0,1,0,2,1,23,40,57.5,262,2,39,146,3.7,1,1,2,3,3
New Mexico,89,2004-09-25,4,@,New Mexico State,69,W,38,3,35,7,13,53.8,88,0,1,62,321,5.2,5,0,1,5,8,18,44.4,60,0,30,64,2.1,0,1,1,2,0
New Mexico State,69,2004-09-25,4,,New Mexico,89,L,3,38,-35,8,18,44.4,60,0,1,30,64,2.1,0,1,2,0,7,13,53.8,88,0,62,321,5.2,5,0,1,1,5
North Carolina,21,2004-09-25,4,,Louisville,18,L,0,34,-34,14,26,53.8,145,0,2,22,77,3.5,0,1,3,0,18,24,75.0,177,0,52,278,5.3,4,0,0,0,4
NC State,20,2004-09-25,3,@,Virginia Tech,25,W,17,16,1,6,17,35.3,78,0,1,39,145,3.7,2,1,2,2,11,26,42.3,156,1,43,36,0.8,0,1,0,1,1
North Texas,57,2004-09-25,4,@,Baylor,41,L,14,37,-23,6,19,31.6,126,1,1,35,98,2.8,1,0,1,2,20,33,60.6,213,2,39,158,4.1,1,0,1,1,4
Northwestern,35,2004-09-25,4,@,Minnesota,33,L,17,43,-26,14,28,50.0,127,0,1,27,140,5.2,1,0,1,2,14,23,60.9,203,3,52,251,4.8,3,0,0,0,6
Notre Dame,70,2004-09-25,4,,Washington,105,W,38,3,35,17,32,53.1,266,4,1,46,146,3.2,1,0,1,5,17,44,38.6,223,0,34,112,3.3,0,4,1,5,0
Ohio,80,2004-09-25,4,,Buffalo,74,W,34,0,34,11,20,55.0,192,2,0,36,173,4.8,1,2,2,5,15,25,60.0,94,0,43,138,3.2,0,1,4,5,0
Ole Miss,116,2004-09-25,4,@,Wyoming,94,L,32,37,-5,26,56,46.4,346,0,4,44,221,5.0,3,1,5,3,16,32,50.0,239,2,38,158,4.2,1,1,1,2,4
Oregon,99,2004-09-25,3,,Idaho,133,W,48,10,38,16,27,59.3,228,3,0,48,227,4.7,3,2,2,7,23,39,59.0,212,1,27,60,2.2,0,0,2,2,1
Oregon St.,100,2004-09-25,4,@,Arizona St.,96,L,14,27,-13,29,53,54.7,384,1,2,22,-19,-0.9,1,3,5,2,16,40,40.0,124,1,35,125,3.6,2,0,0,0,3
Penn State,37,2004-09-25,4,@,Wisconsin,40,L,3,16,-13,8,28,28.6,87,0,2,26,70,2.7,0,1,3,0,12,29,41.4,150,0,46,130,2.8,1,1,2,3,1
Pittsburgh,22,2004-09-25,3,,Furman,230,W,41,38,3,30,36,83.3,380,3,0,45,99,2.2,1,0,0,5,14,26,53.8,282,4,38,141,3.7,1,0,2,2,5
Purdue,38,2004-09-25,3,@,Illinois,27,W,38,30,8,35,50,70.0,366,4,0,37,149,4.0,1,0,0,5,22,37,59.5,215,3,34,175,5.1,0,2,0,2,3
Rice,59,2004-09-25,3,@,Texas,48,L,13,35,-22,5,12,41.7,56,0,0,51,172,3.4,1,1,1,1,14,24,58.3,186,3,44,339,7.7,2,1,2,3,5
San Diego St.,90,2004-09-25,3,,Nevada,88,W,27,10,17,23,40,57.5,262,2,2,39,146,3.7,1,1,3,3,26,53,49.1,271,0,28,84,3.0,1,0,2,2,1
San Jose St.,91,2004-09-25,3,@,SMU,8,L,13,36,-23,13,26,50.0,102,1,0,36,171,4.8,0,0,0,1,14,24,58.3,177,3,49,212,4.3,2,0,0,0,5
SMU,8,2004-09-25,4,,San Jose St.,91,W,36,13,23,14,24,58.3,177,3,0,49,212,4.3,2,0,0,5,13,26,50.0,102,1,36,171,4.8,0,0,0,0,1
South Carolina,117,2004-09-25,4,,Troy,129,W,17,7,10,16,24,66.7,199,0,2,47,132,2.8,2,1,3,2,9,23,39.1,108,0,28,99,3.5,1,0,2,2,1
South Florida,9,2004-09-25,3,@,TCU,47,W,45,44,1,22,34,64.7,324,1,0,55,83,1.5,5,2,2,6,11,22,50.0,167,2,44,157,3.6,4,0,0,0,6
Southern Miss,60,2004-09-25,2,@,Tulane,11,W,32,14,18,16,24,66.7,156,2,0,51,305,6.0,2,0,0,4,9,21,42.9,93,1,31,178,5.7,1,1,2,3,2
Stanford,101,2004-09-25,3,,USC,103,L,28,31,-3,23,35,65.7,183,2,1,30,144,4.8,2,0,1,4,23,30,76.7,284,1,34,99,2.9,3,0,1,1,4
Syracuse,23,2004-09-25,4,@,Virginia,24,L,10,31,-21,15,23,65.2,141,0,0,38,113,3.0,1,0,0,1,11,12,91.7,202,1,39,225,5.8,3,0,0,0,4
Temple,10,2004-09-25,4,@,Toledo,81,L,17,45,-28,15,36,41.7,205,0,1,40,139,3.5,2,2,3,2,22,27,81.5,276,2,38,129,3.4,3,2,0,2,6
Tennessee,118,2004-09-25,3,,Louisiana Tech,54,W,42,17,25,13,22,59.1,248,4,0,51,347,6.8,2,0,0,6,18,33,54.5,264,1,29,66,2.3,1,0,2,2,2
Texas,48,2004-09-25,3,,Rice,59,W,35,13,22,14,24,58.3,186,3,2,44,339,7.7,2,1,3,5,5,12,41.7,56,0,51,172,3.4,1,1,0,1,1
TCU,47,2004-09-25,4,,South Florida,9,L,44,45,-1,11,22,50.0,167,2,0,44,157,3.6,4,0,0,6,22,34,64.7,324,1,55,83,1.5,5,2,0,2,6
Texas Tech,49,2004-09-25,4,@,Kansas,43,W,31,30,1,28,52,53.8,356,2,4,22,182,8.3,2,1,5,4,23,47,48.9,250,3,35,86,2.5,1,0,3,3,4
Toledo,81,2004-09-25,4,,Temple,10,W,45,17,28,22,27,81.5,276,2,0,38,129,3.4,3,2,2,6,15,36,41.7,205,0,40,139,3.5,2,2,1,3,2
Troy,129,2004-09-25,4,@,South Carolina,117,L,7,17,-10,9,23,39.1,108,0,2,28,99,3.5,1,0,2,1,16,24,66.7,199,0,47,132,2.8,2,1,2,3,2
Tulane,11,2004-09-25,3,,Southern Miss,60,L,14,32,-18,9,21,42.9,93,1,2,31,178,5.7,1,1,3,2,16,24,66.7,156,2,51,305,6.0,2,0,0,0,4
Tulsa,12,2004-09-25,4,,Missouri State,184,W,49,7,42,23,34,67.6,232,3,1,45,280,6.2,2,1,2,7,13,28,46.4,126,0,33,131,4.0,1,0,2,2,1
UAB,61,2004-09-25,3,,Memphis,6,W,35,28,7,21,31,67.7,398,3,1,32,141,4.4,2,1,2,5,26,43,60.5,347,2,35,116,3.3,1,0,4,4,3
UNLV,92,2004-09-25,4,,Utah St.,93,L,21,31,-10,20,35,57.1,283,1,4,45,267,5.9,2,1,5,3,12,26,46.2,177,1,33,114,3.5,1,0,0,0,3
USC,103,2004-09-25,4,@,Stanford,101,W,31,28,3,23,30,76.7,284,1,1,34,99,2.9,3,0,1,4,23,35,65.7,183,2,30,144,4.8,2,0,1,1,4
Utah,104,2004-09-25,4,,Air Force,83,W,49,35,14,14,24,58.3,260,2,0,45,245,5.4,5,2,2,7,11,16,68.8,169,1,66,302,4.6,4,2,1,3,5
Utah St.,93,2004-09-25,4,@,UNLV,92,W,31,21,10,12,26,46.2,177,1,0,33,114,3.5,1,0,0,3,20,35,57.1,283,1,45,267,5.9,2,1,4,5,3
Vanderbilt,120,2004-09-25,3,@,Navy,7,L,26,29,-3,15,23,65.2,176,2,0,46,153,3.3,1,2,2,3,9,14,64.3,176,1,52,190,3.7,3,0,0,0,4
Virginia,24,2004-09-25,4,,Syracuse,23,W,31,10,21,11,12,91.7,202,1,0,39,225,5.8,3,0,0,4,15,23,65.2,141,0,38,113,3.0,1,0,0,0,1
Virginia Tech,25,2004-09-25,4,,NC State,20,L,16,17,-1,11,26,42.3,156,1,0,43,36,0.8,0,1,1,1,6,17,35.3,78,0,39,145,3.7,2,1,1,2,2
Wake Forest,26,2004-09-25,4,,Boston College,13,W,17,14,3,14,23,60.9,210,2,1,49,159,3.2,0,0,1,2,21,38,55.3,269,1,37,182,4.9,1,0,1,1,2
Washington,105,2004-09-25,3,@,Notre Dame,70,L,3,38,-35,17,44,38.6,223,0,1,34,112,3.3,0,4,5,0,17,32,53.1,266,4,46,146,3.2,1,0,1,1,5
Washington St.,106,2004-09-25,4,@,Arizona,95,W,20,19,1,18,37,48.6,282,2,0,35,28,0.8,1,4,4,3,15,31,48.4,183,2,41,80,2.0,0,2,0,2,2
West Virginia,50,2004-09-25,4,,James Madison,155,W,45,10,35,19,24,79.2,199,3,0,46,171,3.7,2,1,1,6,13,23,56.5,146,0,42,74,1.8,0,2,0,2,1
Western Michigan,82,2004-09-25,4,@,Ball St.,72,L,14,41,-27,24,35,68.6,209,2,0,34,89,2.6,0,1,1,2,19,36,52.8,318,3,37,158,4.3,2,0,0,0,5
Wisconsin,40,2004-09-25,4,,Penn State,37,W,16,3,13,12,29,41.4,150,0,2,46,130,2.8,1,1,3,1,8,28,28.6,87,0,26,70,2.7,0,1,2,3,0
Wyoming,94,2004-09-25,3,,Ole Miss,116,W,37,32,5,16,32,50.0,239,2,1,38,158,4.2,1,1,2,4,26,56,46.4,346,0,44,221,5.0,3,1,4,5,3
Marshall,55,2004-09-29,4,,Miami (OH),78,W,33,25,8,23,37,62.2,184,3,1,35,154,4.4,1,0,1,4,14,24,58.3,144,1,42,119,2.8,2,3,2,5,3
Miami (OH),78,2004-09-29,5,@,Marshall,55,L,25,33,-8,14,24,58.3,144,1,2,42,119,2.8,2,3,5,3,23,37,62.2,184,3,35,154,4.4,1,0,1,1,4
Air Force,83,2004-09-30,5,,Navy,7,L,21,24,-3,18,24,75.0,233,2,2,57,182,3.2,0,0,2,2,5,10,50.0,105,0,46,216,4.7,3,1,1,2,3
Connecticut,3,2004-09-30,5,,Pittsburgh,22,W,29,17,12,23,43,53.5,237,1,1,35,158,4.5,1,1,2,3,11,31,35.5,267,1,34,82,2.4,1,1,1,2,2
Navy,7,2004-09-30,5,@,Air Force,83,W,24,21,3,5,10,50.0,105,0,1,46,216,4.7,3,1,2,3,18,24,75.0,233,2,57,182,3.2,0,0,2,2,2
Pittsburgh,22,2004-09-30,4,@,Connecticut,3,L,17,29,-12,11,31,35.5,267,1,1,34,82,2.4,1,1,2,2,23,43,53.5,237,1,35,158,4.5,1,1,1,2,3
New Mexico,89,2004-10-01,5,,Utah,104,L,7,28,-21,7,24,29.2,83,0,1,35,74,2.1,0,0,1,1,15,29,51.7,188,0,53,278,5.2,4,2,1,3,4
Utah,104,2004-10-01,5,@,New Mexico,89,W,28,7,21,15,29,51.7,188,0,1,53,278,5.2,4,2,3,4,7,24,29.2,83,0,35,74,2.1,0,0,1,1,1
