School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Hawaii,87,2000-09-09,1,,Portland State,139,L,20,45,-25,28,57,49.1,367,2,2,20,53,2.7,0,1,3,2,12,24,50.0,235,1,50,196,3.9,3,1,0,1,6
Houston,5,2000-09-09,2,@,LSU,113,L,13,28,-15,29,54,53.7,354,2,2,27,84,3.1,0,2,4,2,11,25,44.0,175,2,39,120,3.1,1,1,2,3,4
Idaho,133,2000-09-09,2,,Montana,135,L,38,45,-7,31,47,66.0,303,4,3,39,131,3.4,1,0,3,5,33,52,63.5,505,5,19,48,2.5,1,2,0,2,6
Illinois,27,2000-09-09,2,@,San Diego St.,90,W,49,13,36,19,26,73.1,158,3,0,44,259,5.9,4,2,2,7,19,36,52.8,151,0,34,99,2.9,1,0,2,2,1
Indiana,28,2000-09-09,1,,NC State,20,L,38,41,-3,14,27,51.9,240,2,0,44,236,5.4,3,1,1,5,31,52,59.6,401,5,23,73,3.2,0,0,1,1,5
Iowa,29,2000-09-09,2,,Western Michigan,82,L,21,27,-6,23,34,67.6,314,2,0,31,49,1.6,0,2,2,2,21,31,67.7,294,2,36,59,1.6,1,1,1,2,3
Iowa St.,42,2000-09-09,2,,UNLV,92,W,37,22,15,16,31,51.6,286,2,1,42,150,3.6,1,0,1,4,9,25,36.0,190,2,47,197,4.2,1,1,1,2,3
Kent State,77,2000-09-09,2,@,Purdue,38,L,10,45,-35,20,30,66.7,190,1,0,33,129,3.9,0,1,1,1,36,54,66.7,437,3,37,168,4.5,3,2,1,3,6
Kentucky,112,2000-09-09,2,,South Florida,9,W,27,9,18,30,58,51.7,382,3,1,30,145,4.8,0,0,1,3,12,24,50.0,81,0,36,134,3.7,1,1,1,2,1
Louisiana,126,2000-09-09,2,@,Texas,48,L,10,52,-42,17,34,50.0,183,0,2,42,68,1.6,0,0,2,1,25,40,62.5,403,5,23,87,3.8,2,1,1,2,7
Louisiana Tech,54,2000-09-09,3,@,Penn State,37,L,7,67,-60,16,33,48.5,122,1,5,19,45,2.4,0,2,7,1,16,22,72.7,194,5,63,299,4.7,3,2,0,2,9
UL Monroe,130,2000-09-09,2,@,Memphis,6,L,0,28,-28,17,43,39.5,132,0,2,19,44,2.3,0,1,3,0,13,24,54.2,98,0,46,180,3.9,4,2,0,2,4
Louisville,18,2000-09-09,2,,Grambling,251,W,52,0,52,15,26,57.7,202,4,1,39,226,5.8,3,2,3,7,13,33,39.4,116,0,37,-56,-1.5,0,2,1,3,0
LSU,113,2000-09-09,2,,Houston,5,W,28,13,15,11,25,44.0,175,2,2,39,120,3.1,1,1,3,4,29,54,53.7,354,2,27,84,3.1,0,2,2,4,2
Marshall,55,2000-09-09,2,@,Michigan St.,32,L,24,34,-10,27,44,61.4,227,3,3,19,51,2.7,0,1,4,3,21,31,67.7,212,2,43,221,5.1,2,1,2,3,4
Maryland,30,2000-09-09,1,,Temple,10,W,17,10,7,11,23,47.8,154,0,0,36,100,2.8,2,3,3,2,25,37,67.6,339,0,36,104,2.9,1,1,1,2,1
Memphis,6,2000-09-09,2,,UL Monroe,130,W,28,0,28,13,24,54.2,98,0,0,46,180,3.9,4,2,2,4,17,43,39.5,132,0,19,44,2.3,0,1,2,3,0
Miami (FL),19,2000-09-09,2,@,Washington,105,L,29,34,-5,15,34,44.1,215,1,0,33,158,4.8,3,3,3,4,18,31,58.1,223,1,46,128,2.8,4,1,2,3,5
Miami (OH),78,2000-09-09,2,@,Eastern Michigan,76,W,34,17,17,13,29,44.8,232,0,1,42,179,4.3,2,1,2,4,23,43,53.5,228,1,32,135,4.2,1,0,1,1,2
Michigan,31,2000-09-09,2,,Rice,59,W,38,7,31,13,19,68.4,166,3,0,49,230,4.7,2,0,0,5,5,11,45.5,107,1,46,164,3.6,0,2,0,2,1
Michigan St.,32,2000-09-09,1,,Marshall,55,W,34,24,10,21,31,67.7,212,2,2,43,221,5.1,2,1,3,4,27,44,61.4,227,3,19,51,2.7,0,1,3,4,3
Middle Tennessee,56,2000-09-09,2,@,Florida,110,L,0,55,-55,17,32,53.1,139,0,1,35,90,2.6,0,4,5,0,26,41,63.4,299,4,30,158,5.3,1,2,1,3,7
Minnesota,33,2000-09-09,2,,Ohio,80,L,17,23,-6,10,28,35.7,223,2,1,26,147,5.7,0,1,2,2,3,9,33.3,90,2,73,363,5.0,1,0,0,0,3
Missouri,115,2000-09-09,2,@,Clemson,14,L,9,62,-53,14,28,50.0,144,0,3,36,72,2.0,1,3,6,1,15,24,62.5,275,2,50,206,4.1,6,1,0,1,9
Nebraska,34,2000-09-09,2,@,Notre Dame,70,W,27,24,3,7,15,46.7,103,0,1,59,274,4.6,4,0,1,4,3,15,20.0,40,0,40,184,4.6,1,0,1,1,3
Nevada,88,2000-09-09,2,,TCU,47,L,10,41,-31,23,47,48.9,259,0,0,36,11,0.3,1,1,1,1,3,10,30.0,53,0,55,317,5.8,4,2,2,4,6
New Mexico,89,2000-09-09,3,,Oregon St.,100,L,20,28,-8,12,21,57.1,130,2,2,31,42,1.4,0,1,3,3,12,28,42.9,78,1,49,222,4.5,2,1,0,1,4
North Carolina,21,2000-09-09,2,@,Wake Forest,26,W,35,14,21,7,13,53.8,194,2,0,49,129,2.6,0,1,1,4,14,34,41.2,164,0,40,-2,-0.1,1,1,0,1,2
NC State,20,2000-09-09,2,@,Indiana,28,W,41,38,3,31,52,59.6,401,5,1,23,73,3.2,0,0,1,5,14,27,51.9,240,2,44,236,5.4,3,1,0,1,5
North Texas,57,2000-09-09,2,@,Texas Tech,49,L,7,13,-6,6,13,46.2,107,0,0,33,49,1.5,0,2,2,1,42,55,76.4,238,1,29,80,2.8,0,0,3,3,1
Northern Illinois,79,2000-09-09,2,,Illinois State,182,W,52,0,52,9,18,50.0,117,0,1,65,305,4.7,6,0,1,7,12,28,42.9,134,0,28,73,2.6,0,0,4,4,0
Northwestern,35,2000-09-09,2,,Duke,15,W,38,5,33,18,30,60.0,213,2,0,52,259,5.0,3,0,0,5,11,32,34.4,130,0,32,44,1.4,0,0,4,4,0
Notre Dame,70,2000-09-09,2,,Nebraska,34,L,24,27,-3,3,15,20.0,40,0,1,40,184,4.6,1,0,1,3,7,15,46.7,103,0,59,274,4.6,4,0,1,1,4
Ohio,80,2000-09-09,2,@,Minnesota,33,W,23,17,6,3,9,33.3,90,2,0,73,363,5.0,1,0,0,3,10,28,35.7,223,2,26,147,5.7,0,1,1,2,2
Ohio St.,36,2000-09-09,2,@,Arizona,95,W,27,17,10,12,20,60.0,240,2,1,40,101,2.5,1,2,3,3,11,23,47.8,137,1,39,57,1.5,1,1,0,1,2
Oklahoma,45,2000-09-09,2,,Arkansas St.,122,W,45,7,38,26,34,76.5,325,3,1,35,208,5.9,2,0,1,6,21,33,63.6,191,0,21,84,4.0,1,0,1,1,1
Oklahoma St.,46,2000-09-09,1,@,Tulsa,12,W,36,26,10,11,20,55.0,166,3,0,38,247,6.5,1,1,1,4,28,49,57.1,373,2,30,62,2.1,1,2,1,3,3
Ole Miss,116,2000-09-09,2,,Auburn,109,L,27,35,-8,11,26,42.3,105,1,3,32,152,4.8,2,0,3,4,13,26,50.0,160,0,51,261,5.1,5,1,0,1,5
Oregon,99,2000-09-09,2,@,Wisconsin,40,L,23,27,-4,22,49,44.9,362,1,3,25,92,3.7,0,0,3,2,5,13,38.5,65,0,43,302,7.0,3,0,1,1,4
Oregon St.,100,2000-09-09,2,@,New Mexico,89,W,28,20,8,12,28,42.9,78,1,0,49,222,4.5,2,1,1,4,12,21,57.1,130,2,31,42,1.4,0,1,2,3,3
Penn State,37,2000-09-09,3,,Louisiana Tech,54,W,67,7,60,16,22,72.7,194,5,0,63,299,4.7,3,2,2,9,16,33,48.5,122,1,19,45,2.4,0,2,5,7,1
Pittsburgh,22,2000-09-09,2,@,Bowling Green,73,W,34,16,18,22,32,68.8,321,4,0,35,36,1.0,0,3,3,4,19,39,48.7,197,1,39,35,0.9,1,1,1,2,2
Purdue,38,2000-09-09,2,,Kent State,77,W,45,10,35,36,54,66.7,437,3,1,37,168,4.5,3,2,3,6,20,30,66.7,190,1,33,129,3.9,0,1,0,1,1
Rice,59,2000-09-09,2,@,Michigan,31,L,7,38,-31,5,11,45.5,107,1,0,46,164,3.6,0,2,2,1,13,19,68.4,166,3,49,230,4.7,2,0,0,0,5
Rutgers,39,2000-09-09,2,,Buffalo,74,W,59,0,59,19,29,65.5,266,5,0,39,187,4.8,3,1,1,8,24,45,53.3,223,0,37,-7,-0.2,0,3,1,4,0
San Diego St.,90,2000-09-09,2,,Illinois,27,L,13,49,-36,19,36,52.8,151,0,2,34,99,2.9,1,0,2,1,19,26,73.1,158,3,44,259,5.9,4,2,0,2,7
San Jose St.,91,2000-09-09,2,@,Stanford,101,W,40,27,13,18,30,60.0,199,2,0,34,284,8.4,3,1,1,6,18,42,42.9,373,4,44,241,5.5,0,2,1,3,4
SMU,8,2000-09-09,2,@,UTEP,62,L,20,37,-17,22,45,48.9,420,2,2,25,77,3.1,1,0,2,3,13,19,68.4,206,3,46,206,4.5,1,0,0,0,4
South Carolina,117,2000-09-09,2,,Georgia,111,W,21,10,11,18,28,64.3,154,0,1,43,133,3.1,3,0,1,3,10,24,41.7,108,0,28,94,3.4,1,0,5,5,1
South Florida,9,2000-09-09,2,@,Kentucky,112,L,9,27,-18,12,24,50.0,81,0,1,36,134,3.7,1,1,2,1,30,58,51.7,382,3,30,145,4.8,0,0,1,1,3
Stanford,101,2000-09-09,2,,San Jose St.,91,L,27,40,-13,18,42,42.9,373,4,1,44,241,5.5,0,2,3,4,18,30,60.0,199,2,34,284,8.4,3,1,0,1,6
Syracuse,23,2000-09-09,2,@,Cincinnati,2,L,10,12,-2,21,30,70.0,221,1,2,37,105,2.8,0,1,3,1,16,35,45.7,188,0,35,155,4.4,0,2,0,2,0
Temple,10,2000-09-09,2,@,Maryland,30,L,10,17,-7,25,37,67.6,339,0,1,36,104,2.9,1,1,2,1,11,23,47.8,154,0,36,100,2.8,2,3,0,3,2
Texas,48,2000-09-09,1,,Louisiana,126,W,52,10,42,25,40,62.5,403,5,1,23,87,3.8,2,1,2,7,17,34,50.0,183,0,42,68,1.6,0,0,2,2,1
Texas A&M,119,2000-09-09,2,,Wyoming,94,W,51,3,48,16,25,64.0,299,2,0,37,191,5.2,5,2,2,7,17,32,53.1,130,0,42,83,2.0,0,2,1,3,0
TCU,47,2000-09-09,1,@,Nevada,88,W,41,10,31,3,10,30.0,53,0,2,55,317,5.8,4,2,4,6,23,47,48.9,259,0,36,11,0.3,1,1,0,1,1
Texas Tech,49,2000-09-09,3,,North Texas,57,W,13,7,6,42,55,76.4,238,1,3,29,80,2.8,0,0,3,1,6,13,46.2,107,0,33,49,1.5,0,2,0,2,1
Toledo,81,2000-09-09,2,,Weber State,143,W,51,0,51,18,27,66.7,201,2,0,45,205,4.6,4,1,1,7,17,35,48.6,198,0,35,22,0.6,0,3,2,5,0
Tulsa,12,2000-09-09,2,,Oklahoma St.,46,L,26,36,-10,28,49,57.1,373,2,1,30,62,2.1,1,2,3,3,11,20,55.0,166,3,38,247,6.5,1,1,0,1,4
Central Florida,1,2000-09-09,2,,Northwestern State,243,W,19,7,12,21,34,61.8,253,1,1,33,132,4.0,1,0,1,2,9,31,29.0,128,0,42,189,4.5,1,1,1,2,1
UCLA,102,2000-09-09,2,,Fresno St.,86,W,24,21,3,17,33,51.5,135,1,0,48,135,2.8,2,0,0,3,20,33,60.6,249,3,23,26,1.1,0,1,0,1,3
UNLV,92,2000-09-09,1,@,Iowa St.,42,L,22,37,-15,9,25,36.0,190,2,1,47,197,4.2,1,1,2,3,16,31,51.6,286,2,42,150,3.6,1,0,1,1,4
USC,103,2000-09-09,2,,Colorado,98,W,17,14,3,25,31,80.6,275,1,1,38,158,4.2,1,0,1,2,17,27,63.0,231,2,38,137,3.6,0,1,0,1,2
Utah,104,2000-09-09,2,@,California,97,L,21,24,-3,16,31,51.6,158,0,1,38,139,3.7,1,3,4,3,18,28,64.3,209,1,45,120,2.7,2,2,1,3,3
Utah St.,93,2000-09-09,2,,Southern Utah,141,W,30,14,16,15,28,53.6,225,4,0,26,29,1.1,0,1,1,4,5,24,20.8,71,1,56,297,5.3,0,1,3,4,1
UTEP,62,2000-09-09,2,,SMU,8,W,37,20,17,13,19,68.4,206,3,0,46,206,4.5,1,0,0,4,22,45,48.9,420,2,25,77,3.1,1,0,2,2,3
Vanderbilt,120,2000-09-09,2,@,Alabama,107,L,10,28,-18,12,26,46.2,172,0,0,31,85,2.7,1,0,0,1,6,15,40.0,57,0,42,292,7.0,3,0,0,0,3
Virginia,24,2000-09-09,2,,Richmond,159,W,34,6,28,19,28,67.9,299,1,0,32,107,3.3,3,0,0,4,2,9,22.2,13,0,53,228,4.3,1,1,0,1,1
Wake Forest,26,2000-09-09,2,,North Carolina,21,L,14,35,-21,14,34,41.2,164,0,0,40,-2,-0.1,1,1,1,2,7,13,53.8,194,2,49,129,2.6,0,1,0,1,4
Washington,105,2000-09-09,2,,Miami (FL),19,W,34,29,5,18,31,58.1,223,1,2,46,128,2.8,4,1,3,5,15,34,44.1,215,1,33,158,4.8,3,3,0,3,4
Western Michigan,82,2000-09-09,2,@,Iowa,29,W,27,21,6,21,31,67.7,294,2,1,36,59,1.6,1,1,2,3,23,34,67.6,314,2,31,49,1.6,0,2,0,2,2
Wisconsin,40,2000-09-09,2,,Oregon,99,W,27,23,4,5,13,38.5,65,0,1,43,302,7.0,3,0,1,4,22,49,44.9,362,1,25,92,3.7,0,0,3,3,2
Wyoming,94,2000-09-09,2,@,Texas A&M,119,L,3,51,-48,17,32,53.1,130,0,1,42,83,2.0,0,2,3,0,16,25,64.0,299,2,37,191,5.2,5,2,0,2,7
BYU,66,2000-09-14,4,,Mississippi St.,114,L,28,44,-16,27,50,54.0,268,2,2,32,74,2.3,2,2,4,4,13,20,65.0,167,1,32,217,6.8,2,2,0,2,6
Mississippi St.,114,2000-09-14,2,@,BYU,66,W,44,28,16,13,20,65.0,167,1,0,32,217,6.8,2,2,2,6,27,50,54.0,268,2,32,74,2.3,2,2,2,4,4
Akron,71,2000-09-16,3,,Central Florida,1,W,35,24,11,15,25,60.0,228,2,1,50,279,5.6,3,1,2,5,25,43,58.1,306,1,32,126,3.9,2,0,4,4,3
Alabama,107,2000-09-16,3,,Southern Miss,60,L,0,21,-21,19,35,54.3,122,0,2,33,95,2.9,0,2,4,0,14,23,60.9,159,1,37,51,1.4,0,0,1,1,3
Arizona,95,2000-09-16,3,,San Diego St.,90,W,17,3,14,19,31,61.3,200,1,1,36,185,5.1,0,3,4,2,15,29,51.7,124,0,37,72,1.9,0,0,1,1,0
Arizona St.,96,2000-09-16,2,,Colorado St.,85,W,13,10,3,11,24,45.8,77,0,0,48,184,3.8,1,0,0,1,14,31,45.2,225,1,34,64,1.9,0,1,1,2,1
Arkansas,108,2000-09-16,2,,Boise St.,84,W,38,31,7,12,28,42.9,249,2,1,46,217,4.7,2,1,2,5,23,48,47.9,304,2,26,74,2.8,0,0,2,2,3
Arkansas St.,122,2000-09-16,3,,Memphis,6,L,17,19,-2,17,30,56.7,222,1,1,28,102,3.6,1,0,1,2,14,23,60.9,122,1,44,147,3.3,0,0,0,0,1
Army,65,2000-09-16,3,@,Houston,5,L,30,31,-1,21,41,51.2,305,1,0,26,52,2.0,1,0,0,4,31,48,64.6,336,1,44,188,4.3,3,2,2,4,4
Auburn,109,2000-09-16,3,,LSU,113,W,34,17,17,21,30,70.0,225,2,0,48,196,4.1,1,1,1,4,13,30,43.3,214,2,26,83,3.2,0,0,1,1,2
Ball St.,72,2000-09-16,3,@,Kansas St.,44,L,0,76,-76,1,8,12.5,5,0,2,45,46,1.0,0,1,3,0,8,12,66.7,192,3,57,322,5.6,7,0,0,0,11
Baylor,41,2000-09-16,2,,Minnesota,33,L,9,34,-25,15,40,37.5,123,1,1,26,56,2.2,0,1,2,1,14,20,70.0,172,2,55,289,5.3,2,1,1,2,4
Boise St.,84,2000-09-16,3,@,Arkansas,108,L,31,38,-7,23,48,47.9,304,2,2,26,74,2.8,0,0,2,3,12,28,42.9,249,2,46,217,4.7,2,1,1,2,5
Bowling Green,73,2000-09-16,3,@,Temple,10,L,14,31,-17,14,28,50.0,164,2,0,29,26,0.9,0,0,0,2,24,34,70.6,272,2,38,127,3.3,2,0,2,2,4
Buffalo,74,2000-09-16,3,,Connecticut,3,L,21,24,-3,26,40,65.0,259,2,1,36,101,2.8,0,1,2,2,20,37,54.1,199,2,38,139,3.7,1,1,0,1,3
California,97,2000-09-16,2,@,Illinois,27,L,15,17,-2,15,32,46.9,162,2,0,33,114,3.5,0,1,1,2,7,24,29.2,112,1,57,222,3.9,1,1,0,1,2
Central Michigan,75,2000-09-16,3,@,Wyoming,94,L,10,31,-21,18,36,50.0,240,1,0,31,43,1.4,0,2,2,1,5,17,29.4,47,0,55,321,5.8,3,0,1,1,3
Cincinnati,2,2000-09-16,3,@,Wisconsin,40,L,25,28,-3,19,37,51.4,238,2,1,37,113,3.1,0,0,1,2,11,21,52.4,107,0,47,198,4.2,3,0,0,0,3
Clemson,14,2000-09-16,3,,Wake Forest,26,W,55,7,48,10,21,47.6,187,2,0,66,436,6.6,5,0,0,7,7,17,41.2,57,1,35,102,2.9,0,2,0,2,1
Colorado,98,2000-09-16,3,,Washington,105,L,14,17,-3,15,27,55.6,174,1,0,35,69,2.0,0,2,2,2,15,29,51.7,200,1,49,205,4.2,1,2,2,4,2
Colorado St.,85,2000-09-16,3,@,Arizona St.,96,L,10,13,-3,14,31,45.2,225,1,1,34,64,1.9,0,1,2,1,11,24,45.8,77,0,48,184,3.8,1,0,0,0,1
Connecticut,3,2000-09-16,3,@,Buffalo,74,W,24,21,3,20,37,54.1,199,2,0,38,139,3.7,1,1,1,3,26,40,65.0,259,2,36,101,2.8,0,1,1,2,2
Duke,15,2000-09-16,3,,Virginia,24,L,10,26,-16,18,36,50.0,198,0,1,34,133,3.9,1,0,1,1,20,30,66.7,333,3,45,119,2.6,0,0,0,0,3
East Carolina,4,2000-09-16,3,,Tulane,11,W,37,17,20,13,33,39.4,258,3,0,44,247,5.6,2,0,0,5,20,35,57.1,299,2,53,188,3.5,0,2,0,2,2
Eastern Michigan,76,2000-09-16,3,@,South Carolina,117,L,6,41,-35,20,33,60.6,149,0,0,27,43,1.6,0,1,1,0,19,33,57.6,240,0,44,336,7.6,5,2,0,2,5
Florida,110,2000-09-16,3,@,Tennessee,118,W,27,23,4,20,43,46.5,290,1,1,21,39,1.9,1,0,1,3,17,29,58.6,140,0,49,203,4.1,1,1,1,2,1
Florida St.,16,2000-09-16,3,,North Carolina,21,W,63,14,49,15,27,55.6,346,5,0,41,194,4.7,3,0,0,9,16,33,48.5,244,1,44,79,1.8,1,3,1,4,2
Georgia Tech,17,2000-09-16,3,,Navy,7,W,40,13,27,10,19,52.6,166,3,0,40,139,3.5,1,1,1,5,24,40,60.0,199,1,52,165,3.2,0,4,0,4,1
Houston,5,2000-09-16,3,,Army,65,W,31,30,1,31,48,64.6,336,1,2,44,188,4.3,3,2,4,4,21,41,51.2,305,1,26,52,2.0,1,0,0,0,4
Idaho,133,2000-09-16,3,@,Oregon,99,L,13,42,-29,15,35,42.9,186,1,0,25,119,4.8,1,2,2,2,18,30,60.0,233,4,46,217,4.7,2,0,0,0,6
Illinois,27,2000-09-16,3,,California,97,W,17,15,2,7,24,29.2,112,1,0,57,222,3.9,1,1,1,2,15,32,46.9,162,2,33,114,3.5,0,1,0,1,2
Indiana,28,2000-09-16,2,@,Kentucky,112,L,34,41,-7,11,26,42.3,143,2,0,43,232,5.4,2,2,2,4,33,48,68.8,339,2,26,79,3.0,2,0,0,0,5
Iowa,29,2000-09-16,3,,Iowa St.,42,L,14,24,-10,22,41,53.7,235,2,1,28,93,3.3,0,0,1,2,18,27,66.7,239,0,46,246,5.3,3,0,1,1,3
Iowa St.,42,2000-09-16,3,@,Iowa,29,W,24,14,10,18,27,66.7,239,0,1,46,246,5.3,3,0,1,3,22,41,53.7,235,2,28,93,3.3,0,0,1,1,2
Kansas,43,2000-09-16,2,,UAB,61,W,23,20,3,10,23,43.5,152,1,2,44,209,4.8,2,2,4,3,10,24,41.7,45,0,51,193,3.8,1,0,1,1,2
Kansas St.,44,2000-09-16,3,,Ball St.,72,W,76,0,76,8,12,66.7,192,3,0,57,322,5.6,7,0,0,11,1,8,12.5,5,0,45,46,1.0,0,1,2,3,0
Kent State,77,2000-09-16,3,,Youngstown State,191,L,20,26,-6,20,34,58.8,178,1,1,36,97,2.7,2,0,1,3,10,15,66.7,127,2,50,81,1.6,2,1,0,1,4
Kentucky,112,2000-09-16,3,,Indiana,28,W,41,34,7,33,48,68.8,339,2,0,26,79,3.0,2,0,0,5,11,26,42.3,143,2,43,232,5.4,2,2,0,2,4
Louisiana,126,2000-09-16,3,@,Texas Tech,49,L,0,26,-26,11,22,50.0,85,0,3,34,94,2.8,0,0,3,0,24,37,64.9,240,1,31,101,3.3,1,0,2,2,3
Louisiana Tech,54,2000-09-16,4,,Stephen F. Austin,246,L,31,34,-3,26,38,68.4,282,3,1,38,187,4.9,1,1,2,4,14,25,56.0,169,1,47,221,4.7,3,0,1,1,4
UL Monroe,130,2000-09-16,3,,Nicholls State,242,W,27,21,6,25,37,67.6,369,1,2,38,69,1.8,1,1,3,3,2,13,15.4,0,0,37,156,4.2,2,0,1,1,3
LSU,113,2000-09-16,3,@,Auburn,109,L,17,34,-17,13,30,43.3,214,2,1,26,83,3.2,0,0,1,2,21,30,70.0,225,2,48,196,4.1,1,1,0,1,4
Maryland,30,2000-09-16,2,@,West Virginia,50,L,17,30,-13,19,30,63.3,215,0,1,30,71,2.4,1,0,1,2,14,22,63.6,165,1,45,276,6.1,3,3,0,3,4
Memphis,6,2000-09-16,3,@,Arkansas St.,122,W,19,17,2,14,23,60.9,122,1,0,44,147,3.3,0,0,0,1,17,30,56.7,222,1,28,102,3.6,1,0,1,1,2
Miami (OH),78,2000-09-16,3,@,Ohio St.,36,L,16,27,-11,21,48,43.8,236,2,3,22,132,6.0,0,0,3,2,13,30,43.3,194,1,56,273,4.9,2,0,0,0,3
Michigan,31,2000-09-16,3,@,UCLA,102,L,20,23,-3,8,28,28.6,111,1,1,46,263,5.7,2,1,2,3,22,41,53.7,268,2,39,126,3.2,1,3,0,3,3
Michigan St.,32,2000-09-16,2,@,Missouri,115,W,13,10,3,10,24,41.7,157,0,1,46,140,3.0,1,1,2,1,16,31,51.6,242,0,36,114,3.2,1,1,0,1,1
Middle Tennessee,56,2000-09-16,3,,Murray State,205,W,44,28,16,22,35,62.9,260,0,1,51,273,5.4,5,1,2,5,20,36,55.6,225,3,27,62,2.3,1,0,0,0,4
Minnesota,33,2000-09-16,3,@,Baylor,41,W,34,9,25,14,20,70.0,172,2,1,55,289,5.3,2,1,2,4,15,40,37.5,123,1,26,56,2.2,0,1,1,2,1
Missouri,115,2000-09-16,3,,Michigan St.,32,L,10,13,-3,16,31,51.6,242,0,0,36,114,3.2,1,1,1,1,10,24,41.7,157,0,46,140,3.0,1,1,1,2,1
Navy,7,2000-09-16,2,@,Georgia Tech,17,L,13,40,-27,24,40,60.0,199,1,0,52,165,3.2,0,4,4,1,10,19,52.6,166,3,40,139,3.5,1,1,0,1,5
New Mexico,89,2000-09-16,4,@,New Mexico State,69,W,16,13,3,6,15,40.0,31,0,0,47,137,2.9,2,0,0,2,10,27,37.0,185,2,42,185,4.4,0,2,1,3,2
New Mexico State,69,2000-09-16,2,,New Mexico,89,L,13,16,-3,10,27,37.0,185,2,1,42,185,4.4,0,2,3,2,6,15,40.0,31,0,47,137,2.9,2,0,0,0,2
North Carolina,21,2000-09-16,3,@,Florida St.,16,L,14,63,-49,16,33,48.5,244,1,1,44,79,1.8,1,3,4,2,15,27,55.6,346,5,41,194,4.7,3,0,0,0,9
NC State,20,2000-09-16,3,,SMU,8,W,41,0,41,18,29,62.1,331,3,2,25,63,2.5,2,1,3,5,15,31,48.4,75,0,51,101,2.0,0,1,4,5,0
North Texas,57,2000-09-16,3,@,UNLV,92,L,0,38,-38,17,34,50.0,163,0,0,42,108,2.6,0,3,3,0,7,15,46.7,133,2,44,314,7.1,3,1,0,1,5
Northwestern,35,2000-09-16,3,@,TCU,47,L,14,41,-27,13,23,56.5,145,1,3,29,113,3.9,1,1,4,2,8,12,66.7,101,2,69,387,5.6,3,0,1,1,5
Notre Dame,70,2000-09-16,3,,Purdue,38,W,23,21,2,14,25,56.0,158,0,1,34,78,2.3,1,0,1,2,13,24,54.2,221,2,43,177,4.1,1,1,1,2,3
Ohio,80,2000-09-16,3,,Tennessee Tech,208,W,52,14,38,11,15,73.3,168,2,0,66,429,6.5,5,2,2,7,18,35,51.4,180,2,27,95,3.5,0,0,2,2,2
Ohio St.,36,2000-09-16,3,,Miami (OH),78,W,27,16,11,13,30,43.3,194,1,0,56,273,4.9,2,0,0,3,21,48,43.8,236,2,22,132,6.0,0,0,3,3,2
Oklahoma St.,46,2000-09-16,2,,,,W,23,0,23,10,21,47.6,222,0,0,41,169,4.1,2,1,1,2,14,27,51.9,105,0,29,36,1.2,0,0,1,1,0
Ole Miss,116,2000-09-16,3,@,Vanderbilt,120,W,12,7,5,14,23,60.9,133,0,1,37,201,5.4,1,0,1,1,20,45,44.4,278,1,32,90,2.8,0,2,2,4,1
Oregon,99,2000-09-16,3,,Idaho,133,W,42,13,29,18,30,60.0,233,4,0,46,217,4.7,2,0,0,6,15,35,42.9,186,1,25,119,4.8,1,2,0,2,2
Penn State,37,2000-09-16,4,@,Pittsburgh,22,L,0,12,-12,18,36,50.0,161,0,1,33,64,1.9,0,1,2,0,11,19,57.9,272,1,44,107,2.4,0,1,1,2,1
Pittsburgh,22,2000-09-16,3,,Penn State,37,W,12,0,12,11,19,57.9,272,1,1,44,107,2.4,0,1,2,1,18,36,50.0,161,0,33,64,1.9,0,1,1,2,0
Purdue,38,2000-09-16,3,@,Notre Dame,70,L,21,23,-2,13,24,54.2,221,2,1,43,177,4.1,1,1,2,3,14,25,56.0,158,0,34,78,2.3,1,0,1,1,2
Rice,59,2000-09-16,3,,Tulsa,12,L,16,23,-7,6,21,28.6,82,1,1,62,335,5.4,0,3,4,1,10,27,37.0,194,0,36,73,2.0,1,1,1,2,2
Rutgers,39,2000-09-16,3,@,Virginia Tech,25,L,0,49,-49,17,49,34.7,184,0,4,24,57,2.4,0,0,4,0,15,28,53.6,179,1,58,348,6.0,6,3,0,3,7
San Diego St.,90,2000-09-16,3,@,Arizona,95,L,3,17,-14,15,29,51.7,124,0,1,37,72,1.9,0,0,1,0,19,31,61.3,200,1,36,185,5.1,0,3,1,4,2
San Jose St.,91,2000-09-16,3,,Southern Utah,141,W,47,7,40,15,21,71.4,295,4,2,38,199,5.2,2,0,2,7,6,9,66.7,86,0,62,261,4.2,1,2,1,3,1
SMU,8,2000-09-16,3,@,NC State,20,L,0,41,-41,15,31,48.4,75,0,4,51,101,2.0,0,1,5,0,18,29,62.1,331,3,25,63,2.5,2,1,2,3,5
South Carolina,117,2000-09-16,3,,Eastern Michigan,76,W,41,6,35,19,33,57.6,240,0,0,44,336,7.6,5,2,2,5,20,33,60.6,149,0,27,43,1.6,0,1,0,1,0
