School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Notre Dame,70,2019-09-02,1,@,Louisville,18,W,35,17,18,14,23,60.9,193,1,0,42,230,5.5,4,11,4.0,1,1,5,12,28,42.9,134,0,46,258,5.6,2,3,0,3,2
Arizona St.,96,2019-09-06,2,,Sacramento State,140,W,19,7,12,17,27,63.0,304,1,0,39,91,2.3,0,5,3.0,1,1,1,32,50,64.0,263,1,23,42,1.8,0,1,1,2,1
Boise St.,84,2019-09-06,2,,Marshall,55,W,14,7,7,22,34,64.7,282,1,1,47,155,3.3,1,6,3.0,1,2,2,10,18,55.6,56,0,25,116,4.6,1,1,1,2,1
Marshall,55,2019-09-06,2,@,Boise St.,84,L,7,14,-7,10,18,55.6,56,0,1,25,116,4.6,1,7,2.0,1,2,1,22,34,64.7,282,1,47,155,3.3,1,1,1,2,2
Rice,59,2019-09-06,2,,Wake Forest,26,L,21,41,-20,22,35,62.9,254,1,0,37,67,1.8,2,6,,1,1,3,21,27,77.8,312,3,35,201,5.7,2,0,0,0,5
Virginia,24,2019-09-06,2,,William & Mary,163,W,52,17,35,25,36,69.4,295,2,3,35,216,6.2,3,12,7.0,1,4,7,5,13,38.5,130,0,35,63,1.8,1,0,1,1,2
Wake Forest,26,2019-09-06,2,@,Rice,59,W,41,21,20,21,27,77.8,312,3,0,35,201,5.7,2,8,4.0,0,0,5,22,35,62.9,254,1,37,67,1.8,2,1,0,1,3
Akron,71,2019-09-07,2,,UAB,61,L,20,31,-11,25,44,56.8,359,2,0,29,34,1.2,1,2,,2,2,3,15,24,62.5,319,4,34,83,2.4,0,0,1,1,4
Alabama,107,2019-09-07,2,,New Mexico State,69,W,62,10,52,21,33,63.6,285,4,0,32,318,9.9,4,7,3.0,0,0,8,21,36,58.3,161,1,33,101,3.1,0,2,1,3,1
Appalachian St.,121,2019-09-07,2,,Charlotte,51,W,56,41,15,14,20,70.0,182,3,0,39,276,7.1,3,10,4.0,0,0,8,20,31,64.5,296,4,40,230,5.8,2,1,1,2,6
Arizona,95,2019-09-07,2,,Northern Arizona,137,W,65,41,24,23,28,82.1,289,5,0,46,431,9.4,4,5,1.0,0,0,9,28,48,58.3,373,2,27,69,2.6,3,0,2,2,5
Arkansas,108,2019-09-07,2,@,Ole Miss,116,L,17,31,-14,25,41,61.0,300,1,0,26,61,2.3,0,4,1.0,1,1,2,16,24,66.7,246,2,53,237,4.5,2,2,0,2,4
Arkansas St.,122,2019-09-07,2,@,UNLV,92,W,43,17,26,22,37,59.5,284,2,0,43,214,5.0,2,10,6.0,0,0,5,11,26,42.3,112,1,42,188,4.5,1,0,1,1,2
Army,65,2019-09-07,2,@,Michigan,31,L,21,24,-3,2,5,40.0,43,0,1,61,200,3.3,3,5,4.0,2,3,3,20,31,64.5,232,0,45,108,2.4,3,3,0,3,3
Auburn,109,2019-09-07,2,,Tulane,11,W,24,6,18,19,37,51.4,207,1,0,45,172,3.8,2,5,,2,2,3,10,34,29.4,103,0,30,120,4.0,0,0,1,1,0
Ball St.,72,2019-09-07,2,,Fordham,212,W,57,29,28,33,42,78.6,444,6,1,33,152,4.6,2,9,2.0,1,2,8,20,35,57.1,221,1,37,105,2.8,3,0,2,2,4
Baylor,41,2019-09-07,2,,UTSA,63,W,63,14,49,16,23,69.6,178,3,0,39,368,9.4,5,5,3.0,0,0,9,17,30,56.7,102,0,36,164,4.6,2,1,0,1,2
Boston College,13,2019-09-07,2,,Richmond,159,W,45,13,32,9,16,56.3,172,3,0,50,346,6.9,3,12,1.0,0,0,6,19,26,73.1,149,1,44,215,4.9,0,0,2,2,1
Bowling Green,73,2019-09-07,2,@,Kansas St.,44,L,0,52,-52,11,24,45.8,79,0,0,20,61,3.1,0,4,2.0,1,1,0,14,19,73.7,188,2,58,333,5.7,5,1,0,1,7
BYU,66,2019-09-07,2,@,Tennessee,118,W,29,26,3,19,30,63.3,232,1,0,30,107,3.6,2,6,1.0,0,0,3,17,28,60.7,176,2,49,242,4.9,0,0,1,1,2
Buffalo,74,2019-09-07,2,@,Penn State,37,L,13,45,-32,16,32,50.0,245,1,1,58,184,3.2,0,7,3.0,1,2,1,16,22,72.7,279,4,24,78,3.3,1,1,0,1,6
California,97,2019-09-07,2,@,Washington,105,W,20,19,1,11,18,61.1,111,0,0,38,192,5.1,2,7,4.0,0,0,2,18,30,60.0,162,0,46,186,4.0,1,1,1,2,1
Central Michigan,75,2019-09-07,2,@,Wisconsin,40,L,0,61,-61,9,24,37.5,43,0,1,20,32,1.6,0,4,1.0,0,1,0,31,39,79.5,400,3,43,199,4.6,5,1,0,1,8
Charlotte,51,2019-09-07,2,@,Appalachian St.,121,L,41,56,-15,20,31,64.5,296,4,1,40,230,5.8,2,6,3.0,1,2,6,14,20,70.0,182,3,39,276,7.1,3,0,0,0,8
Cincinnati,2,2019-09-07,2,@,Ohio St.,36,L,0,42,-42,13,23,56.5,166,0,1,34,107,3.1,0,5,1.0,1,2,0,22,27,81.5,238,2,46,270,5.9,4,0,0,0,6
Clemson,14,2019-09-07,2,,Texas A&M,119,W,24,10,14,24,35,68.6,268,1,1,33,121,3.7,2,3,2.0,0,1,3,24,42,57.1,236,1,27,53,2.0,0,1,1,2,1
Coastal Carolina,123,2019-09-07,2,@,Kansas,43,W,12,7,5,8,14,57.1,119,1,0,49,172,3.5,1,0,2.0,0,0,2,13,19,68.4,107,0,37,173,4.7,1,0,2,2,1
Colorado,98,2019-09-07,2,,Nebraska,34,W,34,31,3,28,41,68.3,375,2,1,37,89,2.4,2,7,6.0,1,2,4,16,26,61.5,290,2,46,179,3.9,2,2,1,3,4
Colorado St.,85,2019-09-07,2,,Western Illinois,190,W,38,13,25,26,33,78.8,396,4,0,36,189,5.3,1,10,7.0,2,2,5,22,37,59.5,151,1,28,64,2.3,0,1,0,1,1
Connecticut,3,2019-09-07,2,,Illinois,27,L,23,31,-8,21,31,67.7,275,0,2,29,10,0.3,1,7,2.0,1,3,2,24,35,68.6,227,4,33,133,4.0,0,2,1,3,4
Duke,15,2019-09-07,2,,North Carolina A&T,179,W,45,13,32,31,44,70.5,364,4,1,46,210,4.6,2,7,2.0,1,2,6,8,25,32.0,111,0,29,138,4.8,1,2,0,2,1
East Carolina,4,2019-09-07,2,,Gardner-Webb,146,W,48,9,39,19,31,61.3,209,1,1,51,365,7.2,5,7,5.0,0,1,6,11,23,47.8,147,0,34,39,1.1,1,0,2,2,1
Eastern Michigan,76,2019-09-07,2,@,Kentucky,112,L,17,38,-21,34,53,64.2,337,2,2,22,49,2.2,0,2,2.0,0,2,2,20,36,55.6,222,2,39,239,6.1,3,1,0,1,5
Florida,110,2019-09-07,2,,Tennessee-Martin,209,W,45,0,45,30,36,83.3,312,3,0,38,231,6.1,3,5,5.0,0,0,6,15,23,65.2,140,0,27,54,2.0,0,0,1,1,0
Florida Atlantic,52,2019-09-07,2,,Central Florida,1,L,14,48,-34,18,40,45.0,177,0,1,47,137,2.9,1,5,1.0,0,1,1,8,20,40.0,262,2,47,312,6.6,5,0,0,0,7
Florida Intl,53,2019-09-07,2,,Western Kentucky,64,L,14,20,-6,5,18,27.8,66,0,0,46,151,3.3,1,3,,0,0,2,19,33,57.6,241,1,35,98,2.8,1,0,2,2,2
Florida St.,16,2019-09-07,2,,UL Monroe,130,W,45,44,1,30,40,75.0,282,3,2,50,219,4.4,3,2,1.0,1,3,6,23,38,60.5,241,2,41,178,4.3,3,1,0,1,6
Fresno St.,86,2019-09-07,2,,Minnesota,33,L,35,38,-3,24,35,68.6,288,3,2,27,57,2.1,1,8,4.0,0,2,4,16,23,69.6,234,2,52,146,2.8,3,3,0,3,5
Georgia,111,2019-09-07,2,,Murray State,205,W,63,17,46,20,25,80.0,292,3,1,40,269,6.7,5,11,6.0,1,2,9,24,33,72.7,261,1,27,23,0.9,0,1,1,2,2
Georgia Southern,124,2019-09-07,2,,Maine,156,W,26,18,8,4,9,44.4,63,0,0,52,395,7.6,2,4,2.0,1,1,2,24,48,50.0,307,2,21,52,2.5,0,1,1,2,2
Georgia St.,125,2019-09-07,2,,Furman,230,W,48,42,6,29,37,78.4,362,5,0,39,204,5.2,1,4,3.0,0,0,6,16,26,61.5,323,4,41,215,5.2,2,0,1,1,6
Georgia Tech,17,2019-09-07,2,,South Florida,9,W,14,10,4,14,21,66.7,76,0,1,49,181,3.7,2,9,4.0,1,2,2,16,25,64.0,169,1,30,93,3.1,0,2,0,2,1
Hawaii,87,2019-09-07,2,,Oregon St.,100,W,31,28,3,30,52,57.7,421,4,1,25,67,2.7,0,5,1.0,1,2,4,15,33,45.5,169,1,43,263,6.1,3,0,0,0,4
Houston,5,2019-09-07,2,,Prairie View A&M,254,W,37,17,20,16,27,59.3,144,1,1,42,236,5.6,3,10,3.0,1,2,4,15,38,39.5,248,2,34,70,2.1,0,0,1,1,2
Illinois,27,2019-09-07,2,@,Connecticut,3,W,31,23,8,24,35,68.6,227,4,1,33,133,4.0,0,12,5.0,2,3,4,21,31,67.7,275,0,29,10,0.3,1,1,2,3,2
Indiana,28,2019-09-07,2,,Eastern Illinois,202,W,52,0,52,30,41,73.2,441,4,0,34,114,3.4,3,8,3.0,0,0,7,11,25,44.0,64,0,31,52,1.7,0,0,0,0,0
Iowa,29,2019-09-07,2,,Rutgers,39,W,30,0,30,19,34,55.9,244,3,0,39,194,5.0,0,2,1.0,0,0,3,9,26,34.6,41,0,23,84,3.7,0,1,2,3,0
Kansas,43,2019-09-07,2,,Coastal Carolina,123,L,7,12,-5,13,19,68.4,107,0,2,37,173,4.7,1,9,3.0,0,2,1,8,14,57.1,119,1,49,172,3.5,1,0,0,0,2
Kansas St.,44,2019-09-07,2,,Bowling Green,73,W,52,0,52,14,19,73.7,188,2,0,58,333,5.7,5,6,1.0,1,1,7,11,24,45.8,79,0,20,61,3.1,0,1,0,1,0
Kent State,77,2019-09-07,2,,Kennesaw State,148,W,26,23,3,17,23,73.9,192,1,0,36,145,4.0,1,6,2.0,2,2,2,8,21,38.1,185,0,66,252,3.8,2,1,1,2,2
Kentucky,112,2019-09-07,2,,Eastern Michigan,76,W,38,17,21,20,36,55.6,222,2,0,39,239,6.1,3,4,2.0,1,1,5,34,53,64.2,337,2,22,49,2.2,0,0,2,2,2
Liberty,67,2019-09-07,2,@,Louisiana,126,L,14,35,-21,22,39,56.4,219,1,1,28,142,5.1,1,6,2.0,0,1,2,16,25,64.0,186,2,46,407,8.8,3,1,1,2,5
Louisiana,126,2019-09-07,2,,Liberty,67,W,35,14,21,16,25,64.0,186,2,1,46,407,8.8,3,4,3.0,1,2,5,22,39,56.4,219,1,28,142,5.1,1,0,1,1,2
Louisiana Tech,54,2019-09-07,2,,Grambling,251,W,20,14,6,17,25,68.0,220,1,0,41,170,4.1,1,5,3.0,0,0,2,26,40,65.0,239,1,51,216,4.2,1,1,0,1,2
UL Monroe,130,2019-09-07,2,@,Florida St.,16,L,44,45,-1,23,38,60.5,241,2,0,41,178,4.3,3,9,2.0,1,1,6,30,40,75.0,282,3,50,219,4.4,3,1,2,3,6
Louisville,18,2019-09-07,2,,Eastern Kentucky,203,W,42,0,42,13,20,65.0,220,4,1,38,322,8.5,2,10,5.0,0,1,6,9,16,56.3,42,0,43,130,3.0,0,0,0,0,0
LSU,113,2019-09-07,2,@,Texas,48,W,45,38,7,31,39,79.5,471,1,1,29,102,3.5,0,7,5.0,0,1,1,32,48,66.7,409,4,37,121,3.3,0,0,0,0,4
Maryland,30,2019-09-07,2,,Syracuse,23,W,63,20,43,21,38,55.3,296,3,1,45,354,7.9,6,5,4.0,0,1,9,28,41,68.3,330,3,29,70,2.4,0,1,1,2,3
Massachusetts,68,2019-09-07,2,,Southern Illinois,189,L,20,45,-25,15,27,55.6,198,1,2,47,123,2.6,2,9,1.0,0,2,3,19,26,73.1,265,4,44,237,5.4,2,1,0,1,6
Memphis,6,2019-09-07,2,,Southern,255,W,55,24,31,23,28,82.1,398,2,0,42,177,4.2,4,7,2.0,1,1,7,8,19,42.1,90,1,39,168,4.3,1,0,0,0,3
Miami (FL),19,2019-09-07,2,@,North Carolina,21,L,25,28,-3,30,39,76.9,309,2,0,37,179,4.8,1,10,4.0,0,0,3,17,25,68.0,292,2,36,97,2.7,1,0,0,0,3
Miami (OH),78,2019-09-07,2,,Tennessee Tech,208,W,48,17,31,11,18,61.1,159,0,0,40,190,4.8,5,11,1.0,1,1,6,23,34,67.6,208,2,36,74,2.1,0,1,2,3,2
Michigan,31,2019-09-07,2,,Army,65,W,24,21,3,20,31,64.5,232,0,0,45,108,2.4,3,2,1.0,3,3,3,2,5,40.0,43,0,61,200,3.3,3,2,1,3,3
Michigan St.,32,2019-09-07,2,,Western Michigan,82,W,51,17,34,24,33,72.7,331,3,1,34,251,7.4,3,6,3.0,1,2,6,27,41,65.9,285,2,27,67,2.5,0,1,2,3,2
Middle Tennessee,56,2019-09-07,2,,Tennessee State,207,W,45,26,19,22,30,73.3,367,4,1,28,237,8.5,2,7,,1,2,6,21,33,63.6,259,2,42,207,4.9,2,0,2,2,4
Minnesota,33,2019-09-07,2,@,Fresno St.,86,W,38,35,3,16,23,69.6,234,2,0,52,146,2.8,3,5,4.0,3,3,5,24,35,68.6,288,3,27,57,2.1,1,0,2,2,4
Mississippi St.,114,2019-09-07,2,,Southern Miss,60,W,38,15,23,16,21,76.2,176,2,0,41,210,5.1,3,5,2.0,0,0,5,18,26,69.2,234,2,27,110,4.1,0,1,2,3,2
Missouri,115,2019-09-07,2,,West Virginia,50,W,38,7,31,17,28,60.7,150,3,0,50,232,4.6,1,15,3.0,0,0,5,16,27,59.3,141,1,32,30,0.9,0,0,3,3,1
Nebraska,34,2019-09-07,2,@,Colorado,98,L,31,34,-3,16,26,61.5,290,2,1,46,179,3.9,2,10,3.0,2,3,4,28,41,68.3,375,2,37,89,2.4,2,1,1,2,4
Nevada,88,2019-09-07,2,@,Oregon,99,L,6,77,-71,16,28,57.1,109,0,2,40,83,2.1,0,7,1.0,2,4,0,27,35,77.1,402,7,39,221,5.7,3,1,0,1,11
New Mexico State,69,2019-09-07,2,@,Alabama,107,L,10,62,-52,21,36,58.3,161,1,1,33,101,3.1,0,3,,2,3,1,21,33,63.6,285,4,32,318,9.9,4,0,0,0,8
North Carolina,21,2019-09-07,2,,Miami (FL),19,W,28,25,3,17,25,68.0,292,2,0,36,97,2.7,1,8,4.0,0,0,3,30,39,76.9,309,2,37,179,4.8,1,0,0,0,3
NC State,20,2019-09-07,2,,Western Carolina,234,W,41,0,41,22,33,66.7,231,1,0,53,309,5.8,4,4,4.0,0,0,5,15,27,55.6,98,0,19,8,0.4,0,1,0,1,0
North Texas,57,2019-09-07,2,@,SMU,8,L,27,49,-22,22,38,57.9,185,2,1,42,211,5.0,1,6,1.0,0,1,3,21,31,67.7,292,3,39,211,5.4,4,1,0,1,7
Northern Illinois,79,2019-09-07,2,@,Utah,104,L,17,35,-18,21,31,67.7,235,1,1,25,67,2.7,1,6,,0,1,2,14,19,73.7,214,1,37,193,5.2,4,0,0,0,5
Ohio,80,2019-09-07,2,@,Pittsburgh,22,L,10,20,-10,15,27,55.6,177,0,0,29,35,1.2,1,6,1.0,0,0,1,26,37,70.3,321,1,37,160,4.3,1,0,0,0,2
Ohio St.,36,2019-09-07,2,,Cincinnati,2,W,42,0,42,22,27,81.5,238,2,0,46,270,5.9,4,7,5.0,0,0,6,13,23,56.5,166,0,34,107,3.1,0,1,1,2,0
Oklahoma,45,2019-09-07,2,,South Dakota,187,W,70,14,56,24,30,80.0,423,6,0,39,310,7.9,3,8,2.0,0,0,10,29,38,76.3,269,2,25,79,3.2,0,1,2,3,2
Oklahoma St.,46,2019-09-07,2,,McNeese State,241,W,56,14,42,23,32,71.9,413,5,0,44,167,3.8,2,6,2.0,2,2,8,12,25,48.0,157,1,47,161,3.4,0,0,2,2,2
Old Dominion,58,2019-09-07,2,@,Virginia Tech,25,L,17,31,-14,16,30,53.3,122,0,0,42,203,4.8,2,7,1.0,0,0,2,16,28,57.1,272,2,39,131,3.4,2,2,0,2,4
Ole Miss,116,2019-09-07,2,,Arkansas,108,W,31,17,14,16,24,66.7,246,2,0,53,237,4.5,2,10,3.0,2,2,4,25,41,61.0,300,1,26,61,2.3,0,1,0,1,2
Oregon,99,2019-09-07,2,,Nevada,88,W,77,6,71,27,35,77.1,402,7,0,39,221,5.7,3,13,5.0,1,1,11,16,28,57.1,109,0,40,83,2.1,0,2,2,4,0
Oregon St.,100,2019-09-07,2,@,Hawaii,87,L,28,31,-3,15,33,45.5,169,1,0,43,263,6.1,3,5,3.0,0,0,4,30,52,57.7,421,4,25,67,2.7,0,1,1,2,4
Penn State,37,2019-09-07,2,,Buffalo,74,W,45,13,32,16,22,72.7,279,4,0,24,78,3.3,1,10,1.0,1,1,6,16,32,50.0,245,1,58,184,3.2,0,1,1,2,1
Pittsburgh,22,2019-09-07,2,,Ohio,80,W,20,10,10,26,37,70.3,321,1,0,37,160,4.3,1,10,6.0,0,0,2,15,27,55.6,177,0,29,35,1.2,1,0,0,0,1
Purdue,38,2019-09-07,2,,Vanderbilt,120,W,42,24,18,34,52,65.4,509,5,1,17,34,2.0,1,5,3.0,0,1,6,31,48,64.6,420,2,27,71,2.6,1,0,1,1,3
Rutgers,39,2019-09-07,2,@,Iowa,29,L,0,30,-30,9,26,34.6,41,0,2,23,84,3.7,0,6,1.0,1,3,0,19,34,55.9,244,3,39,194,5.0,0,0,0,0,3
San Diego St.,90,2019-09-07,2,@,UCLA,102,W,23,14,9,23,31,74.2,293,1,0,47,80,1.7,1,10,3.0,0,0,2,24,35,68.6,199,1,32,62,1.9,1,2,0,2,2
San Jose St.,91,2019-09-07,2,,Tulsa,12,L,16,34,-18,21,37,56.8,233,1,0,31,115,3.7,1,5,,1,1,2,21,28,75.0,283,1,54,256,4.7,3,0,0,0,4
SMU,8,2019-09-07,2,,North Texas,57,W,49,27,22,21,31,67.7,292,3,0,39,211,5.4,4,7,5.0,1,1,7,22,38,57.9,185,2,42,211,5.0,1,0,1,1,3
South Alabama,127,2019-09-07,2,,Jackson State,252,W,37,14,23,12,19,63.2,125,1,2,60,413,6.9,4,7,1.0,1,3,5,15,26,57.7,123,1,30,142,4.7,1,1,1,2,2
South Carolina,117,2019-09-07,2,,Charleston Southern,145,W,72,10,62,25,31,80.6,282,2,1,38,493,13.0,8,8,1.0,1,2,10,26,46,56.5,195,1,24,72,3.0,0,0,3,3,1
South Florida,9,2019-09-07,2,@,Georgia Tech,17,L,10,14,-4,16,25,64.0,169,1,0,30,93,3.1,0,13,2.0,2,2,1,14,21,66.7,76,0,49,181,3.7,2,1,1,2,2
Southern Miss,60,2019-09-07,2,@,Mississippi St.,114,L,15,38,-23,18,26,69.2,234,2,2,27,110,4.1,0,6,3.0,1,3,2,16,21,76.2,176,2,41,210,5.1,3,0,0,0,5
Stanford,101,2019-09-07,2,@,USC,103,L,20,45,-25,22,36,61.1,237,1,1,30,98,3.3,1,5,1.0,0,1,2,28,33,84.8,377,3,28,115,4.1,3,1,0,1,6
Syracuse,23,2019-09-07,2,@,Maryland,30,L,20,63,-43,28,41,68.3,330,3,1,29,70,2.4,0,5,1.0,1,2,3,21,38,55.3,296,3,45,354,7.9,6,0,1,1,9
Tennessee,118,2019-09-07,2,,BYU,66,L,26,29,-3,17,28,60.7,176,2,1,49,242,4.9,0,6,4.0,0,1,2,19,30,63.3,232,1,30,107,3.6,2,0,0,0,3
Texas,48,2019-09-07,2,,LSU,113,L,38,45,-7,32,48,66.7,409,4,0,37,121,3.3,0,6,4.0,0,0,4,31,39,79.5,471,1,29,102,3.5,0,0,1,1,1
Texas A&M,119,2019-09-07,2,@,Clemson,14,L,10,24,-14,24,42,57.1,236,1,1,27,53,2.0,0,6,2.0,1,2,1,24,35,68.6,268,1,33,121,3.7,2,0,1,1,3
Texas St.,128,2019-09-07,2,,Wyoming,94,L,14,23,-9,33,54,61.1,394,1,2,22,50,2.3,1,4,1.0,1,3,2,8,18,44.4,103,0,49,190,3.9,1,0,1,1,2
Texas Tech,49,2019-09-07,2,,UTEP,62,W,38,3,35,31,47,66.0,264,3,1,29,149,5.1,2,7,3.0,0,1,5,7,19,36.8,54,0,38,77,2.0,0,0,0,0,0
Tulane,11,2019-09-07,2,@,Auburn,109,L,6,24,-18,10,34,29.4,103,0,1,30,120,4.0,0,5,,0,1,0,19,37,51.4,207,1,45,172,3.8,2,2,0,2,3
Tulsa,12,2019-09-07,2,@,San Jose St.,91,W,34,16,18,21,28,75.0,283,1,0,54,256,4.7,3,7,1.0,0,0,4,21,37,56.8,233,1,31,115,3.7,1,1,0,1,2
UAB,61,2019-09-07,2,@,Akron,71,W,31,20,11,15,24,62.5,319,4,1,34,83,2.4,0,13,5.0,0,1,4,25,44,56.8,359,2,29,34,1.2,1,2,0,2,3
Central Florida,1,2019-09-07,2,@,Florida Atlantic,52,W,48,14,34,8,20,40.0,262,2,0,47,312,6.6,5,16,5.0,0,0,7,18,40,45.0,177,0,47,137,2.9,1,0,1,1,1
UCLA,102,2019-09-07,2,,San Diego St.,90,L,14,23,-9,24,35,68.6,199,1,0,32,62,1.9,1,10,2.0,2,2,2,23,31,74.2,293,1,47,80,1.7,1,0,0,0,2
UNLV,92,2019-09-07,2,,Arkansas St.,122,L,17,43,-26,11,26,42.3,112,1,1,42,188,4.5,1,4,,0,1,2,22,37,59.5,284,2,43,214,5.0,2,0,0,0,5
USC,103,2019-09-07,2,,Stanford,101,W,45,20,25,28,33,84.8,377,3,0,28,115,4.1,3,10,3.0,1,1,6,22,36,61.1,237,1,30,98,3.3,1,0,1,1,2
Utah,104,2019-09-07,2,,Northern Illinois,79,W,35,17,18,14,19,73.7,214,1,0,37,193,5.2,4,6,4.0,0,0,5,21,31,67.7,235,1,25,67,2.7,1,0,1,1,2
Utah St.,93,2019-09-07,2,,Stony Brook,160,W,62,7,55,35,45,77.8,392,3,0,42,325,7.7,4,1,,1,1,8,19,42,45.2,155,1,31,108,3.5,0,0,1,1,1
UTEP,62,2019-09-07,2,@,Texas Tech,49,L,3,38,-35,7,19,36.8,54,0,0,38,77,2.0,0,3,1.0,0,0,0,31,47,66.0,264,3,29,149,5.1,2,0,1,1,5
UTSA,63,2019-09-07,2,@,Baylor,41,L,14,63,-49,17,30,56.7,102,0,0,36,164,4.6,2,5,1.0,1,1,2,16,23,69.6,178,3,39,368,9.4,5,0,0,0,9
Vanderbilt,120,2019-09-07,2,@,Purdue,38,L,24,42,-18,31,48,64.6,420,2,1,27,71,2.6,1,6,,0,1,3,34,52,65.4,509,5,17,34,2.0,1,0,1,1,6
Virginia Tech,25,2019-09-07,2,,Old Dominion,58,W,31,17,14,16,28,57.1,272,2,0,39,131,3.4,2,9,5.0,2,2,4,16,30,53.3,122,0,42,203,4.8,2,0,0,0,2
Washington,105,2019-09-07,2,,California,97,L,19,20,-1,18,30,60.0,162,0,1,46,186,4.0,1,4,3.0,1,2,1,11,18,61.1,111,0,38,192,5.1,2,0,0,0,2
Washington St.,106,2019-09-07,2,,Northern Colorado,138,W,59,17,42,33,42,78.6,481,5,1,15,113,7.5,3,9,1.0,0,1,8,9,16,56.3,139,0,54,216,4.0,2,4,0,4,2
West Virginia,50,2019-09-07,2,@,Missouri,115,L,7,38,-31,16,27,59.3,141,1,3,32,30,0.9,0,9,2.0,0,3,1,17,28,60.7,150,3,50,232,4.6,1,0,0,0,5
Western Kentucky,64,2019-09-07,2,@,Florida Intl,53,W,20,14,6,19,33,57.6,241,1,2,35,98,2.8,1,9,1.0,0,2,2,5,18,27.8,66,0,46,151,3.3,1,0,0,0,2
Western Michigan,82,2019-09-07,2,@,Michigan St.,32,L,17,51,-34,27,41,65.9,285,2,2,27,67,2.5,0,3,,1,3,2,24,33,72.7,331,3,34,251,7.4,3,1,1,2,6
Wisconsin,40,2019-09-07,2,,Central Michigan,75,W,61,0,61,31,39,79.5,400,3,0,43,199,4.6,5,5,1.0,1,1,8,9,24,37.5,43,0,20,32,1.6,0,0,1,1,0
Wyoming,94,2019-09-07,2,@,Texas St.,128,W,23,14,9,8,18,44.4,103,0,1,49,190,3.9,1,8,5.0,0,1,2,33,54,61.1,394,1,22,50,2.3,1,1,2,3,2
Boston College,13,2019-09-13,3,,Kansas,43,L,24,48,-24,21,41,51.2,219,2,0,47,228,4.9,1,6,,0,0,3,20,27,74.1,238,3,45,329,7.3,3,0,1,1,6
Houston,5,2019-09-13,3,N,Washington St.,106,L,24,31,-7,13,24,54.2,128,1,0,39,239,6.1,2,4,2.0,2,2,3,36,48,75.0,440,3,19,49,2.6,1,0,1,1,4
Kansas,43,2019-09-13,3,@,Boston College,13,W,48,24,24,20,27,74.1,238,3,1,45,329,7.3,3,4,1.0,0,1,6,21,41,51.2,219,2,47,228,4.9,1,0,0,0,3
North Carolina,21,2019-09-13,3,@,Wake Forest,26,L,18,24,-6,18,30,60.0,189,2,0,37,144,3.9,0,5,1.0,1,1,2,14,26,53.8,214,1,48,222,4.6,2,0,1,1,3
Wake Forest,26,2019-09-13,3,,North Carolina,21,W,24,18,6,14,26,53.8,214,1,1,48,222,4.6,2,8,6.0,0,1,3,18,30,60.0,189,2,37,144,3.9,0,1,0,1,2
Washington St.,106,2019-09-13,3,N,Houston,5,W,31,24,7,36,48,75.0,440,3,1,19,49,2.6,1,4,2.0,0,1,4,13,24,54.2,128,1,39,239,6.1,2,2,0,2,3
Air Force,83,2019-09-14,2,@,Colorado,98,W,30,23,7,7,12,58.3,155,2,1,52,289,5.6,2,4,2.0,2,3,4,26,43,60.5,220,2,32,105,3.3,1,0,1,1,3
Akron,71,2019-09-14,3,@,Central Michigan,75,L,24,45,-21,29,47,61.7,282,3,1,29,47,1.6,0,3,,1,2,3,21,32,65.6,344,2,34,189,5.6,3,1,0,1,5
Alabama,107,2019-09-14,3,@,South Carolina,117,W,47,23,24,31,39,79.5,495,5,0,25,76,3.0,1,7,3.0,0,0,6,36,57,63.2,324,2,29,135,4.7,0,1,1,2,2
Arizona,95,2019-09-14,3,,Texas Tech,49,W,28,14,14,14,23,60.9,185,1,2,61,314,5.1,3,5,,1,3,4,30,55,54.5,311,1,25,104,4.2,1,0,2,2,2
Arizona St.,96,2019-09-14,3,@,Michigan St.,32,W,10,7,3,15,26,57.7,140,0,0,26,76,2.9,1,4,1.0,0,0,1,24,39,61.5,291,0,35,113,3.2,1,1,0,1,1
Arkansas,108,2019-09-14,3,,Colorado St.,85,W,55,34,21,20,35,57.1,305,3,0,35,215,6.1,3,8,3.0,1,1,7,20,33,60.6,205,2,38,220,5.8,2,2,0,2,4
Arkansas St.,122,2019-09-14,3,@,Georgia,111,L,0,55,-55,23,40,57.5,177,0,1,28,43,1.5,0,1,,0,1,0,26,33,78.8,388,3,33,268,8.1,4,0,0,0,7
Army,65,2019-09-14,3,@,UTSA,63,W,31,13,18,2,2,100.0,18,0,0,55,340,6.2,4,9,5.0,2,2,4,24,33,72.7,209,0,27,51,1.9,2,2,1,3,2
Auburn,109,2019-09-14,3,,Kent State,77,W,55,16,39,13,17,76.5,166,1,0,62,467,7.5,6,11,5.0,0,0,7,18,36,50.0,229,2,32,92,2.9,0,0,0,0,2
