School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Total Plays,Total Yards,Total Yards Avg,Total TD,Total Points,Point Diff
Arizona St.,96,2005-09-01,1,,Temple,10,W,19,31,61.3,259,5,44,300,6.8,4,75,559,7.5,9,63,47
Buffalo,74,2005-09-01,1,@,Connecticut,3,L,10,21,47.6,60,0,28,65,2.3,0,49,125,2.6,0,0,-38
Cincinnati,2,2005-09-01,1,,Eastern Michigan,76,W,17,26,65.4,176,2,55,293,5.3,2,81,469,5.8,4,28,2
Connecticut,3,2005-09-01,1,,Buffalo,74,W,14,21,66.7,132,3,55,290,5.3,2,76,422,5.6,5,38,38
Eastern Michigan,76,2005-09-01,1,@,Cincinnati,2,L,22,33,66.7,167,1,31,149,4.8,2,64,316,4.9,3,26,-2
Houston,5,2005-09-01,1,,Oregon,99,L,24,43,55.8,312,2,26,100,3.8,1,69,412,6.0,3,24,-14
Idaho,133,2005-09-01,1,@,Washington St.,106,L,19,32,59.4,180,2,41,86,2.1,1,73,266,3.6,3,26,-12
UL Monroe,130,2005-09-01,1,,Northwestern State,243,L,25,41,61.0,283,1,36,128,3.6,1,77,411,5.3,3,23,-4
Marshall,55,2005-09-01,1,,William & Mary,163,W,26,40,65.0,313,3,31,67,2.2,1,71,380,5.4,5,36,12
Minnesota,33,2005-09-01,1,@,Tulsa,12,W,14,25,56.0,235,1,44,301,6.8,4,69,536,7.8,5,41,31
Oregon,99,2005-09-01,1,@,Houston,5,W,30,49,61.2,348,2,36,206,5.7,1,85,554,6.5,3,38,14
South Carolina,117,2005-09-01,1,,Central Florida,1,W,18,23,78.3,330,3,28,32,1.1,0,51,362,7.1,3,24,9
Temple,10,2005-09-01,1,@,Arizona St.,96,L,18,37,48.6,203,1,35,62,1.8,1,72,265,3.7,2,16,-47
Toledo,81,2005-09-01,1,,Western Illinois,190,W,16,26,61.5,191,2,37,210,5.7,3,63,401,6.4,8,62,48
Tulsa,12,2005-09-01,1,,Minnesota,33,L,27,41,65.9,218,1,35,135,3.9,0,76,353,4.6,1,10,-31
Central Florida,1,2005-09-01,1,@,South Carolina,117,L,27,39,69.2,258,1,41,83,2.0,0,80,341,4.3,1,15,-9
Vanderbilt,120,2005-09-01,1,@,Wake Forest,26,W,25,36,69.4,276,1,30,146,4.9,2,66,422,6.4,3,24,4
Wake Forest,26,2005-09-01,1,,Vanderbilt,120,L,15,26,57.7,198,0,51,274,5.4,2,77,472,6.1,2,20,-4
Washington St.,106,2005-09-01,1,,Idaho,133,W,17,29,58.6,230,3,35,206,5.9,2,64,436,6.8,5,38,12
Arizona,95,2005-09-02,1,@,Utah,104,L,24,42,57.1,287,2,33,104,3.2,1,75,391,5.2,3,24,-3
Central Michigan,75,2005-09-02,1,,Indiana,28,L,18,36,50.0,216,0,32,167,5.2,1,68,383,5.6,1,13,-7
Indiana,28,2005-09-02,1,@,Central Michigan,75,W,17,35,48.6,276,3,45,109,2.4,0,80,385,4.8,3,20,7
Utah,104,2005-09-02,1,,Arizona,95,W,19,31,61.3,220,1,38,226,5.9,1,69,446,6.5,3,27,3
Air Force,83,2005-09-03,1,@,Washington,105,W,13,22,59.1,207,1,52,218,4.2,1,74,425,5.7,2,20,3
Alabama,107,2005-09-03,1,,Middle Tennessee,56,W,17,25,68.0,212,1,37,133,3.6,2,62,345,5.6,3,26,19
Arkansas,108,2005-09-03,1,,Missouri State,184,W,13,25,52.0,108,1,51,483,9.5,5,76,591,7.8,7,49,32
Arkansas St.,122,2005-09-03,1,@,Missouri,115,L,19,38,50.0,206,1,29,117,4.0,1,67,323,4.8,2,17,-27
Auburn,109,2005-09-03,1,,Georgia Tech,17,L,22,44,50.0,342,2,23,50,2.2,0,67,392,5.9,2,14,-9
Ball St.,72,2005-09-03,1,@,Iowa,29,L,11,23,47.8,93,0,34,51,1.5,0,57,144,2.5,0,0,-56
Baylor,41,2005-09-03,1,@,SMU,8,W,23,40,57.5,198,0,45,215,4.8,3,85,413,4.9,3,28,5
Boise St.,84,2005-09-03,1,@,Georgia,111,L,13,25,52.0,123,0,35,169,4.8,2,60,292,4.9,2,13,-35
Boston College,13,2005-09-03,1,@,BYU,66,W,27,35,77.1,232,2,31,133,4.3,0,66,365,5.5,2,20,17
Bowling Green,73,2005-09-03,1,@,Wisconsin,40,L,30,52,57.7,458,5,29,73,2.5,1,81,531,6.6,6,42,-14
BYU,66,2005-09-03,1,,Boston College,13,L,41,60,68.3,330,0,16,8,0.5,0,76,338,4.4,0,3,-17
California,97,2005-09-03,1,,Sacramento State,140,W,10,28,35.7,183,2,41,212,5.2,2,69,395,5.7,5,41,38
Clemson,14,2005-09-03,1,,Texas A&M,119,W,16,24,66.7,213,0,51,183,3.6,0,75,396,5.3,1,25,1
Colorado,98,2005-09-03,1,,Colorado St.,85,W,22,33,66.7,283,0,29,113,3.9,3,62,396,6.4,3,31,3
Colorado St.,85,2005-09-03,1,@,Colorado,98,L,28,43,65.1,291,3,34,95,2.8,1,77,386,5.0,4,28,-3
Duke,15,2005-09-03,1,@,East Carolina,4,L,15,30,50.0,139,0,43,162,3.8,2,73,301,4.1,3,21,-3
East Carolina,4,2005-09-03,1,,Duke,15,W,17,21,81.0,235,1,36,103,2.9,2,57,338,5.9,3,24,3
Florida,110,2005-09-03,1,,Wyoming,94,W,26,34,76.5,320,3,36,91,2.5,1,70,411,5.9,4,32,18
Florida Atlantic,52,2005-09-03,1,@,Kansas,43,L,20,28,71.4,299,3,37,70,1.9,0,65,369,5.7,3,19,-11
Florida Intl,53,2005-09-03,1,@,Kansas St.,44,L,17,34,50.0,154,1,26,82,3.2,1,60,236,3.9,3,21,-14
Georgia,111,2005-09-03,1,,Boise St.,84,W,22,33,66.7,394,5,33,180,5.5,1,66,574,8.7,6,48,35
Georgia Tech,17,2005-09-03,1,@,Auburn,109,W,17,36,47.2,174,1,39,139,3.6,1,75,313,4.2,2,23,9
Hawaii,87,2005-09-03,1,,USC,103,L,33,49,67.3,377,2,21,60,2.9,0,70,437,6.2,2,17,-46
Illinois,27,2005-09-03,1,,Rutgers,39,W,24,34,70.6,233,3,48,204,4.3,1,82,437,5.3,4,33,3
Iowa,29,2005-09-03,1,,Ball St.,72,W,19,20,95.0,200,2,47,241,5.1,5,67,441,6.6,8,56,56
Iowa St.,42,2005-09-03,1,,Illinois State,182,W,30,41,73.2,314,1,41,92,2.2,3,82,406,5.0,4,32,11
Kansas,43,2005-09-03,1,,Florida Atlantic,52,W,16,35,45.7,177,1,37,201,5.4,2,72,378,5.3,3,30,11
Kansas St.,44,2005-09-03,1,,Florida Intl,53,W,19,31,61.3,161,2,42,246,5.9,2,73,407,5.6,4,35,14
Kent State,77,2005-09-03,1,@,Michigan St.,32,L,32,55,58.2,301,2,15,14,0.9,0,70,315,4.5,2,14,-35
Louisiana,126,2005-09-03,1,@,Texas,48,L,16,33,48.5,166,0,34,72,2.1,0,67,238,3.6,0,3,-57
Maryland,30,2005-09-03,1,N,Navy,7,W,19,30,63.3,217,1,40,210,5.3,1,70,427,6.1,2,23,3
Miami (OH),78,2005-09-03,1,@,Ohio St.,36,L,24,44,54.5,250,1,30,48,1.6,1,74,298,4.0,2,14,-20
Michigan,31,2005-09-03,1,,Northern Illinois,79,W,21,33,63.6,239,2,48,208,4.3,2,81,447,5.5,4,33,16
Michigan St.,32,2005-09-03,1,,Kent State,77,W,27,35,77.1,331,2,55,354,6.4,5,90,685,7.6,7,49,35
Middle Tennessee,56,2005-09-03,1,@,Alabama,107,L,13,20,65.0,123,1,25,34,1.4,0,45,157,3.5,1,7,-19
Mississippi St.,114,2005-09-03,1,,Murray State,205,W,17,27,63.0,233,4,44,249,5.7,1,71,482,6.8,5,38,32
Missouri,115,2005-09-03,1,,Arkansas St.,122,W,33,48,68.8,340,4,41,317,7.7,2,89,657,7.4,6,44,27
Navy,7,2005-09-03,1,N,Maryland,30,L,5,12,41.7,97,0,49,246,5.0,3,61,343,5.6,3,20,-3
Nebraska,34,2005-09-03,1,,Maine,156,W,15,36,41.7,192,0,42,121,2.9,1,78,313,4.0,2,25,18
New Mexico State,69,2005-09-03,1,,UTEP,62,L,38,62,61.3,347,2,24,-17,-0.7,0,86,330,3.8,2,17,-17
Northern Illinois,79,2005-09-03,1,@,Michigan,31,L,17,25,68.0,200,0,32,211,6.6,2,57,411,7.2,2,17,-16
Northwestern,35,2005-09-03,1,,Ohio,80,W,28,40,70.0,356,2,47,194,4.1,3,87,550,6.3,5,38,24
Notre Dame,70,2005-09-03,1,@,Pittsburgh,22,W,18,27,66.7,227,2,50,275,5.5,4,77,502,6.5,6,42,21
Ohio,80,2005-09-03,1,@,Northwestern,35,L,12,28,42.9,177,0,23,62,2.7,1,51,239,4.7,2,14,-24
Ohio St.,36,2005-09-03,1,,Miami (OH),78,W,22,30,73.3,222,2,36,160,4.4,1,66,382,5.8,4,34,20
Oklahoma,45,2005-09-03,1,,TCU,47,L,13,31,41.9,128,0,36,97,2.7,1,67,225,3.4,1,10,-7
Oklahoma St.,46,2005-09-03,1,,Montana State,136,W,11,23,47.8,134,1,41,244,6.0,1,64,378,5.9,2,15,5
Oregon St.,100,2005-09-03,1,,Portland State,139,W,28,46,60.9,402,4,26,77,3.0,1,72,479,6.7,5,41,27
Penn State,37,2005-09-03,1,,South Florida,9,W,9,15,60.0,90,0,39,264,6.8,2,54,354,6.6,3,23,10
Pittsburgh,22,2005-09-03,1,,Notre Dame,70,L,20,35,57.1,220,1,31,103,3.3,1,66,323,4.9,2,21,-21
Rutgers,39,2005-09-03,1,@,Illinois,27,L,27,44,61.4,342,2,27,175,6.5,1,71,517,7.3,3,30,-3
San Diego St.,90,2005-09-03,1,,UCLA,102,L,24,35,68.6,246,1,46,156,3.4,2,81,402,5.0,3,21,-23
San Jose St.,91,2005-09-03,1,,Eastern Washington,132,W,21,36,58.3,290,2,45,253,5.6,2,81,543,6.7,5,35,11
SMU,8,2005-09-03,1,,Baylor,41,L,9,26,34.6,106,1,36,170,4.7,2,62,276,4.5,3,23,-5
South Florida,9,2005-09-03,1,@,Penn State,37,L,21,39,53.8,200,2,36,97,2.7,0,75,297,4.0,2,13,-10
Tennessee,118,2005-09-03,1,,UAB,61,W,22,38,57.9,274,2,35,138,3.9,0,73,412,5.6,2,17,7
Texas,48,2005-09-03,1,,Louisiana,126,W,13,17,76.5,173,3,52,418,8.0,6,69,591,8.6,9,60,57
Texas A&M,119,2005-09-03,1,@,Clemson,14,L,8,17,47.1,110,1,33,248,7.5,2,50,358,7.2,3,24,-1
TCU,47,2005-09-03,1,@,Oklahoma,45,W,24,45,53.3,226,1,35,58,1.7,1,80,284,3.6,2,17,7
Troy,129,2005-09-03,1,,Cal Poly,131,W,14,31,45.2,213,1,43,65,1.5,2,74,278,3.8,3,27,17
UAB,61,2005-09-03,1,@,Tennessee,118,L,27,38,71.1,282,1,23,53,2.3,0,61,335,5.5,1,10,-7
UCLA,102,2005-09-03,1,@,San Diego St.,90,W,12,18,66.7,158,0,35,191,5.5,4,53,349,6.6,5,44,23
USC,103,2005-09-03,1,@,Hawaii,87,W,20,29,69.0,341,4,33,177,5.4,3,62,518,8.4,9,63,46
UTEP,62,2005-09-03,1,@,New Mexico State,69,W,17,33,51.5,204,3,35,97,2.8,1,68,301,4.4,4,34,17
Virginia,24,2005-09-03,1,,Western Michigan,82,W,17,25,68.0,252,1,41,188,4.6,3,66,440,6.7,4,31,12
Washington,105,2005-09-03,1,,Air Force,83,L,19,27,70.4,242,1,34,129,3.8,1,61,371,6.1,2,17,-3
Western Michigan,82,2005-09-03,1,@,Virginia,24,L,33,49,67.3,271,0,37,86,2.3,0,86,357,4.2,1,19,-12
Wisconsin,40,2005-09-03,1,,Bowling Green,73,W,8,10,80.0,116,1,63,388,6.2,7,73,504,6.9,8,56,14
Wyoming,94,2005-09-03,1,@,Florida,110,L,14,32,43.8,150,1,27,72,2.7,1,59,222,3.8,2,14,-18
Kentucky,112,2005-09-04,1,,Louisville,18,L,17,27,63.0,278,2,27,47,1.7,1,54,325,6.0,3,24,-7
Louisville,18,2005-09-04,1,@,Kentucky,112,W,19,27,70.4,179,0,46,209,4.5,4,73,388,5.3,4,31,7
NC State,20,2005-09-04,1,,Virginia Tech,25,L,27,44,61.4,311,0,29,127,4.4,1,73,438,6.0,1,16,-4
Syracuse,23,2005-09-04,1,,West Virginia,50,L,15,31,48.4,85,0,26,18,0.7,1,57,103,1.8,1,7,-8
Virginia Tech,25,2005-09-04,1,@,NC State,20,W,10,21,47.6,108,1,41,124,3.0,1,62,232,3.7,2,20,4
West Virginia,50,2005-09-04,1,@,Syracuse,23,W,17,27,63.0,167,0,45,172,3.8,0,72,339,4.7,1,15,8
Florida St.,16,2005-09-05,1,,Miami (FL),19,W,8,26,30.8,74,0,33,96,2.9,1,59,170,2.9,1,10,3
Memphis,6,2005-09-05,1,,Ole Miss,116,L,16,29,55.2,149,0,38,119,3.1,0,67,268,4.0,0,6,-4
Miami (FL),19,2005-09-05,1,@,Florida St.,16,L,16,28,57.1,232,1,44,81,1.8,0,72,313,4.3,1,7,-3
New Mexico,89,2005-09-05,1,,UNLV,92,W,20,29,69.0,288,2,39,87,2.2,1,68,375,5.5,3,24,2
Ole Miss,116,2005-09-05,1,@,Memphis,6,W,15,31,48.4,207,0,36,55,1.5,1,67,262,3.9,1,10,4
UNLV,92,2005-09-05,1,@,New Mexico,89,L,19,31,61.3,255,2,29,108,3.7,1,60,363,6.1,3,22,-2
Florida Atlantic,52,2005-09-08,2,,Oklahoma St.,46,L,7,16,43.8,91,0,41,129,3.1,0,57,220,3.9,0,3,-20
Oklahoma St.,46,2005-09-08,2,@,Florida Atlantic,52,W,11,22,50.0,98,0,49,194,4.0,2,71,292,4.1,2,23,20
Nevada,88,2005-09-09,1,,Washington St.,106,L,23,42,54.8,257,1,35,125,3.6,2,77,382,5.0,3,21,-34
Ohio,80,2005-09-09,2,,Pittsburgh,22,W,14,24,58.3,114,0,35,94,2.7,0,59,208,3.5,2,16,6
Pittsburgh,22,2005-09-09,2,@,Ohio,80,L,13,26,50.0,120,0,41,148,3.6,0,67,268,4.0,1,10,-6
Washington St.,106,2005-09-09,2,@,Nevada,88,W,19,32,59.4,287,4,43,247,5.7,1,75,534,7.1,7,55,34
Air Force,83,2005-09-10,2,,San Diego St.,90,W,10,12,83.3,231,1,67,272,4.1,5,79,503,6.4,6,41,12
Akron,71,2005-09-10,1,@,Purdue,38,L,26,46,56.5,362,3,21,23,1.1,0,67,385,5.7,3,24,-25
Alabama,107,2005-09-10,2,,Southern Miss,60,W,21,37,56.8,330,2,43,140,3.3,2,80,470,5.9,4,30,9
Arizona,95,2005-09-10,2,,Northern Arizona,137,W,19,31,61.3,255,2,44,187,4.3,2,75,442,5.9,4,31,19
Arizona St.,96,2005-09-10,2,,LSU,113,L,35,56,62.5,461,4,25,99,4.0,0,81,560,6.9,4,31,-4
Arkansas,108,2005-09-10,2,,Vanderbilt,120,L,17,30,56.7,204,2,43,194,4.5,1,73,398,5.5,3,24,-4
Arkansas St.,122,2005-09-10,2,,Tennessee-Martin,209,W,10,16,62.5,145,3,35,279,8.0,4,51,424,8.3,8,56,49
Army,65,2005-09-10,1,@,Boston College,13,L,17,32,53.1,154,1,35,96,2.7,0,67,250,3.7,1,7,-37
Auburn,109,2005-09-10,2,,Mississippi St.,114,W,12,18,66.7,202,2,41,118,2.9,1,59,320,5.4,4,28,28
Ball St.,72,2005-09-10,2,,Bowling Green,73,L,25,34,73.5,306,4,32,159,5.0,0,66,465,7.0,4,31,-9
Baylor,41,2005-09-10,2,,Samford,232,W,19,30,63.3,238,3,37,137,3.7,1,67,375,5.6,6,48,34
Boise St.,84,2005-09-10,2,@,Oregon St.,100,L,19,36,52.8,233,3,44,149,3.4,0,80,382,4.8,3,27,-3
Boston College,13,2005-09-10,2,,Army,65,W,22,28,78.6,289,2,41,175,4.3,4,69,464,6.7,6,44,37
Bowling Green,73,2005-09-10,2,@,Ball St.,72,W,27,43,62.8,427,5,36,127,3.5,0,79,554,7.0,6,40,9
BYU,66,2005-09-10,2,,Eastern Illinois,202,W,26,41,63.4,255,3,32,176,5.5,3,73,431,5.9,6,45,35
Buffalo,74,2005-09-10,2,@,Syracuse,23,L,9,27,33.3,73,0,29,50,1.7,0,56,123,2.2,0,0,-31
California,97,2005-09-10,2,@,Washington,105,W,17,27,63.0,271,4,39,286,7.3,3,66,557,8.4,8,56,39
Central Michigan,75,2005-09-10,2,@,Miami (OH),78,W,26,36,72.2,356,2,38,213,5.6,3,74,569,7.7,5,38,1
Cincinnati,2,2005-09-10,2,@,Penn State,37,L,29,49,59.2,329,2,34,31,0.9,1,83,360,4.3,3,24,-18
Clemson,14,2005-09-10,2,@,Maryland,30,W,18,22,81.8,178,2,40,114,2.9,2,62,292,4.7,4,28,4
Colorado,98,2005-09-10,2,,New Mexico State,69,W,22,33,66.7,233,2,50,238,4.8,2,83,471,5.7,4,39,39
Colorado St.,85,2005-09-10,2,@,Minnesota,33,L,21,42,50.0,362,3,25,59,2.4,0,67,421,6.3,3,24,-32
Connecticut,3,2005-09-10,2,,Liberty,67,W,19,27,70.4,224,2,62,376,6.1,6,89,600,6.7,8,59,59
Duke,15,2005-09-10,2,,Virginia Tech,25,L,5,18,27.8,22,0,35,13,0.4,0,53,35,0.7,0,0,-45
Eastern Michigan,76,2005-09-10,2,,Louisiana,126,W,27,39,69.2,268,2,41,156,3.8,2,80,424,5.3,4,31,21
Florida,110,2005-09-10,2,,Louisiana Tech,54,W,14,24,58.3,224,2,49,251,5.1,4,73,475,6.5,6,41,38
Florida Intl,53,2005-09-10,2,@,Texas Tech,49,L,26,42,61.9,214,0,38,135,3.6,0,80,349,4.4,0,3,-53
Florida St.,16,2005-09-10,2,,Citadel,228,W,31,45,68.9,485,3,32,144,4.5,5,77,629,8.2,8,62,52
Fresno St.,86,2005-09-10,1,,Weber State,143,W,16,22,72.7,200,3,30,157,5.2,3,52,357,6.9,8,55,38
Georgia,111,2005-09-10,2,,South Carolina,117,W,8,17,47.1,112,0,49,238,4.9,2,66,350,5.3,2,17,2
Georgia Tech,17,2005-09-10,2,,North Carolina,21,W,25,48,52.1,353,2,33,122,3.7,1,81,475,5.9,3,27,6
Hawaii,87,2005-09-10,2,@,Michigan St.,32,L,25,43,58.1,236,2,28,123,4.4,0,71,359,5.1,2,14,-28
Houston,5,2005-09-10,2,,Sam Houston State,244,W,19,31,61.3,206,2,57,293,5.1,2,88,499,5.7,4,31,21
Idaho,133,2005-09-10,2,@,UNLV,92,L,19,31,61.3,390,3,30,100,3.3,1,61,490,8.0,4,31,-3
Illinois,27,2005-09-10,2,,San Jose St.,91,W,20,29,69.0,249,0,53,243,4.6,4,82,492,6.0,4,40,21
Indiana,28,2005-09-10,2,,Nicholls State,242,W,19,36,52.8,307,4,35,114,3.3,1,71,421,5.9,5,35,4
Iowa,29,2005-09-10,2,@,Iowa St.,42,L,15,42,35.7,174,0,32,173,5.4,0,74,347,4.7,0,3,-20
Iowa St.,42,2005-09-10,2,,Iowa,29,W,14,24,58.3,154,1,55,169,3.1,1,79,323,4.1,3,23,20
Kansas,43,2005-09-10,2,,Appalachian St.,121,W,19,29,65.5,228,0,38,207,5.4,5,67,435,6.5,5,36,28
Kansas St.,44,2005-09-10,2,@,Marshall,55,W,10,19,52.6,126,2,46,208,4.5,1,65,334,5.1,3,21,2
Kent State,77,2005-09-10,2,,Southeast Missouri,206,W,19,44,43.2,171,3,23,24,1.0,0,67,195,2.9,4,33,21
Kentucky,112,2005-09-10,2,,Idaho State,134,W,15,20,75.0,167,2,34,143,4.2,3,54,310,5.7,6,41,12
Louisiana,126,2005-09-10,2,@,Eastern Michigan,76,L,21,29,72.4,228,0,37,182,4.9,1,66,410,6.2,1,10,-21
Louisiana Tech,54,2005-09-10,1,@,Florida,110,L,11,32,34.4,117,0,26,45,1.7,0,58,162,2.8,0,3,-38
UL Monroe,130,2005-09-10,2,@,Wyoming,94,L,16,39,41.0,126,0,32,94,2.9,0,71,220,3.1,0,0,-38
LSU,113,2005-09-10,1,@,Arizona St.,96,W,17,30,56.7,244,1,47,190,4.0,2,77,434,5.6,5,35,4
Marshall,55,2005-09-10,2,,Kansas St.,44,L,22,38,57.9,262,0,26,74,2.8,2,64,336,5.3,2,19,-2
Maryland,30,2005-09-10,2,,Clemson,14,L,18,28,64.3,288,2,38,56,1.5,1,66,344,5.2,3,24,-4
Miami (OH),78,2005-09-10,2,,Central Michigan,75,L,28,47,59.6,397,3,33,127,3.8,1,80,524,6.6,4,37,-1
Michigan,31,2005-09-10,2,,Notre Dame,70,L,19,44,43.2,223,1,29,114,3.9,0,73,337,4.6,1,10,-7
Michigan St.,32,2005-09-10,2,,Hawaii,87,W,21,26,80.8,301,3,41,198,4.8,3,67,499,7.4,6,42,28
Middle Tennessee,56,2005-09-10,2,,North Texas,57,L,21,27,77.8,195,0,48,188,3.9,1,75,383,5.1,1,7,-7
Minnesota,33,2005-09-10,2,,Colorado St.,85,W,11,24,45.8,190,2,59,355,6.0,5,83,545,6.6,8,56,32
Mississippi St.,114,2005-09-10,2,@,Auburn,109,L,12,21,57.1,126,0,38,81,2.1,0,59,207,3.5,0,0,-28
Missouri,115,2005-09-10,2,,New Mexico,89,L,32,55,58.2,248,1,50,242,4.8,3,105,490,4.7,4,35,-10
Navy,7,2005-09-10,2,,Stanford,101,L,15,29,51.7,248,1,54,210,3.9,3,83,458,5.5,5,38,-3
Nebraska,34,2005-09-10,2,,Wake Forest,26,W,14,33,42.4,114,1,30,120,4.0,0,63,234,3.7,4,31,28
New Mexico,89,2005-09-10,2,@,Missouri,115,W,15,27,55.6,229,4,45,202,4.5,1,72,431,6.0,6,45,10
New Mexico State,69,2005-09-10,2,@,Colorado,98,L,17,31,54.8,176,0,22,5,0.2,0,53,181,3.4,0,0,-39
North Carolina,21,2005-09-10,1,@,Georgia Tech,17,L,18,39,46.2,280,2,26,61,2.3,1,65,341,5.2,3,21,-6
North Texas,57,2005-09-10,1,@,Middle Tennessee,56,W,10,16,62.5,122,0,44,152,3.5,1,60,274,4.6,2,14,7
Northern Illinois,79,2005-09-10,2,@,Northwestern,35,L,24,37,64.9,283,1,41,256,6.2,4,78,539,6.9,5,37,-1
Northwestern,35,2005-09-10,2,,Northern Illinois,79,W,21,32,65.6,220,0,47,282,6.0,4,79,502,6.4,5,38,1
Notre Dame,70,2005-09-10,2,@,Michigan,31,W,19,30,63.3,140,2,44,104,2.4,0,74,244,3.3,2,17,7
Ohio St.,36,2005-09-10,2,,Texas,48,L,14,26,53.8,144,1,36,111,3.1,0,62,255,4.1,1,22,-3
Oklahoma,45,2005-09-10,2,,Tulsa,12,W,5,13,38.5,42,0,45,227,5.0,3,58,269,4.6,4,31,16
Oregon,99,2005-09-10,2,,Montana,135,W,27,48,56.3,339,3,38,87,2.3,0,86,426,5.0,4,47,33
Oregon St.,100,2005-09-10,2,,Boise St.,84,W,27,38,71.1,279,1,30,83,2.8,2,68,362,5.3,3,30,3
Penn State,37,2005-09-10,2,,Cincinnati,2,W,15,22,68.2,245,3,37,148,4.0,3,59,393,6.7,6,42,18
Purdue,38,2005-09-10,1,,Akron,71,W,23,36,63.9,267,2,50,211,4.2,4,86,478,5.6,7,49,25
Rice,59,2005-09-10,1,@,UCLA,102,L,8,17,47.1,63,0,49,192,3.9,3,66,255,3.9,3,21,-42
Rutgers,39,2005-09-10,2,,Villanova,162,W,19,28,67.9,276,1,33,96,2.9,3,61,372,6.1,5,38,32
San Diego St.,90,2005-09-10,2,@,Air Force,83,L,27,44,61.4,253,1,33,164,5.0,2,77,417,5.4,3,29,-12
San Jose St.,91,2005-09-10,2,@,Illinois,27,L,19,30,63.3,216,0,25,15,0.6,1,55,231,4.2,2,19,-21
SMU,8,2005-09-10,2,,TCU,47,W,11,21,52.4,101,1,52,172,3.3,2,73,273,3.7,3,21,11
South Carolina,117,2005-09-10,2,@,Georgia,111,L,22,34,64.7,236,1,23,43,1.9,0,57,279,4.9,2,15,-2
South Florida,9,2005-09-10,2,,Florida A&M,175,W,8,18,44.4,113,1,56,377,6.7,4,74,490,6.6,5,37,34
Southern Miss,60,2005-09-10,1,@,Alabama,107,L,15,30,50.0,190,2,23,9,0.4,0,53,199,3.8,3,21,-9
Stanford,101,2005-09-10,1,@,Navy,7,W,21,33,63.6,235,1,35,181,5.2,3,68,416,6.1,5,41,3
Syracuse,23,2005-09-10,2,,Buffalo,74,W,10,22,45.5,139,0,55,348,6.3,4,77,487,6.3,4,31,31
Temple,10,2005-09-10,2,@,Wisconsin,40,L,6,26,23.1,56,0,26,-11,-0.4,0,52,45,0.9,0,0,-65
Texas,48,2005-09-10,2,@,Ohio St.,36,W,18,29,62.1,270,2,38,112,2.9,0,67,382,5.7,2,25,3
TCU,47,2005-09-10,2,@,SMU,8,L,16,36,44.4,134,0,32,119,3.7,0,68,253,3.7,1,10,-11
Texas Tech,49,2005-09-10,1,,Florida Intl,53,W,36,45,80.0,518,4,23,135,5.9,4,68,653,9.6,8,56,53
Toledo,81,2005-09-10,2,,Western Michigan,82,W,29,39,74.4,358,3,43,254,5.9,5,82,612,7.5,8,56,33
Troy,129,2005-09-10,2,,UAB,61,L,12,26,46.2,164,0,20,26,1.3,0,46,190,4.1,1,7,-20
Tulsa,12,2005-09-10,2,@,Oklahoma,45,L,24,36,66.7,246,0,39,98,2.5,1,75,344,4.6,1,15,-16
UAB,61,2005-09-10,2,@,Troy,129,W,25,38,65.8,296,2,39,164,4.2,0,77,460,6.0,3,27,20
UCLA,102,2005-09-10,2,,Rice,59,W,19,27,70.4,325,3,39,253,6.5,4,66,578,8.8,9,63,42
UNLV,92,2005-09-10,2,,Idaho,133,W,22,34,64.7,250,2,41,193,4.7,2,75,443,5.9,4,34,3
Utah,104,2005-09-10,2,,Utah St.,93,W,18,22,81.8,268,2,49,242,4.9,2,71,510,7.2,4,31,24
Utah St.,93,2005-09-10,1,@,Utah,104,L,12,25,48.0,95,0,38,163,4.3,1,63,258,4.1,1,7,-24
Vanderbilt,120,2005-09-10,2,@,Arkansas,108,W,23,45,51.1,278,2,33,130,3.9,1,78,408,5.2,3,28,4
Virginia Tech,25,2005-09-10,2,@,Duke,15,W,13,22,59.1,182,3,44,180,4.1,2,66,362,5.5,6,45,45
Wake Forest,26,2005-09-10,2,@,Nebraska,34,L,12,28,42.9,117,0,52,130,2.5,0,80,247,3.1,0,3,-28
Washington,105,2005-09-10,2,,California,97,L,22,39,56.4,301,2,27,68,2.5,0,66,369,5.6,2,17,-39
West Virginia,50,2005-09-10,2,,Wofford,235,W,12,18,66.7,172,1,64,339,5.3,4,82,511,6.2,5,35,28
Western Michigan,82,2005-09-10,2,@,Toledo,81,L,20,35,57.1,215,1,30,84,2.8,1,65,299,4.6,3,23,-33
Wisconsin,40,2005-09-10,2,,Temple,10,W,15,25,60.0,229,4,53,263,5.0,4,78,492,6.3,9,65,65
Wyoming,94,2005-09-10,2,,UL Monroe,130,W,18,31,58.1,254,2,45,210,4.7,3,76,464,6.1,5,38,38
TCU,47,2005-09-15,3,,Utah,104,W,8,17,47.1,88,1,46,228,5.0,2,63,316,5.0,3,23,3
Utah,104,2005-09-15,3,@,TCU,47,L,15,31,48.4,208,0,50,109,2.2,2,81,317,3.9,2,20,-3
Houston,5,2005-09-16,3,@,UTEP,62,L,32,50,64.0,331,5,42,183,4.4,0,92,514,5.6,5,41,-3
UTEP,62,2005-09-16,2,,Houston,5,W,26,51,51.0,379,3,32,174,5.4,1,83,553,6.7,4,44,3
