School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Total Plays,Total Yards,Total Yards Avg,Total TD,Total Points,Point Diff
South Alabama,127,2014-10-04,5,@,Appalachian St.,121,W,19,28,67.9,339,3,46,243,5.3,3,74,582,7.9,6,47,26
South Carolina,117,2014-10-04,6,@,Kentucky,112,L,23,37,62.2,218,1,48,282,5.9,4,85,500,5.9,5,38,-7
Southern Miss,60,2014-10-04,6,@,Middle Tennessee,56,L,36,55,65.5,426,3,34,111,3.3,1,89,537,6.0,4,31,-6
Stanford,101,2014-10-04,5,@,Notre Dame,70,L,18,36,50.0,158,0,32,47,1.5,2,68,205,3.0,2,14,-3
Tennessee,118,2014-10-04,5,,Florida,110,L,26,39,66.7,205,0,29,28,1.0,0,68,233,3.4,0,9,-1
Texas,48,2014-10-04,5,,Baylor,41,L,16,34,47.1,144,0,40,190,4.8,1,74,334,4.5,1,7,-21
Texas A&M,119,2014-10-04,6,@,Mississippi St.,114,L,37,62,59.7,365,4,31,161,5.2,0,93,526,5.7,4,31,-17
TCU,47,2014-10-04,4,,Oklahoma,45,W,20,39,51.3,318,2,39,151,3.9,2,78,469,6.0,5,37,4
Texas St.,128,2014-10-04,5,,Idaho,133,W,11,20,55.0,76,1,38,390,10.3,4,58,466,8.0,5,35,5
Texas Tech,49,2014-10-04,5,@,Kansas St.,44,L,27,50,54.0,301,2,14,46,3.3,0,64,347,5.4,2,13,-32
Toledo,81,2014-10-04,6,@,Western Michigan,82,W,13,27,48.1,210,1,36,234,6.5,1,63,444,7.0,2,20,1
Tulsa,12,2014-10-04,5,@,Colorado St.,85,L,18,35,51.4,263,1,45,127,2.8,1,80,390,4.9,2,17,-25
UAB,61,2014-10-04,5,@,Western Kentucky,64,W,22,25,88.0,300,2,64,291,4.5,3,89,591,6.6,6,42,3
UCLA,102,2014-10-04,5,,Utah,104,L,16,22,72.7,269,2,50,137,2.7,2,72,406,5.6,4,28,-2
UNLV,92,2014-10-04,6,@,San Jose St.,91,L,11,28,39.3,116,0,31,105,3.4,1,59,221,3.7,1,10,-23
USC,103,2014-10-04,5,,Arizona St.,96,L,28,45,62.2,273,0,50,220,4.4,3,95,493,5.2,4,34,-4
Utah,104,2014-10-04,5,@,UCLA,102,W,12,18,66.7,100,1,55,242,4.4,1,73,342,4.7,3,30,2
UTEP,62,2014-10-04,5,@,Louisiana Tech,54,L,15,28,53.6,143,0,36,81,2.3,0,64,224,3.5,0,3,-52
UTSA,63,2014-10-04,5,,New Mexico,89,L,14,24,58.3,229,0,38,112,2.9,1,62,341,5.5,1,9,-12
Vanderbilt,120,2014-10-04,6,@,Georgia,111,L,16,31,51.6,188,0,36,132,3.7,2,67,320,4.8,2,17,-27
Virginia,24,2014-10-04,6,,Pittsburgh,22,W,10,17,58.8,121,1,43,225,5.2,1,60,346,5.8,3,24,5
Virginia Tech,25,2014-10-04,6,@,North Carolina,21,W,18,27,66.7,186,1,57,171,3.0,2,84,357,4.3,4,34,17
Wake Forest,26,2014-10-04,6,@,Florida St.,16,L,13,22,59.1,86,0,39,40,1.0,0,61,126,2.1,0,3,-40
Washington St.,106,2014-10-04,6,,California,97,L,49,70,70.0,734,6,25,78,3.1,2,95,812,8.5,8,59,-1
West Virginia,50,2014-10-04,5,,Kansas,43,W,20,37,54.1,302,1,42,255,6.1,1,79,557,7.1,3,33,19
Western Kentucky,64,2014-10-04,5,,UAB,61,L,25,37,67.6,319,2,28,184,6.6,3,65,503,7.7,6,39,-3
Western Michigan,82,2014-10-04,5,,Toledo,81,L,31,38,81.6,388,1,32,62,1.9,1,70,450,6.4,2,19,-1
Wisconsin,40,2014-10-04,5,@,Northwestern,35,L,12,29,41.4,138,1,37,284,7.7,1,66,422,6.4,2,14,-6
BYU,66,2014-10-09,6,@,Central Florida,1,L,22,37,59.5,153,3,49,189,3.9,0,86,342,4.0,3,24,-7
Central Florida,1,2014-10-09,5,,BYU,66,W,30,52,57.7,326,2,33,63,1.9,2,85,389,4.6,4,31,7
Fresno St.,86,2014-10-10,7,@,UNLV,92,L,25,44,56.8,310,3,33,177,5.4,1,77,487,6.3,4,27,-3
New Mexico,89,2014-10-10,6,,San Diego St.,90,L,11,24,45.8,111,1,38,152,4.0,1,62,263,4.2,2,14,-10
San Diego St.,90,2014-10-10,6,@,New Mexico,89,W,5,17,29.4,73,0,46,397,8.6,3,63,470,7.5,3,24,10
Stanford,101,2014-10-10,6,,Washington St.,106,W,23,35,65.7,284,3,33,193,5.8,1,68,477,7.0,4,34,17
UNLV,92,2014-10-10,7,,Fresno St.,86,W,29,40,72.5,332,1,46,146,3.2,2,86,478,5.6,3,30,3
Washington St.,106,2014-10-10,7,@,Stanford,101,L,42,69,60.9,292,2,11,-26,-2.4,0,80,266,3.3,2,17,-17
Air Force,83,2014-10-11,6,@,Utah St.,93,L,15,29,51.7,224,0,51,155,3.0,1,80,379,4.7,1,16,-18
Akron,71,2014-10-11,6,,Miami (OH),78,W,20,36,55.6,167,0,37,151,4.1,3,73,318,4.4,3,29,10
Alabama,107,2014-10-11,6,@,Arkansas,108,W,11,21,52.4,161,2,32,66,2.1,0,53,227,4.3,2,14,1
Appalachian St.,121,2014-10-11,6,,Liberty,67,L,20,31,64.5,397,3,37,231,6.2,2,68,628,9.2,6,48,-7
Arizona,95,2014-10-11,6,,USC,103,L,43,72,59.7,395,1,30,78,2.6,2,102,473,4.6,3,26,-2
Arkansas,108,2014-10-11,6,,Alabama,107,L,21,40,52.5,246,1,39,89,2.3,1,79,335,4.2,2,13,-1
Arkansas St.,122,2014-10-11,6,@,Georgia St.,125,W,22,30,73.3,234,3,53,384,7.2,4,83,618,7.4,7,52,42
Army,65,2014-10-11,6,,Rice,59,L,6,14,42.9,91,1,54,250,4.6,2,68,341,5.0,3,21,-20
Auburn,109,2014-10-11,6,@,Mississippi St.,114,L,17,35,48.6,209,2,43,232,5.4,0,78,441,5.7,2,23,-15
Ball St.,72,2014-10-11,6,,Western Michigan,82,L,26,44,59.1,326,4,39,145,3.7,1,83,471,5.7,5,38,-4
Baylor,41,2014-10-11,6,,TCU,47,W,28,55,50.9,510,6,54,272,5.0,1,109,782,7.2,7,61,3
Boston College,13,2014-10-11,6,@,NC State,20,W,12,19,63.2,101,0,57,310,5.4,4,76,411,5.4,4,30,16
Bowling Green,73,2014-10-11,7,@,Ohio,80,W,20,39,51.3,260,2,27,95,3.5,2,66,355,5.4,4,31,18
Buffalo,74,2014-10-11,7,@,Eastern Michigan,76,L,27,45,60.0,383,3,36,154,4.3,0,81,537,6.6,3,27,-10
California,97,2014-10-11,6,,Washington,105,L,35,51,68.6,304,0,33,64,1.9,1,84,368,4.4,1,7,-24
Central Michigan,75,2014-10-11,7,@,Northern Illinois,79,W,20,31,64.5,269,2,46,283,6.2,2,77,552,7.2,4,34,17
Cincinnati,2,2014-10-11,5,@,Miami (FL),19,L,31,60,51.7,355,3,29,67,2.3,0,89,422,4.7,4,34,-21
Clemson,14,2014-10-11,6,,Louisville,18,W,22,39,56.4,157,0,33,72,2.2,0,72,229,3.2,2,23,6
Colorado St.,85,2014-10-11,6,@,Nevada,88,W,26,36,72.2,326,3,34,119,3.5,1,70,445,6.4,4,31,7
Connecticut,3,2014-10-11,6,@,Tulane,11,L,17,26,65.4,141,0,28,76,2.7,0,54,217,4.0,0,3,-9
Duke,15,2014-10-11,6,@,Georgia Tech,17,W,16,26,61.5,131,1,47,242,5.1,3,73,373,5.1,4,31,6
East Carolina,4,2014-10-11,6,@,South Florida,9,W,24,34,70.6,250,1,37,231,6.2,3,71,481,6.8,4,28,11
Eastern Michigan,76,2014-10-11,6,,Buffalo,74,W,10,18,55.6,147,1,49,337,6.9,4,67,484,7.2,5,37,10
Florida,110,2014-10-11,6,,LSU,113,L,14,25,56.0,183,1,32,123,3.8,1,57,306,5.4,3,27,-3
Florida Intl,53,2014-10-11,7,@,UTSA,63,L,11,26,42.3,141,1,47,118,2.5,0,73,259,3.5,1,13,-3
Florida St.,16,2014-10-11,6,@,Syracuse,23,W,30,36,83.3,317,3,36,165,4.6,2,72,482,6.7,5,38,18
Georgia,111,2014-10-11,6,@,Missouri,115,W,23,29,79.3,169,1,58,210,3.6,3,87,379,4.4,4,34,34
Georgia Southern,124,2014-10-11,7,,Idaho,133,W,11,15,73.3,201,2,58,349,6.0,4,73,550,7.5,7,47,23
Georgia St.,125,2014-10-11,6,,Arkansas St.,122,L,20,39,51.3,198,0,34,71,2.1,1,73,269,3.7,1,10,-42
Georgia Tech,17,2014-10-11,6,,Duke,15,L,14,26,53.8,201,0,46,282,6.1,3,72,483,6.7,3,25,-6
Hawaii,87,2014-10-11,6,,Wyoming,94,W,17,26,65.4,281,3,50,232,4.6,2,76,513,6.8,5,38,10
Houston,5,2014-10-11,6,@,Memphis,6,W,17,28,60.7,188,1,40,166,4.2,3,68,354,5.2,4,28,4
Idaho,133,2014-10-11,7,@,Georgia Southern,124,L,20,32,62.5,271,0,40,94,2.4,3,72,365,5.1,3,24,-23
Illinois,27,2014-10-11,7,@,Wisconsin,40,L,14,24,58.3,135,2,39,153,3.9,2,63,288,4.6,4,28,-10
Indiana,28,2014-10-11,6,@,Iowa,29,L,7,21,33.3,116,1,39,316,8.1,3,60,432,7.2,4,29,-16
Iowa,29,2014-10-11,6,,Indiana,28,W,21,32,65.6,219,2,44,207,4.7,3,76,426,5.6,6,45,16
Iowa St.,42,2014-10-11,6,,Toledo,81,W,37,53,69.8,351,3,34,103,3.0,1,87,454,5.2,4,37,7
Kansas,43,2014-10-11,6,,Oklahoma St.,46,L,20,37,54.1,288,0,41,91,2.2,2,78,379,4.9,2,20,-7
Kent State,77,2014-10-11,6,,Massachusetts,68,L,22,42,52.4,191,1,27,150,5.6,1,69,341,4.9,2,17,-23
Kentucky,112,2014-10-11,6,,UL Monroe,130,W,16,30,53.3,216,3,29,136,4.7,1,59,352,6.0,6,48,34
UL Monroe,130,2014-10-11,6,@,Kentucky,112,L,22,39,56.4,187,2,40,77,1.9,0,79,264,3.3,2,14,-34
Louisville,18,2014-10-11,7,@,Clemson,14,L,15,30,50.0,212,1,38,52,1.4,1,68,264,3.9,2,17,-6
LSU,113,2014-10-11,7,@,Florida,110,W,10,22,45.5,110,1,50,195,3.9,3,72,305,4.2,4,30,3
Marshall,55,2014-10-11,6,,Middle Tennessee,56,W,17,33,51.5,337,3,52,252,4.8,4,85,589,6.9,7,49,25
Massachusetts,68,2014-10-11,7,@,Kent State,77,W,23,38,60.5,286,3,35,196,5.6,1,73,482,6.6,5,40,23
Memphis,6,2014-10-11,6,,Houston,5,L,26,37,70.3,243,2,41,125,3.0,1,78,368,4.7,3,24,-4
Miami (FL),19,2014-10-11,7,,Cincinnati,2,W,17,25,68.0,286,3,35,335,9.6,3,60,621,10.4,7,55,21
Miami (OH),78,2014-10-11,7,@,Akron,71,L,24,41,58.5,352,3,23,60,2.6,0,64,412,6.4,3,19,-10
Michigan,31,2014-10-11,7,,Penn State,37,W,16,26,61.5,192,1,31,64,2.1,0,57,256,4.5,1,18,5
Michigan St.,32,2014-10-11,6,@,Purdue,38,W,19,37,51.4,238,3,43,294,6.8,2,80,532,6.7,6,45,14
Middle Tennessee,56,2014-10-11,7,@,Marshall,55,L,25,37,67.6,201,2,37,169,4.6,1,74,370,5.0,3,24,-25
Minnesota,33,2014-10-11,6,,Northwestern,35,W,10,15,66.7,153,0,39,121,3.1,2,54,274,5.1,3,24,7
Mississippi St.,114,2014-10-11,6,,Auburn,109,W,18,35,51.4,246,1,44,223,5.1,4,79,469,5.9,5,38,15
Missouri,115,2014-10-11,6,,Georgia,111,L,9,21,42.9,97,0,22,50,2.3,0,43,147,3.4,0,0,-34
Navy,7,2014-10-11,7,,VMI,233,W,3,6,50.0,82,1,49,352,7.2,5,55,434,7.9,7,51,37
Nevada,88,2014-10-11,6,,Colorado St.,85,L,27,50,54.0,297,2,36,160,4.4,1,86,457,5.3,3,24,-7
New Mexico State,69,2014-10-11,7,@,Troy,129,L,22,33,66.7,272,2,38,123,3.2,1,71,395,5.6,3,24,-17
North Carolina,21,2014-10-11,6,@,Notre Dame,70,L,25,42,59.5,326,3,42,190,4.5,2,84,516,6.1,6,43,-7
NC State,20,2014-10-11,7,,Boston College,13,L,14,30,46.7,174,1,28,43,1.5,1,58,217,3.7,2,14,-16
North Texas,57,2014-10-11,6,@,UAB,61,L,20,36,55.6,291,2,43,160,3.7,1,79,451,5.7,3,21,-35
Northern Illinois,79,2014-10-11,6,,Central Michigan,75,L,18,33,54.5,231,2,33,110,3.3,0,66,341,5.2,2,17,-17
Northwestern,35,2014-10-11,6,@,Minnesota,33,L,32,50,64.0,269,1,34,124,3.6,1,84,393,4.7,2,17,-7
Notre Dame,70,2014-10-11,6,,North Carolina,21,W,21,38,55.3,300,3,43,216,5.0,4,81,516,6.4,7,50,7
Ohio,80,2014-10-11,7,,Bowling Green,73,L,34,64,53.1,386,0,46,127,2.8,1,110,513,4.7,1,13,-18
Oklahoma,45,2014-10-11,6,N,Texas,48,W,12,20,60.0,129,1,30,103,3.4,1,50,232,4.6,4,31,5
Oklahoma St.,46,2014-10-11,6,@,Kansas,43,W,17,31,54.8,161,1,37,114,3.1,1,68,275,4.0,3,27,7
Old Dominion,58,2014-10-11,7,@,UTEP,62,L,13,25,52.0,196,3,28,161,5.8,2,53,357,6.7,5,35,-7
Ole Miss,116,2014-10-11,6,@,Texas A&M,119,W,13,19,68.4,178,1,35,160,4.6,2,54,338,6.3,5,35,15
Oregon,99,2014-10-11,6,@,UCLA,102,W,17,27,63.0,210,2,41,258,6.3,4,68,468,6.9,6,42,12
Penn State,37,2014-10-11,6,@,Michigan,31,L,21,33,63.6,160,1,35,54,1.5,0,68,214,3.1,1,13,-5
Purdue,38,2014-10-11,7,,Michigan St.,32,L,24,37,64.9,211,1,25,129,5.2,3,62,340,5.5,4,31,-14
Rice,59,2014-10-11,6,@,Army,65,W,15,21,71.4,209,3,41,182,4.4,2,62,391,6.3,5,41,20
South Florida,9,2014-10-11,6,,East Carolina,4,L,21,42,50.0,257,1,27,93,3.4,1,69,350,5.1,2,17,-11
Syracuse,23,2014-10-11,6,,Florida St.,16,L,21,36,58.3,256,2,31,156,5.0,0,67,412,6.1,2,20,-18
Temple,10,2014-10-11,5,,Tulsa,12,W,15,31,48.4,294,2,35,203,5.8,3,66,497,7.5,5,35,11
Tennessee,118,2014-10-11,6,,Chattanooga,227,W,22,29,75.9,217,3,42,123,2.9,3,71,340,4.8,6,45,35
Texas,48,2014-10-11,6,N,Oklahoma,45,L,27,44,61.4,334,2,40,148,3.7,1,84,482,5.7,3,26,-5
Texas A&M,119,2014-10-11,7,,Ole Miss,116,L,42,53,79.2,401,2,35,54,1.5,1,88,455,5.2,3,20,-15
TCU,47,2014-10-11,5,@,Baylor,41,L,22,48,45.8,346,1,41,139,3.4,4,89,485,5.4,7,58,-3
Texas Tech,49,2014-10-11,6,,West Virginia,50,L,28,46,60.9,348,3,38,217,5.7,1,84,565,6.7,4,34,-3
Toledo,81,2014-10-11,7,@,Iowa St.,42,L,22,36,61.1,189,1,41,236,5.8,2,77,425,5.5,3,30,-7
Troy,129,2014-10-11,6,,New Mexico State,69,W,23,30,76.7,211,1,53,360,6.8,3,83,571,6.9,5,41,17
Tulane,11,2014-10-11,6,,Connecticut,3,W,19,26,73.1,135,1,33,167,5.1,0,59,302,5.1,1,12,9
Tulsa,12,2014-10-11,6,@,Temple,10,L,21,36,58.3,260,2,50,178,3.6,1,86,438,5.1,3,24,-11
UAB,61,2014-10-11,6,,North Texas,57,W,17,22,77.3,316,2,50,132,2.6,3,72,448,6.2,8,56,35
UCLA,102,2014-10-11,6,,Oregon,99,L,27,38,71.1,225,2,54,328,6.1,2,92,553,6.0,4,30,-12
USC,103,2014-10-11,6,@,Arizona,95,W,20,30,66.7,185,1,38,240,6.3,3,68,425,6.3,4,28,2
Utah St.,93,2014-10-11,6,,Air Force,83,W,22,31,71.0,311,2,28,77,2.8,2,59,388,6.6,4,34,18
UTEP,62,2014-10-11,6,,Old Dominion,58,W,17,26,65.4,152,2,52,313,6.0,4,78,465,6.0,6,42,7
UTSA,63,2014-10-11,6,,Florida Intl,53,W,18,26,69.2,175,0,41,142,3.5,1,67,317,4.7,1,16,3
Vanderbilt,120,2014-10-11,7,,Charleston Southern,145,W,15,23,65.2,189,1,31,106,3.4,1,54,295,5.5,2,21,1
Washington,105,2014-10-11,6,@,California,97,W,22,29,75.9,273,3,38,111,2.9,0,67,384,5.7,4,31,24
West Virginia,50,2014-10-11,6,@,Texas Tech,49,W,28,44,63.6,301,2,50,249,5.0,2,94,550,5.9,4,37,3
Western Michigan,82,2014-10-11,6,@,Ball St.,72,W,20,29,69.0,290,3,30,208,6.9,3,59,498,8.4,6,42,4
Wisconsin,40,2014-10-11,6,,Illinois,27,W,10,18,55.6,97,0,47,401,8.5,5,65,498,7.7,5,38,10
Wyoming,94,2014-10-11,6,@,Hawaii,87,L,19,30,63.3,221,2,33,101,3.1,1,63,322,5.1,4,28,-10
Louisiana,126,2014-10-14,6,@,Texas St.,128,W,16,23,69.6,240,1,58,288,5.0,2,81,528,6.5,4,34,24
Texas St.,128,2014-10-14,6,,Louisiana,126,L,14,23,60.9,176,1,35,94,2.7,0,58,270,4.7,1,10,-24
Oregon St.,100,2014-10-16,6,,Utah,104,L,21,37,56.8,272,2,46,118,2.6,0,83,390,4.7,2,23,-6
Pittsburgh,22,2014-10-16,7,,Virginia Tech,25,W,11,18,61.1,121,1,43,210,4.9,2,61,331,5.4,3,21,5
Utah,104,2014-10-16,6,@,Oregon St.,100,W,9,18,50.0,62,0,46,253,5.5,3,64,315,4.9,3,29,6
Virginia Tech,25,2014-10-16,7,@,Pittsburgh,22,L,26,45,57.8,265,1,22,26,1.2,0,67,291,4.3,1,16,-5
Boise St.,84,2014-10-17,7,,Fresno St.,86,W,23,32,71.9,228,2,51,264,5.2,2,83,492,5.9,4,37,10
Fresno St.,86,2014-10-17,8,@,Boise St.,84,L,13,25,52.0,127,1,34,186,5.5,2,59,313,5.3,3,27,-10
Houston,5,2014-10-17,7,,Temple,10,W,29,33,87.9,268,2,49,171,3.5,1,82,439,5.4,4,31,21
Temple,10,2014-10-17,6,@,Houston,5,L,12,29,41.4,259,1,20,98,4.9,0,49,357,7.3,1,10,-21
Air Force,83,2014-10-18,7,,New Mexico,89,W,5,9,55.6,159,1,74,269,3.6,4,83,428,5.2,5,35,4
Akron,71,2014-10-18,7,@,Ohio,80,L,23,46,50.0,268,2,25,84,3.4,0,71,352,5.0,2,20,-3
Alabama,107,2014-10-18,7,,Texas A&M,119,W,21,35,60.0,304,4,45,298,6.6,4,80,602,7.5,8,59,59
Appalachian St.,121,2014-10-18,7,@,Troy,129,W,9,16,56.3,110,1,54,441,8.2,5,70,551,7.9,7,53,39
Arizona St.,96,2014-10-18,6,,Stanford,101,W,24,34,70.6,242,1,46,114,2.5,1,80,356,4.5,2,26,16
Arkansas,108,2014-10-18,7,N,Georgia,111,L,28,45,62.2,296,3,37,126,3.4,2,82,422,5.1,5,32,-13
Army,65,2014-10-18,7,@,Kent State,77,L,5,15,33.3,35,0,56,295,5.3,2,71,330,4.6,2,17,-22
Ball St.,72,2014-10-18,7,@,Central Michigan,75,W,21,38,55.3,198,1,38,89,2.3,2,76,287,3.8,3,32,3
Baylor,41,2014-10-18,7,@,West Virginia,50,L,16,37,43.2,223,2,42,95,2.3,1,79,318,4.0,3,27,-14
Boston College,13,2014-10-18,7,,Clemson,14,L,9,20,45.0,143,2,36,120,3.3,0,56,263,4.7,2,13,-4
Bowling Green,73,2014-10-18,8,,Western Michigan,82,L,20,33,60.6,139,0,31,135,4.4,2,64,274,4.3,2,14,-12
BYU,66,2014-10-18,7,,Nevada,88,L,39,63,61.9,408,4,39,193,4.9,1,102,601,5.9,5,35,-7
California,97,2014-10-18,7,,UCLA,102,L,26,42,61.9,310,3,31,56,1.8,2,73,366,5.0,5,34,-2
Central Michigan,75,2014-10-18,8,,Ball St.,72,L,20,32,62.5,245,3,37,181,4.9,1,69,426,6.2,4,29,-3
Cincinnati,2,2014-10-18,6,@,SMU,8,W,17,27,63.0,268,1,46,240,5.2,3,73,508,7.0,4,41,38
Clemson,14,2014-10-18,7,@,Boston College,13,W,29,46,63.0,285,0,35,113,3.2,2,81,398,4.9,2,17,4
Colorado,98,2014-10-18,7,@,USC,103,L,31,49,63.3,231,2,46,172,3.7,2,95,403,4.2,4,28,-28
Colorado St.,85,2014-10-18,7,,Utah St.,93,W,20,32,62.5,243,0,39,75,1.9,1,71,318,4.5,1,16,3
Duke,15,2014-10-18,7,,Virginia,24,W,23,38,60.5,179,2,30,155,5.2,0,68,334,4.9,2,20,7
Eastern Michigan,76,2014-10-18,7,N,Massachusetts,68,L,10,21,47.6,147,2,32,133,4.2,0,53,280,5.3,2,14,-22
Florida,110,2014-10-18,7,,Missouri,115,L,15,31,48.4,148,1,48,135,2.8,1,79,283,3.6,2,13,-29
Florida Atlantic,52,2014-10-18,7,,Western Kentucky,64,W,24,35,68.6,341,3,54,278,5.1,3,89,619,7.0,6,45,7
Florida Intl,53,2014-10-18,8,,Marshall,55,L,18,32,56.3,208,1,53,177,3.3,1,85,385,4.5,2,13,-32
Florida St.,16,2014-10-18,7,,Notre Dame,70,W,23,31,74.2,273,2,26,50,1.9,2,57,323,5.7,4,31,4
Georgia,111,2014-10-18,7,N,Arkansas,108,W,10,17,58.8,179,2,39,207,5.3,3,56,386,6.9,6,45,13
Georgia St.,125,2014-10-18,7,@,South Alabama,127,L,23,40,57.5,311,3,37,90,2.4,1,77,401,5.2,4,27,-3
Georgia Tech,17,2014-10-18,7,@,North Carolina,21,L,8,18,44.4,235,3,51,376,7.4,3,69,611,8.9,6,43,-5
Hawaii,87,2014-10-18,7,@,San Diego St.,90,L,17,31,54.8,174,1,25,90,3.6,0,56,264,4.7,1,10,-10
Idaho,133,2014-10-18,8,,New Mexico State,69,W,23,37,62.2,226,1,52,310,6.0,2,89,536,6.0,3,29,12
Indiana,28,2014-10-18,7,,Michigan St.,32,L,5,16,31.3,11,0,33,213,6.5,2,49,224,4.6,2,17,-39
Iowa,29,2014-10-18,7,@,Maryland,30,L,32,56,57.1,317,2,31,116,3.7,2,87,433,5.0,4,31,-7
Iowa St.,42,2014-10-18,7,@,Texas,48,L,36,55,65.5,345,3,38,179,4.7,2,93,524,5.6,6,45,-3
Kansas,43,2014-10-18,7,@,Texas Tech,49,L,20,32,62.5,235,2,40,128,3.2,1,72,363,5.0,3,21,-13
Kansas St.,44,2014-10-18,6,@,Oklahoma,45,W,15,23,65.2,225,2,32,160,5.0,1,55,385,7.0,4,31,1
Kent State,77,2014-10-18,7,,Army,65,W,27,40,67.5,360,3,24,107,4.5,1,64,467,7.3,4,39,22
Kentucky,112,2014-10-18,7,@,LSU,113,L,19,36,52.8,146,0,27,71,2.6,0,63,217,3.4,0,3,-38
Louisiana Tech,54,2014-10-18,7,,UTSA,63,W,14,33,42.4,157,1,35,121,3.5,1,68,278,4.1,3,27,7
Louisville,18,2014-10-18,8,,NC State,20,W,21,36,58.3,203,2,33,166,5.0,1,69,369,5.3,3,30,12
LSU,113,2014-10-18,8,,Kentucky,112,W,7,15,46.7,120,1,51,303,5.9,3,66,423,6.4,5,41,38
Marshall,55,2014-10-18,7,@,Florida Intl,53,W,15,27,55.6,214,4,26,243,9.3,1,53,457,8.6,6,45,32
Maryland,30,2014-10-18,7,,Iowa,29,W,17,33,51.5,206,1,46,212,4.6,3,79,418,5.3,5,38,7
Massachusetts,68,2014-10-18,8,N,Eastern Michigan,76,W,28,51,54.9,337,0,43,225,5.2,5,94,562,6.0,5,36,22
Miami (OH),78,2014-10-18,8,@,Northern Illinois,79,L,23,42,54.8,346,2,30,168,5.6,4,72,514,7.1,6,41,-10
Michigan St.,32,2014-10-18,7,@,Indiana,28,W,24,32,75.0,332,3,51,330,6.5,5,83,662,8.0,8,56,39
Middle Tennessee,56,2014-10-18,8,,UAB,61,W,6,19,31.6,141,2,41,229,5.6,3,60,370,6.2,5,34,12
Minnesota,33,2014-10-18,7,,Purdue,38,W,9,18,50.0,165,2,52,285,5.5,3,70,450,6.4,5,39,1
Missouri,115,2014-10-18,7,@,Florida,110,W,6,18,33.3,20,0,31,99,3.2,1,49,119,2.4,5,42,29
Nebraska,34,2014-10-18,7,@,Northwestern,35,W,19,30,63.3,237,1,44,234,5.3,4,74,471,6.4,5,38,21
Nevada,88,2014-10-18,7,@,BYU,66,W,26,40,65.0,285,1,36,126,3.5,4,76,411,5.4,5,42,7
New Mexico,89,2014-10-18,7,@,Air Force,83,L,4,10,40.0,23,0,52,367,7.1,3,62,390,6.3,4,31,-4
New Mexico State,69,2014-10-18,8,@,Idaho,133,L,9,16,56.3,100,0,34,214,6.3,2,50,314,6.3,2,17,-12
North Carolina,21,2014-10-18,7,,Georgia Tech,17,W,38,47,80.9,390,4,41,189,4.6,3,88,579,6.6,7,48,5
NC State,20,2014-10-18,8,@,Louisville,18,L,18,32,56.3,223,2,31,128,4.1,0,63,351,5.6,2,18,-12
North Texas,57,2014-10-18,7,,Southern Miss,60,L,20,35,57.1,287,0,26,108,4.2,2,61,395,6.5,2,20,-10
Northern Illinois,79,2014-10-18,7,,Miami (OH),78,W,16,22,72.7,225,1,55,433,7.9,6,77,658,8.5,7,51,10
Northwestern,35,2014-10-18,7,,Nebraska,34,L,18,39,46.2,173,0,34,117,3.4,2,73,290,4.0,2,17,-21
Notre Dame,70,2014-10-18,7,@,Florida St.,16,L,31,52,59.6,313,3,35,157,4.5,0,87,470,5.4,3,27,-4
Ohio,80,2014-10-18,8,,Akron,71,W,17,37,45.9,197,2,39,159,4.1,0,76,356,4.7,2,23,3
Ohio St.,36,2014-10-18,6,,Rutgers,39,W,19,31,61.3,261,3,40,324,8.1,4,71,585,8.2,8,56,39
Oklahoma,45,2014-10-18,7,,Kansas St.,44,L,28,36,77.8,335,3,42,198,4.7,1,78,533,6.8,4,30,-1
Oklahoma St.,46,2014-10-18,7,@,TCU,47,L,10,25,40.0,132,0,39,126,3.2,0,64,258,4.0,0,9,-33
Ole Miss,116,2014-10-18,7,,Tennessee,118,W,14,31,45.2,203,2,47,180,3.8,2,78,383,4.9,4,34,31
Oregon,99,2014-10-18,7,,Washington,105,W,24,33,72.7,336,2,50,218,4.4,4,83,554,6.7,6,45,25
Purdue,38,2014-10-18,8,@,Minnesota,33,L,16,26,61.5,153,3,35,298,8.5,2,61,451,7.4,5,38,-1
Rutgers,39,2014-10-18,7,@,Ohio St.,36,L,18,29,62.1,196,0,38,149,3.9,2,67,345,5.1,2,17,-39
San Diego St.,90,2014-10-18,7,,Hawaii,87,W,13,24,54.2,174,1,47,283,6.0,1,71,457,6.4,2,20,10
San Jose St.,91,2014-10-18,6,@,Wyoming,94,W,33,45,73.3,322,2,41,149,3.6,1,86,471,5.5,3,27,7
SMU,8,2014-10-18,6,,Cincinnati,2,L,20,37,54.1,178,0,24,98,4.1,0,61,276,4.5,0,3,-38
South Alabama,127,2014-10-18,6,,Georgia St.,125,W,11,32,34.4,126,2,54,321,5.9,1,86,447,5.2,3,30,3
South Carolina,117,2014-10-18,7,,Furman,230,W,16,28,57.1,281,2,43,267,6.2,3,71,548,7.7,5,41,31
South Florida,9,2014-10-18,7,@,Tulsa,12,W,17,26,65.4,272,3,32,140,4.4,2,58,412,7.1,5,38,8
Southern Miss,60,2014-10-18,7,@,North Texas,57,W,27,41,65.9,305,2,41,201,4.9,1,82,506,6.2,3,30,10
