School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Miami (FL),19,2008-09-20,3,@,Texas A&M,119,W,41,23,18,20,29,69.0,239,2,1,28,159,5.7,2,7,3,0,1,5,19,32,59.4,275,3,35,87,2.5,0,1,1,2,3
Miami (OH),78,2008-09-20,4,@,Cincinnati,2,L,20,45,-25,28,44,63.6,235,2,1,30,66,2.2,0,4,0,0,1,2,20,24,83.3,241,3,31,152,4.9,2,2,0,2,6
Michigan St.,32,2008-09-20,4,,Notre Dame,70,W,23,7,16,12,26,46.2,143,0,0,43,203,4.7,2,9,3,1,1,2,24,41,58.5,242,1,22,16,0.7,0,1,2,3,1
Middle Tennessee,56,2008-09-20,4,@,Arkansas St.,122,L,14,31,-17,26,37,70.3,271,1,2,25,44,1.8,1,6,0,0,2,2,17,31,54.8,292,3,34,148,4.4,1,0,0,0,4
Minnesota,33,2008-09-20,4,,Florida Atlantic,52,W,37,3,34,19,24,79.2,235,1,1,40,206,5.2,3,3,1,0,1,5,20,39,51.3,175,0,25,101,4.0,0,0,4,4,0
Mississippi St.,114,2008-09-20,4,@,Georgia Tech,17,L,7,38,-31,31,50,62.0,299,0,2,30,108,3.6,1,6,1,2,4,1,4,9,44.4,62,1,54,438,8.1,4,0,0,0,5
Missouri,115,2008-09-20,4,,Buffalo,74,W,42,21,21,36,45,80.0,439,2,0,29,151,5.2,3,11,4,3,3,5,22,40,55.0,237,2,35,49,1.4,0,1,1,2,3
Navy,7,2008-09-20,4,,Rutgers,39,W,23,21,2,5,8,62.5,89,1,0,51,272,5.3,1,2,0,0,0,2,13,20,65.0,131,0,33,206,6.2,3,1,1,2,3
New Mexico,89,2008-09-20,4,@,Tulsa,12,L,14,56,-42,18,25,72.0,190,1,4,37,126,3.4,1,6,2,0,4,2,24,39,61.5,469,6,37,137,3.7,1,1,2,3,8
New Mexico State,69,2008-09-20,2,@,UTEP,62,W,34,33,1,29,39,74.4,329,5,2,25,37,1.5,0,6,3,2,4,5,11,26,42.3,95,0,48,277,5.8,2,3,0,3,4
North Carolina,21,2008-09-20,3,,Virginia Tech,25,L,17,20,-3,14,26,53.8,204,1,2,32,103,3.2,1,4,2,2,4,2,12,22,54.5,141,0,42,127,3.0,2,0,2,2,2
NC State,20,2008-09-20,4,,East Carolina,4,W,30,24,6,24,39,61.5,257,3,1,34,127,3.7,1,4,1,1,2,4,19,32,59.4,210,1,30,173,5.8,1,1,1,2,3
Northern Illinois,79,2008-09-20,3,,Indiana State,183,W,48,3,45,8,13,61.5,78,2,1,37,285,7.7,3,13,2,2,3,6,19,35,54.3,123,0,26,31,1.2,0,1,3,4,0
Northwestern,35,2008-09-20,4,,Ohio,80,W,16,8,8,18,36,50.0,133,0,4,37,147,4.0,1,14,5,1,5,1,27,44,61.4,228,1,28,4,0.1,0,2,2,4,1
Notre Dame,70,2008-09-20,3,@,Michigan St.,32,L,7,23,-16,24,41,58.5,242,1,2,22,16,0.7,0,3,0,1,3,1,12,26,46.2,143,0,43,203,4.7,2,1,0,1,2
Ohio,80,2008-09-20,4,@,Northwestern,35,L,8,16,-8,27,44,61.4,228,1,2,28,4,0.1,0,5,1,2,4,1,18,36,50.0,133,0,37,147,4.0,1,1,4,5,1
Ohio St.,36,2008-09-20,4,,Troy,129,W,28,10,18,10,17,58.8,139,4,1,42,170,4.0,0,4,2,0,1,4,30,43,69.8,218,1,23,97,4.2,0,0,2,2,1
Ole Miss,116,2008-09-20,4,,Vanderbilt,120,L,17,23,-6,12,25,48.0,184,0,4,40,201,5.0,0,11,1,2,6,2,9,12,75.0,71,1,41,131,3.2,0,2,0,2,2
Oregon,99,2008-09-20,4,,Boise St.,84,L,32,37,-5,16,32,50.0,237,3,3,52,227,4.4,2,13,2,1,4,5,25,37,67.6,386,3,35,38,1.1,1,1,1,2,4
Penn State,37,2008-09-20,4,,Temple,10,W,45,3,42,18,31,58.1,238,2,1,45,308,6.8,4,12,7,1,2,6,17,32,53.1,122,0,28,16,0.6,0,0,3,3,0
Pittsburgh,22,2008-09-20,3,,Iowa,29,W,21,20,1,11,25,44.0,129,0,1,37,130,3.5,3,9,6,1,2,3,19,34,55.9,203,0,39,158,4.1,2,1,0,1,2
Purdue,38,2008-09-20,3,,Central Michigan,75,W,32,25,7,27,36,75.0,261,1,1,29,83,2.9,2,6,4,1,2,4,25,44,56.8,291,2,38,149,3.9,1,0,2,2,3
Rice,59,2008-09-20,4,@,Texas,48,L,10,52,-42,30,48,62.5,301,1,0,24,17,0.7,0,4,2,0,0,1,20,24,83.3,341,4,44,259,5.9,3,2,0,2,7
Rutgers,39,2008-09-20,3,@,Navy,7,L,21,23,-2,13,20,65.0,131,0,1,33,206,6.2,3,2,0,1,2,3,5,8,62.5,89,1,51,272,5.3,1,0,0,0,2
San Jose St.,91,2008-09-20,4,@,Stanford,101,L,10,23,-13,23,26,88.5,165,0,0,35,54,1.5,1,6,1,2,2,1,13,28,46.4,159,0,36,204,5.7,2,1,1,2,2
SMU,8,2008-09-20,4,,TCU,47,L,7,48,-41,20,39,51.3,218,1,2,12,-8,-0.7,0,3,0,1,3,1,19,29,65.5,227,1,47,271,5.8,4,0,0,0,6
South Carolina,117,2008-09-20,4,,Wofford,235,W,23,13,10,23,34,67.6,204,1,2,42,172,4.1,1,6,1,1,3,2,8,13,61.5,100,0,43,185,4.3,1,0,0,0,1
South Florida,9,2008-09-20,4,@,Florida Intl,53,W,17,9,8,14,22,63.6,136,0,0,49,184,3.8,2,6,1,1,1,2,11,21,52.4,117,0,34,72,2.1,1,0,1,1,1
Southern Miss,60,2008-09-20,4,,Marshall,55,L,27,34,-7,27,49,55.1,308,1,1,31,123,4.0,2,8,2,0,1,3,16,25,64.0,228,2,42,205,4.9,2,1,0,1,4
Stanford,101,2008-09-20,4,,San Jose St.,91,W,23,10,13,13,28,46.4,159,0,1,36,204,5.7,2,11,9,1,2,2,23,26,88.5,165,0,35,54,1.5,1,2,0,2,1
Syracuse,23,2008-09-20,4,,Northeastern,369,W,30,21,9,14,17,82.4,167,1,0,42,271,6.5,2,4,0,1,1,3,23,37,62.2,293,2,24,90,3.8,1,1,2,3,3
Temple,10,2008-09-20,4,@,Penn State,37,L,3,45,-42,17,32,53.1,122,0,3,28,16,0.6,0,6,2,0,3,0,18,31,58.1,238,2,45,308,6.8,4,1,1,2,6
Tennessee,118,2008-09-20,3,,Florida,110,L,6,30,-24,18,28,64.3,162,0,1,31,96,3.1,1,5,1,2,3,1,8,15,53.3,96,2,39,147,3.8,0,0,0,0,3
Texas,48,2008-09-20,3,,Rice,59,W,52,10,42,20,24,83.3,341,4,0,44,259,5.9,3,10,7,2,2,7,30,48,62.5,301,1,24,17,0.7,0,0,0,0,1
Texas A&M,119,2008-09-20,3,,Miami (FL),19,L,23,41,-18,19,32,59.4,275,3,1,35,87,2.5,0,4,1,1,2,3,20,29,69.0,239,2,28,159,5.7,2,0,1,1,5
TCU,47,2008-09-20,4,@,SMU,8,W,48,7,41,19,29,65.5,227,1,0,47,271,5.8,4,7,3,0,0,6,20,39,51.3,218,1,12,-8,-0.7,0,1,2,3,1
Texas Tech,49,2008-09-20,4,,Massachusetts,68,W,56,14,42,31,43,72.1,359,4,0,25,179,7.2,3,6,2,1,1,8,17,26,65.4,166,0,33,92,2.8,1,0,1,1,2
Toledo,81,2008-09-20,3,,Fresno St.,86,L,54,55,-1,24,43,55.8,301,3,0,46,297,6.5,4,3,2,1,1,7,22,28,78.6,231,4,38,189,5.0,2,1,0,1,7
Troy,129,2008-09-20,3,@,Ohio St.,36,L,10,28,-18,30,43,69.8,218,1,2,23,97,4.2,0,6,1,0,2,1,10,17,58.8,139,4,42,170,4.0,0,0,1,1,4
Tulane,11,2008-09-20,3,,UL Monroe,130,W,24,10,14,19,34,55.9,272,1,1,45,182,4.0,2,6,5,0,1,3,13,18,72.2,118,0,28,64,2.3,1,0,1,1,1
Tulsa,12,2008-09-20,3,,New Mexico,89,W,56,14,42,24,39,61.5,469,6,2,37,137,3.7,1,8,1,1,3,8,18,25,72.0,190,1,37,126,3.4,1,0,4,4,2
UAB,61,2008-09-20,4,,Alabama State,248,W,45,10,35,14,22,63.6,238,2,0,37,248,6.7,4,8,3,0,0,6,25,33,75.8,259,1,25,17,0.7,0,1,1,2,1
Central Florida,1,2008-09-20,3,@,Boston College,13,L,7,34,-27,16,32,50.0,129,0,4,34,123,3.6,1,7,2,0,4,1,20,41,48.8,237,2,37,168,4.5,2,0,3,3,4
UCLA,102,2008-09-20,3,,Arizona,95,L,10,31,-21,15,31,48.4,81,0,0,28,115,4.1,0,3,2,1,1,1,16,29,55.2,222,2,35,111,3.2,2,1,0,1,4
UNLV,92,2008-09-20,4,,Iowa St.,42,W,34,31,3,16,22,72.7,245,3,0,42,209,5.0,2,5,1,1,1,5,13,28,46.4,155,2,35,151,4.3,2,0,0,0,4
Utah,104,2008-09-20,4,@,Air Force,83,W,30,23,7,16,24,66.7,243,1,1,53,197,3.7,3,11,0,2,3,4,7,13,53.8,138,1,42,53,1.3,1,0,2,2,3
Utah St.,93,2008-09-20,4,,Idaho,133,W,42,17,25,14,23,60.9,224,2,1,44,356,8.1,3,8,3,1,2,6,23,39,59.0,187,2,31,84,2.7,0,1,1,2,2
UTEP,62,2008-09-20,3,,New Mexico State,69,L,33,34,-1,11,26,42.3,95,0,0,48,277,5.8,2,7,3,3,3,4,29,39,74.4,329,5,25,37,1.5,0,2,2,4,5
Vanderbilt,120,2008-09-20,4,@,Ole Miss,116,W,23,17,6,9,12,75.0,71,1,0,41,131,3.2,0,3,1,2,2,2,12,25,48.0,184,0,40,201,5.0,0,2,4,6,2
Virginia Tech,25,2008-09-20,4,@,North Carolina,21,W,20,17,3,12,22,54.5,141,0,2,42,127,3.0,2,9,4,0,2,2,14,26,53.8,204,1,32,103,3.2,1,2,2,4,2
Wake Forest,26,2008-09-20,3,@,Florida St.,16,W,12,3,9,17,30,56.7,217,0,0,38,59,1.6,0,4,1,2,2,0,12,36,33.3,118,0,28,102,3.6,0,2,5,7,0
Washington St.,106,2008-09-20,4,,Portland State,139,W,48,9,39,22,41,53.7,361,3,3,51,277,5.4,3,4,3,1,4,6,20,49,40.8,238,1,11,8,0.7,0,1,2,3,1
Western Kentucky,64,2008-09-20,4,,Murray State,205,W,50,9,41,17,27,63.0,245,1,1,38,116,3.1,4,6,2,0,1,6,26,42,61.9,228,0,20,11,0.6,0,0,4,4,1
Western Michigan,82,2008-09-20,4,,Tennessee Tech,208,W,41,7,34,31,38,81.6,359,5,1,39,274,7.0,1,3,0,0,1,6,19,33,57.6,151,1,24,100,4.2,0,0,0,0,1
Wyoming,94,2008-09-20,4,@,BYU,66,L,0,44,-44,17,36,47.2,136,0,3,35,140,4.0,0,1,0,3,6,0,20,37,54.1,201,3,34,163,4.8,1,0,0,0,6
Oregon St.,100,2008-09-25,4,,USC,103,W,27,21,6,18,28,64.3,167,2,0,45,176,3.9,2,4,1,0,0,4,18,29,62.1,227,3,22,86,3.9,0,1,1,2,3
SMU,8,2008-09-25,5,@,Tulane,11,L,27,34,-7,21,44,47.7,256,3,2,13,55,4.2,0,2,1,0,2,3,19,24,79.2,254,3,42,220,5.2,1,1,1,2,4
Tulane,11,2008-09-25,4,,SMU,8,W,34,27,7,19,24,79.2,254,3,1,42,220,5.2,1,4,2,1,2,4,21,44,47.7,256,3,13,55,4.2,0,0,2,2,3
USC,103,2008-09-25,3,@,Oregon St.,100,L,21,27,-6,18,29,62.1,227,3,1,22,86,3.9,0,6,1,1,2,3,18,28,64.3,167,2,45,176,3.9,2,0,0,0,4
Connecticut,3,2008-09-26,5,@,Louisville,18,W,26,21,5,10,20,50.0,122,1,0,42,157,3.7,1,5,1,1,1,3,17,30,56.7,247,1,41,261,6.4,2,1,2,3,3
Louisville,18,2008-09-26,4,,Connecticut,3,L,21,26,-5,17,30,56.7,247,1,2,41,261,6.4,2,6,3,1,3,3,10,20,50.0,122,1,42,157,3.7,1,1,0,1,3
Akron,71,2008-09-27,5,,Cincinnati,2,L,15,17,-2,26,42,61.9,254,1,1,33,104,3.2,1,4,0,0,1,2,24,38,63.2,322,2,31,104,3.4,0,2,0,2,2
Alabama,107,2008-09-27,5,@,Georgia,111,W,41,30,11,13,16,81.3,205,1,0,45,129,2.9,4,4,2,1,1,5,24,43,55.8,274,2,16,50,3.1,1,1,1,2,4
Arkansas,108,2008-09-27,4,@,Texas,48,L,10,52,-42,14,28,50.0,180,0,1,26,11,0.4,0,7,0,1,2,1,21,23,91.3,213,3,50,208,4.2,3,1,0,1,7
Arkansas St.,122,2008-09-27,5,@,Memphis,6,L,17,29,-12,11,23,47.8,173,0,1,40,179,4.5,2,6,1,1,2,2,12,29,41.4,210,0,41,243,5.9,3,0,1,1,3
Army,65,2008-09-27,4,@,Texas A&M,119,L,17,21,-4,1,5,20.0,4,0,0,65,280,4.3,2,7,1,1,1,2,13,19,68.4,157,2,29,133,4.6,0,0,1,1,3
Auburn,109,2008-09-27,5,,Tennessee,118,W,14,12,2,18,29,62.1,129,1,1,38,97,2.6,0,6,2,0,1,2,8,24,33.3,67,0,33,124,3.8,1,1,0,1,1
Ball St.,72,2008-09-27,5,,Kent State,77,W,41,20,21,23,35,65.7,265,1,0,37,158,4.3,4,7,2,0,0,5,13,24,54.2,177,1,35,176,5.0,2,0,1,1,3
Boston College,13,2008-09-27,4,,Rhode Island,158,W,42,0,42,3,9,33.3,27,0,0,40,289,7.2,5,8,4,1,1,6,28,44,63.6,214,0,29,53,1.8,0,1,4,5,0
Bowling Green,73,2008-09-27,4,@,Wyoming,94,W,45,16,29,22,36,61.1,287,2,0,40,101,2.5,3,1,0,1,1,6,16,32,50.0,124,0,37,192,5.2,2,1,4,5,2
Buffalo,74,2008-09-27,5,@,Central Michigan,75,L,25,27,-2,23,33,69.7,270,2,0,30,66,2.2,1,6,0,0,0,3,21,26,80.8,152,0,39,208,5.3,3,1,0,1,3
California,97,2008-09-27,4,,Colorado St.,85,W,42,7,35,15,26,57.7,159,3,0,30,189,6.3,0,9,4,2,2,6,18,36,50.0,226,0,46,125,2.7,1,0,3,3,1
Central Michigan,75,2008-09-27,5,,Buffalo,74,W,27,25,2,21,26,80.8,152,0,0,39,208,5.3,3,5,3,1,1,3,23,33,69.7,270,2,30,66,2.2,1,0,0,0,3
Cincinnati,2,2008-09-27,4,@,Akron,71,W,17,15,2,24,38,63.2,322,2,0,31,104,3.4,0,5,3,2,2,2,26,42,61.9,254,1,33,104,3.2,1,0,1,1,2
Clemson,14,2008-09-27,5,,Maryland,30,L,17,20,-3,15,22,68.2,151,0,1,41,221,5.4,2,8,0,2,3,2,16,30,53.3,172,1,29,123,4.2,1,0,0,0,2
Colorado,98,2008-09-27,4,@,Florida St.,16,L,21,39,-18,17,36,47.2,154,3,1,37,124,3.4,0,3,0,1,2,3,10,22,45.5,119,0,46,259,5.6,3,1,1,2,4
Colorado St.,85,2008-09-27,4,@,California,97,L,7,42,-35,18,36,50.0,226,0,3,46,125,2.7,1,2,0,0,3,1,15,26,57.7,159,3,30,189,6.3,0,2,0,2,6
Duke,15,2008-09-27,4,,Virginia,24,W,31,3,28,19,33,57.6,174,2,2,37,84,2.3,1,3,1,0,2,4,19,42,45.2,194,0,33,110,3.3,0,2,4,6,0
East Carolina,4,2008-09-27,5,,Houston,5,L,24,41,-17,15,28,53.6,149,1,2,36,126,3.5,1,7,3,1,3,3,37,45,82.2,401,3,39,220,5.6,2,3,1,4,5
Eastern Michigan,76,2008-09-27,5,,Northern Illinois,79,L,0,37,-37,21,39,53.8,140,0,2,33,119,3.6,0,1,1,0,2,0,13,17,76.5,104,1,43,235,5.5,4,0,0,0,5
Florida,110,2008-09-27,4,,Ole Miss,116,L,30,31,-1,24,38,63.2,319,1,0,35,124,3.5,3,5,2,3,3,4,9,21,42.9,185,2,38,140,3.7,2,0,1,1,4
Florida Intl,53,2008-09-27,4,@,Toledo,81,W,35,16,19,6,13,46.2,98,1,0,45,141,3.1,4,5,1,0,0,5,27,46,58.7,208,1,31,94,3.0,0,3,1,4,1
Florida St.,16,2008-09-27,4,,Colorado,98,W,39,21,18,10,22,45.5,119,0,1,46,259,5.6,3,10,4,1,2,4,17,36,47.2,154,3,37,124,3.4,0,1,1,2,3
Fresno St.,86,2008-09-27,4,@,UCLA,102,W,36,31,5,21,31,67.7,236,3,1,40,207,5.2,1,2,1,0,1,5,11,20,55.0,150,1,38,234,6.2,2,1,0,1,3
Georgia,111,2008-09-27,5,,Alabama,107,L,30,41,-11,24,43,55.8,274,2,1,16,50,3.1,1,5,1,1,2,4,13,16,81.3,205,1,45,129,2.9,4,1,0,1,5
Hawaii,87,2008-09-27,4,,San Jose St.,91,L,17,20,-3,21,36,58.3,225,0,4,29,131,4.5,2,11,2,2,6,2,14,28,50.0,152,2,39,85,2.2,0,0,0,0,2
Houston,5,2008-09-27,5,@,East Carolina,4,W,41,24,17,37,45,82.2,401,3,1,39,220,5.6,2,6,2,3,4,5,15,28,53.6,149,1,36,126,3.5,1,1,2,3,3
Idaho,133,2008-09-27,5,@,San Diego St.,90,L,17,45,-28,16,34,47.1,169,0,3,40,182,4.6,2,10,0,1,4,2,26,40,65.0,445,4,35,158,4.5,2,1,1,2,6
Illinois,27,2008-09-27,4,@,Penn State,37,L,24,38,-14,13,24,54.2,183,2,1,42,189,4.5,1,3,1,1,2,3,14,20,70.0,181,2,44,241,5.5,2,1,0,1,5
Indiana,28,2008-09-27,4,,Michigan St.,32,L,29,42,-13,23,44,52.3,284,2,2,28,189,6.8,2,6,0,1,3,4,14,26,53.8,261,2,52,236,4.5,2,0,0,0,4
Iowa,29,2008-09-27,5,,Northwestern,35,L,17,22,-5,21,30,70.0,238,1,1,31,169,5.5,1,3,0,4,5,2,28,45,62.2,284,3,34,106,3.1,0,0,1,1,3
Kansas St.,44,2008-09-27,4,,Louisiana,126,W,45,37,8,21,28,75.0,272,3,0,45,198,4.4,3,6,4,1,1,6,16,29,55.2,174,1,51,335,6.6,4,0,0,0,5
Kent State,77,2008-09-27,5,@,Ball St.,72,L,20,41,-21,13,24,54.2,177,1,1,35,176,5.0,2,6,1,0,1,3,23,35,65.7,265,1,37,158,4.3,4,0,0,0,5
Kentucky,112,2008-09-27,4,,Western Kentucky,64,W,41,3,38,21,32,65.6,182,1,1,38,216,5.7,3,9,4,0,1,5,6,14,42.9,15,0,37,142,3.8,0,1,0,1,0
Louisiana,126,2008-09-27,4,@,Kansas St.,44,L,37,45,-8,16,29,55.2,174,1,0,51,335,6.6,4,2,0,0,0,5,21,28,75.0,272,3,45,198,4.4,3,1,0,1,6
LSU,113,2008-09-27,4,,Mississippi St.,114,W,34,24,10,18,27,66.7,261,2,1,37,166,4.5,2,5,1,1,2,4,17,26,65.4,175,1,31,110,3.5,2,0,0,0,3
Marshall,55,2008-09-27,5,@,West Virginia,50,L,3,27,-24,15,37,40.5,119,0,1,25,39,1.6,0,6,0,2,3,0,22,28,78.6,174,2,42,319,7.6,1,1,1,2,3
Maryland,30,2008-09-27,5,@,Clemson,14,W,20,17,3,16,30,53.3,172,1,0,29,123,4.2,1,5,1,0,0,2,15,22,68.2,151,0,41,221,5.4,2,2,1,3,2
Memphis,6,2008-09-27,5,,Arkansas St.,122,W,29,17,12,12,29,41.4,210,0,1,41,243,5.9,3,7,6,0,1,3,11,23,47.8,173,0,40,179,4.5,2,1,1,2,2
Miami (FL),19,2008-09-27,4,,North Carolina,21,L,24,28,-4,22,33,66.7,174,3,2,33,135,4.1,0,5,2,0,2,3,13,24,54.2,264,2,33,35,1.1,2,0,0,0,4
Michigan,31,2008-09-27,4,,Wisconsin,40,W,27,25,2,12,31,38.7,96,1,2,34,172,5.1,2,6,4,3,5,4,20,37,54.1,226,1,44,158,3.6,1,2,2,4,2
Michigan St.,32,2008-09-27,5,@,Indiana,28,W,42,29,13,14,26,53.8,261,2,0,52,236,4.5,2,4,1,0,0,4,23,44,52.3,284,2,28,189,6.8,2,1,2,3,4
Minnesota,33,2008-09-27,5,@,Ohio St.,36,L,21,34,-13,23,36,63.9,187,1,1,28,81,2.9,1,6,2,2,3,2,13,22,59.1,135,2,37,279,7.5,2,1,0,1,4
Mississippi St.,114,2008-09-27,5,@,LSU,113,L,24,34,-10,17,26,65.4,175,1,0,31,110,3.5,2,3,1,0,0,3,18,27,66.7,261,2,37,166,4.5,2,1,1,2,4
Navy,7,2008-09-27,5,@,Wake Forest,26,W,24,17,7,3,4,75.0,51,0,0,59,292,4.9,3,7,3,2,2,3,26,40,65.0,270,1,31,43,1.4,1,2,4,6,2
Nebraska,34,2008-09-27,4,,Virginia Tech,25,L,30,35,-5,17,26,65.4,278,2,1,25,55,2.2,1,9,2,1,2,4,9,15,60.0,171,0,55,206,3.7,3,0,0,0,3
Nevada,88,2008-09-27,4,@,UNLV,92,W,49,27,22,11,16,68.8,176,2,0,58,444,7.7,5,8,2,1,1,7,18,38,47.4,327,3,23,54,2.3,0,1,1,2,3
New Mexico,89,2008-09-27,5,@,New Mexico State,69,W,35,24,11,7,16,43.8,55,1,1,63,297,4.7,3,3,1,0,1,4,24,38,63.2,382,3,18,48,2.7,0,0,1,1,3
New Mexico State,69,2008-09-27,3,,New Mexico,89,L,24,35,-11,24,38,63.2,382,3,1,18,48,2.7,0,4,1,0,1,3,7,16,43.8,55,1,63,297,4.7,3,0,1,1,4
North Carolina,21,2008-09-27,4,@,Miami (FL),19,W,28,24,4,13,24,54.2,264,2,0,33,35,1.1,2,9,2,0,0,4,22,33,66.7,174,3,33,135,4.1,0,0,2,2,3
NC State,20,2008-09-27,5,,South Florida,9,L,10,41,-31,9,32,28.1,239,0,3,27,26,1.0,1,2,0,0,3,1,21,33,63.6,275,1,48,245,5.1,3,0,0,0,4
North Texas,57,2008-09-27,4,@,Rice,59,L,20,77,-57,26,45,57.8,257,1,3,30,155,5.2,2,8,2,3,6,3,23,30,76.7,328,6,39,174,4.5,3,0,0,0,11
Northern Illinois,79,2008-09-27,4,@,Eastern Michigan,76,W,37,0,37,13,17,76.5,104,1,0,43,235,5.5,4,6,2,0,0,5,21,39,53.8,140,0,33,119,3.6,0,0,2,2,0
Northwestern,35,2008-09-27,5,@,Iowa,29,W,22,17,5,28,45,62.2,284,3,1,34,106,3.1,0,5,2,0,1,3,21,30,70.0,238,1,31,169,5.5,1,4,1,5,2
Notre Dame,70,2008-09-27,4,,Purdue,38,W,38,21,17,20,35,57.1,275,3,0,40,201,5.0,1,1,0,0,0,5,29,55,52.7,359,2,17,103,6.1,1,0,1,1,3
Ohio,80,2008-09-27,5,,VMI,233,W,51,31,20,17,24,70.8,324,3,0,46,251,5.5,1,6,1,1,1,6,3,10,30.0,97,2,56,339,6.1,2,1,1,2,4
Ohio St.,36,2008-09-27,5,,Minnesota,33,W,34,21,13,13,22,59.1,135,2,0,37,279,7.5,2,5,1,1,1,4,23,36,63.9,187,1,28,81,2.9,1,2,1,3,2
Oklahoma,45,2008-09-27,4,,TCU,47,W,35,10,25,19,34,55.9,411,4,0,36,25,0.7,1,7,3,0,0,5,16,41,39.0,212,0,35,102,2.9,1,2,2,4,1
Oklahoma St.,46,2008-09-27,4,,Troy,129,W,55,24,31,16,21,76.2,254,3,0,62,358,5.8,4,0,0,0,0,7,27,49,55.1,272,3,23,144,6.3,0,1,2,3,3
Ole Miss,116,2008-09-27,5,@,Florida,110,W,31,30,1,9,21,42.9,185,2,1,38,140,3.7,2,7,3,0,1,4,24,38,63.2,319,1,35,124,3.5,3,3,0,3,4
Oregon,99,2008-09-27,5,@,Washington St.,106,W,63,14,49,9,19,47.4,161,2,0,53,346,6.5,7,10,3,0,0,9,22,41,53.7,192,2,32,79,2.5,0,2,2,4,2
Penn State,37,2008-09-27,5,,Illinois,27,W,38,24,14,14,20,70.0,181,2,0,44,241,5.5,2,6,1,1,1,5,13,24,54.2,183,2,42,189,4.5,1,1,1,2,3
Pittsburgh,22,2008-09-27,4,@,Syracuse,23,W,34,24,10,17,29,58.6,166,1,0,46,241,5.2,2,3,2,0,0,3,9,17,52.9,137,2,27,126,4.7,0,1,0,1,3
Purdue,38,2008-09-27,4,@,Notre Dame,70,L,21,38,-17,29,55,52.7,359,2,1,17,103,6.1,1,3,1,0,1,3,20,35,57.1,275,3,40,201,5.0,1,0,0,0,5
Rice,59,2008-09-27,5,,North Texas,57,W,77,20,57,23,30,76.7,328,6,0,39,174,4.5,3,4,2,0,0,11,26,45,57.8,257,1,30,155,5.2,2,3,3,6,3
Rutgers,39,2008-09-27,4,,Morgan State,177,W,38,0,38,12,21,57.1,204,1,2,39,93,2.4,4,9,3,1,3,5,10,21,47.6,77,0,31,32,1.0,0,2,2,4,0
San Diego St.,90,2008-09-27,4,,Idaho,133,W,45,17,28,26,40,65.0,445,4,1,35,158,4.5,2,3,2,1,2,6,16,34,47.1,169,0,40,182,4.6,2,1,3,4,2
San Jose St.,91,2008-09-27,5,@,Hawaii,87,W,20,17,3,14,28,50.0,152,2,0,39,85,2.2,0,7,6,0,0,2,21,36,58.3,225,0,29,131,4.5,2,2,4,6,2
South Carolina,117,2008-09-27,5,,UAB,61,W,26,13,13,18,33,54.5,195,1,2,45,158,3.5,1,2,0,1,3,2,17,28,60.7,140,0,25,67,2.7,1,1,2,3,1
South Florida,9,2008-09-27,5,@,NC State,20,W,41,10,31,21,33,63.6,275,1,0,48,245,5.1,3,4,1,0,0,4,9,32,28.1,239,0,27,26,1.0,1,0,3,3,1
Stanford,101,2008-09-27,5,@,Washington,105,W,35,28,7,16,24,66.7,222,3,0,36,244,6.8,2,3,1,1,1,5,18,36,50.0,237,1,38,140,3.7,3,1,0,1,4
Syracuse,23,2008-09-27,5,,Pittsburgh,22,L,24,34,-10,9,17,52.9,137,2,0,27,126,4.7,0,2,0,1,1,3,17,29,58.6,166,1,46,241,5.2,2,0,0,0,3
Temple,10,2008-09-27,5,,Western Michigan,82,L,3,7,-4,10,22,45.5,60,0,0,38,136,3.6,0,7,1,1,1,0,26,42,61.9,252,1,26,36,1.4,0,1,1,2,1
Tennessee,118,2008-09-27,4,@,Auburn,109,L,12,14,-2,8,24,33.3,67,0,0,33,124,3.8,1,6,2,1,1,1,18,29,62.1,129,1,38,97,2.6,0,0,1,1,2
Texas,48,2008-09-27,4,,Arkansas,108,W,52,10,42,21,23,91.3,213,3,0,50,208,4.2,3,11,7,1,1,7,14,28,50.0,180,0,26,11,0.4,0,1,1,2,1
Texas A&M,119,2008-09-27,4,,Army,65,W,21,17,4,13,19,68.4,157,2,1,29,133,4.6,0,1,0,0,1,3,1,5,20.0,4,0,65,280,4.3,2,1,0,1,2
TCU,47,2008-09-27,5,@,Oklahoma,45,L,10,35,-25,16,41,39.0,212,0,2,35,102,2.9,1,9,4,2,4,1,19,34,55.9,411,4,36,25,0.7,1,0,0,0,5
Toledo,81,2008-09-27,4,,Florida Intl,53,L,16,35,-19,27,46,58.7,208,1,1,31,94,3.0,0,6,1,3,4,1,6,13,46.2,98,1,45,141,3.1,4,0,0,0,5
Troy,129,2008-09-27,4,@,Oklahoma St.,46,L,24,55,-31,27,49,55.1,272,3,2,23,144,6.3,0,5,0,1,3,3,16,21,76.2,254,3,62,358,5.8,4,0,0,0,7
