School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Idaho,133,2010-09-25,4,@,Colorado St.,85,L,34,36,-2,25,30,83.3,347,3,0,33,112,3.4,1,10,5,1,1,4,29,36,80.6,386,3,32,108,3.4,1,0,1,1,4
Indiana,28,2010-09-25,3,,Akron,71,W,35,20,15,23,33,69.7,342,4,0,29,84,2.9,1,3,2,0,0,5,15,27,55.6,175,2,30,160,5.3,0,0,0,0,2
Iowa,29,2010-09-25,4,,Ball St.,72,W,45,0,45,21,29,72.4,306,4,0,44,256,5.8,2,6,2,1,1,6,8,19,42.1,56,0,31,56,1.8,0,1,1,2,0
Iowa St.,42,2010-09-25,4,,Northern Iowa,186,W,27,0,27,12,24,50.0,93,0,0,35,117,3.3,1,4,3,0,0,3,12,23,52.2,174,0,43,146,3.4,0,2,3,5,0
Kansas,43,2010-09-25,4,,New Mexico State,69,W,42,16,26,18,29,62.1,264,1,0,44,237,5.4,4,6,1,0,0,6,12,20,60.0,147,1,35,128,3.7,1,0,0,0,2
Kansas St.,44,2010-09-25,4,,Central Florida,1,W,17,13,4,11,22,50.0,189,1,1,32,83,2.6,1,6,1,1,2,2,8,18,44.4,92,0,51,252,4.9,1,0,2,2,1
Kentucky,112,2010-09-25,4,@,Florida,110,L,14,48,-34,22,41,53.7,253,2,2,28,99,3.5,0,3,1,0,2,2,25,36,69.4,290,1,33,176,5.3,5,0,1,1,7
Louisiana,126,2010-09-25,3,,Middle Tennessee,56,L,14,34,-20,19,37,51.4,214,1,0,47,126,2.7,1,6,0,2,2,2,21,36,58.3,207,1,34,217,6.4,3,0,1,1,4
Louisiana Tech,54,2010-09-25,4,,Southern Miss,60,L,12,13,-1,22,39,56.4,262,1,3,25,47,1.9,0,8,1,1,4,1,22,38,57.9,233,1,54,192,3.6,0,1,1,2,1
UL Monroe,130,2010-09-25,3,,Southeastern Louisiana,245,W,21,20,1,23,34,67.6,249,2,1,52,114,2.2,1,4,3,2,3,3,20,41,48.8,212,2,24,54,2.3,1,0,1,1,3
LSU,113,2010-09-25,4,,West Virginia,50,W,20,14,6,11,23,47.8,80,0,2,36,150,4.2,1,4,0,0,2,2,14,29,48.3,119,2,27,58,2.1,0,1,1,2,2
Marshall,55,2010-09-25,4,,Ohio,80,W,24,23,1,21,30,70.0,295,3,0,35,96,2.7,0,5,2,0,0,3,12,22,54.5,201,2,35,130,3.7,1,0,1,1,3
Maryland,30,2010-09-25,4,,Florida Intl,53,W,42,28,14,18,27,66.7,250,2,0,28,169,6.0,3,6,0,0,0,6,35,58,60.3,355,2,40,117,2.9,2,0,2,2,4
Memphis,6,2010-09-25,4,@,UTEP,62,L,13,16,-3,20,30,66.7,144,1,2,40,144,3.6,0,6,3,0,2,1,16,33,48.5,171,0,30,117,3.9,1,0,1,1,1
Miami (OH),78,2010-09-25,4,@,Missouri,115,L,13,51,-38,25,34,73.5,246,1,1,34,70,2.1,0,2,1,2,3,1,17,23,73.9,233,1,38,236,6.2,5,0,1,1,7
Michigan,31,2010-09-25,4,,Bowling Green,73,W,65,21,44,23,26,88.5,255,2,0,56,466,8.3,7,6,3,2,2,9,19,31,61.3,251,1,27,32,1.2,2,0,2,2,3
Michigan St.,32,2010-09-25,4,,Northern Colorado,138,W,45,7,38,19,25,76.0,331,2,0,37,201,5.4,4,1,0,1,1,6,9,28,32.1,147,1,33,119,3.6,0,0,4,4,1
Middle Tennessee,56,2010-09-25,4,@,Louisiana,126,W,34,14,20,21,36,58.3,207,1,1,34,217,6.4,3,10,7,0,1,4,19,37,51.4,214,1,47,126,2.7,1,2,0,2,2
Minnesota,33,2010-09-25,4,,Northern Illinois,79,L,23,34,-11,31,46,67.4,373,2,1,32,97,3.0,0,4,0,0,1,2,11,17,64.7,81,2,28,297,10.6,2,1,0,1,4
Mississippi St.,114,2010-09-25,4,,Georgia,111,W,24,12,12,9,15,60.0,148,2,1,43,166,3.9,1,5,1,0,1,3,18,31,58.1,274,1,34,113,3.3,0,2,0,2,1
Missouri,115,2010-09-25,4,,Miami (OH),78,W,51,13,38,17,23,73.9,233,1,1,38,236,6.2,5,7,3,0,1,7,25,34,73.5,246,1,34,70,2.1,0,2,1,3,1
Nebraska,34,2010-09-25,4,,South Dakota State,188,W,17,3,14,6,16,37.5,140,1,2,48,205,4.3,1,3,0,1,3,2,12,28,42.9,95,0,37,141,3.8,0,0,2,2,0
Nevada,88,2010-09-25,4,@,BYU,66,W,27,13,14,16,26,61.5,196,1,1,53,239,4.5,2,3,1,1,2,3,24,45,53.3,229,0,25,91,3.6,1,0,0,0,1
New Mexico,89,2010-09-25,4,@,UNLV,92,L,10,45,-35,17,40,42.5,177,1,2,38,114,3.0,0,8,2,1,3,1,17,25,68.0,230,3,39,185,4.7,2,0,0,0,6
New Mexico State,69,2010-09-25,3,@,Kansas,43,L,16,42,-26,12,20,60.0,147,1,0,35,128,3.7,1,3,0,0,0,2,18,29,62.1,264,1,44,237,5.4,4,0,0,0,6
North Carolina,21,2010-09-25,3,@,Rutgers,39,W,17,13,4,22,30,73.3,204,1,1,30,91,3.0,1,10,5,2,3,2,17,32,53.1,157,0,37,87,2.4,1,0,2,2,1
NC State,20,2010-09-25,4,@,Georgia Tech,17,W,45,28,17,28,41,68.3,368,3,1,40,159,4.0,2,10,3,1,2,6,5,18,27.8,116,1,48,247,5.1,2,2,0,2,4
North Texas,57,2010-09-25,4,@,Florida Atlantic,52,W,21,17,4,10,15,66.7,146,2,1,54,257,4.8,1,3,1,1,2,3,20,31,64.5,273,1,24,84,3.5,1,1,1,2,2
Northern Illinois,79,2010-09-25,4,@,Minnesota,33,W,34,23,11,11,17,64.7,81,2,0,28,297,10.6,2,3,0,1,1,4,31,46,67.4,373,2,32,97,3.0,0,0,1,1,2
Northwestern,35,2010-09-25,4,,Central Michigan,75,W,30,25,5,23,30,76.7,280,2,1,47,149,3.2,2,7,3,1,2,4,29,43,67.4,347,2,23,76,3.3,2,1,2,3,4
Notre Dame,70,2010-09-25,4,,Stanford,101,L,14,37,-23,26,45,57.8,307,1,1,23,44,1.9,0,3,0,1,2,1,19,32,59.4,238,1,44,166,3.8,1,1,2,3,3
Ohio,80,2010-09-25,4,@,Marshall,55,L,23,24,-1,12,22,54.5,201,2,1,35,130,3.7,1,6,0,0,1,3,21,30,70.0,295,3,35,96,2.7,0,0,0,0,3
Ohio St.,36,2010-09-25,4,,Eastern Michigan,76,W,73,20,53,26,33,78.8,303,6,0,41,342,8.3,4,3,2,1,1,10,14,28,50.0,208,2,29,40,1.4,1,1,0,1,3
Oklahoma,45,2010-09-25,4,@,Cincinnati,2,W,31,29,2,36,51,70.6,370,2,1,43,82,1.9,2,11,3,0,1,4,23,38,60.5,305,3,32,156,4.9,0,3,1,4,3
Ole Miss,116,2010-09-25,4,,Fresno St.,86,W,55,38,17,8,12,66.7,153,2,1,47,425,9.0,4,11,5,1,2,7,32,43,74.4,390,4,33,30,0.9,1,1,0,1,5
Oregon,99,2010-09-25,4,@,Arizona St.,96,W,42,31,11,19,33,57.6,260,2,1,36,125,3.5,2,9,4,1,2,6,30,53,56.6,387,3,46,210,4.6,1,3,4,7,4
Oregon St.,100,2010-09-25,3,@,Boise St.,84,L,24,37,-13,12,26,46.2,159,1,0,33,78,2.4,1,5,0,0,0,3,20,28,71.4,294,4,36,175,4.9,0,1,0,1,4
Penn State,37,2010-09-25,4,,Temple,10,W,22,13,9,18,28,64.3,223,0,0,46,216,4.7,1,4,2,1,1,1,8,19,42.1,46,0,32,156,4.9,2,1,3,4,2
Purdue,38,2010-09-25,4,,Toledo,81,L,20,31,-11,18,34,52.9,150,1,1,43,220,5.1,1,8,3,2,3,2,24,31,77.4,209,2,38,169,4.4,2,2,0,2,4
Rice,59,2010-09-25,4,,Baylor,41,L,13,30,-17,27,38,71.1,204,0,2,32,92,2.9,1,3,1,0,2,1,20,28,71.4,268,3,37,188,5.1,0,1,1,2,3
Rutgers,39,2010-09-25,3,,North Carolina,21,L,13,17,-4,17,32,53.1,157,0,2,37,87,2.4,1,6,2,0,2,1,22,30,73.3,204,1,30,91,3.0,1,2,1,3,2
San Diego St.,90,2010-09-25,4,,Utah St.,93,W,41,7,34,17,24,70.8,362,3,1,38,142,3.7,2,9,4,1,2,5,14,31,45.2,130,0,40,115,2.9,1,0,1,1,1
San Jose St.,91,2010-09-25,4,@,Utah,104,L,3,56,-53,9,13,69.2,78,0,0,32,94,2.9,0,2,0,0,0,0,18,24,75.0,155,2,40,272,6.8,5,0,0,0,8
South Carolina,117,2010-09-25,4,@,Auburn,109,L,27,35,-8,19,29,65.5,305,3,2,28,79,2.8,1,2,1,2,4,4,16,21,76.2,158,2,57,334,5.9,3,2,0,2,5
South Florida,9,2010-09-25,3,,Western Kentucky,64,W,24,12,12,7,11,63.6,57,0,1,44,226,5.1,3,6,1,0,1,3,20,38,52.6,226,2,31,88,2.8,0,0,1,1,2
Southern Miss,60,2010-09-25,4,@,Louisiana Tech,54,W,13,12,1,22,38,57.9,233,1,1,54,192,3.6,0,6,1,1,2,1,22,39,56.4,262,1,25,47,1.9,0,1,3,4,1
Stanford,101,2010-09-25,4,@,Notre Dame,70,W,37,14,23,19,32,59.4,238,1,2,44,166,3.8,1,6,2,1,3,3,26,45,57.8,307,1,23,44,1.9,0,1,1,2,1
Syracuse,23,2010-09-25,4,,Colgate,211,W,42,7,35,9,17,52.9,188,1,0,29,249,8.6,5,7,1,1,1,6,20,31,64.5,146,0,52,230,4.4,1,0,2,2,1
Temple,10,2010-09-25,4,@,Penn State,37,L,13,22,-9,8,19,42.1,46,0,3,32,156,4.9,2,2,1,1,4,2,18,28,64.3,223,0,46,216,4.7,1,1,0,1,1
Tennessee,118,2010-09-25,4,,UAB,61,W,32,29,3,19,34,55.9,245,3,0,27,42,1.6,0,9,0,0,0,4,33,60,55.0,429,2,32,115,3.6,1,0,1,1,3
Texas,48,2010-09-25,4,,UCLA,102,L,12,34,-22,30,45,66.7,264,1,1,23,85,3.7,0,9,4,4,5,1,5,9,55.6,27,1,56,264,4.7,3,2,0,2,4
Toledo,81,2010-09-25,4,@,Purdue,38,W,31,20,11,24,31,77.4,209,2,0,38,169,4.4,2,3,2,2,2,4,18,34,52.9,150,1,43,220,5.1,1,2,1,3,2
Troy,129,2010-09-25,4,,Arkansas St.,122,W,35,28,7,19,39,48.7,319,3,1,41,186,4.5,1,8,3,1,2,4,16,33,48.5,237,2,47,213,4.5,2,1,2,3,4
Tulane,11,2010-09-25,3,@,Houston,5,L,23,42,-19,18,36,50.0,226,2,3,32,105,3.3,1,11,5,0,3,3,19,28,67.9,174,0,45,175,3.9,5,2,1,3,6
Tulsa,12,2010-09-25,4,,Central Arkansas,237,W,41,14,27,24,37,64.9,257,3,2,42,282,6.7,2,6,1,0,2,5,15,32,46.9,183,1,39,136,3.5,1,1,1,2,2
UAB,61,2010-09-25,4,@,Tennessee,118,L,29,32,-3,33,60,55.0,429,2,1,32,115,3.6,1,9,5,0,1,3,19,34,55.9,245,3,27,42,1.6,0,0,0,0,4
Central Florida,1,2010-09-25,4,@,Kansas St.,44,L,13,17,-4,8,18,44.4,92,0,2,51,252,4.9,1,7,2,0,2,1,11,22,50.0,189,1,32,83,2.6,1,1,1,2,2
UCLA,102,2010-09-25,4,@,Texas,48,W,34,12,22,5,9,55.6,27,1,0,56,264,4.7,3,5,2,2,2,4,30,45,66.7,264,1,23,85,3.7,0,4,1,5,1
UNLV,92,2010-09-25,4,,New Mexico,89,W,45,10,35,17,25,68.0,230,3,0,39,185,4.7,2,7,4,0,0,6,17,40,42.5,177,1,38,114,3.0,0,1,2,3,1
USC,103,2010-09-25,4,@,Washington St.,106,W,50,16,34,20,30,66.7,328,4,2,39,285,7.3,2,9,3,1,3,7,26,41,63.4,256,2,26,67,2.6,0,0,3,3,2
Utah,104,2010-09-25,4,,San Jose St.,91,W,56,3,53,18,24,75.0,155,2,0,40,272,6.8,5,6,3,0,0,8,9,13,69.2,78,0,32,94,2.9,0,0,0,0,0
Utah St.,93,2010-09-25,4,@,San Diego St.,90,L,7,41,-34,14,31,45.2,130,0,1,40,115,2.9,1,5,0,0,1,1,17,24,70.8,362,3,38,142,3.7,2,1,1,2,5
UTEP,62,2010-09-25,4,,Memphis,6,W,16,13,3,16,33,48.5,171,0,1,30,117,3.9,1,7,2,0,1,1,20,30,66.7,144,1,40,144,3.6,0,0,2,2,1
Virginia,24,2010-09-25,3,,VMI,233,W,48,7,41,24,34,70.6,341,5,1,36,125,3.5,0,7,3,2,3,6,11,21,52.4,133,1,33,46,1.4,0,0,2,2,1
Virginia Tech,25,2010-09-25,4,@,Boston College,13,W,19,0,19,16,21,76.2,237,0,1,40,106,2.7,1,11,6,0,1,1,16,32,50.0,180,0,28,70,2.5,0,1,2,3,0
Wake Forest,26,2010-09-25,4,@,Florida St.,16,L,0,31,-31,11,17,64.7,82,0,1,43,103,2.4,0,7,3,1,2,0,26,39,66.7,284,3,39,201,5.2,1,2,0,2,4
Washington St.,106,2010-09-25,4,,USC,103,L,16,50,-34,26,41,63.4,256,2,3,26,67,2.6,0,4,0,0,3,2,20,30,66.7,328,4,39,285,7.3,2,1,2,3,7
West Virginia,50,2010-09-25,4,@,LSU,113,L,14,20,-6,14,29,48.3,119,2,1,27,58,2.1,0,3,2,1,2,2,11,23,47.8,80,0,36,150,4.2,1,0,2,2,2
Western Kentucky,64,2010-09-25,4,@,South Florida,9,L,12,24,-12,20,38,52.6,226,2,1,31,88,2.8,0,5,2,0,1,2,7,11,63.6,57,0,44,226,5.1,3,0,1,1,3
Wisconsin,40,2010-09-25,4,,Austin Peay,201,W,70,3,67,21,24,87.5,272,3,0,44,346,7.9,7,10,2,0,0,10,9,19,47.4,115,0,32,42,1.3,0,0,0,0,0
Wyoming,94,2010-09-25,4,,Air Force,83,L,14,20,-6,6,11,54.5,66,0,1,34,174,5.1,2,4,0,1,2,2,5,13,38.5,66,0,71,379,5.3,3,0,1,1,3
Oklahoma St.,46,2010-09-30,4,,Texas A&M,119,W,38,35,3,28,42,66.7,284,2,2,26,67,2.6,2,8,4,1,3,5,40,62,64.5,409,5,44,126,2.9,0,1,4,5,5
Texas A&M,119,2010-09-30,4,@,Oklahoma St.,46,L,35,38,-3,40,62,64.5,409,5,4,44,126,2.9,0,4,1,1,5,5,28,42,66.7,284,2,26,67,2.6,2,1,2,3,5
BYU,66,2010-10-01,5,@,Utah St.,93,L,16,31,-15,27,54,50.0,270,0,2,25,65,2.6,2,5,0,0,2,2,10,13,76.9,192,1,59,242,4.1,3,1,0,1,4
Utah St.,93,2010-10-01,5,,BYU,66,W,31,16,15,10,13,76.9,192,1,0,59,242,4.1,3,4,2,1,1,4,27,54,50.0,270,0,25,65,2.6,2,0,2,2,2
Air Force,83,2010-10-02,5,,Navy,7,W,14,6,8,5,7,71.4,83,0,0,53,292,5.5,2,6,1,2,2,2,6,18,33.3,103,0,50,209,4.2,0,0,2,2,0
Akron,71,2010-10-02,5,,Northern Illinois,79,L,14,50,-36,14,27,51.9,128,0,2,27,129,4.8,2,4,2,0,2,2,17,22,77.3,292,3,47,228,4.9,2,1,0,1,6
Alabama,107,2010-10-02,5,,Florida,110,W,31,6,25,12,18,66.7,103,1,0,34,170,5.0,2,8,1,0,0,4,16,32,50.0,202,0,31,79,2.5,0,1,3,4,0
Arizona St.,96,2010-10-02,5,@,Oregon St.,100,L,28,31,-3,14,29,48.3,203,1,3,51,161,3.2,2,7,0,0,3,3,19,29,65.5,260,2,31,156,5.0,2,0,0,0,4
Arkansas St.,122,2010-10-02,5,,Louisville,18,L,24,34,-10,12,25,48.0,209,3,2,36,200,5.6,0,8,2,2,4,3,20,33,60.6,308,3,50,267,5.3,1,1,1,2,4
Army,65,2010-10-02,5,,Temple,10,L,35,42,-7,9,17,52.9,124,1,0,57,235,4.1,4,4,0,0,0,5,8,17,47.1,151,2,36,256,7.1,4,1,0,1,6
Auburn,109,2010-10-02,5,,UL Monroe,130,W,52,3,49,17,24,70.8,272,3,1,33,233,7.1,4,10,3,0,1,7,29,41,70.7,232,0,33,38,1.2,0,3,1,4,0
Ball St.,72,2010-10-02,5,@,Central Michigan,75,W,31,17,14,12,18,66.7,130,2,0,43,306,7.1,2,8,6,1,1,4,25,48,52.1,295,2,26,76,2.9,0,1,3,4,2
Baylor,41,2010-10-02,5,,Kansas,43,W,55,7,48,28,38,73.7,434,4,0,46,244,5.3,2,5,3,0,0,7,16,28,57.1,171,1,37,99,2.7,0,2,2,4,1
Boise St.,84,2010-10-02,4,@,New Mexico State,69,W,59,0,59,18,24,75.0,309,4,0,39,299,7.7,4,4,1,0,0,8,8,22,36.4,90,0,41,118,2.9,0,2,1,3,0
Boston College,13,2010-10-02,4,,Notre Dame,70,L,13,31,-18,27,47,57.4,265,1,2,23,5,0.2,0,7,1,0,2,1,24,45,53.3,203,2,31,112,3.6,2,2,1,3,4
Bowling Green,73,2010-10-02,5,,Buffalo,74,L,26,28,-2,12,37,32.4,167,2,3,25,9,0.4,1,6,1,2,5,4,19,34,55.9,241,3,58,200,3.4,1,2,4,6,4
Buffalo,74,2010-10-02,5,@,Bowling Green,73,W,28,26,2,19,34,55.9,241,3,4,58,200,3.4,1,8,2,2,6,4,12,37,32.4,167,2,25,9,0.4,1,2,3,5,4
Central Michigan,75,2010-10-02,5,,Ball St.,72,L,17,31,-14,25,48,52.1,295,2,3,26,76,2.9,0,6,1,1,4,2,12,18,66.7,130,2,43,306,7.1,2,1,0,1,4
Clemson,14,2010-10-02,4,,Miami (FL),19,L,21,30,-9,14,33,42.4,149,0,3,40,162,4.1,3,9,2,3,6,3,13,33,39.4,205,4,43,171,4.0,0,0,2,2,4
Colorado,98,2010-10-02,4,,Georgia,111,W,29,27,2,13,20,65.0,158,1,1,47,235,5.0,3,6,2,0,1,4,16,27,59.3,221,3,32,188,5.9,0,1,1,2,3
Colorado St.,85,2010-10-02,5,,TCU,47,L,0,27,-27,17,29,58.6,116,0,0,26,45,1.7,0,1,0,2,2,0,12,25,48.0,128,1,49,346,7.1,2,0,0,0,3
Connecticut,3,2010-10-02,5,,Vanderbilt,120,W,40,21,19,21,30,70.0,179,2,1,45,196,4.4,2,8,5,1,2,5,15,25,60.0,157,2,31,169,5.5,1,1,2,3,3
Duke,15,2010-10-02,5,@,Maryland,30,L,16,21,-5,28,56,50.0,351,1,2,23,48,2.1,0,4,0,0,2,1,9,26,34.6,170,1,39,124,3.2,1,0,0,0,3
East Carolina,4,2010-10-02,4,@,North Carolina,21,L,17,42,-25,34,52,65.4,283,2,3,16,64,4.0,0,3,2,0,3,2,18,26,69.2,181,2,46,263,5.7,3,0,0,0,6
Eastern Michigan,76,2010-10-02,5,,Ohio,80,L,17,30,-13,15,30,50.0,208,1,1,35,166,4.7,1,4,1,0,1,2,15,25,60.0,218,1,42,194,4.6,3,1,1,2,4
Florida,110,2010-10-02,5,@,Alabama,107,L,6,31,-25,16,32,50.0,202,0,3,31,79,2.5,0,4,2,1,4,0,12,18,66.7,103,1,34,170,5.0,2,0,0,0,4
Florida Atlantic,52,2010-10-02,4,@,South Florida,9,L,3,31,-28,17,25,68.0,136,0,2,39,72,1.8,0,4,4,1,3,0,14,20,70.0,155,1,39,136,3.5,2,0,0,0,4
Florida Intl,53,2010-10-02,4,@,Pittsburgh,22,L,17,44,-27,23,38,60.5,223,0,0,32,93,2.9,2,2,0,1,1,2,15,25,60.0,169,1,36,300,8.3,4,1,0,1,5
Florida St.,16,2010-10-02,5,@,Virginia,24,W,34,14,20,17,29,58.6,172,1,0,42,256,6.1,3,10,6,1,1,4,21,39,53.8,279,2,26,25,1.0,0,0,2,2,2
Fresno St.,86,2010-10-02,4,,Cal Poly,131,W,38,17,21,12,17,70.6,206,2,1,41,253,6.2,2,7,4,2,3,5,3,7,42.9,18,1,50,203,4.1,1,0,0,0,2
Georgia,111,2010-10-02,5,@,Colorado,98,L,27,29,-2,16,27,59.3,221,3,1,32,188,5.9,0,6,2,1,2,3,13,20,65.0,158,1,47,235,5.0,3,0,1,1,4
Georgia Tech,17,2010-10-02,5,@,Wake Forest,26,W,24,20,4,11,21,52.4,130,2,0,48,209,4.4,0,9,0,2,2,2,10,23,43.5,107,0,43,161,3.7,2,0,0,0,2
Hawaii,87,2010-10-02,5,,Louisiana Tech,54,W,41,21,20,42,58,72.4,532,4,0,22,115,5.2,1,3,1,2,2,5,24,39,61.5,223,2,28,127,4.5,1,0,3,3,3
Idaho,133,2010-10-02,5,@,Western Michigan,82,W,33,13,20,30,50,60.0,380,3,2,33,97,2.9,0,4,3,2,4,4,14,35,40.0,104,1,30,80,2.7,0,2,1,3,1
Illinois,27,2010-10-02,4,,Ohio St.,36,L,13,24,-11,13,23,56.5,132,0,1,36,119,3.3,1,6,3,0,1,1,10,18,55.6,77,2,42,213,5.1,1,0,2,2,3
Indiana,28,2010-10-02,4,,Michigan,31,L,35,42,-7,45,64,70.3,480,3,1,34,88,2.6,2,0,0,0,1,5,11,17,64.7,277,3,28,297,10.6,3,1,0,1,6
Iowa,29,2010-10-02,5,,Penn State,37,W,24,3,21,16,22,72.7,227,1,1,36,122,3.4,1,8,2,0,1,3,22,42,52.4,247,0,23,54,2.3,0,0,1,1,0
Iowa St.,42,2010-10-02,5,,Texas Tech,49,W,52,38,14,20,28,71.4,190,4,0,50,251,5.0,2,4,0,0,0,7,42,62,67.7,377,5,25,131,5.2,0,2,1,3,5
Kansas,43,2010-10-02,5,@,Baylor,41,L,7,55,-48,16,28,57.1,171,1,2,37,99,2.7,0,2,0,2,4,1,28,38,73.7,434,4,46,244,5.3,2,0,0,0,7
Kent State,77,2010-10-02,4,@,Miami (OH),78,L,21,27,-6,11,26,42.3,152,0,2,35,132,3.8,3,8,2,0,2,3,31,47,66.0,294,1,29,52,1.8,1,1,0,1,3
Kentucky,112,2010-10-02,5,@,Ole Miss,116,L,35,42,-7,27,47,57.4,300,2,1,30,124,4.1,2,8,1,2,3,4,9,17,52.9,90,3,51,211,4.1,3,0,0,0,6
Louisiana,126,2010-10-02,4,@,North Texas,57,W,28,27,1,18,32,56.3,310,2,0,25,41,1.6,1,6,3,0,0,4,22,31,71.0,191,2,44,187,4.3,2,1,1,2,4
Louisiana Tech,54,2010-10-02,5,@,Hawaii,87,L,21,41,-20,24,39,61.5,223,2,3,28,127,4.5,1,3,2,0,3,3,42,58,72.4,532,4,22,115,5.2,1,2,0,2,5
UL Monroe,130,2010-10-02,4,@,Auburn,109,L,3,52,-49,29,41,70.7,232,0,1,33,38,1.2,0,5,1,3,4,0,17,24,70.8,272,3,33,233,7.1,4,0,1,1,7
Louisville,18,2010-10-02,4,@,Arkansas St.,122,W,34,24,10,20,33,60.6,308,3,1,50,267,5.3,1,4,3,1,2,4,12,25,48.0,209,3,36,200,5.6,0,2,2,4,3
LSU,113,2010-10-02,5,,Tennessee,118,W,16,14,2,19,33,57.6,215,0,3,36,219,6.1,2,8,5,1,4,2,12,23,52.2,121,0,37,96,2.6,2,0,0,0,2
Marshall,55,2010-10-02,5,@,Southern Miss,60,L,16,41,-25,17,28,60.7,125,1,0,23,45,2.0,0,4,2,1,1,2,16,29,55.2,164,1,47,205,4.4,4,0,0,0,5
Maryland,30,2010-10-02,5,,Duke,15,W,21,16,5,9,26,34.6,170,1,0,39,124,3.2,1,8,4,0,0,3,28,56,50.0,351,1,23,48,2.1,0,0,2,2,1
Memphis,6,2010-10-02,5,,Tulsa,12,L,7,48,-41,9,19,47.4,82,0,1,36,125,3.5,1,4,1,3,4,1,18,31,58.1,214,2,47,233,5.0,4,0,0,0,6
Miami (FL),19,2010-10-02,4,@,Clemson,14,W,30,21,9,13,33,39.4,205,4,2,43,171,4.0,0,8,3,0,2,4,14,33,42.4,149,0,40,162,4.1,3,3,3,6,3
Miami (OH),78,2010-10-02,5,,Kent State,77,W,27,21,6,31,47,66.0,294,1,0,29,52,1.8,1,7,2,1,1,3,11,26,42.3,152,0,35,132,3.8,3,0,2,2,3
Michigan,31,2010-10-02,5,@,Indiana,28,W,42,35,7,11,17,64.7,277,3,0,28,297,10.6,3,10,2,1,1,6,45,64,70.3,480,3,34,88,2.6,2,0,1,1,5
Michigan St.,32,2010-10-02,5,,Wisconsin,40,W,34,24,10,20,29,69.0,269,3,2,45,175,3.9,0,5,1,1,3,4,11,25,44.0,127,1,31,165,5.3,2,0,0,0,3
Minnesota,33,2010-10-02,5,,Northwestern,35,L,28,29,-1,15,24,62.5,202,3,1,37,165,4.5,1,6,1,0,1,4,23,30,76.7,309,2,43,177,4.1,2,2,1,3,4
Mississippi St.,114,2010-10-02,5,,Alcorn State,249,W,49,16,33,19,29,65.5,336,2,1,33,230,7.0,4,15,4,1,2,7,14,27,51.9,209,1,37,121,3.3,1,0,0,0,2
Navy,7,2010-10-02,4,@,Air Force,83,L,6,14,-8,6,18,33.3,103,0,2,50,209,4.2,0,5,1,0,2,0,5,7,71.4,83,0,53,292,5.5,2,2,0,2,2
Nevada,88,2010-10-02,5,@,UNLV,92,W,44,26,18,14,19,73.7,142,1,1,50,374,7.5,5,11,3,2,3,6,14,23,60.9,214,1,33,80,2.4,2,1,1,2,3
New Mexico,89,2010-10-02,5,,UTEP,62,L,20,38,-18,18,32,56.3,139,0,2,31,98,3.2,1,2,0,1,3,3,21,39,53.8,266,3,40,169,4.2,2,2,0,2,5
New Mexico State,69,2010-10-02,4,,Boise St.,84,L,0,59,-59,8,22,36.4,90,0,1,41,118,2.9,0,2,0,2,3,0,18,24,75.0,309,4,39,299,7.7,4,0,0,0,8
North Carolina,21,2010-10-02,4,,East Carolina,4,W,42,17,25,18,26,69.2,181,2,0,46,263,5.7,3,2,0,0,0,6,34,52,65.4,283,2,16,64,4.0,0,0,3,3,2
NC State,20,2010-10-02,5,,Virginia Tech,25,L,30,41,-11,21,49,42.9,362,3,3,33,145,4.4,0,8,4,0,3,3,12,24,50.0,123,3,37,317,8.6,2,0,1,1,6
North Texas,57,2010-10-02,5,,Louisiana,126,L,27,28,-1,22,31,71.0,191,2,1,44,187,4.3,2,3,2,1,2,4,18,32,56.3,310,2,25,41,1.6,1,0,0,0,4
Northern Illinois,79,2010-10-02,5,@,Akron,71,W,50,14,36,17,22,77.3,292,3,0,47,228,4.9,2,4,2,1,1,6,14,27,51.9,128,0,27,129,4.8,2,0,2,2,2
Northwestern,35,2010-10-02,5,@,Minnesota,33,W,29,28,1,23,30,76.7,309,2,1,43,177,4.1,2,7,1,2,3,4,15,24,62.5,202,3,37,165,4.5,1,0,1,1,4
Notre Dame,70,2010-10-02,5,@,Boston College,13,W,31,13,18,24,45,53.3,203,2,1,31,112,3.6,2,11,5,2,3,4,27,47,57.4,265,1,23,5,0.2,0,0,2,2,1
Ohio,80,2010-10-02,5,@,Eastern Michigan,76,W,30,17,13,15,25,60.0,218,1,1,42,194,4.6,3,3,3,1,2,4,15,30,50.0,208,1,35,166,4.7,1,0,1,1,2
Ohio St.,36,2010-10-02,5,@,Illinois,27,W,24,13,11,10,18,55.6,77,2,2,42,213,5.1,1,6,3,0,2,3,13,23,56.5,132,0,36,119,3.3,1,0,1,1,1
Oklahoma,45,2010-10-02,5,N,Texas,48,W,28,20,8,24,39,61.5,236,2,0,52,124,2.4,2,9,3,0,0,4,27,42,64.3,266,0,22,107,4.9,2,1,1,2,2
