School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Buffalo,74,2016-09-02,1,,Albany,152,L,16,22,-6,17,34,50.0,177,1,3,48,226,4.7,0,6,2.0,1,4,1,14,21,66.7,113,2,33,125,3.8,1,0,0,0,3
Colorado,98,2016-09-02,1,N,Colorado St.,85,W,44,7,37,23,33,69.7,318,1,0,56,260,4.6,3,5,2.0,2,2,5,12,29,41.4,63,1,35,162,4.6,0,2,2,4,1
Colorado St.,85,2016-09-02,1,N,Colorado,98,L,7,44,-37,12,29,41.4,63,1,2,35,162,4.6,0,4,1.0,2,4,1,23,33,69.7,318,1,56,260,4.6,3,2,0,2,5
Eastern Michigan,76,2016-09-02,1,,Mississippi Valley State,253,W,61,14,47,17,24,70.8,198,3,1,44,281,6.4,5,8,4.0,0,1,8,19,38,50.0,178,1,32,23,0.7,1,2,0,2,2
Georgia St.,125,2016-09-02,1,,Ball St.,72,L,21,31,-10,25,40,62.5,195,1,1,25,77,3.1,1,2,1.0,1,2,3,15,29,51.7,130,0,52,325,6.3,4,0,2,2,4
Kansas St.,44,2016-09-02,1,@,Stanford,101,L,13,26,-13,19,41,46.3,243,1,2,32,92,2.9,0,8,2.0,0,2,1,15,19,78.9,167,1,30,105,3.5,2,1,0,1,3
Michigan St.,32,2016-09-02,1,,Furman,230,W,28,13,15,13,18,72.2,190,3,1,40,171,4.3,1,4,1.0,1,2,4,16,31,51.6,139,0,33,87,2.6,1,0,1,1,1
Nevada,88,2016-09-02,1,,Cal Poly,131,W,30,27,3,17,24,70.8,189,2,0,34,174,5.1,2,5,,0,0,4,5,12,41.7,62,0,71,383,5.4,3,1,0,1,3
Stanford,101,2016-09-02,1,,Kansas St.,44,W,26,13,13,15,19,78.9,167,1,0,30,105,3.5,2,10,8.0,1,1,3,19,41,46.3,243,1,32,92,2.9,0,0,2,2,1
Syracuse,23,2016-09-02,1,,Colgate,211,W,33,7,26,40,46,87.0,437,2,0,35,117,3.3,1,6,3.0,1,1,3,11,24,45.8,98,1,32,45,1.4,0,0,0,0,1
Temple,10,2016-09-02,1,,Army,65,L,13,28,-15,12,26,46.2,168,0,3,28,83,3.0,1,4,1.0,0,3,1,2,5,40.0,15,0,67,329,4.9,4,0,0,0,4
Toledo,81,2016-09-02,1,@,Arkansas St.,122,W,31,10,21,23,31,74.2,371,3,0,45,185,4.1,1,9,4.0,2,2,4,11,25,44.0,124,0,38,142,3.7,1,0,0,0,1
Air Force,83,2016-09-03,1,,Abilene Christian,236,W,37,21,16,6,11,54.5,201,3,0,66,407,6.2,2,5,2.0,2,2,5,16,33,48.5,274,3,31,86,2.8,0,0,0,0,3
Akron,71,2016-09-03,1,,VMI,233,W,47,24,23,25,38,65.8,425,6,1,29,151,5.2,1,15,2.0,1,2,8,28,37,75.7,300,2,45,86,1.9,1,0,0,0,3
Alabama,107,2016-09-03,1,N,USC,103,W,52,6,46,12,18,66.7,223,3,1,45,242,5.4,3,9,3.0,1,2,7,18,37,48.6,130,0,30,64,2.1,0,0,1,1,0
Arizona,95,2016-09-03,1,N,BYU,66,L,16,18,-2,20,30,66.7,213,0,2,26,115,4.4,2,7,1.0,0,2,2,21,29,72.4,202,1,47,213,4.5,1,0,0,0,2
Arizona St.,96,2016-09-03,1,,Northern Arizona,137,W,44,13,31,20,27,74.1,180,0,1,46,276,6.0,5,10,1.0,1,2,5,23,33,69.7,369,1,34,56,1.6,0,0,0,0,1
Arkansas,108,2016-09-03,1,,Louisiana Tech,54,W,21,20,1,20,29,69.0,191,2,2,40,106,2.7,1,4,3.0,0,2,3,19,31,61.3,212,0,23,79,3.4,2,0,1,1,2
Auburn,109,2016-09-03,1,,Clemson,14,L,13,19,-6,15,28,53.6,175,0,2,41,87,2.1,1,3,,1,3,1,19,34,55.9,248,1,44,151,3.4,1,1,1,2,2
Boise St.,84,2016-09-03,1,@,Louisiana,126,W,45,10,35,24,35,68.6,426,3,0,38,158,4.2,3,12,5.0,0,0,6,21,33,63.6,186,1,40,81,2.0,0,0,0,0,1
Boston College,13,2016-09-03,1,N,Georgia Tech,17,L,14,17,-3,11,17,64.7,144,0,1,37,176,4.8,2,9,1.0,2,3,2,8,15,53.3,119,0,44,119,2.7,2,1,0,1,2
Bowling Green,73,2016-09-03,1,@,Ohio St.,36,L,10,77,-67,21,44,47.7,175,0,3,28,69,2.5,0,0,,0,3,1,27,39,69.2,417,7,55,359,6.5,3,0,1,1,11
BYU,66,2016-09-03,1,N,Arizona,95,W,18,16,2,21,29,72.4,202,1,0,47,213,4.5,1,8,4.0,0,0,2,20,30,66.7,213,0,26,115,4.4,2,0,2,2,2
Clemson,14,2016-09-03,1,@,Auburn,109,W,19,13,6,19,34,55.9,248,1,1,44,151,3.4,1,13,4.0,1,2,2,15,28,53.6,175,0,41,87,2.1,1,1,2,3,1
Duke,15,2016-09-03,1,,North Carolina Central,180,W,49,6,43,16,26,61.5,227,3,0,63,308,4.9,4,8,5.0,5,5,7,7,25,28.0,74,0,29,38,1.3,0,1,1,2,0
East Carolina,4,2016-09-03,1,,Western Carolina,234,W,52,7,45,29,33,87.9,413,5,0,38,275,7.2,2,6,,1,1,7,13,27,48.1,172,0,38,148,3.9,1,0,1,1,1
Florida,110,2016-09-03,1,,Massachusetts,68,W,24,7,17,29,44,65.9,256,2,0,29,107,3.7,0,5,4.0,0,0,2,9,17,52.9,141,0,35,46,1.3,1,0,0,0,1
Florida Atlantic,52,2016-09-03,1,,Southern Illinois,189,W,38,30,8,23,31,74.2,282,2,0,45,170,3.8,3,11,3.0,0,0,5,37,52,71.2,387,2,34,143,4.2,2,1,0,1,4
Fresno St.,86,2016-09-03,1,@,Nebraska,34,L,10,43,-33,24,43,55.8,243,1,2,26,31,1.2,0,1,,0,2,1,6,13,46.2,114,1,51,292,5.7,5,0,0,0,6
Georgia,111,2016-09-03,1,N,North Carolina,21,W,33,24,9,13,20,65.0,185,1,0,52,289,5.6,3,4,1.0,1,1,4,24,40,60.0,156,0,19,159,8.4,2,0,0,0,3
Georgia Southern,124,2016-09-03,1,,Savannah State,383,W,54,0,54,12,15,80.0,185,2,1,69,420,6.1,6,11,4.0,1,2,8,10,19,52.6,80,0,27,34,1.3,0,2,1,3,0
Georgia Tech,17,2016-09-03,1,N,Boston College,13,W,17,14,3,8,15,53.3,119,0,0,44,119,2.7,2,4,1.0,1,1,2,11,17,64.7,144,0,37,176,4.8,2,2,1,3,2
Hawaii,87,2016-09-03,2,@,Michigan,31,L,3,63,-60,12,23,52.2,151,0,2,37,81,2.2,0,4,,0,2,0,17,20,85.0,206,3,39,306,7.8,4,0,1,1,9
Houston,5,2016-09-03,1,N,Oklahoma,45,W,33,23,10,23,40,57.5,321,2,0,40,89,2.2,0,9,5.0,1,1,3,24,34,70.6,323,2,26,70,2.7,1,2,0,2,3
Illinois,27,2016-09-03,1,,Murray State,205,W,52,3,49,16,24,66.7,228,3,0,40,287,7.2,4,11,6.0,0,0,7,21,35,60.0,175,0,26,-10,-0.4,0,1,2,3,0
Iowa,29,2016-09-03,1,,Miami (OH),78,W,45,21,24,13,21,61.9,192,1,0,29,212,7.3,5,5,3.0,0,0,6,19,29,65.5,266,2,41,158,3.9,1,3,0,3,3
Iowa St.,42,2016-09-03,1,,Northern Iowa,186,L,20,25,-5,18,28,64.3,256,3,2,25,51,2.0,0,11,3.0,2,4,3,15,27,55.6,135,1,58,232,4.0,2,1,0,1,3
Kansas,43,2016-09-03,1,,Rhode Island,158,W,55,6,49,28,38,73.7,399,6,1,35,171,4.9,2,5,1.0,1,2,8,6,23,26.1,49,1,40,170,4.3,0,2,1,3,1
Kent State,77,2016-09-03,1,@,Penn State,37,L,13,33,-20,14,28,50.0,129,0,2,41,150,3.7,0,6,1.0,1,3,1,16,31,51.6,209,2,38,145,3.8,1,1,0,1,4
Kentucky,112,2016-09-03,1,,Southern Miss,60,L,35,44,-9,16,25,64.0,313,4,1,25,96,3.8,1,9,3.0,2,3,5,18,28,64.3,258,2,67,296,4.4,3,0,3,3,5
Louisiana,126,2016-09-03,1,,Boise St.,84,L,10,45,-35,21,33,63.6,186,1,0,40,81,2.0,0,5,1.0,0,0,1,24,35,68.6,426,3,38,158,4.2,3,0,0,0,6
Louisiana Tech,54,2016-09-03,1,@,Arkansas,108,L,20,21,-1,19,31,61.3,212,0,1,23,79,3.4,2,9,4.0,0,1,2,20,29,69.0,191,2,40,106,2.7,1,0,2,2,3
UL Monroe,130,2016-09-03,1,,Southern,255,W,38,21,17,20,33,60.6,208,2,2,46,325,7.1,3,7,4.0,0,2,5,17,32,53.1,137,1,46,239,5.2,1,0,1,1,2
LSU,113,2016-09-03,1,N,Wisconsin,40,L,14,16,-2,12,21,57.1,131,1,2,29,126,4.3,0,5,2.0,1,3,2,19,31,61.3,205,0,42,134,3.2,1,1,2,3,1
Maryland,30,2016-09-03,1,,Howard,176,W,52,13,39,20,29,69.0,204,0,0,44,315,7.2,6,9,2.0,0,0,7,18,29,62.1,200,2,35,69,2.0,0,0,0,0,2
Massachusetts,68,2016-09-03,1,@,Florida,110,L,7,24,-17,9,17,52.9,141,0,0,35,46,1.3,1,4,1.0,0,0,1,29,44,65.9,256,2,29,107,3.7,0,0,0,0,2
Memphis,6,2016-09-03,1,,Southeast Missouri,206,W,35,17,18,26,40,65.0,295,3,2,32,117,3.7,1,8,2.0,1,3,4,19,34,55.9,143,1,29,110,3.8,1,0,1,1,2
Miami (FL),19,2016-09-03,1,,Florida A&M,175,W,70,3,67,13,21,61.9,150,4,0,36,373,10.4,5,15,3.0,1,1,10,15,27,55.6,175,0,42,22,0.5,0,0,2,2,0
Miami (OH),78,2016-09-03,1,@,Iowa,29,L,21,45,-24,19,29,65.5,266,2,0,41,158,3.9,1,2,2.0,3,3,3,13,21,61.9,192,1,29,212,7.3,5,0,0,0,6
Michigan,31,2016-09-03,1,,Hawaii,87,W,63,3,60,17,20,85.0,206,3,1,39,306,7.8,4,10,4.0,0,1,9,12,23,52.2,151,0,37,81,2.2,0,0,2,2,0
Middle Tennessee,56,2016-09-03,1,,Alabama A&M,247,W,55,0,55,40,53,75.5,435,6,2,40,246,6.2,1,6,4.0,0,2,7,9,24,37.5,54,0,27,92,3.4,0,0,1,1,0
Mississippi St.,114,2016-09-03,1,,South Alabama,127,L,20,21,-1,20,31,64.5,143,1,0,34,239,7.0,1,11,3.0,0,0,2,24,34,70.6,285,2,29,94,3.2,1,0,0,0,3
Missouri,115,2016-09-03,1,@,West Virginia,50,L,11,26,-15,24,53,45.3,282,1,0,47,180,3.8,0,6,,1,1,1,23,37,62.2,253,0,48,241,5.0,2,1,2,3,2
Navy,7,2016-09-03,1,,Fordham,212,W,52,16,36,4,4,100.0,123,1,0,53,427,8.1,6,7,3.0,0,0,7,26,45,57.8,302,1,36,162,4.5,0,1,0,1,1
Nebraska,34,2016-09-03,1,,Fresno St.,86,W,43,10,33,6,13,46.2,114,1,0,51,292,5.7,5,8,4.0,0,0,6,24,43,55.8,243,1,26,31,1.2,0,0,2,2,1
New Mexico State,69,2016-09-03,1,@,UTEP,62,L,22,38,-16,17,41,41.5,206,0,0,30,139,4.6,2,13,1.0,0,0,3,15,28,53.6,229,3,49,289,5.9,2,1,0,1,5
North Carolina,21,2016-09-03,1,N,Georgia,111,L,24,33,-9,24,40,60.0,156,0,0,19,159,8.4,2,6,4.0,0,0,3,13,20,65.0,185,1,52,289,5.6,3,1,0,1,4
North Texas,57,2016-09-03,1,,SMU,8,L,21,34,-13,32,50,64.0,311,2,3,29,83,2.9,1,6,2.0,0,3,3,13,27,48.1,300,3,46,272,5.9,1,0,1,1,4
Northern Illinois,79,2016-09-03,1,@,Wyoming,94,L,34,40,-6,24,39,61.5,329,3,0,37,133,3.6,2,7,,1,1,5,19,29,65.5,245,2,56,243,4.3,3,0,0,0,5
Northwestern,35,2016-09-03,1,,Western Michigan,82,L,21,22,-1,15,22,68.2,196,0,0,31,123,4.0,3,4,1.0,1,1,3,26,36,72.2,218,1,48,198,4.1,1,0,0,0,2
Ohio,80,2016-09-03,1,,Texas St.,128,L,54,56,-2,28,46,60.9,393,4,0,51,237,4.6,2,13,6.0,2,2,6,41,56,73.2,440,5,42,106,2.5,2,1,2,3,7
Ohio St.,36,2016-09-03,1,,Bowling Green,73,W,77,10,67,27,39,69.2,417,7,1,55,359,6.5,3,5,2.0,0,1,11,21,44,47.7,175,0,28,69,2.5,0,0,3,3,1
Oklahoma,45,2016-09-03,1,N,Houston,5,L,23,33,-10,24,34,70.6,323,2,0,26,70,2.7,1,11,2.0,2,2,3,23,40,57.5,321,2,40,89,2.2,0,1,0,1,3
Oklahoma St.,46,2016-09-03,1,,Southeastern Louisiana,245,W,61,7,54,25,35,71.4,253,2,0,38,144,3.8,4,11,3.0,1,1,8,4,14,28.6,106,0,46,97,2.1,1,4,0,4,1
Oregon,99,2016-09-03,1,,UC Davis,142,W,53,28,25,21,30,70.0,271,3,0,37,251,6.8,4,8,2.0,2,2,7,27,47,57.4,303,0,33,89,2.7,4,0,1,1,4
Penn State,37,2016-09-03,1,,Kent State,77,W,33,13,20,16,31,51.6,209,2,0,38,145,3.8,1,10,7.0,1,1,4,14,28,50.0,129,0,41,150,3.7,0,1,2,3,1
Pittsburgh,22,2016-09-03,1,,Villanova,162,W,28,7,21,19,33,57.6,175,2,0,34,86,2.5,1,8,6.0,1,1,4,16,32,50.0,119,0,33,53,1.6,0,1,1,2,1
Purdue,38,2016-09-03,1,,Eastern Kentucky,203,W,45,24,21,26,44,59.1,251,1,1,39,261,6.7,4,1,,0,1,6,20,37,54.1,222,2,47,176,3.7,1,1,3,4,3
Rutgers,39,2016-09-03,1,@,Washington,105,L,13,48,-35,24,40,60.0,168,0,1,48,136,2.8,1,6,2.0,2,3,1,20,29,69.0,289,4,30,91,3.0,0,0,1,1,6
San Diego St.,90,2016-09-03,1,,New Hampshire,157,W,31,0,31,17,26,65.4,291,2,0,41,170,4.1,2,7,4.0,0,0,4,7,20,35.0,70,0,31,71,2.3,0,0,1,1,0
San Jose St.,91,2016-09-03,1,@,Tulsa,12,L,10,45,-35,16,29,55.2,234,1,1,32,53,1.7,0,4,4.0,2,3,1,13,25,52.0,207,1,58,305,5.3,3,0,0,0,6
SMU,8,2016-09-03,1,@,North Texas,57,W,34,21,13,13,27,48.1,300,3,1,46,272,5.9,1,6,5.0,0,1,4,32,50,64.0,311,2,29,83,2.9,1,0,3,3,3
South Alabama,127,2016-09-03,1,@,Mississippi St.,114,W,21,20,1,24,34,70.6,285,2,0,29,94,3.2,1,4,1.0,0,0,3,20,31,64.5,143,1,34,239,7.0,1,0,0,0,2
South Florida,9,2016-09-03,1,,Towson,161,W,56,20,36,13,25,52.0,230,4,1,41,214,5.2,4,7,3.0,1,2,8,16,41,39.0,165,0,49,127,2.6,2,3,1,4,2
Southern Miss,60,2016-09-03,1,@,Kentucky,112,W,44,35,9,18,28,64.3,258,2,3,67,296,4.4,3,9,4.0,0,3,5,16,25,64.0,313,4,25,96,3.8,1,2,1,3,5
Texas A&M,119,2016-09-03,1,,UCLA,102,W,31,24,7,22,42,52.4,239,1,1,41,203,5.0,3,10,5.0,1,2,4,26,47,55.3,343,1,40,125,3.1,1,0,3,3,2
TCU,47,2016-09-03,1,,South Dakota State,188,W,59,41,18,33,50,66.0,439,2,2,37,223,6.0,5,6,4.0,0,2,8,19,31,61.3,333,3,34,128,3.8,2,1,0,1,5
Texas St.,128,2016-09-03,1,@,Ohio,80,W,56,54,2,41,56,73.2,440,5,2,42,106,2.5,2,4,,1,3,7,28,46,60.9,393,4,51,237,4.6,2,2,0,2,6
Texas Tech,49,2016-09-03,1,,Stephen F. Austin,246,W,69,17,52,48,71,67.6,633,5,1,28,125,4.5,4,10,5.0,0,1,9,31,55,56.4,312,2,35,58,1.7,0,1,2,3,2
Troy,129,2016-09-03,1,,Austin Peay,201,W,57,17,40,29,36,80.6,323,3,0,43,383,8.9,5,9,1.0,1,1,8,14,22,63.6,161,2,41,93,2.3,0,0,1,1,2
Tulsa,12,2016-09-03,1,,San Jose St.,91,W,45,10,35,13,25,52.0,207,1,0,58,305,5.3,3,7,4.0,0,0,6,16,29,55.2,234,1,32,53,1.7,0,2,1,3,1
Central Florida,1,2016-09-03,1,,South Carolina State,181,W,38,0,38,20,36,55.6,265,2,0,55,197,3.6,2,4,1.0,2,2,4,16,38,42.1,138,0,32,85,2.7,0,2,1,3,0
UCLA,102,2016-09-03,1,@,Texas A&M,119,L,24,31,-7,26,47,55.3,343,1,3,40,125,3.1,1,2,,0,3,2,22,42,52.4,239,1,41,203,5.0,3,1,1,2,4
USC,103,2016-09-03,1,N,Alabama,107,L,6,52,-46,18,37,48.6,130,0,1,30,64,2.1,0,8,3.0,0,1,0,12,18,66.7,223,3,45,242,5.4,3,1,1,2,7
UTEP,62,2016-09-03,1,,New Mexico State,69,W,38,22,16,15,28,53.6,229,3,0,49,289,5.9,2,2,,1,1,5,17,41,41.5,206,0,30,139,4.6,2,0,0,0,3
UTSA,63,2016-09-03,1,,Alabama State,248,W,26,13,13,22,33,66.7,287,2,1,34,162,4.8,2,9,6.0,3,4,4,13,23,56.5,142,1,37,145,3.9,1,1,0,1,2
Virginia,24,2016-09-03,1,,Richmond,159,L,20,37,-17,26,34,76.5,264,3,1,21,38,1.8,0,6,2.0,3,4,3,24,35,68.6,337,3,41,187,4.6,1,0,0,0,4
Virginia Tech,25,2016-09-03,1,,Liberty,67,W,36,13,23,25,41,61.0,252,4,0,48,206,4.3,0,2,1.0,4,4,4,9,27,33.3,70,0,35,90,2.6,1,1,3,4,2
Washington,105,2016-09-03,1,,Rutgers,39,W,48,13,35,20,29,69.0,289,4,1,30,91,3.0,0,6,3.0,0,1,6,24,40,60.0,168,0,48,136,2.8,1,2,1,3,1
Washington St.,106,2016-09-03,1,,Eastern Washington,132,L,42,45,-3,41,52,78.8,418,4,1,25,97,3.9,2,5,2.0,0,1,6,35,41,85.4,496,5,25,110,4.4,1,0,1,1,6
West Virginia,50,2016-09-03,1,,Missouri,115,W,26,11,15,23,37,62.2,253,0,2,48,241,5.0,2,3,1.0,1,3,2,24,53,45.3,282,1,47,180,3.8,0,1,0,1,1
Western Michigan,82,2016-09-03,1,@,Northwestern,35,W,22,21,1,26,36,72.2,218,1,0,48,198,4.1,1,6,3.0,0,0,2,15,22,68.2,196,0,31,123,4.0,3,1,0,1,3
Wisconsin,40,2016-09-03,1,N,LSU,113,W,16,14,2,19,31,61.3,205,0,2,42,134,3.2,1,3,2.0,1,3,1,12,21,57.1,131,1,29,126,4.3,0,1,2,3,2
Wyoming,94,2016-09-03,1,,Northern Illinois,79,W,40,34,6,19,29,65.5,245,2,0,56,243,4.3,3,7,1.0,0,0,5,24,39,61.5,329,3,37,133,3.6,2,1,0,1,5
Notre Dame,70,2016-09-04,1,@,Texas,48,L,47,50,-3,17,30,56.7,238,5,0,46,206,4.5,1,5,,0,0,6,16,27,59.3,280,2,59,237,4.0,5,0,1,1,7
Old Dominion,58,2016-09-04,1,,Hampton,147,W,54,21,33,14,29,48.3,253,4,0,38,211,5.6,2,10,4.0,1,1,7,20,44,45.5,218,1,41,90,2.2,2,3,1,4,3
Texas,48,2016-09-04,1,,Notre Dame,70,W,50,47,3,16,27,59.3,280,2,1,59,237,4.0,5,6,3.0,0,1,7,17,30,56.7,238,5,46,206,4.5,1,0,0,0,6
Florida St.,16,2016-09-05,1,N,Ole Miss,116,W,45,34,11,33,52,63.5,419,2,0,41,161,3.9,2,6,5.0,0,0,4,21,39,53.8,313,4,25,67,2.7,1,1,3,4,5
Ole Miss,116,2016-09-05,1,N,Florida St.,16,L,34,45,-11,21,39,53.8,313,4,3,25,67,2.7,1,6,3.0,1,4,5,33,52,63.5,419,2,41,161,3.9,2,0,0,0,4
Florida Intl,53,2016-09-09,2,,Maryland,30,L,14,41,-27,14,28,50.0,170,1,1,40,202,5.1,1,4,2.0,0,1,2,15,21,71.4,238,3,45,239,5.3,1,0,0,0,5
Louisville,18,2016-09-09,2,@,Syracuse,23,W,62,28,34,21,40,52.5,431,1,1,41,414,10.1,7,11,4.0,2,3,8,27,53,50.9,293,3,40,121,3.0,1,1,1,2,4
Maryland,30,2016-09-09,2,@,Florida Intl,53,W,41,14,27,15,21,71.4,238,3,0,45,239,5.3,1,5,3.0,0,0,5,14,28,50.0,170,1,40,202,5.1,1,0,1,1,2
Syracuse,23,2016-09-09,2,,Louisville,18,L,28,62,-34,27,53,50.9,293,3,1,40,121,3.0,1,1,1.0,1,2,4,21,40,52.5,431,1,41,414,10.1,7,2,1,3,8
Air Force,83,2016-09-10,2,,Georgia St.,125,W,48,14,34,3,9,33.3,67,0,0,83,464,5.6,5,3,1.0,0,0,6,9,27,33.3,142,1,14,27,1.9,1,0,0,0,2
Akron,71,2016-09-10,2,@,Wisconsin,40,L,10,54,-44,14,25,56.0,136,0,1,21,88,4.2,0,5,1.0,1,2,1,20,27,74.1,292,3,55,294,5.3,4,0,0,0,7
